"hlf0071_h","year","regtyp","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Gerade richtig","1999","Ländlicher Raum","Ostdeutschland","981","0.774258184556245","0.751381995766867","0.797134373345622"
"Etwas zu groß","1999","Städtischer Raum","Westdeutschland","325","0.0962390374484223","0.0871347886722854","0.105343286224559"
"Etwas zu groß","1999","Städtischer Raum","Ostdeutschland","54","0.0873134191980014","0.0654939623789931","0.10913287601701"
"Etwas zu groß","1999","Ländlicher Raum","Westdeutschland","128","0.128534451706534","0.10919940100451","0.147869502408558"
"Etwas zu groß","1999","Ländlicher Raum","Ostdeutschland","100","0.0836861706707121","0.0685336902576269","0.0988386510837974"
"Viel zu groß","1999","Städtischer Raum","Westdeutschland","20","","",""
"Viel zu groß","1999","Städtischer Raum","Ostdeutschland","3","","",""
"Viel zu groß","1999","Ländlicher Raum","Westdeutschland","11","","",""
"Viel zu groß","1999","Ländlicher Raum","Ostdeutschland","7","","",""
"Viel zu klein","2000","Städtischer Raum","Westdeutschland","163","0.0199277606342053","0.0167657744262498","0.0230897468421609"
"Viel zu klein","2000","Städtischer Raum","Ostdeutschland","24","","",""
"Viel zu klein","2000","Ländlicher Raum","Westdeutschland","29","","",""
"Viel zu klein","2000","Ländlicher Raum","Ostdeutschland","23","","",""
"Etwas zu klein","2000","Städtischer Raum","Westdeutschland","1131","0.147359836769284","0.139339841035799","0.15537983250277"
"Etwas zu klein","2000","Städtischer Raum","Ostdeutschland","167","0.168732009746792","0.145566039031919","0.191897980461665"
"Etwas zu klein","2000","Ländlicher Raum","Westdeutschland","252","0.107665461698614","0.0950173308813447","0.120313592515883"
"Etwas zu klein","2000","Ländlicher Raum","Ostdeutschland","255","0.112518891254032","0.0988761583770319","0.126161624131033"
"Gerade richtig","2000","Städtischer Raum","Westdeutschland","5516","0.734515921216848","0.724524632107595","0.744507210326101"
"Gerade richtig","2000","Städtischer Raum","Ostdeutschland","730","0.719508793135615","0.6917206892974","0.747296896973831"
"Gerade richtig","2000","Ländlicher Raum","Westdeutschland","1731","0.743676684610049","0.725860675233032","0.761492693987065"
"Gerade richtig","2000","Ländlicher Raum","Ostdeutschland","1584","0.772659893003511","0.754565612860331","0.790754173146691"
"Etwas zu groß","2000","Städtischer Raum","Westdeutschland","632","0.088771538405604","0.0823364844961623","0.0952065923150458"
"Etwas zu groß","2000","Städtischer Raum","Ostdeutschland","81","0.0824631185214621","0.0654484741176502","0.099477762925274"
"Etwas zu groß","2000","Ländlicher Raum","Westdeutschland","268","0.121544758229874","0.108211010624033","0.134878505835715"
"Etwas zu groß","2000","Ländlicher Raum","Ostdeutschland","186","0.0937935974255785","0.0812069735343987","0.106380221316758"
"Viel zu groß","2000","Städtischer Raum","Westdeutschland","62","0.00942494297405839","0.00723876890854503","0.0116111170395718"
"Viel zu groß","2000","Städtischer Raum","Ostdeutschland","2","","",""
"Viel zu groß","2000","Ländlicher Raum","Westdeutschland","27","","",""
"Viel zu groß","2000","Ländlicher Raum","Ostdeutschland","13","","",""
"Viel zu klein","2001","Städtischer Raum","Westdeutschland","155","0.0207833933847649","0.0173839187535314","0.0241828680159984"
"Viel zu klein","2001","Städtischer Raum","Ostdeutschland","14","","",""
"Viel zu klein","2001","Ländlicher Raum","Westdeutschland","19","","",""
"Viel zu klein","2001","Ländlicher Raum","Ostdeutschland","21","","",""
"Etwas zu klein","2001","Städtischer Raum","Westdeutschland","1014","0.14524509049119","0.136848833493211","0.153641347489169"
"Etwas zu klein","2001","Städtischer Raum","Ostdeutschland","158","0.171124943468526","0.147226198334921","0.19502368860213"
"Etwas zu klein","2001","Ländlicher Raum","Westdeutschland","228","0.10832002006543","0.0947838921081116","0.121856148022749"
"Etwas zu klein","2001","Ländlicher Raum","Ostdeutschland","207","0.0974408053937919","0.084046160302085","0.110835450485499"
"Gerade richtig","2001","Städtischer Raum","Westdeutschland","4963","0.731349228731018","0.720786633432896","0.74191182402914"
"Gerade richtig","2001","Städtischer Raum","Ostdeutschland","707","0.725587260583609","0.697271980435247","0.753902540731972"
"Gerade richtig","2001","Ländlicher Raum","Westdeutschland","1518","0.746746782630496","0.727805920494442","0.765687644766549"
"Gerade richtig","2001","Ländlicher Raum","Ostdeutschland","1471","0.785036988503051","0.76648246269267","0.803591514313431"
"Etwas zu groß","2001","Städtischer Raum","Westdeutschland","584","0.0935451775244029","0.086606160161071","0.100484194887735"
"Etwas zu groß","2001","Städtischer Raum","Ostdeutschland","72","0.0849047527036578","0.0672169838475775","0.102592521559738"
"Etwas zu groß","2001","Ländlicher Raum","Westdeutschland","236","0.123581902255277","0.109247859890945","0.13791594461961"
"Etwas zu groß","2001","Ländlicher Raum","Ostdeutschland","169","0.0986028343473426","0.08513723387929","0.112068434815395"
"Viel zu groß","2001","Städtischer Raum","Westdeutschland","49","0.00907710986862413","0.00681711258606202","0.0113371071511862"
"Viel zu groß","2001","Städtischer Raum","Ostdeutschland","3","","",""
"Viel zu groß","2001","Ländlicher Raum","Westdeutschland","24","","",""
"Viel zu groß","2001","Ländlicher Raum","Ostdeutschland","15","","",""
"Viel zu klein","2002","Städtischer Raum","Westdeutschland","166","0.022897843090089","0.0194523920623639","0.0263432941178141"
"Viel zu klein","2002","Städtischer Raum","Ostdeutschland","16","","",""
"Viel zu klein","2002","Ländlicher Raum","Westdeutschland","38","0.0159391439955834","0.0105915392668171","0.0212867487243497"
"Viel zu klein","2002","Ländlicher Raum","Ostdeutschland","24","","",""
"Etwas zu klein","2002","Städtischer Raum","Westdeutschland","1121","0.152693145167295","0.144407831813193","0.160978458521398"
"Etwas zu klein","2002","Städtischer Raum","Ostdeutschland","149","0.158547110527661","0.135442080178034","0.181652140877289"
"Etwas zu klein","2002","Ländlicher Raum","Westdeutschland","235","0.101180033260623","0.0883034812061149","0.114056585315131"
"Etwas zu klein","2002","Ländlicher Raum","Ostdeutschland","206","0.0999121483285097","0.0863492690615361","0.113475027595483"
"Gerade richtig","2002","Städtischer Raum","Westdeutschland","5115","0.70233937260894","0.691807320189542","0.712871425028338"
"Gerade richtig","2002","Städtischer Raum","Ostdeutschland","730","0.750100203904332","0.722712535113535","0.77748787269513"
"Gerade richtig","2002","Ländlicher Raum","Westdeutschland","1501","0.714000990625138","0.694705870139518","0.733296111110757"
"Gerade richtig","2002","Ländlicher Raum","Ostdeutschland","1443","0.775431710031351","0.756558477469921","0.794304942592781"
"Etwas zu groß","2002","Städtischer Raum","Westdeutschland","734","0.107520663947725","0.100385172968599","0.114656154926851"
"Etwas zu groß","2002","Städtischer Raum","Ostdeutschland","56","0.0636775243360153","0.0482314441904232","0.0791236044816074"
"Etwas zu groß","2002","Ländlicher Raum","Westdeutschland","294","0.148224987634319","0.133053122191519","0.163396853077118"
"Etwas zu groß","2002","Ländlicher Raum","Ostdeutschland","191","0.102031790423371","0.0883419453990122","0.115721635447729"
"Viel zu groß","2002","Städtischer Raum","Westdeutschland","104","0.0145489751859512","0.0117908591567663","0.0173070912151362"
"Viel zu groß","2002","Städtischer Raum","Ostdeutschland","9","","",""
"Viel zu groß","2002","Ländlicher Raum","Westdeutschland","39","0.0206548444843371","0.0145819647913475","0.0267277241773268"
"Viel zu groß","2002","Ländlicher Raum","Ostdeutschland","14","","",""
"Viel zu klein","2003","Städtischer Raum","Westdeutschland","147","0.0216343171058403","0.0182207785739136","0.025047855637767"
"Viel zu klein","2003","Städtischer Raum","Ostdeutschland","13","","",""
"Viel zu klein","2003","Ländlicher Raum","Westdeutschland","21","","",""
"Viel zu klein","2003","Ländlicher Raum","Ostdeutschland","21","","",""
"Etwas zu klein","2003","Städtischer Raum","Westdeutschland","1068","0.153994749294073","0.145525945050685","0.162463553537461"
"Etwas zu klein","2003","Städtischer Raum","Ostdeutschland","142","0.154310391477273","0.131411090330816","0.17720969262373"
"Etwas zu klein","2003","Ländlicher Raum","Westdeutschland","242","0.120334321897664","0.106086082693644","0.134582561101684"
"Etwas zu klein","2003","Ländlicher Raum","Ostdeutschland","205","0.10985056816509","0.095581930194391","0.124119206135789"
"Gerade richtig","2003","Städtischer Raum","Westdeutschland","4926","0.697557114582151","0.68678020644028","0.708334022724022"
"Gerade richtig","2003","Städtischer Raum","Ostdeutschland","729","0.757788262858125","0.73063070745028","0.78494581826597"
"Gerade richtig","2003","Ländlicher Raum","Westdeutschland","1438","0.719707595433139","0.700038185843247","0.73937700502303"
"Gerade richtig","2003","Ländlicher Raum","Ostdeutschland","1414","0.769618744998325","0.750405032225286","0.788832457771364"
"Etwas zu groß","2003","Städtischer Raum","Westdeutschland","731","0.111720987101658","0.104329621385137","0.11911235281818"
"Etwas zu groß","2003","Städtischer Raum","Ostdeutschland","70","0.0695394817473964","0.0534150713010096","0.0856638921937833"
"Etwas zu groß","2003","Ländlicher Raum","Westdeutschland","274","0.135082964342952","0.120113883522777","0.150052045163126"
"Etwas zu groß","2003","Ländlicher Raum","Ostdeutschland","192","0.102409661949456","0.0885752897235071","0.116244034175404"
"Viel zu groß","2003","Städtischer Raum","Westdeutschland","106","0.0150928319162776","0.0122321759873328","0.0179534878452224"
"Viel zu groß","2003","Städtischer Raum","Ostdeutschland","2","","",""
"Viel zu groß","2003","Ländlicher Raum","Westdeutschland","28","","",""
"Viel zu groß","2003","Ländlicher Raum","Ostdeutschland","13","","",""
"Viel zu klein","2004","Städtischer Raum","Westdeutschland","120","0.0185841280644293","0.0153690246828957","0.0217992314459628"
"Viel zu klein","2004","Städtischer Raum","Ostdeutschland","14","","",""
"Viel zu klein","2004","Ländlicher Raum","Westdeutschland","25","","",""
"Viel zu klein","2004","Ländlicher Raum","Ostdeutschland","21","","",""
"Etwas zu klein","2004","Städtischer Raum","Westdeutschland","978","0.142754672733945","0.134426589857189","0.151082755610701"
"Etwas zu klein","2004","Städtischer Raum","Ostdeutschland","143","0.155630357653364","0.132603054422239","0.17865766088449"
"Etwas zu klein","2004","Ländlicher Raum","Westdeutschland","205","0.101838248036431","0.0884763460408344","0.115200150032028"
"Etwas zu klein","2004","Ländlicher Raum","Ostdeutschland","190","0.104386584592933","0.0902809663080124","0.118492202877854"
"Gerade richtig","2004","Städtischer Raum","Westdeutschland","4867","0.717682303351549","0.706966308937202","0.728398297765897"
"Gerade richtig","2004","Städtischer Raum","Ostdeutschland","713","0.742336595897764","0.71455504909614","0.770118142699388"
"Gerade richtig","2004","Ländlicher Raum","Westdeutschland","1430","0.721372468114502","0.70156507416052","0.741179862068483"
"Gerade richtig","2004","Ländlicher Raum","Ostdeutschland","1397","0.78359463889404","0.764597455134043","0.802591822654036"
"Etwas zu groß","2004","Städtischer Raum","Westdeutschland","724","0.108661788556508","0.101252832893495","0.116070744219521"
"Etwas zu groß","2004","Städtischer Raum","Ostdeutschland","79","0.0760087127652292","0.0591744057366265","0.092843019793832"
"Etwas zu groß","2004","Ländlicher Raum","Westdeutschland","278","0.148822365840771","0.13309776073263","0.164546970948911"
"Etwas zu groß","2004","Ländlicher Raum","Ostdeutschland","181","0.0934405751402882","0.0800136867773065","0.10686746350327"
"Viel zu groß","2004","Städtischer Raum","Westdeutschland","89","0.012317107293568","0.0096913145921769","0.0149428999949592"
"Viel zu groß","2004","Städtischer Raum","Ostdeutschland","3","","",""
"Viel zu groß","2004","Ländlicher Raum","Westdeutschland","30","0.016024161169015","0.0104764299293534","0.0215718924086766"
"Viel zu groß","2004","Ländlicher Raum","Ostdeutschland","16","","",""
"Viel zu klein","2005","Städtischer Raum","Westdeutschland","92","0.013998258295066","0.0111589665972304","0.0168375499929016"
"Viel zu klein","2005","Städtischer Raum","Ostdeutschland","12","","",""
"Viel zu klein","2005","Ländlicher Raum","Westdeutschland","25","","",""
"Viel zu klein","2005","Ländlicher Raum","Ostdeutschland","16","","",""
"Etwas zu klein","2005","Städtischer Raum","Westdeutschland","975","0.151205398953186","0.142547368211182","0.159863429695189"
"Etwas zu klein","2005","Städtischer Raum","Ostdeutschland","141","0.152744324042527","0.129710392089867","0.175778255995187"
"Etwas zu klein","2005","Ländlicher Raum","Westdeutschland","198","0.103468010023523","0.0898446755222197","0.117091344524827"
"Etwas zu klein","2005","Ländlicher Raum","Ostdeutschland","198","0.110885810623847","0.0961830868323047","0.12558853441539"
"Gerade richtig","2005","Städtischer Raum","Westdeutschland","4746","0.716321451139758","0.705427099303238","0.727215802976278"
"Gerade richtig","2005","Städtischer Raum","Ostdeutschland","720","0.769344456561192","0.742371990312167","0.796316922810218"
"Gerade richtig","2005","Ländlicher Raum","Westdeutschland","1398","0.716243850511877","0.69607874164992","0.736408959373834"
"Gerade richtig","2005","Ländlicher Raum","Ostdeutschland","1329","0.768749427776384","0.749006350250092","0.788492505302676"
"Etwas zu groß","2005","Städtischer Raum","Westdeutschland","681","0.106211506922155","0.0987652616911616","0.113657752153149"
"Etwas zu groß","2005","Städtischer Raum","Ostdeutschland","58","0.0528436509208388","0.038518950752182","0.0671683510894955"
"Etwas zu groß","2005","Ländlicher Raum","Westdeutschland","261","0.14379692913421","0.1281019525171","0.159491905751321"
"Etwas zu groß","2005","Ländlicher Raum","Ostdeutschland","187","0.099805134654658","0.0857697038231487","0.113840565486167"
"Viel zu groß","2005","Städtischer Raum","Westdeutschland","83","0.0122633846898345","0.00960351768178518","0.0149232516978838"
"Viel zu groß","2005","Städtischer Raum","Ostdeutschland","6","","",""
"Viel zu groß","2005","Ländlicher Raum","Westdeutschland","38","0.0199006026864423","0.0136536868860412","0.0261475184868434"
"Viel zu groß","2005","Ländlicher Raum","Ostdeutschland","22","","",""
"Viel zu klein","2006","Städtischer Raum","Westdeutschland","119","0.0198402737616863","0.0166034013342686","0.0230771461891039"
"Viel zu klein","2006","Städtischer Raum","Ostdeutschland","13","","",""
"Viel zu klein","2006","Ländlicher Raum","Westdeutschland","30","0.0167428802081061","0.0113703911812034","0.0221153692350089"
"Viel zu klein","2006","Ländlicher Raum","Ostdeutschland","22","","",""
"Etwas zu klein","2006","Städtischer Raum","Westdeutschland","989","0.145338630840975","0.137157922762541","0.153519338919409"
"Etwas zu klein","2006","Städtischer Raum","Ostdeutschland","152","0.157123972060451","0.134420483726349","0.179827460394553"
"Etwas zu klein","2006","Ländlicher Raum","Westdeutschland","238","0.10880158547701","0.0957629628198863","0.121840208134134"
"Etwas zu klein","2006","Ländlicher Raum","Ostdeutschland","193","0.0923378088395471","0.0794286948745258","0.105246922804568"
"Gerade richtig","2006","Städtischer Raum","Westdeutschland","5092","0.705287618250281","0.69470518233861","0.715870054161952"
"Gerade richtig","2006","Städtischer Raum","Ostdeutschland","741","0.749350139164447","0.722312694429234","0.77638758389966"
"Gerade richtig","2006","Ländlicher Raum","Westdeutschland","1543","0.695675508252792","0.676409190799953","0.71494182570563"
"Gerade richtig","2006","Ländlicher Raum","Ostdeutschland","1477","0.784084338973612","0.76573721515734","0.802431462789884"
"Etwas zu groß","2006","Städtischer Raum","Westdeutschland","827","0.114840961964","0.107440439333553","0.122241484594446"
"Etwas zu groß","2006","Städtischer Raum","Ostdeutschland","78","0.072394318481741","0.0562275411512315","0.0885610958122505"
"Etwas zu groß","2006","Ländlicher Raum","Westdeutschland","325","0.154580215935811","0.139443207239652","0.169717224631971"
"Etwas zu groß","2006","Ländlicher Raum","Ostdeutschland","213","0.10122530632792","0.0877755474764353","0.114675065179405"
"Viel zu groß","2006","Städtischer Raum","Westdeutschland","103","0.0146925151830578","0.0118997315469614","0.0174852988191541"
"Viel zu groß","2006","Städtischer Raum","Ostdeutschland","3","","",""
"Viel zu groß","2006","Ländlicher Raum","Westdeutschland","55","0.0241998101262805","0.0177653319737711","0.0306342882787899"
"Viel zu groß","2006","Ländlicher Raum","Ostdeutschland","27","","",""
"Viel zu klein","2007","Städtischer Raum","Westdeutschland","87","0.0152554616817465","0.0123020444066192","0.0182088789568738"
"Viel zu klein","2007","Städtischer Raum","Ostdeutschland","14","","",""
"Viel zu klein","2007","Ländlicher Raum","Westdeutschland","21","","",""
"Viel zu klein","2007","Ländlicher Raum","Ostdeutschland","17","","",""
"Etwas zu klein","2007","Städtischer Raum","Westdeutschland","961","0.147975548704906","0.139419537366844","0.156531560042968"
"Etwas zu klein","2007","Städtischer Raum","Ostdeutschland","142","0.152962892304475","0.129976707109458","0.175949077499491"
"Etwas zu klein","2007","Ländlicher Raum","Westdeutschland","219","0.0996806804369293","0.086762935229571","0.112598425644288"
"Etwas zu klein","2007","Ländlicher Raum","Ostdeutschland","193","0.106008037563655","0.0918336207697941","0.120182454357515"
"Gerade richtig","2007","Städtischer Raum","Westdeutschland","4683","0.706108040348923","0.695131138687998","0.717084942009849"
"Gerade richtig","2007","Städtischer Raum","Ostdeutschland","717","0.760359241957328","0.733100086494257","0.787618397420399"
"Gerade richtig","2007","Ländlicher Raum","Westdeutschland","1495","0.724426072144471","0.705159740503214","0.743692403785728"
"Gerade richtig","2007","Ländlicher Raum","Ostdeutschland","1375","0.766804713869419","0.747334475658944","0.786274952079894"
"Etwas zu groß","2007","Städtischer Raum","Westdeutschland","792","0.11695527197854","0.109211517134668","0.124699026822412"
"Etwas zu groß","2007","Städtischer Raum","Ostdeutschland","65","0.0629591088308592","0.0474484159990953","0.0784698016626231"
"Etwas zu groß","2007","Ländlicher Raum","Westdeutschland","289","0.145858322353677","0.130638362870968","0.161078281836386"
"Etwas zu groß","2007","Ländlicher Raum","Ostdeutschland","198","0.104937195985924","0.0908261087475272","0.119048283224321"
"Viel zu groß","2007","Städtischer Raum","Westdeutschland","93","0.0137056772858844","0.0109040919198676","0.0165072626519011"
"Viel zu groß","2007","Städtischer Raum","Ostdeutschland","4","","",""
"Viel zu groß","2007","Ländlicher Raum","Westdeutschland","42","0.0196886891696054","0.0136980475340522","0.0256793308051587"
"Viel zu groß","2007","Ländlicher Raum","Ostdeutschland","29","","",""
"Viel zu klein","2008","Städtischer Raum","Westdeutschland","84","0.0157522608677185","0.0126558682160647","0.0188486535193723"
"Viel zu klein","2008","Städtischer Raum","Ostdeutschland","9","","",""
"Viel zu klein","2008","Ländlicher Raum","Westdeutschland","14","","",""
"Viel zu klein","2008","Ländlicher Raum","Ostdeutschland","16","","",""
"Etwas zu klein","2008","Städtischer Raum","Westdeutschland","845","0.14039418467029","0.131755321417814","0.149033047922765"
"Etwas zu klein","2008","Städtischer Raum","Ostdeutschland","136","0.150760439684767","0.127726563393084","0.173794315976451"
"Etwas zu klein","2008","Ländlicher Raum","Westdeutschland","190","0.0969174500539478","0.0837425297895183","0.110092370318377"
"Etwas zu klein","2008","Ländlicher Raum","Ostdeutschland","183","0.110551210175224","0.0957233413265169","0.12537907902393"
"Gerade richtig","2008","Städtischer Raum","Westdeutschland","4412","0.703122661887625","0.691761141844066","0.714484181931184"
"Gerade richtig","2008","Städtischer Raum","Ostdeutschland","699","0.748616235136203","0.720690381484727","0.776542088787679"
"Gerade richtig","2008","Ländlicher Raum","Westdeutschland","1383","0.7072516142385","0.686987972017759","0.727515256459242"
"Gerade richtig","2008","Ländlicher Raum","Ostdeutschland","1303","0.762186123311317","0.742054183360086","0.782318063262548"
"Etwas zu groß","2008","Städtischer Raum","Westdeutschland","754","0.119838576334787","0.111762287301191","0.127914865368382"
"Etwas zu groß","2008","Städtischer Raum","Ostdeutschland","77","0.0777589325663987","0.0605201894612127","0.0949976756715847"
"Etwas zu groß","2008","Ländlicher Raum","Westdeutschland","297","0.161691931943016","0.145296257785598","0.178087606100434"
"Etwas zu groß","2008","Ländlicher Raum","Ostdeutschland","191","0.105016871273353","0.090520027015582","0.119513715531125"
"Viel zu groß","2008","Städtischer Raum","Westdeutschland","117","0.0208923162395799","0.0173356681821265","0.0244489642970333"
"Viel zu groß","2008","Städtischer Raum","Ostdeutschland","6","","",""
"Viel zu groß","2008","Ländlicher Raum","Westdeutschland","53","0.0270379069289059","0.0198149042620044","0.0342609095958075"
"Viel zu groß","2008","Ländlicher Raum","Ostdeutschland","25","","",""
"Viel zu klein","2009","Städtischer Raum","Westdeutschland","87","0.0168905503548934","0.0135621535505193","0.0202189471592674"
"Viel zu klein","2009","Städtischer Raum","Ostdeutschland","12","","",""
"Viel zu klein","2009","Ländlicher Raum","Westdeutschland","22","","",""
"Viel zu klein","2009","Ländlicher Raum","Ostdeutschland","22","","",""
"Etwas zu klein","2009","Städtischer Raum","Westdeutschland","796","0.145498587907486","0.136391111763382","0.15460606405159"
"Etwas zu klein","2009","Städtischer Raum","Ostdeutschland","137","0.158757986501845","0.134829107460362","0.182686865543329"
"Etwas zu klein","2009","Ländlicher Raum","Westdeutschland","189","0.110434366208983","0.0961364297554206","0.124732302662545"
"Etwas zu klein","2009","Ländlicher Raum","Ostdeutschland","181","0.12388708335728","0.108014699866539","0.139759466848022"
"Gerade richtig","2009","Städtischer Raum","Westdeutschland","4028","0.692750703219776","0.680834272369055","0.704667134070497"
"Gerade richtig","2009","Städtischer Raum","Ostdeutschland","666","0.744576251079504","0.716021438528706","0.773131063630302"
"Gerade richtig","2009","Ländlicher Raum","Westdeutschland","1282","0.678846247113495","0.657546499662633","0.700145994564357"
"Gerade richtig","2009","Ländlicher Raum","Ostdeutschland","1228","0.733820664510389","0.712527940304851","0.755113388715926"
"Etwas zu groß","2009","Städtischer Raum","Westdeutschland","738","0.124698741906599","0.116165342505337","0.133232141307861"
"Etwas zu groß","2009","Städtischer Raum","Ostdeutschland","75","0.0723264405943837","0.0553658792599332","0.0892870019288342"
"Etwas zu groß","2009","Ländlicher Raum","Westdeutschland","304","0.173553948990662","0.156277409904041","0.190830488077282"
"Etwas zu groß","2009","Ländlicher Raum","Ostdeutschland","196","0.112367299804855","0.0971518179319604","0.127582781677751"
"Viel zu groß","2009","Städtischer Raum","Westdeutschland","109","0.0201614166112454","0.0165310536214622","0.0237917796010286"
"Viel zu groß","2009","Städtischer Raum","Ostdeutschland","6","","",""
"Viel zu groß","2009","Ländlicher Raum","Westdeutschland","49","0.0269017247868811","0.0195209720409877","0.0342824775327744"
"Viel zu groß","2009","Ländlicher Raum","Ostdeutschland","28","","",""
"Viel zu klein","2010","Städtischer Raum","Westdeutschland","260","0.0130808559366918","0.0105780531111985","0.0155836587621852"
"Viel zu klein","2010","Städtischer Raum","Ostdeutschland","34","0.0179785137958072","0.0102002498986344","0.0257567776929801"
"Viel zu klein","2010","Ländlicher Raum","Westdeutschland","69","0.0104431491313415","0.00661295920460316","0.0142733390580798"
"Viel zu klein","2010","Ländlicher Raum","Ostdeutschland","57","0.00953641798023233","0.00531591247259602","0.0137569234878686"
"Etwas zu klein","2010","Städtischer Raum","Westdeutschland","1474","0.139792383191672","0.132153828986498","0.147430937396845"
"Etwas zu klein","2010","Städtischer Raum","Ostdeutschland","243","0.160461787552959","0.138975997296735","0.181947577809183"
"Etwas zu klein","2010","Ländlicher Raum","Westdeutschland","417","0.116079940739582","0.104010996561079","0.128148884918084"
"Etwas zu klein","2010","Ländlicher Raum","Ostdeutschland","300","0.126507909887277","0.112072108272685","0.140943711501869"
"Gerade richtig","2010","Städtischer Raum","Westdeutschland","5265","0.698710377744895","0.688603699218097","0.708817056271694"
"Gerade richtig","2010","Städtischer Raum","Ostdeutschland","757","0.744582864626095","0.719054275220919","0.770111454031272"
"Gerade richtig","2010","Ländlicher Raum","Westdeutschland","1800","0.668689546444185","0.650955247240132","0.686423845648238"
"Gerade richtig","2010","Ländlicher Raum","Ostdeutschland","1440","0.714229403893691","0.694610252898242","0.73384855488914"
"Etwas zu groß","2010","Städtischer Raum","Westdeutschland","797","0.125812084859806","0.118506897695097","0.133117272024516"
"Etwas zu groß","2010","Städtischer Raum","Ostdeutschland","80","0.0691566654807604","0.0543041298217043","0.0840092011398165"
"Etwas zu groß","2010","Ländlicher Raum","Westdeutschland","356","0.17120945959041","0.15701658171389","0.18540233746693"
"Etwas zu groß","2010","Ländlicher Raum","Ostdeutschland","211","0.128406125145744","0.113878235521434","0.142934014770054"
"Viel zu groß","2010","Städtischer Raum","Westdeutschland","121","0.0226042982669346","0.0193301488434392","0.02587844769043"
"Viel zu groß","2010","Städtischer Raum","Ostdeutschland","7","","",""
"Viel zu groß","2010","Ländlicher Raum","Westdeutschland","64","0.0335779040944815","0.0267906452436383","0.0403651629453247"
"Viel zu groß","2010","Ländlicher Raum","Ostdeutschland","29","","",""
"Viel zu klein","2011","Städtischer Raum","Westdeutschland","266","0.0153836126291579","0.0128923176635877","0.0178749075947281"
"Viel zu klein","2011","Städtischer Raum","Ostdeutschland","36","0.0170940608545543","0.0101382337473445","0.0240498879617641"
"Viel zu klein","2011","Ländlicher Raum","Westdeutschland","66","0.0085073907904692","0.00545509769564811","0.0115596838852903"
"Viel zu klein","2011","Ländlicher Raum","Ostdeutschland","47","0.0100900565199418","0.00609663712965963","0.0140834759102239"
"Etwas zu klein","2011","Städtischer Raum","Westdeutschland","1591","0.138691944279239","0.131695661968459","0.145688226590019"
"Etwas zu klein","2011","Städtischer Raum","Ostdeutschland","267","0.160687480974111","0.140980366104844","0.180394595843379"
"Etwas zu klein","2011","Ländlicher Raum","Westdeutschland","502","0.108269435113625","0.0979429371435822","0.118595933083668"
"Etwas zu klein","2011","Ländlicher Raum","Ostdeutschland","343","0.116777044032379","0.103944457762441","0.129609630302318"
"Gerade richtig","2011","Städtischer Raum","Westdeutschland","6356","0.694826847852599","0.685505603131641","0.704148092573557"
"Gerade richtig","2011","Städtischer Raum","Ostdeutschland","924","0.744928918885639","0.721537411740688","0.768320426030591"
"Gerade richtig","2011","Ländlicher Raum","Westdeutschland","2343","0.68151967395049","0.666036364079355","0.697002983821626"
"Gerade richtig","2011","Ländlicher Raum","Ostdeutschland","1740","0.732360183740744","0.714669769458868","0.750050598022621"
"Etwas zu groß","2011","Städtischer Raum","Westdeutschland","1024","0.130574571451449","0.123754201592991","0.137394941309906"
"Etwas zu groß","2011","Städtischer Raum","Ostdeutschland","101","0.0747740429471095","0.0606594124962655","0.0888886733979535"
"Etwas zu groß","2011","Ländlicher Raum","Westdeutschland","489","0.169147353857045","0.156688505211338","0.181606202502753"
"Etwas zu groß","2011","Ländlicher Raum","Ostdeutschland","243","0.12480074567146","0.111595017936005","0.138006473406916"
"Viel zu groß","2011","Städtischer Raum","Westdeutschland","138","0.0205230237875558","0.017653034716114","0.0233930128589977"
"Viel zu groß","2011","Städtischer Raum","Ostdeutschland","6","","",""
"Viel zu groß","2011","Ländlicher Raum","Westdeutschland","78","0.0325561462883704","0.0266580388029738","0.0384542537737671"
"Viel zu groß","2011","Ländlicher Raum","Ostdeutschland","33","0.0159719700354745","0.0109625983390866","0.0209813417318624"
"Viel zu klein","2012","Städtischer Raum","Westdeutschland","216","0.0157429998652077","0.0131872672937124","0.0182987324367031"
"Viel zu klein","2012","Städtischer Raum","Ostdeutschland","35","0.0142422411539475","0.00779880120948474","0.0206856810984102"
"Viel zu klein","2012","Ländlicher Raum","Westdeutschland","66","0.0153653754074286","0.0112740184464225","0.0194567323684347"
"Viel zu klein","2012","Ländlicher Raum","Ostdeutschland","44","0.0126735752861441","0.00820478472857322","0.0171423658437149"
"Etwas zu klein","2012","Städtischer Raum","Westdeutschland","1466","0.129416492308714","0.122524933984658","0.136308050632769"
"Etwas zu klein","2012","Städtischer Raum","Ostdeutschland","232","0.144527368935562","0.125405883647221","0.163648854223904"
"Etwas zu klein","2012","Ländlicher Raum","Westdeutschland","453","0.0929267838315274","0.0832696142497446","0.10258395341331"
"Etwas zu klein","2012","Ländlicher Raum","Ostdeutschland","303","0.118114921435215","0.10522149265117","0.131008350219261"
"Gerade richtig","2012","Städtischer Raum","Westdeutschland","6253","0.704904977346541","0.695540929229925","0.714269025463157"
"Gerade richtig","2012","Städtischer Raum","Ostdeutschland","914","0.743293725330168","0.719539438789522","0.767048011870814"
