"hlf0071_h","year","hhtyp","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Etwas zu klein","1995","Alleinerziehende","Staedtischer Raum","119","0.195514336929254","0.164195459000349","0.226833214858158"
"Etwas zu klein","1995","Alleinerziehende","Laendlicher Raum","75","0.226958591513558","0.180629054551486","0.27328812847563"
"Etwas zu klein","1995","Paar mit Kind(ern)","Staedtischer Raum","1634","0.229958564996924","0.219729407857192","0.240187722136655"
"Etwas zu klein","1995","Paar mit Kind(ern)","Laendlicher Raum","864","0.21740366225552","0.204408103953126","0.230399220557913"
"Etwas zu klein","1995","Sonstige","Staedtischer Raum","201","0.261573374590419","0.230286374050385","0.292860375130452"
"Etwas zu klein","1995","Sonstige","Laendlicher Raum","90","0.264110743644368","0.222393201804603","0.305828285484134"
"Gerade richtig","1995","1-Pers.- Haushalt","Staedtischer Raum","728","0.739420143718346","0.71197993622288","0.766860351213812"
"Gerade richtig","1995","1-Pers.- Haushalt","Laendlicher Raum","301","0.76541838765742","0.72399634672351","0.80684042859133"
"Gerade richtig","1995","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","1860","0.767927832496758","0.751156810156261","0.784698854837254"
"Gerade richtig","1995","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","852","0.715063454822261","0.689154780948166","0.740972128696356"
"Gerade richtig","1995","Alleinerziehende","Staedtischer Raum","415","0.650230518889476","0.612570341091566","0.687890696687385"
"Gerade richtig","1995","Alleinerziehende","Laendlicher Raum","207","0.633125446474934","0.579818114522768","0.6864327784271"
"Gerade richtig","1995","Paar mit Kind(ern)","Staedtischer Raum","4210","0.669612285718605","0.658178720869948","0.681045850567262"
"Gerade richtig","1995","Paar mit Kind(ern)","Laendlicher Raum","2582","0.66544963532995","0.650584086150658","0.680315184509242"
"Gerade richtig","1995","Sonstige","Staedtischer Raum","472","0.613874604394425","0.579215486529223","0.648533722259627"
"Gerade richtig","1995","Sonstige","Laendlicher Raum","282","0.610391978685065","0.564245581617898","0.656538375752232"
"Etwas zu gross","1995","1-Pers.- Haushalt","Staedtischer Raum","89","0.0988059512042901","0.0801519482419013","0.117459954166679"
"Etwas zu gross","1995","1-Pers.- Haushalt","Laendlicher Raum","56","0.127239124645294","0.0946634787537582","0.15981477053683"
"Etwas zu gross","1995","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","212","0.0985571355970569","0.0867157930880136","0.1103984781061"
"Etwas zu gross","1995","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","176","0.181886528041919","0.159745088448956","0.204027967634883"
"Etwas zu gross","1995","Alleinerziehende","Staedtischer Raum","46","0.100843357023618","0.0770640573030809","0.124622656744156"
"Etwas zu gross","1995","Alleinerziehende","Laendlicher Raum","18","","",""
"Etwas zu gross","1995","Paar mit Kind(ern)","Staedtischer Raum","250","0.0488320086085739","0.0435931229992733","0.0540708942178746"
"Etwas zu gross","1995","Paar mit Kind(ern)","Laendlicher Raum","217","0.0639058574044299","0.0561999691763923","0.0716117456324676"
"Etwas zu gross","1995","Sonstige","Staedtischer Raum","21","","",""
"Etwas zu gross","1995","Sonstige","Laendlicher Raum","42","0.112258606357835","0.082386042139489","0.142131170576182"
"Viel zu gross","1995","1-Pers.- Haushalt","Staedtischer Raum","11","","",""
"Viel zu gross","1995","1-Pers.- Haushalt","Laendlicher Raum","6","","",""
"Viel zu gross","1995","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","6","","",""
"Viel zu gross","1995","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","14","","",""
"Viel zu gross","1995","Alleinerziehende","Staedtischer Raum","6","","",""
"Viel zu gross","1995","Alleinerziehende","Laendlicher Raum","5","","",""
"Viel zu gross","1995","Paar mit Kind(ern)","Staedtischer Raum","16","","",""
"Viel zu gross","1995","Paar mit Kind(ern)","Laendlicher Raum","16","","",""
"Viel zu gross","1995","Sonstige","Staedtischer Raum","","","",""
"Viel zu gross","1995","Sonstige","Laendlicher Raum","3","","",""
"Viel zu klein","1996","1-Pers.- Haushalt","Staedtischer Raum","17","","",""
"Viel zu klein","1996","1-Pers.- Haushalt","Laendlicher Raum","6","","",""
"Viel zu klein","1996","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","48","0.0140200154264496","0.00936253884952383","0.0186774920033753"
"Viel zu klein","1996","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","12","","",""
"Viel zu klein","1996","Alleinerziehende","Staedtischer Raum","35","0.0411070606145309","0.0256406509928368","0.056573470236225"
"Viel zu klein","1996","Alleinerziehende","Laendlicher Raum","8","","",""
"Viel zu klein","1996","Paar mit Kind(ern)","Staedtischer Raum","330","0.0366840171901226","0.0320716216257995","0.0412964127544456"
"Viel zu klein","1996","Paar mit Kind(ern)","Laendlicher Raum","150","0.036960265264033","0.0308597269649856","0.0430608035630805"
"Viel zu klein","1996","Sonstige","Staedtischer Raum","55","0.0388411733244987","0.0244244257193975","0.0532579209295998"
"Viel zu klein","1996","Sonstige","Laendlicher Raum","15","","",""
"Etwas zu klein","1996","1-Pers.- Haushalt","Staedtischer Raum","130","0.134190207015685","0.112968372577256","0.155412041454114"
"Etwas zu klein","1996","1-Pers.- Haushalt","Laendlicher Raum","31","0.0679855429652533","0.0439404393543796","0.0920306465761269"
"Etwas zu klein","1996","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","306","0.11672472117434","0.104005168310071","0.12944427403861"
"Etwas zu klein","1996","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","128","0.0965016889120427","0.0798366793673827","0.113166698456703"
"Etwas zu klein","1996","Alleinerziehende","Staedtischer Raum","104","0.178462578781803","0.148633935989268","0.208291221574338"
"Etwas zu klein","1996","Alleinerziehende","Laendlicher Raum","72","0.211215398186326","0.165851549136674","0.256579247235978"
"Etwas zu klein","1996","Paar mit Kind(ern)","Staedtischer Raum","1704","0.249594564526389","0.238975915512584","0.260213213540194"
"Etwas zu klein","1996","Paar mit Kind(ern)","Laendlicher Raum","763","0.19742578892228","0.184554469848832","0.210297107995728"
"Etwas zu klein","1996","Sonstige","Staedtischer Raum","141","0.201796966288709","0.171851053932993","0.231742878644426"
"Etwas zu klein","1996","Sonstige","Laendlicher Raum","88","0.279045747561751","0.236047425496124","0.322044069627378"
"Gerade richtig","1996","1-Pers.- Haushalt","Staedtischer Raum","724","0.727252493748744","0.69952348992886","0.754981497568627"
"Gerade richtig","1996","1-Pers.- Haushalt","Laendlicher Raum","323","0.754824880955856","0.713731834027151","0.795917927884561"
"Gerade richtig","1996","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","1854","0.750236165592008","0.733088454464667","0.767383876719348"
"Gerade richtig","1996","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","880","0.7180796372863","0.692686055334576","0.743473219238025"
"Gerade richtig","1996","Alleinerziehende","Staedtischer Raum","444","0.66410891677819","0.62731592281581","0.700901910740569"
"Gerade richtig","1996","Alleinerziehende","Laendlicher Raum","200","0.65208848249725","0.599151940971242","0.705025024023258"
"Gerade richtig","1996","Paar mit Kind(ern)","Staedtischer Raum","4061","0.658806639796383","0.647173873906329","0.670439405686436"
"Gerade richtig","1996","Paar mit Kind(ern)","Laendlicher Raum","2576","0.691873067968039","0.676943179697284","0.706802956238795"
"Gerade richtig","1996","Sonstige","Staedtischer Raum","463","0.690034872230919","0.655527214349794","0.724542530112044"
"Gerade richtig","1996","Sonstige","Laendlicher Raum","274","0.597239910799531","0.550222622770181","0.644257198828881"
"Etwas zu gross","1996","1-Pers.- Haushalt","Staedtischer Raum","105","0.113317378848506","0.0935820838671565","0.133052673829856"
"Etwas zu gross","1996","1-Pers.- Haushalt","Laendlicher Raum","56","0.147476392410908","0.113605900601122","0.181346884220694"
"Etwas zu gross","1996","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","232","0.114681683240144","0.102059364627589","0.127304001852699"
"Etwas zu gross","1996","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","164","0.158551343724397","0.137936824467324","0.17916586298147"
"Etwas zu gross","1996","Alleinerziehende","Staedtischer Raum","50","0.116321443825476","0.0913454207913629","0.14129746685959"
"Etwas zu gross","1996","Alleinerziehende","Laendlicher Raum","31","0.115664613815275","0.0801197663974772","0.151209461233073"
"Etwas zu gross","1996","Paar mit Kind(ern)","Staedtischer Raum","270","0.0510474188614965","0.0456471812638684","0.0564476564591246"
"Etwas zu gross","1996","Paar mit Kind(ern)","Laendlicher Raum","174","0.0717955715899833","0.0634482112461428","0.0801429319338237"
"Etwas zu gross","1996","Sonstige","Staedtischer Raum","31","0.0693269881558731","0.0503741928439845","0.0882797834677616"
"Etwas zu gross","1996","Sonstige","Laendlicher Raum","41","0.110347835750516","0.0803111521497459","0.140384519351287"
"Viel zu gross","1996","1-Pers.- Haushalt","Staedtischer Raum","15","","",""
"Viel zu gross","1996","1-Pers.- Haushalt","Laendlicher Raum","5","","",""
"Viel zu gross","1996","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","8","","",""
"Viel zu gross","1996","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","22","","",""
"Viel zu gross","1996","Alleinerziehende","Staedtischer Raum","","","",""
"Viel zu gross","1996","Alleinerziehende","Laendlicher Raum","","","",""
"Viel zu gross","1996","Paar mit Kind(ern)","Staedtischer Raum","16","","",""
"Viel zu gross","1996","Paar mit Kind(ern)","Laendlicher Raum","11","","",""
"Viel zu gross","1996","Sonstige","Staedtischer Raum","","","",""
"Viel zu gross","1996","Sonstige","Laendlicher Raum","","","",""
"Viel zu klein","1997","1-Pers.- Haushalt","Staedtischer Raum","18","","",""
"Viel zu klein","1997","1-Pers.- Haushalt","Laendlicher Raum","4","","",""
"Viel zu klein","1997","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","26","","",""
"Viel zu klein","1997","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","10","","",""
"Viel zu klein","1997","Alleinerziehende","Staedtischer Raum","37","0.058098424840948","0.0397733454431353","0.0764235042387607"
"Viel zu klein","1997","Alleinerziehende","Laendlicher Raum","18","","",""
"Viel zu klein","1997","Paar mit Kind(ern)","Staedtischer Raum","269","0.0295211596989177","0.0253021724751345","0.0337401469227009"
"Viel zu klein","1997","Paar mit Kind(ern)","Laendlicher Raum","121","0.0276843560354933","0.0222994482421547","0.0330692638288318"
"Viel zu klein","1997","Sonstige","Staedtischer Raum","28","","",""
"Viel zu klein","1997","Sonstige","Laendlicher Raum","12","","",""
"Etwas zu klein","1997","1-Pers.- Haushalt","Staedtischer Raum","145","0.141312661023999","0.119458645402157","0.163166676645841"
"Etwas zu klein","1997","1-Pers.- Haushalt","Laendlicher Raum","43","0.103537923434136","0.0740481219541699","0.133027724914103"
"Etwas zu klein","1997","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","300","0.111855055556147","0.0994701518016059","0.124239959310687"
"Etwas zu klein","1997","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","140","0.108011577223269","0.0907768730782085","0.12524628136833"
"Etwas zu klein","1997","Alleinerziehende","Staedtischer Raum","115","0.189001824680713","0.158332524839192","0.219671124522234"
"Etwas zu klein","1997","Alleinerziehende","Laendlicher Raum","49","0.157938877694815","0.119003044499579","0.19687471089005"
"Etwas zu klein","1997","Paar mit Kind(ern)","Staedtischer Raum","1561","0.24798652388816","0.237222483468894","0.258750564307425"
"Etwas zu klein","1997","Paar mit Kind(ern)","Laendlicher Raum","724","0.199256308491057","0.186146081094249","0.212366535887864"
"Etwas zu klein","1997","Sonstige","Staedtischer Raum","170","0.238829312719536","0.206782969721045","0.270875655718028"
"Etwas zu klein","1997","Sonstige","Laendlicher Raum","81","0.244516769523553","0.201584438890078","0.287449100157029"
"Gerade richtig","1997","1-Pers.- Haushalt","Staedtischer Raum","701","0.716225061091352","0.687941443405811","0.744508678776893"
"Gerade richtig","1997","1-Pers.- Haushalt","Laendlicher Raum","296","0.703453199495868","0.659243212348288","0.747663186643448"
"Gerade richtig","1997","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","1904","0.756042328481004","0.739166962577838","0.772917694384171"
"Gerade richtig","1997","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","944","0.740872496705051","0.716543871855152","0.76520112155495"
"Gerade richtig","1997","Alleinerziehende","Staedtischer Raum","433","0.669332710874917","0.632479310374474","0.70618611137536"
"Gerade richtig","1997","Alleinerziehende","Laendlicher Raum","246","0.722852167958389","0.67506474318258","0.770639592734197"
"Gerade richtig","1997","Paar mit Kind(ern)","Staedtischer Raum","4077","0.662593219972464","0.650807696851034","0.674378743093895"
"Gerade richtig","1997","Paar mit Kind(ern)","Laendlicher Raum","2540","0.707597307607919","0.692667947589493","0.722526667626344"
"Gerade richtig","1997","Sonstige","Staedtischer Raum","460","0.658632647836311","0.62299358677589","0.694271708896731"
"Gerade richtig","1997","Sonstige","Laendlicher Raum","265","0.633688804390594","0.585562685503586","0.681814923277603"
"Etwas zu gross","1997","1-Pers.- Haushalt","Staedtischer Raum","97","0.110716337974703","0.0910307135402854","0.130401962409121"
"Etwas zu gross","1997","1-Pers.- Haushalt","Laendlicher Raum","62","0.176279512289801","0.139394747633474","0.213164276946128"
"Etwas zu gross","1997","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","246","0.114591001390616","0.102074869639753","0.12710713314148"
"Etwas zu gross","1997","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","136","0.134081921740356","0.115162294037469","0.153001549443243"
"Etwas zu gross","1997","Alleinerziehende","Staedtischer Raum","41","0.0835670396034222","0.0618885618343936","0.105245517372451"
"Etwas zu gross","1997","Alleinerziehende","Laendlicher Raum","24","","",""
"Etwas zu gross","1997","Paar mit Kind(ern)","Staedtischer Raum","276","0.0598990964404583","0.0539842177987024","0.0658139750822141"
"Etwas zu gross","1997","Paar mit Kind(ern)","Laendlicher Raum","169","0.0639648084528657","0.0559337264213127","0.0719958904844187"
"Etwas zu gross","1997","Sonstige","Staedtischer Raum","22","","",""
"Etwas zu gross","1997","Sonstige","Laendlicher Raum","25","","",""
"Viel zu gross","1997","1-Pers.- Haushalt","Staedtischer Raum","15","","",""
"Viel zu gross","1997","1-Pers.- Haushalt","Laendlicher Raum","5","","",""
"Viel zu gross","1997","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","12","","",""
"Viel zu gross","1997","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","16","","",""
"Viel zu gross","1997","Alleinerziehende","Staedtischer Raum","","","",""
"Viel zu gross","1997","Alleinerziehende","Laendlicher Raum","","","",""
"Viel zu gross","1997","Paar mit Kind(ern)","Staedtischer Raum","","","",""
"Viel zu gross","1997","Paar mit Kind(ern)","Laendlicher Raum","12","","",""
"Viel zu gross","1997","Sonstige","Staedtischer Raum","","","",""
"Viel zu gross","1997","Sonstige","Laendlicher Raum","2","","",""
"Viel zu klein","1998","1-Pers.- Haushalt","Staedtischer Raum","33","0.0235364787045422","0.0149049509391429","0.0321680064699416"
"Viel zu klein","1998","1-Pers.- Haushalt","Laendlicher Raum","6","","",""
"Viel zu klein","1998","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","40","0.0122289585859623","0.00817537972179009","0.0162825374501345"
"Viel zu klein","1998","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","14","","",""
"Viel zu klein","1998","Alleinerziehende","Staedtischer Raum","41","0.0493748099258686","0.0336479613822571","0.0651016584694801"
"Viel zu klein","1998","Alleinerziehende","Laendlicher Raum","7","","",""
"Viel zu klein","1998","Paar mit Kind(ern)","Staedtischer Raum","320","0.0414365536694504","0.036582585584233","0.0462905217546678"
"Viel zu klein","1998","Paar mit Kind(ern)","Laendlicher Raum","106","0.025612750300978","0.0206457910520575","0.0305797095498984"
"Viel zu klein","1998","Sonstige","Staedtischer Raum","28","","",""
"Viel zu klein","1998","Sonstige","Laendlicher Raum","8","","",""
"Etwas zu klein","1998","1-Pers.- Haushalt","Staedtischer Raum","163","0.130623660139828","0.111436807125372","0.149810513154283"
"Etwas zu klein","1998","1-Pers.- Haushalt","Laendlicher Raum","42","0.077334663127095","0.0535369835986504","0.10113234265554"
"Etwas zu klein","1998","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","326","0.110897593297629","0.0993164163197918","0.122478770275466"
"Etwas zu klein","1998","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","122","0.07439006189435","0.0609208931613433","0.0878592306273567"
"Etwas zu klein","1998","Alleinerziehende","Staedtischer Raum","168","0.241423994573388","0.210358798915877","0.272489190230899"
"Etwas zu klein","1998","Alleinerziehende","Laendlicher Raum","74","0.202368542614224","0.160516264864673","0.244220820363774"
"Etwas zu klein","1998","Paar mit Kind(ern)","Staedtischer Raum","1590","0.234178194424085","0.223864084359246","0.244492304488923"
"Etwas zu klein","1998","Paar mit Kind(ern)","Laendlicher Raum","657","0.173697171349461","0.161785774734296","0.185608567964626"
"Etwas zu klein","1998","Sonstige","Staedtischer Raum","137","0.236037073065238","0.203137947391453","0.268936198739024"
"Etwas zu klein","1998","Sonstige","Laendlicher Raum","68","0.204748256464432","0.16241342856408","0.247083084364784"
"Gerade richtig","1998","1-Pers.- Haushalt","Staedtischer Raum","840","0.71452877392455","0.688814163615454","0.740243384233645"
"Gerade richtig","1998","1-Pers.- Haushalt","Laendlicher Raum","351","0.724033012429355","0.684210086972966","0.763855937885744"
"Gerade richtig","1998","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","2132","0.745967703012243","0.729912336471371","0.762023069553116"
"Gerade richtig","1998","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1120","0.746289367704566","0.72395404199629","0.768624693412842"
"Gerade richtig","1998","Alleinerziehende","Staedtischer Raum","436","0.5837563891789","0.547973620535436","0.619539157822363"
"Gerade richtig","1998","Alleinerziehende","Laendlicher Raum","257","0.73833905232453","0.692551878816045","0.784126225833014"
"Gerade richtig","1998","Paar mit Kind(ern)","Staedtischer Raum","4218","0.665168491896757","0.653674426467221","0.676662557326293"
"Gerade richtig","1998","Paar mit Kind(ern)","Laendlicher Raum","2864","0.725196663987592","0.711160915025531","0.739232412949653"
"Gerade richtig","1998","Sonstige","Staedtischer Raum","440","0.659701148875222","0.62299304384275","0.696409253907694"
"Gerade richtig","1998","Sonstige","Laendlicher Raum","233","0.668188260706098","0.618787837245362","0.717588684166834"
"Etwas zu gross","1998","1-Pers.- Haushalt","Staedtischer Raum","131","0.118727113518365","0.100310105597023","0.137144121439706"
"Etwas zu gross","1998","1-Pers.- Haushalt","Laendlicher Raum","78","0.168706845776173","0.135343556188337","0.202070135364009"
"Etwas zu gross","1998","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","304","0.120751223177252","0.108733632697156","0.132768813657349"
"Etwas zu gross","1998","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","186","0.155329996851268","0.136737379495874","0.173922614206663"
"Etwas zu gross","1998","Alleinerziehende","Staedtischer Raum","76","0.104746666277282","0.0825172834495531","0.12697604910501"
"Etwas zu gross","1998","Alleinerziehende","Laendlicher Raum","16","","",""
"Etwas zu gross","1998","Paar mit Kind(ern)","Staedtischer Raum","328","0.0554226550679059","0.04985006499291","0.0609952451429019"
"Etwas zu gross","1998","Paar mit Kind(ern)","Laendlicher Raum","240","0.0682694254882331","0.0603397577470667","0.0761990932293996"
"Etwas zu gross","1998","Sonstige","Staedtischer Raum","26","","",""
"Etwas zu gross","1998","Sonstige","Laendlicher Raum","40","0.104129793126848","0.0720858887346354","0.136173697519061"
"Viel zu gross","1998","1-Pers.- Haushalt","Staedtischer Raum","18","","",""
"Viel zu gross","1998","1-Pers.- Haushalt","Laendlicher Raum","7","","",""
"Viel zu gross","1998","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","22","","",""
"Viel zu gross","1998","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","16","","",""
"Viel zu gross","1998","Alleinerziehende","Staedtischer Raum","8","","",""
"Viel zu gross","1998","Alleinerziehende","Laendlicher Raum","","","",""
"Viel zu gross","1998","Paar mit Kind(ern)","Staedtischer Raum","20","","",""
"Viel zu gross","1998","Paar mit Kind(ern)","Laendlicher Raum","19","","",""
"Viel zu gross","1998","Sonstige","Staedtischer Raum","9","","",""
"Viel zu gross","1998","Sonstige","Laendlicher Raum","","","",""
"Viel zu klein","1999","1-Pers.- Haushalt","Staedtischer Raum","23","","",""
"Viel zu klein","1999","1-Pers.- Haushalt","Laendlicher Raum","3","","",""
"Viel zu klein","1999","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","38","0.00849492449833722","0.00510524217749969","0.0118846068191748"
"Viel zu klein","1999","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","10","","",""
"Viel zu klein","1999","Alleinerziehende","Staedtischer Raum","17","","",""
"Viel zu klein","1999","Alleinerziehende","Laendlicher Raum","8","","",""
"Viel zu klein","1999","Paar mit Kind(ern)","Staedtischer Raum","298","0.0342337109711078","0.0297976590436495","0.0386697628985661"
"Viel zu klein","1999","Paar mit Kind(ern)","Laendlicher Raum","59","0.0113180294677545","0.00792510140620055","0.0147109575293084"
"Viel zu klein","1999","Sonstige","Staedtischer Raum","24","","",""
"Viel zu klein","1999","Sonstige","Laendlicher Raum","","","",""
"Etwas zu klein","1999","1-Pers.- Haushalt","Staedtischer Raum","148","0.130263502300581","0.110818157332897","0.149708847268265"
"Etwas zu klein","1999","1-Pers.- Haushalt","Laendlicher Raum","34","0.0631487362351351","0.0413667244027238","0.0849307480675463"
"Etwas zu klein","1999","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","362","0.120838887942118","0.108800471558838","0.132877304325398"
"Etwas zu klein","1999","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","146","0.0928282070178667","0.0780538449008559","0.107602569134877"
"Etwas zu klein","1999","Alleinerziehende","Staedtischer Raum","145","0.22173307236081","0.191047001289729","0.252419143431891"
"Etwas zu klein","1999","Alleinerziehende","Laendlicher Raum","90","0.237111376076177","0.195993190245454","0.2782295619069"
"Etwas zu klein","1999","Paar mit Kind(ern)","Staedtischer Raum","1462","0.225901534469643","0.215699393874118","0.236103675065167"
"Etwas zu klein","1999","Paar mit Kind(ern)","Laendlicher Raum","708","0.210028383337805","0.196963495888985","0.223093270786626"
"Etwas zu klein","1999","Sonstige","Staedtischer Raum","87","0.180766144165748","0.143652332612911","0.217879955718584"
"Etwas zu klein","1999","Sonstige","Laendlicher Raum","50","0.123879547582734","0.0827113121845142","0.165047782980953"
"Gerade richtig","1999","1-Pers.- Haushalt","Staedtischer Raum","833","0.721286208612635","0.69538360181923","0.747188815406039"
"Gerade richtig","1999","1-Pers.- Haushalt","Laendlicher Raum","367","0.770779939333238","0.73313801239832","0.808421866268157"
"Gerade richtig","1999","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","2132","0.758428392611906","0.742619115872992","0.774237669350821"
"Gerade richtig","1999","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1136","0.759574933357956","0.737817925236783","0.781331941479129"
"Gerade richtig","1999","Alleinerziehende","Staedtischer Raum","491","0.690142257978981","0.655982699588894","0.724301816369069"
"Gerade richtig","1999","Alleinerziehende","Laendlicher Raum","288","0.693786484195919","0.649225756388216","0.738347212003623"
"Gerade richtig","1999","Paar mit Kind(ern)","Staedtischer Raum","4390","0.682515059953334","0.671158382418209","0.693871737488459"
"Gerade richtig","1999","Paar mit Kind(ern)","Laendlicher Raum","2767","0.722757645478723","0.708399872877796","0.737115418079651"
"Gerade richtig","1999","Sonstige","Staedtischer Raum","288","0.694689402289229","0.650273412792975","0.739105391785483"
"Gerade richtig","1999","Sonstige","Laendlicher Raum","162","0.703090258667218","0.645995229232061","0.760185288102376"
"Etwas zu gross","1999","1-Pers.- Haushalt","Staedtischer Raum","134","0.117067689359865","0.0984942360908199","0.13564114262891"
"Etwas zu gross","1999","1-Pers.- Haushalt","Laendlicher Raum","66","0.143854497719629","0.11242656269886","0.175282432740397"
"Etwas zu gross","1999","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","278","0.10743518539815","0.0959978484452878","0.118872522351012"
"Etwas zu gross","1999","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","178","0.137438911781087","0.119909240415514","0.154968583146659"
"Etwas zu gross","1999","Alleinerziehende","Staedtischer Raum","51","0.078261823702894","0.0584218756337541","0.0981017717720339"
"Etwas zu gross","1999","Alleinerziehende","Laendlicher Raum","23","","",""
"Etwas zu gross","1999","Paar mit Kind(ern)","Staedtischer Raum","279","0.0539716116835145","0.0484588605346911","0.0594843628323378"
"Etwas zu gross","1999","Paar mit Kind(ern)","Laendlicher Raum","191","0.0530659988033914","0.0458759976326391","0.0602559999741437"
"Etwas zu gross","1999","Sonstige","Staedtischer Raum","14","","",""
"Etwas zu gross","1999","Sonstige","Laendlicher Raum","34","0.173030193750048","0.125760116602207","0.220300270897888"
"Viel zu gross","1999","1-Pers.- Haushalt","Staedtischer Raum","13","","",""
"Viel zu gross","1999","1-Pers.- Haushalt","Laendlicher Raum","9","","",""
"Viel zu gross","1999","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","6","","",""
"Viel zu gross","1999","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","12","","",""
"Viel zu gross","1999","Alleinerziehende","Staedtischer Raum","","","",""
"Viel zu gross","1999","Alleinerziehende","Laendlicher Raum","2","","",""
"Viel zu gross","1999","Paar mit Kind(ern)","Staedtischer Raum","25","","",""
"Viel zu gross","1999","Paar mit Kind(ern)","Laendlicher Raum","9","","",""
"Viel zu gross","1999","Sonstige","Staedtischer Raum","","","",""
"Viel zu gross","1999","Sonstige","Laendlicher Raum","","","",""
"Viel zu klein","2000","1-Pers.- Haushalt","Staedtischer Raum","41","0.0180972828902777","0.0126002176150377","0.0235943481655177"
"Viel zu klein","2000","1-Pers.- Haushalt","Laendlicher Raum","13","","",""
"Viel zu klein","2000","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","52","0.00948658636224927","0.00685894878181104","0.0121142239426875"
"Viel zu klein","2000","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","14","","",""
"Viel zu klein","2000","Alleinerziehende","Staedtischer Raum","37","0.034516587583238","0.02440873520368","0.044624439962796"
"Viel zu klein","2000","Alleinerziehende","Laendlicher Raum","9","","",""
"Viel zu klein","2000","Paar mit Kind(ern)","Staedtischer Raum","415","0.0351276084421095","0.0316943633880094","0.0385608534962097"
"Viel zu klein","2000","Paar mit Kind(ern)","Laendlicher Raum","105","0.0166388465684308","0.0134993644410842","0.0197783286957775"
"Viel zu klein","2000","Sonstige","Staedtischer Raum","21","","",""
"Viel zu klein","2000","Sonstige","Laendlicher Raum","10","","",""
"Etwas zu klein","2000","1-Pers.- Haushalt","Staedtischer Raum","285","0.128687855867089","0.114879383295686","0.142496328438491"
"Etwas zu klein","2000","1-Pers.- Haushalt","Laendlicher Raum","74","0.0704588765833033","0.0544687205010994","0.0864490326655073"
"Etwas zu klein","2000","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","510","0.101965324504441","0.0937626947785436","0.110167954230339"
"Etwas zu klein","2000","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","184","0.0700515017717415","0.0603338053465482","0.0797691981969348"
"Etwas zu klein","2000","Alleinerziehende","Staedtischer Raum","259","0.203103179955701","0.180827448993886","0.225378910917517"
"Etwas zu klein","2000","Alleinerziehende","Laendlicher Raum","119","0.1950561072734","0.164381313088751","0.225730901458049"
"Etwas zu klein","2000","Paar mit Kind(ern)","Staedtischer Raum","2469","0.230952504080532","0.223093210888735","0.238811797272328"
"Etwas zu klein","2000","Paar mit Kind(ern)","Laendlicher Raum","1094","0.185195342224403","0.175661199172724","0.194729485276082"
