,Unnamed: 0,year,pgisced97,quintil_oecd,pli0082,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
274,274,2003,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.07748,203,20967,0.06798,0.08778
275,275,2003,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.43487,1065,20967,0.41074,0.46498
276,276,2003,Second Stage of Tertiary Education,5th Quintile,Seldom,0.46148,1171,20967,0.43401,0.48985
277,277,2003,Second Stage of Tertiary Education,5th Quintile,Never,0.02617,54,20967,0.02029,0.03208
278,278,2008,Pre-primary Level,1st Quintile,Seldom,1.0,36,18292,0.79673,1.19507
279,279,2008,Pre-primary Level,2nd Quintile,Seldom,1.0,44,18292,0.78867,1.25443
280,280,2008,Pre-primary Level,3rd Quintile,Seldom,1.0,46,18292,0.78883,1.26856
281,281,2008,Pre-primary Level,4th Quintile,Seldom,1.0,46,18292,0.75705,1.31145
282,282,2008,Pre-primary Level,5th Quintile,Seldom,1.0,59,18292,0.77616,1.22676
283,283,2008,Primary Level,1st Quintile,Seldom,0.41616,38,18292,0.315,0.50642
284,284,2008,Primary Level,1st Quintile,Never,0.58384,58,18292,0.46763,0.70847
285,285,2008,Lower Secondary Level,1st Quintile,At least once per month,0.08634,51,18292,0.07417,0.10001
286,286,2008,Lower Secondary Level,1st Quintile,Seldom,0.45501,294,18292,0.41816,0.4953
287,287,2008,Lower Secondary Level,1st Quintile,Never,0.45865,280,18292,0.4265,0.49935
288,288,2008,Lower Secondary Level,2nd Quintile,At least once per month,0.09112,57,18292,0.07389,0.10762
289,289,2008,Lower Secondary Level,2nd Quintile,Seldom,0.53324,286,18292,0.49047,0.57823
290,290,2008,Lower Secondary Level,2nd Quintile,Never,0.37564,172,18292,0.34271,0.4164
291,291,2008,Lower Secondary Level,3rd Quintile,At least once per month,0.12105,47,18292,0.09801,0.14924
292,292,2008,Lower Secondary Level,3rd Quintile,Seldom,0.61355,252,18292,0.55191,0.67529
293,293,2008,Lower Secondary Level,3rd Quintile,Never,0.26541,107,18292,0.23573,0.30106
294,294,2008,Lower Secondary Level,4th Quintile,At least once per month,0.10827,40,18292,0.09054,0.13158
295,295,2008,Lower Secondary Level,4th Quintile,Seldom,0.74158,182,18292,0.65693,0.82497
296,296,2008,Lower Secondary Level,4th Quintile,Never,0.15015,46,18292,0.11995,0.18458
297,297,2008,Lower Secondary Level,5th Quintile,At least once per month,0.30571,36,18292,0.22161,0.3967
298,298,2008,Lower Secondary Level,5th Quintile,Seldom,0.69429,93,18292,0.60031,0.79284
299,299,2008,Upper Secondary Level,1st Quintile,At least once per month,0.10509,176,18292,0.09432,0.11754
300,300,2008,Upper Secondary Level,1st Quintile,Seldom,0.53796,847,18292,0.51257,0.57149
301,301,2008,Upper Secondary Level,1st Quintile,Never,0.35695,562,18292,0.33659,0.37873
302,302,2008,Upper Secondary Level,2nd Quintile,At least once per week,0.03273,53,18292,0.0256,0.03931
303,303,2008,Upper Secondary Level,2nd Quintile,At least once per month,0.14427,297,18292,0.13218,0.15777
304,304,2008,Upper Secondary Level,2nd Quintile,Seldom,0.60951,1229,18292,0.58288,0.63856
305,305,2008,Upper Secondary Level,2nd Quintile,Never,0.21349,383,18292,0.19767,0.23192
306,306,2008,Upper Secondary Level,3rd Quintile,At least once per week,0.01676,39,18292,0.01319,0.01997
307,307,2008,Upper Secondary Level,3rd Quintile,At least once per month,0.1923,395,18292,0.17949,0.20638
308,308,2008,Upper Secondary Level,3rd Quintile,Seldom,0.64275,1347,18292,0.61381,0.66983
309,309,2008,Upper Secondary Level,3rd Quintile,Never,0.14819,292,18292,0.13532,0.16239
310,310,2008,Upper Secondary Level,4th Quintile,At least once per week,0.02203,45,18292,0.01679,0.02688
311,311,2008,Upper Secondary Level,4th Quintile,At least once per month,0.21431,471,18292,0.19749,0.2299
312,312,2008,Upper Secondary Level,4th Quintile,Seldom,0.63386,1340,18292,0.60607,0.66754
313,313,2008,Upper Secondary Level,4th Quintile,Never,0.1298,261,18292,0.11582,0.14401
314,314,2008,Upper Secondary Level,5th Quintile,At least once per week,0.03409,60,18292,0.02783,0.04237
315,315,2008,Upper Secondary Level,5th Quintile,At least once per month,0.2741,525,18292,0.25349,0.29736
316,316,2008,Upper Secondary Level,5th Quintile,Seldom,0.6203,1189,18292,0.58947,0.65421
317,317,2008,Upper Secondary Level,5th Quintile,Never,0.07151,130,18292,0.06142,0.08201
318,318,2008,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.67137,81,18292,0.54894,0.81765
319,319,2008,Post-secondary Non-tertiary Level,1st Quintile,Never,0.32863,32,18292,0.24525,0.40774
320,320,2008,Post-secondary Non-tertiary Level,2nd Quintile,At least once per month,0.26538,35,18292,0.1808,0.36671
321,321,2008,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.73462,107,18292,0.64327,0.84021
322,322,2008,Post-secondary Non-tertiary Level,3rd Quintile,At least once per month,0.17732,33,18292,0.12913,0.21935
323,323,2008,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.82268,145,18292,0.70657,0.92985
324,324,2008,Post-secondary Non-tertiary Level,4th Quintile,At least once per month,0.30162,63,18292,0.25854,0.34337
325,325,2008,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.69838,177,18292,0.61514,0.7849
326,326,2008,Post-secondary Non-tertiary Level,5th Quintile,At least once per month,0.32011,81,18292,0.26445,0.38433
327,327,2008,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.67989,209,18292,0.58362,0.77743
328,328,2008,First Stage of Tertiary Education,1st Quintile,Seldom,0.59993,76,18292,0.47756,0.71691
329,329,2008,First Stage of Tertiary Education,1st Quintile,Never,0.40007,38,18292,0.32655,0.4774
330,330,2008,First Stage of Tertiary Education,2nd Quintile,Seldom,0.78123,140,18292,0.67672,0.89813
331,331,2008,First Stage of Tertiary Education,2nd Quintile,Never,0.21877,31,18292,0.16358,0.29368
332,332,2008,First Stage of Tertiary Education,3rd Quintile,At least once per month,0.24994,71,18292,0.19496,0.31103
333,333,2008,First Stage of Tertiary Education,3rd Quintile,Seldom,0.60262,193,18292,0.53387,0.68582
334,334,2008,First Stage of Tertiary Education,3rd Quintile,Never,0.14743,35,18292,0.11245,0.18647
335,335,2008,First Stage of Tertiary Education,4th Quintile,At least once per month,0.23763,70,18292,0.18863,0.29571
336,336,2008,First Stage of Tertiary Education,4th Quintile,Seldom,0.76237,248,18292,0.67386,0.85996
337,337,2008,First Stage of Tertiary Education,5th Quintile,At least once per month,0.31553,128,18292,0.27051,0.36178
338,338,2008,First Stage of Tertiary Education,5th Quintile,Seldom,0.68447,256,18292,0.57823,0.76745
339,339,2008,Second Stage of Tertiary Education,1st Quintile,At least once per month,0.2364,54,18292,0.17868,0.29159
340,340,2008,Second Stage of Tertiary Education,1st Quintile,Seldom,0.53108,113,18292,0.45522,0.61774
341,341,2008,Second Stage of Tertiary Education,1st Quintile,Never,0.23252,35,18292,0.19124,0.28924
342,342,2008,Second Stage of Tertiary Education,2nd Quintile,At least once per month,0.24237,86,18292,0.19655,0.28847
343,343,2008,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.62004,198,18292,0.5406,0.68632
344,344,2008,Second Stage of Tertiary Education,2nd Quintile,Never,0.13758,39,18292,0.09863,0.17733
345,345,2008,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.06855,37,18292,0.05011,0.08852
346,346,2008,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.25056,166,18292,0.21757,0.28696
347,347,2008,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.59342,347,18292,0.53505,0.65679
348,348,2008,Second Stage of Tertiary Education,3rd Quintile,Never,0.08747,48,18292,0.07207,0.10392
349,349,2008,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.269,220,18292,0.23889,0.29283
350,350,2008,Second Stage of Tertiary Education,4th Quintile,Seldom,0.66764,486,18292,0.60766,0.72901
351,351,2008,Second Stage of Tertiary Education,4th Quintile,Never,0.06335,43,18292,0.05077,0.07725
352,352,2008,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.05416,120,18292,0.04404,0.06328
353,353,2008,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.37786,871,18292,0.35176,0.40864
354,354,2008,Second Stage of Tertiary Education,5th Quintile,Seldom,0.54474,1219,18292,0.50871,0.59011
355,355,2008,Second Stage of Tertiary Education,5th Quintile,Never,0.02324,50,18292,0.01798,0.02958
356,356,2013,Pre-primary Level,1st Quintile,Seldom,1.0,63,24256,0.80026,1.1882
357,357,2013,Pre-primary Level,2nd Quintile,Seldom,1.0,57,24256,0.75407,1.23091
358,358,2013,Pre-primary Level,3rd Quintile,At least once per month,0.30298,35,24256,0.2121,0.39433
359,359,2013,Pre-primary Level,3rd Quintile,Seldom,0.69702,49,24256,0.42596,1.04896
360,360,2013,Pre-primary Level,4th Quintile,Seldom,1.0,51,24256,0.78114,1.22765
361,361,2013,Pre-primary Level,5th Quintile,Seldom,1.0,42,24256,0.59451,1.46359
362,362,2013,Primary Level,1st Quintile,Seldom,0.40708,82,24256,0.3187,0.5138
363,363,2013,Primary Level,1st Quintile,Never,0.59292,97,24256,0.46283,0.74221
364,364,2013,Primary Level,2nd Quintile,Never,1.0,32,24256,0.71846,1.31954
365,365,2013,Lower Secondary Level,1st Quintile,At least once per week,0.03479,39,24256,0.01982,0.05177
366,366,2013,Lower Secondary Level,1st Quintile,At least once per month,0.08132,124,24256,0.06796,0.10098
367,367,2013,Lower Secondary Level,1st Quintile,Seldom,0.44528,485,24256,0.40161,0.49601
368,368,2013,Lower Secondary Level,1st Quintile,Never,0.4386,390,24256,0.39773,0.49467
369,369,2013,Lower Secondary Level,2nd Quintile,At least once per month,0.13441,108,24256,0.10802,0.15978
370,370,2013,Lower Secondary Level,2nd Quintile,Seldom,0.53095,364,24256,0.47707,0.58836
371,371,2013,Lower Secondary Level,2nd Quintile,Never,0.33464,193,24256,0.289,0.37617
372,372,2013,Lower Secondary Level,3rd Quintile,At least once per month,0.17924,84,24256,0.14827,0.21612
373,373,2013,Lower Secondary Level,3rd Quintile,Seldom,0.62203,254,24256,0.55585,0.69532
374,374,2013,Lower Secondary Level,3rd Quintile,Never,0.19873,82,24256,0.17224,0.22848
375,375,2013,Lower Secondary Level,4th Quintile,At least once per month,0.23079,58,24256,0.18517,0.2848
376,376,2013,Lower Secondary Level,4th Quintile,Seldom,0.54643,159,24256,0.46434,0.63607
377,377,2013,Lower Secondary Level,4th Quintile,Never,0.22277,48,24256,0.17921,0.26661
378,378,2013,Lower Secondary Level,5th Quintile,At least once per month,0.32257,32,24256,0.23099,0.41852
379,379,2013,Lower Secondary Level,5th Quintile,Seldom,0.67743,87,24256,0.57141,0.78844
380,380,2013,Upper Secondary Level,1st Quintile,At least once per week,0.02725,91,24256,0.02074,0.03416
381,381,2013,Upper Secondary Level,1st Quintile,At least once per month,0.15242,440,24256,0.13493,0.16986
382,382,2013,Upper Secondary Level,1st Quintile,Seldom,0.5378,1481,24256,0.50956,0.56496
383,383,2013,Upper Secondary Level,1st Quintile,Never,0.28253,706,24256,0.25981,0.3019
384,384,2013,Upper Secondary Level,2nd Quintile,At least once per week,0.02741,97,24256,0.02226,0.03277
385,385,2013,Upper Secondary Level,2nd Quintile,At least once per month,0.20641,648,24256,0.18482,0.22705
386,386,2013,Upper Secondary Level,2nd Quintile,Seldom,0.568,1714,24256,0.53801,0.60253
387,387,2013,Upper Secondary Level,2nd Quintile,Never,0.19819,488,24256,0.1801,0.21645
388,388,2013,Upper Secondary Level,3rd Quintile,At least once per week,0.03223,94,24256,0.0257,0.0394
389,389,2013,Upper Secondary Level,3rd Quintile,At least once per month,0.22453,655,24256,0.20606,0.24525
390,390,2013,Upper Secondary Level,3rd Quintile,Seldom,0.60817,1616,24256,0.5812,0.63637
391,391,2013,Upper Secondary Level,3rd Quintile,Never,0.13507,300,24256,0.12406,0.14978
392,392,2013,Upper Secondary Level,4th Quintile,At least once per week,0.02827,88,24256,0.02263,0.03491
393,393,2013,Upper Secondary Level,4th Quintile,At least once per month,0.2734,657,24256,0.25496,0.29301
394,394,2013,Upper Secondary Level,4th Quintile,Seldom,0.60614,1365,24256,0.57747,0.6333
395,395,2013,Upper Secondary Level,4th Quintile,Never,0.09218,181,24256,0.0824,0.10244
396,396,2013,Upper Secondary Level,5th Quintile,At least once per week,0.03259,65,24256,0.02623,0.04069
397,397,2013,Upper Secondary Level,5th Quintile,At least once per month,0.31699,588,24256,0.2916,0.34231
398,398,2013,Upper Secondary Level,5th Quintile,Seldom,0.59994,986,24256,0.5686,0.63483
399,399,2013,Upper Secondary Level,5th Quintile,Never,0.05048,89,24256,0.04145,0.05834
400,400,2013,Post-secondary Non-tertiary Level,1st Quintile,At least once per month,0.12913,62,24256,0.08265,0.18187
401,401,2013,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.65785,166,24256,0.52023,0.79377
402,402,2013,Post-secondary Non-tertiary Level,1st Quintile,Never,0.21302,55,24256,0.15406,0.28268
403,403,2013,Post-secondary Non-tertiary Level,2nd Quintile,At least once per month,0.31201,109,24256,0.23794,0.39981
404,404,2013,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.68799,209,24256,0.57263,0.79206
405,405,2013,Post-secondary Non-tertiary Level,3rd Quintile,At least once per month,0.32322,119,24256,0.25122,0.41301
406,406,2013,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.67678,203,24256,0.57528,0.78345
407,407,2013,Post-secondary Non-tertiary Level,4th Quintile,At least once per month,0.3388,125,24256,0.26315,0.41987
408,408,2013,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.6612,209,24256,0.57988,0.76744
409,409,2013,Post-secondary Non-tertiary Level,5th Quintile,At least once per month,0.43022,145,24256,0.35343,0.51704
410,410,2013,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.56978,199,24256,0.48253,0.6584
411,411,2013,First Stage of Tertiary Education,1st Quintile,At least once per month,0.16953,32,24256,0.12735,0.22053
412,412,2013,First Stage of Tertiary Education,1st Quintile,Seldom,0.56804,84,24256,0.43551,0.70092
413,413,2013,First Stage of Tertiary Education,1st Quintile,Never,0.26243,34,24256,0.18741,0.3712
414,414,2013,First Stage of Tertiary Education,2nd Quintile,At least once per month,0.32208,83,24256,0.2467,0.42677
415,415,2013,First Stage of Tertiary Education,2nd Quintile,Seldom,0.67792,165,24256,0.55833,0.79519
416,416,2013,First Stage of Tertiary Education,3rd Quintile,At least once per month,0.31335,113,24256,0.26464,0.35808
417,417,2013,First Stage of Tertiary Education,3rd Quintile,Seldom,0.68665,224,24256,0.57566,0.7835
418,418,2013,First Stage of Tertiary Education,4th Quintile,At least once per month,0.34372,127,24256,0.28645,0.43692
419,419,2013,First Stage of Tertiary Education,4th Quintile,Seldom,0.65628,253,24256,0.56742,0.76576
420,420,2013,First Stage of Tertiary Education,5th Quintile,At least once per month,0.35223,151,24256,0.30168,0.423
421,421,2013,First Stage of Tertiary Education,5th Quintile,Seldom,0.64777,232,24256,0.55583,0.74809
422,422,2013,Second Stage of Tertiary Education,1st Quintile,At least once per month,0.33968,112,24256,0.26115,0.40635
423,423,2013,Second Stage of Tertiary Education,1st Quintile,Seldom,0.54077,212,24256,0.45911,0.63622
424,424,2013,Second Stage of Tertiary Education,1st Quintile,Never,0.11955,48,24256,0.0761,0.16922
425,425,2013,Second Stage of Tertiary Education,2nd Quintile,At least once per week,0.03931,38,24256,0.0221,0.06112
426,426,2013,Second Stage of Tertiary Education,2nd Quintile,At least once per month,0.28791,194,24256,0.23627,0.33572
427,427,2013,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.56757,306,24256,0.49071,0.65487
428,428,2013,Second Stage of Tertiary Education,2nd Quintile,Never,0.10521,64,24256,0.0834,0.13731
429,429,2013,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.07244,64,24256,0.05226,0.09593
430,430,2013,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.3186,295,24256,0.27791,0.36213
431,431,2013,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.54657,454,24256,0.49875,0.60826
432,432,2013,Second Stage of Tertiary Education,3rd Quintile,Never,0.06239,42,24256,0.04987,0.07938
433,433,2013,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.07729,117,24256,0.06295,0.09555
434,434,2013,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.42639,556,24256,0.38498,0.46909
435,435,2013,Second Stage of Tertiary Education,4th Quintile,Seldom,0.46622,618,24256,0.42777,0.50835
436,436,2013,Second Stage of Tertiary Education,4th Quintile,Never,0.03009,46,24256,0.02367,0.03686
437,437,2013,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.05716,166,24256,0.04865,0.06619
438,438,2013,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.46148,1231,24256,0.43323,0.49009
439,439,2013,Second Stage of Tertiary Education,5th Quintile,Seldom,0.4535,1170,24256,0.42776,0.48394
440,440,2013,Second Stage of Tertiary Education,5th Quintile,Never,0.02787,60,24256,0.02184,0.03416
441,441,2017,Primary Level,1st Quintile,At least once per week,0.06002,38,1311,0.03886,0.08584
442,442,2017,Primary Level,1st Quintile,At least once per month,0.15322,82,1311,0.11953,0.19049
443,443,2017,Primary Level,1st Quintile,Seldom,0.30264,169,1311,0.24733,0.35869
444,444,2017,Primary Level,1st Quintile,Never,0.48412,212,1311,0.41279,0.56549
445,445,2017,Lower Secondary Level,1st Quintile,At least once per month,0.27946,58,1311,0.21206,0.35512
446,446,2017,Lower Secondary Level,1st Quintile,Seldom,0.40802,112,1311,0.31683,0.50598
447,447,2017,Lower Secondary Level,1st Quintile,Never,0.31253,89,1311,0.24542,0.3905
448,448,2017,Upper Secondary Level,1st Quintile,At least once per month,0.2824,48,1311,0.21103,0.35754
449,449,2017,Upper Secondary Level,1st Quintile,Seldom,0.35758,97,1311,0.28973,0.43909
450,450,2017,Upper Secondary Level,1st Quintile,Never,0.36002,89,1311,0.26459,0.45534
451,451,2017,Second Stage of Tertiary Education,1st Quintile,At least once per week,0.12239,32,1311,0.08739,0.15993
452,452,2017,Second Stage of Tertiary Education,1st Quintile,At least once per month,0.2259,67,1311,0.17914,0.26642
453,453,2017,Second Stage of Tertiary Education,1st Quintile,Seldom,0.34426,129,1311,0.28187,0.41464
454,454,2017,Second Stage of Tertiary Education,1st Quintile,Never,0.30744,89,1311,0.25057,0.36906
455,455,2018,Primary Level,1st Quintile,At least once per week,0.14967,135,2149,0.11757,0.18309
456,456,2018,Primary Level,1st Quintile,At least once per month,0.24913,203,2149,0.21008,0.29148
457,457,2018,Primary Level,1st Quintile,Seldom,0.32935,294,2149,0.28143,0.37512
458,458,2018,Primary Level,1st Quintile,Never,0.27185,187,2149,0.22679,0.32505
459,459,2018,Lower Secondary Level,1st Quintile,At least once per week,0.19394,80,2149,0.14232,0.25349
460,460,2018,Lower Secondary Level,1st Quintile,At least once per month,0.30424,142,2149,0.2479,0.36464
461,461,2018,Lower Secondary Level,1st Quintile,Seldom,0.32286,182,2149,0.26067,0.38808
462,462,2018,Lower Secondary Level,1st Quintile,Never,0.17896,89,2149,0.13398,0.22063
463,463,2018,Upper Secondary Level,1st Quintile,At least once per week,0.15256,63,2149,0.10689,0.20477
464,464,2018,Upper Secondary Level,1st Quintile,At least once per month,0.26078,102,2149,0.2076,0.32258
465,465,2018,Upper Secondary Level,1st Quintile,Seldom,0.39524,176,2149,0.33283,0.47033
466,466,2018,Upper Secondary Level,1st Quintile,Never,0.19142,76,2149,0.14472,0.23448
467,467,2018,Second Stage of Tertiary Education,1st Quintile,At least once per week,0.15643,77,2149,0.11806,0.19243
468,468,2018,Second Stage of Tertiary Education,1st Quintile,At least once per month,0.28533,124,2149,0.22783,0.33529
469,469,2018,Second Stage of Tertiary Education,1st Quintile,Seldom,0.34838,146,2149,0.28597,0.41387
470,470,2018,Second Stage of Tertiary Education,1st Quintile,Never,0.20986,73,2149,0.16451,0.24964
471,471,2019,Pre-primary Level,1st Quintile,Seldom,1.0,58,23933,0.61611,1.41269
472,472,2019,Pre-primary Level,2nd Quintile,Seldom,1.0,40,23933,0.6081,1.48498
473,473,2019,Primary Level,1st Quintile,At least once per week,0.04545,137,23933,0.02469,0.08269
474,474,2019,Primary Level,1st Quintile,At least once per month,0.11712,345,23933,0.07894,0.15928
475,475,2019,Primary Level,1st Quintile,Seldom,0.49584,450,23933,0.39653,0.60394
476,476,2019,Primary Level,1st Quintile,Never,0.34159,269,23933,0.25548,0.42863
477,477,2019,Primary Level,2nd Quintile,Seldom,0.62739,52,23933,0.39737,0.86281
478,478,2019,Primary Level,2nd Quintile,Never,0.37261,32,23933,0.16903,0.648
479,479,2019,Lower Secondary Level,1st Quintile,At least once per week,0.04062,113,23933,0.02597,0.0586
480,480,2019,Lower Secondary Level,1st Quintile,At least once per month,0.16595,319,23933,0.13435,0.20058
481,481,2019,Lower Secondary Level,1st Quintile,Seldom,0.44275,620,23933,0.3893,0.4945
482,482,2019,Lower Secondary Level,1st Quintile,Never,0.35068,375,23933,0.30276,0.40261
483,483,2019,Lower Secondary Level,2nd Quintile,At least once per month,0.18941,134,23933,0.15242,0.23006
484,484,2019,Lower Secondary Level,2nd Quintile,Seldom,0.53698,378,23933,0.46598,0.611
485,485,2019,Lower Secondary Level,2nd Quintile,Never,0.27361,143,23933,0.22881,0.32341
486,486,2019,Lower Secondary Level,3rd Quintile,At least once per month,0.26487,88,23933,0.19627,0.35372
487,487,2019,Lower Secondary Level,3rd Quintile,Seldom,0.54197,196,23933,0.46742,0.61544
488,488,2019,Lower Secondary Level,3rd Quintile,Never,0.19316,69,23933,0.1491,0.23772
489,489,2019,Lower Secondary Level,4th Quintile,At least once per month,0.27434,64,23933,0.20985,0.32789
490,490,2019,Lower Secondary Level,4th Quintile,Seldom,0.72566,153,23933,0.62921,0.87627
491,491,2019,Lower Secondary Level,5th Quintile,At least once per month,0.41524,37,23933,0.25171,0.61499
492,492,2019,Lower Secondary Level,5th Quintile,Seldom,0.58476,63,23933,0.43939,0.72156
493,493,2019,Upper Secondary Level,1st Quintile,At least once per week,0.04413,149,23933,0.03121,0.05989
494,494,2019,Upper Secondary Level,1st Quintile,At least once per month,0.20974,550,23933,0.1848,0.2321
495,495,2019,Upper Secondary Level,1st Quintile,Seldom,0.49422,1193,23933,0.4575,0.53071
496,496,2019,Upper Secondary Level,1st Quintile,Never,0.25192,558,23933,0.22539,0.27433
497,497,2019,Upper Secondary Level,2nd Quintile,At least once per week,0.03966,132,23933,0.03342,0.04757
498,498,2019,Upper Secondary Level,2nd Quintile,At least once per month,0.25106,685,23933,0.23248,0.27215
499,499,2019,Upper Secondary Level,2nd Quintile,Seldom,0.56318,1447,23933,0.53108,0.59743
500,500,2019,Upper Secondary Level,2nd Quintile,Never,0.1461,319,23933,0.1295,0.16144
501,501,2019,Upper Secondary Level,3rd Quintile,At least once per week,0.04357,113,23933,0.03549,0.05114
502,502,2019,Upper Secondary Level,3rd Quintile,At least once per month,0.26611,662,23933,0.2425,0.29274
503,503,2019,Upper Secondary Level,3rd Quintile,Seldom,0.57589,1277,23933,0.54057,0.61221
504,504,2019,Upper Secondary Level,3rd Quintile,Never,0.11444,192,23933,0.09922,0.13147
505,505,2019,Upper Secondary Level,4th Quintile,At least once per week,0.03998,79,23933,0.03283,0.04703
506,506,2019,Upper Secondary Level,4th Quintile,At least once per month,0.3156,652,23933,0.28908,0.33929
507,507,2019,Upper Secondary Level,4th Quintile,Seldom,0.56383,1054,23933,0.52623,0.59477
508,508,2019,Upper Secondary Level,4th Quintile,Never,0.08058,132,23933,0.06731,0.09524
509,509,2019,Upper Secondary Level,5th Quintile,At least once per week,0.04799,73,23933,0.03865,0.05559
510,510,2019,Upper Secondary Level,5th Quintile,At least once per month,0.38782,580,23933,0.34968,0.42077
511,511,2019,Upper Secondary Level,5th Quintile,Seldom,0.51547,731,23933,0.48166,0.56273
512,512,2019,Upper Secondary Level,5th Quintile,Never,0.04872,64,23933,0.03573,0.0622
513,513,2019,Post-secondary Non-tertiary Level,1st Quintile,At least once per month,0.23036,85,23933,0.16438,0.30189
514,514,2019,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.58042,192,23933,0.45415,0.72628
515,515,2019,Post-secondary Non-tertiary Level,1st Quintile,Never,0.18922,64,23933,0.12831,0.25038
516,516,2019,Post-secondary Non-tertiary Level,2nd Quintile,At least once per month,0.30407,132,23933,0.24304,0.37804
517,517,2019,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.59215,240,23933,0.52379,0.67944
518,518,2019,Post-secondary Non-tertiary Level,2nd Quintile,Never,0.10378,35,23933,0.05764,0.16348
519,519,2019,Post-secondary Non-tertiary Level,3rd Quintile,At least once per month,0.39452,162,23933,0.32041,0.46395
520,520,2019,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.60548,243,23933,0.49697,0.71797
521,521,2019,Post-secondary Non-tertiary Level,4th Quintile,At least once per month,0.38318,131,23933,0.31046,0.458
522,522,2019,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.61682,209,23933,0.52151,0.73067
523,523,2019,Post-secondary Non-tertiary Level,5th Quintile,At least once per month,0.41366,158,23933,0.34263,0.48887
524,524,2019,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.58634,161,23933,0.50255,0.66052
525,525,2019,First Stage of Tertiary Education,1st Quintile,Seldom,1.0,44,23933,0.75079,1.26259
526,526,2019,First Stage of Tertiary Education,2nd Quintile,At least once per month,0.32063,81,23933,0.26436,0.38533
527,527,2019,First Stage of Tertiary Education,2nd Quintile,Seldom,0.67937,128,23933,0.52427,0.87213
528,528,2019,First Stage of Tertiary Education,3rd Quintile,At least once per month,0.45105,101,23933,0.34298,0.56663
529,529,2019,First Stage of Tertiary Education,3rd Quintile,Seldom,0.54895,161,23933,0.45849,0.63405
530,530,2019,First Stage of Tertiary Education,4th Quintile,At least once per month,0.34704,124,23933,0.29846,0.40879
531,531,2019,First Stage of Tertiary Education,4th Quintile,Seldom,0.65296,180,23933,0.55841,0.7444
532,532,2019,First Stage of Tertiary Education,5th Quintile,At least once per month,0.41016,155,23933,0.3345,0.48976
533,533,2019,First Stage of Tertiary Education,5th Quintile,Seldom,0.58984,192,23933,0.50739,0.67773
534,534,2019,Second Stage of Tertiary Education,1st Quintile,At least once per week,0.04756,100,23933,0.03008,0.06648
535,535,2019,Second Stage of Tertiary Education,1st Quintile,At least once per month,0.34703,313,23933,0.28456,0.41459
536,536,2019,Second Stage of Tertiary Education,1st Quintile,Seldom,0.45527,391,23933,0.38707,0.53807
537,537,2019,Second Stage of Tertiary Education,1st Quintile,Never,0.15014,127,23933,0.10666,0.1983
538,538,2019,Second Stage of Tertiary Education,2nd Quintile,At least once per week,0.05084,47,23933,0.03616,0.06993
539,539,2019,Second Stage of Tertiary Education,2nd Quintile,At least once per month,0.41182,264,23933,0.32783,0.50587
540,540,2019,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.48083,305,23933,0.40759,0.55192
541,541,2019,Second Stage of Tertiary Education,2nd Quintile,Never,0.05651,48,23933,0.04283,0.07132
542,542,2019,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.08774,63,23933,0.06434,0.11583
543,543,2019,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.4636,448,23933,0.41652,0.51533
544,544,2019,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.44866,425,23933,0.40271,0.49156
545,545,2019,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.0741,82,23933,0.05071,0.09476
546,546,2019,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.45269,590,23933,0.40696,0.49975
