year,bula_h,regtyp,pli0082,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,Mecklenburg-Western Pomerania,Rural regions,At least once per month,0.17166,92,408,0.13502,0.20829
2008,Mecklenburg-Western Pomerania,Rural regions,Seldom,0.45912,230,408,0.41071,0.50754
2008,Mecklenburg-Western Pomerania,Rural regions,Never,0.21441,86,408,0.17454,0.25428
2008,Saxony,Urban regions,At least once per week,0.03702,36,725,0.02326,0.05077
2008,Saxony,Urban regions,At least once per month,0.19540,159,725,0.16652,0.22429
2008,Saxony,Urban regions,Seldom,0.50186,423,725,0.46544,0.53829
2008,Saxony,Urban regions,Never,0.13515,107,725,0.11024,0.16005
2008,Saxony,Rural regions,At least once per month,0.16511,140,679,0.13716,0.19305
2008,Saxony,Rural regions,Seldom,0.50148,423,679,0.46384,0.53912
2008,Saxony,Rural regions,Never,0.17243,116,679,0.14399,0.20086
2008,Saxony-Anhalt,Urban regions,At least once per month,0.21652,40,144,0.14901,0.28403
2008,Saxony-Anhalt,Urban regions,Seldom,0.53967,104,144,0.45798,0.62137
2008,Saxony-Anhalt,Rural regions,At least once per month,0.17453,122,634,0.14496,0.20410
2008,Saxony-Anhalt,Rural regions,Seldom,0.50095,389,634,0.46199,0.53990
2008,Saxony-Anhalt,Rural regions,Never,0.18108,123,634,0.15108,0.21108
2008,Thuringa,Urban regions,At least once per month,0.13765,51,257,0.09545,0.17986
2008,Thuringa,Urban regions,Seldom,0.62422,174,257,0.56489,0.68355
2008,Thuringa,Urban regions,Never,0.10308,32,257,0.06584,0.14033
2008,Thuringa,Rural regions,At least once per month,0.13036,99,600,0.10340,0.15733
2008,Thuringa,Rural regions,Seldom,0.56027,392,600,0.52052,0.60002
2008,Thuringa,Rural regions,Never,0.16804,109,600,0.13810,0.19799
2013,Schleswig-Holstein,Urban regions,At least once per month,0.20155,67,219,0.14830,0.25481
2013,Schleswig-Holstein,Urban regions,Seldom,0.46901,152,219,0.40276,0.53525
2013,Schleswig-Holstein,Rural regions,At least once per week,0.03259,34,649,0.01892,0.04626
2013,Schleswig-Holstein,Rural regions,At least once per month,0.23034,200,649,0.19792,0.26276
2013,Schleswig-Holstein,Rural regions,Seldom,0.41138,337,649,0.37349,0.44927
2013,Schleswig-Holstein,Rural regions,Never,0.09273,78,649,0.07040,0.11506
2013,Hamburg,Urban regions,At least once per month,0.23265,150,385,0.19039,0.27491
2013,Hamburg,Urban regions,Seldom,0.40084,185,385,0.35182,0.44986
2013,Hamburg,Urban regions,Never,0.10668,50,385,0.07581,0.13756
2013,Lower Saxony,Urban regions,At least once per week,0.03045,41,1012,0.01986,0.04104
2013,Lower Saxony,Urban regions,At least once per month,0.22019,310,1012,0.19464,0.24573
2013,Lower Saxony,Urban regions,Seldom,0.41072,543,1012,0.38039,0.44104
2013,Lower Saxony,Urban regions,Never,0.09731,118,1012,0.07904,0.11558
2013,Lower Saxony,Rural regions,At least once per week,0.02994,49,1430,0.02111,0.03878
2013,Lower Saxony,Rural regions,At least once per month,0.19076,382,1430,0.17039,0.21113
2013,Lower Saxony,Rural regions,Seldom,0.44365,837,1430,0.41790,0.46941
2013,Lower Saxony,Rural regions,Never,0.10430,162,1430,0.08845,0.12015
2013,Bremen,Urban regions,At least once per month,0.22163,56,152,0.15538,0.28788
2013,Bremen,Urban regions,Seldom,0.41173,96,152,0.33323,0.49023
2013,North Rhine-Westphalia,Urban regions,At least once per week,0.02711,197,4966,0.02259,0.03162
2013,North Rhine-Westphalia,Urban regions,At least once per month,0.18958,1346,4966,0.17867,0.20048
2013,North Rhine-Westphalia,Urban regions,Seldom,0.40534,2765,4966,0.39169,0.41900
2013,North Rhine-Westphalia,Urban regions,Never,0.11130,658,4966,0.10255,0.12004
2013,North Rhine-Westphalia,Rural regions,Seldom,0.54475,84,84,0.43761,0.65189
2013,Hesse,Urban regions,At least once per week,0.01647,50,1386,0.00977,0.02318
2013,Hesse,Urban regions,At least once per month,0.18194,387,1386,0.16162,0.20226
2013,Hesse,Urban regions,Seldom,0.40795,764,1386,0.38207,0.43384
2013,Hesse,Urban regions,Never,0.11139,185,1386,0.09482,0.12796
2013,Hesse,Rural regions,At least once per month,0.17961,93,338,0.13863,0.22060
2013,Hesse,Rural regions,Seldom,0.47148,207,338,0.41818,0.52478
2013,Hesse,Rural regions,Never,0.09325,38,338,0.06220,0.12430
2013,"Rhineland-Palatinate, Saarland",Urban regions,At least once per week,0.02812,47,1045,0.01809,0.03815
2013,"Rhineland-Palatinate, Saarland",Urban regions,At least once per month,0.16698,244,1045,0.14436,0.18961
2013,"Rhineland-Palatinate, Saarland",Urban regions,Seldom,0.42190,583,1045,0.39194,0.45186
2013,"Rhineland-Palatinate, Saarland",Urban regions,Never,0.12092,171,1045,0.10114,0.14070
2013,"Rhineland-Palatinate, Saarland",Rural regions,At least once per month,0.19451,93,339,0.15231,0.23671
2013,"Rhineland-Palatinate, Saarland",Rural regions,Seldom,0.42687,194,339,0.37414,0.47961
2013,"Rhineland-Palatinate, Saarland",Rural regions,Never,0.13514,52,339,0.09869,0.17158
2013,Baden-Wuerttemberg,Urban regions,At least once per week,0.03178,141,2661,0.02511,0.03844
2013,Baden-Wuerttemberg,Urban regions,At least once per month,0.20291,831,2661,0.18763,0.21820
2013,Baden-Wuerttemberg,Urban regions,Seldom,0.39985,1395,2661,0.38123,0.41847
2013,Baden-Wuerttemberg,Urban regions,Never,0.09025,294,2661,0.07936,0.10114
2013,Baden-Wuerttemberg,Rural regions,At least once per month,0.25442,115,318,0.20647,0.30237
2013,Baden-Wuerttemberg,Rural regions,Seldom,0.40008,172,318,0.34615,0.45401
2013,Baden-Wuerttemberg,Rural regions,Never,0.05592,31,318,0.03063,0.08122
2013,Bavaria,Urban regions,At least once per week,0.03043,93,1762,0.02241,0.03845
2013,Bavaria,Urban regions,At least once per month,0.24816,605,1762,0.22799,0.26834
2013,Bavaria,Urban regions,Seldom,0.37410,898,1762,0.35150,0.39670
2013,Bavaria,Urban regions,Never,0.09080,166,1762,0.07738,0.10422
2013,Bavaria,Rural regions,At least once per week,0.03393,115,2243,0.02643,0.04142
2013,Bavaria,Rural regions,At least once per month,0.19826,615,2243,0.18176,0.21477
2013,Bavaria,Rural regions,Seldom,0.40350,1228,2243,0.38320,0.42381
2013,Bavaria,Rural regions,Never,0.12749,285,2243,0.11368,0.14129
2013,Berlin,Urban regions,At least once per week,0.02708,53,982,0.01692,0.03724
2013,Berlin,Urban regions,At least once per month,0.19576,282,982,0.17093,0.22059
2013,Berlin,Urban regions,Seldom,0.45000,520,982,0.41887,0.48113
2013,Berlin,Urban regions,Never,0.09884,127,982,0.08017,0.11752
2013,Brandenburg,Urban regions,Seldom,0.41116,43,43,0.26235,0.55997
2013,Brandenburg,Rural regions,At least once per month,0.16554,200,899,0.14124,0.18985
2013,Brandenburg,Rural regions,Seldom,0.49597,547,899,0.46327,0.52867
2013,Brandenburg,Rural regions,Never,0.13827,152,899,0.11569,0.16084
2013,Mecklenburg-Western Pomerania,Rural regions,At least once per week,0.05346,36,527,0.03424,0.07269
2013,Mecklenburg-Western Pomerania,Rural regions,At least once per month,0.25129,157,527,0.21422,0.28836
2013,Mecklenburg-Western Pomerania,Rural regions,Seldom,0.42733,244,527,0.38505,0.46960
2013,Mecklenburg-Western Pomerania,Rural regions,Never,0.12607,90,527,0.09770,0.15444
2013,Saxony,Urban regions,At least once per week,0.03810,51,863,0.02532,0.05088
2013,Saxony,Urban regions,At least once per month,0.23649,246,863,0.20813,0.26486
2013,Saxony,Urban regions,Seldom,0.45466,454,863,0.42142,0.48790
2013,Saxony,Urban regions,Never,0.12036,112,863,0.09863,0.14208
2013,Saxony,Rural regions,At least once per week,0.04627,40,839,0.03205,0.06050
2013,Saxony,Rural regions,At least once per month,0.18497,210,839,0.15868,0.21126
2013,Saxony,Rural regions,Seldom,0.47929,464,839,0.44547,0.51312
2013,Saxony,Rural regions,Never,0.13295,125,839,0.10996,0.15593
2013,Saxony-Anhalt,Urban regions,At least once per month,0.25989,56,167,0.19317,0.32661
2013,Saxony-Anhalt,Urban regions,Seldom,0.41464,111,167,0.33969,0.48958
2013,Saxony-Anhalt,Rural regions,At least once per month,0.23739,201,736,0.20663,0.26815
2013,Saxony-Anhalt,Rural regions,Seldom,0.43797,404,736,0.40210,0.47384
2013,Saxony-Anhalt,Rural regions,Never,0.15261,131,736,0.12661,0.17861
2013,Thuringa,Urban regions,At least once per month,0.18532,73,279,0.13965,0.23100
2013,Thuringa,Urban regions,Seldom,0.50374,170,279,0.44497,0.56252
2013,Thuringa,Urban regions,Never,0.08907,36,279,0.05559,0.12256
2013,Thuringa,Rural regions,At least once per month,0.16723,149,678,0.13912,0.19535
2013,Thuringa,Rural regions,Seldom,0.52408,419,678,0.48646,0.56170
2013,Thuringa,Rural regions,Never,0.15990,110,678,0.13229,0.18751
2017,Schleswig-Holstein,Urban regions,At least once per month,0.00318,34,137,-0.00628,0.01263
2017,Schleswig-Holstein,Urban regions,Seldom,0.00648,64,137,-0.00701,0.01996
2017,Schleswig-Holstein,Urban regions,Never,0.00447,39,137,-0.00674,0.01569
2017,Schleswig-Holstein,Rural regions,Never,0.00237,39,39,-0.01309,0.01783
2017,Lower Saxony,Urban regions,At least once per week,0.00103,42,215,-0.00327,0.00533
2017,Lower Saxony,Urban regions,At least once per month,0.00114,51,215,-0.00338,0.00567
2017,Lower Saxony,Urban regions,Seldom,0.00217,87,215,-0.00406,0.00840
2017,Lower Saxony,Urban regions,Never,0.00122,35,215,-0.00346,0.00589
2017,Lower Saxony,Rural regions,At least once per month,0.00136,48,266,-0.00308,0.00580
2017,Lower Saxony,Rural regions,Seldom,0.00229,97,266,-0.00346,0.00803
2017,Lower Saxony,Rural regions,Never,0.00344,121,266,-0.00361,0.01049
2017,North Rhine-Westphalia,Urban regions,At least once per week,0.00062,75,910,-0.00100,0.00224
2017,North Rhine-Westphalia,Urban regions,At least once per month,0.00142,153,910,-0.00103,0.00387
2017,North Rhine-Westphalia,Urban regions,Seldom,0.00186,271,910,-0.00094,0.00466
2017,North Rhine-Westphalia,Urban regions,Never,0.00313,411,910,-0.00050,0.00676
2017,Hesse,Urban regions,At least once per month,0.00081,37,265,-0.00262,0.00425
2017,Hesse,Urban regions,Seldom,0.00136,88,265,-0.00309,0.00581
2017,Hesse,Urban regions,Never,0.00219,140,265,-0.00345,0.00783
2017,Hesse,Rural regions,Never,0.00318,44,44,-0.01364,0.01999
2017,"Rhineland-Palatinate, Saarland",Urban regions,At least once per month,0.00133,42,188,-0.00390,0.00657
2017,"Rhineland-Palatinate, Saarland",Urban regions,Seldom,0.00229,70,188,-0.00456,0.00914
2017,"Rhineland-Palatinate, Saarland",Urban regions,Never,0.00245,76,188,-0.00464,0.00954
2017,Baden-Wuerttemberg,Urban regions,At least once per week,0.00034,40,395,-0.00147,0.00215
2017,Baden-Wuerttemberg,Urban regions,At least once per month,0.00104,79,395,-0.00214,0.00422
2017,Baden-Wuerttemberg,Urban regions,Seldom,0.00109,137,395,-0.00217,0.00434
2017,Baden-Wuerttemberg,Urban regions,Never,0.00147,139,395,-0.00231,0.00526
2017,Baden-Wuerttemberg,Rural regions,Seldom,0.00293,38,38,-0.01448,0.02033
2017,Bavaria,Urban regions,Seldom,0.00096,45,94,-0.00533,0.00725
2017,Bavaria,Urban regions,Never,0.00076,49,94,-0.00483,0.00634
2017,Bavaria,Rural regions,At least once per month,0.00087,51,264,-0.00270,0.00445
2017,Bavaria,Rural regions,Seldom,0.00167,114,264,-0.00326,0.00660
2017,Bavaria,Rural regions,Never,0.00151,99,264,-0.00318,0.00620
2017,Berlin,Urban regions,Seldom,0.00135,35,70,-0.00731,0.01002
2017,Berlin,Urban regions,Never,0.00130,35,70,-0.00721,0.00981
2017,Brandenburg,Rural regions,Seldom,0.00146,37,91,-0.00643,0.00936
2017,Brandenburg,Rural regions,Never,0.00275,54,91,-0.00807,0.01358
2017,Saxony,Urban regions,Seldom,0.00240,47,101,-0.00719,0.01200
2017,Saxony,Urban regions,Never,0.00290,54,101,-0.00764,0.01345
2017,Saxony-Anhalt,Rural regions,Seldom,0.00219,33,33,-0.01401,0.01839
2018,Schleswig-Holstein,Urban regions,Seldom,0.00435,40,40,-0.01630,0.02500
2018,Lower Saxony,Urban regions,At least once per month,0.00215,58,152,-0.00524,0.00955
2018,Lower Saxony,Urban regions,Seldom,0.00273,94,152,-0.00559,0.01106
2018,Lower Saxony,Rural regions,At least once per month,0.00173,56,158,-0.00477,0.00824
2018,Lower Saxony,Rural regions,Seldom,0.00308,102,158,-0.00559,0.01175
2018,North Rhine-Westphalia,Urban regions,At least once per week,0.00123,106,710,-0.00135,0.00382
2018,North Rhine-Westphalia,Urban regions,At least once per month,0.00169,217,710,-0.00133,0.00471
2018,North Rhine-Westphalia,Urban regions,Seldom,0.00183,217,710,-0.00132,0.00498
2018,North Rhine-Westphalia,Urban regions,Never,0.00161,170,710,-0.00134,0.00455
2018,Hesse,Urban regions,At least once per week,0.00056,37,282,-0.00220,0.00332
2018,Hesse,Urban regions,At least once per month,0.00100,64,282,-0.00269,0.00469
2018,Hesse,Urban regions,Seldom,0.00223,118,282,-0.00328,0.00774
2018,Hesse,Urban regions,Never,0.00150,63,282,-0.00303,0.00603
2018,"Rhineland-Palatinate, Saarland",Urban regions,At least once per month,0.00162,35,144,-0.00497,0.00820
2018,"Rhineland-Palatinate, Saarland",Urban regions,Seldom,0.00285,64,144,-0.00589,0.01159
2018,"Rhineland-Palatinate, Saarland",Urban regions,Never,0.00234,45,144,-0.00558,0.01026
2018,Baden-Wuerttemberg,Urban regions,At least once per week,0.00082,85,300,-0.00243,0.00408
2018,Baden-Wuerttemberg,Urban regions,At least once per month,0.00133,85,300,-0.00280,0.00545
2018,Baden-Wuerttemberg,Urban regions,Seldom,0.00147,93,300,-0.00287,0.00582
2018,Baden-Wuerttemberg,Urban regions,Never,0.00042,37,300,-0.00190,0.00274
2018,Bavaria,Urban regions,Seldom,0.00083,34,34,-0.00898,0.01064
2018,Bavaria,Rural regions,At least once per week,0.00080,44,220,-0.00294,0.00453
2018,Bavaria,Rural regions,At least once per month,0.00114,50,220,-0.00333,0.00562
2018,Bavaria,Rural regions,Seldom,0.00138,82,220,-0.00354,0.00629
2018,Bavaria,Rural regions,Never,0.00100,44,220,-0.00319,0.00519
2018,Berlin,Urban regions,At least once per week,0.00152,33,75,-0.00736,0.01040
2018,Berlin,Urban regions,Seldom,0.00201,42,75,-0.00819,0.01220
2018,Saxony,Urban regions,Seldom,0.00152,33,33,-0.01198,0.01502
2019,Schleswig-Holstein,Urban regions,At least once per week,0.05769,38,464,0.03645,0.07893
2019,Schleswig-Holstein,Urban regions,At least once per month,0.27394,140,464,0.23331,0.31456
2019,Schleswig-Holstein,Urban regions,Seldom,0.40713,230,464,0.36237,0.45188
2019,Schleswig-Holstein,Urban regions,Never,0.05790,56,464,0.03663,0.07918
2019,Schleswig-Holstein,Rural regions,At least once per week,0.03454,31,642,0.02040,0.04868
2019,Schleswig-Holstein,Rural regions,At least once per month,0.25125,208,642,0.21767,0.28482
2019,Schleswig-Holstein,Rural regions,Seldom,0.43173,331,642,0.39339,0.47008
2019,Schleswig-Holstein,Rural regions,Never,0.09701,72,642,0.07410,0.11992
2019,Hamburg,Urban regions,At least once per month,0.23024,176,536,0.19456,0.26591
2019,Hamburg,Urban regions,Seldom,0.45508,285,536,0.41288,0.49728
2019,Hamburg,Urban regions,Never,0.11181,75,536,0.08511,0.13852
2019,Lower Saxony,Urban regions,At least once per week,0.03620,63,1185,0.02556,0.04683
2019,Lower Saxony,Urban regions,At least once per month,0.31712,504,1185,0.29061,0.34362
2019,Lower Saxony,Urban regions,Seldom,0.39972,510,1185,0.37181,0.42762
2019,Lower Saxony,Urban regions,Never,0.07838,108,1185,0.06307,0.09369
2019,Lower Saxony,Rural regions,At least once per week,0.04590,86,1622,0.03571,0.05609
2019,Lower Saxony,Rural regions,At least once per month,0.22196,561,1622,0.20173,0.24219
2019,Lower Saxony,Rural regions,Seldom,0.49224,832,1622,0.46790,0.51657
2019,Lower Saxony,Rural regions,Never,0.07906,143,1622,0.06592,0.09219
2019,Bremen,Urban regions,At least once per month,0.25956,99,231,0.20290,0.31622
2019,Bremen,Urban regions,Seldom,0.49856,132,231,0.43394,0.56318
2019,North Rhine-Westphalia,Urban regions,Daily,0.00127,42,5942,0.00036,0.00217
2019,North Rhine-Westphalia,Urban regions,At least once per week,0.03381,363,5942,0.02921,0.03841
2019,North Rhine-Westphalia,Urban regions,At least once per month,0.25396,1846,5942,0.24289,0.26503
2019,North Rhine-Westphalia,Urban regions,Seldom,0.44630,2993,5942,0.43366,0.45895
2019,North Rhine-Westphalia,Urban regions,Never,0.11060,698,5942,0.10262,0.11857
2019,North Rhine-Westphalia,Rural regions,At least once per month,0.16495,35,99,0.09147,0.23843
2019,North Rhine-Westphalia,Rural regions,Seldom,0.55113,64,99,0.45265,0.64960
2019,Hesse,Urban regions,At least once per week,0.04192,107,1546,0.03193,0.05191
2019,Hesse,Urban regions,At least once per month,0.28468,600,1546,0.26218,0.30719
2019,Hesse,Urban regions,Seldom,0.42553,710,1546,0.40087,0.45018
2019,Hesse,Urban regions,Never,0.07971,129,1546,0.06621,0.09322
2019,Hesse,Rural regions,At least once per week,0.05091,39,340,0.02751,0.07431
2019,Hesse,Rural regions,At least once per month,0.29021,138,340,0.24190,0.33852
2019,Hesse,Rural regions,Seldom,0.39189,163,340,0.33992,0.44386
2019,"Rhineland-Palatinate, Saarland",Urban regions,At least once per week,0.02875,58,1229,0.01941,0.03810
2019,"Rhineland-Palatinate, Saarland",Urban regions,At least once per month,0.24813,372,1229,0.22397,0.27229
2019,"Rhineland-Palatinate, Saarland",Urban regions,Seldom,0.42871,613,1229,0.40103,0.45639
2019,"Rhineland-Palatinate, Saarland",Urban regions,Never,0.13717,186,1229,0.11793,0.15641
2019,"Rhineland-Palatinate, Saarland",Rural regions,At least once per month,0.18704,101,361,0.14676,0.22733
2019,"Rhineland-Palatinate, Saarland",Rural regions,Seldom,0.44061,195,361,0.38932,0.49189
2019,"Rhineland-Palatinate, Saarland",Rural regions,Never,0.17160,65,361,0.13265,0.21055
2019,Baden-Wuerttemberg,Urban regions,At least once per week,0.03601,231,2761,0.02906,0.04296
2019,Baden-Wuerttemberg,Urban regions,At least once per month,0.28281,1024,2761,0.26601,0.29961
2019,Baden-Wuerttemberg,Urban regions,Seldom,0.41067,1285,2761,0.39232,0.42902
2019,Baden-Wuerttemberg,Urban regions,Never,0.08583,221,2761,0.07538,0.09628
2019,Baden-Wuerttemberg,Rural regions,At least once per month,0.27940,116,300,0.22854,0.33026
2019,Baden-Wuerttemberg,Rural regions,Seldom,0.44870,143,300,0.39233,0.50508
2019,Baden-Wuerttemberg,Rural regions,Never,0.10374,41,300,0.06918,0.13831
2019,Bavaria,Urban regions,At least once per week,0.06048,136,1866,0.04966,0.07130
2019,Bavaria,Urban regions,At least once per month,0.29621,743,1866,0.27549,0.31693
2019,Bavaria,Urban regions,Seldom,0.37613,843,1866,0.35414,0.39811
2019,Bavaria,Urban regions,Never,0.08225,144,1866,0.06978,0.09472
2019,Bavaria,Rural regions,At least once per week,0.04684,161,2324,0.03825,0.05544
2019,Bavaria,Rural regions,At least once per month,0.27975,805,2324,0.26150,0.29801
2019,Bavaria,Rural regions,Seldom,0.41510,1115,2324,0.39507,0.43514
2019,Bavaria,Rural regions,Never,0.10096,243,2324,0.08871,0.11321
2019,Berlin,Urban regions,At least once per week,0.05513,91,1052,0.04133,0.06893
2019,Berlin,Urban regions,At least once per month,0.27616,352,1052,0.24913,0.30319
2019,Berlin,Urban regions,Seldom,0.43154,508,1052,0.40160,0.46148
2019,Berlin,Urban regions,Never,0.08810,101,1052,0.07096,0.10523
2019,Brandenburg,Urban regions,At least once per month,0.35713,44,95,0.26027,0.45400
2019,Brandenburg,Urban regions,Seldom,0.45137,51,95,0.35077,0.55197
2019,Brandenburg,Rural regions,At least once per week,0.01458,32,1076,0.00742,0.02175
2019,Brandenburg,Rural regions,At least once per month,0.21329,312,1076,0.18880,0.23777
2019,Brandenburg,Rural regions,Seldom,0.47249,586,1076,0.44264,0.50233
2019,Brandenburg,Rural regions,Never,0.10700,146,1076,0.08852,0.12548
2019,Mecklenburg-Western Pomerania,Urban regions,At least once per month,0.26571,34,81,0.16892,0.36251
2019,Mecklenburg-Western Pomerania,Urban regions,Seldom,0.38128,47,81,0.27484,0.48771
2019,Mecklenburg-Western Pomerania,Rural regions,At least once per week,0.04393,33,536,0.02657,0.06130
2019,Mecklenburg-Western Pomerania,Rural regions,At least once per month,0.23368,177,536,0.19782,0.26954
2019,Mecklenburg-Western Pomerania,Rural regions,Seldom,0.45814,256,536,0.41592,0.50036
2019,Mecklenburg-Western Pomerania,Rural regions,Never,0.09469,70,536,0.06988,0.11950
2019,Saxony,Urban regions,At least once per week,0.02587,44,933,0.01568,0.03606
2019,Saxony,Urban regions,At least once per month,0.28205,334,933,0.25316,0.31094
2019,Saxony,Urban regions,Seldom,0.47248,469,933,0.44043,0.50453
2019,Saxony,Urban regions,Never,0.08909,86,933,0.07080,0.10738
2019,Saxony,Rural regions,At least once per week,0.05938,46,770,0.04267,0.07608
2019,Saxony,Rural regions,At least once per month,0.28120,294,770,0.24942,0.31298
2019,Saxony,Rural regions,Seldom,0.38937,358,770,0.35490,0.42383
2019,Saxony,Rural regions,Never,0.10817,72,770,0.08622,0.13012
2019,Saxony-Anhalt,Urban regions,At least once per month,0.25281,83,191,0.19101,0.31461
2019,Saxony-Anhalt,Urban regions,Seldom,0.41618,108,191,0.34609,0.48627
2019,Saxony-Anhalt,Rural regions,At least once per week,0.02922,39,724,0.01694,0.04150
2019,Saxony-Anhalt,Rural regions,At least once per month,0.22864,216,724,0.19803,0.25926
2019,Saxony-Anhalt,Rural regions,Seldom,0.44606,369,724,0.40983,0.48230
2019,Saxony-Anhalt,Rural regions,Never,0.14815,100,724,0.12226,0.17405
2019,Thuringa,Urban regions,At least once per month,0.33062,132,277,0.27512,0.38612
2019,Thuringa,Urban regions,Seldom,0.39717,145,277,0.33944,0.45490
2019,Thuringa,Rural regions,At least once per week,0.03818,45,661,0.02356,0.05280
2019,Thuringa,Rural regions,At least once per month,0.19244,187,661,0.16236,0.22251
2019,Thuringa,Rural regions,Seldom,0.46379,345,661,0.42574,0.50184
2019,Thuringa,Rural regions,Never,0.15464,84,661,0.12705,0.18222
