"beruf","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"Sonstige Nichterwerbspersonen","1992","66 und älter","maennlich","","","",""
"Sonstige Nichterwerbspersonen","1992","66 und älter","weiblich","","","",""
"Beamte","1992","16-34 Jahre alt","maennlich","96","0.0408053417778899","0.0330424290873984","0.0485682544683814"
"Beamte","1992","16-34 Jahre alt","weiblich","37","0.0223663860836842","0.0165710688170016","0.0281617033503668"
"Beamte","1992","35-65 Jahre alt","maennlich","200","0.078911721559681","0.0698958834004164","0.0879275597189456"
"Beamte","1992","35-65 Jahre alt","weiblich","53","0.0234451084081644","0.0184091399757179","0.0284810768406109"
"Beamte","1992","66 und älter","maennlich","","","",""
"Beamte","1992","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1993","16-34 Jahre alt","maennlich","473","0.157069123017422","0.142707849765009","0.171430396269836"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1993","16-34 Jahre alt","weiblich","532","0.20540549993883","0.189398500941856","0.221412498935804"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1993","35-65 Jahre alt","maennlich","690","0.158126413704958","0.145793238844351","0.170459588565565"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1993","35-65 Jahre alt","weiblich","891","0.239797738383922","0.225418773842229","0.254176702925615"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1993","66 und älter","maennlich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1993","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1993","16-34 Jahre alt","maennlich","932","0.407212580346142","0.387821069953553","0.426604090738732"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1993","16-34 Jahre alt","weiblich","594","0.274227451496847","0.256551335662559","0.291903567331136"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1993","35-65 Jahre alt","maennlich","1359","0.403270771483375","0.386688796148081","0.419852746818669"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1993","35-65 Jahre alt","weiblich","766","0.221888077422436","0.207894507854556","0.235881646990316"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1993","66 und älter","maennlich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1993","66 und älter","weiblich","","","",""
"Selbstständige/ManagerInnen","1993","16-34 Jahre alt","maennlich","119","0.0486721926434729","0.0401792712156434","0.0571651140713024"
"Selbstständige/ManagerInnen","1993","16-34 Jahre alt","weiblich","67","0.0288573263082206","0.0222244687537221","0.0354901838627191"
"Selbstständige/ManagerInnen","1993","35-65 Jahre alt","maennlich","358","0.121665395025356","0.110615382544979","0.132715407505733"
"Selbstständige/ManagerInnen","1993","35-65 Jahre alt","weiblich","155","0.0527709072956127","0.0452414220363921","0.0603003925548334"
"Selbstständige/ManagerInnen","1993","66 und älter","maennlich","","","",""
"Selbstständige/ManagerInnen","1993","66 und älter","weiblich","","","",""
"In Ausbildung","1993","16-34 Jahre alt","maennlich","601","0.249359046765867","0.232283278718123","0.26643481481361"
"In Ausbildung","1993","16-34 Jahre alt","weiblich","529","0.211262228043485","0.195088566381034","0.227435889705936"
"In Ausbildung","1993","35-65 Jahre alt","maennlich","","","",""
"In Ausbildung","1993","35-65 Jahre alt","weiblich","31","0.00701166499972922","0.00420155613323086","0.00982177386622758"
"In Ausbildung","1993","66 und älter","maennlich","","","",""
"In Ausbildung","1993","66 und älter","weiblich","","","",""
"In Rente oder Pension","1993","16-34 Jahre alt","maennlich","","","",""
"In Rente oder Pension","1993","16-34 Jahre alt","weiblich","","","",""
"In Rente oder Pension","1993","35-65 Jahre alt","maennlich","429","0.140774447641587","0.129018307773427","0.152530587509746"
"In Rente oder Pension","1993","35-65 Jahre alt","weiblich","460","0.146290694878816","0.134389135940227","0.158192253817404"
"In Rente oder Pension","1993","66 und älter","maennlich","543","0.971973267166052","0.958315488908639","0.985631045423465"
"In Rente oder Pension","1993","66 und älter","weiblich","900","0.964330687402911","0.952468202888702","0.97619317191712"
"Arbeitslose","1993","16-34 Jahre alt","maennlich","155","0.0548557362071638","0.0458688005912011","0.0638426718231265"
"Arbeitslose","1993","16-34 Jahre alt","weiblich","213","0.0797253903259015","0.0689932052500192","0.0904575754017837"
"Arbeitslose","1993","35-65 Jahre alt","maennlich","257","0.0746541480690216","0.0657697450789924","0.0835385510590508"
"Arbeitslose","1993","35-65 Jahre alt","weiblich","289","0.0628593946433256","0.0546855200980525","0.0710332691885988"
"Arbeitslose","1993","66 und älter","maennlich","","","",""
"Arbeitslose","1993","66 und älter","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1993","16-34 Jahre alt","maennlich","92","0.0406626295958523","0.0328672913135231","0.0484579678781814"
"Sonstige Nichterwerbspersonen","1993","16-34 Jahre alt","weiblich","465","0.176093158850256","0.161001346281595","0.191184971418917"
"Sonstige Nichterwerbspersonen","1993","35-65 Jahre alt","maennlich","39","0.00923629778822069","0.00600272051778961","0.0124698750586518"
"Sonstige Nichterwerbspersonen","1993","35-65 Jahre alt","weiblich","737","0.24335149999907","0.228900277284644","0.257802722713497"
"Sonstige Nichterwerbspersonen","1993","66 und älter","maennlich","","","",""
"Sonstige Nichterwerbspersonen","1993","66 und älter","weiblich","","","",""
"Beamte","1993","16-34 Jahre alt","maennlich","90","0.0409862835838288","0.0331613036130262","0.0488112635546315"
"Beamte","1993","16-34 Jahre alt","weiblich","43","0.022276119800532","0.0164287711432982","0.0281234684577657"
"Beamte","1993","35-65 Jahre alt","maennlich","220","0.0897565430688367","0.0800946755520702","0.0994184105856032"
"Beamte","1993","35-65 Jahre alt","weiblich","58","0.0260300223770888","0.0206677292787382","0.0313923154754393"
"Beamte","1993","66 und älter","maennlich","","","",""
"Beamte","1993","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","16-34 Jahre alt","maennlich","413","0.147480594208325","0.133232051576263","0.161729136840387"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","16-34 Jahre alt","weiblich","470","0.175700722376409","0.160585037082522","0.190816407670296"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","35-65 Jahre alt","maennlich","594","0.145248611924722","0.13319946481409","0.157297759035353"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","35-65 Jahre alt","weiblich","820","0.225695280615527","0.211464670613025","0.239925890618029"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","66 und älter","maennlich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","16-34 Jahre alt","maennlich","925","0.412318694497814","0.392538146414419","0.432099242581209"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","16-34 Jahre alt","weiblich","615","0.288074132139214","0.270086743177264","0.306061521101163"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","35-65 Jahre alt","maennlich","1351","0.404316903354053","0.387534699525424","0.421099107182682"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","35-65 Jahre alt","weiblich","787","0.227627711628715","0.213354154007045","0.241901269250384"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","66 und älter","maennlich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","66 und älter","weiblich","","","",""
"Selbstständige/ManagerInnen","1994","16-34 Jahre alt","maennlich","121","0.0501556119893701","0.0413848592546616","0.0589263647240786"
"Selbstständige/ManagerInnen","1994","16-34 Jahre alt","weiblich","64","0.0312478061698568","0.0243372225921935","0.0381583897475201"
"Selbstständige/ManagerInnen","1994","35-65 Jahre alt","maennlich","361","0.119130481653709","0.108052831540736","0.130208131766683"
"Selbstständige/ManagerInnen","1994","35-65 Jahre alt","weiblich","143","0.0472240347869387","0.0400032688699458","0.0544448007039315"
"Selbstständige/ManagerInnen","1994","66 und älter","maennlich","","","",""
"Selbstständige/ManagerInnen","1994","66 und älter","weiblich","","","",""
"In Ausbildung","1994","16-34 Jahre alt","maennlich","528","0.226947175633341","0.210115868430237","0.243778482836446"
"In Ausbildung","1994","16-34 Jahre alt","weiblich","518","0.200523539500051","0.184620353817742","0.21642672518236"
"In Ausbildung","1994","35-65 Jahre alt","maennlich","","","",""
"In Ausbildung","1994","35-65 Jahre alt","weiblich","","","",""
"In Ausbildung","1994","66 und älter","maennlich","","","",""
"In Ausbildung","1994","66 und älter","weiblich","","","",""
"In Rente oder Pension","1994","16-34 Jahre alt","maennlich","","","",""
"In Rente oder Pension","1994","16-34 Jahre alt","weiblich","","","",""
"In Rente oder Pension","1994","35-65 Jahre alt","maennlich","411","0.137511614415025","0.125734830074186","0.149288398755863"
"In Rente oder Pension","1994","35-65 Jahre alt","weiblich","442","0.145426543702135","0.133425946319696","0.157427141084575"
"In Rente oder Pension","1994","66 und älter","maennlich","552","0.967901606087225","0.953444302748067","0.982358909426384"
"In Rente oder Pension","1994","66 und älter","weiblich","907","0.961121917387021","0.948829764648976","0.973414070125066"
"Arbeitslose","1994","16-34 Jahre alt","maennlich","197","0.0706858503065853","0.0603867713361987","0.080984929276972"
"Arbeitslose","1994","16-34 Jahre alt","weiblich","222","0.0837708168479779","0.07276690649411","0.0947747272018457"
"Arbeitslose","1994","35-65 Jahre alt","maennlich","291","0.0871419030788853","0.0774970512477238","0.0967867549100468"
"Arbeitslose","1994","35-65 Jahre alt","weiblich","325","0.0783901771471144","0.0692403962373012","0.0875399580569275"
"Arbeitslose","1994","66 und älter","maennlich","","","",""
"Arbeitslose","1994","66 und älter","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1994","16-34 Jahre alt","maennlich","94","0.0421212310510487","0.0340496860676608","0.0501927760344365"
"Sonstige Nichterwerbspersonen","1994","16-34 Jahre alt","weiblich","485","0.186112125747868","0.170653594359356","0.201570657136379"
"Sonstige Nichterwerbspersonen","1994","35-65 Jahre alt","maennlich","46","0.0132063141751909","0.00930254260036828","0.0171100857500136"
"Sonstige Nichterwerbspersonen","1994","35-65 Jahre alt","weiblich","714","0.242056508013079","0.227475648664311","0.256637367361846"
"Sonstige Nichterwerbspersonen","1994","66 und älter","maennlich","","","",""
"Sonstige Nichterwerbspersonen","1994","66 und älter","weiblich","32","0.0271112008941056","0.0167837707121762","0.037438631076035"
"Beamte","1994","16-34 Jahre alt","maennlich","97","0.0485797779037642","0.0399407510999798","0.0572188047075486"
"Beamte","1994","16-34 Jahre alt","weiblich","52","0.0303649028314027","0.0235495441095856","0.0371802615532198"
"Beamte","1994","35-65 Jahre alt","maennlich","218","0.0890673942952254","0.0793268572750333","0.0988079313154174"
"Beamte","1994","35-65 Jahre alt","weiblich","62","0.0285422858791372","0.0228738576636867","0.0342107140945877"
"Beamte","1994","66 und älter","maennlich","","","",""
"Beamte","1994","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1995","16-34 Jahre alt","maennlich","481","0.174167675665484","0.159138000940546","0.189197350390422"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1995","16-34 Jahre alt","weiblich","494","0.174322521835698","0.159477537978774","0.189167505692621"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1995","35-65 Jahre alt","maennlich","660","0.156670662993101","0.144443642318122","0.16889768366808"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1995","35-65 Jahre alt","weiblich","842","0.2074347004141","0.193908652276173","0.220960748552027"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1995","66 und älter","maennlich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1995","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1995","16-34 Jahre alt","maennlich","931","0.388645719413876","0.369328558936895","0.407962879890857"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1995","16-34 Jahre alt","weiblich","631","0.287872835607416","0.270156378405356","0.305589292809476"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1995","35-65 Jahre alt","maennlich","1384","0.406937739885552","0.390412707083856","0.423462772687249"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1995","35-65 Jahre alt","weiblich","838","0.236580973208549","0.222403981206364","0.250757965210734"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1995","66 und älter","maennlich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1995","66 und älter","weiblich","","","",""
"Selbstständige/ManagerInnen","1995","16-34 Jahre alt","maennlich","117","0.0477743652565038","0.039321824725987","0.0562269057870205"
"Selbstständige/ManagerInnen","1995","16-34 Jahre alt","weiblich","55","0.0240191091754431","0.018028143026187","0.0300100753246992"
"Selbstständige/ManagerInnen","1995","35-65 Jahre alt","maennlich","355","0.112374671471911","0.101750935654949","0.122998407288873"
"Selbstständige/ManagerInnen","1995","35-65 Jahre alt","weiblich","162","0.0512383992412407","0.0438832917561617","0.0585935067263196"
"Selbstständige/ManagerInnen","1995","66 und älter","maennlich","","","",""
"Selbstständige/ManagerInnen","1995","66 und älter","weiblich","","","",""
"In Ausbildung","1995","16-34 Jahre alt","maennlich","589","0.247075406082704","0.229982718085143","0.264168094080264"
"In Ausbildung","1995","16-34 Jahre alt","weiblich","543","0.210473979995172","0.194523263691828","0.226424696298516"
"In Ausbildung","1995","35-65 Jahre alt","maennlich","","","",""
"In Ausbildung","1995","35-65 Jahre alt","weiblich","","","",""
"In Ausbildung","1995","66 und älter","maennlich","","","",""
"In Ausbildung","1995","66 und älter","weiblich","","","",""
"In Rente oder Pension","1995","16-34 Jahre alt","maennlich","","","",""
"In Rente oder Pension","1995","16-34 Jahre alt","weiblich","","","",""
"In Rente oder Pension","1995","35-65 Jahre alt","maennlich","414","0.133778276021815","0.122327483787659","0.145229068255971"
"In Rente oder Pension","1995","35-65 Jahre alt","weiblich","452","0.151856651570811","0.139884719679013","0.163828583462609"
"In Rente oder Pension","1995","66 und älter","maennlich","566","0.954087390157301","0.937227788635182","0.970946991679419"
"In Rente oder Pension","1995","66 und älter","weiblich","914","0.956723127088791","0.943864884139766","0.969581370037817"
"Arbeitslose","1995","16-34 Jahre alt","maennlich","163","0.061849674623754","0.0523036007464142","0.0713957485010938"
"Arbeitslose","1995","16-34 Jahre alt","weiblich","199","0.0781923939999885","0.0676872947713327","0.0886974932286443"
"Arbeitslose","1995","35-65 Jahre alt","maennlich","294","0.0846251119712096","0.0752629246386874","0.0939872993037318"
"Arbeitslose","1995","35-65 Jahre alt","weiblich","345","0.0838786262325239","0.0746313280932451","0.0931259243718027"
"Arbeitslose","1995","66 und älter","maennlich","","","",""
"Arbeitslose","1995","66 und älter","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1995","16-34 Jahre alt","maennlich","76","0.0374866496852542","0.0299589625703444","0.045014336800164"
"Sonstige Nichterwerbspersonen","1995","16-34 Jahre alt","weiblich","526","0.19148309179841","0.17608710502696","0.20687907856986"
"Sonstige Nichterwerbspersonen","1995","35-65 Jahre alt","maennlich","53","0.0146444318434222","0.0106036914154011","0.0186851722714432"
"Sonstige Nichterwerbspersonen","1995","35-65 Jahre alt","weiblich","721","0.233863232654208","0.219742838353037","0.24798362695538"
"Sonstige Nichterwerbspersonen","1995","66 und älter","maennlich","","","",""
"Sonstige Nichterwerbspersonen","1995","66 und älter","weiblich","35","0.0283073285259497","0.0178270105069962","0.0387876465449031"
"Beamte","1995","16-34 Jahre alt","maennlich","85","0.0416769016578546","0.033756931316014","0.0495968719996951"
"Beamte","1995","16-34 Jahre alt","weiblich","54","0.0300755213613361","0.0233924930229177","0.0367585496997544"
"Beamte","1995","35-65 Jahre alt","maennlich","217","0.0853294677163623","0.0759320168473716","0.0947269185853529"
"Beamte","1995","35-65 Jahre alt","weiblich","73","0.0293692242220391","0.0237369218286659","0.0350015266154123"
"Beamte","1995","66 und älter","maennlich","","","",""
"Beamte","1995","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","16-34 Jahre alt","maennlich","413","0.159619964845238","0.144821434205492","0.174418495484985"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","16-34 Jahre alt","weiblich","459","0.174673316383746","0.15954583475289","0.189800798014601"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","35-65 Jahre alt","maennlich","580","0.142074017829967","0.13023918455231","0.153908851107624"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","35-65 Jahre alt","weiblich","819","0.211977960394137","0.198262140679963","0.225693780108311"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","66 und älter","maennlich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","16-34 Jahre alt","maennlich","916","0.401413613521706","0.381607621775531","0.421219605267881"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","16-34 Jahre alt","weiblich","602","0.275578402702003","0.257776816891993","0.293379988512012"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","35-65 Jahre alt","maennlich","1409","0.417492000735216","0.400775132130341","0.434208869340091"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","35-65 Jahre alt","weiblich","868","0.246199968145808","0.231742930788404","0.260657005503213"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","66 und älter","maennlich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","66 und älter","weiblich","","","",""
"Selbstständige/ManagerInnen","1996","16-34 Jahre alt","maennlich","115","0.0502864688973455","0.0414565033186365","0.0591164344760546"
"Selbstständige/ManagerInnen","1996","16-34 Jahre alt","weiblich","62","0.0269439235210614","0.0204927345874523","0.0333951124546705"
"Selbstständige/ManagerInnen","1996","35-65 Jahre alt","maennlich","359","0.115239151888447","0.104415024930013","0.126063278846882"
"Selbstständige/ManagerInnen","1996","35-65 Jahre alt","weiblich","161","0.0529357848518628","0.0454217773706795","0.0604497923330461"
"Selbstständige/ManagerInnen","1996","66 und älter","maennlich","","","",""
"Selbstständige/ManagerInnen","1996","66 und älter","weiblich","","","",""
"In Ausbildung","1996","16-34 Jahre alt","maennlich","559","0.239084637461724","0.22185083386675","0.256318441056697"
"In Ausbildung","1996","16-34 Jahre alt","weiblich","517","0.207862604821946","0.191695626772546","0.224029582871346"
"In Ausbildung","1996","35-65 Jahre alt","maennlich","","","",""
"In Ausbildung","1996","35-65 Jahre alt","weiblich","38","0.0088685663069233","0.00572227040199329","0.0120148622118533"
"In Ausbildung","1996","66 und älter","maennlich","","","",""
"In Ausbildung","1996","66 und älter","weiblich","","","",""
"In Rente oder Pension","1996","16-34 Jahre alt","maennlich","","","",""
"In Rente oder Pension","1996","16-34 Jahre alt","weiblich","","","",""
"In Rente oder Pension","1996","35-65 Jahre alt","maennlich","421","0.141270872205476","0.129464014937952","0.153077729473"
"In Rente oder Pension","1996","35-65 Jahre alt","weiblich","444","0.151120152765946","0.139100510699791","0.163139794832101"
"In Rente oder Pension","1996","66 und älter","maennlich","574","0.945764374394389","0.927747164087915","0.963781584700863"
"In Rente oder Pension","1996","66 und älter","weiblich","926","0.962490091292097","0.950538943605217","0.974441238978977"
"Arbeitslose","1996","16-34 Jahre alt","maennlich","174","0.064379078703827","0.0544625546793786","0.0742956027282755"
"Arbeitslose","1996","16-34 Jahre alt","weiblich","181","0.0792539745051787","0.0684912837988519","0.0900166652115055"
"Arbeitslose","1996","35-65 Jahre alt","maennlich","309","0.0890938999237064","0.0794369341352636","0.0987508657121492"
"Arbeitslose","1996","35-65 Jahre alt","weiblich","332","0.0837414927303061","0.0744456966019831","0.093037288858629"
"Arbeitslose","1996","66 und älter","maennlich","","","",""
"Arbeitslose","1996","66 und älter","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1996","16-34 Jahre alt","maennlich","89","0.0416483104946074","0.0335759921975497","0.0497206287916651"
"Sonstige Nichterwerbspersonen","1996","16-34 Jahre alt","weiblich","534","0.205884424137303","0.189774480862047","0.221994367412558"
"Sonstige Nichterwerbspersonen","1996","35-65 Jahre alt","maennlich","51","0.0124341097828412","0.00867772310069269","0.0161904964649897"
"Sonstige Nichterwerbspersonen","1996","35-65 Jahre alt","weiblich","677","0.216829450844273","0.203000331006496","0.23065857068205"
"Sonstige Nichterwerbspersonen","1996","66 und älter","maennlich","","","",""
"Sonstige Nichterwerbspersonen","1996","66 und älter","weiblich","32","0.0238777703110002","0.0142752007289995","0.0334803398930009"
"Beamte","1996","16-34 Jahre alt","maennlich","83","0.0426050599945431","0.0344446255191274","0.0507654944699588"
"Beamte","1996","16-34 Jahre alt","weiblich","56","0.025806285192553","0.0194890678942048","0.0321235024909012"
"Beamte","1996","35-65 Jahre alt","maennlich","203","0.0788706367628811","0.0697337574248038","0.0880075161009584"
"Beamte","1996","35-65 Jahre alt","weiblich","72","0.0283266239607436","0.0227590654280208","0.0338941824934665"
"Beamte","1996","66 und älter","maennlich","","","",""
"Beamte","1996","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1997","16-34 Jahre alt","maennlich","402","0.163430332411434","0.148319041653714","0.178541623169154"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1997","16-34 Jahre alt","weiblich","410","0.151264684477129","0.136697187429153","0.165832181525105"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1997","35-65 Jahre alt","maennlich","575","0.148319967033776","0.13616968715454","0.160470246913013"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1997","35-65 Jahre alt","weiblich","775","0.204352016425605","0.190740119189158","0.217963913662052"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1997","66 und älter","maennlich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1997","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1997","16-34 Jahre alt","maennlich","858","0.384796078701142","0.364911836733821","0.404680320668462"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1997","16-34 Jahre alt","weiblich","576","0.27627147767865","0.258091811731553","0.294451143625746"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1997","35-65 Jahre alt","maennlich","1329","0.39341850342007","0.376718359683113","0.410118647157027"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1997","35-65 Jahre alt","weiblich","861","0.250762157199353","0.236129959318351","0.265394355080354"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1997","66 und älter","maennlich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1997","66 und älter","weiblich","","","",""
"Selbstständige/ManagerInnen","1997","16-34 Jahre alt","maennlich","121","0.0582883797430081","0.0487134823342059","0.0678632771518102"
"Selbstständige/ManagerInnen","1997","16-34 Jahre alt","weiblich","54","0.0230084650063013","0.01691282581595","0.0291041041966527"
"Selbstständige/ManagerInnen","1997","35-65 Jahre alt","maennlich","355","0.1143884013085","0.103507599944708","0.125269202672291"
"Selbstständige/ManagerInnen","1997","35-65 Jahre alt","weiblich","164","0.0489502098803799","0.0416665841589411","0.0562338356018187"
"Selbstständige/ManagerInnen","1997","66 und älter","maennlich","","","",""
"Selbstständige/ManagerInnen","1997","66 und älter","weiblich","","","",""
"In Ausbildung","1997","16-34 Jahre alt","maennlich","568","0.240767031191057","0.223293921184849","0.258240141197266"
"In Ausbildung","1997","16-34 Jahre alt","weiblich","533","0.232161393613925","0.214995753528153","0.249327033699698"
"In Ausbildung","1997","35-65 Jahre alt","maennlich","","","",""
"In Ausbildung","1997","35-65 Jahre alt","weiblich","","","",""
"In Ausbildung","1997","66 und älter","maennlich","","","",""
"In Ausbildung","1997","66 und älter","weiblich","","","",""
"In Rente oder Pension","1997","16-34 Jahre alt","maennlich","","","",""
"In Rente oder Pension","1997","16-34 Jahre alt","weiblich","","","",""
"In Rente oder Pension","1997","35-65 Jahre alt","maennlich","408","0.139366146433298","0.127526571856102","0.151205721010494"
"In Rente oder Pension","1997","35-65 Jahre alt","weiblich","463","0.161224550027606","0.148810681063147","0.173638418992065"
"In Rente oder Pension","1997","66 und älter","maennlich","615","0.963220049152509","0.948671793182113","0.977768305122905"
"In Rente oder Pension","1997","66 und älter","weiblich","925","0.956570146787802","0.94374345036498","0.969396843210624"
"Arbeitslose","1997","16-34 Jahre alt","maennlich","173","0.0610343924547473","0.051250845615302","0.0708179392941925"
"Arbeitslose","1997","16-34 Jahre alt","weiblich","180","0.0819503467143301","0.0707987125867232","0.093101980841937"
"Arbeitslose","1997","35-65 Jahre alt","maennlich","355","0.10952234551301","0.0988462827103332","0.120198408315686"
"Arbeitslose","1997","35-65 Jahre alt","weiblich","334","0.0835706863257236","0.0742285718351892","0.0929128008162579"
"Arbeitslose","1997","66 und älter","maennlich","","","",""
"Arbeitslose","1997","66 und älter","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1997","16-34 Jahre alt","maennlich","89","0.0394763813082171","0.0315183276187576","0.0474344349976766"
"Sonstige Nichterwerbspersonen","1997","16-34 Jahre alt","weiblich","496","0.1998960084993","0.183636578793494","0.216155438205105"
"Sonstige Nichterwerbspersonen","1997","35-65 Jahre alt","maennlich","41","0.0125794683604779","0.0087694202538372","0.0163895164671186"
"Sonstige Nichterwerbspersonen","1997","35-65 Jahre alt","weiblich","676","0.218605447358344","0.204653513963944","0.232557380752744"
"Sonstige Nichterwerbspersonen","1997","66 und älter","maennlich","","","",""
"Sonstige Nichterwerbspersonen","1997","66 und älter","weiblich","32","0.0274893585266799","0.0171999192678977","0.0377787977854621"
"Beamte","1997","16-34 Jahre alt","maennlich","84","0.0490710951991002","0.0402429173690162","0.0578992730291842"
"Beamte","1997","16-34 Jahre alt","weiblich","68","0.0321220539184561","0.024953327945648","0.0392907798912641"
"Beamte","1997","35-65 Jahre alt","maennlich","208","0.0778508547988496","0.0686911702816699","0.0870105393160293"
"Beamte","1997","35-65 Jahre alt","weiblich","71","0.0253614199494146","0.0200540752284059","0.0306687646704234"
"Beamte","1997","66 und älter","maennlich","","","",""
"Beamte","1997","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1998","16-34 Jahre alt","maennlich","396","0.155358780171473","0.140917230342705","0.16980033000024"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1998","16-34 Jahre alt","weiblich","433","0.16079618246866","0.146291797050197","0.175300567887124"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1998","35-65 Jahre alt","maennlich","667","0.157079240935116","0.145400267486677","0.168758214383555"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1998","35-65 Jahre alt","weiblich","865","0.204635504709586","0.191830248213204","0.217440761205967"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1998","66 und älter","maennlich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1998","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1998","16-34 Jahre alt","maennlich","934","0.397914103726906","0.378400671734273","0.417427535719539"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1998","16-34 Jahre alt","weiblich","588","0.247634448604712","0.230591382825796","0.264677514383628"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1998","35-65 Jahre alt","maennlich","1442","0.383828594073865","0.368219728793912","0.399437459353817"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1998","35-65 Jahre alt","weiblich","980","0.255158860854052","0.241321545346324","0.268996176361781"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1998","66 und älter","maennlich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1998","66 und älter","weiblich","","","",""
