"beruf","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"Selbstständige/ManagerInnen","2011","35-65 Jahre alt","weiblich","664","0.0706157306942825","0.0652981823316744","0.0759332790568905"
"Selbstständige/ManagerInnen","2011","66 und älter","maennlich","78","0.0226468620446772","0.0168114894293747","0.0284822346599797"
"Selbstständige/ManagerInnen","2011","66 und älter","weiblich","","","",""
"In Ausbildung","2011","16-34 Jahre alt","maennlich","858","0.258685222934956","0.243445795834266","0.273924650035647"
"In Ausbildung","2011","16-34 Jahre alt","weiblich","901","0.265400455929265","0.251929233217986","0.278871678640545"
"In Ausbildung","2011","35-65 Jahre alt","maennlich","","","",""
"In Ausbildung","2011","35-65 Jahre alt","weiblich","52","0.00325605244115778","0.0020735540455202","0.00443855083679536"
"In Ausbildung","2011","66 und älter","maennlich","","","",""
"In Ausbildung","2011","66 und älter","weiblich","","","",""
"In Rente oder Pension","2011","16-34 Jahre alt","maennlich","","","",""
"In Rente oder Pension","2011","16-34 Jahre alt","weiblich","","","",""
"In Rente oder Pension","2011","35-65 Jahre alt","maennlich","601","0.0925452843090072","0.0859660984027958","0.0991244702152187"
"In Rente oder Pension","2011","35-65 Jahre alt","weiblich","710","0.102555539127151","0.0962583546993403","0.108852723554962"
"In Rente oder Pension","2011","66 und älter","maennlich","2346","0.939039526488769","0.92965516081449","0.948423892163049"
"In Rente oder Pension","2011","66 und älter","weiblich","2557","0.944287383468834","0.93565815354775","0.952916613389917"
"Arbeitslose","2011","16-34 Jahre alt","maennlich","237","0.0768512655090498","0.0675820527078507","0.0861204783102489"
"Arbeitslose","2011","16-34 Jahre alt","weiblich","427","0.0614109538610209","0.054086225577322","0.0687356821447198"
"Arbeitslose","2011","35-65 Jahre alt","maennlich","449","0.061350992193576","0.0559028938493995","0.0667990905377525"
"Arbeitslose","2011","35-65 Jahre alt","weiblich","620","0.059584145283058","0.0546706743720159","0.0644976161941001"
"Arbeitslose","2011","66 und älter","maennlich","","","",""
"Arbeitslose","2011","66 und älter","weiblich","","","",""
"Sonstige Nichterwerbspersonen","2011","16-34 Jahre alt","maennlich","358","0.088620788182985","0.0787307295803488","0.0985108467856213"
"Sonstige Nichterwerbspersonen","2011","16-34 Jahre alt","weiblich","934","0.146148571259131","0.135371039821505","0.156926102696758"
"Sonstige Nichterwerbspersonen","2011","35-65 Jahre alt","maennlich","127","0.0180075998375075","0.014988590130632","0.021026609544383"
"Sonstige Nichterwerbspersonen","2011","35-65 Jahre alt","weiblich","1387","0.131328434298751","0.124317591206397","0.138339277391105"
"Sonstige Nichterwerbspersonen","2011","66 und älter","maennlich","","","",""
"Sonstige Nichterwerbspersonen","2011","66 und älter","weiblich","74","0.0228585469879466","0.0172358303342879","0.0284812636416053"
"Beamte","2011","16-34 Jahre alt","maennlich","90","0.0302700819402246","0.0243077836832476","0.0362323801972017"
"Beamte","2011","16-34 Jahre alt","weiblich","89","0.0255834020434052","0.0207663388800818","0.0304004652067286"
"Beamte","2011","35-65 Jahre alt","maennlich","546","0.0675187745244788","0.0618221859529879","0.0732153630959697"
"Beamte","2011","35-65 Jahre alt","weiblich","433","0.0393248985659968","0.0352904411658663","0.0433593559661272"
"Beamte","2011","66 und älter","maennlich","","","",""
"Beamte","2011","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2012","16-34 Jahre alt","maennlich","494","0.169303312713313","0.155925950028559","0.182680675398066"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2012","16-34 Jahre alt","weiblich","675","0.197333119743401","0.184733821858351","0.209932417628451"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2012","35-65 Jahre alt","maennlich","1067","0.158716521951841","0.150312787555796","0.167120256347885"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2012","35-65 Jahre alt","weiblich","2012","0.247738029007985","0.238734776024277","0.256741281991693"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2012","66 und älter","maennlich","36","0.0162555215690662","0.0113454255230317","0.0211656176151007"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2012","66 und älter","weiblich","47","0.0172035517242346","0.0123115791083807","0.0220955243400885"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2012","16-34 Jahre alt","maennlich","957","0.350064205758115","0.333049454067518","0.367078957448711"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2012","16-34 Jahre alt","weiblich","861","0.285367542808002","0.271071286102928","0.299663799513075"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2012","35-65 Jahre alt","maennlich","3424","0.462764852353578","0.451297782423343","0.474231922283813"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2012","35-65 Jahre alt","weiblich","3195","0.34830635838705","0.338370142842329","0.35824257393177"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2012","66 und älter","maennlich","34","0.0141489707006298","0.00956315655176524","0.0187347848494943"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2012","66 und älter","weiblich","","","",""
"Selbstständige/ManagerInnen","2012","16-34 Jahre alt","maennlich","104","0.0371360799871151","0.0303908459872241","0.043881313987006"
"Selbstständige/ManagerInnen","2012","16-34 Jahre alt","weiblich","97","0.0303805384388298","0.0249470709023037","0.035814005975356"
"Selbstständige/ManagerInnen","2012","35-65 Jahre alt","maennlich","1049","0.130586051808447","0.122836942869577","0.138335160747317"
"Selbstständige/ManagerInnen","2012","35-65 Jahre alt","weiblich","623","0.0688444659598223","0.0635640979308798","0.0741248339887648"
"Selbstständige/ManagerInnen","2012","66 und älter","maennlich","103","0.0340432719344497","0.0270021338396269","0.0410844100292724"
"Selbstständige/ManagerInnen","2012","66 und älter","weiblich","32","0.0133528745032567","0.00903458772547349","0.01767116128104"
"In Ausbildung","2012","16-34 Jahre alt","maennlich","835","0.255544266133009","0.239985718833163","0.271102813432855"
"In Ausbildung","2012","16-34 Jahre alt","weiblich","884","0.237095013771924","0.223630982291246","0.250559045252601"
"In Ausbildung","2012","35-65 Jahre alt","maennlich","","","",""
"In Ausbildung","2012","35-65 Jahre alt","weiblich","66","0.00582926107780033","0.00424160729512976","0.0074169148604709"
"In Ausbildung","2012","66 und älter","maennlich","","","",""
"In Ausbildung","2012","66 und älter","weiblich","","","",""
"In Rente oder Pension","2012","16-34 Jahre alt","maennlich","","","",""
"In Rente oder Pension","2012","16-34 Jahre alt","weiblich","","","",""
"In Rente oder Pension","2012","35-65 Jahre alt","maennlich","618","0.0963134278348586","0.0895285442027648","0.103098311466952"
"In Rente oder Pension","2012","35-65 Jahre alt","weiblich","710","0.103021419166662","0.0966816512284415","0.109361187104883"
"In Rente oder Pension","2012","66 und älter","maennlich","2362","0.929333056125524","0.91938261746852","0.939283494782528"
"In Rente oder Pension","2012","66 und älter","weiblich","2537","0.936197381584786","0.92700250019181","0.945392262977763"
"Arbeitslose","2012","16-34 Jahre alt","maennlich","213","0.0738086486682427","0.0644821094197386","0.0831351879167467"
"Arbeitslose","2012","16-34 Jahre alt","weiblich","355","0.0616131038405084","0.0540009739130366","0.0692252337679802"
"Arbeitslose","2012","35-65 Jahre alt","maennlich","448","0.0656882337699","0.0599907936379488","0.0713856739018512"
"Arbeitslose","2012","35-65 Jahre alt","weiblich","601","0.0636892544521784","0.0585963955154451","0.0687821133889118"
"Arbeitslose","2012","66 und älter","maennlich","","","",""
"Arbeitslose","2012","66 und älter","weiblich","","","",""
"Sonstige Nichterwerbspersonen","2012","16-34 Jahre alt","maennlich","332","0.0767558827724389","0.0672601027670903","0.0862516627777875"
"Sonstige Nichterwerbspersonen","2012","16-34 Jahre alt","weiblich","862","0.151997262442128","0.140631588533552","0.163362936350704"
"Sonstige Nichterwerbspersonen","2012","35-65 Jahre alt","maennlich","117","0.0172202915304316","0.0142284512208152","0.020212131840048"
"Sonstige Nichterwerbspersonen","2012","35-65 Jahre alt","weiblich","1184","0.120205686712971","0.113423470308069","0.126987903117873"
"Sonstige Nichterwerbspersonen","2012","66 und älter","maennlich","","","",""
"Sonstige Nichterwerbspersonen","2012","66 und älter","weiblich","70","0.022746342044726","0.0171371203579867","0.0283555637314654"
"Beamte","2012","16-34 Jahre alt","maennlich","82","0.0353037006771146","0.028720729449476","0.0418866719047532"
"Beamte","2012","16-34 Jahre alt","weiblich","93","0.0338107335052927","0.0280888754219592","0.0395325915886263"
"Beamte","2012","35-65 Jahre alt","maennlich","519","0.0646508308245229","0.0589954219822843","0.0703062396667615"
"Beamte","2012","35-65 Jahre alt","weiblich","441","0.0423655252355314","0.0381647954665907","0.0465662550044721"
"Beamte","2012","66 und älter","maennlich","","","",""
"Beamte","2012","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2013","16-34 Jahre alt","maennlich","706","0.169771509703464","0.157726462809663","0.181816556597264"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2013","16-34 Jahre alt","weiblich","903","0.201628370825101","0.190091531172034","0.213165210478168"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2013","35-65 Jahre alt","maennlich","1570","0.17546872761107","0.167164276311792","0.183773178910348"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2013","35-65 Jahre alt","weiblich","2499","0.253337441090053","0.244666195087132","0.262008687092973"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2013","66 und älter","maennlich","40","0.0169512115242831","0.0118624539059091","0.0220399691426571"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2013","66 und älter","weiblich","58","0.0196744279737657","0.0143707587724066","0.0249780971751247"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2013","16-34 Jahre alt","maennlich","1076","0.348164784436798","0.332880729002739","0.363448839870858"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2013","16-34 Jahre alt","weiblich","983","0.282174017357026","0.269232756659367","0.295115278054686"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2013","35-65 Jahre alt","maennlich","3559","0.447032076744555","0.436177151765026","0.457887001724084"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2013","35-65 Jahre alt","weiblich","3282","0.341517421104821","0.332062711238534","0.350972130971107"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2013","66 und älter","maennlich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2013","66 und älter","weiblich","","","",""
"Selbstständige/ManagerInnen","2013","16-34 Jahre alt","maennlich","119","0.0323645933443947","0.0266869484491325","0.0380422382396569"
"Selbstständige/ManagerInnen","2013","16-34 Jahre alt","weiblich","119","0.0275326929863301","0.0228275769403862","0.032237809032274"
"Selbstständige/ManagerInnen","2013","35-65 Jahre alt","maennlich","1073","0.126332730273818","0.119079382729462","0.133586077818174"
"Selbstständige/ManagerInnen","2013","35-65 Jahre alt","weiblich","679","0.0756155635301423","0.070344460084552","0.0808866669757326"
"Selbstständige/ManagerInnen","2013","66 und älter","maennlich","105","0.0336650727462703","0.0265549438334915","0.0407752016590491"
"Selbstständige/ManagerInnen","2013","66 und älter","weiblich","37","0.0155161217970999","0.010796185904113","0.0202360576900868"
"In Ausbildung","2013","16-34 Jahre alt","maennlich","1081","0.273473025653834","0.259172223678912","0.287773827628756"
"In Ausbildung","2013","16-34 Jahre alt","weiblich","1075","0.236982379486443","0.224754988491416","0.249209770481469"
"In Ausbildung","2013","35-65 Jahre alt","maennlich","31","0.0052078495705324","0.00363639111704752","0.00677930802401728"
"In Ausbildung","2013","35-65 Jahre alt","weiblich","74","0.0058550371531069","0.00433393172482825","0.00737614258138554"
"In Ausbildung","2013","66 und älter","maennlich","","","",""
"In Ausbildung","2013","66 und älter","weiblich","","","",""
"In Rente oder Pension","2013","16-34 Jahre alt","maennlich","","","",""
"In Rente oder Pension","2013","16-34 Jahre alt","weiblich","","","",""
"In Rente oder Pension","2013","35-65 Jahre alt","maennlich","573","0.088695489569431","0.0824883710113456","0.0949026081275164"
"In Rente oder Pension","2013","35-65 Jahre alt","weiblich","708","0.109430596670604","0.103206549159906","0.115654644181301"
"In Rente oder Pension","2013","66 und älter","maennlich","2290","0.935415675975192","0.925726435407842","0.945104916542542"
"In Rente oder Pension","2013","66 und älter","weiblich","2447","0.933699517905574","0.924197800359811","0.943201235451337"
"Arbeitslose","2013","16-34 Jahre alt","maennlich","279","0.0713504704218051","0.0630919620110163","0.0796089788325939"
"Arbeitslose","2013","16-34 Jahre alt","weiblich","458","0.068709414037704","0.0614356498527414","0.0759831782226665"
"Arbeitslose","2013","35-65 Jahre alt","maennlich","598","0.0700150085993606","0.0644439072880116","0.0755861099107095"
"Arbeitslose","2013","35-65 Jahre alt","weiblich","727","0.0622213253989725","0.0574052926039959","0.0670373581939492"
"Arbeitslose","2013","66 und älter","maennlich","","","",""
"Arbeitslose","2013","66 und älter","weiblich","","","",""
"Sonstige Nichterwerbspersonen","2013","16-34 Jahre alt","maennlich","400","0.0800130970450101","0.0713085007055186","0.0887176933845015"
"Sonstige Nichterwerbspersonen","2013","16-34 Jahre alt","weiblich","1007","0.152271834418142","0.141940733961694","0.162602934874589"
"Sonstige Nichterwerbspersonen","2013","35-65 Jahre alt","maennlich","150","0.0193933541330992","0.0163825576971944","0.022404150569004"
"Sonstige Nichterwerbspersonen","2013","35-65 Jahre alt","weiblich","1265","0.109916063495926","0.103679925811456","0.116152201180396"
"Sonstige Nichterwerbspersonen","2013","66 und älter","maennlich","","","",""
"Sonstige Nichterwerbspersonen","2013","66 und älter","weiblich","67","0.0203514101851299","0.014959127912618","0.0257436924576417"
"Beamte","2013","16-34 Jahre alt","maennlich","70","0.0228733205529754","0.0180768993145069","0.0276697417914438"
"Beamte","2013","16-34 Jahre alt","weiblich","91","0.0282619357279111","0.0234967037451883","0.0330271677106338"
"Beamte","2013","35-65 Jahre alt","maennlich","505","0.0678547634981339","0.0623639148099223","0.0733456121863455"
"Beamte","2013","35-65 Jahre alt","weiblich","430","0.0421065515563756","0.0381024685746963","0.0461106345380549"
"Beamte","2013","66 und älter","maennlich","","","",""
"Beamte","2013","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2014","16-34 Jahre alt","maennlich","603","0.183471530242692","0.170160548485212","0.196782512000173"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2014","16-34 Jahre alt","weiblich","764","0.216012861001569","0.203012110938862","0.229013611064276"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2014","35-65 Jahre alt","maennlich","1224","0.160436602576821","0.151866499038247","0.169006706115396"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2014","35-65 Jahre alt","weiblich","2152","0.246271027485785","0.237133935524154","0.255408119447416"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2014","66 und älter","maennlich","53","0.0198906707548337","0.0143528711356452","0.0254284703740222"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2014","66 und älter","weiblich","52","0.0199328625085504","0.0145228056466628","0.025342919370438"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2014","16-34 Jahre alt","maennlich","931","0.333199086386948","0.316988822872814","0.349409349901081"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2014","16-34 Jahre alt","weiblich","805","0.27644612826548","0.26231701758186","0.290575238949099"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2014","35-65 Jahre alt","maennlich","3310","0.475982623514577","0.464320544334625","0.48764470269453"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2014","35-65 Jahre alt","weiblich","3028","0.351004419388242","0.340882313129306","0.361126525647178"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2014","66 und älter","maennlich","42","0.0158142906782681","0.0108661886377565","0.0207623927187796"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2014","66 und älter","weiblich","30","0.0103902833850527","0.00646532774818192","0.0143152390219234"
"Selbstständige/ManagerInnen","2014","16-34 Jahre alt","maennlich","103","0.0349888686774826","0.0286695363896482","0.041308200965317"
"Selbstständige/ManagerInnen","2014","16-34 Jahre alt","weiblich","83","0.0245894764705544","0.0196968451060586","0.0294821078350502"
"Selbstständige/ManagerInnen","2014","35-65 Jahre alt","maennlich","930","0.123492697356378","0.115810136661221","0.131175258051534"
"Selbstständige/ManagerInnen","2014","35-65 Jahre alt","weiblich","591","0.074828616112438","0.0692485585060568","0.0804086737188192"
"Selbstständige/ManagerInnen","2014","66 und älter","maennlich","100","0.0319519943041625","0.0249765368592068","0.0389274517491181"
"Selbstständige/ManagerInnen","2014","66 und älter","weiblich","43","0.0186338003251923","0.013399539652648","0.0238680609977366"
"In Ausbildung","2014","16-34 Jahre alt","maennlich","948","0.279102895623468","0.26367669794229","0.294529093304647"
"In Ausbildung","2014","16-34 Jahre alt","weiblich","959","0.223856705245821","0.210688392144725","0.237025018346917"
"In Ausbildung","2014","35-65 Jahre alt","maennlich","","","",""
"In Ausbildung","2014","35-65 Jahre alt","weiblich","69","0.0063120800953885","0.00463248349959548","0.00799167669118152"
"In Ausbildung","2014","66 und älter","maennlich","","","",""
"In Ausbildung","2014","66 und älter","weiblich","","","",""
"In Rente oder Pension","2014","16-34 Jahre alt","maennlich","","","",""
"In Rente oder Pension","2014","16-34 Jahre alt","weiblich","","","",""
"In Rente oder Pension","2014","35-65 Jahre alt","maennlich","508","0.081551836689235","0.0751610872502251","0.087942586128245"
"In Rente oder Pension","2014","35-65 Jahre alt","weiblich","617","0.0981586451772572","0.091848736394691","0.104468553959823"
"In Rente oder Pension","2014","66 und älter","maennlich","2231","0.926938949047136","0.916617426055095","0.937260472039176"
"In Rente oder Pension","2014","66 und älter","weiblich","2374","0.928735026443337","0.918777004998355","0.938693047888319"
"Arbeitslose","2014","16-34 Jahre alt","maennlich","229","0.0717472441907043","0.062872091845768","0.0806223965356406"
"Arbeitslose","2014","16-34 Jahre alt","weiblich","323","0.0625780658798305","0.0549264570601798","0.0702296746994812"
"Arbeitslose","2014","35-65 Jahre alt","maennlich","488","0.0715623085503844","0.065543283581885","0.0775813335188838"
"Arbeitslose","2014","35-65 Jahre alt","weiblich","593","0.0624282207187352","0.0572974043448596","0.0675590370926109"
"Arbeitslose","2014","66 und älter","maennlich","","","",""
"Arbeitslose","2014","66 und älter","weiblich","","","",""
"Sonstige Nichterwerbspersonen","2014","16-34 Jahre alt","maennlich","373","0.0753551307280129","0.0662772603622459","0.0844330010937798"
"Sonstige Nichterwerbspersonen","2014","16-34 Jahre alt","weiblich","815","0.15472536756059","0.143300430538519","0.166150304582661"
"Sonstige Nichterwerbspersonen","2014","35-65 Jahre alt","maennlich","111","0.016627484713554","0.0136415527773556","0.0196134166497524"
"Sonstige Nichterwerbspersonen","2014","35-65 Jahre alt","weiblich","1071","0.113336684685777","0.106613758351303","0.12005961102025"
"Sonstige Nichterwerbspersonen","2014","66 und älter","maennlich","","","",""
"Sonstige Nichterwerbspersonen","2014","66 und älter","weiblich","60","0.0206078234218964","0.0151088267341953","0.0261068201095974"
"Beamte","2014","16-34 Jahre alt","maennlich","60","0.0220459235333889","0.0169962481591535","0.0270955989076243"
"Beamte","2014","16-34 Jahre alt","weiblich","91","0.0389702016632179","0.0328564345846017","0.0450839687418342"
"Beamte","2014","35-65 Jahre alt","maennlich","451","0.0661919622782623","0.0603864703680722","0.0719974541884524"
"Beamte","2014","35-65 Jahre alt","weiblich","420","0.0476603063363776","0.0431420789057214","0.0521785337670337"
"Beamte","2014","66 und älter","maennlich","","","",""
"Beamte","2014","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2015","16-34 Jahre alt","maennlich","705","0.195308885379004","0.181797291058395","0.208820479699612"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2015","16-34 Jahre alt","weiblich","797","0.201549329885451","0.188955961787494","0.214142697983408"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2015","35-65 Jahre alt","maennlich","1326","0.176542037541812","0.167536505706635","0.185547569376989"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2015","35-65 Jahre alt","weiblich","2138","0.25400628031788","0.244657790206804","0.263354770428956"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2015","66 und älter","maennlich","60","0.0213942591152555","0.0156257674280505","0.0271627508024605"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2015","66 und älter","weiblich","53","0.0206527909861772","0.0151328336545122","0.0261727483178423"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2015","16-34 Jahre alt","maennlich","892","0.332256358055661","0.316202754846386","0.348309961264937"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2015","16-34 Jahre alt","weiblich","792","0.290527148221376","0.276274734355325","0.304779562087426"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2015","35-65 Jahre alt","maennlich","3141","0.460651132160608","0.448878175670099","0.472424088651117"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2015","35-65 Jahre alt","weiblich","2945","0.360635271895021","0.350322863655647","0.370947680134395"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2015","66 und älter","maennlich","42","0.0198448613930961","0.014284779204508","0.0254049435816843"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2015","66 und älter","weiblich","","","",""
"Selbstständige/ManagerInnen","2015","16-34 Jahre alt","maennlich","118","0.0364338069932979","0.030047878556507","0.0428197354300887"
"Selbstständige/ManagerInnen","2015","16-34 Jahre alt","weiblich","80","0.0202517928164565","0.0158298191676814","0.0246737664652317"
"Selbstständige/ManagerInnen","2015","35-65 Jahre alt","maennlich","871","0.119377005456844","0.111718924858623","0.127035086055064"
"Selbstständige/ManagerInnen","2015","35-65 Jahre alt","weiblich","558","0.0753253894407453","0.0696575593918011","0.0809932194896896"
"Selbstständige/ManagerInnen","2015","66 und älter","maennlich","100","0.0385904485447572","0.0309114622000963","0.0462694348894181"
"Selbstständige/ManagerInnen","2015","66 und älter","weiblich","36","0.0151752641026287","0.0104303800542209","0.0199201481510364"
"In Ausbildung","2015","16-34 Jahre alt","maennlich","906","0.258976010022544","0.244045422578804","0.273906597466283"
"In Ausbildung","2015","16-34 Jahre alt","weiblich","942","0.235107368512085","0.221794840564194","0.248419896459975"
"In Ausbildung","2015","35-65 Jahre alt","maennlich","","","",""
"In Ausbildung","2015","35-65 Jahre alt","weiblich","68","0.00546383627353568","0.00388072738112175","0.00704694516594961"
"In Ausbildung","2015","66 und älter","maennlich","","","",""
"In Ausbildung","2015","66 und älter","weiblich","","","",""
"In Rente oder Pension","2015","16-34 Jahre alt","maennlich","","","",""
"In Rente oder Pension","2015","16-34 Jahre alt","weiblich","","","",""
"In Rente oder Pension","2015","35-65 Jahre alt","maennlich","479","0.0882890699353151","0.081587961687706","0.0949901781829243"
"In Rente oder Pension","2015","35-65 Jahre alt","weiblich","551","0.0934533650969773","0.0872024412631413","0.0997042889308134"
"In Rente oder Pension","2015","66 und älter","maennlich","2194","0.909760843975018","0.898338088008993","0.921183599941043"
"In Rente oder Pension","2015","66 und älter","weiblich","2380","0.932979285111298","0.923273771356343","0.942684798866253"
"Arbeitslose","2015","16-34 Jahre alt","maennlich","255","0.0807182932727584","0.0714341616737433","0.0900024248717735"
"Arbeitslose","2015","16-34 Jahre alt","weiblich","336","0.0577159408963598","0.0503950154247298","0.0650368663679899"
"Arbeitslose","2015","35-65 Jahre alt","maennlich","509","0.0690520268457702","0.0630635620261325","0.0750404916654079"
"Arbeitslose","2015","35-65 Jahre alt","weiblich","629","0.0613253935117807","0.0561727586631217","0.0664780283604397"
"Arbeitslose","2015","66 und älter","maennlich","","","",""
"Arbeitslose","2015","66 und älter","weiblich","","","",""
"Sonstige Nichterwerbspersonen","2015","16-34 Jahre alt","maennlich","367","0.0764690176724828","0.0674117024251961","0.0855263329197695"
"Sonstige Nichterwerbspersonen","2015","16-34 Jahre alt","weiblich","857","0.149968084398571","0.13875966916324","0.161176499633903"
"Sonstige Nichterwerbspersonen","2015","35-65 Jahre alt","maennlich","122","0.0175163322676036","0.0144178512559164","0.0206148132792907"
"Sonstige Nichterwerbspersonen","2015","35-65 Jahre alt","weiblich","1037","0.103115163222254","0.0965841394043242","0.109646187040184"
"Sonstige Nichterwerbspersonen","2015","66 und älter","maennlich","","","",""
"Sonstige Nichterwerbspersonen","2015","66 und älter","weiblich","52","0.0172398909191727","0.0121878248958137","0.0222919569425318"
"Beamte","2015","16-34 Jahre alt","maennlich","60","0.0186451254531323","0.0140348519505342","0.0232553989557305"
"Beamte","2015","16-34 Jahre alt","weiblich","88","0.042944580306412","0.0365802912195835","0.0493088693932404"
"Beamte","2015","35-65 Jahre alt","maennlich","417","0.063942529768149","0.0581640879374327","0.0697209715988653"
"Beamte","2015","35-65 Jahre alt","weiblich","403","0.0466753002418061","0.0421451183186281","0.0512054821649841"
"Beamte","2015","66 und älter","maennlich","","","",""
"Beamte","2015","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2016","16-34 Jahre alt","maennlich","689","0.185781366818176","0.174415306387273","0.197147427249078"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2016","16-34 Jahre alt","weiblich","652","0.189077502142837","0.177437236973589","0.200717767312085"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2016","35-65 Jahre alt","maennlich","1199","0.159200273514525","0.150847464860052","0.167553082168999"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2016","35-65 Jahre alt","weiblich","1951","0.253347943952964","0.244051994800695","0.262643893105233"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2016","66 und älter","maennlich","54","0.0238113191719653","0.0176392910050309","0.0299833473388997"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2016","66 und älter","weiblich","60","0.0286175720264477","0.0220330023315799","0.0352021417213155"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2016","16-34 Jahre alt","maennlich","765","0.317049166001388","0.303450497315426","0.33064783468735"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2016","16-34 Jahre alt","weiblich","730","0.278163082520867","0.264842520130332","0.291483644911402"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2016","35-65 Jahre alt","maennlich","3013","0.481917377747955","0.470509623593384","0.493325131902526"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2016","35-65 Jahre alt","weiblich","2934","0.379447107583389","0.369075622663434","0.389818592503343"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2016","66 und älter","maennlich","42","0.0216299557390535","0.0157408591657884","0.0275190523123187"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2016","66 und älter","weiblich","","","",""
"Selbstständige/ManagerInnen","2016","16-34 Jahre alt","maennlich","83","0.0283872621879556","0.0235338551023579","0.0332406692735532"
"Selbstständige/ManagerInnen","2016","16-34 Jahre alt","weiblich","73","0.0216702737618027","0.0173418667226261","0.0259986808009792"
"Selbstständige/ManagerInnen","2016","35-65 Jahre alt","maennlich","767","0.118571681071164","0.111190967774838","0.12595239436749"
"Selbstständige/ManagerInnen","2016","35-65 Jahre alt","weiblich","512","0.0722251807090516","0.0666924246312177","0.0777579367868856"
"Selbstständige/ManagerInnen","2016","66 und älter","maennlich","105","0.0385377504348617","0.030745218588561","0.0463302822811625"
"Selbstständige/ManagerInnen","2016","66 und älter","weiblich","39","0.0121298842039832","0.00780679560274179","0.0164529728052246"
"In Ausbildung","2016","16-34 Jahre alt","maennlich","1012","0.258569142932151","0.24577350208197","0.271364783782333"
"In Ausbildung","2016","16-34 Jahre alt","weiblich","860","0.24297674111109","0.230227326815441","0.255726155406739"
"In Ausbildung","2016","35-65 Jahre alt","maennlich","69","0.00445280511855318","0.0029327402643334","0.00597286997277296"
