"beruf","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Selbstständige/ManagerInnen","2011","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","2011","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","2011","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","2011","Berlin","Westdeutschland, alte Bundeslaender","58","0.0796525016782903","0.0572276434643256","0.102077359892255"
"Selbstständige/ManagerInnen","2011","Berlin","Ostdeutschland, neue Bundeslaender","48","0.119571679863022","0.090144352676663","0.148999007049381"
"Selbstständige/ManagerInnen","2011","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","2011","Brandenburg","Ostdeutschland, neue Bundeslaender","86","0.070592677089093","0.0558525249049933","0.0853328292731926"
"Selbstständige/ManagerInnen","2011","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","2011","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","42","0.0374150087083442","0.0230558399656383","0.05177417745105"
"Selbstständige/ManagerInnen","2011","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","2011","Sachsen","Ostdeutschland, neue Bundeslaender","128","0.0695556477094803","0.0580099528709492","0.0811013425480114"
"Selbstständige/ManagerInnen","2011","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","2011","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","69","0.0700451547921762","0.0550913045095225","0.0849990050748299"
"Selbstständige/ManagerInnen","2011","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","2011","Thueringen","Ostdeutschland, neue Bundeslaender","79","0.0564473188175602","0.0429072544360039","0.0699873831991166"
"In Ausbildung","2011","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","74","0.0741918578903894","0.0579318241786841","0.0904518916020947"
"In Ausbildung","2011","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","2011","Hamburg","Westdeutschland, alte Bundeslaender","38","0.0499560647501501","0.0296233788755464","0.0702887506247538"
"In Ausbildung","2011","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","2011","Niedersachsen","Westdeutschland, alte Bundeslaender","169","0.0624199420186963","0.0532660957216689","0.0715737883157236"
"In Ausbildung","2011","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","2011","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","2011","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","2011","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","380","0.0686221252647585","0.0621348859527602","0.0751093645767568"
"In Ausbildung","2011","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","2011","Hessen","Westdeutschland, alte Bundeslaender","128","0.0660027144422919","0.0551510648619545","0.0768543640226294"
"In Ausbildung","2011","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","2011","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","82","0.0548990312289964","0.0427841363363027","0.06701392612169"
"In Ausbildung","2011","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","2011","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","269","0.0853331046252497","0.076214560929188","0.0944516483213114"
"In Ausbildung","2011","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","2011","Bayern","Westdeutschland, alte Bundeslaender","265","0.0555708807150119","0.0488966818832024","0.0622450795468214"
"In Ausbildung","2011","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","2011","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","2011","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","2011","Berlin","Westdeutschland, alte Bundeslaender","39","0.0547962145223851","0.0359470509921466","0.0736453780526237"
"In Ausbildung","2011","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","2011","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","2011","Brandenburg","Ostdeutschland, neue Bundeslaender","68","0.0480225092267123","0.0357182673299767","0.060326751123448"
"In Ausbildung","2011","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","2011","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","40","0.0657624779644036","0.0470080177652644","0.0845169381635428"
"In Ausbildung","2011","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","2011","Sachsen","Ostdeutschland, neue Bundeslaender","104","0.0613904102476486","0.0504960574717235","0.0722847630235737"
"In Ausbildung","2011","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","2011","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","65","0.0737545911574067","0.05844052172257","0.0890686605922433"
"In Ausbildung","2011","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","2011","Thueringen","Ostdeutschland, neue Bundeslaender","60","0.0612098543148827","0.0471457872798465","0.0752739213499189"
"In Rente oder Pension","2011","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","198","0.271802678318065","0.244201080406678","0.299404276229453"
"In Rente oder Pension","2011","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","2011","Hamburg","Westdeutschland, alte Bundeslaender","96","0.326932334574685","0.28315119135034","0.37071347779903"
"In Rente oder Pension","2011","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","2011","Niedersachsen","Westdeutschland, alte Bundeslaender","602","0.301277864319452","0.283916909065461","0.318638819573444"
"In Rente oder Pension","2011","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","2011","Bremen","Westdeutschland, alte Bundeslaender","41","0.304175896907427","0.239437884883829","0.368913908931025"
"In Rente oder Pension","2011","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","2011","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","1190","0.269956192927602","0.258564559884444","0.28134782597076"
"In Rente oder Pension","2011","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","2011","Hessen","Westdeutschland, alte Bundeslaender","354","0.240151285191017","0.221481123465962","0.258821446916073"
"In Rente oder Pension","2011","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","2011","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","294","0.277977415071307","0.254149921921618","0.301804908220996"
"In Rente oder Pension","2011","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","2011","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","689","0.263362566778884","0.248986530994719","0.27773860256305"
"In Rente oder Pension","2011","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","2011","Bayern","Westdeutschland, alte Bundeslaender","961","0.273335789361144","0.26035186575013","0.286319712972159"
"In Rente oder Pension","2011","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","2011","Saarland","Westdeutschland, alte Bundeslaender","56","0.251674203888151","0.199909835545497","0.303438572230805"
"In Rente oder Pension","2011","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","2011","Berlin","Westdeutschland, alte Bundeslaender","129","0.303626717336737","0.265542492550061","0.341710942123413"
"In Rente oder Pension","2011","Berlin","Ostdeutschland, neue Bundeslaender","116","0.310456234974318","0.26849282598412","0.352419643964515"
"In Rente oder Pension","2011","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"In Rente oder Pension","2011","Brandenburg","Ostdeutschland, neue Bundeslaender","314","0.317615266790696","0.290824543911095","0.344405989670296"
"In Rente oder Pension","2011","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"In Rente oder Pension","2011","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","167","0.305746286415542","0.270886354698756","0.340606218132328"
"In Rente oder Pension","2011","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"In Rente oder Pension","2011","Sachsen","Ostdeutschland, neue Bundeslaender","433","0.279288207117369","0.258926424987711","0.299649989247026"
"In Rente oder Pension","2011","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"In Rente oder Pension","2011","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","289","0.317557643473775","0.290281854611823","0.344833432335727"
"In Rente oder Pension","2011","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"In Rente oder Pension","2011","Thueringen","Ostdeutschland, neue Bundeslaender","294","0.312780423501163","0.285579507039756","0.339981339962569"
"Arbeitslose","2011","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","73","0.0406980363559221","0.028439257381131","0.0529568153307131"
"Arbeitslose","2011","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","2011","Hamburg","Westdeutschland, alte Bundeslaender","","","",""
"Arbeitslose","2011","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","2011","Niedersachsen","Westdeutschland, alte Bundeslaender","133","0.0361938883959498","0.0291266423084353","0.0432611344834644"
"Arbeitslose","2011","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","2011","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"Arbeitslose","2011","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","2011","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","338","0.049171474824666","0.0436230130676265","0.0547199365817055"
"Arbeitslose","2011","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","2011","Hessen","Westdeutschland, alte Bundeslaender","98","0.047214009279605","0.0379441065365378","0.0564839120226723"
"Arbeitslose","2011","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","2011","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","62","0.0515501855266945","0.0397898286664145","0.0633105423869746"
"Arbeitslose","2011","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","2011","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","120","0.023507525263063","0.018562447379839","0.028452603146287"
"Arbeitslose","2011","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","2011","Bayern","Westdeutschland, alte Bundeslaender","149","0.0241641933651232","0.0196905089742328","0.0286378777560136"
"Arbeitslose","2011","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","2011","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"Arbeitslose","2011","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","2011","Berlin","Westdeutschland, alte Bundeslaender","59","0.0926763650384841","0.0686593137629473","0.116693416314021"
"Arbeitslose","2011","Berlin","Ostdeutschland, neue Bundeslaender","40","0.061373954758286","0.0396054797469419","0.0831424297696301"
"Arbeitslose","2011","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"Arbeitslose","2011","Brandenburg","Ostdeutschland, neue Bundeslaender","129","0.102135949781902","0.0847093080062239","0.119562591557581"
"Arbeitslose","2011","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"Arbeitslose","2011","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","89","0.0855396776044803","0.0643778550336901","0.10670150017527"
"Arbeitslose","2011","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"Arbeitslose","2011","Sachsen","Ostdeutschland, neue Bundeslaender","171","0.0820897483203885","0.0696316072253939","0.094547889415383"
"Arbeitslose","2011","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"Arbeitslose","2011","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","126","0.0826901449695601","0.0665533249902925","0.0988269649488277"
"Arbeitslose","2011","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"Arbeitslose","2011","Thueringen","Ostdeutschland, neue Bundeslaender","97","0.0889242980061357","0.0722247987567599","0.105623797255512"
"Sonstige Nichterwerbspersonen","2011","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","120","0.104340867369096","0.0853746195465852","0.123307115191607"
"Sonstige Nichterwerbspersonen","2011","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2011","Hamburg","Westdeutschland, alte Bundeslaender","45","0.0730537959457568","0.0487665956162723","0.0973409962752413"
"Sonstige Nichterwerbspersonen","2011","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2011","Niedersachsen","Westdeutschland, alte Bundeslaender","288","0.069820960923815","0.0601779215542317","0.0794640002933983"
"Sonstige Nichterwerbspersonen","2011","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2011","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2011","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2011","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","726","0.0862190527494445","0.079016481692795","0.0934216238060939"
"Sonstige Nichterwerbspersonen","2011","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2011","Hessen","Westdeutschland, alte Bundeslaender","241","0.086384366377782","0.0741059772480664","0.0986627555074976"
"Sonstige Nichterwerbspersonen","2011","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2011","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","164","0.0888476513823966","0.0737149423534594","0.103980360411334"
"Sonstige Nichterwerbspersonen","2011","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2011","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","409","0.0637736681779129","0.0557983805543741","0.0717489558014518"
"Sonstige Nichterwerbspersonen","2011","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2011","Bayern","Westdeutschland, alte Bundeslaender","479","0.080264812277146","0.0723491945124733","0.0881804300418188"
"Sonstige Nichterwerbspersonen","2011","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2011","Saarland","Westdeutschland, alte Bundeslaender","35","0.104914950724723","0.06836245365291","0.141467447796536"
"Sonstige Nichterwerbspersonen","2011","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2011","Berlin","Westdeutschland, alte Bundeslaender","34","0.0539134176781391","0.0352079767089693","0.072618858647309"
"Sonstige Nichterwerbspersonen","2011","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2011","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2011","Brandenburg","Ostdeutschland, neue Bundeslaender","58","0.0297606300009068","0.01998196421065","0.0395392957911636"
"Sonstige Nichterwerbspersonen","2011","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2011","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","40","0.0551436957677242","0.0378726892443142","0.0724147022911341"
"Sonstige Nichterwerbspersonen","2011","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2011","Sachsen","Ostdeutschland, neue Bundeslaender","108","0.0286770257082646","0.0211024631583198","0.0362515882582095"
"Sonstige Nichterwerbspersonen","2011","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2011","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","54","0.023905756695797","0.0149556096408389","0.032855903750755"
"Sonstige Nichterwerbspersonen","2011","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2011","Thueringen","Ostdeutschland, neue Bundeslaender","43","0.0240645211284098","0.0150733728713822","0.0330556693854373"
"Beamte","2011","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","41","0.0408187651170375","0.0285425896236857","0.0530949406103894"
"Beamte","2011","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","2011","Hamburg","Westdeutschland, alte Bundeslaender","","","",""
"Beamte","2011","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","2011","Niedersachsen","Westdeutschland, alte Bundeslaender","129","0.0397630381511043","0.0323692544054138","0.0471568218967949"
"Beamte","2011","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","2011","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"Beamte","2011","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","2011","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","254","0.0377689568459557","0.0328771189671227","0.0426607947247887"
"Beamte","2011","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","2011","Hessen","Westdeutschland, alte Bundeslaender","96","0.0382438327958812","0.0298616862178483","0.0466259793739142"
"Beamte","2011","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","2011","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","67","0.0463999780686031","0.0352122933265502","0.0575876628106561"
"Beamte","2011","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","2011","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","144","0.0336774430160928","0.027789469559131","0.0395654164730545"
"Beamte","2011","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","2011","Bayern","Westdeutschland, alte Bundeslaender","184","0.0290498497552132","0.02415700734491","0.0339426921655164"
"Beamte","2011","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","2011","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"Beamte","2011","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","2011","Berlin","Westdeutschland, alte Bundeslaender","33","0.0541322731930306","0.0353910723991094","0.0728734739869518"
"Beamte","2011","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","2011","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"Beamte","2011","Brandenburg","Ostdeutschland, neue Bundeslaender","38","0.0357368312627953","0.025054281944414","0.0464193805811765"
"Beamte","2011","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"Beamte","2011","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","2011","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"Beamte","2011","Sachsen","Ostdeutschland, neue Bundeslaender","43","0.0120781632688574","0.00712057547957797","0.0170357510581369"
"Beamte","2011","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"Beamte","2011","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","30","0.0238555098554694","0.0149145436597932","0.0327964760511456"
"Beamte","2011","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"Beamte","2011","Thueringen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2012","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","173","0.140894454230742","0.119341775111212","0.162447133350272"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2012","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2012","Hamburg","Westdeutschland, alte Bundeslaender","45","0.109556552005776","0.0805695693422602","0.138543534669293"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2012","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2012","Niedersachsen","Westdeutschland, alte Bundeslaender","425","0.155618843084548","0.141770254727418","0.169467431441678"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2012","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2012","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2012","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2012","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","947","0.167125208856413","0.157406415374033","0.176844002338792"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2012","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2012","Hessen","Westdeutschland, alte Bundeslaender","276","0.148814009656327","0.133005196812438","0.164622822500217"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2012","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2012","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","210","0.156075121627976","0.136800836772379","0.175349406483572"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2012","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2012","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","534","0.169395389374169","0.15680374202842","0.181987036719919"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2012","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2012","Bayern","Westdeutschland, alte Bundeslaender","716","0.168154367494292","0.157182982771071","0.179125752217513"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2012","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2012","Saarland","Westdeutschland, alte Bundeslaender","40","0.140842018385673","0.0966481266785729","0.185035910092774"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2012","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2012","Berlin","Westdeutschland, alte Bundeslaender","55","0.110523641321577","0.0849404345129229","0.136106848130232"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2012","Berlin","Ostdeutschland, neue Bundeslaender","54","0.129626128170377","0.0995145623325304","0.159737694008223"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2012","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2012","Brandenburg","Ostdeutschland, neue Bundeslaender","141","0.115293378274359","0.0965303760435549","0.134056380505163"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2012","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2012","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","110","0.171434469116264","0.142483033677531","0.200385904554997"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2012","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2012","Sachsen","Ostdeutschland, neue Bundeslaender","266","0.118463686215198","0.103832618424557","0.133094754005838"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2012","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2012","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","153","0.127778381325734","0.107633534211764","0.147923228439704"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2012","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2012","Thueringen","Ostdeutschland, neue Bundeslaender","163","0.134359617137969","0.114215067404732","0.154504166871206"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2012","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","270","0.255890115957599","0.228858230128863","0.282922001786336"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2012","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2012","Hamburg","Westdeutschland, alte Bundeslaender","134","0.245834661562168","0.205873739188606","0.285795583935729"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2012","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2012","Niedersachsen","Westdeutschland, alte Bundeslaender","754","0.282324261198688","0.265127629848906","0.299520892548469"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2012","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2012","Bremen","Westdeutschland, alte Bundeslaender","66","0.270055073527979","0.208522608895696","0.331587538160263"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2012","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2012","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","1585","0.269096400529902","0.257543646996034","0.28064915406377"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2012","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2012","Hessen","Westdeutschland, alte Bundeslaender","627","0.314178612179088","0.293560023444764","0.334797200913412"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2012","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2012","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","381","0.270004602620954","0.24642669933785","0.293582505904057"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2012","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2012","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","1127","0.309728742216573","0.294207186794831","0.325250297638315"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2012","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2012","Bayern","Westdeutschland, alte Bundeslaender","1409","0.304712729571332","0.29121025288967","0.318215206252994"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2012","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2012","Saarland","Westdeutschland, alte Bundeslaender","69","0.330615283157394","0.270848625205506","0.390381941109281"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2012","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2012","Berlin","Westdeutschland, alte Bundeslaender","162","0.266503088179048","0.230427746570984","0.302578429787112"
