"beruf","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"Selbstständige/ManagerInnen","1999","Staedtischer Raum","weiblich","171","0.0391345092839962","0.0335228025710757","0.0447462159969167"
"Selbstständige/ManagerInnen","1999","Laendlicher Raum","männlich","187","0.081751205651413","0.0706286593891976","0.0928737519136284"
"Selbstständige/ManagerInnen","1999","Laendlicher Raum","weiblich","110","0.041848303953975","0.033960995272807","0.049735612635143"
"Sonstige Nichterwerbspersonen","1999","Staedtischer Raum","männlich","67","0.0138610364954484","0.0103563680022805","0.0173657049886162"
"Sonstige Nichterwerbspersonen","1999","Staedtischer Raum","weiblich","865","0.160778065844276","0.150148010296558","0.171408121391995"
"Sonstige Nichterwerbspersonen","1999","Laendlicher Raum","männlich","50","0.0206970989015373","0.0149175996440703","0.0264765981590043"
"Sonstige Nichterwerbspersonen","1999","Laendlicher Raum","weiblich","334","0.144979548949687","0.131111531025406","0.158847566873968"
"Angestellte, einfache Tätigkeiten","2000","Staedtischer Raum","männlich","1068","0.139155339464028","0.131315511963241","0.146995166964814"
"Angestellte, einfache Tätigkeiten","2000","Staedtischer Raum","weiblich","1433","0.16342259182096","0.155396604247816","0.171448579394104"
"Angestellte, einfache Tätigkeiten","2000","Laendlicher Raum","männlich","529","0.132807111255552","0.122386190394965","0.143228032116139"
"Angestellte, einfache Tätigkeiten","2000","Laendlicher Raum","weiblich","791","0.170173843138613","0.15899638260899","0.181351303668237"
"Angestellte, qualifizierte Tätigkeiten","2000","Staedtischer Raum","männlich","2610","0.345535219281059","0.334763538495776","0.356306900066342"
"Angestellte, qualifizierte Tätigkeiten","2000","Staedtischer Raum","weiblich","1805","0.213995306806684","0.205092969124299","0.222897644489068"
"Angestellte, qualifizierte Tätigkeiten","2000","Laendlicher Raum","männlich","1392","0.323994355393935","0.309623538301535","0.338365172486335"
"Angestellte, qualifizierte Tätigkeiten","2000","Laendlicher Raum","weiblich","940","0.200082977029474","0.188183422011773","0.211982532047175"
"Arbeitslose","2000","Staedtischer Raum","männlich","420","0.0485458915918694","0.0436777372569436","0.0534140459267952"
"Arbeitslose","2000","Staedtischer Raum","weiblich","358","0.0356796644995726","0.0316533247978185","0.0397060042013267"
"Arbeitslose","2000","Laendlicher Raum","männlich","298","0.0652846113901452","0.0576991380434615","0.072870084736829"
"Arbeitslose","2000","Laendlicher Raum","weiblich","333","0.0640760697312308","0.0567920453636596","0.0713600940988019"
"Beamte","2000","Staedtischer Raum","männlich","376","0.0471007213418371","0.0423019345732963","0.051899508110378"
"Beamte","2000","Staedtischer Raum","weiblich","210","0.0233697724275965","0.020090468323976","0.0266490765312171"
"Beamte","2000","Laendlicher Raum","männlich","192","0.0442287617852777","0.0379153088411139","0.0505422147294415"
"Beamte","2000","Laendlicher Raum","weiblich","65","0.0126090561487835","0.00929019532549613","0.0159279169720709"
"In Ausbildung","2000","Staedtischer Raum","männlich","620","0.073449390010309","0.0675402695374778","0.0793585104831402"
"In Ausbildung","2000","Staedtischer Raum","weiblich","600","0.0617896963684654","0.0565633582924864","0.0670160344444444"
"In Ausbildung","2000","Laendlicher Raum","männlich","345","0.0753097622025203","0.0672064727345618","0.0834130516704788"
"In Ausbildung","2000","Laendlicher Raum","weiblich","355","0.0677800192193809","0.0603032628584904","0.0752567755802715"
"In Rente oder Pension","2000","Staedtischer Raum","männlich","1541","0.230309129719977","0.22077221456032","0.239846044879635"
"In Rente oder Pension","2000","Staedtischer Raum","weiblich","1808","0.285032173551869","0.275233223100547","0.29483112400319"
"In Rente oder Pension","2000","Laendlicher Raum","männlich","864","0.243216669797322","0.230042597995013","0.256390741599631"
"In Rente oder Pension","2000","Laendlicher Raum","weiblich","1049","0.30480849869913","0.291116433940958","0.318500563457302"
"Selbstständige/ManagerInnen","2000","Staedtischer Raum","männlich","698","0.0970725848353788","0.0903665023456788","0.103778667325079"
"Selbstständige/ManagerInnen","2000","Staedtischer Raum","weiblich","326","0.0401085960929224","0.0358494832023461","0.0443677089834987"
"Selbstständige/ManagerInnen","2000","Laendlicher Raum","männlich","354","0.0905110403757164","0.0817008138928321","0.0993212668586007"
"Selbstständige/ManagerInnen","2000","Laendlicher Raum","weiblich","179","0.0405694009856622","0.0347011421445389","0.0464376598267854"
"Sonstige Nichterwerbspersonen","2000","Staedtischer Raum","männlich","154","0.0188317237555413","0.0157527147381237","0.0219107327729589"
"Sonstige Nichterwerbspersonen","2000","Staedtischer Raum","weiblich","1613","0.17660219843193","0.1683248302324","0.18487956663146"
"Sonstige Nichterwerbspersonen","2000","Laendlicher Raum","männlich","100","0.0246476877995317","0.0198865973756324","0.029408778223431"
"Sonstige Nichterwerbspersonen","2000","Laendlicher Raum","weiblich","630","0.139900135047725","0.129582344959495","0.150217925135956"
"Angestellte, einfache Tätigkeiten","2001","Staedtischer Raum","männlich","916","0.131206462346475","0.123179978056925","0.139232946636026"
"Angestellte, einfache Tätigkeiten","2001","Staedtischer Raum","weiblich","1320","0.16426944959857","0.155854162168233","0.172684737028908"
"Angestellte, einfache Tätigkeiten","2001","Laendlicher Raum","männlich","473","0.129527947598781","0.118727424886992","0.14032847031057"
"Angestellte, einfache Tätigkeiten","2001","Laendlicher Raum","weiblich","728","0.171824706175542","0.16002033445118","0.183629077899904"
"Angestellte, qualifizierte Tätigkeiten","2001","Staedtischer Raum","männlich","2435","0.349599900568794","0.338263755217488","0.3609360459201"
"Angestellte, qualifizierte Tätigkeiten","2001","Staedtischer Raum","weiblich","1678","0.21364451450059","0.204335306208896","0.222953722792284"
"Angestellte, qualifizierte Tätigkeiten","2001","Laendlicher Raum","männlich","1233","0.313792187913333","0.298866494759785","0.32871788106688"
"Angestellte, qualifizierte Tätigkeiten","2001","Laendlicher Raum","weiblich","864","0.20166423271047","0.189108381237255","0.214220084183686"
"Arbeitslose","2001","Staedtischer Raum","männlich","365","0.0521979111763886","0.0469101132668285","0.0574857090859486"
"Arbeitslose","2001","Staedtischer Raum","weiblich","325","0.0398265098801556","0.0353851251567458","0.0442678946035655"
"Arbeitslose","2001","Laendlicher Raum","männlich","302","0.0771581384709849","0.0685751183563823","0.0857411585855876"
"Arbeitslose","2001","Laendlicher Raum","weiblich","323","0.0684860972033081","0.0605823176909613","0.076389876715655"
"Beamte","2001","Staedtischer Raum","männlich","340","0.0475021747523975","0.0424453465555352","0.0525590029492599"
"Beamte","2001","Staedtischer Raum","weiblich","202","0.0258492700459893","0.0222451882735809","0.0294533518183978"
"Beamte","2001","Laendlicher Raum","männlich","180","0.0458330400791832","0.0391065712218157","0.0525595089365506"
"Beamte","2001","Laendlicher Raum","weiblich","58","0.0132699181650349","0.00968918265229551","0.0168506536777744"
"In Ausbildung","2001","Staedtischer Raum","männlich","541","0.0708718413199973","0.064771359666997","0.0769723229729977"
"In Ausbildung","2001","Staedtischer Raum","weiblich","600","0.0688796967941006","0.0631278683289381","0.0746315252592631"
"In Ausbildung","2001","Laendlicher Raum","männlich","327","0.0759434574407552","0.0674226633176557","0.0844642515638546"
"In Ausbildung","2001","Laendlicher Raum","weiblich","340","0.0696786324078639","0.0617114411287418","0.0776458236869859"
"In Rente oder Pension","2001","Staedtischer Raum","männlich","1446","0.232868492686401","0.222820490237514","0.242916495135288"
"In Rente oder Pension","2001","Staedtischer Raum","weiblich","1682","0.28842959914058","0.278140288843814","0.298718909437346"
"In Rente oder Pension","2001","Laendlicher Raum","männlich","818","0.253024866844366","0.239041225032074","0.267008508656658"
"In Rente oder Pension","2001","Laendlicher Raum","weiblich","979","0.315594388411015","0.30105117577293","0.3301376010491"
"Selbstständige/ManagerInnen","2001","Staedtischer Raum","männlich","618","0.0957171535536842","0.0887229786276318","0.102711328479737"
"Selbstständige/ManagerInnen","2001","Staedtischer Raum","weiblich","302","0.0401385141981868","0.0356804908032983","0.0445965375930754"
"Selbstständige/ManagerInnen","2001","Laendlicher Raum","männlich","307","0.0852780494888656","0.0762944828000523","0.0942616161776788"
"Selbstständige/ManagerInnen","2001","Laendlicher Raum","weiblich","135","0.0338631763037511","0.0282031024178389","0.0395232501896632"
"Sonstige Nichterwerbspersonen","2001","Staedtischer Raum","männlich","136","0.0200360635958618","0.0167048636284674","0.0233672635632563"
"Sonstige Nichterwerbspersonen","2001","Staedtischer Raum","weiblich","1338","0.158962445841827","0.150657967123535","0.167266924560118"
"Sonstige Nichterwerbspersonen","2001","Laendlicher Raum","männlich","73","0.0194423121637316","0.0150011549532553","0.0238834693742079"
"Sonstige Nichterwerbspersonen","2001","Laendlicher Raum","weiblich","496","0.125618848623015","0.115247941742521","0.135989755503509"
"Angestellte, einfache Tätigkeiten","2002","Staedtischer Raum","männlich","891","0.137096891263423","0.12921813422823","0.144975648298616"
"Angestellte, einfache Tätigkeiten","2002","Staedtischer Raum","weiblich","1331","0.174233154491248","0.165864103959201","0.182602205023295"
"Angestellte, einfache Tätigkeiten","2002","Laendlicher Raum","männlich","445","0.129275472920261","0.118587050588627","0.139963895251894"
"Angestellte, einfache Tätigkeiten","2002","Laendlicher Raum","weiblich","718","0.178488259803366","0.166609679458308","0.190366840148424"
"Angestellte, qualifizierte Tätigkeiten","2002","Staedtischer Raum","männlich","2454","0.328778866571974","0.318017990112983","0.339539743030965"
"Angestellte, qualifizierte Tätigkeiten","2002","Staedtischer Raum","weiblich","1833","0.202910858233706","0.19403749704549","0.211784219421922"
"Angestellte, qualifizierte Tätigkeiten","2002","Laendlicher Raum","männlich","1186","0.298433859482224","0.28385667979668","0.313011039167768"
"Angestellte, qualifizierte Tätigkeiten","2002","Laendlicher Raum","weiblich","910","0.197790697564819","0.185434080082141","0.210147315047497"
"Arbeitslose","2002","Staedtischer Raum","männlich","359","0.0554425636805607","0.0502005430560871","0.0606845843050344"
"Arbeitslose","2002","Staedtischer Raum","weiblich","354","0.0488145240589118","0.0440601953605504","0.0535688527572732"
"Arbeitslose","2002","Laendlicher Raum","männlich","317","0.0910889974348698","0.0819223866728057","0.100255608196934"
"Arbeitslose","2002","Laendlicher Raum","weiblich","280","0.0646339425242892","0.0570065876746357","0.0722612973739427"
"Beamte","2002","Staedtischer Raum","männlich","436","0.0417062486786773","0.0371268043901568","0.0462856929671979"
"Beamte","2002","Staedtischer Raum","weiblich","331","0.0241606556763652","0.0207727946292252","0.0275485167235052"
"Beamte","2002","Laendlicher Raum","männlich","211","0.0462946781527004","0.0396006461125025","0.0529887101928982"
"Beamte","2002","Laendlicher Raum","weiblich","102","0.0132238228583399","0.00968025573050981","0.0167673899861701"
"In Ausbildung","2002","Staedtischer Raum","männlich","596","0.073696800626989","0.0677118056972219","0.0796817955567561"
"In Ausbildung","2002","Staedtischer Raum","weiblich","655","0.0693461815295355","0.0637410291044022","0.0749513339546689"
"In Ausbildung","2002","Laendlicher Raum","männlich","365","0.0815996753477213","0.0728784927640012","0.0903208579314414"
"In Ausbildung","2002","Laendlicher Raum","weiblich","349","0.0753128134954607","0.0671265695820015","0.0834990574089198"
"In Rente oder Pension","2002","Staedtischer Raum","männlich","1564","0.248883158868334","0.238979073102354","0.258787244634314"
"In Rente oder Pension","2002","Staedtischer Raum","weiblich","1710","0.293431982554212","0.283385528996061","0.303478436112362"
"In Rente oder Pension","2002","Laendlicher Raum","männlich","826","0.250452675716704","0.236649547691945","0.264255803741462"
"In Rente oder Pension","2002","Laendlicher Raum","weiblich","977","0.309342706026416","0.295004194617999","0.323681217434834"
"Selbstständige/ManagerInnen","2002","Staedtischer Raum","männlich","867","0.0934808778972852","0.0868126142341187","0.100149141560452"
"Selbstständige/ManagerInnen","2002","Staedtischer Raum","weiblich","364","0.0351169487740547","0.0310555297825504","0.039178367765559"
"Selbstständige/ManagerInnen","2002","Laendlicher Raum","männlich","356","0.0815101789530911","0.0727933555761535","0.0902270023300287"
"Selbstständige/ManagerInnen","2002","Laendlicher Raum","weiblich","157","0.033508803912385","0.0279262716845697","0.0390913361402003"
"Sonstige Nichterwerbspersonen","2002","Staedtischer Raum","männlich","154","0.0209145924127573","0.0176366759668613","0.0241925088586534"
"Sonstige Nichterwerbspersonen","2002","Staedtischer Raum","weiblich","1313","0.151985694681967","0.144064603456062","0.159906785907872"
"Sonstige Nichterwerbspersonen","2002","Laendlicher Raum","männlich","79","0.0213444619924293","0.0167400658186466","0.025948858166212"
"Sonstige Nichterwerbspersonen","2002","Laendlicher Raum","weiblich","499","0.127698953814924","0.11734563253595","0.138052275093898"
"Angestellte, einfache Tätigkeiten","2003","Staedtischer Raum","männlich","827","0.1323185346058","0.124408564589028","0.140228504622573"
"Angestellte, einfache Tätigkeiten","2003","Staedtischer Raum","weiblich","1293","0.170564006885701","0.162124977523388","0.179003036248014"
"Angestellte, einfache Tätigkeiten","2003","Laendlicher Raum","männlich","374","0.11437919230553","0.104008416917297","0.124749967693763"
"Angestellte, einfache Tätigkeiten","2003","Laendlicher Raum","weiblich","696","0.180359802752842","0.168197367665789","0.192522237839894"
"Angestellte, qualifizierte Tätigkeiten","2003","Staedtischer Raum","männlich","2325","0.323197615143132","0.312279457775808","0.334115772510456"
"Angestellte, qualifizierte Tätigkeiten","2003","Staedtischer Raum","weiblich","1760","0.207052774619109","0.197961599290395","0.216143949947823"
"Angestellte, qualifizierte Tätigkeiten","2003","Laendlicher Raum","männlich","1170","0.308805684160359","0.293751524018227","0.323859844302491"
"Angestellte, qualifizierte Tätigkeiten","2003","Laendlicher Raum","weiblich","868","0.196240653986777","0.183677561870389","0.208803746103165"
"Arbeitslose","2003","Staedtischer Raum","männlich","422","0.0665668286506958","0.0607477411939793","0.0723859161074124"
"Arbeitslose","2003","Staedtischer Raum","weiblich","370","0.0509848036416719","0.0460494949363318","0.055920112347012"
"Arbeitslose","2003","Laendlicher Raum","männlich","313","0.0981819437651751","0.0884860223717716","0.107877865158579"
"Arbeitslose","2003","Laendlicher Raum","weiblich","299","0.0718316951308301","0.0636637942353819","0.0799995960262783"
"Beamte","2003","Staedtischer Raum","männlich","398","0.0424289107430656","0.0377234647871853","0.0471343566989459"
"Beamte","2003","Staedtischer Raum","weiblich","315","0.0251014904086945","0.021591654428052","0.0286113263893371"
"Beamte","2003","Laendlicher Raum","männlich","194","0.0456979813294191","0.0388933399945717","0.0525026226642665"
"Beamte","2003","Laendlicher Raum","weiblich","91","0.0122907258518976","0.00880540819367623","0.015776043510119"
"In Ausbildung","2003","Staedtischer Raum","männlich","604","0.0778416912968005","0.0715871824770308","0.0840962001165702"
"In Ausbildung","2003","Staedtischer Raum","weiblich","615","0.064656481700691","0.0591388975039022","0.0701740658974797"
"In Ausbildung","2003","Laendlicher Raum","männlich","336","0.0749885090133511","0.066406583653469","0.0835704343732331"
"In Ausbildung","2003","Laendlicher Raum","weiblich","342","0.0720013469654694","0.0638245536842608","0.080178140246678"
"In Rente oder Pension","2003","Staedtischer Raum","männlich","1571","0.252868514930935","0.242721688441866","0.263015341420005"
"In Rente oder Pension","2003","Staedtischer Raum","weiblich","1704","0.295494203088864","0.285257169400993","0.305731236776735"
"In Rente oder Pension","2003","Laendlicher Raum","männlich","825","0.255754606812672","0.241538403695541","0.269970809929803"
"In Rente oder Pension","2003","Laendlicher Raum","weiblich","963","0.31637654009909","0.301665287584291","0.33108779261389"
"Selbstständige/ManagerInnen","2003","Staedtischer Raum","männlich","771","0.0879599273876953","0.0813479139569426","0.094571940818448"
"Selbstständige/ManagerInnen","2003","Staedtischer Raum","weiblich","335","0.033994116515419","0.0299282873271098","0.0380599457037282"
"Selbstständige/ManagerInnen","2003","Laendlicher Raum","männlich","340","0.0835297747278247","0.0745141952809017","0.0925453541747476"
"Selbstständige/ManagerInnen","2003","Laendlicher Raum","weiblich","148","0.0338867418866242","0.0281631591734757","0.0396103245997727"
"Sonstige Nichterwerbspersonen","2003","Staedtischer Raum","männlich","131","0.0168179772418753","0.0138161328174615","0.019819821666289"
"Sonstige Nichterwerbspersonen","2003","Staedtischer Raum","weiblich","1239","0.15215212313985","0.144093602154958","0.160210644124742"
"Sonstige Nichterwerbspersonen","2003","Laendlicher Raum","männlich","66","0.0186623078856684","0.0142526415946236","0.0230719741767133"
"Sonstige Nichterwerbspersonen","2003","Laendlicher Raum","weiblich","432","0.11701249332647","0.106844566056163","0.127180420596776"
"Angestellte, einfache Tätigkeiten","2004","Staedtischer Raum","männlich","789","0.12714259086179","0.119250745902015","0.135034435821565"
"Angestellte, einfache Tätigkeiten","2004","Staedtischer Raum","weiblich","1267","0.174986697111086","0.166361155205805","0.183612239016368"
"Angestellte, einfache Tätigkeiten","2004","Laendlicher Raum","männlich","405","0.123502629534335","0.112642866520606","0.134362392548065"
"Angestellte, einfache Tätigkeiten","2004","Laendlicher Raum","weiblich","695","0.188371232702022","0.175873242659235","0.200869222744809"
"Angestellte, qualifizierte Tätigkeiten","2004","Staedtischer Raum","männlich","2197","0.316778078377758","0.305757108356569","0.327799048398948"
"Angestellte, qualifizierte Tätigkeiten","2004","Staedtischer Raum","weiblich","1696","0.203473843100102","0.194334652983368","0.212613033216836"
"Angestellte, qualifizierte Tätigkeiten","2004","Laendlicher Raum","männlich","1080","0.281410985971107","0.266568120623931","0.296253851318283"
"Angestellte, qualifizierte Tätigkeiten","2004","Laendlicher Raum","weiblich","829","0.183391556226243","0.17102209539785","0.195761017054635"
"Arbeitslose","2004","Staedtischer Raum","männlich","417","0.0690244062786213","0.0630191457612354","0.0750296667960072"
"Arbeitslose","2004","Staedtischer Raum","weiblich","379","0.0536177152594705","0.0485039492762342","0.0587314812427069"
"Arbeitslose","2004","Laendlicher Raum","männlich","308","0.104053309460347","0.0939752719448267","0.114131346975867"
"Arbeitslose","2004","Laendlicher Raum","weiblich","286","0.0743344300913422","0.0659499481852134","0.0827189119974709"
"Beamte","2004","Staedtischer Raum","männlich","381","0.0417168645282024","0.0369802928163715","0.0464534362400333"
"Beamte","2004","Staedtischer Raum","weiblich","302","0.0233172916160897","0.0198914348733657","0.0267431483588137"
"Beamte","2004","Laendlicher Raum","männlich","186","0.0453364271275885","0.038469605624883","0.052203248630294"
"Beamte","2004","Laendlicher Raum","weiblich","82","0.0118027172070233","0.00835074733188958","0.0152546870821571"
"In Ausbildung","2004","Staedtischer Raum","männlich","634","0.0855502941788737","0.0789242850377701","0.0921763033199773"
"In Ausbildung","2004","Staedtischer Raum","weiblich","644","0.0710417920515947","0.0652099139324635","0.0768736701707259"
"In Ausbildung","2004","Laendlicher Raum","männlich","322","0.0738692396012616","0.0652359779027077","0.0825025012998155"
"In Ausbildung","2004","Laendlicher Raum","weiblich","341","0.0755841844105037","0.0671352231718102","0.0840331456491971"
"In Rente oder Pension","2004","Staedtischer Raum","männlich","1525","0.249508081224323","0.239256834572431","0.259759327876216"
"In Rente oder Pension","2004","Staedtischer Raum","weiblich","1685","0.2968130027297","0.286441772532976","0.307184232926424"
"In Rente oder Pension","2004","Laendlicher Raum","männlich","824","0.26320578066879","0.248670355032668","0.277741206304911"
"In Rente oder Pension","2004","Laendlicher Raum","weiblich","961","0.321824047705934","0.306891476033696","0.336756619378173"
"Selbstständige/ManagerInnen","2004","Staedtischer Raum","männlich","802","0.095777350006393","0.0888057820688509","0.102748917943935"
"Selbstständige/ManagerInnen","2004","Staedtischer Raum","weiblich","338","0.0363599458035317","0.0321105965017221","0.0406092951053414"
"Selbstständige/ManagerInnen","2004","Laendlicher Raum","männlich","336","0.0862787015501196","0.0770111371749175","0.0955462659253217"
"Selbstständige/ManagerInnen","2004","Laendlicher Raum","weiblich","152","0.0334221407510038","0.0276771448669026","0.039167136635105"
"Sonstige Nichterwerbspersonen","2004","Staedtischer Raum","männlich","100","0.0145023345440381","0.0116702375414302","0.017334431546646"
"Sonstige Nichterwerbspersonen","2004","Staedtischer Raum","weiblich","1143","0.140389712328425","0.132503438709868","0.148275985946982"
"Sonstige Nichterwerbspersonen","2004","Laendlicher Raum","männlich","65","0.0223429260864509","0.0174646066492586","0.0272212455236433"
"Sonstige Nichterwerbspersonen","2004","Laendlicher Raum","weiblich","414","0.111269690905928","0.10121826663099","0.121321115180866"
"Angestellte, einfache Tätigkeiten","2005","Staedtischer Raum","männlich","737","0.132135709673493","0.123927250486823","0.140344168860163"
"Angestellte, einfache Tätigkeiten","2005","Staedtischer Raum","weiblich","1207","0.179362351782664","0.170482625207192","0.188242078358135"
"Angestellte, einfache Tätigkeiten","2005","Laendlicher Raum","männlich","344","0.121012259142296","0.109971417536736","0.132053100747855"
"Angestellte, einfache Tätigkeiten","2005","Laendlicher Raum","weiblich","654","0.186616468672154","0.173917847976852","0.199315089367456"
"Angestellte, qualifizierte Tätigkeiten","2005","Staedtischer Raum","männlich","2146","0.322805494774259","0.31147228819653","0.334138701351988"
"Angestellte, qualifizierte Tätigkeiten","2005","Staedtischer Raum","weiblich","1614","0.207860674339864","0.198468953331835","0.217252395347893"
"Angestellte, qualifizierte Tätigkeiten","2005","Laendlicher Raum","männlich","1036","0.28819738117566","0.272864601615937","0.303530160735383"
"Angestellte, qualifizierte Tätigkeiten","2005","Laendlicher Raum","weiblich","810","0.186498115979917","0.173802599133724","0.19919363282611"
"Arbeitslose","2005","Staedtischer Raum","männlich","402","0.0723595466003612","0.0660794924121838","0.0786396007885386"
"Arbeitslose","2005","Staedtischer Raum","weiblich","355","0.0548609426965294","0.0495906138040605","0.0601312715889983"
"Arbeitslose","2005","Laendlicher Raum","männlich","303","0.101541128302607","0.0913160609076225","0.111766195697592"
"Arbeitslose","2005","Laendlicher Raum","weiblich","268","0.0712905764916661","0.0629039004100183","0.0796772525733139"
"Beamte","2005","Staedtischer Raum","männlich","370","0.0424668242058191","0.0375788664926164","0.0473547819190218"
"Beamte","2005","Staedtischer Raum","weiblich","293","0.0254665507310419","0.0218203408115919","0.0291127606504919"
"Beamte","2005","Laendlicher Raum","männlich","171","0.0479293956996612","0.0406978415776472","0.0551609498216752"
"Beamte","2005","Laendlicher Raum","weiblich","82","0.0141275526512604","0.0102809465860205","0.0179741587165003"
"In Ausbildung","2005","Staedtischer Raum","männlich","593","0.0851397827148799","0.0783747597846578","0.091904805645102"
"In Ausbildung","2005","Staedtischer Raum","weiblich","625","0.0746948341620579","0.0686100383824116","0.0807796299417042"
"In Ausbildung","2005","Laendlicher Raum","männlich","306","0.0833429704665405","0.0739860268970547","0.0926999140360264"
"In Ausbildung","2005","Laendlicher Raum","weiblich","311","0.0767691505273023","0.0680918947031883","0.0854464063514163"
"In Rente oder Pension","2005","Staedtischer Raum","männlich","1502","0.242362675904217","0.231975698590246","0.252749653218188"
"In Rente oder Pension","2005","Staedtischer Raum","weiblich","1686","0.288636572867276","0.278148886869212","0.299124258865339"
"In Rente oder Pension","2005","Laendlicher Raum","männlich","816","0.255466727018097","0.240702683605898","0.270230770430296"
"In Rente oder Pension","2005","Laendlicher Raum","weiblich","942","0.306652711709203","0.291623621351032","0.321681802067374"
"Selbstständige/ManagerInnen","2005","Staedtischer Raum","männlich","690","0.0880722520325101","0.0812027477449978","0.0949417563200224"
"Selbstständige/ManagerInnen","2005","Staedtischer Raum","weiblich","328","0.0332449006409848","0.0290955609993391","0.0373942402826304"
"Selbstständige/ManagerInnen","2005","Laendlicher Raum","männlich","318","0.0835426344003822","0.0741755096953822","0.0929097591053822"
"Selbstständige/ManagerInnen","2005","Laendlicher Raum","weiblich","167","0.0410640739399363","0.0345962276308506","0.047531920249022"
"Sonstige Nichterwerbspersonen","2005","Staedtischer Raum","männlich","98","0.0146577140944609","0.011744634731816","0.0175707934571059"
"Sonstige Nichterwerbspersonen","2005","Staedtischer Raum","weiblich","1063","0.135873172779583","0.127942430588666","0.143803914970499"
"Sonstige Nichterwerbspersonen","2005","Laendlicher Raum","männlich","58","0.0189675037947565","0.0143496213557277","0.0235853862337853"
"Sonstige Nichterwerbspersonen","2005","Laendlicher Raum","weiblich","382","0.116981350028561","0.106505792823863","0.12745690723326"
"Angestellte, einfache Tätigkeiten","2006","Staedtischer Raum","männlich","711","0.120160456786945","0.112505677635763","0.127815235938127"
"Angestellte, einfache Tätigkeiten","2006","Staedtischer Raum","weiblich","1212","0.169449655937229","0.161034244766639","0.177865067107818"
"Angestellte, einfache Tätigkeiten","2006","Laendlicher Raum","männlich","397","0.125889827912845","0.115166273823588","0.136613382002102"
"Angestellte, einfache Tätigkeiten","2006","Laendlicher Raum","weiblich","680","0.17467032606633","0.162880382626646","0.186460269506014"
"Angestellte, qualifizierte Tätigkeiten","2006","Staedtischer Raum","männlich","2235","0.328845988478581","0.317785927766698","0.339906049190464"
"Angestellte, qualifizierte Tätigkeiten","2006","Staedtischer Raum","weiblich","1755","0.205766584367216","0.196698124924258","0.214835043810175"
"Angestellte, qualifizierte Tätigkeiten","2006","Laendlicher Raum","männlich","1085","0.285142013737111","0.270547123520864","0.299736903953357"
"Angestellte, qualifizierte Tätigkeiten","2006","Laendlicher Raum","weiblich","907","0.196629394485479","0.184287818663306","0.208970970307653"
"Arbeitslose","2006","Staedtischer Raum","männlich","411","0.0702612975299566","0.064244177438216","0.0762784176216973"
"Arbeitslose","2006","Staedtischer Raum","weiblich","411","0.0617360990063878","0.0563372136082881","0.0671349844044875"
"Arbeitslose","2006","Laendlicher Raum","männlich","318","0.0944308640606298","0.0849776797047496","0.10388404841651"
"Arbeitslose","2006","Laendlicher Raum","weiblich","291","0.0729718531595819","0.0648955507150567","0.081048155604107"
"Beamte","2006","Staedtischer Raum","männlich","382","0.0413140885013311","0.0366287885236661","0.045999388478996"
"Beamte","2006","Staedtischer Raum","weiblich","293","0.0248675256436939","0.0213743525177951","0.0283606987695928"
"Beamte","2006","Laendlicher Raum","männlich","178","0.0499070424146411","0.0428678261866101","0.0569462586426721"
"Beamte","2006","Laendlicher Raum","weiblich","91","0.014866338966868","0.0111085012507808","0.0186241766829552"
"In Ausbildung","2006","Staedtischer Raum","männlich","487","0.0719430322987411","0.0658598360295303","0.0780262285679519"
"In Ausbildung","2006","Staedtischer Raum","weiblich","530","0.064173066528552","0.0586758077730287","0.0696703252840754"
"In Ausbildung","2006","Laendlicher Raum","männlich","264","0.0628078823019741","0.0549648910868354","0.0706508735171128"
"In Ausbildung","2006","Laendlicher Raum","weiblich","275","0.0607922402526409","0.0533724208267549","0.0682120596785269"
"In Rente oder Pension","2006","Staedtischer Raum","männlich","1718","0.243088775483966","0.232990317395408","0.253187233572525"
"In Rente oder Pension","2006","Staedtischer Raum","weiblich","1882","0.293266044012033","0.283053571921336","0.30347851610273"
"In Rente oder Pension","2006","Laendlicher Raum","männlich","949","0.256916861372507","0.242792287740399","0.271041435004614"
"In Rente oder Pension","2006","Laendlicher Raum","weiblich","1079","0.309837525957418","0.295478297503053","0.324196754411782"
"Selbstständige/ManagerInnen","2006","Staedtischer Raum","männlich","769","0.091879545190003","0.0850791948230604","0.0986798955569457"
"Selbstständige/ManagerInnen","2006","Staedtischer Raum","weiblich","377","0.0396175897258915","0.03524198445403","0.0439931949977531"
"Selbstständige/ManagerInnen","2006","Laendlicher Raum","männlich","362","0.0905887435083112","0.0813102467495836","0.0998672402670387"
"Selbstständige/ManagerInnen","2006","Laendlicher Raum","weiblich","189","0.0424848869128813","0.0362219436386221","0.0487478301871404"
"Sonstige Nichterwerbspersonen","2006","Staedtischer Raum","männlich","218","0.0325068157304759","0.0283317692635461","0.0366818621974057"
"Sonstige Nichterwerbspersonen","2006","Staedtischer Raum","weiblich","1174","0.141123434778997","0.133313687889927","0.148933181668067"
"Sonstige Nichterwerbspersonen","2006","Laendlicher Raum","männlich","123","0.0343167646919813","0.0284319762576078","0.0402015531263548"
"Sonstige Nichterwerbspersonen","2006","Laendlicher Raum","weiblich","472","0.127747434198801","0.117382044202212","0.13811282419539"
"Angestellte, einfache Tätigkeiten","2007","Staedtischer Raum","männlich","734","0.132333014157453","0.124064803167459","0.140601225147448"
