"beruf","year","bildungsniveau","regtyp","n","percent","lower_confidence","upper_confidence"
"Angestellte, einfache Tätigkeiten","1994","(noch) kein Abschluss","Staedtischer Raum","185","0.218800770568228","0.187680843481323","0.249920697655132"
"Angestellte, einfache Tätigkeiten","1994","(noch) kein Abschluss","Laendlicher Raum","36","0.137885849069581","0.0860576800876539","0.189714018051508"
"Angestellte, einfache Tätigkeiten","1994","Hauptschule","Staedtischer Raum","964","0.18908145062519","0.177054451302075","0.201108449948306"
"Angestellte, einfache Tätigkeiten","1994","Hauptschule","Laendlicher Raum","383","0.16426471498779","0.14812699822477","0.180402431750811"
"Angestellte, einfache Tätigkeiten","1994","Realschule","Staedtischer Raum","233","0.111902473371694","0.0970344890173456","0.126770457726043"
"Angestellte, einfache Tätigkeiten","1994","Realschule","Laendlicher Raum","224","0.138839834115025","0.120179272827355","0.157500395402695"
"Angestellte, einfache Tätigkeiten","1994","(Fach-)Abitur","Staedtischer Raum","90","0.105477418600513","0.0827387787796476","0.128216058421379"
"Angestellte, einfache Tätigkeiten","1994","(Fach-)Abitur","Laendlicher Raum","","","",""
"Angestellte, einfache Tätigkeiten","1994","AkademikerIn","Staedtischer Raum","39","0.0274696257353142","0.017497535478224","0.0374417159924043"
"Angestellte, einfache Tätigkeiten","1994","AkademikerIn","Laendlicher Raum","40","0.0530199005811528","0.0353964002223328","0.0706434009399728"
"Angestellte, qualifizierte Tätigkeiten","1994","(noch) kein Abschluss","Staedtischer Raum","44","0.0529229511180957","0.0360710878400408","0.0697748143961507"
"Angestellte, qualifizierte Tätigkeiten","1994","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1994","Hauptschule","Staedtischer Raum","926","0.21466786479943","0.202056722995814","0.227279006603045"
"Angestellte, qualifizierte Tätigkeiten","1994","Hauptschule","Laendlicher Raum","394","0.171716429053448","0.155290459061968","0.188142399044928"
"Angestellte, qualifizierte Tätigkeiten","1994","Realschule","Staedtischer Raum","687","0.38957560236386","0.366576348905322","0.412574855822398"
"Angestellte, qualifizierte Tätigkeiten","1994","Realschule","Laendlicher Raum","510","0.364641898929228","0.33866613887936","0.390617658979097"
"Angestellte, qualifizierte Tätigkeiten","1994","(Fach-)Abitur","Staedtischer Raum","184","0.281074705369019","0.247797883179379","0.31435152755866"
"Angestellte, qualifizierte Tätigkeiten","1994","(Fach-)Abitur","Laendlicher Raum","64","0.317476174814505","0.255683880340756","0.379268469288254"
"Angestellte, qualifizierte Tätigkeiten","1994","AkademikerIn","Staedtischer Raum","499","0.42510523447369","0.394943893534368","0.455266575413012"
"Angestellte, qualifizierte Tätigkeiten","1994","AkademikerIn","Laendlicher Raum","291","0.38405802077441","0.345804570475145","0.422311471073676"
"Selbstständige/ManagerInnen","1994","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1994","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1994","Hauptschule","Staedtischer Raum","165","0.0396689272731866","0.0336740551277248","0.0456637994186483"
"Selbstständige/ManagerInnen","1994","Hauptschule","Laendlicher Raum","84","0.0438417982204669","0.0349242670910691","0.0527593293498647"
"Selbstständige/ManagerInnen","1994","Realschule","Staedtischer Raum","93","0.0502679008227043","0.0399629041636601","0.0605728974817484"
"Selbstständige/ManagerInnen","1994","Realschule","Laendlicher Raum","74","0.0590403456376495","0.0463203887259723","0.0717603025493266"
"Selbstständige/ManagerInnen","1994","(Fach-)Abitur","Staedtischer Raum","55","0.0945153560565624","0.0728592278331568","0.116171484279968"
"Selbstständige/ManagerInnen","1994","(Fach-)Abitur","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1994","AkademikerIn","Staedtischer Raum","125","0.13639850456242","0.115458839068358","0.157338170056482"
"Selbstständige/ManagerInnen","1994","AkademikerIn","Laendlicher Raum","76","0.125259827161563","0.0992254176975714","0.151294236625554"
"In Ausbildung","1994","(noch) kein Abschluss","Staedtischer Raum","177","0.391734645492699","0.35499154709508","0.428477743890318"
"In Ausbildung","1994","(noch) kein Abschluss","Laendlicher Raum","74","0.476276935541666","0.401200394424903","0.551353476658428"
"In Ausbildung","1994","Hauptschule","Staedtischer Raum","115","0.020039067462852","0.0157349180271325","0.0243432168985715"
"In Ausbildung","1994","Hauptschule","Laendlicher Raum","60","0.0237121982479122","0.0170852982437813","0.030339098252043"
"In Ausbildung","1994","Realschule","Staedtischer Raum","164","0.0748081254306114","0.0624003988900955","0.0872158519711273"
"In Ausbildung","1994","Realschule","Laendlicher Raum","131","0.0807693426438753","0.0660644716947873","0.0954742135929633"
"In Ausbildung","1994","(Fach-)Abitur","Staedtischer Raum","186","0.242962919282549","0.211214825334521","0.274711013230578"
"In Ausbildung","1994","(Fach-)Abitur","Laendlicher Raum","78","0.265305194145779","0.206698637555003","0.323911750736556"
"In Ausbildung","1994","AkademikerIn","Staedtischer Raum","","","",""
"In Ausbildung","1994","AkademikerIn","Laendlicher Raum","","","",""
"In Rente oder Pension","1994","(noch) kein Abschluss","Staedtischer Raum","78","0.103613515890759","0.0806737437783195","0.126553288003199"
"In Rente oder Pension","1994","(noch) kein Abschluss","Laendlicher Raum","","","",""
"In Rente oder Pension","1994","Hauptschule","Staedtischer Raum","1003","0.341704979183703","0.327137642929228","0.356272315438177"
"In Rente oder Pension","1994","Hauptschule","Laendlicher Raum","666","0.390234250246323","0.368988122785808","0.411480377706837"
"In Rente oder Pension","1994","Realschule","Staedtischer Raum","188","0.177146789742635","0.159140271333086","0.195153308152183"
"In Rente oder Pension","1994","Realschule","Laendlicher Raum","67","0.103936190767886","0.087466761104105","0.120405620431668"
"In Rente oder Pension","1994","(Fach-)Abitur","Staedtischer Raum","43","0.0863767867219073","0.0655812005345902","0.107172372909224"
"In Rente oder Pension","1994","(Fach-)Abitur","Laendlicher Raum","","","",""
"In Rente oder Pension","1994","AkademikerIn","Staedtischer Raum","118","0.137855007553661","0.116821598373919","0.158888416733404"
"In Rente oder Pension","1994","AkademikerIn","Laendlicher Raum","91","0.193184189362967","0.162133211545316","0.224235167180618"
"Arbeitslose","1994","(noch) kein Abschluss","Staedtischer Raum","56","0.0582409971345048","0.040612408835196","0.0758695854338136"
"Arbeitslose","1994","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Arbeitslose","1994","Hauptschule","Staedtischer Raum","312","0.0625862975077424","0.0551466992301729","0.0700258957853118"
"Arbeitslose","1994","Hauptschule","Laendlicher Raum","225","0.0925985027229194","0.0799733306724178","0.105223674773421"
"Arbeitslose","1994","Realschule","Staedtischer Raum","86","0.0372441072493212","0.0283133394200852","0.0461748750785572"
"Arbeitslose","1994","Realschule","Laendlicher Raum","179","0.123559375034685","0.105800117929792","0.141318632139578"
"Arbeitslose","1994","(Fach-)Abitur","Staedtischer Raum","35","0.0405097052419321","0.0259152154629735","0.0551041950208906"
"Arbeitslose","1994","(Fach-)Abitur","Laendlicher Raum","","","",""
"Arbeitslose","1994","AkademikerIn","Staedtischer Raum","54","0.0515406158111027","0.0380512226455929","0.0650300089766126"
"Arbeitslose","1994","AkademikerIn","Laendlicher Raum","43","0.066413416820776","0.0468291415900131","0.085997692051539"
"Sonstige Nichterwerbspersonen","1994","(noch) kein Abschluss","Staedtischer Raum","127","0.164081388369498","0.136204461063258","0.191958315675738"
"Sonstige Nichterwerbspersonen","1994","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1994","Hauptschule","Staedtischer Raum","540","0.118451900423153","0.108526724129655","0.128377076716652"
"Sonstige Nichterwerbspersonen","1994","Hauptschule","Laendlicher Raum","180","0.0963796523193274","0.0835261566435091","0.109233147995146"
"Sonstige Nichterwerbspersonen","1994","Realschule","Staedtischer Raum","198","0.112121445576894","0.097240756254901","0.127002134898886"
"Sonstige Nichterwerbspersonen","1994","Realschule","Laendlicher Raum","93","0.0810274202173347","0.0663011428611805","0.095753697573489"
"Sonstige Nichterwerbspersonen","1994","(Fach-)Abitur","Staedtischer Raum","73","0.0928421157512137","0.071358714685294","0.114325516817133"
"Sonstige Nichterwerbspersonen","1994","(Fach-)Abitur","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1994","AkademikerIn","Staedtischer Raum","47","0.0483562680028087","0.0352683120099531","0.0614442239956642"
"Sonstige Nichterwerbspersonen","1994","AkademikerIn","Laendlicher Raum","","","",""
"Beamte","1994","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Beamte","1994","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Beamte","1994","Hauptschule","Staedtischer Raum","47","0.0137995127247433","0.010216414709678","0.0173826107398086"
"Beamte","1994","Hauptschule","Laendlicher Raum","33","0.0172524542018129","0.0115811622766855","0.0229237461269403"
"Beamte","1994","Realschule","Staedtischer Raum","78","0.0469335554422807","0.0369587314887573","0.0569083793958041"
"Beamte","1994","Realschule","Laendlicher Raum","41","0.0481855926543159","0.0366281849781062","0.0597430003305257"
"Beamte","1994","(Fach-)Abitur","Staedtischer Raum","35","0.0562409929763024","0.0391862127738988","0.0732957731787061"
"Beamte","1994","(Fach-)Abitur","Laendlicher Raum","","","",""
"Beamte","1994","AkademikerIn","Staedtischer Raum","126","0.150766990853555","0.128935931564984","0.172598050142127"
"Beamte","1994","AkademikerIn","Laendlicher Raum","44","0.109006882193868","0.0844955777172099","0.133518186670526"
"Angestellte, einfache Tätigkeiten","1995","(noch) kein Abschluss","Staedtischer Raum","176","0.202344294121269","0.172454592817718","0.23223399542482"
"Angestellte, einfache Tätigkeiten","1995","(noch) kein Abschluss","Laendlicher Raum","32","0.135317898261403","0.0860268466904201","0.184608949832385"
"Angestellte, einfache Tätigkeiten","1995","Hauptschule","Staedtischer Raum","1016","0.191823030543134","0.179750383076774","0.203895678009495"
"Angestellte, einfache Tätigkeiten","1995","Hauptschule","Laendlicher Raum","414","0.171916273804029","0.155527184419821","0.188305363188238"
"Angestellte, einfache Tätigkeiten","1995","Realschule","Staedtischer Raum","229","0.0986894089441533","0.0847160254633567","0.11266279242495"
"Angestellte, einfache Tätigkeiten","1995","Realschule","Laendlicher Raum","267","0.162100140089655","0.142541950132822","0.181658330046488"
"Angestellte, einfache Tätigkeiten","1995","(Fach-)Abitur","Staedtischer Raum","122","0.125496402062034","0.102611630131539","0.14838117399253"
"Angestellte, einfache Tätigkeiten","1995","(Fach-)Abitur","Laendlicher Raum","30","0.0890945224541496","0.0538514803059785","0.124337564602321"
"Angestellte, einfache Tätigkeiten","1995","AkademikerIn","Staedtischer Raum","60","0.0455479157447359","0.0332152136592862","0.0578806178301857"
"Angestellte, einfache Tätigkeiten","1995","AkademikerIn","Laendlicher Raum","48","0.0651929213491753","0.0462729517464675","0.0841128909518832"
"Angestellte, qualifizierte Tätigkeiten","1995","(noch) kein Abschluss","Staedtischer Raum","39","0.0424776376251655","0.027473086890226","0.0574821883601049"
"Angestellte, qualifizierte Tätigkeiten","1995","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1995","Hauptschule","Staedtischer Raum","911","0.211877961280321","0.199348322850784","0.224407599709858"
"Angestellte, qualifizierte Tätigkeiten","1995","Hauptschule","Laendlicher Raum","373","0.157391178497862","0.141572784134568","0.173209572861156"
"Angestellte, qualifizierte Tätigkeiten","1995","Realschule","Staedtischer Raum","709","0.390674779322485","0.367815563307202","0.413533995337768"
"Angestellte, qualifizierte Tätigkeiten","1995","Realschule","Laendlicher Raum","547","0.396994327039512","0.371029002497424","0.422959651581601"
"Angestellte, qualifizierte Tätigkeiten","1995","(Fach-)Abitur","Staedtischer Raum","212","0.270264587389127","0.239586559778577","0.300942614999676"
"Angestellte, qualifizierte Tätigkeiten","1995","(Fach-)Abitur","Laendlicher Raum","66","0.298004519819019","0.241421018996241","0.354588020641797"
"Angestellte, qualifizierte Tätigkeiten","1995","AkademikerIn","Staedtischer Raum","511","0.405606748554237","0.376564085114706","0.434649411993769"
"Angestellte, qualifizierte Tätigkeiten","1995","AkademikerIn","Laendlicher Raum","318","0.401090688377604","0.363527621856705","0.438653754898503"
"Selbstständige/ManagerInnen","1995","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1995","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1995","Hauptschule","Staedtischer Raum","155","0.0361706565154091","0.0304456342811704","0.0418956787496477"
"Selbstständige/ManagerInnen","1995","Hauptschule","Laendlicher Raum","97","0.05012454070498","0.040646518080823","0.0596025633291371"
"Selbstständige/ManagerInnen","1995","Realschule","Staedtischer Raum","96","0.0499049905137268","0.0397030080234543","0.0601069730039993"
"Selbstständige/ManagerInnen","1995","Realschule","Laendlicher Raum","73","0.0552615077924615","0.0431357726947946","0.0673872428901284"
"Selbstständige/ManagerInnen","1995","(Fach-)Abitur","Staedtischer Raum","44","0.0716236718834977","0.0538105323053311","0.0894368114616642"
"Selbstständige/ManagerInnen","1995","(Fach-)Abitur","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1995","AkademikerIn","Staedtischer Raum","130","0.131136726126987","0.111171013783484","0.15110243847049"
"Selbstständige/ManagerInnen","1995","AkademikerIn","Laendlicher Raum","73","0.106248767954394","0.0826315088111364","0.129866027097651"
"In Ausbildung","1995","(noch) kein Abschluss","Staedtischer Raum","198","0.435055662019751","0.39817118767315","0.471940136366353"
"In Ausbildung","1995","(noch) kein Abschluss","Laendlicher Raum","87","0.529766819779493","0.457844905346863","0.601688734212123"
"In Ausbildung","1995","Hauptschule","Staedtischer Raum","112","0.0201688296978187","0.0158584563881333","0.0244792030075042"
"In Ausbildung","1995","Hauptschule","Laendlicher Raum","67","0.0251657692352175","0.0183623114475806","0.0319692270228544"
"In Ausbildung","1995","Realschule","Staedtischer Raum","163","0.0698602340953218","0.0579171032324307","0.081803364958213"
"In Ausbildung","1995","Realschule","Laendlicher Raum","140","0.0853459830228829","0.070518724105441","0.100173241940325"
"In Ausbildung","1995","(Fach-)Abitur","Staedtischer Raum","211","0.249819275613668","0.219914119516369","0.279724431710968"
"In Ausbildung","1995","(Fach-)Abitur","Laendlicher Raum","84","0.254518543207527","0.200630878003293","0.30840620841176"
"In Ausbildung","1995","AkademikerIn","Staedtischer Raum","","","",""
"In Ausbildung","1995","AkademikerIn","Laendlicher Raum","","","",""
"In Rente oder Pension","1995","(noch) kein Abschluss","Staedtischer Raum","90","0.106560871909465","0.0836046865555115","0.129517057263418"
"In Rente oder Pension","1995","(noch) kein Abschluss","Laendlicher Raum","","","",""
"In Rente oder Pension","1995","Hauptschule","Staedtischer Raum","1019","0.352543605384471","0.337894517214014","0.367192693554928"
"In Rente oder Pension","1995","Hauptschule","Laendlicher Raum","652","0.39406246445494","0.37283707503981","0.415287853870069"
"In Rente oder Pension","1995","Realschule","Staedtischer Raum","182","0.181979563204729","0.163902725755901","0.200056400653558"
