"beruf","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"Selbstständige/ManagerInnen","2011","Bayern","Laendlicher Raum","182","0.0556933215627557","0.0468715900177986","0.0645150531077129"
"Selbstständige/ManagerInnen","2011","Saarland","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","2011","Saarland","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","2011","Berlin","Staedtischer Raum","106","0.0961246014177233","0.0780795668912983","0.114169635944148"
"Selbstständige/ManagerInnen","2011","Berlin","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","2011","Brandenburg","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","2011","Brandenburg","Laendlicher Raum","79","0.0760322831310043","0.0600988679288999","0.0919656983331087"
"Selbstständige/ManagerInnen","2011","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","2011","Mecklenburg-Vorpommern","Laendlicher Raum","36","0.0373105848902932","0.0220823791706267","0.0525387906099597"
"Selbstständige/ManagerInnen","2011","Sachsen","Staedtischer Raum","63","0.0501941094770741","0.036516803860965","0.0638714150931832"
"Selbstständige/ManagerInnen","2011","Sachsen","Laendlicher Raum","65","0.0874235580852743","0.0687616682827315","0.106085447887817"
"Selbstständige/ManagerInnen","2011","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","2011","Sachsen-Anhalt","Laendlicher Raum","58","0.0796599834704414","0.0618811403486348","0.0974388265922479"
"Selbstständige/ManagerInnen","2011","Thüringen","Staedtischer Raum","33","0.075474881183962","0.0483007695559539","0.10264899281197"
"Selbstständige/ManagerInnen","2011","Thüringen","Laendlicher Raum","45","0.0467264300735368","0.0315915889225604","0.0618612712245132"
"In Ausbildung","2011","Schleswig-Holstein","Staedtischer Raum","","","",""
"In Ausbildung","2011","Schleswig-Holstein","Laendlicher Raum","52","0.0754703438212452","0.0557895037898889","0.0951511838526016"
"In Ausbildung","2011","Hamburg","Staedtischer Raum","36","0.0433250826489606","0.0242152563243232","0.0624349089735981"
"In Ausbildung","2011","Hamburg","Laendlicher Raum","","","",""
"In Ausbildung","2011","Niedersachsen","Staedtischer Raum","76","0.0627511923619214","0.0488312558231048","0.076671128900738"
"In Ausbildung","2011","Niedersachsen","Laendlicher Raum","90","0.0609203125905622","0.0488362733757858","0.0730043518053386"
"In Ausbildung","2011","Bremen","Staedtischer Raum","","","",""
"In Ausbildung","2011","Bremen","Laendlicher Raum","","","",""
"In Ausbildung","2011","Nordrhein-Westfalen","Staedtischer Raum","363","0.0676909294986736","0.0611370299291132","0.0742448290682339"
"In Ausbildung","2011","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"In Ausbildung","2011","Hessen","Staedtischer Raum","96","0.0660900261586156","0.0538900025308056","0.0782900497864257"
"In Ausbildung","2011","Hessen","Laendlicher Raum","31","0.0660492390836266","0.042008264896098","0.0900902132711552"
"In Ausbildung","2011","Rheinland-Pfalz,Saarland","Staedtischer Raum","54","0.0591495649844875","0.0438559178490495","0.0744432121199255"
"In Ausbildung","2011","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"In Ausbildung","2011","Baden-Württemberg","Staedtischer Raum","239","0.082215066758907","0.0726767580551883","0.0917533754626257"
"In Ausbildung","2011","Baden-Württemberg","Laendlicher Raum","","","",""
"In Ausbildung","2011","Bayern","Staedtischer Raum","104","0.0459042678085627","0.03652375337661","0.0552847822405154"
"In Ausbildung","2011","Bayern","Laendlicher Raum","159","0.0637891837570543","0.0543885724371408","0.0731897950769678"
"In Ausbildung","2011","Saarland","Staedtischer Raum","","","",""
"In Ausbildung","2011","Saarland","Laendlicher Raum","","","",""
"In Ausbildung","2011","Berlin","Staedtischer Raum","68","0.0561583725324882","0.0420640898108573","0.0702526552541192"
"In Ausbildung","2011","Berlin","Laendlicher Raum","","","",""
"In Ausbildung","2011","Brandenburg","Staedtischer Raum","","","",""
"In Ausbildung","2011","Brandenburg","Laendlicher Raum","64","0.0490109121252544","0.03603267759251","0.0619891466579988"
"In Ausbildung","2011","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"In Ausbildung","2011","Mecklenburg-Vorpommern","Laendlicher Raum","33","0.0574106583324074","0.0387190301235477","0.0761022865412671"
"In Ausbildung","2011","Sachsen","Staedtischer Raum","61","0.0673927628207059","0.0516886731555824","0.0830968524858295"
"In Ausbildung","2011","Sachsen","Laendlicher Raum","42","0.0528934791147421","0.0381055542487826","0.0676814039807016"
"In Ausbildung","2011","Sachsen-Anhalt","Staedtischer Raum","","","",""
"In Ausbildung","2011","Sachsen-Anhalt","Laendlicher Raum","45","0.0629231282373244","0.0469789551147621","0.0788673013598866"
"In Ausbildung","2011","Thüringen","Staedtischer Raum","","","",""
"In Ausbildung","2011","Thüringen","Laendlicher Raum","30","0.0324450578079189","0.0197393201476741","0.0451507954681637"
"In Rente oder Pension","2011","Schleswig-Holstein","Staedtischer Raum","68","0.315436779119137","0.263200258076714","0.367673300161559"
"In Rente oder Pension","2011","Schleswig-Holstein","Laendlicher Raum","129","0.262555215420327","0.229770597788824","0.295339833051831"
"In Rente oder Pension","2011","Hamburg","Staedtischer Raum","93","0.315077139548023","0.271472357077288","0.358681922018759"
"In Rente oder Pension","2011","Hamburg","Laendlicher Raum","","","",""
"In Rente oder Pension","2011","Niedersachsen","Staedtischer Raum","282","0.31832301869613","0.291585435269281","0.345060602122979"
"In Rente oder Pension","2011","Niedersachsen","Laendlicher Raum","315","0.287253039010561","0.26439284856188","0.310113229459243"
"In Rente oder Pension","2011","Bremen","Staedtischer Raum","40","0.300120330921082","0.235461353238184","0.36477930860398"
"In Rente oder Pension","2011","Bremen","Laendlicher Raum","","","",""
"In Rente oder Pension","2011","Nordrhein-Westfalen","Staedtischer Raum","1137","0.266570080123358","0.255034495721034","0.278105664525682"
"In Rente oder Pension","2011","Nordrhein-Westfalen","Laendlicher Raum","39","0.242197844383102","0.177221853627463","0.307173835138741"
"In Rente oder Pension","2011","Hessen","Staedtischer Raum","281","0.231202727869591","0.210499283826269","0.251906171912913"
"In Rente oder Pension","2011","Hessen","Laendlicher Raum","68","0.253302910532224","0.21120616890038","0.295399652164068"
"In Rente oder Pension","2011","Rheinland-Pfalz,Saarland","Staedtischer Raum","194","0.270586684833185","0.241785188756055","0.299388180910315"
"In Rente oder Pension","2011","Rheinland-Pfalz,Saarland","Laendlicher Raum","97","0.278845808965707","0.236897741528299","0.320793876403115"
"In Rente oder Pension","2011","Baden-Württemberg","Staedtischer Raum","622","0.26487294643708","0.249550602401531","0.280195290472628"
"In Rente oder Pension","2011","Baden-Württemberg","Laendlicher Raum","60","0.231057431018239","0.190107063032246","0.272007799004231"
"In Rente oder Pension","2011","Bayern","Staedtischer Raum","451","0.289307441437571","0.26898270917428","0.309632173700862"
"In Rente oder Pension","2011","Bayern","Laendlicher Raum","499","0.258490794376412","0.241649457579222","0.275332131173603"
"In Rente oder Pension","2011","Saarland","Staedtischer Raum","56","0.253633325542338","0.201735939152732","0.305530711931943"
"In Rente oder Pension","2011","Saarland","Laendlicher Raum","","","",""
"In Rente oder Pension","2011","Berlin","Staedtischer Raum","243","0.303306267915637","0.275164731621603","0.331447804209671"
"In Rente oder Pension","2011","Berlin","Laendlicher Raum","","","",""
"In Rente oder Pension","2011","Brandenburg","Staedtischer Raum","","","",""
"In Rente oder Pension","2011","Brandenburg","Laendlicher Raum","288","0.317441140654809","0.289458859347049","0.345423421962568"
"In Rente oder Pension","2011","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"In Rente oder Pension","2011","Mecklenburg-Vorpommern","Laendlicher Raum","149","0.310400446036656","0.27322559281691","0.347575299256402"
"In Rente oder Pension","2011","Sachsen","Staedtischer Raum","231","0.295345166289537","0.266768609671028","0.323921722908045"
"In Rente oder Pension","2011","Sachsen","Laendlicher Raum","197","0.263824524299252","0.234706962248872","0.292942086349632"
"In Rente oder Pension","2011","Sachsen-Anhalt","Staedtischer Raum","82","0.388433070571359","0.324748103681019","0.452118037461699"
"In Rente oder Pension","2011","Sachsen-Anhalt","Laendlicher Raum","205","0.300471651320931","0.270368382942665","0.330574919699196"
"In Rente oder Pension","2011","Thüringen","Staedtischer Raum","68","0.185642303656225","0.145644066084864","0.225640541227585"
"In Rente oder Pension","2011","Thüringen","Laendlicher Raum","222","0.374915849398211","0.340200308691309","0.409631390105112"
"Arbeitslose","2011","Schleswig-Holstein","Staedtischer Raum","","","",""
"Arbeitslose","2011","Schleswig-Holstein","Laendlicher Raum","58","0.0446539793559216","0.0292651537900214","0.0600428049218217"
"Arbeitslose","2011","Hamburg","Staedtischer Raum","","","",""
"Arbeitslose","2011","Hamburg","Laendlicher Raum","","","",""
"Arbeitslose","2011","Niedersachsen","Staedtischer Raum","56","0.0399258512142206","0.0286881289164348","0.0511635735120064"
"Arbeitslose","2011","Niedersachsen","Laendlicher Raum","76","0.0319106446715751","0.0230308003382985","0.0407904890048517"
"Arbeitslose","2011","Bremen","Staedtischer Raum","","","",""
"Arbeitslose","2011","Bremen","Laendlicher Raum","","","",""
"Arbeitslose","2011","Nordrhein-Westfalen","Staedtischer Raum","329","0.0487831405965801","0.0431632322073009","0.0544030489858592"
"Arbeitslose","2011","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Arbeitslose","2011","Hessen","Staedtischer Raum","77","0.0483205416661053","0.0377899821308426","0.058851101201368"
"Arbeitslose","2011","Hessen","Laendlicher Raum","","","",""
"Arbeitslose","2011","Rheinland-Pfalz,Saarland","Staedtischer Raum","40","0.0573863403474117","0.0423082575956851","0.0724644230991383"
"Arbeitslose","2011","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Arbeitslose","2011","Baden-Württemberg","Staedtischer Raum","108","0.0256468868383619","0.0201577921615706","0.0311359815151531"
"Arbeitslose","2011","Baden-Württemberg","Laendlicher Raum","","","",""
"Arbeitslose","2011","Bayern","Staedtischer Raum","61","0.0236838595862339","0.0168679217568912","0.0304997974155766"
"Arbeitslose","2011","Bayern","Laendlicher Raum","88","0.0248954042026217","0.0189018982697478","0.0308889101354956"
"Arbeitslose","2011","Saarland","Staedtischer Raum","","","",""
"Arbeitslose","2011","Saarland","Laendlicher Raum","","","",""
"Arbeitslose","2011","Berlin","Staedtischer Raum","99","0.0766610142773969","0.0603735294073391","0.0929484991474546"
"Arbeitslose","2011","Berlin","Laendlicher Raum","","","",""
"Arbeitslose","2011","Brandenburg","Staedtischer Raum","","","",""
"Arbeitslose","2011","Brandenburg","Laendlicher Raum","121","0.108148288266398","0.0894785766838488","0.126817999848948"
"Arbeitslose","2011","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Arbeitslose","2011","Mecklenburg-Vorpommern","Laendlicher Raum","75","0.0806247256109668","0.0587486133779845","0.102500837843949"
"Arbeitslose","2011","Sachsen","Staedtischer Raum","93","0.0867010740492589","0.069074193667609","0.104327954430909"
"Arbeitslose","2011","Sachsen","Laendlicher Raum","78","0.0786188859011077","0.0608365073774237","0.0964012644247916"
"Arbeitslose","2011","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Arbeitslose","2011","Sachsen-Anhalt","Laendlicher Raum","108","0.0905567486032634","0.071713427373258","0.109400069833269"
"Arbeitslose","2011","Thüringen","Staedtischer Raum","31","0.0941482057758928","0.0641061687606652","0.12419024279112"
"Arbeitslose","2011","Thüringen","Laendlicher Raum","66","0.0909436302649018","0.0703245475718653","0.111562712957938"
"Sonstige Nichterwerbspersonen","2011","Schleswig-Holstein","Staedtischer Raum","","","",""
"Sonstige Nichterwerbspersonen","2011","Schleswig-Holstein","Laendlicher Raum","92","0.125696078603137","0.100996637770368","0.150395519435906"
"Sonstige Nichterwerbspersonen","2011","Hamburg","Staedtischer Raum","45","0.0759019778992952","0.0510425910133591","0.100761364785231"
"Sonstige Nichterwerbspersonen","2011","Hamburg","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","2011","Niedersachsen","Staedtischer Raum","109","0.0672468989126687","0.0528715532130223","0.0816222446123151"
"Sonstige Nichterwerbspersonen","2011","Niedersachsen","Laendlicher Raum","179","0.0733374871115084","0.060166945016525","0.0865080292064919"
"Sonstige Nichterwerbspersonen","2011","Bremen","Staedtischer Raum","","","",""
"Sonstige Nichterwerbspersonen","2011","Bremen","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","2011","Nordrhein-Westfalen","Staedtischer Raum","708","0.0874051235104349","0.0800369126299884","0.0947733343908814"
"Sonstige Nichterwerbspersonen","2011","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","2011","Hessen","Staedtischer Raum","191","0.0878377266439285","0.0739376626493536","0.101737790638503"
"Sonstige Nichterwerbspersonen","2011","Hessen","Laendlicher Raum","50","0.0809417207406784","0.0545411141850922","0.107342327296265"
"Sonstige Nichterwerbspersonen","2011","Rheinland-Pfalz,Saarland","Staedtischer Raum","122","0.104008741021989","0.0842180116855515","0.123799470358426"
"Sonstige Nichterwerbspersonen","2011","Rheinland-Pfalz,Saarland","Laendlicher Raum","42","0.0645084016902023","0.0415287248263176","0.087488078554087"
"Sonstige Nichterwerbspersonen","2011","Baden-Württemberg","Staedtischer Raum","345","0.0618018710905296","0.0534405808627467","0.0701631613183124"
"Sonstige Nichterwerbspersonen","2011","Baden-Württemberg","Laendlicher Raum","64","0.0798097057939574","0.0534817242145154","0.106137687373399"
"Sonstige Nichterwerbspersonen","2011","Bayern","Staedtischer Raum","184","0.0823989973421222","0.070073851971693","0.0947241427125514"
"Sonstige Nichterwerbspersonen","2011","Bayern","Laendlicher Raum","294","0.0799310958190982","0.0694991864109683","0.0903630052272281"
"Sonstige Nichterwerbspersonen","2011","Saarland","Staedtischer Raum","35","0.106318742561857","0.0695513823735871","0.143086102750126"
"Sonstige Nichterwerbspersonen","2011","Saarland","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","2011","Berlin","Staedtischer Raum","54","0.043675366185357","0.0311639316690758","0.0561868007016381"
"Sonstige Nichterwerbspersonen","2011","Berlin","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","2011","Brandenburg","Staedtischer Raum","","","",""
"Sonstige Nichterwerbspersonen","2011","Brandenburg","Laendlicher Raum","57","0.0319508212257685","0.0213784797535509","0.0425231626979862"
"Sonstige Nichterwerbspersonen","2011","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Sonstige Nichterwerbspersonen","2011","Mecklenburg-Vorpommern","Laendlicher Raum","39","0.0603946621901703","0.0412537943773448","0.0795355300029958"
"Sonstige Nichterwerbspersonen","2011","Sachsen","Staedtischer Raum","64","0.0389707455263204","0.0268481837420073","0.0510933073106335"
"Sonstige Nichterwerbspersonen","2011","Sachsen","Laendlicher Raum","44","0.0193576720111667","0.0102545862145166","0.0284607578078168"
"Sonstige Nichterwerbspersonen","2011","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Sonstige Nichterwerbspersonen","2011","Sachsen-Anhalt","Laendlicher Raum","48","0.025803622656972","0.0153930927700436","0.0362141525439005"
"Sonstige Nichterwerbspersonen","2011","Thüringen","Staedtischer Raum","","","",""
"Sonstige Nichterwerbspersonen","2011","Thüringen","Laendlicher Raum","","","",""
"Beamte","2011","Schleswig-Holstein","Staedtischer Raum","","","",""
"Beamte","2011","Schleswig-Holstein","Laendlicher Raum","","","",""
"Beamte","2011","Hamburg","Staedtischer Raum","","","",""
"Beamte","2011","Hamburg","Laendlicher Raum","","","",""
"Beamte","2011","Niedersachsen","Staedtischer Raum","70","0.0391698675205995","0.0280346636090764","0.0503050714321225"
"Beamte","2011","Niedersachsen","Laendlicher Raum","59","0.0407763069786075","0.0307845069240481","0.0507681070331668"
"Beamte","2011","Bremen","Staedtischer Raum","","","",""
"Beamte","2011","Bremen","Laendlicher Raum","","","",""
"Beamte","2011","Nordrhein-Westfalen","Staedtischer Raum","247","0.0379911632040928","0.0330036344256918","0.0429786919824937"
"Beamte","2011","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Beamte","2011","Hessen","Staedtischer Raum","77","0.0389299254785833","0.029431327287382","0.0484285236697845"
"Beamte","2011","Hessen","Laendlicher Raum","","","",""
"Beamte","2011","Rheinland-Pfalz,Saarland","Staedtischer Raum","35","0.0296165891380566","0.0186261715215791","0.040607006754534"
"Beamte","2011","Rheinland-Pfalz,Saarland","Laendlicher Raum","32","0.0755731585017333","0.0508481817914034","0.100298135212063"
"Beamte","2011","Baden-Württemberg","Staedtischer Raum","124","0.0309701427547785","0.024954730612019","0.0369855548975379"
"Beamte","2011","Baden-Württemberg","Laendlicher Raum","","","",""
"Beamte","2011","Bayern","Staedtischer Raum","81","0.0342236663783574","0.0260746405695605","0.0423726921871543"
"Beamte","2011","Bayern","Laendlicher Raum","101","0.0258823413977802","0.0197742822239977","0.0319904005715627"
"Beamte","2011","Saarland","Staedtischer Raum","","","",""
"Beamte","2011","Saarland","Laendlicher Raum","","","",""
"Beamte","2011","Berlin","Staedtischer Raum","47","0.0427058734056369","0.0303278112352643","0.0550839355760095"
"Beamte","2011","Berlin","Laendlicher Raum","","","",""
"Beamte","2011","Brandenburg","Staedtischer Raum","","","",""
"Beamte","2011","Brandenburg","Laendlicher Raum","33","0.0319922105666016","0.0214132497253282","0.042571171407875"
"Beamte","2011","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Beamte","2011","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Beamte","2011","Sachsen","Staedtischer Raum","","","",""
"Beamte","2011","Sachsen","Laendlicher Raum","","","",""
"Beamte","2011","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Beamte","2011","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Beamte","2011","Thüringen","Staedtischer Raum","","","",""
"Beamte","2011","Thüringen","Laendlicher Raum","","","",""
"Angestellte, einfache Tätigkeiten","2012","Schleswig-Holstein","Staedtischer Raum","38","0.106861844292166","0.071305283572722","0.142418405011611"
"Angestellte, einfache Tätigkeiten","2012","Schleswig-Holstein","Laendlicher Raum","135","0.158192716061228","0.131369375007001","0.185016057115454"
"Angestellte, einfache Tätigkeiten","2012","Hamburg","Staedtischer Raum","45","0.105104316777792","0.0765453355347422","0.133663298020842"
"Angestellte, einfache Tätigkeiten","2012","Hamburg","Laendlicher Raum","","","",""
"Angestellte, einfache Tätigkeiten","2012","Niedersachsen","Staedtischer Raum","160","0.156712463259543","0.134991375775555","0.178433550743531"
"Angestellte, einfache Tätigkeiten","2012","Niedersachsen","Laendlicher Raum","264","0.157163425301048","0.139021190821153","0.175305659780943"
"Angestellte, einfache Tätigkeiten","2012","Bremen","Staedtischer Raum","","","",""
"Angestellte, einfache Tätigkeiten","2012","Bremen","Laendlicher Raum","","","",""
"Angestellte, einfache Tätigkeiten","2012","Nordrhein-Westfalen","Staedtischer Raum","914","0.166066940868046","0.156228372290733","0.175905509445359"
"Angestellte, einfache Tätigkeiten","2012","Nordrhein-Westfalen","Laendlicher Raum","30","0.195366192896239","0.132127415950027","0.25860496984245"
"Angestellte, einfache Tätigkeiten","2012","Hessen","Staedtischer Raum","205","0.143864616406189","0.126227332600051","0.161501900212326"
"Angestellte, einfache Tätigkeiten","2012","Hessen","Laendlicher Raum","71","0.172232088433758","0.135948289381606","0.208515887485909"
"Angestellte, einfache Tätigkeiten","2012","Rheinland-Pfalz,Saarland","Staedtischer Raum","150","0.144692912891382","0.122287251584945","0.167098574197819"
"Angestellte, einfache Tätigkeiten","2012","Rheinland-Pfalz,Saarland","Laendlicher Raum","57","0.184373116632681","0.146791020296978","0.221955212968384"
"Angestellte, einfache Tätigkeiten","2012","Baden-Württemberg","Staedtischer Raum","463","0.161902051127286","0.148753497043351","0.175050605211221"
"Angestellte, einfache Tätigkeiten","2012","Baden-Württemberg","Laendlicher Raum","69","0.220281375153616","0.178775789367902","0.261786960939331"
"Angestellte, einfache Tätigkeiten","2012","Bayern","Staedtischer Raum","213","0.113671485122498","0.0992503969459805","0.128092573299016"
"Angestellte, einfache Tätigkeiten","2012","Bayern","Laendlicher Raum","502","0.212826034692966","0.197044487655841","0.228607581730092"
"Angestellte, einfache Tätigkeiten","2012","Saarland","Staedtischer Raum","40","0.142369398517509","0.0979760328616181","0.186762764173399"
"Angestellte, einfache Tätigkeiten","2012","Saarland","Laendlicher Raum","","","",""
"Angestellte, einfache Tätigkeiten","2012","Berlin","Staedtischer Raum","109","0.120178344862066","0.100528883316567","0.139827806407565"
"Angestellte, einfache Tätigkeiten","2012","Berlin","Laendlicher Raum","","","",""
"Angestellte, einfache Tätigkeiten","2012","Brandenburg","Staedtischer Raum","","","",""
"Angestellte, einfache Tätigkeiten","2012","Brandenburg","Laendlicher Raum","127","0.114464503865632","0.0949262203441344","0.13400278738713"
"Angestellte, einfache Tätigkeiten","2012","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Angestellte, einfache Tätigkeiten","2012","Mecklenburg-Vorpommern","Laendlicher Raum","101","0.176860002297888","0.14594125969716","0.207778744898615"
"Angestellte, einfache Tätigkeiten","2012","Sachsen","Staedtischer Raum","123","0.117584656425339","0.0970798452103268","0.138089467640351"
"Angestellte, einfache Tätigkeiten","2012","Sachsen","Laendlicher Raum","143","0.120633906222774","0.0995877043925727","0.141680108052975"
"Angestellte, einfache Tätigkeiten","2012","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Angestellte, einfache Tätigkeiten","2012","Sachsen-Anhalt","Laendlicher Raum","135","0.136723656524117","0.113449062502233","0.159998250546"
"Angestellte, einfache Tätigkeiten","2012","Thüringen","Staedtischer Raum","44","0.112461036501904","0.0787800738495126","0.146141999154296"
"Angestellte, einfache Tätigkeiten","2012","Thüringen","Laendlicher Raum","119","0.146220014143817","0.121017085433983","0.171422942853652"
"Angestellte, qualifizierte Tätigkeiten","2012","Schleswig-Holstein","Staedtischer Raum","93","0.280662850237248","0.228948889350916","0.33237681112358"
"Angestellte, qualifizierte Tätigkeiten","2012","Schleswig-Holstein","Laendlicher Raum","177","0.23477709362958","0.203621564420133","0.265932622839028"
"Angestellte, qualifizierte Tätigkeiten","2012","Hamburg","Staedtischer Raum","134","0.251909260065739","0.211484687781016","0.292333832350463"
"Angestellte, qualifizierte Tätigkeiten","2012","Hamburg","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","2012","Niedersachsen","Staedtischer Raum","310","0.288822464225829","0.261742601725418","0.315902326726241"
"Angestellte, qualifizierte Tätigkeiten","2012","Niedersachsen","Laendlicher Raum","442","0.273957061270881","0.251725715744667","0.296188406797095"
"Angestellte, qualifizierte Tätigkeiten","2012","Bremen","Staedtischer Raum","66","0.274068339407613","0.21209586225701","0.336040816558215"
"Angestellte, qualifizierte Tätigkeiten","2012","Bremen","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","2012","Nordrhein-Westfalen","Staedtischer Raum","1545","0.272260167134573","0.260492107629375","0.28402822663977"
"Angestellte, qualifizierte Tätigkeiten","2012","Nordrhein-Westfalen","Laendlicher Raum","39","0.215915678940389","0.150288597276785","0.281542760603992"
"Angestellte, qualifizierte Tätigkeiten","2012","Hessen","Staedtischer Raum","509","0.332328215914406","0.308655471802442","0.35600096002637"
"Angestellte, qualifizierte Tätigkeiten","2012","Hessen","Laendlicher Raum","117","0.24728711559187","0.205828304362858","0.288745926820881"
"Angestellte, qualifizierte Tätigkeiten","2012","Rheinland-Pfalz,Saarland","Staedtischer Raum","271","0.286212408660919","0.257425049403436","0.314999767918402"
"Angestellte, qualifizierte Tätigkeiten","2012","Rheinland-Pfalz,Saarland","Laendlicher Raum","110","0.236555730404382","0.195370467432806","0.277740993375957"
"Angestellte, qualifizierte Tätigkeiten","2012","Baden-Württemberg","Staedtischer Raum","1008","0.318306783423291","0.30167947831962","0.334934088526963"
"Angestellte, qualifizierte Tätigkeiten","2012","Baden-Württemberg","Laendlicher Raum","119","0.270389540283626","0.225907041715328","0.314872038851924"
"Angestellte, qualifizierte Tätigkeiten","2012","Bayern","Staedtischer Raum","635","0.325395263466186","0.304108716810286","0.346681810122085"
"Angestellte, qualifizierte Tätigkeiten","2012","Bayern","Laendlicher Raum","772","0.288742867505217","0.271269734362072","0.306216000648362"
"Angestellte, qualifizierte Tätigkeiten","2012","Saarland","Staedtischer Raum","69","0.329315386582795","0.269608449147674","0.389022324017916"
"Angestellte, qualifizierte Tätigkeiten","2012","Saarland","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","2012","Berlin","Staedtischer Raum","314","0.269530257229654","0.242717276273202","0.296343238186107"
"Angestellte, qualifizierte Tätigkeiten","2012","Berlin","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","2012","Brandenburg","Staedtischer Raum","30","0.420511736133298","0.31618148606234","0.524841986204256"
"Angestellte, qualifizierte Tätigkeiten","2012","Brandenburg","Laendlicher Raum","287","0.281914874575175","0.254303058871062","0.309526690279287"
"Angestellte, qualifizierte Tätigkeiten","2012","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","2012","Mecklenburg-Vorpommern","Laendlicher Raum","149","0.258614033715757","0.223131192925308","0.294096874506206"
"Angestellte, qualifizierte Tätigkeiten","2012","Sachsen","Staedtischer Raum","313","0.354276632857335","0.323830059056093","0.384723206658577"
"Angestellte, qualifizierte Tätigkeiten","2012","Sachsen","Laendlicher Raum","303","0.325040161584058","0.294773699655328","0.355306623512789"
"Angestellte, qualifizierte Tätigkeiten","2012","Sachsen-Anhalt","Staedtischer Raum","62","0.271352837916199","0.211497073240491","0.331208602591907"
"Angestellte, qualifizierte Tätigkeiten","2012","Sachsen-Anhalt","Laendlicher Raum","261","0.279817018542616","0.249405097683242","0.310228939401989"
"Angestellte, qualifizierte Tätigkeiten","2012","Thüringen","Staedtischer Raum","116","0.345877252053479","0.295168798388707","0.396585705718251"
"Angestellte, qualifizierte Tätigkeiten","2012","Thüringen","Laendlicher Raum","224","0.276947500875245","0.245027840911065","0.308867160839426"
"Selbstständige/ManagerInnen","2012","Schleswig-Holstein","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","2012","Schleswig-Holstein","Laendlicher Raum","52","0.059555481711944","0.0421598281019264","0.0769511353219616"
"Selbstständige/ManagerInnen","2012","Hamburg","Staedtischer Raum","47","0.111572296249115","0.0822542206827989","0.140890371815431"
"Selbstständige/ManagerInnen","2012","Hamburg","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","2012","Niedersachsen","Staedtischer Raum","71","0.0468899536161725","0.0342584985768256","0.0595214086555195"
"Selbstständige/ManagerInnen","2012","Niedersachsen","Laendlicher Raum","93","0.0618099065691666","0.0498061325412667","0.0738136805970664"
"Selbstständige/ManagerInnen","2012","Bremen","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","2012","Bremen","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","2012","Nordrhein-Westfalen","Staedtischer Raum","398","0.0703483566594306","0.0635873427714013","0.0771093705474598"
"Selbstständige/ManagerInnen","2012","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","2012","Hessen","Staedtischer Raum","135","0.0723515837748626","0.0593319367922064","0.0853712307575189"
"Selbstständige/ManagerInnen","2012","Hessen","Laendlicher Raum","30","0.0879552011707496","0.0607381998518775","0.115172202489622"
"Selbstständige/ManagerInnen","2012","Rheinland-Pfalz,Saarland","Staedtischer Raum","55","0.0533532288955284","0.0390396764266178","0.0676667813644389"
"Selbstständige/ManagerInnen","2012","Rheinland-Pfalz,Saarland","Laendlicher Raum","33","0.0650770886736293","0.0411721080323564","0.0889820693149022"
