"beruf","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Angestellte, einfache Tätigkeiten","2015","Schleswig-Holstein","177","0.159052907753381","0.135330004077754","0.182775811429007"
"Angestellte, einfache Tätigkeiten","2015","Hamburg","61","0.0981527019923707","0.0711686425586351","0.125136761426106"
"Angestellte, einfache Tätigkeiten","2015","Niedersachsen","551","0.175645316349522","0.16119298701654","0.190097645682504"
"Angestellte, einfache Tätigkeiten","2015","Bremen","34","0.149196613982578","0.0986693833253322","0.199723844639823"
"Angestellte, einfache Tätigkeiten","2015","Nordrhein-Westfalen","1082","0.163358917518516","0.153752285822733","0.1729655492143"
"Angestellte, einfache Tätigkeiten","2015","Hessen","338","0.156987895473624","0.140664560427753","0.173311230519494"
"Angestellte, einfache Tätigkeiten","2015","Rheinland-Pfalz,Saarland","311","0.185274069640249","0.164790428461627","0.20575771081887"
"Angestellte, einfache Tätigkeiten","2015","Baden-Württemberg","608","0.169614272070744","0.156713647378941","0.182514896762547"
"Angestellte, einfache Tätigkeiten","2015","Bayern","895","0.167520941116826","0.156563616730444","0.178478265503207"
"Angestellte, einfache Tätigkeiten","2015","Saarland","56","0.189087562968474","0.141213532455344","0.236961593481605"
"Angestellte, einfache Tätigkeiten","2015","Berlin","121","0.122905764143145","0.102535715106788","0.143275813179502"
"Angestellte, einfache Tätigkeiten","2015","Brandenburg","156","0.150751443539943","0.128857572329683","0.172645314750202"
"Angestellte, einfache Tätigkeiten","2015","Mecklenburg-Vorpommern","98","0.228237641693438","0.19347686198241","0.262998421404465"
"Angestellte, einfache Tätigkeiten","2015","Sachsen","237","0.160474546273114","0.14224883959038","0.178700252955848"
"Angestellte, einfache Tätigkeiten","2015","Sachsen-Anhalt","139","0.116686137482624","0.0958156158142094","0.137556659151038"
"Angestellte, einfache Tätigkeiten","2015","Thüringen","190","0.17560172769422","0.15181666717279","0.199386788215649"
"Angestellte, qualifizierte Tätigkeiten","2015","Schleswig-Holstein","236","0.273871898816519","0.244945587174092","0.302798210458945"
"Angestellte, qualifizierte Tätigkeiten","2015","Hamburg","146","0.282628622632037","0.241790126204345","0.323467119059728"
"Angestellte, qualifizierte Tätigkeiten","2015","Niedersachsen","679","0.276988352282309","0.259991601438291","0.293985103126328"
"Angestellte, qualifizierte Tätigkeiten","2015","Bremen","47","0.207438829730729","0.149935521632158","0.2649421378293"
"Angestellte, qualifizierte Tätigkeiten","2015","Nordrhein-Westfalen","1471","0.265417586363937","0.253943576066407","0.276891596661468"
"Angestellte, qualifizierte Tätigkeiten","2015","Hessen","612","0.316584234770339","0.295713100867096","0.337455368673582"
"Angestellte, qualifizierte Tätigkeiten","2015","Rheinland-Pfalz,Saarland","337","0.257659551296465","0.23460170418987","0.280717398403059"
"Angestellte, qualifizierte Tätigkeiten","2015","Baden-Württemberg","1100","0.306262278100397","0.290417578291843","0.32210697790895"
"Angestellte, qualifizierte Tätigkeiten","2015","Bayern","1391","0.333047068796677","0.319218293855152","0.346875843738202"
"Angestellte, qualifizierte Tätigkeiten","2015","Saarland","55","0.224785293772942","0.173749311465551","0.275821276080333"
"Angestellte, qualifizierte Tätigkeiten","2015","Berlin","302","0.309084352628342","0.280413946541868","0.337754758714816"
"Angestellte, qualifizierte Tätigkeiten","2015","Brandenburg","255","0.24600589416222","0.21965282860392","0.272358959720519"
"Angestellte, qualifizierte Tätigkeiten","2015","Mecklenburg-Vorpommern","135","0.239989814031144","0.204617767424838","0.275361860637451"
"Angestellte, qualifizierte Tätigkeiten","2015","Sachsen","509","0.349881719244921","0.326199566418445","0.373563872071397"
"Angestellte, qualifizierte Tätigkeiten","2015","Sachsen-Anhalt","257","0.263089816825441","0.234466138166667","0.291713495484214"
"Angestellte, qualifizierte Tätigkeiten","2015","Thüringen","284","0.276618541142826","0.248654774974271","0.30458230731138"
"Selbstständige/ManagerInnen","2015","Schleswig-Holstein","52","0.0535409649966453","0.0389391544213309","0.0681427755719596"
"Selbstständige/ManagerInnen","2015","Hamburg","46","0.0988930914705356","0.071818570142511","0.12596761279856"
"Selbstständige/ManagerInnen","2015","Niedersachsen","139","0.0497690921858274","0.0415095315927952","0.0580286527788596"
"Selbstständige/ManagerInnen","2015","Bremen","","","",""
"Selbstständige/ManagerInnen","2015","Nordrhein-Westfalen","376","0.0663395861127238","0.0598724652751406","0.072806706950307"
"Selbstständige/ManagerInnen","2015","Hessen","141","0.0746668957538764","0.0628726002797316","0.0864611912280212"
"Selbstständige/ManagerInnen","2015","Rheinland-Pfalz,Saarland","71","0.0475584736139488","0.0363375867273181","0.0587793605005794"
"Selbstständige/ManagerInnen","2015","Baden-Württemberg","195","0.0601061984371517","0.0519358866596418","0.0682765102146616"
"Selbstständige/ManagerInnen","2015","Bayern","307","0.0624964272877398","0.0553941541676699","0.0695987004078097"
"Selbstständige/ManagerInnen","2015","Saarland","","","",""
"Selbstständige/ManagerInnen","2015","Berlin","109","0.0887752822417006","0.0711294723035484","0.106421092179853"
"Selbstständige/ManagerInnen","2015","Brandenburg","54","0.0609837624795967","0.046341166839775","0.0756263581194185"
"Selbstständige/ManagerInnen","2015","Mecklenburg-Vorpommern","39","0.0514208194231017","0.0331288541446918","0.0697127847015115"
"Selbstständige/ManagerInnen","2015","Sachsen","106","0.0606164230270325","0.0487674421515406","0.0724654039025243"
"Selbstständige/ManagerInnen","2015","Sachsen-Anhalt","46","0.0574044195696663","0.0422826883657082","0.0725261507736243"
"Selbstständige/ManagerInnen","2015","Thüringen","60","0.0766541653453624","0.0600230487270507","0.0932852819636741"
"In Ausbildung","2015","Schleswig-Holstein","77","0.0660236699540684","0.0499160836195234","0.0821312562886134"
"In Ausbildung","2015","Hamburg","34","0.0505185490343422","0.0306549322814101","0.0703821657872743"
"In Ausbildung","2015","Niedersachsen","203","0.0671520361522367","0.057646042179375","0.0766580301250983"
"In Ausbildung","2015","Bremen","","","",""
"In Ausbildung","2015","Nordrhein-Westfalen","439","0.0712347512743225","0.0645508648915093","0.0779186376571357"
"In Ausbildung","2015","Hessen","138","0.0620653813445695","0.0512393344798115","0.0728914282093275"
"In Ausbildung","2015","Rheinland-Pfalz,Saarland","89","0.05466230233577","0.0426774822777502","0.0666471223937898"
"In Ausbildung","2015","Baden-Württemberg","233","0.065598099250784","0.0570876577526069","0.0741085407489611"
"In Ausbildung","2015","Bayern","310","0.0529099303141133","0.0463417125305851","0.0594781480976415"
"In Ausbildung","2015","Saarland","","","",""
"In Ausbildung","2015","Berlin","64","0.0595719114562449","0.0448871673130083","0.0742566555994815"
"In Ausbildung","2015","Brandenburg","59","0.0364745493477751","0.0250035574412486","0.0479455412543015"
"In Ausbildung","2015","Mecklenburg-Vorpommern","32","0.0454310472693848","0.0281832315238995","0.0626788630148701"
"In Ausbildung","2015","Sachsen","89","0.05772930163284","0.0461481870291286","0.0693104162365514"
"In Ausbildung","2015","Sachsen-Anhalt","54","0.0674015519312183","0.0511030217215576","0.083700082140879"
"In Ausbildung","2015","Thüringen","45","0.0327722706427645","0.0216424294435329","0.043902111841996"
"In Rente oder Pension","2015","Schleswig-Holstein","187","0.296501331005278","0.266876378283289","0.326126283727268"
"In Rente oder Pension","2015","Hamburg","98","0.332372601972778","0.289648854966512","0.375096348979045"
"In Rente oder Pension","2015","Niedersachsen","549","0.286806944760592","0.269629407781068","0.303984481740115"
"In Rente oder Pension","2015","Bremen","34","0.261608065814499","0.199277589689915","0.323938541939083"
"In Rente oder Pension","2015","Nordrhein-Westfalen","1005","0.260643499141385","0.249236260668502","0.272050737614267"
"In Rente oder Pension","2015","Hessen","316","0.234722983856682","0.215705806813886","0.253740160899478"
"In Rente oder Pension","2015","Rheinland-Pfalz,Saarland","295","0.294993845747624","0.270950383756685","0.319037307738564"
"In Rente oder Pension","2015","Baden-Württemberg","572","0.269823356802873","0.254565506660709","0.285081206945036"
"In Rente oder Pension","2015","Bayern","828","0.254978929978437","0.242190426297875","0.267767433658998"
"In Rente oder Pension","2015","Saarland","51","0.225009805692622","0.173955737344818","0.276063874040426"
"In Rente oder Pension","2015","Berlin","215","0.261413568765472","0.234152207011978","0.288674930518966"
"In Rente oder Pension","2015","Brandenburg","305","0.347498599187038","0.318361811864992","0.376635386509083"
"In Rente oder Pension","2015","Mecklenburg-Vorpommern","167","0.313087994583073","0.274678566698432","0.351497422467715"
"In Rente oder Pension","2015","Sachsen","404","0.268792602370276","0.246778888940406","0.290806315800145"
"In Rente oder Pension","2015","Sachsen-Anhalt","249","0.342891380846999","0.3120337189974","0.373749042696598"
"In Rente oder Pension","2015","Thüringen","268","0.303262426438051","0.274527158519181","0.331997694356922"
"Arbeitslose","2015","Schleswig-Holstein","65","0.04562252360692","0.0320873931761233","0.0591576540377168"
"Arbeitslose","2015","Hamburg","","","",""
"Arbeitslose","2015","Niedersachsen","164","0.0410923359341786","0.0335530308526252","0.048631641015732"
"Arbeitslose","2015","Bremen","","","",""
"Arbeitslose","2015","Nordrhein-Westfalen","434","0.0585357582924401","0.0524355781074431","0.0646359384774371"
"Arbeitslose","2015","Hessen","105","0.0519534465582","0.0419952448350234","0.0619116482813767"
"Arbeitslose","2015","Rheinland-Pfalz,Saarland","81","0.0341068632567214","0.0245375780296557","0.0436761484837871"
"Arbeitslose","2015","Baden-Württemberg","118","0.0293196689974331","0.0235206136658695","0.0351187243289967"
"Arbeitslose","2015","Bayern","163","0.0273420254768468","0.0225570609140938","0.0321269900395998"
"Arbeitslose","2015","Saarland","","","",""
"Arbeitslose","2015","Berlin","90","0.0917775306427645","0.0738654050514698","0.109689656234059"
"Arbeitslose","2015","Brandenburg","97","0.0888745205256726","0.0714623808661307","0.106286660185214"
"Arbeitslose","2015","Mecklenburg-Vorpommern","56","0.0843588161992782","0.061340053544685","0.107377578853871"
"Arbeitslose","2015","Sachsen","116","0.0584737423523536","0.0468228006978467","0.0701246840068606"
"Arbeitslose","2015","Sachsen-Anhalt","95","0.10508091683441","0.0851457460501505","0.125016087618669"
"Arbeitslose","2015","Thüringen","66","0.0755538333565865","0.0590326786876568","0.0920749880255162"
"Sonstige Nichterwerbspersonen","2015","Schleswig-Holstein","68","0.0471574781008087","0.0334076093362719","0.0609073468653456"
"Sonstige Nichterwerbspersonen","2015","Hamburg","43","0.066264999617806","0.0437047671833593","0.0888252320522528"
"Sonstige Nichterwerbspersonen","2015","Niedersachsen","262","0.0584986873888309","0.0495852332687299","0.0674121415089319"
"Sonstige Nichterwerbspersonen","2015","Bremen","","","",""
"Sonstige Nichterwerbspersonen","2015","Nordrhein-Westfalen","663","0.0734754101778947","0.0666954115074918","0.0802554088482975"
"Sonstige Nichterwerbspersonen","2015","Hessen","193","0.0732926734226668","0.0615987435314422","0.0849866033138913"
"Sonstige Nichterwerbspersonen","2015","Rheinland-Pfalz,Saarland","144","0.0817474519966124","0.067302628050395","0.0961922759428297"
"Sonstige Nichterwerbspersonen","2015","Baden-Württemberg","305","0.0618060673563715","0.0535285238568238","0.0700836108559193"
"Sonstige Nichterwerbspersonen","2015","Bayern","404","0.067807934374413","0.0604309941145803","0.0751848746342457"
"Sonstige Nichterwerbspersonen","2015","Saarland","","","",""
"Sonstige Nichterwerbspersonen","2015","Berlin","60","0.033557883447124","0.0223849290819122","0.0447308378123358"
"Sonstige Nichterwerbspersonen","2015","Brandenburg","61","0.0323455872283432","0.0215202341187432","0.0431709403379432"
"Sonstige Nichterwerbspersonen","2015","Mecklenburg-Vorpommern","","","",""
"Sonstige Nichterwerbspersonen","2015","Sachsen","69","0.0328996444234859","0.0240424589741026","0.0417568298728692"
"Sonstige Nichterwerbspersonen","2015","Sachsen-Anhalt","48","0.0260054936206416","0.0156593868985115","0.0363516003427716"
"Sonstige Nichterwerbspersonen","2015","Thüringen","51","0.0383861321372463","0.0263756935193229","0.0503965707551697"
"Beamte","2015","Schleswig-Holstein","51","0.0582292257663801","0.0430392942958464","0.0734191572369138"
"Beamte","2015","Hamburg","","","",""
"Beamte","2015","Niedersachsen","116","0.0440472349465029","0.0362536001704778","0.051840869722528"
"Beamte","2015","Bremen","","","",""
"Beamte","2015","Nordrhein-Westfalen","219","0.0409944911187806","0.035842164040603","0.0461468181969582"
"Beamte","2015","Hessen","65","0.0297264888200432","0.0221060882486104","0.0373468893914759"
"Beamte","2015","Rheinland-Pfalz,Saarland","54","0.0439974421126097","0.033184663503762","0.0548102207214574"
"Beamte","2015","Baden-Württemberg","120","0.0374700589842465","0.0309419271164848","0.0439981908520081"
"Beamte","2015","Bayern","164","0.0338967426549475","0.0285869927680197","0.0392064925418752"
"Beamte","2015","Saarland","","","",""
"Beamte","2015","Berlin","37","0.0329137066752072","0.0218448227912048","0.0439825905592096"
"Beamte","2015","Brandenburg","39","0.0370656435294121","0.0255056251639198","0.0486256618949043"
"Beamte","2015","Mecklenburg-Vorpommern","","","",""
"Beamte","2015","Sachsen","","","",""
"Beamte","2015","Sachsen-Anhalt","","","",""
"Beamte","2015","Thüringen","","","",""
"Angestellte, einfache Tätigkeiten","2016","Schleswig-Holstein","158","0.149978268105244","0.127990935300897","0.17196560090959"
"Angestellte, einfache Tätigkeiten","2016","Hamburg","57","0.0891237420537574","0.0633099645670864","0.114937519540428"
"Angestellte, einfache Tätigkeiten","2016","Niedersachsen","484","0.158607898580356","0.144996425380735","0.172219371779976"
"Angestellte, einfache Tätigkeiten","2016","Bremen","41","0.146211742565304","0.100942171701349","0.191481313429259"
"Angestellte, einfache Tätigkeiten","2016","Nordrhein-Westfalen","1015","0.1718195979024","0.16213653757887","0.181502658225929"
"Angestellte, einfache Tätigkeiten","2016","Hessen","268","0.136795651089992","0.121245857473484","0.1523454447065"
"Angestellte, einfache Tätigkeiten","2016","Rheinland-Pfalz,Saarland","281","0.179574004782136","0.159432012390098","0.199715997174174"
"Angestellte, einfache Tätigkeiten","2016","Baden-Württemberg","536","0.169210405161508","0.156292178762257","0.18212863156076"
"Angestellte, einfache Tätigkeiten","2016","Bayern","766","0.166273707625146","0.155112695736005","0.177434719514287"
"Angestellte, einfache Tätigkeiten","2016","Saarland","47","0.148519205432453","0.11198697939368","0.185051431471226"
"Angestellte, einfache Tätigkeiten","2016","Berlin","102","0.109143139736301","0.0899601075365008","0.128326171936101"
"Angestellte, einfache Tätigkeiten","2016","Brandenburg","147","0.153152000979087","0.131512793670408","0.174791208287766"
"Angestellte, einfache Tätigkeiten","2016","Mecklenburg-Vorpommern","104","0.205672903175532","0.17335828095146","0.237987525399605"
"Angestellte, einfache Tätigkeiten","2016","Sachsen","219","0.155695602793249","0.137974417442744","0.173416788143753"
"Angestellte, einfache Tätigkeiten","2016","Sachsen-Anhalt","127","0.119746053173017","0.0988687293009798","0.140623377045055"
"Angestellte, einfache Tätigkeiten","2016","Thüringen","165","0.164506013401537","0.141342038005061","0.187669988798013"
"Angestellte, qualifizierte Tätigkeiten","2016","Schleswig-Holstein","214","0.260667475765701","0.233633700606308","0.287701250925093"
"Angestellte, qualifizierte Tätigkeiten","2016","Hamburg","145","0.304141808264432","0.26246220288602","0.345821413642843"
"Angestellte, qualifizierte Tätigkeiten","2016","Niedersachsen","670","0.29241245461978","0.275463944200149","0.309360965039411"
"Angestellte, qualifizierte Tätigkeiten","2016","Bremen","37","0.155246384281225","0.108846602394285","0.201646166168164"
"Angestellte, qualifizierte Tätigkeiten","2016","Nordrhein-Westfalen","1451","0.284084956598796","0.272508685835835","0.295661227361757"
"Angestellte, qualifizierte Tätigkeiten","2016","Hessen","547","0.314944538770828","0.293925561459055","0.335963516082601"
"Angestellte, qualifizierte Tätigkeiten","2016","Rheinland-Pfalz,Saarland","355","0.277180899112942","0.253692282079883","0.300669516146001"
"Angestellte, qualifizierte Tätigkeiten","2016","Baden-Württemberg","1030","0.317246765650579","0.301211567934781","0.333281963366377"
"Angestellte, qualifizierte Tätigkeiten","2016","Bayern","1279","0.340067456898727","0.325866672269955","0.354268241527498"
"Angestellte, qualifizierte Tätigkeiten","2016","Saarland","57","0.263806420134726","0.218533751785038","0.309079088484414"
"Angestellte, qualifizierte Tätigkeiten","2016","Berlin","301","0.326550042190719","0.297700255460094","0.355399828921345"
"Angestellte, qualifizierte Tätigkeiten","2016","Brandenburg","254","0.237166941628093","0.211609398261109","0.262724484995077"
"Angestellte, qualifizierte Tätigkeiten","2016","Mecklenburg-Vorpommern","141","0.299049100071584","0.262445322826104","0.335652877317064"
"Angestellte, qualifizierte Tätigkeiten","2016","Sachsen","499","0.353659973849275","0.330291596885016","0.377028350813535"
"Angestellte, qualifizierte Tätigkeiten","2016","Sachsen-Anhalt","249","0.257375244255661","0.229262170551914","0.285488317959409"
"Angestellte, qualifizierte Tätigkeiten","2016","Thüringen","267","0.280638559857135","0.252564980350074","0.308712139364196"
"Selbstständige/ManagerInnen","2016","Schleswig-Holstein","44","0.0516116666492218","0.0379874854337836","0.06523584786466"
"Selbstständige/ManagerInnen","2016","Hamburg","42","0.0868731042168639","0.0613558816224366","0.112390326811291"
"Selbstständige/ManagerInnen","2016","Niedersachsen","125","0.0536208981234123","0.0452273975547551","0.0620143986920694"
"Selbstständige/ManagerInnen","2016","Bremen","","","",""
"Selbstständige/ManagerInnen","2016","Nordrhein-Westfalen","329","0.0612560748917987","0.055100594305178","0.0674115554784194"
"Selbstständige/ManagerInnen","2016","Hessen","120","0.0762661946597603","0.0642554168878631","0.0882769724316575"
"Selbstständige/ManagerInnen","2016","Rheinland-Pfalz,Saarland","61","0.0482909291330097","0.0370411013985995","0.05954075686742"
"Selbstständige/ManagerInnen","2016","Baden-Württemberg","163","0.0514539911898807","0.0438422753132668","0.0590657070664946"
"Selbstständige/ManagerInnen","2016","Bayern","274","0.0636903962124018","0.0563701321798607","0.0710106602449428"
"Selbstständige/ManagerInnen","2016","Saarland","","","",""
"Selbstständige/ManagerInnen","2016","Berlin","95","0.077756176925348","0.0612819366022179","0.0942304172484782"
"Selbstständige/ManagerInnen","2016","Brandenburg","56","0.0696157380327131","0.0543238126363313","0.0849076634290948"
"Selbstständige/ManagerInnen","2016","Mecklenburg-Vorpommern","36","0.042960179967032","0.026749213588534","0.0591711463455299"
"Selbstständige/ManagerInnen","2016","Sachsen","100","0.0608797311400899","0.0491927581942198","0.07256670408596"
"Selbstständige/ManagerInnen","2016","Sachsen-Anhalt","45","0.0555737647815733","0.040841851127425","0.0703056784357217"
"Selbstständige/ManagerInnen","2016","Thüringen","64","0.0871511572489004","0.0695278847865525","0.104774429711248"
"In Ausbildung","2016","Schleswig-Holstein","96","0.0595975592023737","0.0450190042225633","0.0741761141821841"
"In Ausbildung","2016","Hamburg","33","0.0673252440417407","0.0446224534259549","0.0900280346575266"
"In Ausbildung","2016","Niedersachsen","235","0.0791313306251872","0.0690732156819083","0.0891894455684662"
"In Ausbildung","2016","Bremen","","","",""
"In Ausbildung","2016","Nordrhein-Westfalen","433","0.0693112896461598","0.0627917335518179","0.0758308457405018"
"In Ausbildung","2016","Hessen","138","0.0748746678247847","0.0629650064094597","0.0867843292401097"
"In Ausbildung","2016","Rheinland-Pfalz,Saarland","83","0.055115038603507","0.0431397630988624","0.0670903141081515"
"In Ausbildung","2016","Baden-Württemberg","222","0.0592790926092054","0.0511428290876245","0.0674153561307863"
"In Ausbildung","2016","Bayern","272","0.0574428226389072","0.0504677012512583","0.0644179440265561"
"In Ausbildung","2016","Saarland","","","",""
"In Ausbildung","2016","Berlin","62","0.0572768753632434","0.0429814590016197","0.0715722917248672"
"In Ausbildung","2016","Brandenburg","51","0.0424445576089645","0.0303310407737035","0.0545580744442255"
"In Ausbildung","2016","Mecklenburg-Vorpommern","","","",""
"In Ausbildung","2016","Sachsen","99","0.0616749808164218","0.0499169057491875","0.0734330558836562"
"In Ausbildung","2016","Sachsen-Anhalt","59","0.0804608456778161","0.0629697246978893","0.0979519666577429"
"In Ausbildung","2016","Thüringen","44","0.0501465947072011","0.0365102001949918","0.0637829892194104"
"In Rente oder Pension","2016","Schleswig-Holstein","175","0.306290234446819","0.2779045841819","0.334675884711739"
"In Rente oder Pension","2016","Hamburg","90","0.310750951427053","0.268821470537871","0.352680432316235"
"In Rente oder Pension","2016","Niedersachsen","533","0.276911112766147","0.26023827411234","0.293583951419954"
"In Rente oder Pension","2016","Bremen","35","0.305124643314807","0.246127326608523","0.364121960021091"
"In Rente oder Pension","2016","Nordrhein-Westfalen","964","0.247930137012811","0.236845855000341","0.25901441902528"
"In Rente oder Pension","2016","Hessen","290","0.225208321601076","0.206305947037697","0.244110696164456"
"In Rente oder Pension","2016","Rheinland-Pfalz,Saarland","277","0.279552653393692","0.256002490269452","0.303102816517931"
"In Rente oder Pension","2016","Baden-Württemberg","535","0.265796892036557","0.250576463053583","0.281017321019531"
"In Rente oder Pension","2016","Bayern","794","0.2442033551317","0.23132506145418","0.257081648809221"
"In Rente oder Pension","2016","Saarland","52","0.222709302080182","0.179966960287106","0.265451643873259"
"In Rente oder Pension","2016","Berlin","212","0.257125411444533","0.230238227330583","0.284012595558483"
"In Rente oder Pension","2016","Brandenburg","293","0.33502296753446","0.306662205857708","0.363383729211213"
"In Rente oder Pension","2016","Mecklenburg-Vorpommern","154","0.278074994977531","0.242253981729453","0.313896008225609"
"In Rente oder Pension","2016","Sachsen","388","0.262601761822769","0.241093518828301","0.284110004817237"
"In Rente oder Pension","2016","Sachsen-Anhalt","229","0.32355134760383","0.293467785497887","0.353634909709772"
"In Rente oder Pension","2016","Thüringen","254","0.276199398450727","0.248262938277268","0.304135858624187"
"Arbeitslose","2016","Schleswig-Holstein","62","0.055161846158476","0.0411032655335862","0.0692204267833658"
"Arbeitslose","2016","Hamburg","","","",""
"Arbeitslose","2016","Niedersachsen","141","0.0394737963067762","0.032218543199021","0.0467290494145314"
"Arbeitslose","2016","Bremen","","","",""
"Arbeitslose","2016","Nordrhein-Westfalen","332","0.0493572591812913","0.0437969620584893","0.0549175563040932"
"Arbeitslose","2016","Hessen","88","0.0524209418717745","0.0423355724466127","0.0625063112969362"
"Arbeitslose","2016","Rheinland-Pfalz,Saarland","67","0.0433029876378411","0.0326221054047145","0.0539838698709676"
"Arbeitslose","2016","Baden-Württemberg","92","0.0303421665478802","0.0244323175605051","0.0362520155352553"
"Arbeitslose","2016","Bayern","142","0.033090304046006","0.0277283465387691","0.038452261553243"
"Arbeitslose","2016","Saarland","","","",""
"Arbeitslose","2016","Berlin","71","0.0850946969618102","0.0679292786918358","0.102260115231784"
"Arbeitslose","2016","Brandenburg","86","0.0850910954380587","0.0683259138548791","0.101856277021238"
"Arbeitslose","2016","Mecklenburg-Vorpommern","45","0.085551561837958","0.0631898813663607","0.107913242309555"
"Arbeitslose","2016","Sachsen","96","0.0628244933254568","0.0509646205288682","0.0746843661220453"
"Arbeitslose","2016","Sachsen-Anhalt","88","0.103051750626234","0.0835015321859564","0.122601969066512"
"Arbeitslose","2016","Thüringen","54","0.0695708176713863","0.0536741623668878","0.0854674729758848"
"Sonstige Nichterwerbspersonen","2016","Schleswig-Holstein","220","0.0649765846521357","0.0497979379761207","0.0801552313281507"
"Sonstige Nichterwerbspersonen","2016","Hamburg","67","0.062891843503613","0.0408971868924059","0.08488650011482"
"Sonstige Nichterwerbspersonen","2016","Niedersachsen","471","0.0561304530712919","0.0475541766076429","0.0647067295349408"
"Sonstige Nichterwerbspersonen","2016","Bremen","61","0.0739206011952325","0.0403972814737714","0.107443920916694"
"Sonstige Nichterwerbspersonen","2016","Nordrhein-Westfalen","1100","0.0738950904308706","0.0671800025701476","0.0806101782915936"
"Sonstige Nichterwerbspersonen","2016","Hessen","356","0.0862578157912487","0.0735537498301849","0.0989618817523124"
"Sonstige Nichterwerbspersonen","2016","Rheinland-Pfalz,Saarland","224","0.0741776459418831","0.0604257891243002","0.087929502759466"
"Sonstige Nichterwerbspersonen","2016","Baden-Württemberg","542","0.0654268152539332","0.0569070352051912","0.0739465953026751"
"Sonstige Nichterwerbspersonen","2016","Bayern","596","0.0608163799961862","0.0536522151686265","0.0679805448237459"
"Sonstige Nichterwerbspersonen","2016","Saarland","137","0.105076706661025","0.0735743146447121","0.136579098677339"
"Sonstige Nichterwerbspersonen","2016","Berlin","140","0.0539634533565254","0.0400633223289852","0.0678635843840655"
"Sonstige Nichterwerbspersonen","2016","Brandenburg","142","0.031028921907676","0.0206101620654664","0.0414476817498857"
"Sonstige Nichterwerbspersonen","2016","Mecklenburg-Vorpommern","87","0.0325467454140711","0.0183601026316879","0.0467333881964542"
"Sonstige Nichterwerbspersonen","2016","Sachsen","182","0.0316280089285483","0.0230741495782874","0.0401818682788091"
"Sonstige Nichterwerbspersonen","2016","Sachsen-Anhalt","113","0.037945594332337","0.0256593052336846","0.0502318834309894"
"Sonstige Nichterwerbspersonen","2016","Thüringen","114","0.0385907476451597","0.0265557423206905","0.050625752969629"
"Beamte","2016","Schleswig-Holstein","44","0.0517163650200292","0.038079124749436","0.0653536052906224"
"Beamte","2016","Hamburg","","","",""
"Beamte","2016","Niedersachsen","108","0.0437120559070496","0.0360940997593208","0.0513300120547783"
"Beamte","2016","Bremen","","","",""
"Beamte","2016","Nordrhein-Westfalen","206","0.0423455943358731","0.0371764062403569","0.0475147824313892"
"Beamte","2016","Hessen","69","0.0332318683905355","0.0251209465466602","0.0413427902344109"
"Beamte","2016","Rheinland-Pfalz,Saarland","47","0.0428058413949888","0.0321836890461708","0.0534279937438069"
"Beamte","2016","Baden-Württemberg","116","0.0412438715504558","0.0343924983611385","0.0480952447397731"
"Beamte","2016","Bayern","152","0.034415577450926","0.0289510490517294","0.0398801058501226"
"Beamte","2016","Saarland","","","",""
"Beamte","2016","Berlin","32","0.0330902040215202","0.0220860218245267","0.0440943862185138"
"Beamte","2016","Brandenburg","35","0.0464777768709471","0.0338285098621898","0.0591270438797044"
"Beamte","2016","Mecklenburg-Vorpommern","","","",""
"Beamte","2016","Sachsen","","","",""
"Beamte","2016","Sachsen-Anhalt","","","",""
"Beamte","2016","Thüringen","","","",""
"Angestellte, einfache Tätigkeiten","2017","Schleswig-Holstein","213","0.168150534705137","0.147042590654669","0.189258478755605"
"Angestellte, einfache Tätigkeiten","2017","Hamburg","64","0.0947647681554321","0.070107064762077","0.119422471548787"
"Angestellte, einfache Tätigkeiten","2017","Niedersachsen","560","0.169776536939703","0.156900674221637","0.182652399657768"
"Angestellte, einfache Tätigkeiten","2017","Bremen","50","0.168723591805654","0.125395678232726","0.212051505378581"
"Angestellte, einfache Tätigkeiten","2017","Nordrhein-Westfalen","1113","0.16352412766048","0.154606207757582","0.172442047563378"
"Angestellte, einfache Tätigkeiten","2017","Hessen","319","0.132867025624255","0.118680144374548","0.147053906873961"
"Angestellte, einfache Tätigkeiten","2017","Rheinland-Pfalz,Saarland","284","0.176167626401945","0.156843464578426","0.195491788225465"
"Angestellte, einfache Tätigkeiten","2017","Baden-Württemberg","588","0.167980511750058","0.155640853372821","0.180320170127296"
"Angestellte, einfache Tätigkeiten","2017","Bayern","868","0.186064784973227","0.174912984401045","0.19721658554541"
"Angestellte, einfache Tätigkeiten","2017","Saarland","70","0.26432107336063","0.215311835475231","0.313330311246029"
"Angestellte, einfache Tätigkeiten","2017","Berlin","149","0.145759644123713","0.124888050379907","0.16663123786752"
"Angestellte, einfache Tätigkeiten","2017","Brandenburg","169","0.148641443632926","0.128335770152341","0.16894711711351"
"Angestellte, einfache Tätigkeiten","2017","Mecklenburg-Vorpommern","103","0.210053714352079","0.178118337471305","0.241989091232854"
"Angestellte, einfache Tätigkeiten","2017","Sachsen","274","0.163972379209895","0.146994850269701","0.180949908150088"
"Angestellte, einfache Tätigkeiten","2017","Sachsen-Anhalt","169","0.163776027493335","0.141306149996304","0.186245904990366"
"Angestellte, einfache Tätigkeiten","2017","Thüringen","202","0.201041481638794","0.177205220633555","0.224877742644032"
