year,quintil_oecd,sampreg,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,1st Quintile,West,Yes,0.69493,623,908,0.66497,0.72490
2018,1st Quintile,West,No,0.30507,285,908,0.27510,0.33503
2018,1st Quintile,East,Yes,0.62183,202,321,0.56870,0.67496
2018,1st Quintile,East,No,0.37817,119,321,0.32504,0.43130
2018,2nd Quintile,West,Yes,0.72274,966,1376,0.69907,0.74640
2018,2nd Quintile,West,No,0.27726,410,1376,0.25360,0.30093
2018,2nd Quintile,East,Yes,0.69654,329,485,0.65558,0.73750
2018,2nd Quintile,East,No,0.30346,156,485,0.26250,0.34442
2018,3rd Quintile,West,Yes,0.75279,1169,1576,0.73148,0.77409
2018,3rd Quintile,West,No,0.24721,407,1576,0.22591,0.26852
2018,3rd Quintile,East,Yes,0.68699,306,437,0.64346,0.73052
2018,3rd Quintile,East,No,0.31301,131,437,0.26948,0.35654
2018,4th Quintile,West,Yes,0.77119,1449,1867,0.75213,0.79025
2018,4th Quintile,West,No,0.22881,418,1867,0.20975,0.24787
2018,4th Quintile,East,Yes,0.75724,288,401,0.71523,0.79926
2018,4th Quintile,East,No,0.24276,113,401,0.20074,0.28477
2018,5th Quintile,West,Yes,0.79806,1637,2088,0.78083,0.81528
2018,5th Quintile,West,No,0.20194,451,2088,0.18472,0.21917
2018,5th Quintile,East,Yes,0.79699,248,336,0.75392,0.84007
2018,5th Quintile,East,No,0.20301,88,336,0.15993,0.24608
2019,1st Quintile,West,Yes,0.77117,588,833,0.74262,0.79971
2019,1st Quintile,West,No,0.22883,245,833,0.20029,0.25738
2019,1st Quintile,East,Yes,0.68180,164,247,0.62359,0.74000
2019,1st Quintile,East,No,0.31820,83,247,0.26000,0.37641
2019,2nd Quintile,West,Yes,0.72915,868,1182,0.70380,0.75449
2019,2nd Quintile,West,No,0.27085,314,1182,0.24551,0.29620
2019,2nd Quintile,East,Yes,0.71679,297,408,0.67302,0.76056
2019,2nd Quintile,East,No,0.28321,111,408,0.23944,0.32698
2019,3rd Quintile,West,Yes,0.78014,1074,1384,0.75831,0.80197
2019,3rd Quintile,West,No,0.21986,310,1384,0.19803,0.24169
2019,3rd Quintile,East,Yes,0.68921,322,428,0.64532,0.73311
2019,3rd Quintile,East,No,0.31079,106,428,0.26689,0.35468
2019,4th Quintile,West,Yes,0.76176,1181,1555,0.74058,0.78294
2019,4th Quintile,West,No,0.23824,374,1555,0.21706,0.25942
2019,4th Quintile,East,Yes,0.73387,264,353,0.68770,0.78004
2019,4th Quintile,East,No,0.26613,89,353,0.21996,0.31230
2019,5th Quintile,West,Yes,0.81974,1500,1862,0.80228,0.83721
2019,5th Quintile,West,No,0.18026,362,1862,0.16279,0.19772
2019,5th Quintile,East,Yes,0.86122,251,306,0.82242,0.90002
2019,5th Quintile,East,No,0.13878,55,306,0.09998,0.17758
2020,1st Quintile,West,Yes,0.58281,444,809,0.54881,0.61681
2020,1st Quintile,West,No,0.41719,365,809,0.38319,0.45119
2020,1st Quintile,East,Yes,0.59946,163,257,0.53943,0.65949
2020,1st Quintile,East,No,0.40054,94,257,0.34051,0.46057
2020,2nd Quintile,West,Yes,0.57062,779,1300,0.54371,0.59754
2020,2nd Quintile,West,No,0.42938,521,1300,0.40246,0.45629
2020,2nd Quintile,East,Yes,0.58349,279,456,0.53819,0.62879
2020,2nd Quintile,East,No,0.41651,177,456,0.37121,0.46181
2020,3rd Quintile,West,Yes,0.64000,890,1442,0.61521,0.66478
2020,3rd Quintile,West,No,0.36000,552,1442,0.33522,0.38479
2020,3rd Quintile,East,Yes,0.67135,266,434,0.62711,0.71560
2020,3rd Quintile,East,No,0.32865,168,434,0.28440,0.37289
2020,4th Quintile,West,Yes,0.68045,1218,1811,0.65896,0.70193
2020,4th Quintile,West,No,0.31955,593,1811,0.29807,0.34104
2020,4th Quintile,East,Yes,0.68158,265,408,0.63632,0.72684
2020,4th Quintile,East,No,0.31842,143,408,0.27316,0.36368
2020,5th Quintile,West,Yes,0.72204,1514,2147,0.70309,0.74100
2020,5th Quintile,West,No,0.27796,633,2147,0.25900,0.29691
2020,5th Quintile,East,Yes,0.67860,259,383,0.63176,0.72543
2020,5th Quintile,East,No,0.32140,124,383,0.27457,0.36824
2021,1st Quintile,West,Yes,0.69608,548,828,0.66473,0.72742
2021,1st Quintile,West,No,0.30392,280,828,0.27258,0.33527
2021,1st Quintile,East,Yes,0.70085,163,233,0.64193,0.75977
2021,1st Quintile,East,No,0.29915,70,233,0.24023,0.35807
2021,2nd Quintile,West,Yes,0.72530,674,934,0.69665,0.75394
2021,2nd Quintile,West,No,0.27470,260,934,0.24606,0.30335
2021,2nd Quintile,East,Yes,0.65639,197,272,0.59985,0.71294
2021,2nd Quintile,East,No,0.34361,75,272,0.28706,0.40015
2021,3rd Quintile,West,Yes,0.74511,802,1091,0.71924,0.77098
2021,3rd Quintile,West,No,0.25489,289,1091,0.22902,0.28076
2021,3rd Quintile,East,Yes,0.69840,213,308,0.64706,0.74974
2021,3rd Quintile,East,No,0.30160,95,308,0.25026,0.35294
2021,4th Quintile,West,Yes,0.77285,906,1230,0.74943,0.79628
2021,4th Quintile,West,No,0.22715,324,1230,0.20372,0.25057
2021,4th Quintile,East,Yes,0.67671,190,274,0.62123,0.73219
2021,4th Quintile,East,No,0.32329,84,274,0.26781,0.37877
2021,5th Quintile,West,Yes,0.76000,1191,1573,0.73889,0.78112
2021,5th Quintile,West,No,0.24000,382,1573,0.21888,0.26111
2021,5th Quintile,East,Yes,0.71785,239,314,0.66800,0.76771
2021,5th Quintile,East,No,0.28215,75,314,0.23229,0.33200
2022,1st Quintile,West,Yes,0.67162,479,731,0.63755,0.70569
2022,1st Quintile,West,No,0.32838,252,731,0.29431,0.36245
2022,1st Quintile,East,Yes,0.69200,133,208,0.62911,0.75490
2022,1st Quintile,East,No,0.30800,75,208,0.24510,0.37089
2022,2nd Quintile,West,Yes,0.71494,643,898,0.68540,0.74449
2022,2nd Quintile,West,No,0.28506,255,898,0.25551,0.31460
2022,2nd Quintile,East,Yes,0.68792,213,301,0.63549,0.74035
2022,2nd Quintile,East,No,0.31208,88,301,0.25965,0.36451
2022,3rd Quintile,West,Yes,0.73165,817,1115,0.70563,0.75767
2022,3rd Quintile,West,No,0.26835,298,1115,0.24233,0.29437
2022,3rd Quintile,East,Yes,0.73142,200,281,0.67951,0.78334
2022,3rd Quintile,East,No,0.26858,81,281,0.21666,0.32049
2022,4th Quintile,West,Yes,0.74618,980,1308,0.72259,0.76978
2022,4th Quintile,West,No,0.25382,328,1308,0.23022,0.27741
2022,4th Quintile,East,Yes,0.68720,196,287,0.63346,0.74093
2022,4th Quintile,East,No,0.31280,91,287,0.25907,0.36654
2022,5th Quintile,West,Yes,0.77057,1138,1468,0.74905,0.79209
2022,5th Quintile,West,No,0.22943,330,1468,0.20791,0.25095
2022,5th Quintile,East,Yes,0.75279,202,270,0.70124,0.80434
2022,5th Quintile,East,No,0.24721,68,270,0.19566,0.29876
