year,quintil_oecd,regtyp,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,1st Quintile,Urban regions,Yes,0.64340,189,280,0.58719,0.69961
2006,1st Quintile,Urban regions,No,0.35660,91,280,0.30039,0.41281
2006,1st Quintile,Rural regions,Yes,0.60723,130,208,0.54070,0.67376
2006,1st Quintile,Rural regions,No,0.39277,78,208,0.32624,0.45930
2006,2nd Quintile,Urban regions,Yes,0.72592,375,532,0.68798,0.76386
2006,2nd Quintile,Urban regions,No,0.27408,157,532,0.23614,0.31202
2006,2nd Quintile,Rural regions,Yes,0.67358,247,371,0.62580,0.72136
2006,2nd Quintile,Rural regions,No,0.32642,124,371,0.27864,0.37420
2006,3rd Quintile,Urban regions,Yes,0.73158,580,780,0.70047,0.76270
2006,3rd Quintile,Urban regions,No,0.26842,200,780,0.23730,0.29953
2006,3rd Quintile,Rural regions,Yes,0.70118,345,496,0.66085,0.74150
2006,3rd Quintile,Rural regions,No,0.29882,151,496,0.25850,0.33915
2006,4th Quintile,Urban regions,Yes,0.71179,814,1108,0.68511,0.73847
2006,4th Quintile,Urban regions,No,0.28821,294,1108,0.26153,0.31489
2006,4th Quintile,Rural regions,Yes,0.70452,383,532,0.66571,0.74333
2006,4th Quintile,Rural regions,No,0.29548,149,532,0.25667,0.33429
2006,5th Quintile,Urban regions,Yes,0.81342,1387,1725,0.79503,0.83181
2006,5th Quintile,Urban regions,No,0.18658,338,1725,0.16819,0.20497
2006,5th Quintile,Rural regions,Yes,0.72848,455,625,0.69358,0.76338
2006,5th Quintile,Rural regions,No,0.27152,170,625,0.23662,0.30642
2007,1st Quintile,Urban regions,Yes,0.72409,228,317,0.67481,0.77337
2007,1st Quintile,Urban regions,No,0.27591,89,317,0.22663,0.32519
2007,1st Quintile,Rural regions,Yes,0.58918,128,204,0.52150,0.65686
2007,1st Quintile,Rural regions,No,0.41082,76,204,0.34314,0.47850
2007,2nd Quintile,Urban regions,Yes,0.76204,425,569,0.72702,0.79706
2007,2nd Quintile,Urban regions,No,0.23796,144,569,0.20294,0.27298
2007,2nd Quintile,Rural regions,Yes,0.65054,281,420,0.60489,0.69619
2007,2nd Quintile,Rural regions,No,0.34946,139,420,0.30381,0.39511
2007,3rd Quintile,Urban regions,Yes,0.75983,621,812,0.73043,0.78923
2007,3rd Quintile,Urban regions,No,0.24017,191,812,0.21077,0.26957
2007,3rd Quintile,Rural regions,Yes,0.68747,341,499,0.64676,0.72818
2007,3rd Quintile,Rural regions,No,0.31253,158,499,0.27182,0.35324
2007,4th Quintile,Urban regions,Yes,0.76342,864,1145,0.73880,0.78805
2007,4th Quintile,Urban regions,No,0.23658,281,1145,0.21195,0.26120
2007,4th Quintile,Rural regions,Yes,0.73768,468,649,0.70381,0.77155
2007,4th Quintile,Rural regions,No,0.26232,181,649,0.22845,0.29619
2007,5th Quintile,Urban regions,Yes,0.79293,1319,1678,0.77353,0.81232
2007,5th Quintile,Urban regions,No,0.20707,359,1678,0.18768,0.22647
2007,5th Quintile,Rural regions,Yes,0.70997,473,650,0.67506,0.74488
2007,5th Quintile,Rural regions,No,0.29003,177,650,0.25512,0.32494
2008,1st Quintile,Urban regions,Yes,0.66593,195,296,0.61210,0.71975
2008,1st Quintile,Urban regions,No,0.33407,101,296,0.28025,0.38790
2008,1st Quintile,Rural regions,Yes,0.60174,129,196,0.53303,0.67045
2008,1st Quintile,Rural regions,No,0.39826,67,196,0.32955,0.46697
2008,2nd Quintile,Urban regions,Yes,0.71661,418,584,0.68003,0.75319
2008,2nd Quintile,Urban regions,No,0.28339,166,584,0.24681,0.31997
2008,2nd Quintile,Rural regions,Yes,0.64586,257,400,0.59893,0.69279
2008,2nd Quintile,Rural regions,No,0.35414,143,400,0.30721,0.40107
2008,3rd Quintile,Urban regions,Yes,0.75564,614,830,0.72639,0.78489
2008,3rd Quintile,Urban regions,No,0.24436,216,830,0.21511,0.27361
2008,3rd Quintile,Rural regions,Yes,0.64713,399,592,0.60860,0.68566
2008,3rd Quintile,Rural regions,No,0.35287,193,592,0.31434,0.39140
2008,4th Quintile,Urban regions,Yes,0.75990,825,1095,0.73458,0.78521
2008,4th Quintile,Urban regions,No,0.24010,270,1095,0.21479,0.26542
2008,4th Quintile,Rural regions,Yes,0.69563,382,556,0.65734,0.73391
2008,4th Quintile,Rural regions,No,0.30437,174,556,0.26609,0.34266
2008,5th Quintile,Urban regions,Yes,0.78265,1283,1652,0.76275,0.80254
2008,5th Quintile,Urban regions,No,0.21735,369,1652,0.19746,0.23725
2008,5th Quintile,Rural regions,Yes,0.70738,463,623,0.67162,0.74313
2008,5th Quintile,Rural regions,No,0.29262,160,623,0.25687,0.32838
2009,1st Quintile,Urban regions,Yes,0.67914,194,291,0.62541,0.73287
2009,1st Quintile,Urban regions,No,0.32086,97,291,0.26713,0.37459
2009,1st Quintile,Rural regions,Yes,0.56605,98,179,0.49324,0.63886
2009,1st Quintile,Rural regions,No,0.43395,81,179,0.36114,0.50676
2009,2nd Quintile,Urban regions,Yes,0.70890,298,428,0.66581,0.75198
2009,2nd Quintile,Urban regions,No,0.29110,130,428,0.24802,0.33419
2009,2nd Quintile,Rural regions,Yes,0.57202,218,355,0.52048,0.62357
2009,2nd Quintile,Rural regions,No,0.42798,137,355,0.37643,0.47952
2009,3rd Quintile,Urban regions,Yes,0.71137,504,741,0.67872,0.74402
2009,3rd Quintile,Urban regions,No,0.28863,237,741,0.25598,0.32128
2009,3rd Quintile,Rural regions,Yes,0.63238,330,523,0.59102,0.67374
2009,3rd Quintile,Rural regions,No,0.36762,193,523,0.32626,0.40898
2009,4th Quintile,Urban regions,Yes,0.74818,723,976,0.72093,0.77543
2009,4th Quintile,Urban regions,No,0.25182,253,976,0.22457,0.27907
2009,4th Quintile,Rural regions,Yes,0.71082,382,541,0.67257,0.74906
2009,4th Quintile,Rural regions,No,0.28918,159,541,0.25094,0.32743
2009,5th Quintile,Urban regions,Yes,0.76936,1109,1433,0.74754,0.79118
2009,5th Quintile,Urban regions,No,0.23064,324,1433,0.20882,0.25246
2009,5th Quintile,Rural regions,Yes,0.72565,427,570,0.68899,0.76231
2009,5th Quintile,Rural regions,No,0.27435,143,570,0.23769,0.31101
2010,1st Quintile,Urban regions,Yes,0.57228,154,261,0.51214,0.63242
2010,1st Quintile,Urban regions,No,0.42772,107,261,0.36758,0.48786
2010,1st Quintile,Rural regions,Yes,0.61114,81,139,0.52981,0.69248
2010,1st Quintile,Rural regions,No,0.38886,58,139,0.30752,0.47019
2010,2nd Quintile,Urban regions,Yes,0.61674,285,454,0.57196,0.66151
2010,2nd Quintile,Urban regions,No,0.38326,169,454,0.33849,0.42804
2010,2nd Quintile,Rural regions,Yes,0.50740,192,323,0.45279,0.56201
2010,2nd Quintile,Rural regions,No,0.49260,131,323,0.43799,0.54721
2010,3rd Quintile,Urban regions,Yes,0.67745,463,681,0.64232,0.71259
2010,3rd Quintile,Urban regions,No,0.32255,218,681,0.28741,0.35768
2010,3rd Quintile,Rural regions,Yes,0.63478,319,499,0.59249,0.67706
2010,3rd Quintile,Rural regions,No,0.36522,180,499,0.32294,0.40751
2010,4th Quintile,Urban regions,Yes,0.71424,638,908,0.68484,0.74364
2010,4th Quintile,Urban regions,No,0.28576,270,908,0.25636,0.31516
2010,4th Quintile,Rural regions,Yes,0.64213,352,529,0.60124,0.68302
2010,4th Quintile,Rural regions,No,0.35787,177,529,0.31698,0.39876
2010,5th Quintile,Urban regions,Yes,0.76045,1060,1382,0.73794,0.78296
2010,5th Quintile,Urban regions,No,0.23955,322,1382,0.21704,0.26206
2010,5th Quintile,Rural regions,Yes,0.73213,355,475,0.69226,0.77199
2010,5th Quintile,Rural regions,No,0.26787,120,475,0.22801,0.30774
2011,1st Quintile,Urban regions,Yes,0.68172,408,590,0.64410,0.71934
2011,1st Quintile,Urban regions,No,0.31828,182,590,0.28066,0.35590
2011,1st Quintile,Rural regions,Yes,0.66248,281,398,0.61597,0.70900
2011,1st Quintile,Rural regions,No,0.33752,117,398,0.29100,0.38403
2011,2nd Quintile,Urban regions,Yes,0.72520,600,813,0.69449,0.75590
2011,2nd Quintile,Urban regions,No,0.27480,213,813,0.24410,0.30551
2011,2nd Quintile,Rural regions,Yes,0.67588,453,652,0.63992,0.71183
2011,2nd Quintile,Rural regions,No,0.32412,199,652,0.28817,0.36008
2011,3rd Quintile,Urban regions,Yes,0.71851,728,992,0.69051,0.74651
2011,3rd Quintile,Urban regions,No,0.28149,264,992,0.25349,0.30949
2011,3rd Quintile,Rural regions,Yes,0.71682,467,645,0.68203,0.75162
2011,3rd Quintile,Rural regions,No,0.28318,178,645,0.24838,0.31797
2011,4th Quintile,Urban regions,Yes,0.80067,951,1219,0.77823,0.82310
2011,4th Quintile,Urban regions,No,0.19933,268,1219,0.17690,0.22177
2011,4th Quintile,Rural regions,Yes,0.66535,430,623,0.62826,0.70243
2011,4th Quintile,Rural regions,No,0.33465,193,623,0.29757,0.37174
2011,5th Quintile,Urban regions,Yes,0.83348,1243,1510,0.81468,0.85227
2011,5th Quintile,Urban regions,No,0.16652,267,1510,0.14773,0.18532
2011,5th Quintile,Rural regions,Yes,0.72950,407,550,0.69235,0.76666
2011,5th Quintile,Rural regions,No,0.27050,143,550,0.23334,0.30765
2012,1st Quintile,Urban regions,Yes,0.62418,470,718,0.58873,0.65963
2012,1st Quintile,Urban regions,No,0.37582,248,718,0.34037,0.41127
2012,1st Quintile,Rural regions,Yes,0.69866,357,524,0.65934,0.73799
2012,1st Quintile,Rural regions,No,0.30134,167,524,0.26201,0.34066
2012,2nd Quintile,Urban regions,Yes,0.66986,707,1019,0.64097,0.69875
2012,2nd Quintile,Urban regions,No,0.33014,312,1019,0.30125,0.35903
2012,2nd Quintile,Rural regions,Yes,0.61743,436,663,0.58040,0.65445
2012,2nd Quintile,Rural regions,No,0.38257,227,663,0.34555,0.41960
2012,3rd Quintile,Urban regions,Yes,0.70572,863,1207,0.68000,0.73144
2012,3rd Quintile,Urban regions,No,0.29428,344,1207,0.26856,0.32000
2012,3rd Quintile,Rural regions,Yes,0.70139,597,824,0.67013,0.73266
2012,3rd Quintile,Rural regions,No,0.29861,227,824,0.26734,0.32987
2012,4th Quintile,Urban regions,Yes,0.75978,1065,1406,0.73744,0.78212
2012,4th Quintile,Urban regions,No,0.24022,341,1406,0.21788,0.26256
2012,4th Quintile,Rural regions,Yes,0.68953,544,789,0.65723,0.72184
2012,4th Quintile,Rural regions,No,0.31047,245,789,0.27816,0.34277
2012,5th Quintile,Urban regions,Yes,0.77685,1332,1718,0.75716,0.79654
2012,5th Quintile,Urban regions,No,0.22315,386,1718,0.20346,0.24284
2012,5th Quintile,Rural regions,Yes,0.75152,514,683,0.71909,0.78396
2012,5th Quintile,Rural regions,No,0.24848,169,683,0.21604,0.28091
2013,1st Quintile,Urban regions,Yes,0.67374,449,658,0.63789,0.70959
2013,1st Quintile,Urban regions,No,0.32626,209,658,0.29041,0.36211
2013,1st Quintile,Rural regions,Yes,0.60636,305,462,0.56176,0.65096
2013,1st Quintile,Rural regions,No,0.39364,157,462,0.34904,0.43824
2013,2nd Quintile,Urban regions,Yes,0.70464,729,1011,0.67651,0.73278
2013,2nd Quintile,Urban regions,No,0.29536,282,1011,0.26722,0.32349
2013,2nd Quintile,Rural regions,Yes,0.64751,502,732,0.61288,0.68215
2013,2nd Quintile,Rural regions,No,0.35249,230,732,0.31785,0.38712
2013,3rd Quintile,Urban regions,Yes,0.71845,833,1121,0.69211,0.74479
2013,3rd Quintile,Urban regions,No,0.28155,288,1121,0.25521,0.30789
2013,3rd Quintile,Rural regions,Yes,0.65613,532,758,0.62229,0.68997
2013,3rd Quintile,Rural regions,No,0.34387,226,758,0.31003,0.37771
2013,4th Quintile,Urban regions,Yes,0.74473,1018,1356,0.72151,0.76794
2013,4th Quintile,Urban regions,No,0.25527,338,1356,0.23206,0.27849
2013,4th Quintile,Rural regions,Yes,0.72462,599,827,0.69415,0.75508
2013,4th Quintile,Rural regions,No,0.27538,228,827,0.24492,0.30585
2013,5th Quintile,Urban regions,Yes,0.79840,1379,1754,0.77962,0.81718
2013,5th Quintile,Urban regions,No,0.20160,375,1754,0.18282,0.22038
2013,5th Quintile,Rural regions,Yes,0.73735,457,618,0.70263,0.77208
2013,5th Quintile,Rural regions,No,0.26265,161,618,0.22792,0.29737
2014,1st Quintile,Urban regions,Yes,0.71580,520,754,0.68358,0.74801
2014,1st Quintile,Urban regions,No,0.28420,234,754,0.25199,0.31642
2014,1st Quintile,Rural regions,Yes,0.68306,319,483,0.64152,0.72460
2014,1st Quintile,Rural regions,No,0.31694,164,483,0.27540,0.35848
2014,2nd Quintile,Urban regions,Yes,0.72767,777,1093,0.70126,0.75407
2014,2nd Quintile,Urban regions,No,0.27233,316,1093,0.24593,0.29874
2014,2nd Quintile,Rural regions,Yes,0.65191,469,677,0.61600,0.68782
2014,2nd Quintile,Rural regions,No,0.34809,208,677,0.31218,0.38400
2014,3rd Quintile,Urban regions,Yes,0.68953,877,1245,0.66382,0.71524
2014,3rd Quintile,Urban regions,No,0.31047,368,1245,0.28476,0.33618
2014,3rd Quintile,Rural regions,Yes,0.68415,561,818,0.65227,0.71602
2014,3rd Quintile,Rural regions,No,0.31585,257,818,0.28398,0.34773
2014,4th Quintile,Urban regions,Yes,0.76731,1118,1500,0.74592,0.78870
2014,4th Quintile,Urban regions,No,0.23269,382,1500,0.21130,0.25408
2014,4th Quintile,Rural regions,Yes,0.65841,606,885,0.62714,0.68967
2014,4th Quintile,Rural regions,No,0.34159,279,885,0.31033,0.37286
2014,5th Quintile,Urban regions,Yes,0.78037,1430,1859,0.76154,0.79919
2014,5th Quintile,Urban regions,No,0.21963,429,1859,0.20081,0.23846
2014,5th Quintile,Rural regions,Yes,0.78193,498,651,0.75018,0.81368
2014,5th Quintile,Rural regions,No,0.21807,153,651,0.18632,0.24982
2015,1st Quintile,Urban regions,Yes,0.68806,452,648,0.65236,0.72376
2015,1st Quintile,Urban regions,No,0.31194,196,648,0.27624,0.34764
2015,1st Quintile,Rural regions,Yes,0.70280,279,398,0.65784,0.74775
2015,1st Quintile,Rural regions,No,0.29720,119,398,0.25225,0.34216
2015,2nd Quintile,Urban regions,Yes,0.69824,708,967,0.66930,0.72719
2015,2nd Quintile,Urban regions,No,0.30176,259,967,0.27281,0.33070
2015,2nd Quintile,Rural regions,Yes,0.72166,508,697,0.68837,0.75496
2015,2nd Quintile,Rural regions,No,0.27834,189,697,0.24504,0.31163
2015,3rd Quintile,Urban regions,Yes,0.74425,883,1143,0.71895,0.76956
2015,3rd Quintile,Urban regions,No,0.25575,260,1143,0.23044,0.28105
2015,3rd Quintile,Rural regions,Yes,0.74490,550,736,0.71339,0.77642
2015,3rd Quintile,Rural regions,No,0.25510,186,736,0.22358,0.28661
2015,4th Quintile,Urban regions,Yes,0.77442,1057,1327,0.75193,0.79692
2015,4th Quintile,Urban regions,No,0.22558,270,1327,0.20308,0.24807
2015,4th Quintile,Rural regions,Yes,0.73355,620,838,0.70360,0.76350
2015,4th Quintile,Rural regions,No,0.26645,218,838,0.23650,0.29640
2015,5th Quintile,Urban regions,Yes,0.84184,1362,1647,0.82422,0.85947
2015,5th Quintile,Urban regions,No,0.15816,285,1647,0.14053,0.17578
2015,5th Quintile,Rural regions,Yes,0.80300,480,605,0.77128,0.83472
2015,5th Quintile,Rural regions,No,0.19700,125,605,0.16528,0.22872
2016,1st Quintile,Urban regions,Yes,0.70282,446,650,0.66766,0.73798
2016,1st Quintile,Urban regions,No,0.29718,204,650,0.26202,0.33234
2016,1st Quintile,Rural regions,Yes,0.71053,304,420,0.66710,0.75395
2016,1st Quintile,Rural regions,No,0.28947,116,420,0.24605,0.33290
2016,2nd Quintile,Urban regions,Yes,0.73392,761,1001,0.70653,0.76131
2016,2nd Quintile,Urban regions,No,0.26608,240,1001,0.23869,0.29347
2016,2nd Quintile,Rural regions,Yes,0.67321,461,663,0.63748,0.70894
2016,2nd Quintile,Rural regions,No,0.32679,202,663,0.29106,0.36252
2016,3rd Quintile,Urban regions,Yes,0.78736,899,1172,0.76393,0.81080
2016,3rd Quintile,Urban regions,No,0.21264,273,1172,0.18920,0.23607
2016,3rd Quintile,Rural regions,Yes,0.75667,552,730,0.72552,0.78782
2016,3rd Quintile,Rural regions,No,0.24333,178,730,0.21218,0.27448
2016,4th Quintile,Urban regions,Yes,0.79006,1104,1399,0.76871,0.81141
2016,4th Quintile,Urban regions,No,0.20994,295,1399,0.18859,0.23129
2016,4th Quintile,Rural regions,Yes,0.69949,593,787,0.66744,0.73154
2016,4th Quintile,Rural regions,No,0.30051,194,787,0.26846,0.33256
2016,5th Quintile,Urban regions,Yes,0.80034,1262,1575,0.78059,0.82009
2016,5th Quintile,Urban regions,No,0.19966,313,1575,0.17991,0.21941
2016,5th Quintile,Rural regions,Yes,0.80817,494,629,0.77738,0.83897
2016,5th Quintile,Rural regions,No,0.19183,135,629,0.16103,0.22262
2017,1st Quintile,Urban regions,Yes,0.65875,430,631,0.62173,0.69577
2017,1st Quintile,Urban regions,No,0.34125,201,631,0.30423,0.37827
2017,1st Quintile,Rural regions,Yes,0.71866,296,405,0.67482,0.76251
2017,1st Quintile,Rural regions,No,0.28134,109,405,0.23749,0.32518
2017,2nd Quintile,Urban regions,Yes,0.69696,669,908,0.66706,0.72687
2017,2nd Quintile,Urban regions,No,0.30304,239,908,0.27313,0.33294
2017,2nd Quintile,Rural regions,Yes,0.65923,418,604,0.62140,0.69706
2017,2nd Quintile,Rural regions,No,0.34077,186,604,0.30294,0.37860
2017,3rd Quintile,Urban regions,Yes,0.78221,760,986,0.75643,0.80798
2017,3rd Quintile,Urban regions,No,0.21779,226,986,0.19202,0.24357
2017,3rd Quintile,Rural regions,Yes,0.71227,518,708,0.67890,0.74564
2017,3rd Quintile,Rural regions,No,0.28773,190,708,0.25436,0.32110
2017,4th Quintile,Urban regions,Yes,0.77621,937,1212,0.75273,0.79968
2017,4th Quintile,Urban regions,No,0.22379,275,1212,0.20032,0.24727
2017,4th Quintile,Rural regions,Yes,0.76830,519,687,0.73672,0.79987
2017,4th Quintile,Rural regions,No,0.23170,168,687,0.20013,0.26328
2017,5th Quintile,Urban regions,Yes,0.80685,1193,1487,0.78678,0.82692
2017,5th Quintile,Urban regions,No,0.19315,294,1487,0.17308,0.21322
2017,5th Quintile,Rural regions,Yes,0.76016,413,540,0.72411,0.79620
2017,5th Quintile,Rural regions,No,0.23984,127,540,0.20380,0.27589
2018,1st Quintile,Urban regions,Yes,0.73416,527,768,0.70290,0.76543
2018,1st Quintile,Urban regions,No,0.26584,241,768,0.23457,0.29710
2018,1st Quintile,Rural regions,Yes,0.56049,298,461,0.51513,0.60585
2018,1st Quintile,Rural regions,No,0.43951,163,461,0.39415,0.48487
2018,2nd Quintile,Urban regions,Yes,0.73248,790,1118,0.70652,0.75844
2018,2nd Quintile,Urban regions,No,0.26752,328,1118,0.24156,0.29348
2018,2nd Quintile,Rural regions,Yes,0.68893,505,743,0.65562,0.72224
2018,2nd Quintile,Rural regions,No,0.31107,238,743,0.27776,0.34438
2018,3rd Quintile,Urban regions,Yes,0.75757,911,1224,0.73355,0.78159
2018,3rd Quintile,Urban regions,No,0.24243,313,1224,0.21841,0.26645
2018,3rd Quintile,Rural regions,Yes,0.70873,564,789,0.67701,0.74045
2018,3rd Quintile,Rural regions,No,0.29127,225,789,0.25955,0.32299
2018,4th Quintile,Urban regions,Yes,0.77787,1110,1436,0.75636,0.79938
2018,4th Quintile,Urban regions,No,0.22213,326,1436,0.20062,0.24364
2018,4th Quintile,Rural regions,Yes,0.75165,627,832,0.72227,0.78102
2018,4th Quintile,Rural regions,No,0.24835,205,832,0.21898,0.27773
2018,5th Quintile,Urban regions,Yes,0.79916,1369,1742,0.78034,0.81798
2018,5th Quintile,Urban regions,No,0.20084,373,1742,0.18202,0.21966
2018,5th Quintile,Rural regions,Yes,0.79432,516,682,0.76396,0.82468
2018,5th Quintile,Rural regions,No,0.20568,166,682,0.17532,0.23604
2019,1st Quintile,Urban regions,Yes,0.77856,464,675,0.74721,0.80990
2019,1st Quintile,Urban regions,No,0.22144,211,675,0.19010,0.25279
2019,1st Quintile,Rural regions,Yes,0.69868,288,405,0.65393,0.74342
2019,1st Quintile,Rural regions,No,0.30132,117,405,0.25658,0.34607
2019,2nd Quintile,Urban regions,Yes,0.73966,691,947,0.71170,0.76763
2019,2nd Quintile,Urban regions,No,0.26034,256,947,0.23237,0.28830
2019,2nd Quintile,Rural regions,Yes,0.70489,474,643,0.66961,0.74017
2019,2nd Quintile,Rural regions,No,0.29511,169,643,0.25983,0.33039
2019,3rd Quintile,Urban regions,Yes,0.78803,862,1113,0.76401,0.81206
2019,3rd Quintile,Urban regions,No,0.21197,251,1113,0.18794,0.23599
2019,3rd Quintile,Rural regions,Yes,0.70667,534,699,0.67289,0.74045
2019,3rd Quintile,Rural regions,No,0.29333,165,699,0.25955,0.32711
2019,4th Quintile,Urban regions,Yes,0.75641,945,1229,0.73240,0.78041
2019,4th Quintile,Urban regions,No,0.24359,284,1229,0.21959,0.26760
2019,4th Quintile,Rural regions,Yes,0.75869,500,679,0.72648,0.79090
2019,4th Quintile,Rural regions,No,0.24131,179,679,0.20910,0.27352
2019,5th Quintile,Urban regions,Yes,0.82893,1246,1538,0.81010,0.84776
2019,5th Quintile,Urban regions,No,0.17107,292,1538,0.15224,0.18990
2019,5th Quintile,Rural regions,Yes,0.80760,505,630,0.77680,0.83841
2019,5th Quintile,Rural regions,No,0.19240,125,630,0.16159,0.22320
2020,1st Quintile,Urban regions,Yes,0.60182,384,665,0.56459,0.63905
2020,1st Quintile,Urban regions,No,0.39818,281,665,0.36095,0.43541
2020,1st Quintile,Rural regions,Yes,0.54914,223,401,0.50038,0.59791
2020,1st Quintile,Rural regions,No,0.45086,178,401,0.40209,0.49962
2020,2nd Quintile,Urban regions,Yes,0.57099,628,1058,0.54115,0.60083
2020,2nd Quintile,Urban regions,No,0.42901,430,1058,0.39917,0.45885
2020,2nd Quintile,Rural regions,Yes,0.57776,430,698,0.54109,0.61443
2020,2nd Quintile,Rural regions,No,0.42224,268,698,0.38557,0.45891
2020,3rd Quintile,Urban regions,Yes,0.65543,739,1177,0.62827,0.68260
2020,3rd Quintile,Urban regions,No,0.34457,438,1177,0.31740,0.37173
2020,3rd Quintile,Rural regions,Yes,0.62927,417,699,0.59344,0.66510
2020,3rd Quintile,Rural regions,No,0.37073,282,699,0.33490,0.40656
2020,4th Quintile,Urban regions,Yes,0.66901,959,1433,0.64463,0.69338
2020,4th Quintile,Urban regions,No,0.33099,474,1433,0.30662,0.35537
2020,4th Quintile,Rural regions,Yes,0.70378,524,786,0.67184,0.73572
2020,4th Quintile,Rural regions,No,0.29622,262,786,0.26428,0.32816
2020,5th Quintile,Urban regions,Yes,0.70963,1284,1838,0.68888,0.73039
2020,5th Quintile,Urban regions,No,0.29037,554,1838,0.26961,0.31112
2020,5th Quintile,Rural regions,Yes,0.74003,489,692,0.70732,0.77273
2020,5th Quintile,Rural regions,No,0.25997,203,692,0.22727,0.29268
2021,1st Quintile,Urban regions,Yes,0.69358,459,700,0.65940,0.72775
2021,1st Quintile,Urban regions,No,0.30642,241,700,0.27225,0.34060
2021,1st Quintile,Rural regions,Yes,0.71594,252,360,0.66929,0.76259
2021,1st Quintile,Rural regions,No,0.28406,108,360,0.23741,0.33071
2021,2nd Quintile,Urban regions,Yes,0.70117,548,763,0.66867,0.73367
2021,2nd Quintile,Urban regions,No,0.29883,215,763,0.26633,0.33133
2021,2nd Quintile,Rural regions,Yes,0.73024,323,443,0.68886,0.77162
2021,2nd Quintile,Rural regions,No,0.26976,120,443,0.22838,0.31114
2021,3rd Quintile,Urban regions,Yes,0.75441,645,876,0.72589,0.78293
2021,3rd Quintile,Urban regions,No,0.24559,231,876,0.21707,0.27411
2021,3rd Quintile,Rural regions,Yes,0.70312,370,523,0.66393,0.74232
2021,3rd Quintile,Rural regions,No,0.29688,153,523,0.25768,0.33607
2021,4th Quintile,Urban regions,Yes,0.76607,728,1000,0.73982,0.79232
2021,4th Quintile,Urban regions,No,0.23393,272,1000,0.20768,0.26018
2021,4th Quintile,Rural regions,Yes,0.74333,368,504,0.70515,0.78150
2021,4th Quintile,Rural regions,No,0.25667,136,504,0.21850,0.29485
2021,5th Quintile,Urban regions,Yes,0.76234,1035,1366,0.73976,0.78492
2021,5th Quintile,Urban regions,No,0.23766,331,1366,0.21508,0.26024
2021,5th Quintile,Rural regions,Yes,0.73478,395,521,0.69683,0.77272
2021,5th Quintile,Rural regions,No,0.26522,126,521,0.22728,0.30317
2022,1st Quintile,Urban regions,Yes,0.69241,427,658,0.65712,0.72770
2022,1st Quintile,Urban regions,No,0.30759,231,658,0.27230,0.34288
2022,1st Quintile,Rural regions,Yes,0.63740,185,281,0.58109,0.69371
2022,1st Quintile,Rural regions,No,0.36260,96,281,0.30629,0.41891
2022,2nd Quintile,Urban regions,Yes,0.72132,549,753,0.68928,0.75337
2022,2nd Quintile,Urban regions,No,0.27868,204,753,0.24663,0.31072
2022,2nd Quintile,Rural regions,Yes,0.69081,307,446,0.64787,0.73375
2022,2nd Quintile,Rural regions,No,0.30919,139,446,0.26625,0.35213
2022,3rd Quintile,Urban regions,Yes,0.73190,664,911,0.70312,0.76068
2022,3rd Quintile,Urban regions,No,0.26810,247,911,0.23932,0.29688
2022,3rd Quintile,Rural regions,Yes,0.73111,353,485,0.69161,0.77061
2022,3rd Quintile,Rural regions,No,0.26889,132,485,0.22939,0.30839
2022,4th Quintile,Urban regions,Yes,0.74772,786,1056,0.72151,0.77393
2022,4th Quintile,Urban regions,No,0.25228,270,1056,0.22607,0.27849
2022,4th Quintile,Rural regions,Yes,0.72008,390,539,0.68214,0.75802
2022,4th Quintile,Rural regions,No,0.27992,149,539,0.24198,0.31786
2022,5th Quintile,Urban regions,Yes,0.77243,999,1278,0.74943,0.79542
2022,5th Quintile,Urban regions,No,0.22757,279,1278,0.20458,0.25057
2022,5th Quintile,Rural regions,Yes,0.75710,341,460,0.71787,0.79633
2022,5th Quintile,Rural regions,No,0.24290,119,460,0.20367,0.28213
