year,bula_h,pgisced97,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.39518,45,76,0.28453,0.50582
1996,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.33235,31,76,0.22574,0.43896
1996,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.35926,54,100,0.26475,0.45377
1996,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.38929,46,100,0.29324,0.48534
1996,Bavaria,Lower Secondary Level,Yes,0.07946,37,162,0.03769,0.12124
1996,Bavaria,Lower Secondary Level,No,0.27855,125,162,0.20930,0.34779
1996,Bavaria,Upper Secondary Level,Yes,0.25725,239,565,0.22117,0.29333
1996,Bavaria,Upper Secondary Level,No,0.34074,326,565,0.30162,0.37985
1996,Bavaria,First Stage of Tertiary Education,No,0.24904,34,34,0.10149,0.39660
1996,Bavaria,Second Stage of Tertiary Education,Yes,0.37402,75,128,0.28987,0.45818
1996,Bavaria,Second Stage of Tertiary Education,No,0.30975,53,128,0.22933,0.39017
1996,Berlin,Upper Secondary Level,Yes,0.24369,65,144,0.17332,0.31405
1996,Berlin,Upper Secondary Level,No,0.30208,79,144,0.22682,0.37734
1996,Berlin,Second Stage of Tertiary Education,Yes,0.32925,48,100,0.23668,0.42182
1996,Berlin,Second Stage of Tertiary Education,No,0.34828,52,100,0.25443,0.44212
1996,Brandenburg,Upper Secondary Level,Yes,0.17376,63,169,0.11647,0.23106
1996,Brandenburg,Upper Secondary Level,No,0.31923,106,169,0.24874,0.38973
1996,Brandenburg,Second Stage of Tertiary Education,Yes,0.29524,50,97,0.20399,0.38649
1996,Brandenburg,Second Stage of Tertiary Education,No,0.31955,47,97,0.22627,0.41283
1996,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.19992,48,116,0.12682,0.27302
1996,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.26343,68,116,0.18292,0.34394
1996,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.29761,34,34,0.14162,0.45361
1996,Saxony,Upper Secondary Level,Yes,0.23742,161,356,0.19316,0.28169
1996,Saxony,Upper Secondary Level,No,0.25892,195,356,0.21336,0.30449
1996,Saxony,Second Stage of Tertiary Education,Yes,0.38361,108,183,0.31296,0.45426
1996,Saxony,Second Stage of Tertiary Education,No,0.28044,75,183,0.21517,0.34570
1996,Saxony-Anhalt,Upper Secondary Level,Yes,0.19736,79,200,0.14206,0.25266
1996,Saxony-Anhalt,Upper Secondary Level,No,0.25616,121,200,0.19552,0.31681
1996,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.31742,53,104,0.22753,0.40732
1996,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.32344,51,104,0.23310,0.41379
1996,Thuringa,Upper Secondary Level,Yes,0.24683,111,227,0.19061,0.30304
1996,Thuringa,Upper Secondary Level,No,0.24809,116,227,0.19178,0.30440
1996,Thuringa,Second Stage of Tertiary Education,Yes,0.38417,45,87,0.28137,0.48697
1996,Thuringa,Second Stage of Tertiary Education,No,0.34055,42,87,0.24039,0.44071
1997,Schleswig-Holstein,Upper Secondary Level,Yes,0.27111,39,39,0.12977,0.41245
1997,Lower Saxony,Lower Secondary Level,Yes,0.12664,38,38,0.01948,0.23380
1997,Lower Saxony,Upper Secondary Level,Yes,0.24667,141,202,0.18708,0.30626
1997,Lower Saxony,Upper Secondary Level,No,0.10728,61,202,0.06450,0.15006
1997,Lower Saxony,Second Stage of Tertiary Education,Yes,0.39191,48,48,0.25234,0.53147
1997,North Rhine-Westphalia,Lower Secondary Level,Yes,0.09944,60,98,0.03989,0.15899
1997,North Rhine-Westphalia,Lower Secondary Level,No,0.05352,38,98,0.00873,0.09832
1997,North Rhine-Westphalia,Upper Secondary Level,Yes,0.23281,285,411,0.19190,0.27372
1997,North Rhine-Westphalia,Upper Secondary Level,No,0.08968,126,411,0.06202,0.11733
1997,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.32625,38,38,0.17518,0.47732
1997,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.34929,49,49,0.21442,0.48416
1997,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.39864,115,115,0.30876,0.48852
1997,Hesse,Upper Secondary Level,Yes,0.24625,104,152,0.17754,0.31497
1997,Hesse,Upper Secondary Level,No,0.09794,48,152,0.05053,0.14535
1997,Hesse,Second Stage of Tertiary Education,Yes,0.39453,44,44,0.24844,0.54061
1997,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.27199,93,132,0.19579,0.34819
1997,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.10831,39,132,0.05509,0.16153
1997,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.12799,64,100,0.06218,0.19380
1997,Baden-Wuerttemberg,Lower Secondary Level,No,0.04765,36,100,0.00569,0.08961
1997,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.24340,205,285,0.19349,0.29331
1997,Baden-Wuerttemberg,Upper Secondary Level,No,0.08811,80,285,0.05515,0.12108
1997,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.32023,35,35,0.16340,0.47706
1997,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.40312,53,53,0.26980,0.53645
1997,Bavaria,Lower Secondary Level,Yes,0.08999,34,73,0.02389,0.15610
1997,Bavaria,Lower Secondary Level,No,0.08154,39,73,0.01832,0.14475
1997,Bavaria,Upper Secondary Level,Yes,0.23802,218,340,0.19268,0.28335
1997,Bavaria,Upper Secondary Level,No,0.11406,122,340,0.08022,0.14790
1997,Bavaria,First Stage of Tertiary Education,Yes,0.31076,36,36,0.15744,0.46409
1997,Bavaria,Second Stage of Tertiary Education,Yes,0.37794,65,65,0.25915,0.49674
1997,Berlin,Upper Secondary Level,Yes,0.23465,59,59,0.12559,0.34372
1997,Berlin,Second Stage of Tertiary Education,Yes,0.33001,56,56,0.20574,0.45429
1997,Brandenburg,Upper Secondary Level,Yes,0.19459,67,106,0.11887,0.27031
1997,Brandenburg,Upper Secondary Level,No,0.12406,39,106,0.06101,0.18712
1997,Brandenburg,Second Stage of Tertiary Education,Yes,0.32913,55,55,0.20380,0.45446
1997,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.22443,52,84,0.13467,0.31419
1997,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.12347,32,84,0.05269,0.19424
1997,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.38373,40,40,0.23111,0.53636
1997,Saxony,Upper Secondary Level,Yes,0.21139,145,222,0.15756,0.26522
1997,Saxony,Upper Secondary Level,No,0.12476,77,222,0.08120,0.16833
1997,Saxony,Second Stage of Tertiary Education,Yes,0.36202,100,132,0.27972,0.44431
1997,Saxony,Second Stage of Tertiary Education,No,0.12832,32,132,0.07105,0.18559
1997,Saxony-Anhalt,Upper Secondary Level,Yes,0.21909,86,138,0.14982,0.28835
1997,Saxony-Anhalt,Upper Secondary Level,No,0.10755,52,138,0.05567,0.15943
1997,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.33266,56,56,0.20813,0.45718
1997,Thuringa,Upper Secondary Level,Yes,0.22285,111,162,0.15856,0.28713
1997,Thuringa,Upper Secondary Level,No,0.11193,51,162,0.06323,0.16064
1997,Thuringa,Second Stage of Tertiary Education,Yes,0.41044,50,50,0.27270,0.54818
1998,Schleswig-Holstein,Upper Secondary Level,Yes,0.31428,60,60,0.19583,0.43274
1998,Lower Saxony,Upper Secondary Level,Yes,0.24067,162,234,0.18578,0.29557
1998,Lower Saxony,Upper Secondary Level,No,0.11305,72,234,0.07239,0.15371
1998,Lower Saxony,First Stage of Tertiary Education,Yes,0.39894,35,35,0.23434,0.56354
1998,Lower Saxony,Second Stage of Tertiary Education,Yes,0.38477,54,54,0.25378,0.51576
1998,North Rhine-Westphalia,Lower Secondary Level,Yes,0.08597,48,85,0.02603,0.14592
1998,North Rhine-Westphalia,Lower Secondary Level,No,0.05644,37,85,0.00709,0.10580
1998,North Rhine-Westphalia,Upper Secondary Level,Yes,0.23122,321,463,0.19277,0.26966
1998,North Rhine-Westphalia,Upper Secondary Level,No,0.09126,142,463,0.06500,0.11752
1998,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.36111,49,49,0.22523,0.49700
1998,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.36597,61,61,0.24408,0.48786
1998,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.42582,141,141,0.34391,0.50773
1998,Hesse,Upper Secondary Level,Yes,0.23400,113,164,0.16900,0.29899
1998,Hesse,Upper Secondary Level,No,0.10166,51,164,0.05527,0.14805
1998,Hesse,Second Stage of Tertiary Education,Yes,0.36124,47,47,0.22242,0.50006
1998,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.21317,90,137,0.14434,0.28200
1998,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.11059,47,137,0.05788,0.16331
1998,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.10323,55,97,0.04237,0.16410
1998,Baden-Wuerttemberg,Lower Secondary Level,No,0.07993,42,97,0.02568,0.13418
1998,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.25520,218,295,0.20536,0.30503
1998,Baden-Wuerttemberg,Upper Secondary Level,No,0.08934,77,295,0.05673,0.12194
1998,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.38252,42,42,0.23375,0.53128
1998,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.38114,59,59,0.25615,0.50613
1998,Bavaria,Lower Secondary Level,Yes,0.10496,44,79,0.03694,0.17298
1998,Bavaria,Lower Secondary Level,No,0.08223,35,79,0.02126,0.14320
1998,Bavaria,Upper Secondary Level,Yes,0.23743,250,356,0.19316,0.28169
1998,Bavaria,Upper Secondary Level,No,0.09388,106,356,0.06354,0.12422
1998,Bavaria,First Stage of Tertiary Education,Yes,0.31535,40,40,0.16952,0.46118
1998,Bavaria,Second Stage of Tertiary Education,Yes,0.41857,83,83,0.31179,0.52535
1998,Berlin,Upper Secondary Level,Yes,0.21983,61,61,0.11504,0.32463
1998,Berlin,Second Stage of Tertiary Education,Yes,0.27143,48,48,0.14430,0.39857
1998,Brandenburg,Upper Secondary Level,Yes,0.19611,66,106,0.12017,0.27206
1998,Brandenburg,Upper Secondary Level,No,0.11846,40,106,0.05665,0.18027
1998,Brandenburg,Second Stage of Tertiary Education,Yes,0.34840,56,56,0.22248,0.47432
1998,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.24306,62,94,0.15588,0.33023
1998,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.13490,32,94,0.06547,0.20434
1998,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.36947,38,38,0.21395,0.52500
1998,Saxony,Upper Secondary Level,Yes,0.24384,174,270,0.19253,0.29516
1998,Saxony,Upper Secondary Level,No,0.14222,96,270,0.10048,0.18396
1998,Saxony,Second Stage of Tertiary Education,Yes,0.34979,106,138,0.26993,0.42964
1998,Saxony,Second Stage of Tertiary Education,No,0.12056,32,138,0.06603,0.17508
1998,Saxony-Anhalt,Upper Secondary Level,Yes,0.22221,94,142,0.15359,0.29083
1998,Saxony-Anhalt,Upper Secondary Level,No,0.09589,48,142,0.04729,0.14449
1998,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.34326,62,62,0.22410,0.46241
1998,Thuringa,Upper Secondary Level,Yes,0.19883,104,174,0.13935,0.25830
1998,Thuringa,Upper Secondary Level,No,0.13025,70,174,0.08010,0.18041
1998,Thuringa,Second Stage of Tertiary Education,Yes,0.35556,51,51,0.22287,0.48824
1999,Schleswig-Holstein,Upper Secondary Level,Yes,0.26284,47,47,0.13564,0.39004
1999,Lower Saxony,Lower Secondary Level,Yes,0.10219,32,32,-0.00444,0.20882
1999,Lower Saxony,Upper Secondary Level,Yes,0.26168,166,245,0.20653,0.31684
1999,Lower Saxony,Upper Secondary Level,No,0.11912,79,245,0.07847,0.15976
1999,Lower Saxony,Second Stage of Tertiary Education,Yes,0.40854,55,55,0.27743,0.53965
1999,North Rhine-Westphalia,Lower Secondary Level,Yes,0.08960,60,60,0.01672,0.16248
1999,North Rhine-Westphalia,Upper Secondary Level,Yes,0.23902,344,478,0.20075,0.27729
1999,North Rhine-Westphalia,Upper Secondary Level,No,0.09823,134,478,0.07152,0.12494
1999,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.33300,53,53,0.20490,0.46110
1999,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.32311,60,60,0.20378,0.44245
1999,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.41361,142,142,0.33232,0.49490
1999,Hesse,Upper Secondary Level,Yes,0.23513,107,159,0.16900,0.30125
1999,Hesse,Upper Secondary Level,No,0.09625,52,159,0.05026,0.14224
1999,Hesse,Second Stage of Tertiary Education,Yes,0.32995,49,49,0.19693,0.46297
1999,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.18284,78,130,0.11613,0.24954
1999,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.10951,52,130,0.05562,0.16340
1999,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.13540,66,66,0.05222,0.21858
1999,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.26955,229,299,0.21917,0.31993
1999,Baden-Wuerttemberg,Upper Secondary Level,No,0.08615,70,299,0.05429,0.11800
1999,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.33822,35,35,0.17920,0.49725
1999,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.42946,67,67,0.31003,0.54888
1999,Bavaria,Lower Secondary Level,Yes,0.09294,38,79,0.02850,0.15737
1999,Bavaria,Lower Secondary Level,No,0.08918,41,79,0.02593,0.15243
1999,Bavaria,Upper Secondary Level,Yes,0.22530,252,370,0.18267,0.26793
1999,Bavaria,Upper Secondary Level,No,0.11174,118,370,0.07960,0.14389
1999,Bavaria,First Stage of Tertiary Education,Yes,0.31717,40,40,0.17111,0.46323
1999,Bavaria,Second Stage of Tertiary Education,Yes,0.40194,91,91,0.30064,0.50323
1999,Berlin,Upper Secondary Level,Yes,0.24409,61,61,0.13540,0.35279
1999,Berlin,Second Stage of Tertiary Education,Yes,0.31919,55,55,0.19485,0.44353
1999,Brandenburg,Upper Secondary Level,Yes,0.15751,57,99,0.08538,0.22963
1999,Brandenburg,Upper Secondary Level,No,0.10419,42,99,0.04370,0.16468
1999,Brandenburg,Second Stage of Tertiary Education,Yes,0.29201,49,49,0.16338,0.42064
1999,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.23476,65,96,0.14952,0.31999
1999,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.13578,31,96,0.06690,0.20467
1999,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.26861,33,33,0.11503,0.42218
1999,Saxony,Upper Secondary Level,Yes,0.26754,177,257,0.21331,0.32177
1999,Saxony,Upper Secondary Level,No,0.11976,80,257,0.07999,0.15954
1999,Saxony,Second Stage of Tertiary Education,Yes,0.34825,100,100,0.25440,0.44210
1999,Saxony-Anhalt,Upper Secondary Level,Yes,0.20687,90,137,0.13879,0.27495
1999,Saxony-Anhalt,Upper Secondary Level,No,0.12269,47,137,0.06755,0.17783
1999,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.30218,54,54,0.17855,0.42581
1999,Thuringa,Upper Secondary Level,Yes,0.21960,114,178,0.15862,0.28059
1999,Thuringa,Upper Secondary Level,No,0.12696,64,178,0.07791,0.17600
1999,Thuringa,Second Stage of Tertiary Education,Yes,0.41762,61,61,0.29283,0.54240
2000,Schleswig-Holstein,Upper Secondary Level,Yes,0.24475,94,126,0.16938,0.32012
2000,Schleswig-Holstein,Upper Secondary Level,No,0.09350,32,126,0.04247,0.14454
2000,Schleswig-Holstein,Second Stage of Tertiary Education,Yes,0.35329,31,31,0.18224,0.52433
2000,Hamburg,Upper Secondary Level,Yes,0.19516,32,32,0.05564,0.33467
2000,Lower Saxony,Lower Secondary Level,Yes,0.07072,31,31,-0.02102,0.16245
2000,Lower Saxony,Upper Secondary Level,Yes,0.24766,295,447,0.20760,0.28772
2000,Lower Saxony,Upper Secondary Level,No,0.13896,152,447,0.10685,0.17106
2000,Lower Saxony,Post-secondary Non-tertiary Level,Yes,0.26750,31,31,0.10910,0.42590
2000,Lower Saxony,First Stage of Tertiary Education,Yes,0.32535,46,46,0.18846,0.46224
2000,Lower Saxony,Second Stage of Tertiary Education,Yes,0.35791,88,119,0.27141,0.44441
2000,Lower Saxony,Second Stage of Tertiary Education,No,0.10498,31,119,0.04967,0.16028
2000,North Rhine-Westphalia,Lower Secondary Level,Yes,0.06991,66,120,0.02409,0.11572
2000,North Rhine-Westphalia,Lower Secondary Level,No,0.05934,54,120,0.01689,0.10178
2000,North Rhine-Westphalia,Upper Secondary Level,Yes,0.20299,550,822,0.17547,0.23050
2000,North Rhine-Westphalia,Upper Secondary Level,No,0.10278,272,822,0.08201,0.12356
2000,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.35139,113,154,0.27575,0.42704
2000,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.09488,41,154,0.04845,0.14132
2000,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.28011,118,170,0.21240,0.34781
2000,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.13489,52,170,0.08339,0.18640
2000,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.35756,258,334,0.30608,0.40903
2000,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.10528,76,334,0.07232,0.13825
2000,Hesse,Upper Secondary Level,Yes,0.21268,195,288,0.16534,0.26002
2000,Hesse,Upper Secondary Level,No,0.11436,93,288,0.07754,0.15118
2000,Hesse,Post-secondary Non-tertiary Level,Yes,0.33172,36,36,0.17573,0.48770
2000,Hesse,First Stage of Tertiary Education,Yes,0.33471,37,37,0.18056,0.48886
2000,Hesse,Second Stage of Tertiary Education,Yes,0.31369,93,93,0.21888,0.40851
2000,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.19368,156,238,0.14337,0.24399
2000,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.10121,82,238,0.06281,0.13961
2000,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Yes,0.36770,40,40,0.21637,0.51903
2000,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.34912,54,54,0.22078,0.47746
2000,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.10261,69,110,0.04564,0.15957
2000,Baden-Wuerttemberg,Lower Secondary Level,No,0.06158,41,110,0.01645,0.10671
2000,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.25981,379,511,0.22175,0.29787
2000,Baden-Wuerttemberg,Upper Secondary Level,No,0.09380,132,511,0.06850,0.11910
2000,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.35884,42,42,0.21201,0.50566
2000,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.41870,98,98,0.32052,0.51688
2000,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.35287,152,188,0.28438,0.42137
2000,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.10366,36,188,0.05997,0.14735
2000,Bavaria,Lower Secondary Level,Yes,0.10288,56,94,0.04113,0.16463
2000,Bavaria,Lower Secondary Level,No,0.07847,38,94,0.02381,0.13312
2000,Bavaria,Upper Secondary Level,Yes,0.23018,477,698,0.19893,0.26143
2000,Bavaria,Upper Secondary Level,No,0.11516,221,698,0.09146,0.13885
2000,Bavaria,Post-secondary Non-tertiary Level,Yes,0.21693,36,36,0.08038,0.35348
2000,Bavaria,First Stage of Tertiary Education,Yes,0.33288,88,88,0.23385,0.43190
2000,Bavaria,Second Stage of Tertiary Education,Yes,0.33702,168,219,0.27427,0.39977
2000,Bavaria,Second Stage of Tertiary Education,No,0.10345,51,219,0.06302,0.14388
2000,Berlin,Upper Secondary Level,Yes,0.19883,77,118,0.12651,0.27115
2000,Berlin,Upper Secondary Level,No,0.10673,41,118,0.05078,0.16268
2000,Berlin,Second Stage of Tertiary Education,Yes,0.26780,68,68,0.16176,0.37383
2000,Brandenburg,Upper Secondary Level,Yes,0.19162,104,166,0.13157,0.25168
2000,Brandenburg,Upper Secondary Level,No,0.10598,62,166,0.05901,0.15294
2000,Brandenburg,Second Stage of Tertiary Education,Yes,0.29121,87,120,0.20958,0.37284
2000,Brandenburg,Second Stage of Tertiary Education,No,0.13069,33,120,0.07013,0.19125
2000,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.16450,65,109,0.09458,0.23442
2000,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.13556,44,109,0.07100,0.20012
2000,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.27580,45,45,0.14375,0.40786
2000,Saxony,Upper Secondary Level,Yes,0.20238,218,337,0.15942,0.24534
2000,Saxony,Upper Secondary Level,No,0.11763,119,337,0.08318,0.15208
2000,Saxony,First Stage of Tertiary Education,Yes,0.19670,38,38,0.06862,0.32479
2000,Saxony,Second Stage of Tertiary Education,Yes,0.32517,149,186,0.25766,0.39267
2000,Saxony,Second Stage of Tertiary Education,No,0.08291,37,186,0.04317,0.12265
2000,Saxony-Anhalt,Upper Secondary Level,Yes,0.18947,115,182,0.13238,0.24656
2000,Saxony-Anhalt,Upper Secondary Level,No,0.10941,67,182,0.06393,0.15488
2000,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.30057,82,114,0.21603,0.38511
2000,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.11945,32,114,0.05965,0.17924
2000,Thuringa,Upper Secondary Level,Yes,0.20844,150,243,0.15726,0.25961
2000,Thuringa,Upper Secondary Level,No,0.11906,93,243,0.07825,0.15986
2000,Thuringa,Second Stage of Tertiary Education,Yes,0.35295,69,69,0.23936,0.46654
2001,Schleswig-Holstein,Upper Secondary Level,Yes,0.26681,95,95,0.17740,0.35622
2001,Hamburg,Upper Secondary Level,Yes,0.21195,36,36,0.07655,0.34735
2001,Lower Saxony,Lower Secondary Level,Yes,0.08324,32,32,-0.01400,0.18049
2001,Lower Saxony,Upper Secondary Level,Yes,0.23518,242,242,0.18163,0.28873
2001,Lower Saxony,First Stage of Tertiary Education,Yes,0.31981,42,42,0.17704,0.46257
2001,Lower Saxony,Second Stage of Tertiary Education,Yes,0.34035,82,82,0.23716,0.44354
2001,North Rhine-Westphalia,Lower Secondary Level,Yes,0.09540,75,75,0.02847,0.16233
2001,North Rhine-Westphalia,Upper Secondary Level,Yes,0.21343,533,533,0.17861,0.24824
2001,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.33388,108,108,0.24452,0.42324
2001,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.27602,116,116,0.19432,0.35772
2001,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.36292,249,249,0.30308,0.42277
2001,Hesse,Upper Secondary Level,Yes,0.24062,198,198,0.18093,0.30032
2001,Hesse,Post-secondary Non-tertiary Level,Yes,0.32400,35,35,0.16668,0.48131
2001,Hesse,Second Stage of Tertiary Education,Yes,0.31016,84,84,0.21065,0.40967
2001,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.20815,163,163,0.14563,0.27067
2001,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.40586,59,59,0.27948,0.53224
2001,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.10628,65,65,0.03077,0.18178
2001,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.26096,341,341,0.21428,0.30764
2001,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.32067,36,36,0.16604,0.47530
2001,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.37461,81,81,0.26854,0.48067
2001,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.34646,125,125,0.26270,0.43021
2001,Bavaria,Lower Secondary Level,Yes,0.09834,46,46,0.01134,0.18534
2001,Bavaria,Upper Secondary Level,Yes,0.24589,427,427,0.20500,0.28678
2001,Bavaria,Post-secondary Non-tertiary Level,Yes,0.21160,32,32,0.06781,0.35538
2001,Bavaria,First Stage of Tertiary Education,Yes,0.31696,72,72,0.20872,0.42519
2001,Bavaria,Second Stage of Tertiary Education,Yes,0.33900,159,159,0.26519,0.41281
2001,Berlin,Upper Secondary Level,Yes,0.24787,89,89,0.15765,0.33808
2001,Berlin,Second Stage of Tertiary Education,Yes,0.36618,90,90,0.26609,0.46627
2001,Brandenburg,Upper Secondary Level,Yes,0.18020,95,95,0.10250,0.25790
2001,Brandenburg,Second Stage of Tertiary Education,Yes,0.27790,79,79,0.17849,0.37732
2001,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.24334,74,74,0.14491,0.34178
2001,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.28426,43,43,0.14784,0.42068
2001,Saxony,Upper Secondary Level,Yes,0.23112,227,227,0.17616,0.28608
2001,Saxony,First Stage of Tertiary Education,Yes,0.26513,37,37,0.12094,0.40932
2001,Saxony,Second Stage of Tertiary Education,Yes,0.30712,133,133,0.22842,0.38581
2001,Saxony-Anhalt,Upper Secondary Level,Yes,0.18329,107,107,0.10963,0.25694
2001,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.34335,87,87,0.24299,0.44371
2001,Thuringa,Upper Secondary Level,Yes,0.21454,139,139,0.14605,0.28304
2001,Thuringa,Second Stage of Tertiary Education,Yes,0.39042,68,68,0.27360,0.50723
2002,Schleswig-Holstein,Upper Secondary Level,Yes,0.26583,97,133,0.19047,0.34120
2002,Schleswig-Holstein,Upper Secondary Level,No,0.10847,36,133,0.05542,0.16153
2002,Schleswig-Holstein,Second Stage of Tertiary Education,Yes,0.31641,41,41,0.17228,0.46054
2002,Hamburg,Upper Secondary Level,Yes,0.19876,37,37,0.06840,0.32912
2002,Hamburg,Second Stage of Tertiary Education,Yes,0.43487,36,36,0.27063,0.59911
2002,Lower Saxony,Lower Secondary Level,Yes,0.08926,34,34,-0.00802,0.18655
2002,Lower Saxony,Upper Secondary Level,Yes,0.24394,264,392,0.20137,0.28650
2002,Lower Saxony,Upper Secondary Level,No,0.11751,128,392,0.08559,0.14943
2002,Lower Saxony,Post-secondary Non-tertiary Level,Yes,0.29647,35,35,0.14295,0.44998
2002,Lower Saxony,First Stage of Tertiary Education,Yes,0.25641,41,41,0.12109,0.39173
2002,Lower Saxony,Second Stage of Tertiary Education,Yes,0.31903,110,142,0.24209,0.39596
2002,Lower Saxony,Second Stage of Tertiary Education,No,0.09341,32,142,0.04538,0.14145
2002,North Rhine-Westphalia,Lower Secondary Level,Yes,0.07208,54,89,0.01805,0.12612
2002,North Rhine-Westphalia,Lower Secondary Level,No,0.04667,35,89,0.00260,0.09074
2002,North Rhine-Westphalia,Upper Secondary Level,Yes,0.19551,486,707,0.16625,0.22476
2002,North Rhine-Westphalia,Upper Secondary Level,No,0.08953,221,707,0.06847,0.11059
2002,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.34088,121,158,0.26673,0.41503
2002,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.10169,37,158,0.05441,0.14896
2002,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.29218,115,158,0.22104,0.36332
2002,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.12692,43,158,0.07485,0.17899
2002,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.35571,336,416,0.30965,0.40177
