year,bula_h,pgisced97,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.08963,80,416,0.06215,0.11711
2002,Hesse,Upper Secondary Level,Yes,0.21373,190,273,0.16501,0.26244
2002,Hesse,Upper Secondary Level,No,0.09369,83,273,0.05906,0.12832
2002,Hesse,Post-secondary Non-tertiary Level,Yes,0.25907,31,31,0.10229,0.41585
2002,Hesse,Second Stage of Tertiary Education,Yes,0.38148,148,191,0.31241,0.45056
2002,Hesse,Second Stage of Tertiary Education,No,0.09808,43,191,0.05578,0.14037
2002,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.19033,157,220,0.13834,0.24233
2002,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.10066,63,220,0.06081,0.14051
2002,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Yes,0.30589,38,38,0.15741,0.45436
2002,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.34994,72,72,0.23899,0.46088
2002,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.06971,51,85,0.01525,0.12418
2002,Baden-Wuerttemberg,Lower Secondary Level,No,0.07466,34,85,0.01845,0.13087
2002,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.24696,322,454,0.20724,0.28667
2002,Baden-Wuerttemberg,Upper Secondary Level,No,0.09560,132,454,0.06852,0.12268
2002,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.33958,51,51,0.20831,0.47084
2002,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.43318,93,93,0.33192,0.53443
2002,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.36956,201,254,0.31009,0.42904
2002,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.10685,53,254,0.06878,0.14491
2002,Bavaria,Lower Secondary Level,Yes,0.11250,49,49,0.02311,0.20189
2002,Bavaria,Upper Secondary Level,Yes,0.21525,389,617,0.18280,0.24771
2002,Bavaria,Upper Secondary Level,No,0.12653,228,617,0.10028,0.15278
2002,Bavaria,Post-secondary Non-tertiary Level,Yes,0.21656,42,42,0.09048,0.34264
2002,Bavaria,First Stage of Tertiary Education,Yes,0.28376,81,81,0.18497,0.38255
2002,Bavaria,Second Stage of Tertiary Education,Yes,0.35055,233,289,0.29544,0.40566
2002,Bavaria,Second Stage of Tertiary Education,No,0.05750,56,289,0.03062,0.08439
2002,Berlin,Upper Secondary Level,Yes,0.15105,65,104,0.08190,0.22021
2002,Berlin,Upper Secondary Level,No,0.12114,39,104,0.05812,0.18415
2002,Berlin,Second Stage of Tertiary Education,Yes,0.27231,88,88,0.17877,0.36585
2002,Brandenburg,Upper Secondary Level,Yes,0.20875,100,159,0.14537,0.27212
2002,Brandenburg,Upper Secondary Level,No,0.10436,59,159,0.05669,0.15203
2002,Brandenburg,Second Stage of Tertiary Education,Yes,0.22489,79,79,0.13223,0.31754
2002,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.16212,51,96,0.08800,0.23623
2002,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.16070,45,96,0.08684,0.23455
2002,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.28170,46,46,0.15027,0.41313
2002,Saxony,Upper Secondary Level,Yes,0.23229,217,317,0.18573,0.27885
2002,Saxony,Upper Secondary Level,No,0.10583,100,317,0.07191,0.13975
2002,Saxony,First Stage of Tertiary Education,Yes,0.26637,42,42,0.13106,0.40169
2002,Saxony,Second Stage of Tertiary Education,Yes,0.32435,171,202,0.25964,0.38907
2002,Saxony,Second Stage of Tertiary Education,No,0.07614,31,202,0.03948,0.11281
2002,Saxony-Anhalt,Upper Secondary Level,Yes,0.16151,93,164,0.10501,0.21800
2002,Saxony-Anhalt,Upper Secondary Level,No,0.13886,71,164,0.08577,0.19195
2002,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.27529,88,120,0.19504,0.35554
2002,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.12990,32,120,0.06950,0.19031
2002,Thuringa,Upper Secondary Level,Yes,0.20747,139,211,0.15262,0.26231
2002,Thuringa,Upper Secondary Level,No,0.10637,72,211,0.06467,0.14807
2002,Thuringa,Second Stage of Tertiary Education,Yes,0.33491,71,71,0.22434,0.44547
2003,Schleswig-Holstein,Upper Secondary Level,Yes,0.22767,73,107,0.14784,0.30749
2003,Schleswig-Holstein,Upper Secondary Level,No,0.10180,34,107,0.04423,0.15936
2003,Schleswig-Holstein,Second Stage of Tertiary Education,Yes,0.30619,36,36,0.15349,0.45889
2003,Hamburg,Upper Secondary Level,Yes,0.20471,38,38,0.07470,0.33473
2003,Lower Saxony,Upper Secondary Level,Yes,0.25210,264,402,0.20960,0.29460
2003,Lower Saxony,Upper Secondary Level,No,0.13466,138,402,0.10125,0.16807
2003,Lower Saxony,Post-secondary Non-tertiary Level,Yes,0.30803,38,38,0.15927,0.45679
2003,Lower Saxony,First Stage of Tertiary Education,Yes,0.30870,42,42,0.16729,0.45010
2003,Lower Saxony,Second Stage of Tertiary Education,Yes,0.35696,97,135,0.27584,0.43808
2003,Lower Saxony,Second Stage of Tertiary Education,No,0.09241,38,135,0.04338,0.14145
2003,North Rhine-Westphalia,Lower Secondary Level,Yes,0.07467,57,57,0.00582,0.14352
2003,North Rhine-Westphalia,Upper Secondary Level,Yes,0.18373,448,671,0.15441,0.21306
2003,North Rhine-Westphalia,Upper Secondary Level,No,0.08851,223,671,0.06701,0.11002
2003,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.33262,118,160,0.25939,0.40586
2003,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.14793,42,160,0.09275,0.20312
2003,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.31540,118,153,0.24152,0.38927
2003,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.09083,35,153,0.04515,0.13651
2003,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.34730,303,374,0.29898,0.39562
2003,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.07593,71,374,0.04905,0.10281
2003,Hesse,Upper Secondary Level,Yes,0.22219,171,256,0.17116,0.27321
2003,Hesse,Upper Secondary Level,No,0.09554,85,256,0.05946,0.13162
2003,Hesse,Post-secondary Non-tertiary Level,Yes,0.23319,33,33,0.08667,0.37970
2003,Hesse,First Stage of Tertiary Education,Yes,0.34851,36,36,0.19064,0.50637
2003,Hesse,Second Stage of Tertiary Education,Yes,0.35699,126,170,0.28475,0.42922
2003,Hesse,Second Stage of Tertiary Education,No,0.12846,44,170,0.07801,0.17891
2003,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.18290,149,232,0.13305,0.23276
2003,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.12615,83,232,0.08334,0.16897
2003,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.28097,66,66,0.17170,0.39024
2003,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.06638,41,41,-0.01077,0.14353
2003,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.25629,315,453,0.21604,0.29654
2003,Baden-Wuerttemberg,Upper Secondary Level,No,0.10257,138,453,0.07460,0.13053
2003,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.34123,52,52,0.21111,0.47136
2003,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.40713,83,83,0.30079,0.51347
2003,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.39519,182,226,0.33131,0.45907
2003,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.07456,44,226,0.04024,0.10889
2003,Bavaria,Lower Secondary Level,Yes,0.10984,43,76,0.03907,0.18061
2003,Bavaria,Lower Secondary Level,No,0.08864,33,76,0.02432,0.15297
2003,Bavaria,Upper Secondary Level,Yes,0.23653,389,591,0.20224,0.27082
2003,Bavaria,Upper Secondary Level,No,0.11845,202,591,0.09238,0.14453
2003,Bavaria,Post-secondary Non-tertiary Level,Yes,0.22557,41,41,0.09604,0.35509
2003,Bavaria,First Stage of Tertiary Education,Yes,0.30602,76,76,0.20172,0.41031
2003,Bavaria,Second Stage of Tertiary Education,Yes,0.35720,216,281,0.30107,0.41332
2003,Bavaria,Second Stage of Tertiary Education,No,0.09340,65,281,0.05931,0.12748
2003,Berlin,Upper Secondary Level,Yes,0.19099,77,77,0.10261,0.27936
2003,Berlin,Second Stage of Tertiary Education,Yes,0.32847,90,90,0.23089,0.42604
2003,Brandenburg,Upper Secondary Level,Yes,0.19654,93,147,0.13208,0.26100
2003,Brandenburg,Upper Secondary Level,No,0.10874,54,147,0.05824,0.15923
2003,Brandenburg,Second Stage of Tertiary Education,Yes,0.24846,74,74,0.14933,0.34759
2003,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.16170,56,92,0.08605,0.23734
2003,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.12644,36,92,0.05815,0.19472
2003,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.27863,45,45,0.14616,0.41111
2003,Saxony,Upper Secondary Level,Yes,0.21686,197,298,0.16999,0.26373
2003,Saxony,Upper Secondary Level,No,0.12193,101,298,0.08472,0.15914
2003,Saxony,First Stage of Tertiary Education,Yes,0.22352,35,35,0.08348,0.36356
2003,Saxony,Second Stage of Tertiary Education,Yes,0.30508,154,194,0.24012,0.37004
2003,Saxony,Second Stage of Tertiary Education,No,0.10174,40,194,0.05909,0.14439
2003,Saxony-Anhalt,Upper Secondary Level,Yes,0.15889,87,137,0.09745,0.22033
2003,Saxony-Anhalt,Upper Secondary Level,No,0.11742,50,137,0.06331,0.17152
2003,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.27091,76,108,0.18670,0.35512
2003,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.13627,32,108,0.07126,0.20127
2003,Thuringa,Upper Secondary Level,Yes,0.20967,131,194,0.15224,0.26710
2003,Thuringa,Upper Secondary Level,No,0.09655,63,194,0.05488,0.13822
2003,Thuringa,Second Stage of Tertiary Education,Yes,0.34003,67,67,0.22574,0.45432
2004,Schleswig-Holstein,Upper Secondary Level,Yes,0.21665,79,79,0.12522,0.30807
2004,Schleswig-Holstein,Second Stage of Tertiary Education,Yes,0.39269,40,40,0.23942,0.54596
2004,Lower Saxony,Upper Secondary Level,Yes,0.23205,241,354,0.18801,0.27609
2004,Lower Saxony,Upper Secondary Level,No,0.11862,113,354,0.08489,0.15235
2004,Lower Saxony,First Stage of Tertiary Education,Yes,0.29734,43,43,0.15910,0.43558
2004,Lower Saxony,Second Stage of Tertiary Education,Yes,0.31397,100,100,0.22255,0.40539
2004,North Rhine-Westphalia,Lower Secondary Level,Yes,0.08362,54,54,0.00910,0.15815
2004,North Rhine-Westphalia,Upper Secondary Level,Yes,0.18628,442,638,0.15605,0.21652
2004,North Rhine-Westphalia,Upper Secondary Level,No,0.08962,196,638,0.06744,0.11180
2004,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.35446,118,161,0.28034,0.42858
2004,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.12263,43,161,0.07180,0.17345
2004,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.31652,106,141,0.23947,0.39357
2004,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.09757,35,141,0.04841,0.14672
2004,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.34410,297,385,0.29658,0.39161
2004,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.09717,88,385,0.06755,0.12680
2004,Hesse,Upper Secondary Level,Yes,0.24896,178,243,0.19448,0.30344
2004,Hesse,Upper Secondary Level,No,0.08097,65,243,0.04660,0.11534
2004,Hesse,First Stage of Tertiary Education,Yes,0.32359,33,33,0.16149,0.48569
2004,Hesse,Second Stage of Tertiary Education,Yes,0.37415,127,161,0.29917,0.44913
2004,Hesse,Second Stage of Tertiary Education,No,0.10198,34,161,0.05509,0.14887
2004,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.16069,128,200,0.10967,0.21172
2004,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.11592,72,200,0.07144,0.16039
2004,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Yes,0.35841,39,39,0.20594,0.51088
2004,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.29683,58,58,0.17823,0.41544
2004,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.09211,48,85,0.03027,0.15396
2004,Baden-Wuerttemberg,Lower Secondary Level,No,0.07884,37,85,0.02121,0.13648
2004,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.24250,305,422,0.20156,0.28344
2004,Baden-Wuerttemberg,Upper Secondary Level,No,0.09619,117,422,0.06802,0.12436
2004,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.35483,51,51,0.22221,0.48745
2004,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.47847,86,86,0.37228,0.58467
2004,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.33654,160,223,0.27438,0.39870
2004,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.12882,63,223,0.08475,0.17288
2004,Bavaria,Lower Secondary Level,Yes,0.11756,43,75,0.04418,0.19095
2004,Bavaria,Lower Secondary Level,No,0.07032,32,75,0.01206,0.12858
2004,Bavaria,Upper Secondary Level,Yes,0.24015,402,575,0.20521,0.27510
2004,Bavaria,Upper Secondary Level,No,0.10918,173,575,0.08367,0.13470
2004,Bavaria,Post-secondary Non-tertiary Level,Yes,0.24682,37,37,0.10597,0.38767
2004,Bavaria,First Stage of Tertiary Education,Yes,0.34517,74,106,0.25424,0.43611
2004,Bavaria,First Stage of Tertiary Education,No,0.10890,32,106,0.04932,0.16849
2004,Bavaria,Second Stage of Tertiary Education,Yes,0.29562,204,264,0.24047,0.35077
2004,Bavaria,Second Stage of Tertiary Education,No,0.10690,60,264,0.06956,0.14424
2004,Berlin,Upper Secondary Level,Yes,0.15584,65,100,0.08439,0.22728
2004,Berlin,Upper Secondary Level,No,0.09144,35,100,0.03466,0.14822
2004,Berlin,Second Stage of Tertiary Education,Yes,0.26892,75,75,0.16790,0.36995
2004,Brandenburg,Upper Secondary Level,Yes,0.18771,83,131,0.12058,0.25483
2004,Brandenburg,Upper Secondary Level,No,0.10899,48,131,0.05542,0.16256
2004,Brandenburg,Second Stage of Tertiary Education,Yes,0.20547,74,74,0.11278,0.29815
2004,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.15601,54,90,0.08062,0.23139
2004,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.13281,36,90,0.06231,0.20332
2004,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.20508,35,35,0.06936,0.34080
2004,Saxony,Upper Secondary Level,Yes,0.22869,206,295,0.18068,0.27670
2004,Saxony,Upper Secondary Level,No,0.10027,89,295,0.06594,0.13461
2004,Saxony,First Stage of Tertiary Education,Yes,0.25040,40,40,0.11443,0.38638
2004,Saxony,Second Stage of Tertiary Education,Yes,0.27921,148,184,0.21421,0.34421
2004,Saxony,Second Stage of Tertiary Education,No,0.07886,36,184,0.03981,0.11791
2004,Saxony-Anhalt,Upper Secondary Level,Yes,0.17704,87,149,0.11554,0.23853
2004,Saxony-Anhalt,Upper Secondary Level,No,0.10669,62,149,0.05696,0.15643
2004,Saxony-Anhalt,First Stage of Tertiary Education,Yes,0.28611,32,32,0.12702,0.44521
2004,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.32177,82,114,0.23563,0.40790
2004,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.09081,32,114,0.03783,0.14379
2004,Thuringa,Upper Secondary Level,Yes,0.20541,128,195,0.14856,0.26226
2004,Thuringa,Upper Secondary Level,No,0.09862,67,195,0.05667,0.14058
2004,Thuringa,Second Stage of Tertiary Education,Yes,0.39485,73,73,0.28194,0.50777
2005,Schleswig-Holstein,Upper Secondary Level,Yes,0.19365,62,62,0.09449,0.29282
2005,Lower Saxony,Upper Secondary Level,Yes,0.22815,218,311,0.18144,0.27487
2005,Lower Saxony,Upper Secondary Level,No,0.11312,93,311,0.07786,0.14838
2005,Lower Saxony,First Stage of Tertiary Education,Yes,0.26258,31,31,0.10512,0.42005
2005,Lower Saxony,Second Stage of Tertiary Education,Yes,0.28956,87,87,0.19370,0.38542
2005,North Rhine-Westphalia,Lower Secondary Level,Yes,0.09452,59,90,0.03374,0.15530
2005,North Rhine-Westphalia,Lower Secondary Level,No,0.05200,31,90,0.00587,0.09813
2005,North Rhine-Westphalia,Upper Secondary Level,Yes,0.20064,420,580,0.16802,0.23326
2005,North Rhine-Westphalia,Upper Secondary Level,No,0.07537,160,580,0.05386,0.09687
2005,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.31092,112,149,0.23635,0.38549
2005,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.13161,37,149,0.07714,0.18608
2005,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.28679,100,100,0.19770,0.37588
2005,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.35117,276,348,0.30094,0.40139
2005,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.08604,72,348,0.05654,0.11555
2005,Hesse,Upper Secondary Level,Yes,0.22257,161,242,0.17005,0.27509
2005,Hesse,Upper Secondary Level,No,0.13313,81,242,0.09024,0.17602
2005,Hesse,Second Stage of Tertiary Education,Yes,0.38661,123,157,0.31019,0.46302
2005,Hesse,Second Stage of Tertiary Education,No,0.10667,34,157,0.05822,0.15511
2005,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.18183,128,182,0.12564,0.23802
2005,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.08629,54,182,0.04538,0.12719
2005,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Yes,0.27787,33,33,0.12266,0.43307
2005,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.27501,54,54,0.15479,0.39522
2005,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.11224,39,39,0.01188,0.21261
2005,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.26643,307,410,0.22358,0.30927
2005,Baden-Wuerttemberg,Upper Secondary Level,No,0.08749,103,410,0.06010,0.11487
2005,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.30364,46,46,0.16929,0.43799
2005,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.48069,88,88,0.37570,0.58568
2005,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.38280,167,167,0.30886,0.45675
2005,Bavaria,Lower Secondary Level,Yes,0.13115,43,43,0.02906,0.23324
2005,Bavaria,Upper Secondary Level,Yes,0.22658,349,545,0.19140,0.26176
2005,Bavaria,Upper Secondary Level,No,0.12221,196,545,0.09468,0.14973
2005,Bavaria,Post-secondary Non-tertiary Level,Yes,0.22963,38,38,0.09410,0.36515
2005,Bavaria,First Stage of Tertiary Education,Yes,0.32777,72,72,0.21858,0.43696
2005,Bavaria,Second Stage of Tertiary Education,Yes,0.32759,189,259,0.27032,0.38486
2005,Bavaria,Second Stage of Tertiary Education,No,0.10859,70,259,0.07062,0.14655
2005,Berlin,Upper Secondary Level,Yes,0.24484,82,114,0.16555,0.32412
2005,Berlin,Upper Secondary Level,No,0.10682,32,114,0.04987,0.16377
2005,Berlin,Second Stage of Tertiary Education,Yes,0.25826,69,69,0.15423,0.36228
2005,Brandenburg,Upper Secondary Level,Yes,0.20378,89,132,0.13480,0.27276
2005,Brandenburg,Upper Secondary Level,No,0.10331,43,132,0.05119,0.15543
2005,Brandenburg,Second Stage of Tertiary Education,Yes,0.21027,64,64,0.10965,0.31090
2005,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.16299,52,52,0.06161,0.26436
2005,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.16702,35,35,0.04164,0.29239
2005,Saxony,Upper Secondary Level,Yes,0.19616,170,256,0.14742,0.24490
2005,Saxony,Upper Secondary Level,No,0.10585,86,256,0.06809,0.14361
2005,Saxony,First Stage of Tertiary Education,Yes,0.23951,33,33,0.09164,0.38738
2005,Saxony,Second Stage of Tertiary Education,Yes,0.26401,129,170,0.19755,0.33047
2005,Saxony,Second Stage of Tertiary Education,No,0.09008,41,170,0.04692,0.13325
2005,Saxony-Anhalt,Upper Secondary Level,Yes,0.17195,75,134,0.10782,0.23608
2005,Saxony-Anhalt,Upper Secondary Level,No,0.11407,59,134,0.06004,0.16809
2005,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.29687,79,79,0.19548,0.39827
2005,Thuringa,Upper Secondary Level,Yes,0.16657,105,163,0.10919,0.22395
2005,Thuringa,Upper Secondary Level,No,0.10023,58,163,0.05399,0.14648
2005,Thuringa,Second Stage of Tertiary Education,Yes,0.32568,66,66,0.21175,0.43960
2006,Schleswig-Holstein,Upper Secondary Level,Yes,0.22904,72,111,0.15051,0.30757
2006,Schleswig-Holstein,Upper Secondary Level,No,0.11331,39,111,0.05408,0.17255
2006,Lower Saxony,Upper Secondary Level,Yes,0.22188,225,327,0.17677,0.26698
2006,Lower Saxony,Upper Secondary Level,No,0.10989,102,327,0.07594,0.14384
2006,Lower Saxony,Post-secondary Non-tertiary Level,Yes,0.29010,35,35,0.13756,0.44265
2006,Lower Saxony,First Stage of Tertiary Education,Yes,0.23596,35,35,0.09324,0.37869
2006,Lower Saxony,Second Stage of Tertiary Education,Yes,0.34409,98,98,0.24954,0.43863
2006,North Rhine-Westphalia,Lower Secondary Level,Yes,0.07831,47,83,0.02016,0.13647
2006,North Rhine-Westphalia,Lower Secondary Level,No,0.05364,36,83,0.00487,0.10240
2006,North Rhine-Westphalia,Upper Secondary Level,Yes,0.22086,486,662,0.18923,0.25248
2006,North Rhine-Westphalia,Upper Secondary Level,No,0.08247,176,662,0.06150,0.10344
2006,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.35579,121,160,0.28137,0.43021
2006,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.12022,39,160,0.06967,0.17077
2006,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.35468,115,146,0.27681,0.43255
2006,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.10326,31,146,0.05373,0.15279
2006,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.37726,322,387,0.32891,0.42561
2006,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.07554,65,387,0.04918,0.10191
2006,Hesse,Upper Secondary Level,Yes,0.25324,196,273,0.20156,0.30492
2006,Hesse,Upper Secondary Level,No,0.11539,77,273,0.07742,0.15336
