year,bula_h,sex,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,Berlin,male,Yes,0.26676,82,178,0.20160,0.33192
1995,Berlin,male,No,0.25532,96,178,0.19108,0.31956
1995,Berlin,female,Yes,0.16108,71,152,0.10245,0.21972
1995,Berlin,female,No,0.20736,81,152,0.14270,0.27203
1995,Brandenburg,male,Yes,0.19102,71,196,0.13585,0.24620
1995,Brandenburg,male,No,0.34163,125,196,0.27507,0.40820
1995,Brandenburg,female,Yes,0.15240,67,157,0.09600,0.20880
1995,Brandenburg,female,No,0.22833,90,157,0.16246,0.29420
1995,Mecklenburg-Western Pomerania,male,Yes,0.23811,72,137,0.16652,0.30969
1995,Mecklenburg-Western Pomerania,male,No,0.25884,65,137,0.18523,0.33245
1995,Mecklenburg-Western Pomerania,female,Yes,0.13061,43,113,0.06820,0.19301
1995,Mecklenburg-Western Pomerania,female,No,0.24889,70,113,0.16881,0.32896
1995,Saxony,male,Yes,0.27737,190,343,0.22992,0.32482
1995,Saxony,male,No,0.21746,153,343,0.17374,0.26118
1995,Saxony,female,Yes,0.15710,132,294,0.11544,0.19877
1995,Saxony,female,No,0.19034,162,294,0.14539,0.23529
1995,Saxony-Anhalt,male,Yes,0.23656,103,217,0.17989,0.29324
1995,Saxony-Anhalt,male,No,0.29148,114,217,0.23088,0.35209
1995,Saxony-Anhalt,female,Yes,0.14094,72,191,0.09147,0.19042
1995,Saxony-Anhalt,female,No,0.22120,119,191,0.16218,0.28021
1995,Thuringa,male,Yes,0.27890,114,213,0.21853,0.33927
1995,Thuringa,male,No,0.22571,99,213,0.16943,0.28198
1995,Thuringa,female,Yes,0.12695,67,171,0.07690,0.17699
1995,Thuringa,female,No,0.20072,104,171,0.14051,0.26093
1996,Schleswig-Holstein,male,Yes,0.26326,47,94,0.17375,0.35277
1996,Schleswig-Holstein,male,No,0.26636,47,94,0.17651,0.35620
1996,Schleswig-Holstein,female,No,0.24425,51,51,0.12516,0.36334
1996,Lower Saxony,male,Yes,0.25911,169,353,0.21334,0.30489
1996,Lower Saxony,male,No,0.26827,184,353,0.22198,0.31455
1996,Lower Saxony,female,Yes,0.10762,86,247,0.06889,0.14635
1996,Lower Saxony,female,No,0.23200,161,247,0.17925,0.28475
1996,North Rhine-Westphalia,male,Yes,0.24000,364,854,0.21134,0.26867
1996,North Rhine-Westphalia,male,No,0.30368,490,854,0.27282,0.33454
1996,North Rhine-Westphalia,female,Yes,0.12180,204,613,0.09589,0.14771
1996,North Rhine-Westphalia,female,No,0.22766,409,613,0.19443,0.26088
1996,Hesse,male,Yes,0.22426,121,297,0.17674,0.27177
1996,Hesse,male,No,0.26164,176,297,0.21157,0.31172
1996,Hesse,female,Yes,0.14142,72,229,0.09619,0.18665
1996,Hesse,female,No,0.22834,157,229,0.17386,0.28283
1996,"Rhineland-Palatinate, Saarland",male,Yes,0.20947,94,228,0.15654,0.26241
1996,"Rhineland-Palatinate, Saarland",male,No,0.29263,134,228,0.23344,0.35182
1996,"Rhineland-Palatinate, Saarland",female,Yes,0.11422,53,162,0.06509,0.16336
1996,"Rhineland-Palatinate, Saarland",female,No,0.21272,109,162,0.14951,0.27594
1996,Baden-Wuerttemberg,male,Yes,0.24412,260,588,0.20937,0.27887
1996,Baden-Wuerttemberg,male,No,0.26433,328,588,0.22865,0.30000
1996,Baden-Wuerttemberg,female,Yes,0.13321,136,423,0.10079,0.16563
1996,Baden-Wuerttemberg,female,No,0.23424,287,423,0.19383,0.27465
1996,Bavaria,male,Yes,0.23498,258,581,0.20048,0.26949
1996,Bavaria,male,No,0.29385,323,581,0.25678,0.33092
1996,Bavaria,female,Yes,0.14225,149,419,0.10876,0.17573
1996,Bavaria,female,No,0.22845,270,419,0.18821,0.26870
1996,Berlin,male,Yes,0.24605,77,166,0.18033,0.31177
1996,Berlin,male,No,0.26301,89,166,0.19583,0.33019
1996,Berlin,female,Yes,0.15485,65,147,0.09617,0.21353
1996,Berlin,female,No,0.22627,82,147,0.15839,0.29414
1996,Brandenburg,male,Yes,0.19850,81,189,0.14148,0.25552
1996,Brandenburg,male,No,0.31086,108,189,0.24469,0.37702
1996,Brandenburg,female,Yes,0.12188,55,148,0.06899,0.17476
1996,Brandenburg,female,No,0.22529,93,148,0.15776,0.29283
1996,Mecklenburg-Western Pomerania,male,Yes,0.22430,53,119,0.14903,0.29956
1996,Mecklenburg-Western Pomerania,male,No,0.23828,66,119,0.16141,0.31515
1996,Mecklenburg-Western Pomerania,female,Yes,0.11836,38,103,0.05567,0.18104
1996,Mecklenburg-Western Pomerania,female,No,0.24141,65,103,0.15836,0.32446
1996,Saxony,male,Yes,0.25305,183,349,0.20737,0.29873
1996,Saxony,male,No,0.23619,166,349,0.19156,0.28082
1996,Saxony,female,Yes,0.16237,131,298,0.12043,0.20431
1996,Saxony,female,No,0.18957,167,298,0.14499,0.23415
1996,Saxony-Anhalt,male,Yes,0.21958,92,196,0.16147,0.27768
1996,Saxony-Anhalt,male,No,0.24157,104,196,0.18149,0.30165
1996,Saxony-Anhalt,female,Yes,0.14030,69,188,0.09052,0.19008
1996,Saxony-Anhalt,female,No,0.22790,119,188,0.16778,0.28803
1996,Thuringa,male,Yes,0.28201,118,208,0.22071,0.34332
1996,Thuringa,male,No,0.20170,90,208,0.14704,0.25637
1996,Thuringa,female,Yes,0.13669,69,174,0.08550,0.18788
1996,Thuringa,female,No,0.21109,105,174,0.15028,0.27190
1997,Schleswig-Holstein,male,Yes,0.27137,43,43,0.13689,0.40585
1997,Lower Saxony,male,Yes,0.24818,167,243,0.19375,0.30260
1997,Lower Saxony,male,No,0.10765,76,243,0.06860,0.14670
1997,Lower Saxony,female,Yes,0.13304,109,153,0.07905,0.18703
1997,Lower Saxony,female,No,0.05959,44,153,0.02196,0.09723
1997,North Rhine-Westphalia,male,Yes,0.25827,368,502,0.21995,0.29660
1997,North Rhine-Westphalia,male,No,0.07980,134,502,0.05607,0.10353
1997,North Rhine-Westphalia,female,Yes,0.13009,199,303,0.09215,0.16804
1997,North Rhine-Westphalia,female,No,0.06186,104,303,0.03469,0.08903
1997,Hesse,male,Yes,0.22359,113,161,0.15903,0.28815
1997,Hesse,male,No,0.06282,48,161,0.02522,0.10042
1997,Hesse,female,Yes,0.14472,81,117,0.08069,0.20874
1997,Hesse,female,No,0.07404,36,117,0.02639,0.12169
1997,"Rhineland-Palatinate, Saarland",male,Yes,0.23636,106,145,0.16697,0.30575
1997,"Rhineland-Palatinate, Saarland",male,No,0.07846,39,145,0.03454,0.12238
1997,"Rhineland-Palatinate, Saarland",female,Yes,0.09642,49,82,0.03214,0.16070
1997,"Rhineland-Palatinate, Saarland",female,No,0.07370,33,82,0.01680,0.13061
1997,Baden-Wuerttemberg,male,Yes,0.23879,258,363,0.19487,0.28271
1997,Baden-Wuerttemberg,male,No,0.08530,105,363,0.05652,0.11407
1997,Baden-Wuerttemberg,female,Yes,0.14021,141,205,0.09256,0.18785
1997,Baden-Wuerttemberg,female,No,0.05243,64,205,0.02184,0.08301
1997,Bavaria,male,Yes,0.23644,243,368,0.19296,0.27991
1997,Bavaria,male,No,0.09877,125,368,0.06825,0.12930
1997,Bavaria,female,Yes,0.13334,135,224,0.08872,0.17795
1997,Bavaria,female,No,0.07287,89,224,0.03875,0.10699
1997,Berlin,male,Yes,0.25294,79,79,0.15647,0.34941
1997,Berlin,female,Yes,0.18668,71,71,0.09540,0.27797
1997,Brandenburg,male,Yes,0.20909,78,135,0.14023,0.27794
1997,Brandenburg,male,No,0.15056,57,135,0.09001,0.21111
1997,Brandenburg,female,Yes,0.17151,67,67,0.08056,0.26245
1997,Mecklenburg-Western Pomerania,male,Yes,0.25575,63,63,0.14715,0.36435
1997,Mecklenburg-Western Pomerania,female,Yes,0.13896,39,39,0.02898,0.24894
1997,Saxony,male,Yes,0.23454,172,239,0.18071,0.28837
1997,Saxony,male,No,0.10767,67,239,0.06829,0.14705
1997,Saxony,female,Yes,0.15435,115,180,0.10143,0.20728
1997,Saxony,female,No,0.08662,65,180,0.04541,0.12782
1997,Saxony-Anhalt,male,Yes,0.22916,87,140,0.15929,0.29903
1997,Saxony-Anhalt,male,No,0.12574,53,140,0.07062,0.18086
1997,Saxony-Anhalt,female,Yes,0.18362,90,122,0.11463,0.25261
1997,Saxony-Anhalt,female,No,0.06033,32,122,0.01791,0.10276
1997,Thuringa,male,Yes,0.23261,109,150,0.16477,0.30045
1997,Thuringa,male,No,0.11159,41,150,0.06103,0.16215
1997,Thuringa,female,Yes,0.15212,77,110,0.08470,0.21954
1997,Thuringa,female,No,0.05509,33,110,0.01226,0.09793
1998,Schleswig-Holstein,male,Yes,0.26739,55,55,0.14934,0.38544
1998,Schleswig-Holstein,female,Yes,0.15522,37,37,0.03693,0.27351
1998,Lower Saxony,male,Yes,0.24794,200,272,0.19653,0.29935
1998,Lower Saxony,male,No,0.09516,72,272,0.06022,0.13009
1998,Lower Saxony,female,Yes,0.12261,111,178,0.07429,0.17093
1998,Lower Saxony,female,No,0.07602,67,178,0.03698,0.11507
1998,North Rhine-Westphalia,male,Yes,0.26049,427,579,0.22471,0.29628
1998,North Rhine-Westphalia,male,No,0.08070,152,579,0.05849,0.10290
1998,North Rhine-Westphalia,female,Yes,0.12744,232,331,0.09146,0.16342
1998,North Rhine-Westphalia,female,No,0.05453,99,331,0.03003,0.07903
1998,Hesse,male,Yes,0.22773,143,190,0.16794,0.28751
1998,Hesse,male,No,0.06995,47,190,0.03359,0.10632
1998,Hesse,female,Yes,0.12842,81,127,0.07000,0.18683
1998,Hesse,female,No,0.07057,46,127,0.02585,0.11529
1998,"Rhineland-Palatinate, Saarland",male,Yes,0.20887,113,162,0.14608,0.27166
1998,"Rhineland-Palatinate, Saarland",male,No,0.09577,49,162,0.05032,0.14123
1998,"Rhineland-Palatinate, Saarland",female,Yes,0.10143,55,55,0.02091,0.18195
1998,Baden-Wuerttemberg,male,Yes,0.26274,286,390,0.21901,0.30648
1998,Baden-Wuerttemberg,male,No,0.09311,104,390,0.06423,0.12199
1998,Baden-Wuerttemberg,female,Yes,0.13137,144,216,0.08622,0.17653
1998,Baden-Wuerttemberg,female,No,0.06256,72,216,0.03019,0.09493
1998,Bavaria,male,Yes,0.24585,288,394,0.20328,0.28842
1998,Bavaria,male,No,0.08012,106,394,0.05328,0.10696
1998,Bavaria,female,Yes,0.13779,173,252,0.09515,0.18043
1998,Bavaria,female,No,0.06010,79,252,0.03070,0.08950
1998,Berlin,male,Yes,0.20914,67,67,0.11102,0.30725
1998,Berlin,female,Yes,0.16637,67,67,0.07652,0.25622
1998,Brandenburg,male,Yes,0.21577,81,129,0.14450,0.28703
1998,Brandenburg,male,No,0.12690,48,129,0.06923,0.18456
1998,Brandenburg,female,Yes,0.17243,63,95,0.09606,0.24879
1998,Brandenburg,female,No,0.06755,32,95,0.01681,0.11828
1998,Mecklenburg-Western Pomerania,male,Yes,0.26164,67,67,0.15560,0.36768
1998,Mecklenburg-Western Pomerania,female,Yes,0.15474,48,48,0.05135,0.25814
1998,Saxony,male,Yes,0.24547,190,276,0.19461,0.29634
1998,Saxony,male,No,0.12614,86,276,0.08690,0.16538
1998,Saxony,female,Yes,0.16986,144,211,0.11907,0.22065
1998,Saxony,female,No,0.08431,67,211,0.04673,0.12189
1998,Saxony-Anhalt,male,Yes,0.21788,95,148,0.15115,0.28461
1998,Saxony-Anhalt,male,No,0.11078,53,148,0.06004,0.16152
1998,Saxony-Anhalt,female,Yes,0.19152,97,128,0.12308,0.25996
1998,Saxony-Anhalt,female,No,0.05338,31,128,0.01428,0.09248
1998,Thuringa,male,Yes,0.23354,109,169,0.16956,0.29752
1998,Thuringa,male,No,0.12259,60,169,0.07299,0.17218
1998,Thuringa,female,Yes,0.12527,77,114,0.06424,0.18631
1998,Thuringa,female,No,0.06191,37,114,0.01748,0.10635
1999,Schleswig-Holstein,male,Yes,0.27644,51,51,0.15247,0.40041
1999,Schleswig-Holstein,female,Yes,0.15286,33,33,0.02818,0.27755
1999,Lower Saxony,male,Yes,0.27151,206,279,0.21923,0.32379
1999,Lower Saxony,male,No,0.08734,73,279,0.05415,0.12053
1999,Lower Saxony,female,Yes,0.12964,106,173,0.07944,0.17984
1999,Lower Saxony,female,No,0.08531,67,173,0.04357,0.12706
1999,North Rhine-Westphalia,male,Yes,0.25342,435,552,0.21710,0.28974
1999,North Rhine-Westphalia,male,No,0.07542,117,552,0.05337,0.09747
1999,North Rhine-Westphalia,female,Yes,0.13081,240,342,0.09502,0.16660
1999,North Rhine-Westphalia,female,No,0.06467,102,342,0.03857,0.09077
1999,Hesse,male,Yes,0.19888,124,174,0.13940,0.25836
1999,Hesse,male,No,0.06840,50,174,0.03079,0.10602
1999,Hesse,female,Yes,0.16079,92,125,0.09614,0.22545
1999,Hesse,female,No,0.05454,33,125,0.01457,0.09452
1999,"Rhineland-Palatinate, Saarland",male,Yes,0.20582,99,150,0.14090,0.27074
1999,"Rhineland-Palatinate, Saarland",male,No,0.08909,51,150,0.04335,0.13483
1999,"Rhineland-Palatinate, Saarland",female,Yes,0.08461,50,82,0.02400,0.14522
1999,"Rhineland-Palatinate, Saarland",female,No,0.05676,32,82,0.00637,0.10715
1999,Baden-Wuerttemberg,male,Yes,0.27461,287,368,0.22895,0.32027
1999,Baden-Wuerttemberg,male,No,0.07411,81,368,0.04731,0.10091
1999,Baden-Wuerttemberg,female,Yes,0.14461,155,217,0.09771,0.19151
1999,Baden-Wuerttemberg,female,No,0.05447,62,217,0.02421,0.08474
1999,Bavaria,male,Yes,0.22610,278,402,0.18516,0.26705
1999,Bavaria,male,No,0.11242,124,402,0.08150,0.14334
1999,Bavaria,female,Yes,0.15497,179,253,0.11029,0.19965
1999,Bavaria,female,No,0.05254,74,253,0.02499,0.08009
1999,Berlin,male,Yes,0.23193,72,72,0.13376,0.33011
1999,Berlin,female,Yes,0.16390,65,65,0.07320,0.25459
1999,Brandenburg,male,Yes,0.18586,78,123,0.11683,0.25488
1999,Brandenburg,male,No,0.12767,45,123,0.06845,0.18689
1999,Brandenburg,female,Yes,0.14435,60,60,0.05467,0.23402
1999,Mecklenburg-Western Pomerania,male,Yes,0.22142,63,95,0.13748,0.30536
1999,Mecklenburg-Western Pomerania,male,No,0.14490,32,95,0.07374,0.21606
1999,Mecklenburg-Western Pomerania,female,Yes,0.13722,44,44,0.03438,0.24007
1999,Saxony,male,Yes,0.26835,186,262,0.21459,0.32210
1999,Saxony,male,No,0.09940,76,262,0.06310,0.13569
1999,Saxony,female,Yes,0.18887,149,204,0.13502,0.24271
1999,Saxony,female,No,0.06928,55,204,0.03435,0.10421
1999,Saxony-Anhalt,male,Yes,0.22662,100,148,0.15894,0.29430
1999,Saxony-Anhalt,male,No,0.13063,48,148,0.07616,0.18511
1999,Saxony-Anhalt,female,Yes,0.15795,80,115,0.09100,0.22489
1999,Saxony-Anhalt,female,No,0.07586,35,115,0.02726,0.12447
1999,Thuringa,male,Yes,0.26117,122,173,0.19552,0.32682
1999,Thuringa,male,No,0.11863,51,173,0.07031,0.16696
1999,Thuringa,female,Yes,0.13554,80,120,0.07404,0.19704
1999,Thuringa,female,No,0.06744,40,120,0.02238,0.11250
2000,Schleswig-Holstein,male,Yes,0.23897,96,131,0.16566,0.31228
2000,Schleswig-Holstein,male,No,0.09174,35,131,0.04212,0.14136
2000,Schleswig-Holstein,female,Yes,0.15317,64,64,0.06423,0.24210
2000,Hamburg,male,Yes,0.18725,34,34,0.05415,0.32035
2000,Hamburg,female,Yes,0.19769,34,34,0.06181,0.33357
2000,Lower Saxony,male,Yes,0.24183,311,454,0.20239,0.28126
2000,Lower Saxony,male,No,0.11187,143,454,0.08284,0.14089
2000,Lower Saxony,female,Yes,0.13381,183,288,0.09442,0.17319
2000,Lower Saxony,female,No,0.08322,105,288,0.05126,0.11518
2000,North Rhine-Westphalia,male,Yes,0.23628,716,1003,0.20998,0.26259
2000,North Rhine-Westphalia,male,No,0.09355,287,1003,0.07552,0.11158
2000,North Rhine-Westphalia,female,Yes,0.12143,406,621,0.09572,0.14714
2000,North Rhine-Westphalia,female,No,0.06471,215,621,0.04534,0.08407
2000,Hesse,male,Yes,0.21366,239,335,0.16970,0.25762
2000,Hesse,male,No,0.09452,96,335,0.06315,0.12590
2000,Hesse,female,Yes,0.13786,151,214,0.09156,0.18416
2000,Hesse,female,No,0.06131,63,214,0.02909,0.09353
2000,"Rhineland-Palatinate, Saarland",male,Yes,0.21244,189,284,0.16478,0.26010
2000,"Rhineland-Palatinate, Saarland",male,No,0.10368,95,284,0.06816,0.13919
2000,"Rhineland-Palatinate, Saarland",female,Yes,0.09712,99,149,0.04941,0.14483
2000,"Rhineland-Palatinate, Saarland",female,No,0.04880,50,149,0.01409,0.08351
2000,Baden-Wuerttemberg,male,Yes,0.27204,494,651,0.23783,0.30625
2000,Baden-Wuerttemberg,male,No,0.08874,157,651,0.06688,0.11061
2000,Baden-Wuerttemberg,female,Yes,0.14088,259,354,0.10459,0.17717
2000,Baden-Wuerttemberg,female,No,0.05216,95,354,0.02897,0.07536
2000,Bavaria,male,Yes,0.25634,538,715,0.22431,0.28836
2000,Bavaria,male,No,0.09300,177,715,0.07169,0.11430
2000,Bavaria,female,Yes,0.13342,294,465,0.10249,0.16436
2000,Bavaria,female,No,0.07955,171,465,0.05493,0.10418
2000,Berlin,male,Yes,0.20579,103,150,0.14088,0.27071
2000,Berlin,male,No,0.10248,47,150,0.05378,0.15118
2000,Berlin,female,Yes,0.13237,76,124,0.07248,0.19226
2000,Berlin,female,No,0.08512,48,124,0.03581,0.13444
2000,Brandenburg,male,Yes,0.20412,132,190,0.14666,0.26159
2000,Brandenburg,male,No,0.10496,58,190,0.06126,0.14865
2000,Brandenburg,female,Yes,0.15054,99,155,0.09406,0.20702
2000,Brandenburg,female,No,0.07785,56,155,0.03553,0.12017
2000,Mecklenburg-Western Pomerania,male,Yes,0.19183,71,102,0.11504,0.26862
2000,Mecklenburg-Western Pomerania,male,No,0.10598,31,102,0.04595,0.16601
2000,Mecklenburg-Western Pomerania,female,Yes,0.12258,55,97,0.05697,0.18818
2000,Mecklenburg-Western Pomerania,female,No,0.10136,42,97,0.04099,0.16174
2000,Saxony,male,Yes,0.20594,249,361,0.16416,0.24771
2000,Saxony,male,No,0.10896,112,361,0.07677,0.14114
2000,Saxony,female,Yes,0.15538,186,260,0.11126,0.19950
2000,Saxony,female,No,0.06438,74,260,0.03449,0.09427
2000,Saxony-Anhalt,male,Yes,0.21624,135,204,0.15961,0.27288
2000,Saxony-Anhalt,male,No,0.11232,69,204,0.06888,0.15576
2000,Saxony-Anhalt,female,Yes,0.14269,114,165,0.08916,0.19622
2000,Saxony-Anhalt,female,No,0.06668,51,165,0.02850,0.10486
2000,Thuringa,male,Yes,0.23326,150,230,0.17848,0.28803
2000,Thuringa,male,No,0.12139,80,230,0.07909,0.16369
2000,Thuringa,female,Yes,0.14097,105,165,0.08771,0.19423
2000,Thuringa,female,No,0.07451,60,165,0.03432,0.11470
2001,Schleswig-Holstein,male,Yes,0.25676,92,92,0.16701,0.34652
2001,Schleswig-Holstein,female,Yes,0.16052,64,64,0.06987,0.25117
2001,Hamburg,female,Yes,0.23715,41,41,0.10534,0.36897
2001,Lower Saxony,male,Yes,0.23957,269,269,0.18847,0.29067
2001,Lower Saxony,female,Yes,0.12443,159,159,0.07296,0.17589
2001,North Rhine-Westphalia,male,Yes,0.23499,680,680,0.20310,0.26689
2001,North Rhine-Westphalia,female,Yes,0.13443,412,412,0.10145,0.16741
2001,Hesse,male,Yes,0.23119,224,224,0.17586,0.28653
2001,Hesse,female,Yes,0.13513,140,140,0.07829,0.19196
2001,"Rhineland-Palatinate, Saarland",male,Yes,0.20242,175,175,0.14272,0.26213
2001,"Rhineland-Palatinate, Saarland",female,Yes,0.11122,107,107,0.05137,0.17108
2001,Baden-Wuerttemberg,male,Yes,0.26793,427,427,0.22587,0.30999
2001,Baden-Wuerttemberg,female,Yes,0.13816,231,231,0.09356,0.18275
2001,Bavaria,male,Yes,0.25453,464,464,0.21486,0.29421
2001,Bavaria,female,Yes,0.14748,276,276,0.10557,0.18939
2001,Berlin,male,Yes,0.24219,117,117,0.16423,0.32015
2001,Berlin,female,Yes,0.19356,102,102,0.11651,0.27062
2001,Brandenburg,male,Yes,0.17498,110,110,0.10365,0.24631
2001,Brandenburg,female,Yes,0.17922,107,107,0.10620,0.25223
2001,Mecklenburg-Western Pomerania,male,Yes,0.20175,63,63,0.10185,0.30164
2001,Mecklenburg-Western Pomerania,female,Yes,0.19541,70,70,0.10185,0.28897
2001,Saxony,male,Yes,0.21317,225,225,0.15954,0.26680
2001,Saxony,female,Yes,0.17695,192,192,0.12283,0.23108
2001,Saxony-Anhalt,male,Yes,0.21305,129,129,0.14211,0.28398
2001,Saxony-Anhalt,female,Yes,0.14279,107,107,0.07618,0.20939
2001,Thuringa,male,Yes,0.24686,142,142,0.17569,0.31803
2001,Thuringa,female,Yes,0.13731,92,92,0.06659,0.20802
2002,Schleswig-Holstein,male,Yes,0.24009,97,130,0.16638,0.31380
2002,Schleswig-Holstein,male,No,0.09330,33,130,0.04311,0.14349
2002,Schleswig-Holstein,female,Yes,0.14636,74,74,0.06527,0.22744
2002,Hamburg,male,Yes,0.25408,51,51,0.13341,0.37475
2002,Hamburg,female,Yes,0.17638,40,40,0.05676,0.29600
2002,Lower Saxony,male,Yes,0.23482,295,412,0.19384,0.27580
2002,Lower Saxony,male,No,0.09485,117,412,0.06652,0.12318
2002,Lower Saxony,female,Yes,0.13360,194,283,0.09389,0.17331
2002,Lower Saxony,female,No,0.07088,89,283,0.04092,0.10083
2002,North Rhine-Westphalia,male,Yes,0.21729,668,921,0.19064,0.24394
2002,North Rhine-Westphalia,male,No,0.08597,253,921,0.06785,0.10408
2002,North Rhine-Westphalia,female,Yes,0.13312,452,625,0.10646,0.15977
2002,North Rhine-Westphalia,female,No,0.05465,173,625,0.03681,0.07248
2002,Hesse,male,Yes,0.21897,248,337,0.17475,0.26318
2002,Hesse,male,No,0.08582,89,337,0.05587,0.11577
2002,Hesse,female,Yes,0.14105,172,259,0.09857,0.18352
2002,Hesse,female,No,0.06848,87,259,0.03766,0.09930
2002,"Rhineland-Palatinate, Saarland",male,Yes,0.18244,183,260,0.13541,0.22948
2002,"Rhineland-Palatinate, Saarland",male,No,0.10009,77,260,0.06354,0.13664
2002,"Rhineland-Palatinate, Saarland",female,Yes,0.11467,122,164,0.06576,0.16359
2002,"Rhineland-Palatinate, Saarland",female,No,0.03849,42,164,0.00896,0.06802
2002,Baden-Wuerttemberg,male,Yes,0.26040,476,632,0.22616,0.29464
2002,Baden-Wuerttemberg,male,No,0.08931,156,632,0.06706,0.11156
2002,Baden-Wuerttemberg,female,Yes,0.13722,253,366,0.10192,0.17252
2002,Baden-Wuerttemberg,female,No,0.06021,113,366,0.03580,0.08461
2002,Bavaria,male,Yes,0.22433,479,674,0.19281,0.25584
2002,Bavaria,male,No,0.10258,195,674,0.07966,0.12550
2002,Bavaria,female,Yes,0.14631,324,482,0.11473,0.17790
2002,Bavaria,female,No,0.07470,158,482,0.05120,0.09819
2002,Berlin,male,Yes,0.19032,107,154,0.12812,0.25252
2002,Berlin,male,No,0.10226,47,154,0.05425,0.15027
2002,Berlin,female,Yes,0.13368,88,125,0.07378,0.19358
2002,Berlin,female,No,0.06911,37,125,0.02447,0.11376
2002,Brandenburg,male,Yes,0.19274,112,172,0.13362,0.25186
2002,Brandenburg,male,No,0.09526,60,172,0.05126,0.13926
2002,Brandenburg,female,Yes,0.15380,101,153,0.09645,0.21116
2002,Brandenburg,female,No,0.08018,52,153,0.03700,0.12335
2002,Mecklenburg-Western Pomerania,male,Yes,0.17781,59,104,0.10397,0.25165
2002,Mecklenburg-Western Pomerania,male,No,0.14650,45,104,0.07821,0.21479
2002,Mecklenburg-Western Pomerania,female,Yes,0.12585,51,92,0.05770,0.19400
2002,Mecklenburg-Western Pomerania,female,No,0.10828,41,92,0.04444,0.17213
2002,Saxony,male,Yes,0.21638,245,331,0.17195,0.26081
2002,Saxony,male,No,0.08511,86,331,0.05500,0.11521
2002,Saxony,female,Yes,0.19185,210,283,0.14589,0.23781
2002,Saxony,female,No,0.07104,73,283,0.04106,0.10102
2002,Saxony-Anhalt,male,Yes,0.17257,111,182,0.11752,0.22762
2002,Saxony-Anhalt,male,No,0.13520,71,182,0.08539,0.18502
2002,Saxony-Anhalt,female,Yes,0.13242,110,166,0.08070,0.18414
2002,Saxony-Anhalt,female,No,0.08389,56,166,0.04159,0.12619
2002,Thuringa,male,Yes,0.20561,131,196,0.14888,0.26233
2002,Thuringa,male,No,0.10894,65,196,0.06521,0.15267
2002,Thuringa,female,Yes,0.13324,104,148,0.07830,0.18818
2002,Thuringa,female,No,0.06047,44,148,0.02194,0.09900
2003,Schleswig-Holstein,male,Yes,0.23569,86,86,0.14546,0.32592
2003,Schleswig-Holstein,female,Yes,0.13201,60,60,0.04563,0.21838
2003,Hamburg,male,Yes,0.23195,47,47,0.10998,0.35393
2003,Hamburg,female,Yes,0.18961,37,37,0.06156,0.31766
2003,Lower Saxony,male,Yes,0.22528,269,381,0.18328,0.26729
2003,Lower Saxony,male,No,0.08776,112,381,0.05931,0.11621
2003,Lower Saxony,female,Yes,0.16637,205,313,0.12505,0.20770
2003,Lower Saxony,female,No,0.08236,108,313,0.05185,0.11286
2003,North Rhine-Westphalia,male,Yes,0.20797,620,847,0.18062,0.23532
2003,North Rhine-Westphalia,male,No,0.08290,227,847,0.06432,0.10148
2003,North Rhine-Westphalia,female,Yes,0.13310,437,616,0.10625,0.15994
2003,North Rhine-Westphalia,female,No,0.05214,179,616,0.03457,0.06971
2003,Hesse,male,Yes,0.22786,234,322,0.18198,0.27375
2003,Hesse,male,No,0.08979,88,322,0.05852,0.12107
2003,Hesse,female,Yes,0.14102,154,236,0.09652,0.18552
2003,Hesse,female,No,0.06754,82,236,0.03546,0.09963
2003,"Rhineland-Palatinate, Saarland",male,Yes,0.17065,167,242,0.12315,0.21814
2003,"Rhineland-Palatinate, Saarland",male,No,0.11268,75,242,0.07276,0.15260
2003,"Rhineland-Palatinate, Saarland",female,Yes,0.10936,118,177,0.06325,0.15547
2003,"Rhineland-Palatinate, Saarland",female,No,0.06657,59,177,0.02974,0.10340
2003,Baden-Wuerttemberg,male,Yes,0.28237,458,590,0.24602,0.31873
2003,Baden-Wuerttemberg,male,No,0.07331,132,590,0.05226,0.09436
2003,Baden-Wuerttemberg,female,Yes,0.12910,226,356,0.09422,0.16398
2003,Baden-Wuerttemberg,female,No,0.07326,130,356,0.04616,0.10037
2003,Bavaria,male,Yes,0.23955,445,630,0.20620,0.27291
2003,Bavaria,male,No,0.09811,185,630,0.07486,0.12135
2003,Bavaria,female,Yes,0.15664,328,486,0.12430,0.18899
2003,Bavaria,female,No,0.07648,158,486,0.05283,0.10013
2003,Berlin,male,Yes,0.20740,115,115,0.13297,0.28183
2003,Berlin,female,Yes,0.14844,91,91,0.07498,0.22189
2003,Brandenburg,male,Yes,0.17801,104,155,0.11760,0.23843
2003,Brandenburg,male,No,0.09375,51,155,0.04771,0.13978
2003,Brandenburg,female,Yes,0.16207,94,148,0.10250,0.22164
2003,Brandenburg,female,No,0.07561,54,148,0.03287,0.11835
2003,Mecklenburg-Western Pomerania,male,Yes,0.13591,51,90,0.06471,0.20710
2003,Mecklenburg-Western Pomerania,male,No,0.14019,39,90,0.06806,0.21232
2003,Mecklenburg-Western Pomerania,female,Yes,0.17214,67,67,0.08107,0.26322
2003,Saxony,male,Yes,0.20363,221,316,0.15916,0.24810
2003,Saxony,male,No,0.10380,95,316,0.07012,0.13748
