,Unnamed: 0,year,bula_h,quintil_oecd_hh,hlc0178,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
311,311,2020,Hesse,2nd Quintile,No,1.0,178,15821,0.82517,1.20604
312,312,2020,Hesse,3rd Quintile,No,1.0,205,15821,0.84669,1.14466
313,313,2020,Hesse,4th Quintile,No,1.0,204,15821,0.86536,1.14003
314,314,2020,Hesse,5th Quintile,No,1.0,298,15821,0.87196,1.14435
315,315,2020,"Rhineland-Palatinate, Saarland",1st Quintile,No,1.0,197,15821,0.80275,1.20903
316,316,2020,"Rhineland-Palatinate, Saarland",2nd Quintile,No,1.0,189,15821,0.85226,1.17153
317,317,2020,"Rhineland-Palatinate, Saarland",3rd Quintile,No,1.0,147,15821,0.83434,1.19596
318,318,2020,"Rhineland-Palatinate, Saarland",4th Quintile,No,1.0,139,15821,0.83977,1.15149
319,319,2020,"Rhineland-Palatinate, Saarland",5th Quintile,No,1.0,173,15821,0.80803,1.17847
320,320,2020,Baden-Wuerttemberg,1st Quintile,No,1.0,296,15821,0.87325,1.11885
321,321,2020,Baden-Wuerttemberg,2nd Quintile,No,1.0,276,15821,0.86686,1.13365
322,322,2020,Baden-Wuerttemberg,3rd Quintile,No,1.0,297,15821,0.87251,1.11953
323,323,2020,Baden-Wuerttemberg,4th Quintile,No,1.0,337,15821,0.87601,1.12807
324,324,2020,Baden-Wuerttemberg,5th Quintile,No,1.0,486,15821,0.90622,1.11627
325,325,2020,Bavaria,1st Quintile,No,1.0,436,15821,0.88173,1.11311
326,326,2020,Bavaria,2nd Quintile,No,1.0,514,15821,0.86778,1.10254
327,327,2020,Bavaria,3rd Quintile,No,1.0,478,15821,0.91398,1.11175
328,328,2020,Bavaria,4th Quintile,No,1.0,493,15821,0.90219,1.09826
329,329,2020,Bavaria,5th Quintile,Yes,0.04114,36,15821,0.0231,0.06619
330,330,2020,Bavaria,5th Quintile,No,0.95886,631,15821,0.87442,1.06525
331,331,2020,Berlin,1st Quintile,No,1.0,199,15821,0.80351,1.18931
332,332,2020,Berlin,2nd Quintile,No,1.0,172,15821,0.82228,1.20889
333,333,2020,Berlin,3rd Quintile,No,1.0,150,15821,0.81705,1.18572
334,334,2020,Berlin,4th Quintile,No,1.0,135,15821,0.79536,1.20014
335,335,2020,Berlin,5th Quintile,No,1.0,176,15821,0.77112,1.20753
336,336,2020,Brandenburg,1st Quintile,No,1.0,152,15821,0.80588,1.18406
337,337,2020,Brandenburg,2nd Quintile,No,1.0,171,15821,0.82529,1.16424
338,338,2020,Brandenburg,3rd Quintile,No,1.0,126,15821,0.82873,1.22809
339,339,2020,Brandenburg,4th Quintile,No,1.0,102,15821,0.74584,1.26487
340,340,2020,Brandenburg,5th Quintile,No,1.0,112,15821,0.72916,1.27992
341,341,2020,Mecklenburg-Western Pomerania,1st Quintile,No,1.0,95,15821,0.81318,1.2016
342,342,2020,Mecklenburg-Western Pomerania,2nd Quintile,No,1.0,91,15821,0.7421,1.29
343,343,2020,Mecklenburg-Western Pomerania,3rd Quintile,No,1.0,52,15821,0.81468,1.22613
344,344,2020,Mecklenburg-Western Pomerania,4th Quintile,No,1.0,42,15821,0.69535,1.36533
345,345,2020,Mecklenburg-Western Pomerania,5th Quintile,No,1.0,51,15821,0.61364,1.56311
346,346,2020,Saxony,1st Quintile,No,1.0,199,15821,0.86205,1.16875
347,347,2020,Saxony,2nd Quintile,No,1.0,258,15821,0.88513,1.13713
348,348,2020,Saxony,3rd Quintile,No,1.0,204,15821,0.88249,1.15869
349,349,2020,Saxony,4th Quintile,No,1.0,138,15821,0.78124,1.2296
350,350,2020,Saxony,5th Quintile,No,1.0,157,15821,0.77072,1.26217
351,351,2020,Saxony-Anhalt,1st Quintile,No,1.0,156,15821,0.80646,1.21838
352,352,2020,Saxony-Anhalt,2nd Quintile,No,1.0,119,15821,0.83167,1.18308
353,353,2020,Saxony-Anhalt,3rd Quintile,No,1.0,115,15821,0.79459,1.20037
354,354,2020,Saxony-Anhalt,4th Quintile,No,1.0,72,15821,0.77279,1.30093
355,355,2020,Saxony-Anhalt,5th Quintile,No,1.0,90,15821,0.71634,1.4359
356,356,2020,Thuringa,1st Quintile,No,1.0,148,15821,0.81549,1.18218
357,357,2020,Thuringa,2nd Quintile,No,1.0,132,15821,0.78868,1.22531
358,358,2020,Thuringa,3rd Quintile,No,1.0,111,15821,0.81818,1.19667
359,359,2020,Thuringa,4th Quintile,No,1.0,82,15821,0.68983,1.29986
360,360,2020,Thuringa,5th Quintile,No,1.0,87,15821,0.69179,1.45377
361,361,2021,Schleswig-Holstein,1st Quintile,No,1.0,77,10644,0.75778,1.28049
362,362,2021,Schleswig-Holstein,2nd Quintile,No,1.0,78,10644,0.76445,1.31841
363,363,2021,Schleswig-Holstein,3rd Quintile,No,1.0,70,10644,0.745,1.27705
364,364,2021,Schleswig-Holstein,4th Quintile,No,1.0,87,10644,0.75486,1.30725
365,365,2021,Schleswig-Holstein,5th Quintile,No,1.0,101,10644,0.78789,1.28965
366,366,2021,Hamburg,1st Quintile,No,1.0,50,10644,0.75955,1.32105
367,367,2021,Hamburg,2nd Quintile,No,1.0,43,10644,0.78084,1.2536
368,368,2021,Hamburg,3rd Quintile,No,1.0,47,10644,0.71435,1.33838
369,369,2021,Hamburg,4th Quintile,No,1.0,47,10644,0.71659,1.32354
370,370,2021,Hamburg,5th Quintile,No,1.0,68,10644,0.64047,1.41225
371,371,2021,Lower Saxony,1st Quintile,No,1.0,198,10644,0.84092,1.1784
372,372,2021,Lower Saxony,2nd Quintile,No,1.0,209,10644,0.86237,1.17164
373,373,2021,Lower Saxony,3rd Quintile,No,1.0,180,10644,0.80962,1.22904
374,374,2021,Lower Saxony,4th Quintile,No,1.0,206,10644,0.81183,1.17424
375,375,2021,Lower Saxony,5th Quintile,No,1.0,239,10644,0.85126,1.14162
376,376,2021,North Rhine-Westphalia,1st Quintile,No,1.0,456,10644,0.90522,1.13965
377,377,2021,North Rhine-Westphalia,2nd Quintile,No,1.0,430,10644,0.8915,1.11924
378,378,2021,North Rhine-Westphalia,3rd Quintile,No,1.0,396,10644,0.88406,1.11633
379,379,2021,North Rhine-Westphalia,4th Quintile,No,1.0,407,10644,0.8961,1.10994
380,380,2021,North Rhine-Westphalia,5th Quintile,No,1.0,524,10644,0.87706,1.11723
381,381,2021,Hesse,1st Quintile,No,1.0,107,10644,0.77667,1.20902
382,382,2021,Hesse,2nd Quintile,No,1.0,109,10644,0.75199,1.23961
383,383,2021,Hesse,3rd Quintile,No,1.0,116,10644,0.796,1.20921
384,384,2021,Hesse,4th Quintile,No,1.0,133,10644,0.81695,1.20098
385,385,2021,Hesse,5th Quintile,No,1.0,203,10644,0.86982,1.16447
386,386,2021,"Rhineland-Palatinate, Saarland",1st Quintile,No,1.0,105,10644,0.77229,1.27123
387,387,2021,"Rhineland-Palatinate, Saarland",2nd Quintile,No,1.0,116,10644,0.79798,1.2018
388,388,2021,"Rhineland-Palatinate, Saarland",3rd Quintile,No,1.0,92,10644,0.76591,1.21844
389,389,2021,"Rhineland-Palatinate, Saarland",4th Quintile,No,1.0,88,10644,0.7897,1.18505
390,390,2021,"Rhineland-Palatinate, Saarland",5th Quintile,No,1.0,117,10644,0.83054,1.21288
391,391,2021,Baden-Wuerttemberg,1st Quintile,No,1.0,167,10644,0.83485,1.16987
392,392,2021,Baden-Wuerttemberg,2nd Quintile,No,1.0,196,10644,0.85742,1.1613
393,393,2021,Baden-Wuerttemberg,3rd Quintile,No,1.0,204,10644,0.8596,1.17409
394,394,2021,Baden-Wuerttemberg,4th Quintile,No,1.0,249,10644,0.85123,1.13959
395,395,2021,Baden-Wuerttemberg,5th Quintile,No,1.0,366,10644,0.88343,1.1267
396,396,2021,Bavaria,1st Quintile,No,1.0,240,10644,0.86896,1.13066
397,397,2021,Bavaria,2nd Quintile,No,1.0,329,10644,0.86811,1.14395
398,398,2021,Bavaria,3rd Quintile,No,1.0,328,10644,0.88727,1.12517
399,399,2021,Bavaria,4th Quintile,No,1.0,356,10644,0.87966,1.13316
400,400,2021,Bavaria,5th Quintile,No,1.0,439,10644,0.85333,1.13084
401,401,2021,Berlin,1st Quintile,No,1.0,116,10644,0.78012,1.20958
402,402,2021,Berlin,2nd Quintile,No,1.0,92,10644,0.71644,1.25792
403,403,2021,Berlin,3rd Quintile,No,1.0,95,10644,0.74918,1.21609
404,404,2021,Berlin,4th Quintile,No,1.0,102,10644,0.80386,1.2398
405,405,2021,Berlin,5th Quintile,No,1.0,129,10644,0.71904,1.34915
406,406,2021,Brandenburg,1st Quintile,No,1.0,88,10644,0.74762,1.21322
407,407,2021,Brandenburg,2nd Quintile,No,1.0,98,10644,0.76863,1.24347
408,408,2021,Brandenburg,3rd Quintile,No,1.0,90,10644,0.75227,1.30554
409,409,2021,Brandenburg,4th Quintile,No,1.0,67,10644,0.76196,1.34255
410,410,2021,Brandenburg,5th Quintile,No,1.0,93,10644,0.73334,1.30662
411,411,2021,Mecklenburg-Western Pomerania,1st Quintile,No,1.0,66,10644,0.76938,1.27891
412,412,2021,Mecklenburg-Western Pomerania,2nd Quintile,No,1.0,65,10644,0.63443,1.35214
413,413,2021,Mecklenburg-Western Pomerania,3rd Quintile,No,1.0,45,10644,0.7432,1.2502
414,414,2021,Mecklenburg-Western Pomerania,4th Quintile,No,1.0,38,10644,0.71734,1.39074
415,415,2021,Mecklenburg-Western Pomerania,5th Quintile,No,1.0,42,10644,0.68476,1.38379
416,416,2021,Saxony,1st Quintile,No,1.0,143,10644,0.8209,1.15005
417,417,2021,Saxony,2nd Quintile,No,1.0,197,10644,0.85366,1.15605
418,418,2021,Saxony,3rd Quintile,No,1.0,155,10644,0.8288,1.19661
419,419,2021,Saxony,4th Quintile,No,1.0,108,10644,0.79559,1.24962
420,420,2021,Saxony,5th Quintile,No,1.0,108,10644,0.7566,1.31506
421,421,2021,Saxony-Anhalt,1st Quintile,No,1.0,99,10644,0.78046,1.30084
422,422,2021,Saxony-Anhalt,2nd Quintile,No,1.0,92,10644,0.76775,1.29423
423,423,2021,Saxony-Anhalt,3rd Quintile,No,1.0,62,10644,0.78002,1.29067
424,424,2021,Saxony-Anhalt,4th Quintile,No,1.0,56,10644,0.65633,1.32441
425,425,2021,Saxony-Anhalt,5th Quintile,No,1.0,52,10644,0.57799,1.47398
426,426,2021,Thuringa,1st Quintile,No,1.0,98,10644,0.79465,1.18549
427,427,2021,Thuringa,2nd Quintile,No,1.0,96,10644,0.78457,1.24142
428,428,2021,Thuringa,3rd Quintile,No,1.0,63,10644,0.72274,1.32957
429,429,2021,Thuringa,4th Quintile,No,1.0,60,10644,0.72427,1.38975
430,430,2021,Thuringa,5th Quintile,No,1.0,56,10644,0.62916,1.417
