,Unnamed: 0,year,age_gr,bula_h,plb0195_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1969,1969,2014,46-65 y.,North Rhine-Westphalia,Paid,0.16273,130,8738,0.1263,0.20276
1970,1970,2014,46-65 y.,North Rhine-Westphalia,Not compensated,0.13744,127,8738,0.11145,0.16101
1971,1971,2014,46-65 y.,Hesse,Comp. time,0.50995,185,8738,0.43243,0.58521
1972,1972,2014,46-65 y.,Hesse,Some of both,0.19563,63,8738,0.14144,0.25943
1973,1973,2014,46-65 y.,Hesse,Paid,0.08546,34,8738,0.05856,0.11516
1974,1974,2014,46-65 y.,Hesse,Not compensated,0.20896,76,8738,0.16805,0.25703
1975,1975,2014,46-65 y.,"Rhineland-Palatinate, Saarland",Comp. time,0.5619,122,8738,0.467,0.65915
1976,1976,2014,46-65 y.,"Rhineland-Palatinate, Saarland",Some of both,0.2939,49,8738,0.23217,0.3667
1977,1977,2014,46-65 y.,"Rhineland-Palatinate, Saarland",Paid,0.14419,32,8738,0.09872,0.19195
1978,1978,2014,46-65 y.,Baden-Wuerttemberg,Comp. time,0.47087,240,8738,0.40369,0.53331
1979,1979,2014,46-65 y.,Baden-Wuerttemberg,Some of both,0.20027,96,8738,0.15753,0.24309
1980,1980,2014,46-65 y.,Baden-Wuerttemberg,Paid,0.13009,59,8738,0.09687,0.16922
1981,1981,2014,46-65 y.,Baden-Wuerttemberg,Not compensated,0.19878,96,8738,0.15089,0.24899
1982,1982,2014,46-65 y.,Bavaria,Comp. time,0.54383,393,8738,0.47343,0.6025
1983,1983,2014,46-65 y.,Bavaria,Some of both,0.1975,130,8738,0.16235,0.24014
1984,1984,2014,46-65 y.,Bavaria,Paid,0.07844,58,8738,0.05834,0.10091
1985,1985,2014,46-65 y.,Bavaria,Not compensated,0.18023,130,8738,0.14116,0.22537
1986,1986,2014,46-65 y.,Berlin,Comp. time,0.78821,94,8738,0.64358,0.94977
1987,1987,2014,46-65 y.,Berlin,Not compensated,0.21179,36,8738,0.13768,0.29214
1988,1988,2014,46-65 y.,Brandenburg,Comp. time,0.72673,70,8738,0.51533,0.91042
1989,1989,2014,46-65 y.,Brandenburg,Some of both,0.27327,38,8738,0.21248,0.34019
1990,1990,2014,46-65 y.,Mecklenburg-Western Pomerania,Comp. time,1.0,59,8738,0.75634,1.21681
1991,1991,2014,46-65 y.,Saxony,Comp. time,0.56162,150,8738,0.49001,0.68812
1992,1992,2014,46-65 y.,Saxony,Some of both,0.29161,62,8738,0.22665,0.35921
1993,1993,2014,46-65 y.,Saxony,Not compensated,0.14678,36,8738,0.09838,0.20421
1994,1994,2014,46-65 y.,Saxony-Anhalt,Comp. time,0.58988,78,8738,0.48015,0.73385
1995,1995,2014,46-65 y.,Saxony-Anhalt,Some of both,0.22545,31,8738,0.1407,0.33737
1996,1996,2014,46-65 y.,Saxony-Anhalt,Not compensated,0.18466,31,8738,0.13954,0.23295
1997,1997,2014,46-65 y.,Thuringa,Comp. time,1.0,95,8738,0.80942,1.23036
1998,1998,2018,17-29 y.,Schleswig-Holstein,Comp. time,1.0,40,8443,0.7174,1.26253
1999,1999,2018,17-29 y.,Lower Saxony,Comp. time,0.65019,87,8443,0.50481,0.85171
2000,2000,2018,17-29 y.,Lower Saxony,Some of both,0.34981,55,8443,0.27405,0.44688
2001,2001,2018,17-29 y.,North Rhine-Westphalia,Comp. time,0.44249,151,8443,0.38579,0.51337
2002,2002,2018,17-29 y.,North Rhine-Westphalia,Some of both,0.27945,58,8443,0.20374,0.35926
2003,2003,2018,17-29 y.,North Rhine-Westphalia,Paid,0.1821,55,8443,0.13584,0.23052
2004,2004,2018,17-29 y.,North Rhine-Westphalia,Not compensated,0.09596,35,8443,0.07168,0.12668
2005,2005,2018,17-29 y.,Hesse,Comp. time,1.0,64,8443,0.75498,1.24603
2006,2006,2018,17-29 y.,"Rhineland-Palatinate, Saarland",Comp. time,1.0,32,8443,0.71508,1.34015
2007,2007,2018,17-29 y.,Baden-Wuerttemberg,Comp. time,0.68679,91,8443,0.54849,0.83366
2008,2008,2018,17-29 y.,Baden-Wuerttemberg,Some of both,0.31321,48,8443,0.23142,0.39724
2009,2009,2018,17-29 y.,Bavaria,Comp. time,0.73813,151,8443,0.61469,0.91102
2010,2010,2018,17-29 y.,Bavaria,Some of both,0.26187,60,8443,0.20245,0.34284
2011,2011,2018,17-29 y.,Saxony,Comp. time,0.67454,47,8443,0.45266,0.94656
2012,2012,2018,17-29 y.,Saxony,Some of both,0.32546,32,8443,0.23815,0.39549
2013,2013,2018,30-45 y.,Schleswig-Holstein,Comp. time,1.0,88,8443,0.72787,1.34255
2014,2014,2018,30-45 y.,Lower Saxony,Comp. time,0.53401,161,8443,0.42757,0.66183
2015,2015,2018,30-45 y.,Lower Saxony,Some of both,0.2854,81,8443,0.20426,0.38122
2016,2016,2018,30-45 y.,Lower Saxony,Paid,0.09702,44,8443,0.0761,0.12234
2017,2017,2018,30-45 y.,Lower Saxony,Not compensated,0.08357,31,8443,0.04825,0.12712
2018,2018,2018,30-45 y.,North Rhine-Westphalia,Comp. time,0.46044,291,8443,0.39148,0.54214
2019,2019,2018,30-45 y.,North Rhine-Westphalia,Some of both,0.29732,165,8443,0.24628,0.34984
2020,2020,2018,30-45 y.,North Rhine-Westphalia,Paid,0.1309,106,8443,0.10724,0.16325
2021,2021,2018,30-45 y.,North Rhine-Westphalia,Not compensated,0.11134,83,8443,0.06957,0.15989
2022,2022,2018,30-45 y.,Hesse,Comp. time,0.67792,117,8443,0.50937,0.9229
2023,2023,2018,30-45 y.,Hesse,Some of both,0.32208,48,8443,0.2196,0.43459
2024,2024,2018,30-45 y.,"Rhineland-Palatinate, Saarland",Comp. time,0.58072,97,8443,0.41354,0.77113
2025,2025,2018,30-45 y.,"Rhineland-Palatinate, Saarland",Some of both,0.28678,50,8443,0.19463,0.37963
2026,2026,2018,30-45 y.,"Rhineland-Palatinate, Saarland",Paid,0.1325,31,8443,0.07089,0.19056
2027,2027,2018,30-45 y.,Baden-Wuerttemberg,Comp. time,0.50705,271,8443,0.44212,0.56607
2028,2028,2018,30-45 y.,Baden-Wuerttemberg,Some of both,0.19671,105,8443,0.14706,0.25296
2029,2029,2018,30-45 y.,Baden-Wuerttemberg,Paid,0.15641,59,8443,0.1163,0.20008
2030,2030,2018,30-45 y.,Baden-Wuerttemberg,Not compensated,0.13982,73,8443,0.1065,0.17905
2031,2031,2018,30-45 y.,Bavaria,Comp. time,0.56476,348,8443,0.49011,0.63149
2032,2032,2018,30-45 y.,Bavaria,Some of both,0.21407,140,8443,0.16293,0.28071
2033,2033,2018,30-45 y.,Bavaria,Paid,0.07201,61,8443,0.05247,0.09658
2034,2034,2018,30-45 y.,Bavaria,Not compensated,0.14917,84,8443,0.11239,0.19648
2035,2035,2018,30-45 y.,Berlin,Comp. time,1.0,75,8443,0.79042,1.22505
2036,2036,2018,30-45 y.,Brandenburg,Comp. time,0.73538,71,8443,0.49548,0.96774
2037,2037,2018,30-45 y.,Brandenburg,Some of both,0.26462,36,8443,0.17498,0.37228
2038,2038,2018,30-45 y.,Mecklenburg-Western Pomerania,Comp. time,1.0,44,8443,0.65118,1.58714
2039,2039,2018,30-45 y.,Saxony,Comp. time,0.5985,133,8443,0.46984,0.73126
2040,2040,2018,30-45 y.,Saxony,Some of both,0.24194,54,8443,0.17645,0.32474
2041,2041,2018,30-45 y.,Saxony,Not compensated,0.15956,33,8443,0.11546,0.20809
2042,2042,2018,30-45 y.,Saxony-Anhalt,Comp. time,1.0,66,8443,0.80271,1.20765
2043,2043,2018,30-45 y.,Thuringa,Comp. time,1.0,80,8443,0.73008,1.39272
2044,2044,2018,46-65 y.,Schleswig-Holstein,Comp. time,1.0,83,8443,0.76998,1.21819
2045,2045,2018,46-65 y.,Hamburg,Comp. time,1.0,33,8443,0.68709,1.32516
2046,2046,2018,46-65 y.,Lower Saxony,Comp. time,0.49193,253,8443,0.43153,0.55256
2047,2047,2018,46-65 y.,Lower Saxony,Some of both,0.24098,120,8443,0.195,0.28592
2048,2048,2018,46-65 y.,Lower Saxony,Paid,0.09047,48,8443,0.05955,0.12421
2049,2049,2018,46-65 y.,Lower Saxony,Not compensated,0.17662,67,8443,0.13376,0.21972
2050,2050,2018,46-65 y.,North Rhine-Westphalia,Comp. time,0.51048,455,8443,0.45983,0.57411
2051,2051,2018,46-65 y.,North Rhine-Westphalia,Some of both,0.20976,175,8443,0.17938,0.24542
2052,2052,2018,46-65 y.,North Rhine-Westphalia,Paid,0.14508,136,8443,0.1183,0.16908
2053,2053,2018,46-65 y.,North Rhine-Westphalia,Not compensated,0.13468,133,8443,0.10891,0.16699
2054,2054,2018,46-65 y.,Hesse,Comp. time,0.49476,176,8443,0.42482,0.57548
2055,2055,2018,46-65 y.,Hesse,Some of both,0.1523,65,8443,0.11054,0.21064
2056,2056,2018,46-65 y.,Hesse,Paid,0.07674,37,8443,0.05527,0.10114
2057,2057,2018,46-65 y.,Hesse,Not compensated,0.2762,73,8443,0.20785,0.35175
2058,2058,2018,46-65 y.,"Rhineland-Palatinate, Saarland",Comp. time,0.4981,144,8443,0.40864,0.5966
2059,2059,2018,46-65 y.,"Rhineland-Palatinate, Saarland",Some of both,0.25698,68,8443,0.18612,0.33247
2060,2060,2018,46-65 y.,"Rhineland-Palatinate, Saarland",Paid,0.10765,31,8443,0.06665,0.15792
2061,2061,2018,46-65 y.,"Rhineland-Palatinate, Saarland",Not compensated,0.13727,35,8443,0.09296,0.18639
2062,2062,2018,46-65 y.,Baden-Wuerttemberg,Comp. time,0.55132,336,8443,0.47969,0.6101
2063,2063,2018,46-65 y.,Baden-Wuerttemberg,Some of both,0.1948,107,8443,0.15651,0.23842
2064,2064,2018,46-65 y.,Baden-Wuerttemberg,Paid,0.10017,54,8443,0.07513,0.12541
2065,2065,2018,46-65 y.,Baden-Wuerttemberg,Not compensated,0.15371,98,8443,0.1158,0.19465
2066,2066,2018,46-65 y.,Bavaria,Comp. time,0.56936,464,8443,0.50001,0.63717
2067,2067,2018,46-65 y.,Bavaria,Some of both,0.21636,140,8443,0.17738,0.26701
2068,2068,2018,46-65 y.,Bavaria,Paid,0.08754,68,8443,0.06175,0.11144
2069,2069,2018,46-65 y.,Bavaria,Not compensated,0.12674,100,8443,0.09811,0.15793
2070,2070,2018,46-65 y.,Berlin,Comp. time,1.0,96,8443,0.80678,1.21227
2071,2071,2018,46-65 y.,Brandenburg,Comp. time,0.67966,83,8443,0.51093,0.90462
2072,2072,2018,46-65 y.,Brandenburg,Some of both,0.32034,41,8443,0.23841,0.4028
2073,2073,2018,46-65 y.,Mecklenburg-Western Pomerania,Comp. time,1.0,53,8443,0.76774,1.3219
2074,2074,2018,46-65 y.,Saxony,Comp. time,0.62403,188,8443,0.51762,0.73287
2075,2075,2018,46-65 y.,Saxony,Some of both,0.2429,71,8443,0.18512,0.3118
2076,2076,2018,46-65 y.,Saxony,Paid,0.13307,41,8443,0.09281,0.17679
2077,2077,2018,46-65 y.,Saxony-Anhalt,Comp. time,1.0,90,8443,0.82527,1.16833
2078,2078,2018,46-65 y.,Thuringa,Comp. time,0.76637,109,8443,0.62983,0.94633
2079,2079,2018,46-65 y.,Thuringa,Some of both,0.23363,40,8443,0.16793,0.30653
2080,2080,2020,17-29 y.,Lower Saxony,Comp. time,0.51754,88,8585,0.40469,0.63791
2081,2081,2020,17-29 y.,Lower Saxony,Some of both,0.29689,48,8585,0.20353,0.40784
2082,2082,2020,17-29 y.,Lower Saxony,Paid,0.18557,31,8585,0.10824,0.2665
2083,2083,2020,17-29 y.,North Rhine-Westphalia,Comp. time,0.52549,180,8585,0.42155,0.63729
2084,2084,2020,17-29 y.,North Rhine-Westphalia,Some of both,0.23586,85,8585,0.17873,0.30153
2085,2085,2020,17-29 y.,North Rhine-Westphalia,Paid,0.14528,55,8585,0.08301,0.21998
2086,2086,2020,17-29 y.,North Rhine-Westphalia,Not compensated,0.09338,35,8585,0.06394,0.12486
2087,2087,2020,17-29 y.,Hesse,Comp. time,1.0,74,8585,0.77839,1.30303
2088,2088,2020,17-29 y.,"Rhineland-Palatinate, Saarland",Comp. time,1.0,46,8585,0.73777,1.29847
2089,2089,2020,17-29 y.,Baden-Wuerttemberg,Comp. time,0.69335,105,8585,0.54468,0.85715
2090,2090,2020,17-29 y.,Baden-Wuerttemberg,Some of both,0.30665,40,8585,0.17929,0.47243
2091,2091,2020,17-29 y.,Bavaria,Comp. time,0.69803,179,8585,0.5714,0.81383
2092,2092,2020,17-29 y.,Bavaria,Some of both,0.21179,64,8585,0.15504,0.27346
2093,2093,2020,17-29 y.,Bavaria,Paid,0.09018,40,8585,0.05335,0.13532
2094,2094,2020,17-29 y.,Berlin,Comp. time,1.0,37,8585,0.44353,1.79909
2095,2095,2020,30-45 y.,Schleswig-Holstein,Comp. time,1.0,70,8585,0.77636,1.25319
2096,2096,2020,30-45 y.,Hamburg,Comp. time,1.0,37,8585,0.60873,1.50107
2097,2097,2020,30-45 y.,Lower Saxony,Comp. time,0.58916,146,8585,0.45007,0.75574
2098,2098,2020,30-45 y.,Lower Saxony,Some of both,0.30635,85,8585,0.20386,0.41907
2099,2099,2020,30-45 y.,Lower Saxony,Paid,0.10449,41,8585,0.06943,0.1414
2100,2100,2020,30-45 y.,North Rhine-Westphalia,Comp. time,0.46178,293,8585,0.40303,0.52897
2101,2101,2020,30-45 y.,North Rhine-Westphalia,Some of both,0.30971,162,8585,0.24918,0.37948
2102,2102,2020,30-45 y.,North Rhine-Westphalia,Paid,0.10851,108,8585,0.07519,0.14742
2103,2103,2020,30-45 y.,North Rhine-Westphalia,Not compensated,0.11999,84,8585,0.08419,0.16964
2104,2104,2020,30-45 y.,Hesse,Comp. time,0.52848,119,8585,0.41024,0.63028
2105,2105,2020,30-45 y.,Hesse,Some of both,0.35915,57,8585,0.27412,0.45301
2106,2106,2020,30-45 y.,Hesse,Not compensated,0.11236,34,8585,0.0723,0.16576
2107,2107,2020,30-45 y.,"Rhineland-Palatinate, Saarland",Comp. time,0.63268,75,8585,0.44966,0.85021
2108,2108,2020,30-45 y.,"Rhineland-Palatinate, Saarland",Some of both,0.36732,37,8585,0.23302,0.56398
2109,2109,2020,30-45 y.,Baden-Wuerttemberg,Comp. time,0.58955,238,8585,0.50482,0.67652
2110,2110,2020,30-45 y.,Baden-Wuerttemberg,Some of both,0.25049,111,8585,0.20538,0.30213
2111,2111,2020,30-45 y.,Baden-Wuerttemberg,Paid,0.09464,46,8585,0.04965,0.14354
2112,2112,2020,30-45 y.,Baden-Wuerttemberg,Not compensated,0.06531,57,8585,0.05027,0.07999
2113,2113,2020,30-45 y.,Bavaria,Comp. time,0.68011,355,8585,0.60134,0.80114
2114,2114,2020,30-45 y.,Bavaria,Some of both,0.18678,161,8585,0.1501,0.22218
2115,2115,2020,30-45 y.,Bavaria,Paid,0.03388,51,8585,0.01658,0.06234
2116,2116,2020,30-45 y.,Bavaria,Not compensated,0.09922,76,8585,0.06661,0.13384
2117,2117,2020,30-45 y.,Berlin,Comp. time,0.65781,118,8585,0.52534,0.79434
2118,2118,2020,30-45 y.,Berlin,Some of both,0.19452,34,8585,0.11789,0.27494
2119,2119,2020,30-45 y.,Berlin,Not compensated,0.14767,37,8585,0.1017,0.19657
2120,2120,2020,30-45 y.,Brandenburg,Comp. time,0.8173,66,8585,0.5482,1.10034
2121,2121,2020,30-45 y.,Brandenburg,Some of both,0.1827,33,8585,0.13602,0.23229
2122,2122,2020,30-45 y.,Mecklenburg-Western Pomerania,Comp. time,1.0,31,8585,0.60308,1.48442
2123,2123,2020,30-45 y.,Saxony,Comp. time,0.69131,139,8585,0.53156,0.85785
2124,2124,2020,30-45 y.,Saxony,Some of both,0.30869,65,8585,0.2205,0.42149
2125,2125,2020,30-45 y.,Saxony-Anhalt,Comp. time,0.63022,64,8585,0.47591,0.91683
2126,2126,2020,30-45 y.,Saxony-Anhalt,Some of both,0.36978,32,8585,0.21977,0.52137
2127,2127,2020,30-45 y.,Thuringa,Comp. time,0.65962,70,8585,0.42967,0.99297
2128,2128,2020,30-45 y.,Thuringa,Some of both,0.34038,34,8585,0.24787,0.47721
2129,2129,2020,46-65 y.,Schleswig-Holstein,Comp. time,1.0,92,8585,0.76088,1.26965
2130,2130,2020,46-65 y.,Hamburg,Comp. time,1.0,31,8585,0.68278,1.37689
2131,2131,2020,46-65 y.,Lower Saxony,Comp. time,0.5438,273,8585,0.47651,0.62302
2132,2132,2020,46-65 y.,Lower Saxony,Some of both,0.23146,105,8585,0.18258,0.27299
2133,2133,2020,46-65 y.,Lower Saxony,Paid,0.09295,50,8585,0.06626,0.12579
2134,2134,2020,46-65 y.,Lower Saxony,Not compensated,0.13179,62,8585,0.09032,0.17079
2135,2135,2020,46-65 y.,North Rhine-Westphalia,Comp. time,0.51451,435,8585,0.46023,0.57885
2136,2136,2020,46-65 y.,North Rhine-Westphalia,Some of both,0.23207,215,8585,0.19525,0.26566
2137,2137,2020,46-65 y.,North Rhine-Westphalia,Paid,0.13304,101,8585,0.10525,0.16208
2138,2138,2020,46-65 y.,North Rhine-Westphalia,Not compensated,0.12038,138,8585,0.09635,0.15055
2139,2139,2020,46-65 y.,Hesse,Comp. time,0.56193,189,8585,0.46106,0.65534
2140,2140,2020,46-65 y.,Hesse,Some of both,0.16846,56,8585,0.11927,0.2186
2141,2141,2020,46-65 y.,Hesse,Paid,0.07932,33,8585,0.0518,0.11066
2142,2142,2020,46-65 y.,Hesse,Not compensated,0.19029,68,8585,0.14143,0.24032
2143,2143,2020,46-65 y.,"Rhineland-Palatinate, Saarland",Comp. time,0.52223,142,8585,0.44195,0.6119
2144,2144,2020,46-65 y.,"Rhineland-Palatinate, Saarland",Some of both,0.21064,57,8585,0.14326,0.2801
2145,2145,2020,46-65 y.,"Rhineland-Palatinate, Saarland",Paid,0.17093,33,8585,0.11283,0.2262
2146,2146,2020,46-65 y.,"Rhineland-Palatinate, Saarland",Not compensated,0.0962,35,8585,0.0717,0.12598
2147,2147,2020,46-65 y.,Baden-Wuerttemberg,Comp. time,0.48999,308,8585,0.42627,0.5526
2148,2148,2020,46-65 y.,Baden-Wuerttemberg,Some of both,0.25357,112,8585,0.20352,0.30864
2149,2149,2020,46-65 y.,Baden-Wuerttemberg,Paid,0.09927,46,8585,0.06928,0.12679
2150,2150,2020,46-65 y.,Baden-Wuerttemberg,Not compensated,0.15718,117,8585,0.12417,0.19952
2151,2151,2020,46-65 y.,Bavaria,Comp. time,0.60855,471,8585,0.54466,0.68263
2152,2152,2020,46-65 y.,Bavaria,Some of both,0.17834,132,8585,0.14271,0.22701
2153,2153,2020,46-65 y.,Bavaria,Paid,0.07796,56,8585,0.05368,0.10462
2154,2154,2020,46-65 y.,Bavaria,Not compensated,0.13516,112,8585,0.10128,0.17931
2155,2155,2020,46-65 y.,Berlin,Comp. time,0.81653,101,8585,0.63992,0.96989
2156,2156,2020,46-65 y.,Berlin,Some of both,0.18347,36,8585,0.12693,0.25193
2157,2157,2020,46-65 y.,Brandenburg,Comp. time,0.69907,103,8585,0.56517,0.92538
2158,2158,2020,46-65 y.,Brandenburg,Some of both,0.30093,45,8585,0.22834,0.40426
2159,2159,2020,46-65 y.,Mecklenburg-Western Pomerania,Comp. time,1.0,51,8585,0.70137,1.30236
2160,2160,2020,46-65 y.,Saxony,Comp. time,0.62637,167,8585,0.52696,0.73534
2161,2161,2020,46-65 y.,Saxony,Some of both,0.30406,78,8585,0.23763,0.39512
2162,2162,2020,46-65 y.,Saxony,Not compensated,0.06956,36,8585,0.05124,0.0954
2163,2163,2020,46-65 y.,Saxony-Anhalt,Comp. time,1.0,97,8585,0.83144,1.20601
2164,2164,2020,46-65 y.,Thuringa,Comp. time,0.70343,96,8585,0.53759,0.8848
2165,2165,2020,46-65 y.,Thuringa,Some of both,0.29657,33,8585,0.23263,0.39314
