year,age_gr,sampreg,plb0195_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,30-45 y.,West,Comp. time,0.47541,1292,2764,0.45679,0.49403
2003,30-45 y.,West,Some of both,0.21875,603,2764,0.20334,0.23417
2003,30-45 y.,West,Paid,0.13946,357,2764,0.12654,0.15238
2003,30-45 y.,West,Not compensated,0.16638,512,2764,0.15249,0.18026
2003,30-45 y.,East,Comp. time,0.55964,425,802,0.52526,0.59402
2003,30-45 y.,East,Some of both,0.21775,174,802,0.18917,0.24633
2003,30-45 y.,East,Paid,0.09572,73,802,0.07535,0.11610
2003,30-45 y.,East,Not compensated,0.12689,130,802,0.10384,0.14994
2003,46-65 y.,West,Comp. time,0.51092,868,1945,0.48870,0.53314
2003,46-65 y.,West,Some of both,0.16285,320,1945,0.14644,0.17927
2003,46-65 y.,West,Paid,0.11820,200,1945,0.10385,0.13256
2003,46-65 y.,West,Not compensated,0.20802,557,1945,0.18998,0.22606
2003,46-65 y.,East,Comp. time,0.55550,353,689,0.51837,0.59263
2003,46-65 y.,East,Some of both,0.16769,117,689,0.13977,0.19561
2003,46-65 y.,East,Paid,0.12500,76,689,0.10029,0.14972
2003,46-65 y.,East,Not compensated,0.15180,143,689,0.12499,0.17862
2004,17-29 y.,West,Comp. time,0.47840,440,924,0.44617,0.51063
2004,17-29 y.,West,Some of both,0.21411,198,924,0.18765,0.24057
2004,17-29 y.,West,Paid,0.14994,133,924,0.12691,0.17298
2004,17-29 y.,West,Not compensated,0.15755,153,924,0.13404,0.18105
2004,17-29 y.,East,Comp. time,0.44908,166,339,0.39606,0.50211
2004,17-29 y.,East,Some of both,0.28464,92,339,0.23653,0.33274
2004,17-29 y.,East,Paid,0.08552,36,339,0.05571,0.11534
2004,17-29 y.,East,Not compensated,0.18076,45,339,0.13973,0.22178
2004,30-45 y.,West,Comp. time,0.47980,1195,2564,0.46046,0.49915
2004,30-45 y.,West,Some of both,0.19524,516,2564,0.17989,0.21059
2004,30-45 y.,West,Paid,0.13035,312,2564,0.11731,0.14338
2004,30-45 y.,West,Not compensated,0.19461,541,2564,0.17928,0.20994
2004,30-45 y.,East,Comp. time,0.53388,396,758,0.49834,0.56942
2004,30-45 y.,East,Some of both,0.20811,161,758,0.17919,0.23703
2004,30-45 y.,East,Paid,0.10334,72,758,0.08166,0.12503
2004,30-45 y.,East,Not compensated,0.15467,129,758,0.12891,0.18043
2004,46-65 y.,West,Comp. time,0.51892,922,1982,0.49692,0.54092
2004,46-65 y.,West,Some of both,0.15056,289,1982,0.13481,0.16631
2004,46-65 y.,West,Paid,0.11057,184,1982,0.09676,0.12438
2004,46-65 y.,West,Not compensated,0.21995,587,1982,0.20171,0.23819
2004,46-65 y.,East,Comp. time,0.55858,364,706,0.52193,0.59523
2004,46-65 y.,East,Some of both,0.21154,135,706,0.18140,0.24169
2004,46-65 y.,East,Paid,0.10449,66,706,0.08191,0.12707
2004,46-65 y.,East,Not compensated,0.12538,141,706,0.10094,0.14983
2005,17-29 y.,West,Comp. time,0.48123,428,866,0.44793,0.51452
2005,17-29 y.,West,Some of both,0.21214,179,866,0.18489,0.23938
2005,17-29 y.,West,Paid,0.11841,108,866,0.09688,0.13995
2005,17-29 y.,West,Not compensated,0.18822,151,866,0.16217,0.21427
2005,17-29 y.,East,Comp. time,0.51244,161,324,0.45793,0.56695
2005,17-29 y.,East,Some of both,0.19827,75,324,0.15479,0.24176
2005,17-29 y.,East,Paid,0.12240,41,324,0.08666,0.15815
2005,17-29 y.,East,Not compensated,0.16688,47,324,0.12621,0.20754
2005,30-45 y.,West,Comp. time,0.49188,1171,2384,0.47181,0.51195
2005,30-45 y.,West,Some of both,0.22134,510,2384,0.20467,0.23801
2005,30-45 y.,West,Paid,0.11111,248,2384,0.09849,0.12373
2005,30-45 y.,West,Not compensated,0.17567,455,2384,0.16039,0.19095
2005,30-45 y.,East,Comp. time,0.50151,356,682,0.46395,0.53906
2005,30-45 y.,East,Some of both,0.23754,159,682,0.20557,0.26950
2005,30-45 y.,East,Paid,0.12843,66,682,0.10330,0.15356
2005,30-45 y.,East,Not compensated,0.13252,101,682,0.10706,0.15799
2005,46-65 y.,West,Comp. time,0.53692,909,1836,0.51411,0.55974
2005,46-65 y.,West,Some of both,0.17061,299,1836,0.15340,0.18782
2005,46-65 y.,West,Paid,0.10146,166,1836,0.08765,0.11528
2005,46-65 y.,West,Not compensated,0.19100,462,1836,0.17302,0.20899
2005,46-65 y.,East,Comp. time,0.58389,354,677,0.54673,0.62104
2005,46-65 y.,East,Some of both,0.17568,115,677,0.14699,0.20437
2005,46-65 y.,East,Paid,0.10374,57,677,0.08075,0.12672
2005,46-65 y.,East,Not compensated,0.13670,151,677,0.11080,0.16259
2006,17-29 y.,West,Comp. time,0.48933,460,939,0.45734,0.52132
2006,17-29 y.,West,Some of both,0.18905,182,939,0.16400,0.21411
2006,17-29 y.,West,Paid,0.12533,113,939,0.10414,0.14651
2006,17-29 y.,West,Not compensated,0.19629,184,939,0.17087,0.22170
2006,17-29 y.,East,Comp. time,0.46488,162,324,0.41048,0.51927
2006,17-29 y.,East,Some of both,0.22653,71,324,0.18088,0.27218
2006,17-29 y.,East,Paid,0.12329,33,324,0.08744,0.15915
2006,17-29 y.,East,Not compensated,0.18531,58,324,0.14293,0.22768
2006,30-45 y.,West,Comp. time,0.49670,1280,2599,0.47747,0.51592
2006,30-45 y.,West,Some of both,0.19858,498,2599,0.18324,0.21392
2006,30-45 y.,West,Paid,0.11565,294,2599,0.10335,0.12795
2006,30-45 y.,West,Not compensated,0.18907,527,2599,0.17401,0.20412
2006,30-45 y.,East,Comp. time,0.51068,392,730,0.47440,0.54697
2006,30-45 y.,East,Some of both,0.23921,154,730,0.20824,0.27018
2006,30-45 y.,East,Paid,0.07185,49,730,0.05310,0.09059
2006,30-45 y.,East,Not compensated,0.17826,135,730,0.15047,0.20604
2006,46-65 y.,West,Comp. time,0.50314,1042,2121,0.48186,0.52442
2006,46-65 y.,West,Some of both,0.15929,342,2121,0.14371,0.17487
2006,46-65 y.,West,Paid,0.12493,199,2121,0.11086,0.13901
2006,46-65 y.,West,Not compensated,0.21264,538,2121,0.19522,0.23006
2006,46-65 y.,East,Comp. time,0.51904,388,761,0.48352,0.55457
2006,46-65 y.,East,Some of both,0.19872,140,761,0.17035,0.22709
2006,46-65 y.,East,Paid,0.12564,68,761,0.10207,0.14920
2006,46-65 y.,East,Not compensated,0.15659,165,761,0.13075,0.18243
2007,17-29 y.,West,Comp. time,0.48512,424,848,0.45146,0.51878
2007,17-29 y.,West,Some of both,0.20387,176,848,0.17674,0.23100
2007,17-29 y.,West,Paid,0.11865,97,848,0.09687,0.14043
2007,17-29 y.,West,Not compensated,0.19236,151,848,0.16581,0.21890
2007,17-29 y.,East,Comp. time,0.47189,148,279,0.41321,0.53058
2007,17-29 y.,East,Some of both,0.26409,80,279,0.21227,0.31591
2007,17-29 y.,East,Not compensated,0.19158,51,279,0.14531,0.23784
2007,30-45 y.,West,Comp. time,0.47692,1127,2341,0.45668,0.49715
2007,30-45 y.,West,Some of both,0.22444,495,2341,0.20753,0.24134
2007,30-45 y.,West,Paid,0.10339,236,2341,0.09105,0.11572
2007,30-45 y.,West,Not compensated,0.19526,483,2341,0.17920,0.21132
2007,30-45 y.,East,Comp. time,0.54709,377,705,0.51032,0.58386
2007,30-45 y.,East,Some of both,0.23031,155,705,0.19921,0.26141
2007,30-45 y.,East,Paid,0.07196,47,705,0.05287,0.09105
2007,30-45 y.,East,Not compensated,0.15064,126,705,0.12422,0.17707
2007,46-65 y.,West,Comp. time,0.52335,960,1958,0.50122,0.54548
2007,46-65 y.,West,Some of both,0.16889,330,1958,0.15229,0.18549
2007,46-65 y.,West,Paid,0.10248,162,1958,0.08904,0.11592
2007,46-65 y.,West,Not compensated,0.20528,506,1958,0.18739,0.22318
2007,46-65 y.,East,Comp. time,0.51579,403,766,0.48038,0.55120
2007,46-65 y.,East,Some of both,0.23463,132,766,0.20460,0.26466
2007,46-65 y.,East,Paid,0.09949,67,766,0.07828,0.12070
2007,46-65 y.,East,Not compensated,0.15009,164,766,0.12478,0.17540
2008,17-29 y.,West,Comp. time,0.52780,435,858,0.49437,0.56122
2008,17-29 y.,West,Some of both,0.19029,176,858,0.16401,0.21657
2008,17-29 y.,West,Paid,0.10788,97,858,0.08711,0.12865
2008,17-29 y.,West,Not compensated,0.17403,150,858,0.14865,0.19942
2008,17-29 y.,East,Comp. time,0.46505,141,255,0.40371,0.52639
2008,17-29 y.,East,Some of both,0.23903,63,255,0.18658,0.29148
2008,17-29 y.,East,Not compensated,0.19690,51,255,0.14800,0.24580
2008,30-45 y.,West,Comp. time,0.46460,1040,2205,0.44377,0.48542
2008,30-45 y.,West,Some of both,0.21652,460,2205,0.19933,0.23372
2008,30-45 y.,West,Paid,0.10961,230,2205,0.09657,0.12266
2008,30-45 y.,West,Not compensated,0.20927,475,2205,0.19228,0.22625
2008,30-45 y.,East,Comp. time,0.55210,353,688,0.51491,0.58928
2008,30-45 y.,East,Some of both,0.24553,156,688,0.21334,0.27771
2008,30-45 y.,East,Paid,0.07368,56,688,0.05415,0.09322
2008,30-45 y.,East,Not compensated,0.12869,123,688,0.10365,0.15373
2008,46-65 y.,West,Comp. time,0.49521,964,2042,0.47352,0.51690
2008,46-65 y.,West,Some of both,0.19505,365,2042,0.17786,0.21225
2008,46-65 y.,West,Paid,0.11598,198,2042,0.10208,0.12987
2008,46-65 y.,West,Not compensated,0.19376,515,2042,0.17661,0.21091
2008,46-65 y.,East,Comp. time,0.49818,382,753,0.46245,0.53392
2008,46-65 y.,East,Some of both,0.24107,145,753,0.21050,0.27165
2008,46-65 y.,East,Paid,0.10589,74,753,0.08390,0.12788
2008,46-65 y.,East,Not compensated,0.15485,152,753,0.12899,0.18070
2009,17-29 y.,West,Comp. time,0.51490,362,734,0.47872,0.55108
2009,17-29 y.,West,Some of both,0.18895,160,734,0.16061,0.21729
2009,17-29 y.,West,Paid,0.11296,76,734,0.09004,0.13587
2009,17-29 y.,West,Not compensated,0.18319,136,734,0.15519,0.21120
2009,17-29 y.,East,Comp. time,0.47195,115,180,0.39881,0.54508
2009,17-29 y.,East,Some of both,0.30686,65,180,0.23930,0.37443
2009,30-45 y.,West,Comp. time,0.45617,909,1900,0.43377,0.47858
2009,30-45 y.,West,Some of both,0.23176,379,1900,0.21278,0.25074
2009,30-45 y.,West,Paid,0.10500,191,1900,0.09121,0.11879
2009,30-45 y.,West,Not compensated,0.20707,421,1900,0.18884,0.22529
2009,30-45 y.,East,Comp. time,0.55182,324,629,0.51293,0.59072
2009,30-45 y.,East,Some of both,0.23772,146,629,0.20443,0.27101
2009,30-45 y.,East,Paid,0.08094,57,629,0.05961,0.10227
2009,30-45 y.,East,Not compensated,0.12952,102,629,0.10325,0.15578
2009,46-65 y.,West,Comp. time,0.49434,888,1855,0.47158,0.51710
2009,46-65 y.,West,Some of both,0.19298,342,1855,0.17502,0.21095
2009,46-65 y.,West,Paid,0.11724,171,1855,0.10259,0.13188
2009,46-65 y.,West,Not compensated,0.19544,454,1855,0.17739,0.21349
2009,46-65 y.,East,Comp. time,0.55446,375,705,0.51774,0.59117
2009,46-65 y.,East,Some of both,0.24240,128,705,0.21074,0.27405
2009,46-65 y.,East,Paid,0.06931,63,705,0.05055,0.08807
2009,46-65 y.,East,Not compensated,0.13384,139,705,0.10869,0.15899
2010,17-29 y.,West,Comp. time,0.53603,458,910,0.50361,0.56845
2010,17-29 y.,West,Some of both,0.20765,190,910,0.18128,0.23402
2010,17-29 y.,West,Paid,0.10184,120,910,0.08218,0.12150
2010,17-29 y.,West,Not compensated,0.15448,142,910,0.13099,0.17798
2010,17-29 y.,East,Comp. time,0.50630,138,284,0.44805,0.56455
2010,17-29 y.,East,Some of both,0.24963,73,284,0.19920,0.30006
2010,17-29 y.,East,Paid,0.10068,34,284,0.06562,0.13573
2010,17-29 y.,East,Not compensated,0.14339,39,284,0.10256,0.18423
2010,30-45 y.,West,Comp. time,0.48914,1659,3380,0.47229,0.50600
2010,30-45 y.,West,Some of both,0.19336,633,3380,0.18005,0.20668
2010,30-45 y.,West,Paid,0.10382,419,3380,0.09354,0.11411
2010,30-45 y.,West,Not compensated,0.21367,669,3380,0.19985,0.22749
2010,30-45 y.,East,Comp. time,0.55877,485,908,0.52646,0.59109
2010,30-45 y.,East,Some of both,0.20101,181,908,0.17493,0.22709
2010,30-45 y.,East,Paid,0.06962,85,908,0.05305,0.08618
2010,30-45 y.,East,Not compensated,0.17060,157,908,0.14612,0.19508
2010,46-65 y.,West,Comp. time,0.53131,1125,2185,0.51038,0.55223
2010,46-65 y.,West,Some of both,0.16189,361,2185,0.14644,0.17733
2010,46-65 y.,West,Paid,0.12356,220,2185,0.10975,0.13736
2010,46-65 y.,West,Not compensated,0.18325,479,2185,0.16703,0.19948
2010,46-65 y.,East,Comp. time,0.58006,393,736,0.54438,0.61574
2010,46-65 y.,East,Some of both,0.19537,135,736,0.16671,0.22404
2010,46-65 y.,East,Paid,0.08879,78,736,0.06822,0.10935
2010,46-65 y.,East,Not compensated,0.13578,130,736,0.11101,0.16054
2011,17-29 y.,West,Comp. time,0.52522,504,998,0.49423,0.55622
2011,17-29 y.,West,Some of both,0.18475,202,998,0.16066,0.20884
2011,17-29 y.,West,Paid,0.12907,152,998,0.10826,0.14988
2011,17-29 y.,West,Not compensated,0.16096,140,998,0.13815,0.18377
2011,17-29 y.,East,Comp. time,0.49176,145,300,0.43509,0.54843
2011,17-29 y.,East,Some of both,0.21801,68,300,0.17121,0.26482
2011,17-29 y.,East,Paid,0.12783,47,300,0.08998,0.16568
2011,17-29 y.,East,Not compensated,0.16240,40,300,0.12059,0.20420
2011,30-45 y.,West,Comp. time,0.46909,1832,3833,0.45329,0.48490
2011,30-45 y.,West,Some of both,0.20607,767,3833,0.19326,0.21887
2011,30-45 y.,West,Paid,0.11936,500,3833,0.10910,0.12963
2011,30-45 y.,West,Not compensated,0.20548,734,3833,0.19268,0.21827
2011,30-45 y.,East,Comp. time,0.51442,560,1059,0.48430,0.54454
2011,30-45 y.,East,Some of both,0.21936,209,1059,0.19442,0.24429
2011,30-45 y.,East,Paid,0.09433,116,1059,0.07672,0.11195
2011,30-45 y.,East,Not compensated,0.17189,174,1059,0.14915,0.19462
2011,46-65 y.,West,Comp. time,0.48673,1470,3012,0.46887,0.50458
2011,46-65 y.,West,Some of both,0.18799,533,3012,0.17403,0.20194
2011,46-65 y.,West,Paid,0.12837,333,3012,0.11642,0.14031
2011,46-65 y.,West,Not compensated,0.19692,676,3012,0.18272,0.21113
2011,46-65 y.,East,Comp. time,0.58140,494,911,0.54935,0.61346
2011,46-65 y.,East,Some of both,0.16438,147,911,0.14029,0.18846
2011,46-65 y.,East,Paid,0.09325,88,911,0.07436,0.11215
2011,46-65 y.,East,Not compensated,0.16097,182,911,0.13709,0.18485
2012,17-29 y.,West,Comp. time,0.52267,515,1034,0.49221,0.55313
2012,17-29 y.,West,Some of both,0.22394,214,1034,0.19852,0.24936
2012,17-29 y.,West,Paid,0.12761,170,1034,0.10726,0.14795
2012,17-29 y.,West,Not compensated,0.12578,135,1034,0.10555,0.14600
2012,17-29 y.,East,Comp. time,0.61721,152,231,0.55440,0.68003
2012,17-29 y.,East,Some of both,0.18923,79,231,0.13861,0.23985
2012,30-45 y.,West,Comp. time,0.49383,1862,3721,0.47776,0.50990
2012,30-45 y.,West,Some of both,0.20682,740,3721,0.19380,0.21983
2012,30-45 y.,West,Paid,0.11370,477,3721,0.10350,0.12390
2012,30-45 y.,West,Not compensated,0.18566,642,3721,0.17316,0.19815
2012,30-45 y.,East,Comp. time,0.50203,554,1025,0.47141,0.53266
2012,30-45 y.,East,Some of both,0.25168,223,1025,0.22510,0.27826
2012,30-45 y.,East,Paid,0.07683,100,1025,0.06052,0.09314
2012,30-45 y.,East,Not compensated,0.16946,148,1025,0.14648,0.19244
2012,46-65 y.,West,Comp. time,0.50330,1681,3313,0.48627,0.52033
2012,46-65 y.,West,Some of both,0.19949,607,3313,0.18588,0.21310
2012,46-65 y.,West,Paid,0.11865,332,3313,0.10763,0.12966
2012,46-65 y.,West,Not compensated,0.17856,693,3313,0.16552,0.19160
2012,46-65 y.,East,Comp. time,0.58676,525,950,0.55543,0.61809
2012,46-65 y.,East,Some of both,0.19238,190,950,0.16730,0.21746
2012,46-65 y.,East,Paid,0.09552,88,950,0.07681,0.11422
2012,46-65 y.,East,Not compensated,0.12535,147,950,0.10428,0.14641
2013,17-29 y.,West,Comp. time,0.53379,651,1308,0.50674,0.56083
2013,17-29 y.,West,Some of both,0.20822,287,1308,0.18621,0.23023
2013,17-29 y.,West,Paid,0.14112,199,1308,0.12225,0.15999
2013,17-29 y.,West,Not compensated,0.11687,171,1308,0.09945,0.13429
2013,17-29 y.,East,Comp. time,0.52736,144,242,0.46433,0.59040
2013,17-29 y.,East,Some of both,0.20480,56,242,0.15385,0.25575
2013,17-29 y.,East,Paid,0.15268,42,242,0.10727,0.19809
2013,30-45 y.,West,Comp. time,0.47971,2008,4084,0.46439,0.49504
2013,30-45 y.,West,Some of both,0.21118,841,4084,0.19866,0.22370
2013,30-45 y.,West,Paid,0.11268,571,4084,0.10298,0.12238
2013,30-45 y.,West,Not compensated,0.19643,664,4084,0.18424,0.20861
2013,30-45 y.,East,Comp. time,0.51160,531,979,0.48027,0.54293
2013,30-45 y.,East,Some of both,0.25371,199,979,0.22644,0.28098
2013,30-45 y.,East,Paid,0.09244,107,979,0.07429,0.11059
2013,30-45 y.,East,Not compensated,0.14225,142,979,0.12035,0.16414
2013,46-65 y.,West,Comp. time,0.50882,1750,3440,0.49211,0.52553
2013,46-65 y.,West,Some of both,0.20364,658,3440,0.19018,0.21710
2013,46-65 y.,West,Paid,0.11030,385,3440,0.09983,0.12078
2013,46-65 y.,West,Not compensated,0.17724,647,3440,0.16448,0.19000
2013,46-65 y.,East,Comp. time,0.58196,502,915,0.54998,0.61394
2013,46-65 y.,East,Some of both,0.18127,162,915,0.15630,0.20625
2013,46-65 y.,East,Paid,0.09292,89,915,0.07410,0.11174
2013,46-65 y.,East,Not compensated,0.14384,162,915,0.12109,0.16659
2014,17-29 y.,West,Comp. time,0.52221,608,1193,0.49385,0.55056
2014,17-29 y.,West,Some of both,0.22870,246,1193,0.20486,0.25254
2014,17-29 y.,West,Paid,0.13210,180,1193,0.11287,0.15132
2014,17-29 y.,West,Not compensated,0.11700,159,1193,0.09875,0.13525
2014,17-29 y.,East,Comp. time,0.53799,116,211,0.47056,0.60542
2014,17-29 y.,East,Some of both,0.21062,62,211,0.15547,0.26577
2014,17-29 y.,East,Paid,0.13277,33,211,0.08687,0.17866
2014,30-45 y.,West,Comp. time,0.49568,1696,3488,0.47909,0.51228
2014,30-45 y.,West,Some of both,0.22181,794,3488,0.20802,0.23560
2014,30-45 y.,West,Paid,0.10193,434,3488,0.09189,0.11197
2014,30-45 y.,West,Not compensated,0.18058,564,3488,0.16781,0.19335
2014,30-45 y.,East,Comp. time,0.50903,451,875,0.47588,0.54217
2014,30-45 y.,East,Some of both,0.23640,205,875,0.20823,0.26457
2014,30-45 y.,East,Paid,0.10394,89,875,0.08370,0.12417
2014,30-45 y.,East,Not compensated,0.15063,130,875,0.12692,0.17435
2014,46-65 y.,West,Comp. time,0.50297,1712,3334,0.48599,0.51994
2014,46-65 y.,West,Some of both,0.21128,665,3334,0.19742,0.22514
2014,46-65 y.,West,Paid,0.11837,377,3334,0.10740,0.12934
2014,46-65 y.,West,Not compensated,0.16738,580,3334,0.15470,0.18005
2014,46-65 y.,East,Comp. time,0.56769,490,887,0.53507,0.60031
2014,46-65 y.,East,Some of both,0.21830,185,887,0.19110,0.24550
2014,46-65 y.,East,Paid,0.07502,70,887,0.05767,0.09236
2014,46-65 y.,East,Not compensated,0.13899,142,887,0.11621,0.16177
2018,17-29 y.,West,Comp. time,0.55536,644,1233,0.52762,0.58311
2018,17-29 y.,West,Some of both,0.24094,289,1233,0.21706,0.26482
2018,17-29 y.,West,Paid,0.10977,172,1233,0.09231,0.12723
2018,17-29 y.,West,Not compensated,0.09392,128,1233,0.07763,0.11021
2018,17-29 y.,East,Comp. time,0.51761,125,201,0.44835,0.58686
2018,17-29 y.,East,Some of both,0.26205,76,201,0.20110,0.32300
2018,30-45 y.,West,Comp. time,0.51889,1455,2847,0.50053,0.53725
2018,30-45 y.,West,Some of both,0.24119,650,2847,0.22547,0.25691
2018,30-45 y.,West,Paid,0.11271,368,2847,0.10109,0.12433
2018,30-45 y.,West,Not compensated,0.12721,374,2847,0.11497,0.13945
2018,30-45 y.,East,Comp. time,0.58823,433,763,0.55329,0.62317
2018,30-45 y.,East,Some of both,0.20384,168,763,0.17524,0.23244
2018,30-45 y.,East,Paid,0.08366,74,763,0.06400,0.10331
2018,30-45 y.,East,Not compensated,0.12427,88,763,0.10085,0.14770
2018,46-65 y.,West,Comp. time,0.53118,2025,3721,0.51514,0.54722
2018,46-65 y.,West,Some of both,0.20818,730,3721,0.19514,0.22123
2018,46-65 y.,West,Paid,0.10611,421,3721,0.09622,0.11601
2018,46-65 y.,West,Not compensated,0.15452,545,3721,0.14291,0.16614
2018,46-65 y.,East,Comp. time,0.57720,557,986,0.54634,0.60805
2018,46-65 y.,East,Some of both,0.19312,210,986,0.16847,0.21777
2018,46-65 y.,East,Paid,0.11013,106,986,0.09058,0.12968
2018,46-65 y.,East,Not compensated,0.11956,113,986,0.09929,0.13982
2020,17-29 y.,West,Comp. time,0.57136,746,1417,0.54558,0.59713
2020,17-29 y.,West,Some of both,0.23797,322,1417,0.21579,0.26015
2020,17-29 y.,West,Paid,0.10812,206,1417,0.09195,0.12429
2020,17-29 y.,West,Not compensated,0.08256,143,1417,0.06822,0.09689
2020,17-29 y.,East,Comp. time,0.59148,97,188,0.52102,0.66193
2020,17-29 y.,East,Some of both,0.21879,59,188,0.15953,0.27804
2020,17-29 y.,East,Paid,0.13838,32,188,0.08888,0.18787
2020,30-45 y.,West,Comp. time,0.55742,1417,2783,0.53896,0.57587
2020,30-45 y.,West,Some of both,0.25874,679,2783,0.24247,0.27502
2020,30-45 y.,West,Paid,0.08164,334,2783,0.07147,0.09182
2020,30-45 y.,West,Not compensated,0.10220,353,2783,0.09094,0.11345
2020,30-45 y.,East,Comp. time,0.58304,418,764,0.54805,0.61803
2020,30-45 y.,East,Some of both,0.23848,190,764,0.20824,0.26872
2020,30-45 y.,East,Paid,0.07084,69,764,0.05263,0.08904
2020,30-45 y.,East,Not compensated,0.10764,87,764,0.08565,0.12963
2020,46-65 y.,West,Comp. time,0.54417,2017,3690,0.52810,0.56025
2020,46-65 y.,West,Some of both,0.21274,743,3690,0.19953,0.22594
2020,46-65 y.,West,Paid,0.10453,347,3690,0.09466,0.11440
2020,46-65 y.,West,Not compensated,0.13856,583,3690,0.12741,0.14971
2020,46-65 y.,East,Comp. time,0.57347,562,992,0.54268,0.60427
2020,46-65 y.,East,Some of both,0.21762,212,992,0.19193,0.24331
2020,46-65 y.,East,Paid,0.10373,96,992,0.08475,0.12271
2020,46-65 y.,East,Not compensated,0.10518,122,992,0.08608,0.12428
2022,17-29 y.,West,Comp. time,0.57274,1117,2067,0.55141,0.59407
2022,17-29 y.,West,Some of both,0.21102,406,2067,0.19343,0.22862
2022,17-29 y.,West,Paid,0.12256,298,2067,0.10842,0.13671
2022,17-29 y.,West,Not compensated,0.09367,246,2067,0.08111,0.10624
2022,17-29 y.,East,Comp. time,0.48878,198,389,0.43904,0.53851
2022,17-29 y.,East,Some of both,0.24188,78,389,0.19927,0.28449
2022,17-29 y.,East,Paid,0.18821,66,389,0.14932,0.22711
2022,17-29 y.,East,Not compensated,0.08113,47,389,0.05396,0.10830
2022,30-45 y.,West,Comp. time,0.55489,2107,3871,0.53923,0.57055
2022,30-45 y.,West,Some of both,0.21163,779,3871,0.19876,0.22450
2022,30-45 y.,West,Paid,0.09985,388,3871,0.09040,0.10929
2022,30-45 y.,West,Not compensated,0.13363,597,3871,0.12291,0.14435
2022,30-45 y.,East,Comp. time,0.59231,629,1095,0.56319,0.62143
2022,30-45 y.,East,Some of both,0.21476,240,1095,0.19043,0.23910
2022,30-45 y.,East,Paid,0.07502,102,1095,0.05941,0.09063
2022,30-45 y.,East,Not compensated,0.11791,124,1095,0.09880,0.13702
2022,46-65 y.,West,Comp. time,0.56160,2022,3634,0.54546,0.57773
2022,46-65 y.,West,Some of both,0.18589,659,3634,0.17324,0.19854
2022,46-65 y.,West,Paid,0.11880,360,3634,0.10828,0.12932
2022,46-65 y.,West,Not compensated,0.13371,593,3634,0.12265,0.14478
2022,46-65 y.,East,Comp. time,0.54922,550,909,0.51686,0.58159
2022,46-65 y.,East,Some of both,0.24858,191,909,0.22047,0.27669
2022,46-65 y.,East,Paid,0.09566,68,909,0.07653,0.11479
2022,46-65 y.,East,Not compensated,0.10653,100,909,0.08646,0.12660
2022,66 and older,West,Comp. time,0.38155,34,34,0.21581,0.54729
