year,bula_h,regtyp,plb0195_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,Hamburg,Urban regions,Comp. time,0.14406,40,40,0.03385,0.25428
2005,Lower Saxony,Urban regions,Comp. time,0.13480,139,240,0.09150,0.17810
2005,Lower Saxony,Urban regions,Some of both,0.06199,58,240,0.03141,0.09256
2005,Lower Saxony,Urban regions,Not compensated,0.03070,43,240,0.00883,0.05257
2005,Lower Saxony,Rural regions,Comp. time,0.12313,138,293,0.08544,0.16082
2005,Lower Saxony,Rural regions,Some of both,0.05803,73,293,0.03121,0.08484
2005,Lower Saxony,Rural regions,Paid,0.03304,37,293,0.01254,0.05355
2005,Lower Saxony,Rural regions,Not compensated,0.03151,45,293,0.01147,0.05154
2005,North Rhine-Westphalia,Urban regions,Comp. time,0.10707,596,1306,0.09029,0.12384
2005,North Rhine-Westphalia,Urban regions,Some of both,0.05452,254,1306,0.04220,0.06684
2005,North Rhine-Westphalia,Urban regions,Paid,0.03392,169,1306,0.02410,0.04374
2005,North Rhine-Westphalia,Urban regions,Not compensated,0.04897,287,1306,0.03727,0.06068
2005,Hesse,Urban regions,Comp. time,0.14885,220,404,0.11409,0.18360
2005,Hesse,Urban regions,Some of both,0.05505,73,404,0.03278,0.07732
2005,Hesse,Urban regions,Not compensated,0.06743,111,404,0.04295,0.09191
2005,Hesse,Rural regions,Comp. time,0.11632,40,40,0.01570,0.21695
2005,"Rhineland-Palatinate, Saarland",Urban regions,Comp. time,0.09777,122,266,0.06201,0.13353
2005,"Rhineland-Palatinate, Saarland",Urban regions,Some of both,0.04560,58,266,0.02049,0.07072
2005,"Rhineland-Palatinate, Saarland",Urban regions,Paid,0.03966,37,266,0.01616,0.06316
2005,"Rhineland-Palatinate, Saarland",Urban regions,Not compensated,0.03385,49,266,0.01208,0.05563
2005,"Rhineland-Palatinate, Saarland",Rural regions,Comp. time,0.10959,44,44,0.01622,0.20296
2005,Baden-Wuerttemberg,Urban regions,Comp. time,0.13916,369,790,0.11501,0.16331
2005,Baden-Wuerttemberg,Urban regions,Some of both,0.06196,154,790,0.04514,0.07878
2005,Baden-Wuerttemberg,Urban regions,Paid,0.02786,83,790,0.01638,0.03934
2005,Baden-Wuerttemberg,Urban regions,Not compensated,0.05743,184,790,0.04119,0.07366
2005,Baden-Wuerttemberg,Rural regions,Comp. time,0.14951,32,32,0.02398,0.27503
2005,Bavaria,Urban regions,Comp. time,0.15879,269,512,0.12710,0.19048
2005,Bavaria,Urban regions,Some of both,0.05111,99,512,0.03202,0.07020
2005,Bavaria,Urban regions,Paid,0.02763,38,512,0.01342,0.04184
2005,Bavaria,Urban regions,Not compensated,0.04165,106,512,0.02432,0.05897
2005,Bavaria,Rural regions,Comp. time,0.17155,300,521,0.13915,0.20395
2005,Bavaria,Rural regions,Some of both,0.05101,91,521,0.03210,0.06992
2005,Bavaria,Rural regions,Paid,0.01961,40,521,0.00769,0.03153
2005,Bavaria,Rural regions,Not compensated,0.04870,90,521,0.03020,0.06720
2005,Berlin,Urban regions,Comp. time,0.13016,134,220,0.08560,0.17472
2005,Berlin,Urban regions,Some of both,0.03314,32,220,0.00943,0.05684
2005,Berlin,Urban regions,Not compensated,0.05141,54,220,0.02216,0.08066
2005,Brandenburg,Rural regions,Comp. time,0.12717,124,212,0.08221,0.17212
2005,Brandenburg,Rural regions,Some of both,0.05550,54,212,0.02460,0.08639
2005,Brandenburg,Rural regions,Not compensated,0.02325,34,212,0.00292,0.04359
2005,Mecklenburg-Western Pomerania,Rural regions,Comp. time,0.13954,68,68,0.05657,0.22251
2005,Saxony,Urban regions,Comp. time,0.13049,132,238,0.08760,0.17337
2005,Saxony,Urban regions,Some of both,0.05886,59,238,0.02889,0.08882
2005,Saxony,Urban regions,Not compensated,0.03789,47,238,0.01358,0.06219
2005,Saxony,Rural regions,Comp. time,0.16832,152,259,0.12267,0.21398
2005,Saxony,Rural regions,Some of both,0.06593,68,259,0.03565,0.09621
2005,Saxony,Rural regions,Not compensated,0.02763,39,259,0.00763,0.04763
2005,Saxony-Anhalt,Rural regions,Comp. time,0.13235,125,214,0.08684,0.17786
2005,Saxony-Anhalt,Rural regions,Some of both,0.04963,45,214,0.02046,0.07880
2005,Saxony-Anhalt,Rural regions,Not compensated,0.03948,44,214,0.01333,0.06563
2005,Thuringa,Urban regions,Comp. time,0.13856,48,48,0.03979,0.23733
2005,Thuringa,Rural regions,Comp. time,0.11959,96,174,0.07124,0.16795
2005,Thuringa,Rural regions,Some of both,0.04941,45,174,0.01711,0.08170
2005,Thuringa,Rural regions,Not compensated,0.04009,33,174,0.01086,0.06933
2006,Schleswig-Holstein,Urban regions,Comp. time,0.14744,51,51,0.04917,0.24572
2006,Schleswig-Holstein,Rural regions,Comp. time,0.14079,63,63,0.05421,0.22736
2006,Hamburg,Urban regions,Comp. time,0.15314,43,43,0.04423,0.26206
2006,Lower Saxony,Urban regions,Comp. time,0.12889,150,256,0.08777,0.17002
2006,Lower Saxony,Urban regions,Some of both,0.05252,54,256,0.02514,0.07990
2006,Lower Saxony,Urban regions,Not compensated,0.05029,52,256,0.02346,0.07711
2006,Lower Saxony,Rural regions,Comp. time,0.13227,166,324,0.09532,0.16921
2006,Lower Saxony,Rural regions,Some of both,0.05361,65,324,0.02904,0.07817
2006,Lower Saxony,Rural regions,Paid,0.03597,45,324,0.01566,0.05628
2006,Lower Saxony,Rural regions,Not compensated,0.02668,48,324,0.00911,0.04426
2006,North Rhine-Westphalia,Urban regions,Comp. time,0.12288,679,1437,0.10590,0.13986
2006,North Rhine-Westphalia,Urban regions,Some of both,0.05389,267,1437,0.04221,0.06557
2006,North Rhine-Westphalia,Urban regions,Paid,0.04104,182,1437,0.03078,0.05130
2006,North Rhine-Westphalia,Urban regions,Not compensated,0.04888,309,1437,0.03773,0.06003
2006,Hesse,Urban regions,Comp. time,0.13735,227,488,0.10678,0.16792
2006,Hesse,Urban regions,Some of both,0.05216,75,488,0.03241,0.07191
2006,Hesse,Urban regions,Paid,0.03503,48,488,0.01870,0.05136
2006,Hesse,Urban regions,Not compensated,0.07948,138,488,0.05545,0.10350
2006,Hesse,Rural regions,Comp. time,0.14969,47,47,0.04659,0.25280
2006,"Rhineland-Palatinate, Saarland",Urban regions,Comp. time,0.10373,137,305,0.06946,0.13801
2006,"Rhineland-Palatinate, Saarland",Urban regions,Some of both,0.04739,58,305,0.02350,0.07127
2006,"Rhineland-Palatinate, Saarland",Urban regions,Paid,0.05252,50,305,0.02745,0.07760
2006,"Rhineland-Palatinate, Saarland",Urban regions,Not compensated,0.04541,60,305,0.02201,0.06882
2006,"Rhineland-Palatinate, Saarland",Rural regions,Comp. time,0.13649,50,50,0.04036,0.23261
2006,Baden-Wuerttemberg,Urban regions,Comp. time,0.13856,393,870,0.11559,0.16153
2006,Baden-Wuerttemberg,Urban regions,Some of both,0.05545,176,870,0.04023,0.07067
2006,Baden-Wuerttemberg,Urban regions,Paid,0.03126,84,870,0.01969,0.04283
2006,Baden-Wuerttemberg,Urban regions,Not compensated,0.06716,217,870,0.05052,0.08380
2006,Baden-Wuerttemberg,Rural regions,Comp. time,0.18885,42,42,0.06905,0.30866
2006,Bavaria,Urban regions,Comp. time,0.17305,303,557,0.14161,0.20450
2006,Bavaria,Urban regions,Some of both,0.03822,86,557,0.02228,0.05416
2006,Bavaria,Urban regions,Paid,0.02332,48,557,0.01077,0.03586
2006,Bavaria,Urban regions,Not compensated,0.05426,120,557,0.03543,0.07309
2006,Bavaria,Rural regions,Comp. time,0.15925,327,580,0.12945,0.18906
2006,Bavaria,Rural regions,Some of both,0.04585,100,580,0.02881,0.06288
2006,Bavaria,Rural regions,Paid,0.02286,41,580,0.01069,0.03503
2006,Bavaria,Rural regions,Not compensated,0.05446,112,580,0.03598,0.07295
2006,Berlin,Urban regions,Comp. time,0.12598,128,245,0.08435,0.16762
2006,Berlin,Urban regions,Some of both,0.05491,46,245,0.02633,0.08350
2006,Berlin,Urban regions,Not compensated,0.05976,71,245,0.03002,0.08950
2006,Brandenburg,Rural regions,Comp. time,0.13610,144,244,0.09299,0.17922
2006,Brandenburg,Rural regions,Some of both,0.05612,59,244,0.02718,0.08506
2006,Brandenburg,Rural regions,Not compensated,0.02765,41,244,0.00703,0.04827
2006,Mecklenburg-Western Pomerania,Rural regions,Comp. time,0.14132,83,83,0.06592,0.21672
2006,Saxony,Urban regions,Comp. time,0.13668,158,266,0.09532,0.17804
2006,Saxony,Urban regions,Some of both,0.04830,48,266,0.02248,0.07411
2006,Saxony,Urban regions,Not compensated,0.04936,60,266,0.02328,0.07544
2006,Saxony,Rural regions,Comp. time,0.15995,149,263,0.11556,0.20433
2006,Saxony,Rural regions,Some of both,0.07158,69,263,0.04036,0.10279
2006,Saxony,Rural regions,Not compensated,0.03175,45,263,0.01052,0.05298
2006,Saxony-Anhalt,Rural regions,Comp. time,0.11975,130,227,0.07742,0.16207
2006,Saxony-Anhalt,Rural regions,Some of both,0.05246,39,227,0.02339,0.08153
2006,Saxony-Anhalt,Rural regions,Not compensated,0.06349,58,227,0.03170,0.09528
2006,Thuringa,Urban regions,Comp. time,0.13513,49,49,0.03841,0.23184
2006,Thuringa,Rural regions,Comp. time,0.13168,114,211,0.08594,0.17741
2006,Thuringa,Rural regions,Some of both,0.06800,58,211,0.03395,0.10205
2006,Thuringa,Rural regions,Not compensated,0.04017,39,211,0.01361,0.06673
2007,Schleswig-Holstein,Urban regions,Comp. time,0.11675,37,37,0.01185,0.22164
2007,Schleswig-Holstein,Rural regions,Comp. time,0.12513,56,56,0.03769,0.21258
2007,Hamburg,Urban regions,Comp. time,0.15373,46,77,0.07264,0.23482
2007,Hamburg,Urban regions,Not compensated,0.06647,31,77,0.01046,0.12247
2007,Lower Saxony,Urban regions,Comp. time,0.13039,125,245,0.08814,0.17264
2007,Lower Saxony,Urban regions,Some of both,0.06395,63,245,0.03325,0.09465
2007,Lower Saxony,Urban regions,Not compensated,0.05598,57,245,0.02714,0.08483
2007,Lower Saxony,Rural regions,Comp. time,0.14850,170,325,0.10978,0.18722
2007,Lower Saxony,Rural regions,Some of both,0.05063,62,325,0.02675,0.07450
2007,Lower Saxony,Rural regions,Paid,0.03201,34,325,0.01284,0.05117
2007,Lower Saxony,Rural regions,Not compensated,0.03609,59,325,0.01578,0.05640
2007,North Rhine-Westphalia,Urban regions,Comp. time,0.11655,613,1307,0.09914,0.13395
2007,North Rhine-Westphalia,Urban regions,Some of both,0.05832,263,1307,0.04561,0.07103
2007,North Rhine-Westphalia,Urban regions,Paid,0.03422,161,1307,0.02436,0.04408
2007,North Rhine-Westphalia,Urban regions,Not compensated,0.05174,270,1307,0.03973,0.06376
2007,Hesse,Urban regions,Comp. time,0.13445,196,386,0.10038,0.16853
2007,Hesse,Urban regions,Some of both,0.04826,76,386,0.02685,0.06967
2007,Hesse,Urban regions,Not compensated,0.07199,114,386,0.04617,0.09780
2007,Hesse,Rural regions,Comp. time,0.14245,37,37,0.02827,0.25662
2007,"Rhineland-Palatinate, Saarland",Urban regions,Comp. time,0.11285,127,272,0.07518,0.15052
2007,"Rhineland-Palatinate, Saarland",Urban regions,Some of both,0.04800,49,272,0.02255,0.07346
2007,"Rhineland-Palatinate, Saarland",Urban regions,Paid,0.04584,38,272,0.02094,0.07074
2007,"Rhineland-Palatinate, Saarland",Urban regions,Not compensated,0.04246,58,272,0.01845,0.06646
2007,"Rhineland-Palatinate, Saarland",Rural regions,Comp. time,0.13405,47,47,0.03559,0.23251
2007,Baden-Wuerttemberg,Urban regions,Comp. time,0.14140,359,792,0.11712,0.16568
2007,Baden-Wuerttemberg,Urban regions,Some of both,0.05253,151,792,0.03698,0.06808
2007,Baden-Wuerttemberg,Urban regions,Paid,0.03098,72,792,0.01890,0.04305
2007,Baden-Wuerttemberg,Urban regions,Not compensated,0.06540,210,792,0.04817,0.08263
2007,Baden-Wuerttemberg,Rural regions,Comp. time,0.13819,36,36,0.02386,0.25252
2007,Bavaria,Urban regions,Comp. time,0.16284,268,518,0.13102,0.19467
2007,Bavaria,Urban regions,Some of both,0.05166,93,518,0.03258,0.07074
2007,Bavaria,Urban regions,Paid,0.02798,41,518,0.01377,0.04220
2007,Bavaria,Urban regions,Not compensated,0.05115,116,518,0.03216,0.07014
2007,Bavaria,Rural regions,Comp. time,0.16068,301,534,0.12951,0.19186
2007,Bavaria,Rural regions,Some of both,0.05663,101,534,0.03700,0.07625
2007,Bavaria,Rural regions,Paid,0.01614,33,534,0.00544,0.02684
2007,Bavaria,Rural regions,Not compensated,0.05476,99,534,0.03545,0.07408
2007,Berlin,Urban regions,Comp. time,0.14079,127,234,0.09613,0.18545
2007,Berlin,Urban regions,Some of both,0.05252,44,234,0.02388,0.08117
2007,Berlin,Urban regions,Not compensated,0.05305,63,234,0.02427,0.08183
2007,Brandenburg,Rural regions,Comp. time,0.14316,137,238,0.09857,0.18775
2007,Brandenburg,Rural regions,Some of both,0.05969,58,238,0.02952,0.08985
2007,Brandenburg,Rural regions,Not compensated,0.02644,43,238,0.00602,0.04687
2007,Mecklenburg-Western Pomerania,Rural regions,Comp. time,0.17148,88,121,0.10404,0.23892
2007,Mecklenburg-Western Pomerania,Rural regions,Some of both,0.07457,33,121,0.02757,0.12157
2007,Saxony,Urban regions,Comp. time,0.11817,139,244,0.07758,0.15876
2007,Saxony,Urban regions,Some of both,0.05618,51,244,0.02723,0.08513
2007,Saxony,Urban regions,Not compensated,0.05349,54,244,0.02520,0.08178
2007,Saxony,Rural regions,Comp. time,0.15172,147,271,0.10893,0.19451
2007,Saxony,Rural regions,Some of both,0.09918,71,271,0.06352,0.13483
2007,Saxony,Rural regions,Not compensated,0.05111,53,271,0.02484,0.07738
2007,Saxony-Anhalt,Urban regions,Comp. time,0.14249,31,31,0.01741,0.26758
2007,Saxony-Anhalt,Rural regions,Comp. time,0.13833,129,237,0.09429,0.18238
2007,Saxony-Anhalt,Rural regions,Some of both,0.06507,52,237,0.03360,0.09654
2007,Saxony-Anhalt,Rural regions,Not compensated,0.05155,56,237,0.02334,0.07976
2007,Thuringa,Urban regions,Comp. time,0.15661,47,47,0.05158,0.26164
2007,Thuringa,Rural regions,Comp. time,0.15815,117,232,0.11109,0.20520
2007,Thuringa,Rural regions,Some of both,0.06232,47,232,0.03115,0.09350
2007,Thuringa,Rural regions,Paid,0.04181,33,232,0.01600,0.06762
2007,Thuringa,Rural regions,Not compensated,0.04376,35,232,0.01738,0.07013
2008,Schleswig-Holstein,Urban regions,Comp. time,0.12683,32,32,0.00968,0.24398
2008,Schleswig-Holstein,Rural regions,Comp. time,0.12989,50,50,0.03576,0.22402
2008,Hamburg,Urban regions,Comp. time,0.12631,38,38,0.01927,0.23335
2008,Lower Saxony,Urban regions,Comp. time,0.14170,129,252,0.09856,0.18485
2008,Lower Saxony,Urban regions,Some of both,0.06231,62,252,0.03241,0.09221
2008,Lower Saxony,Urban regions,Not compensated,0.06209,61,252,0.03223,0.09194
2008,Lower Saxony,Rural regions,Comp. time,0.13739,145,305,0.09869,0.17609
2008,Lower Saxony,Rural regions,Some of both,0.04837,60,305,0.02425,0.07249
2008,Lower Saxony,Rural regions,Paid,0.03697,41,305,0.01576,0.05818
2008,Lower Saxony,Rural regions,Not compensated,0.04450,59,305,0.02132,0.06768
2008,North Rhine-Westphalia,Urban regions,Comp. time,0.12727,573,1267,0.10891,0.14563
2008,North Rhine-Westphalia,Urban regions,Some of both,0.06200,250,1267,0.04871,0.07528
2008,North Rhine-Westphalia,Urban regions,Paid,0.04063,169,1267,0.02975,0.05150
2008,North Rhine-Westphalia,Urban regions,Not compensated,0.05031,275,1267,0.03827,0.06236
2008,Hesse,Urban regions,Comp. time,0.14187,208,434,0.10901,0.17474
2008,Hesse,Urban regions,Some of both,0.05254,78,434,0.03152,0.07355
2008,Hesse,Urban regions,Paid,0.02897,34,434,0.01317,0.04477
2008,Hesse,Urban regions,Not compensated,0.07816,114,434,0.05287,0.10344
2008,Hesse,Rural regions,Comp. time,0.12773,33,33,0.01208,0.24338
2008,"Rhineland-Palatinate, Saarland",Urban regions,Comp. time,0.11784,123,275,0.07967,0.15602
2008,"Rhineland-Palatinate, Saarland",Urban regions,Some of both,0.02814,37,275,0.00856,0.04772
2008,"Rhineland-Palatinate, Saarland",Urban regions,Paid,0.05329,43,275,0.02670,0.07989
2008,"Rhineland-Palatinate, Saarland",Urban regions,Not compensated,0.05821,72,275,0.03049,0.08593
2008,"Rhineland-Palatinate, Saarland",Rural regions,Comp. time,0.14152,52,52,0.04586,0.23718
2008,Baden-Wuerttemberg,Urban regions,Comp. time,0.14401,359,775,0.11928,0.16875
2008,Baden-Wuerttemberg,Urban regions,Some of both,0.06844,157,775,0.05065,0.08623
2008,Baden-Wuerttemberg,Urban regions,Paid,0.02792,74,775,0.01632,0.03953
2008,Baden-Wuerttemberg,Urban regions,Not compensated,0.06563,185,775,0.04819,0.08308
2008,Baden-Wuerttemberg,Rural regions,Comp. time,0.19085,45,45,0.07473,0.30696
2008,Bavaria,Urban regions,Comp. time,0.18850,283,526,0.15505,0.22196
2008,Bavaria,Urban regions,Some of both,0.05541,94,526,0.03584,0.07498
2008,Bavaria,Urban regions,Paid,0.02869,37,526,0.01441,0.04297
2008,Bavaria,Urban regions,Not compensated,0.05262,112,526,0.03352,0.07171
2008,Bavaria,Rural regions,Comp. time,0.16687,290,535,0.13525,0.19850
2008,Bavaria,Rural regions,Some of both,0.05455,97,535,0.03529,0.07381
2008,Bavaria,Rural regions,Paid,0.02117,38,535,0.00896,0.03338
2008,Bavaria,Rural regions,Not compensated,0.06882,110,535,0.04735,0.09030
2008,Berlin,Urban regions,Comp. time,0.14229,106,239,0.09791,0.18668
2008,Berlin,Urban regions,Some of both,0.07292,64,239,0.03989,0.10596
2008,Berlin,Urban regions,Not compensated,0.05391,69,239,0.02522,0.08261
2008,Brandenburg,Rural regions,Comp. time,0.14862,119,208,0.10016,0.19708
2008,Brandenburg,Rural regions,Some of both,0.06132,45,208,0.02864,0.09401
2008,Brandenburg,Rural regions,Not compensated,0.04024,44,208,0.01347,0.06702
2008,Mecklenburg-Western Pomerania,Rural regions,Comp. time,0.14196,68,107,0.07552,0.20840
2008,Mecklenburg-Western Pomerania,Rural regions,Some of both,0.08607,39,107,0.03268,0.13947
2008,Saxony,Urban regions,Comp. time,0.15658,140,257,0.11207,0.20110
2008,Saxony,Urban regions,Some of both,0.06533,59,257,0.03506,0.09560
2008,Saxony,Urban regions,Not compensated,0.05569,58,257,0.02760,0.08379
2008,Saxony,Rural regions,Comp. time,0.17466,154,257,0.12815,0.22117
2008,Saxony,Rural regions,Some of both,0.08287,66,257,0.04910,0.11664
2008,Saxony,Rural regions,Not compensated,0.04333,37,257,0.01839,0.06828
2008,Saxony-Anhalt,Rural regions,Comp. time,0.15801,129,268,0.11426,0.20176
2008,Saxony-Anhalt,Rural regions,Some of both,0.08287,53,268,0.04980,0.11594
2008,Saxony-Anhalt,Rural regions,Paid,0.02928,34,268,0.00906,0.04951
2008,Saxony-Anhalt,Rural regions,Not compensated,0.04881,52,268,0.02296,0.07465
2008,Thuringa,Urban regions,Comp. time,0.13936,46,46,0.03817,0.24054
2008,Thuringa,Rural regions,Comp. time,0.16763,114,191,0.11451,0.22074
2008,Thuringa,Rural regions,Some of both,0.07884,43,191,0.04052,0.11716
2008,Thuringa,Rural regions,Not compensated,0.03292,34,191,0.00755,0.05829
2009,Schleswig-Holstein,Rural regions,Comp. time,0.11533,48,48,0.02401,0.20665
2009,Hamburg,Urban regions,Comp. time,0.15354,33,33,0.02863,0.27845
2009,Lower Saxony,Urban regions,Comp. time,0.13956,125,228,0.09448,0.18464
2009,Lower Saxony,Urban regions,Some of both,0.05671,48,228,0.02662,0.08680
2009,Lower Saxony,Urban regions,Not compensated,0.07130,55,228,0.03783,0.10478
2009,Lower Saxony,Rural regions,Comp. time,0.13380,133,283,0.09407,0.17354
2009,Lower Saxony,Rural regions,Some of both,0.07592,64,283,0.04500,0.10683
2009,Lower Saxony,Rural regions,Paid,0.03459,35,283,0.01326,0.05592
2009,Lower Saxony,Rural regions,Not compensated,0.03559,51,283,0.01396,0.05721
2009,North Rhine-Westphalia,Urban regions,Comp. time,0.11619,480,1084,0.09710,0.13527
2009,North Rhine-Westphalia,Urban regions,Some of both,0.06003,231,1084,0.04588,0.07418
2009,North Rhine-Westphalia,Urban regions,Paid,0.03858,133,1084,0.02711,0.05006
2009,North Rhine-Westphalia,Urban regions,Not compensated,0.04398,240,1084,0.03177,0.05619
2009,Hesse,Urban regions,Comp. time,0.11995,162,350,0.08586,0.15404
2009,Hesse,Urban regions,Some of both,0.05858,74,350,0.03394,0.08322
2009,Hesse,Urban regions,Not compensated,0.08891,114,350,0.05905,0.11877
2009,Hesse,Rural regions,Comp. time,0.13368,33,33,0.01577,0.25160
2009,"Rhineland-Palatinate, Saarland",Urban regions,Comp. time,0.10826,114,173,0.06182,0.15469
2009,"Rhineland-Palatinate, Saarland",Urban regions,Not compensated,0.06139,59,173,0.02552,0.09727
2009,"Rhineland-Palatinate, Saarland",Rural regions,Comp. time,0.17235,49,49,0.06550,0.27920
2009,Baden-Wuerttemberg,Urban regions,Comp. time,0.13465,306,654,0.10846,0.16083
2009,Baden-Wuerttemberg,Urban regions,Some of both,0.06852,131,654,0.04914,0.08789
2009,Baden-Wuerttemberg,Urban regions,Paid,0.03306,64,654,0.01935,0.04677
2009,Baden-Wuerttemberg,Urban regions,Not compensated,0.06208,153,654,0.04357,0.08059
2009,Baden-Wuerttemberg,Rural regions,Comp. time,0.16678,34,34,0.03959,0.29397
2009,Bavaria,Urban regions,Comp. time,0.18360,255,479,0.14889,0.21831
2009,Bavaria,Urban regions,Some of both,0.05417,81,479,0.03388,0.07446
2009,Bavaria,Urban regions,Paid,0.03317,32,479,0.01711,0.04922
2009,Bavaria,Urban regions,Not compensated,0.06083,111,479,0.03940,0.08225
2009,Bavaria,Rural regions,Comp. time,0.17467,269,495,0.14119,0.20815
2009,Bavaria,Rural regions,Some of both,0.05908,93,495,0.03829,0.07987
2009,Bavaria,Rural regions,Paid,0.01972,33,495,0.00746,0.03198
2009,Bavaria,Rural regions,Not compensated,0.06109,100,495,0.03997,0.08221
2009,Berlin,Urban regions,Comp. time,0.14634,103,205,0.09783,0.19484
2009,Berlin,Urban regions,Some of both,0.04651,49,205,0.01761,0.07541
2009,Berlin,Urban regions,Not compensated,0.06098,53,205,0.02814,0.09381
2009,Brandenburg,Rural regions,Comp. time,0.15936,116,193,0.10759,0.21114
2009,Brandenburg,Rural regions,Some of both,0.04888,43,193,0.01838,0.07937
2009,Brandenburg,Rural regions,Not compensated,0.02772,34,193,0.00450,0.05095
2009,Mecklenburg-Western Pomerania,Rural regions,Comp. time,0.16055,73,106,0.09033,0.23077
2009,Mecklenburg-Western Pomerania,Rural regions,Some of both,0.08033,33,106,0.02834,0.13232
2009,Saxony,Urban regions,Comp. time,0.16206,135,238,0.11514,0.20898
2009,Saxony,Urban regions,Some of both,0.06680,59,238,0.03501,0.09858
2009,Saxony,Urban regions,Not compensated,0.04476,44,238,0.01844,0.07109
2009,Saxony,Rural regions,Comp. time,0.13833,130,234,0.09400,0.18267
2009,Saxony,Rural regions,Some of both,0.11269,65,234,0.07208,0.15329
2009,Saxony,Rural regions,Not compensated,0.02655,39,234,0.00591,0.04719
2009,Saxony-Anhalt,Rural regions,Comp. time,0.14794,123,217,0.10059,0.19528
2009,Saxony-Anhalt,Rural regions,Some of both,0.08572,53,217,0.04839,0.12306
2009,Saxony-Anhalt,Rural regions,Not compensated,0.04372,41,217,0.01645,0.07099
2009,Thuringa,Urban regions,Comp. time,0.13611,40,40,0.02849,0.24373
2009,Thuringa,Rural regions,Comp. time,0.17095,102,142,0.10881,0.23309
2009,Thuringa,Rural regions,Some of both,0.07192,40,142,0.02927,0.11456
2010,Schleswig-Holstein,Urban regions,Comp. time,0.14808,48,48,0.04654,0.24962
2010,Schleswig-Holstein,Rural regions,Comp. time,0.14533,84,84,0.06951,0.22116
2010,Hamburg,Urban regions,Comp. time,0.10723,41,85,0.04106,0.17339
2010,Hamburg,Urban regions,Not compensated,0.10878,44,85,0.04219,0.17536
2010,Lower Saxony,Urban regions,Comp. time,0.15603,188,341,0.11746,0.19460
2010,Lower Saxony,Urban regions,Some of both,0.04620,60,341,0.02389,0.06851
2010,Lower Saxony,Urban regions,Paid,0.02994,41,341,0.01183,0.04806
2010,Lower Saxony,Urban regions,Not compensated,0.05294,52,341,0.02914,0.07674
2010,Lower Saxony,Rural regions,Comp. time,0.15957,194,402,0.12373,0.19542
2010,Lower Saxony,Rural regions,Some of both,0.07154,103,402,0.04631,0.09676
2010,Lower Saxony,Rural regions,Paid,0.04220,51,402,0.02252,0.06188
2010,Lower Saxony,Rural regions,Not compensated,0.02891,54,402,0.01251,0.04530
2010,North Rhine-Westphalia,Urban regions,Comp. time,0.12557,698,1525,0.10894,0.14221
2010,North Rhine-Westphalia,Urban regions,Some of both,0.05700,304,1525,0.04536,0.06864
2010,North Rhine-Westphalia,Urban regions,Paid,0.03963,240,1525,0.02984,0.04943
2010,North Rhine-Westphalia,Urban regions,Not compensated,0.04533,283,1525,0.03488,0.05577
2010,Hesse,Urban regions,Comp. time,0.14280,260,534,0.11310,0.17251
2010,Hesse,Urban regions,Some of both,0.04549,90,534,0.02780,0.06318
2010,Hesse,Urban regions,Paid,0.03204,51,534,0.01709,0.04699
2010,Hesse,Urban regions,Not compensated,0.07817,133,534,0.05538,0.10096
2010,Hesse,Rural regions,Comp. time,0.15352,59,59,0.06075,0.24630
2010,"Rhineland-Palatinate, Saarland",Urban regions,Comp. time,0.12889,166,331,0.09273,0.16504
2010,"Rhineland-Palatinate, Saarland",Urban regions,Some of both,0.04219,59,331,0.02050,0.06388
2010,"Rhineland-Palatinate, Saarland",Urban regions,Paid,0.04478,44,331,0.02247,0.06710
2010,"Rhineland-Palatinate, Saarland",Urban regions,Not compensated,0.04612,62,331,0.02349,0.06875
2010,"Rhineland-Palatinate, Saarland",Rural regions,Comp. time,0.19380,72,72,0.10186,0.28575
2010,Baden-Wuerttemberg,Urban regions,Comp. time,0.16393,459,973,0.14065,0.18720
2010,Baden-Wuerttemberg,Urban regions,Some of both,0.05254,181,973,0.03851,0.06657
2010,Baden-Wuerttemberg,Urban regions,Paid,0.02984,97,973,0.01914,0.04054
2010,Baden-Wuerttemberg,Urban regions,Not compensated,0.06846,236,973,0.05259,0.08434
2010,Baden-Wuerttemberg,Rural regions,Comp. time,0.15191,50,50,0.05141,0.25241
2010,Bavaria,Urban regions,Comp. time,0.19030,346,624,0.15948,0.22112
2010,Bavaria,Urban regions,Some of both,0.05590,96,624,0.03786,0.07394
2010,Bavaria,Urban regions,Paid,0.02082,44,624,0.00961,0.03204
2010,Bavaria,Urban regions,Not compensated,0.06382,138,624,0.04463,0.08302
2010,Bavaria,Rural regions,Comp. time,0.16839,450,770,0.14194,0.19484
2010,Bavaria,Rural regions,Some of both,0.05042,121,770,0.03495,0.06588
2010,Bavaria,Rural regions,Paid,0.02827,69,770,0.01656,0.03999
2010,Bavaria,Rural regions,Not compensated,0.06230,130,770,0.04521,0.07938
2010,Berlin,Urban regions,Comp. time,0.14842,150,270,0.10593,0.19090
2010,Berlin,Urban regions,Some of both,0.04303,52,270,0.01878,0.06728
2010,Berlin,Urban regions,Not compensated,0.05877,68,270,0.03066,0.08688
2010,Brandenburg,Rural regions,Comp. time,0.17595,148,237,0.12736,0.22453
2010,Brandenburg,Rural regions,Some of both,0.03892,49,237,0.01424,0.06359
2010,Brandenburg,Rural regions,Not compensated,0.03301,40,237,0.01021,0.05580
