year,bula_h,regtyp,plb0195_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1993,Berlin,Urban regions,Not compensated,0.07545,42,260,0.04328,0.10761
1993,Brandenburg,Rural regions,Comp. time,0.12381,97,227,0.08087,0.16675
1993,Brandenburg,Rural regions,Some of both,0.04905,42,227,0.02089,0.07721
1993,Brandenburg,Rural regions,Paid,0.07224,53,227,0.03849,0.10600
1993,Brandenburg,Rural regions,Not compensated,0.04841,35,227,0.02043,0.07640
1993,Mecklenburg-Western Pomerania,Rural regions,Comp. time,0.10615,56,103,0.04637,0.16593
1993,Mecklenburg-Western Pomerania,Rural regions,Paid,0.09006,47,103,0.03451,0.14562
1993,Saxony,Urban regions,Comp. time,0.12318,100,258,0.08300,0.16336
1993,Saxony,Urban regions,Some of both,0.05746,47,258,0.02901,0.08591
1993,Saxony,Urban regions,Paid,0.06454,56,258,0.03450,0.09459
1993,Saxony,Urban regions,Not compensated,0.07265,55,258,0.04091,0.10438
1993,Saxony,Rural regions,Comp. time,0.11735,93,230,0.07567,0.15904
1993,Saxony,Rural regions,Some of both,0.06282,43,230,0.03139,0.09425
1993,Saxony,Rural regions,Paid,0.07298,56,230,0.03929,0.10667
1993,Saxony,Rural regions,Not compensated,0.04899,38,230,0.02103,0.07694
1993,Saxony-Anhalt,Rural regions,Comp. time,0.11378,93,240,0.07352,0.15403
1993,Saxony-Anhalt,Rural regions,Some of both,0.04645,33,240,0.01977,0.07314
1993,Saxony-Anhalt,Rural regions,Paid,0.08988,73,240,0.05362,0.12614
1993,Saxony-Anhalt,Rural regions,Not compensated,0.04367,41,240,0.01776,0.06958
1993,Thuringa,Rural regions,Comp. time,0.09381,65,193,0.05257,0.13505
1993,Thuringa,Rural regions,Some of both,0.05165,36,193,0.02035,0.08296
1993,Thuringa,Rural regions,Paid,0.08474,60,193,0.04534,0.12413
1993,Thuringa,Rural regions,Not compensated,0.04148,32,193,0.01327,0.06968
1994,Hamburg,Urban regions,Comp. time,0.21815,32,32,0.07277,0.36353
1994,Lower Saxony,Urban regions,Comp. time,0.12358,62,184,0.07589,0.17126
1994,Lower Saxony,Urban regions,Some of both,0.06481,36,184,0.02914,0.10048
1994,Lower Saxony,Urban regions,Paid,0.13016,86,184,0.08140,0.17891
1994,Lower Saxony,Rural regions,Comp. time,0.11902,82,182,0.07184,0.16619
1994,Lower Saxony,Rural regions,Some of both,0.05996,42,182,0.02537,0.09455
1994,Lower Saxony,Rural regions,Paid,0.08876,58,182,0.04733,0.13019
1994,North Rhine-Westphalia,Urban regions,Comp. time,0.10134,277,920,0.08183,0.12085
1994,North Rhine-Westphalia,Urban regions,Some of both,0.03694,114,920,0.02475,0.04914
1994,North Rhine-Westphalia,Urban regions,Paid,0.11304,369,920,0.09257,0.13351
1994,North Rhine-Westphalia,Urban regions,Not compensated,0.06171,160,920,0.04615,0.07727
1994,Hesse,Urban regions,Comp. time,0.13371,115,287,0.09426,0.17315
1994,Hesse,Urban regions,Some of both,0.05559,57,287,0.02904,0.08215
1994,Hesse,Urban regions,Paid,0.06613,71,287,0.03733,0.09493
1994,Hesse,Urban regions,Not compensated,0.05283,44,287,0.02690,0.07875
1994,"Rhineland-Palatinate, Saarland",Urban regions,Comp. time,0.09666,58,168,0.05184,0.14148
1994,"Rhineland-Palatinate, Saarland",Urban regions,Some of both,0.05843,39,168,0.02286,0.09401
1994,"Rhineland-Palatinate, Saarland",Urban regions,Paid,0.09969,71,168,0.05425,0.14513
1994,Baden-Wuerttemberg,Urban regions,Comp. time,0.10976,205,579,0.08428,0.13525
1994,Baden-Wuerttemberg,Urban regions,Some of both,0.06293,113,579,0.04313,0.08273
1994,Baden-Wuerttemberg,Urban regions,Paid,0.09569,203,579,0.07171,0.11968
1994,Baden-Wuerttemberg,Urban regions,Not compensated,0.03804,58,579,0.02245,0.05364
1994,Baden-Wuerttemberg,Rural regions,Paid,0.07590,31,31,-0.01887,0.17067
1994,Bavaria,Urban regions,Comp. time,0.14234,149,352,0.10578,0.17889
1994,Bavaria,Urban regions,Some of both,0.05879,64,352,0.03418,0.08340
1994,Bavaria,Urban regions,Paid,0.07430,92,352,0.04686,0.10174
1994,Bavaria,Urban regions,Not compensated,0.06096,47,352,0.03593,0.08599
1994,Bavaria,Rural regions,Comp. time,0.11376,121,297,0.07759,0.14993
1994,Bavaria,Rural regions,Some of both,0.04141,45,297,0.01871,0.06411
1994,Bavaria,Rural regions,Paid,0.08425,93,297,0.05261,0.11590
1994,Bavaria,Rural regions,Not compensated,0.03813,38,297,0.01631,0.05995
1994,Berlin,Urban regions,Comp. time,0.14047,104,238,0.09623,0.18471
1994,Berlin,Urban regions,Some of both,0.06623,40,238,0.03457,0.09790
1994,Berlin,Urban regions,Paid,0.08115,62,238,0.04638,0.11591
1994,Berlin,Urban regions,Not compensated,0.05013,32,238,0.02235,0.07792
1994,Brandenburg,Rural regions,Comp. time,0.11102,87,223,0.06969,0.15234
1994,Brandenburg,Rural regions,Some of both,0.07588,50,223,0.04104,0.11071
1994,Brandenburg,Rural regions,Paid,0.07775,54,223,0.04252,0.11297
1994,Brandenburg,Rural regions,Not compensated,0.04543,32,223,0.01803,0.07282
1994,Mecklenburg-Western Pomerania,Rural regions,Comp. time,0.11376,62,134,0.05980,0.16773
1994,Mecklenburg-Western Pomerania,Rural regions,Some of both,0.05242,32,134,0.01454,0.09030
1994,Mecklenburg-Western Pomerania,Rural regions,Paid,0.08979,40,134,0.04120,0.13838
1994,Saxony,Urban regions,Comp. time,0.12544,102,255,0.08471,0.16618
1994,Saxony,Urban regions,Some of both,0.05550,46,255,0.02734,0.08365
1994,Saxony,Urban regions,Paid,0.06947,53,255,0.03820,0.10073
1994,Saxony,Urban regions,Not compensated,0.07453,54,255,0.04223,0.10683
1994,Saxony,Rural regions,Comp. time,0.10195,84,223,0.06215,0.14175
1994,Saxony,Rural regions,Some of both,0.06740,50,223,0.03442,0.10038
1994,Saxony,Rural regions,Paid,0.07213,50,223,0.03810,0.10616
1994,Saxony,Rural regions,Not compensated,0.05374,39,223,0.02408,0.08341
1994,Saxony-Anhalt,Rural regions,Comp. time,0.12499,94,239,0.08297,0.16700
1994,Saxony-Anhalt,Rural regions,Some of both,0.04151,31,239,0.01617,0.06685
1994,Saxony-Anhalt,Rural regions,Paid,0.08760,64,239,0.05169,0.12352
1994,Saxony-Anhalt,Rural regions,Not compensated,0.06003,50,239,0.02985,0.09021
1994,Thuringa,Urban regions,Comp. time,0.13669,37,37,0.02447,0.24891
1994,Thuringa,Rural regions,Comp. time,0.10580,73,155,0.05722,0.15438
1994,Thuringa,Rural regions,Paid,0.07237,49,155,0.03144,0.11329
1994,Thuringa,Rural regions,Not compensated,0.04000,33,155,0.00905,0.07095
1995,Hamburg,Urban regions,Comp. time,0.21981,32,32,0.07403,0.36560
1995,Lower Saxony,Urban regions,Comp. time,0.13704,83,192,0.08827,0.18582
1995,Lower Saxony,Urban regions,Some of both,0.05606,33,192,0.02344,0.08868
1995,Lower Saxony,Urban regions,Paid,0.10816,76,192,0.06411,0.15221
1995,Lower Saxony,Rural regions,Comp. time,0.11487,85,225,0.07312,0.15663
1995,Lower Saxony,Rural regions,Some of both,0.04606,35,225,0.01861,0.07351
1995,Lower Saxony,Rural regions,Paid,0.09123,74,225,0.05352,0.12894
1995,Lower Saxony,Rural regions,Not compensated,0.04221,31,225,0.01588,0.06854
1995,North Rhine-Westphalia,Urban regions,Comp. time,0.10519,310,1019,0.08634,0.12403
1995,North Rhine-Westphalia,Urban regions,Some of both,0.04219,145,1019,0.02984,0.05454
1995,North Rhine-Westphalia,Urban regions,Paid,0.11174,401,1019,0.09238,0.13109
1995,North Rhine-Westphalia,Urban regions,Not compensated,0.06127,163,1019,0.04653,0.07600
1995,Hesse,Urban regions,Comp. time,0.12976,125,310,0.09229,0.16723
1995,Hesse,Urban regions,Some of both,0.07129,61,310,0.04260,0.09998
1995,Hesse,Urban regions,Paid,0.06069,79,310,0.03407,0.08732
1995,Hesse,Urban regions,Not compensated,0.04635,45,310,0.02291,0.06979
1995,"Rhineland-Palatinate, Saarland",Urban regions,Comp. time,0.08403,58,184,0.04383,0.12422
1995,"Rhineland-Palatinate, Saarland",Urban regions,Some of both,0.04978,37,184,0.01827,0.08129
1995,"Rhineland-Palatinate, Saarland",Urban regions,Paid,0.10898,89,184,0.06383,0.15413
1995,Baden-Wuerttemberg,Urban regions,Comp. time,0.10733,206,646,0.08344,0.13122
1995,Baden-Wuerttemberg,Urban regions,Some of both,0.06499,133,646,0.04596,0.08401
1995,Baden-Wuerttemberg,Urban regions,Paid,0.09099,226,646,0.06879,0.11318
1995,Baden-Wuerttemberg,Urban regions,Not compensated,0.05776,81,646,0.03975,0.07576
1995,Baden-Wuerttemberg,Rural regions,Paid,0.09727,34,34,-0.00384,0.19837
1995,Bavaria,Urban regions,Comp. time,0.12504,136,356,0.09064,0.15945
1995,Bavaria,Urban regions,Some of both,0.05866,72,356,0.03421,0.08310
1995,Bavaria,Urban regions,Paid,0.06595,88,356,0.04013,0.09177
1995,Bavaria,Urban regions,Not compensated,0.06763,60,356,0.04151,0.09375
1995,Bavaria,Rural regions,Comp. time,0.12972,143,349,0.09442,0.16502
1995,Bavaria,Rural regions,Some of both,0.04783,55,349,0.02540,0.07025
1995,Bavaria,Rural regions,Paid,0.09236,109,349,0.06194,0.12279
1995,Bavaria,Rural regions,Not compensated,0.04047,42,349,0.01976,0.06117
1995,Berlin,Urban regions,Comp. time,0.14633,109,212,0.09864,0.19402
1995,Berlin,Urban regions,Some of both,0.07140,50,212,0.03665,0.10614
1995,Berlin,Urban regions,Paid,0.06727,53,212,0.03347,0.10107
1995,Brandenburg,Rural regions,Comp. time,0.11474,94,237,0.07407,0.15540
1995,Brandenburg,Rural regions,Some of both,0.06768,52,237,0.03563,0.09973
1995,Brandenburg,Rural regions,Paid,0.07678,58,237,0.04281,0.11075
1995,Brandenburg,Rural regions,Not compensated,0.04883,33,237,0.02134,0.07633
1995,Mecklenburg-Western Pomerania,Rural regions,Comp. time,0.13557,70,144,0.07946,0.19167
1995,Mecklenburg-Western Pomerania,Rural regions,Some of both,0.06467,34,144,0.02436,0.10498
1995,Mecklenburg-Western Pomerania,Rural regions,Paid,0.08562,40,144,0.03976,0.13148
1995,Saxony,Urban regions,Comp. time,0.14521,121,264,0.10263,0.18779
1995,Saxony,Urban regions,Some of both,0.04924,40,264,0.02309,0.07539
1995,Saxony,Urban regions,Paid,0.06781,53,264,0.03742,0.09820
1995,Saxony,Urban regions,Not compensated,0.07050,50,264,0.03956,0.10144
1995,Saxony,Rural regions,Comp. time,0.11385,86,230,0.07271,0.15499
1995,Saxony,Rural regions,Some of both,0.06489,53,230,0.03298,0.09679
1995,Saxony,Rural regions,Paid,0.08211,53,230,0.04655,0.11767
1995,Saxony,Rural regions,Not compensated,0.06482,38,230,0.03293,0.09671
1995,Saxony-Anhalt,Rural regions,Comp. time,0.11693,95,243,0.07644,0.15742
1995,Saxony-Anhalt,Rural regions,Some of both,0.06823,53,243,0.03646,0.09999
1995,Saxony-Anhalt,Rural regions,Paid,0.08343,58,243,0.04859,0.11827
1995,Saxony-Anhalt,Rural regions,Not compensated,0.04758,37,243,0.02076,0.07440
1995,Thuringa,Urban regions,Comp. time,0.12475,36,36,0.01528,0.23422
1995,Thuringa,Rural regions,Comp. time,0.11826,85,133,0.06317,0.17334
1995,Thuringa,Rural regions,Paid,0.07011,48,133,0.02655,0.11367
1996,Schleswig-Holstein,Rural regions,Comp. time,0.16786,31,31,0.03412,0.30160
1996,Lower Saxony,Urban regions,Comp. time,0.15077,91,208,0.10202,0.19952
1996,Lower Saxony,Urban regions,Some of both,0.04880,36,208,0.01945,0.07815
1996,Lower Saxony,Urban regions,Paid,0.09764,81,208,0.05721,0.13808
1996,Lower Saxony,Rural regions,Comp. time,0.11008,84,194,0.06592,0.15423
1996,Lower Saxony,Rural regions,Some of both,0.05021,41,194,0.01940,0.08102
1996,Lower Saxony,Rural regions,Paid,0.09108,69,194,0.05049,0.13167
1996,North Rhine-Westphalia,Urban regions,Comp. time,0.11867,351,953,0.09813,0.13922
1996,North Rhine-Westphalia,Urban regions,Some of both,0.04507,146,953,0.03189,0.05824
1996,North Rhine-Westphalia,Urban regions,Paid,0.09051,320,953,0.07228,0.10873
1996,North Rhine-Westphalia,Urban regions,Not compensated,0.05225,136,953,0.03811,0.06639
1996,Hesse,Urban regions,Comp. time,0.15656,135,299,0.11530,0.19782
1996,Hesse,Urban regions,Some of both,0.04078,44,299,0.01832,0.06323
1996,Hesse,Urban regions,Paid,0.06719,75,299,0.03876,0.09561
1996,Hesse,Urban regions,Not compensated,0.05171,45,299,0.02657,0.07686
1996,"Rhineland-Palatinate, Saarland",Urban regions,Comp. time,0.08806,66,183,0.04689,0.12923
1996,"Rhineland-Palatinate, Saarland",Urban regions,Some of both,0.05687,40,183,0.02322,0.09052
1996,"Rhineland-Palatinate, Saarland",Urban regions,Paid,0.09793,77,183,0.05475,0.14112
1996,Baden-Wuerttemberg,Urban regions,Comp. time,0.12870,249,596,0.10179,0.15561
1996,Baden-Wuerttemberg,Urban regions,Some of both,0.05976,103,596,0.04071,0.07881
1996,Baden-Wuerttemberg,Urban regions,Paid,0.07354,178,596,0.05257,0.09452
1996,Baden-Wuerttemberg,Urban regions,Not compensated,0.04357,66,596,0.02717,0.05998
1996,Baden-Wuerttemberg,Rural regions,Paid,0.11953,36,36,0.01205,0.22700
1996,Bavaria,Urban regions,Comp. time,0.14234,157,351,0.10573,0.17894
1996,Bavaria,Urban regions,Some of both,0.06268,64,351,0.03729,0.08808
1996,Bavaria,Urban regions,Paid,0.05945,70,351,0.03468,0.08423
1996,Bavaria,Urban regions,Not compensated,0.06534,60,351,0.03945,0.09123
1996,Bavaria,Rural regions,Comp. time,0.14483,147,337,0.10720,0.18246
1996,Bavaria,Rural regions,Some of both,0.03942,49,337,0.01862,0.06023
1996,Bavaria,Rural regions,Paid,0.07451,102,337,0.04643,0.10258
1996,Bavaria,Rural regions,Not compensated,0.03661,39,337,0.01653,0.05669
1996,Berlin,Urban regions,Comp. time,0.17374,122,233,0.12499,0.22250
1996,Berlin,Urban regions,Some of both,0.05039,37,233,0.02224,0.07853
1996,Berlin,Urban regions,Paid,0.05049,34,233,0.02232,0.07867
1996,Berlin,Urban regions,Not compensated,0.06282,40,233,0.03160,0.09405
1996,Brandenburg,Rural regions,Comp. time,0.11043,96,221,0.06902,0.15185
1996,Brandenburg,Rural regions,Some of both,0.05135,41,221,0.02218,0.08052
1996,Brandenburg,Rural regions,Paid,0.06880,49,221,0.03535,0.10224
1996,Brandenburg,Rural regions,Not compensated,0.05136,35,221,0.02219,0.08052
1996,Mecklenburg-Western Pomerania,Rural regions,Comp. time,0.13935,68,99,0.07078,0.20791
1996,Mecklenburg-Western Pomerania,Rural regions,Paid,0.07363,31,99,0.02192,0.12534
1996,Saxony,Urban regions,Comp. time,0.12865,104,256,0.08756,0.16975
1996,Saxony,Urban regions,Some of both,0.06445,53,256,0.03431,0.09459
1996,Saxony,Urban regions,Paid,0.04775,40,256,0.02158,0.07392
1996,Saxony,Urban regions,Not compensated,0.07825,59,256,0.04529,0.11122
1996,Saxony,Rural regions,Comp. time,0.12143,93,232,0.07931,0.16355
1996,Saxony,Rural regions,Some of both,0.06750,44,232,0.03514,0.09985
1996,Saxony,Rural regions,Paid,0.06826,54,232,0.03574,0.10079
1996,Saxony,Rural regions,Not compensated,0.06007,41,232,0.02943,0.09071
1996,Saxony-Anhalt,Rural regions,Comp. time,0.12385,96,190,0.07689,0.17082
1996,Saxony-Anhalt,Rural regions,Paid,0.08494,57,190,0.04520,0.12469
1996,Saxony-Anhalt,Rural regions,Not compensated,0.04879,37,190,0.01807,0.07950
1996,Thuringa,Urban regions,Comp. time,0.15662,43,43,0.04670,0.26654
1996,Thuringa,Rural regions,Comp. time,0.12141,80,141,0.06731,0.17551
1996,Thuringa,Rural regions,Paid,0.09568,61,141,0.04695,0.14440
1997,Lower Saxony,Urban regions,Comp. time,0.13638,83,164,0.08369,0.18906
1997,Lower Saxony,Urban regions,Some of both,0.05686,35,164,0.02131,0.09241
1997,Lower Saxony,Urban regions,Paid,0.04591,46,164,0.01378,0.07803
1997,Lower Saxony,Rural regions,Comp. time,0.10338,87,209,0.06200,0.14475
1997,Lower Saxony,Rural regions,Some of both,0.06476,50,209,0.03132,0.09821
1997,Lower Saxony,Rural regions,Paid,0.05129,37,209,0.02131,0.08127
1997,Lower Saxony,Rural regions,Not compensated,0.04674,35,209,0.01805,0.07543
1997,North Rhine-Westphalia,Urban regions,Comp. time,0.09517,285,787,0.07466,0.11569
1997,North Rhine-Westphalia,Urban regions,Some of both,0.04984,151,787,0.03462,0.06505
1997,North Rhine-Westphalia,Urban regions,Paid,0.05953,205,787,0.04299,0.07607
1997,North Rhine-Westphalia,Urban regions,Not compensated,0.06194,146,787,0.04508,0.07879
1997,Hesse,Urban regions,Comp. time,0.12548,107,239,0.08339,0.16757
1997,Hesse,Urban regions,Some of both,0.05749,51,239,0.02791,0.08706
1997,Hesse,Urban regions,Paid,0.03471,44,239,0.01146,0.05797
1997,Hesse,Urban regions,Not compensated,0.04645,37,239,0.01971,0.07319
1997,"Rhineland-Palatinate, Saarland",Urban regions,Comp. time,0.09864,67,156,0.05170,0.14559
1997,"Rhineland-Palatinate, Saarland",Urban regions,Some of both,0.03855,34,156,0.00824,0.06886
1997,"Rhineland-Palatinate, Saarland",Urban regions,Paid,0.06696,55,156,0.02761,0.10631
1997,Baden-Wuerttemberg,Urban regions,Comp. time,0.11622,222,516,0.08854,0.14390
1997,Baden-Wuerttemberg,Urban regions,Some of both,0.06261,119,516,0.04169,0.08354
1997,Baden-Wuerttemberg,Urban regions,Paid,0.03799,106,516,0.02148,0.05450
1997,Baden-Wuerttemberg,Urban regions,Not compensated,0.04502,69,516,0.02711,0.06293
1997,Bavaria,Urban regions,Comp. time,0.14906,150,313,0.10954,0.18858
1997,Bavaria,Urban regions,Some of both,0.06701,72,313,0.03926,0.09475
1997,Bavaria,Urban regions,Paid,0.02626,37,313,0.00851,0.04400
1997,Bavaria,Urban regions,Not compensated,0.06271,54,313,0.03581,0.08961
1997,Bavaria,Rural regions,Comp. time,0.13955,159,257,0.09710,0.18200
1997,Bavaria,Rural regions,Some of both,0.04044,56,257,0.01631,0.06457
1997,Bavaria,Rural regions,Paid,0.03389,42,257,0.01172,0.05605
1997,Berlin,Urban regions,Comp. time,0.14038,94,166,0.08737,0.19338
1997,Berlin,Urban regions,Some of both,0.05063,35,166,0.01717,0.08408
1997,Berlin,Urban regions,Not compensated,0.05652,37,166,0.02129,0.09176
1997,Brandenburg,Rural regions,Comp. time,0.12200,99,176,0.07351,0.17049
1997,Brandenburg,Rural regions,Some of both,0.04425,36,176,0.01378,0.07472
1997,Brandenburg,Rural regions,Not compensated,0.05799,41,176,0.02336,0.09262
1997,Mecklenburg-Western Pomerania,Rural regions,Comp. time,0.13000,56,56,0.04112,0.21888
1997,Saxony,Urban regions,Comp. time,0.10990,91,204,0.06687,0.15292
1997,Saxony,Urban regions,Some of both,0.08372,66,204,0.04562,0.12182
1997,Saxony,Urban regions,Not compensated,0.07610,47,204,0.03962,0.11258
1997,Saxony,Rural regions,Comp. time,0.11777,79,172,0.06946,0.16609
1997,Saxony,Rural regions,Some of both,0.07494,55,172,0.03547,0.11440
1997,Saxony,Rural regions,Not compensated,0.05967,38,172,0.02417,0.09518
1997,Saxony-Anhalt,Rural regions,Comp. time,0.13559,100,214,0.08962,0.18157
1997,Saxony-Anhalt,Rural regions,Some of both,0.06822,42,214,0.03436,0.10208
1997,Saxony-Anhalt,Rural regions,Paid,0.04921,38,214,0.02016,0.07825
1997,Saxony-Anhalt,Rural regions,Not compensated,0.04607,34,214,0.01792,0.07423
1997,Thuringa,Urban regions,Comp. time,0.11428,31,31,0.00043,0.22813
1997,Thuringa,Rural regions,Comp. time,0.11342,68,177,0.06657,0.16027
1997,Thuringa,Rural regions,Some of both,0.05229,42,177,0.01940,0.08518
1997,Thuringa,Rural regions,Paid,0.05011,35,177,0.01788,0.08235
1997,Thuringa,Rural regions,Not compensated,0.04017,32,177,0.01116,0.06918
1998,Lower Saxony,Urban regions,Comp. time,0.13388,91,192,0.08559,0.18218
1998,Lower Saxony,Urban regions,Some of both,0.07952,60,192,0.04115,0.11789
1998,Lower Saxony,Urban regions,Paid,0.04842,41,192,0.01798,0.07886
1998,Lower Saxony,Rural regions,Comp. time,0.10496,106,236,0.06577,0.14415
1998,Lower Saxony,Rural regions,Some of both,0.05981,55,236,0.02949,0.09013
1998,Lower Saxony,Rural regions,Paid,0.05123,42,236,0.02304,0.07942
1998,Lower Saxony,Rural regions,Not compensated,0.03746,33,236,0.01318,0.06173
1998,North Rhine-Westphalia,Urban regions,Comp. time,0.09726,336,886,0.07774,0.11679
1998,North Rhine-Westphalia,Urban regions,Some of both,0.04729,165,886,0.03330,0.06127
1998,North Rhine-Westphalia,Urban regions,Paid,0.06070,215,886,0.04497,0.07643
1998,North Rhine-Westphalia,Urban regions,Not compensated,0.05542,170,886,0.04034,0.07049
1998,Hesse,Urban regions,Comp. time,0.11363,112,265,0.07535,0.15192
1998,Hesse,Urban regions,Some of both,0.04715,56,265,0.02158,0.07272
1998,Hesse,Urban regions,Paid,0.03278,46,265,0.01130,0.05426
1998,Hesse,Urban regions,Not compensated,0.06230,51,265,0.03314,0.09145
1998,"Rhineland-Palatinate, Saarland",Urban regions,Comp. time,0.08821,72,152,0.04297,0.13344
1998,"Rhineland-Palatinate, Saarland",Urban regions,Some of both,0.04806,43,152,0.01394,0.08218
1998,"Rhineland-Palatinate, Saarland",Urban regions,Paid,0.04343,37,152,0.01092,0.07594
1998,"Rhineland-Palatinate, Saarland",Rural regions,Comp. time,0.14309,33,33,0.02177,0.26442
1998,Baden-Wuerttemberg,Urban regions,Comp. time,0.12651,236,547,0.09863,0.15439
1998,Baden-Wuerttemberg,Urban regions,Some of both,0.06519,131,547,0.04448,0.08589
1998,Baden-Wuerttemberg,Urban regions,Paid,0.04317,109,547,0.02612,0.06022
1998,Baden-Wuerttemberg,Urban regions,Not compensated,0.03996,71,547,0.02353,0.05638
1998,Bavaria,Urban regions,Comp. time,0.14032,161,324,0.10244,0.17820
1998,Bavaria,Urban regions,Some of both,0.05303,66,324,0.02859,0.07747
1998,Bavaria,Urban regions,Paid,0.03067,39,324,0.01187,0.04947
1998,Bavaria,Urban regions,Not compensated,0.05650,58,324,0.03132,0.08168
1998,Bavaria,Rural regions,Comp. time,0.13274,169,325,0.09579,0.16968
1998,Bavaria,Rural regions,Some of both,0.04972,65,325,0.02605,0.07339
1998,Bavaria,Rural regions,Paid,0.03382,50,325,0.01414,0.05351
1998,Bavaria,Rural regions,Not compensated,0.02881,41,325,0.01060,0.04703
1998,Berlin,Urban regions,Comp. time,0.14074,99,168,0.08799,0.19348
1998,Berlin,Urban regions,Some of both,0.04184,33,168,0.01147,0.07221
1998,Berlin,Urban regions,Not compensated,0.04701,36,168,0.01490,0.07911
1998,Brandenburg,Rural regions,Comp. time,0.13681,106,183,0.08688,0.18674
1998,Brandenburg,Rural regions,Some of both,0.06914,46,183,0.03229,0.10600
1998,Brandenburg,Rural regions,Not compensated,0.04209,31,183,0.01292,0.07126
1998,Mecklenburg-Western Pomerania,Rural regions,Comp. time,0.11901,60,107,0.05737,0.18065
1998,Mecklenburg-Western Pomerania,Rural regions,Some of both,0.09553,47,107,0.03957,0.15148
1998,Saxony,Urban regions,Comp. time,0.16557,132,227,0.11711,0.21403
1998,Saxony,Urban regions,Some of both,0.06093,49,227,0.02974,0.09211
1998,Saxony,Urban regions,Not compensated,0.06279,46,227,0.03116,0.09441
1998,Saxony,Rural regions,Comp. time,0.13680,111,236,0.09286,0.18073
1998,Saxony,Rural regions,Some of both,0.08007,55,236,0.04537,0.11478
1998,Saxony,Rural regions,Paid,0.04289,33,236,0.01699,0.06880
1998,Saxony,Rural regions,Not compensated,0.05056,37,236,0.02255,0.07858
1998,Saxony-Anhalt,Rural regions,Comp. time,0.12123,100,223,0.07829,0.16417
1998,Saxony-Anhalt,Rural regions,Some of both,0.05201,46,223,0.02280,0.08122
1998,Saxony-Anhalt,Rural regions,Paid,0.05479,40,223,0.02485,0.08473
1998,Saxony-Anhalt,Rural regions,Not compensated,0.04623,37,223,0.01861,0.07385
1998,Thuringa,Rural regions,Comp. time,0.09447,68,195,0.05331,0.13562
1998,Thuringa,Rural regions,Some of both,0.06585,48,195,0.03095,0.10075
1998,Thuringa,Rural regions,Paid,0.05874,44,195,0.02565,0.09183
1998,Thuringa,Rural regions,Not compensated,0.03889,35,195,0.01168,0.06609
1999,Hamburg,Urban regions,Comp. time,0.19777,33,33,0.05976,0.33578
1999,Lower Saxony,Urban regions,Comp. time,0.14443,98,191,0.09444,0.19441
1999,Lower Saxony,Urban regions,Some of both,0.07725,52,191,0.03929,0.11522
1999,Lower Saxony,Urban regions,Paid,0.04730,41,191,0.01712,0.07749
1999,Lower Saxony,Rural regions,Comp. time,0.11339,104,234,0.07268,0.15410
1999,Lower Saxony,Rural regions,Some of both,0.05901,53,234,0.02875,0.08927
1999,Lower Saxony,Rural regions,Paid,0.04774,44,234,0.02036,0.07512
1999,Lower Saxony,Rural regions,Not compensated,0.03929,33,234,0.01434,0.06424
1999,North Rhine-Westphalia,Urban regions,Comp. time,0.09662,326,881,0.07710,0.11614
1999,North Rhine-Westphalia,Urban regions,Some of both,0.05219,176,881,0.03750,0.06689
1999,North Rhine-Westphalia,Urban regions,Paid,0.05820,213,881,0.04273,0.07367
1999,North Rhine-Westphalia,Urban regions,Not compensated,0.05805,166,881,0.04260,0.07350
1999,Hesse,Urban regions,Comp. time,0.11726,107,249,0.07722,0.15730
1999,Hesse,Urban regions,Some of both,0.05181,63,249,0.02422,0.07939
1999,Hesse,Urban regions,Paid,0.02286,31,249,0.00426,0.04146
1999,Hesse,Urban regions,Not compensated,0.04857,48,249,0.02182,0.07533
1999,"Rhineland-Palatinate, Saarland",Urban regions,Comp. time,0.09798,85,149,0.05008,0.14588
1999,"Rhineland-Palatinate, Saarland",Urban regions,Some of both,0.03214,31,149,0.00372,0.06055
1999,"Rhineland-Palatinate, Saarland",Urban regions,Paid,0.04462,33,149,0.01135,0.07788
1999,Baden-Wuerttemberg,Urban regions,Comp. time,0.12723,215,521,0.09859,0.15587
1999,Baden-Wuerttemberg,Urban regions,Some of both,0.05441,112,521,0.03492,0.07391
1999,Baden-Wuerttemberg,Urban regions,Paid,0.04238,114,521,0.02506,0.05970
1999,Baden-Wuerttemberg,Urban regions,Not compensated,0.04600,80,521,0.02800,0.06401
1999,Bavaria,Urban regions,Comp. time,0.15871,174,297,0.11708,0.20033
1999,Bavaria,Urban regions,Some of both,0.05185,68,297,0.02659,0.07711
1999,Bavaria,Urban regions,Not compensated,0.04833,55,297,0.02390,0.07276
1999,Bavaria,Rural regions,Comp. time,0.15160,175,339,0.11337,0.18984
1999,Bavaria,Rural regions,Some of both,0.04482,66,339,0.02276,0.06687
1999,Bavaria,Rural regions,Paid,0.03655,55,339,0.01654,0.05655
1999,Bavaria,Rural regions,Not compensated,0.03406,43,339,0.01472,0.05339
1999,Berlin,Urban regions,Comp. time,0.13269,92,166,0.08092,0.18445
1999,Berlin,Urban regions,Some of both,0.03549,34,166,0.00726,0.06372
1999,Berlin,Urban regions,Not compensated,0.07035,40,166,0.03133,0.10937
1999,Brandenburg,Rural regions,Comp. time,0.10694,89,162,0.05921,0.15468
1999,Brandenburg,Rural regions,Some of both,0.06306,42,162,0.02552,0.10061
1999,Brandenburg,Rural regions,Not compensated,0.04012,31,162,0.00981,0.07043
