"plb0195_h","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Teils, teils","2005","(Fach-)Abitur","Staedtischer Raum","123","0.208407525759179","0.177182777919695","0.239632273598662"
"Teils, teils","2005","(Fach-)Abitur","Laendlicher Raum","43","0.193903751132342","0.137539499591496","0.250268002673189"
"Teils, teils","2005","AkademikerIn","Staedtischer Raum","188","0.151731250393087","0.132214163436688","0.171248337349486"
"Teils, teils","2005","AkademikerIn","Laendlicher Raum","89","0.175433798072088","0.143205260602369","0.207662335541806"
"Bezahlt","2005","(noch) kein Abschluss","Staedtischer Raum","13","","",""
"Bezahlt","2005","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Bezahlt","2005","Hauptschule","Staedtischer Raum","191","0.156233422763446","0.134748049149886","0.177718796377005"
"Bezahlt","2005","Hauptschule","Laendlicher Raum","96","0.150860124898229","0.121451900263635","0.180268349532822"
"Bezahlt","2005","Realschule","Staedtischer Raum","119","0.113457752721859","0.0964767825713578","0.13043872287236"
"Bezahlt","2005","Realschule","Laendlicher Raum","112","0.105111161007724","0.0859677820806984","0.12425453993475"
"Bezahlt","2005","(Fach-)Abitur","Staedtischer Raum","60","0.103000425788142","0.0796332061251425","0.126367645451141"
"Bezahlt","2005","(Fach-)Abitur","Laendlicher Raum","7","","",""
"Bezahlt","2005","AkademikerIn","Staedtischer Raum","56","0.0551679020046144","0.0427476245277653","0.0675881794814636"
"Bezahlt","2005","AkademikerIn","Laendlicher Raum","20","","",""
"Nicht abgegolten","2005","(noch) kein Abschluss","Staedtischer Raum","4","","",""
"Nicht abgegolten","2005","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Nicht abgegolten","2005","Hauptschule","Staedtischer Raum","123","0.117818983819515","0.0987410530928346","0.136896914546195"
"Nicht abgegolten","2005","Hauptschule","Laendlicher Raum","54","0.0986816615286584","0.0741769672764319","0.123186355780885"
"Nicht abgegolten","2005","Realschule","Staedtischer Raum","205","0.141439152313732","0.122781110838431","0.160097193789033"
"Nicht abgegolten","2005","Realschule","Laendlicher Raum","117","0.120221337671949","0.0999217543338015","0.140520921010096"
"Nicht abgegolten","2005","(Fach-)Abitur","Staedtischer Raum","114","0.141820064597444","0.115000641585077","0.168639487609812"
"Nicht abgegolten","2005","(Fach-)Abitur","Laendlicher Raum","32","0.17018486825305","0.11660910888763","0.22376062761847"
"Nicht abgegolten","2005","AkademikerIn","Staedtischer Raum","536","0.380518290433831","0.354105592943255","0.406930987924408"
"Nicht abgegolten","2005","AkademikerIn","Laendlicher Raum","176","0.302099417825606","0.263191057919698","0.341007777731515"
"Abgefeiert","2006","(noch) kein Abschluss","Staedtischer Raum","6","","",""
"Abgefeiert","2006","(noch) kein Abschluss","Laendlicher Raum","5","","",""
"Abgefeiert","2006","Hauptschule","Staedtischer Raum","573","0.469966676747733","0.441728114057458","0.498205239438008"
"Abgefeiert","2006","Hauptschule","Laendlicher Raum","315","0.532702705539906","0.493238534019951","0.572166877059861"
"Abgefeiert","2006","Realschule","Staedtischer Raum","845","0.548418472453252","0.522978681094331","0.573858263812173"
"Abgefeiert","2006","Realschule","Laendlicher Raum","608","0.5521429562928","0.522649053506649","0.581636859078951"
"Abgefeiert","2006","(Fach-)Abitur","Staedtischer Raum","377","0.565679282049281","0.529090837904266","0.602267726194297"
"Abgefeiert","2006","(Fach-)Abitur","Laendlicher Raum","130","0.544067373340864","0.480389164769517","0.607745581912212"
"Abgefeiert","2006","AkademikerIn","Staedtischer Raum","553","0.374774623737473","0.349978663037104","0.399570584437843"
"Abgefeiert","2006","AkademikerIn","Laendlicher Raum","263","0.466586640298684","0.425809922763129","0.507363357834238"
"Teils, teils","2006","(noch) kein Abschluss","Staedtischer Raum","1","","",""
"Teils, teils","2006","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Teils, teils","2006","Hauptschule","Staedtischer Raum","260","0.208431999872538","0.185450213659414","0.231413786085662"
"Teils, teils","2006","Hauptschule","Laendlicher Raum","145","0.235770190715292","0.202194856867484","0.269345524563099"
"Teils, teils","2006","Realschule","Staedtischer Raum","284","0.204885507291576","0.184252626068489","0.225518388514662"
"Teils, teils","2006","Realschule","Laendlicher Raum","228","0.20886975708406","0.18475968293254","0.23297983123558"
"Teils, teils","2006","(Fach-)Abitur","Staedtischer Raum","110","0.144150378961432","0.118222907905928","0.170077850016937"
"Teils, teils","2006","(Fach-)Abitur","Laendlicher Raum","45","0.167930347174271","0.120137974239375","0.215722720109166"
"Teils, teils","2006","AkademikerIn","Staedtischer Raum","206","0.154087241974523","0.135593547395135","0.172580936553912"
"Teils, teils","2006","AkademikerIn","Laendlicher Raum","83","0.143421157156635","0.114772488044678","0.172069826268592"
"Bezahlt","2006","(noch) kein Abschluss","Staedtischer Raum","12","","",""
"Bezahlt","2006","(noch) kein Abschluss","Laendlicher Raum","4","","",""
"Bezahlt","2006","Hauptschule","Staedtischer Raum","224","0.203860098937107","0.18106621783487","0.226653980039344"
"Bezahlt","2006","Hauptschule","Laendlicher Raum","90","0.134883178466744","0.107863499824555","0.161902857108934"
"Bezahlt","2006","Realschule","Staedtischer Raum","129","0.105030577840221","0.0893576043247816","0.120703551355661"
"Bezahlt","2006","Realschule","Laendlicher Raum","106","0.103021466680209","0.0849916354766276","0.12105129788379"
"Bezahlt","2006","(Fach-)Abitur","Staedtischer Raum","69","0.11124655796563","0.0880358989404748","0.134457216990785"
"Bezahlt","2006","(Fach-)Abitur","Laendlicher Raum","22","","",""
"Bezahlt","2006","AkademikerIn","Staedtischer Raum","65","0.0540491763390063","0.042466567961668","0.0656317847163447"
"Bezahlt","2006","AkademikerIn","Laendlicher Raum","31","0.0477927841366332","0.0303562137122807","0.0652293545609858"
"Nicht abgegolten","2006","(noch) kein Abschluss","Staedtischer Raum","2","","",""
"Nicht abgegolten","2006","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"Nicht abgegolten","2006","Hauptschule","Staedtischer Raum","143","0.117741224442623","0.0995056379612072","0.135976810924038"
"Nicht abgegolten","2006","Hauptschule","Laendlicher Raum","64","0.0966439252780581","0.0732727436472204","0.120015106908896"
"Nicht abgegolten","2006","Realschule","Staedtischer Raum","212","0.141665442414951","0.123839615560976","0.159491269268927"
"Nicht abgegolten","2006","Realschule","Laendlicher Raum","150","0.135965819942931","0.115636768899108","0.156294870986755"
"Nicht abgegolten","2006","(Fach-)Abitur","Staedtischer Raum","149","0.178923781023656","0.150630761259177","0.207216800788136"
"Nicht abgegolten","2006","(Fach-)Abitur","Laendlicher Raum","38","0.179413588748553","0.130356249776517","0.228470927720589"
"Nicht abgegolten","2006","AkademikerIn","Staedtischer Raum","640","0.417088957948997","0.391831302183569","0.442346613714425"
"Nicht abgegolten","2006","AkademikerIn","Laendlicher Raum","198","0.342199418408048","0.303420032386715","0.380978804429382"
"Abgefeiert","2007","(noch) kein Abschluss","Staedtischer Raum","10","","",""
"Abgefeiert","2007","(noch) kein Abschluss","Laendlicher Raum","4","","",""
"Abgefeiert","2007","Hauptschule","Staedtischer Raum","499","0.483424197339835","0.453125694580641","0.513722700099029"
"Abgefeiert","2007","Hauptschule","Laendlicher Raum","296","0.521440454781135","0.480538776114819","0.562342133447451"
"Abgefeiert","2007","Realschule","Staedtischer Raum","736","0.534568163966678","0.507801159907947","0.561335168025408"
"Abgefeiert","2007","Realschule","Laendlicher Raum","570","0.54596994185035","0.515564161903278","0.576375721797422"
"Abgefeiert","2007","(Fach-)Abitur","Staedtischer Raum","334","0.511881111463206","0.47342431518646","0.550337907739951"
"Abgefeiert","2007","(Fach-)Abitur","Laendlicher Raum","139","0.606008363147345","0.543929690415536","0.668087035879155"
"Abgefeiert","2007","AkademikerIn","Staedtischer Raum","541","0.397561892288511","0.371580719243741","0.42354306533328"
"Abgefeiert","2007","AkademikerIn","Laendlicher Raum","256","0.481287320662801","0.440088051763594","0.522486589562008"
"Teils, teils","2007","(noch) kein Abschluss","Staedtischer Raum","2","","",""
"Teils, teils","2007","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"Teils, teils","2007","Hauptschule","Staedtischer Raum","235","0.229254331077432","0.203768179199765","0.254740482955099"
"Teils, teils","2007","Hauptschule","Laendlicher Raum","143","0.24468469676448","0.209485048309813","0.279884345219147"
"Teils, teils","2007","Realschule","Staedtischer Raum","280","0.21861981766584","0.196440604434636","0.240799030897044"
"Teils, teils","2007","Realschule","Laendlicher Raum","228","0.246937471432704","0.220602157719269","0.27327278514614"
"Teils, teils","2007","(Fach-)Abitur","Staedtischer Raum","112","0.192515241026647","0.162181535370342","0.222848946682952"
"Teils, teils","2007","(Fach-)Abitur","Laendlicher Raum","50","0.191610059525153","0.141608999020044","0.241611120030261"
"Teils, teils","2007","AkademikerIn","Staedtischer Raum","204","0.15948123544466","0.140044260917168","0.178918209972152"
"Teils, teils","2007","AkademikerIn","Laendlicher Raum","87","0.152814055754046","0.123145603602568","0.182482507905524"
"Bezahlt","2007","(noch) kein Abschluss","Staedtischer Raum","8","","",""
"Bezahlt","2007","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Bezahlt","2007","Hauptschule","Staedtischer Raum","180","0.171300488140201","0.148456717682037","0.194144258598366"
"Bezahlt","2007","Hauptschule","Laendlicher Raum","78","0.136126807326154","0.108048714327699","0.164204900324609"
"Bezahlt","2007","Realschule","Staedtischer Raum","122","0.102172356267149","0.0859193625577322","0.118425349976567"
"Bezahlt","2007","Realschule","Laendlicher Raum","95","0.0781251468811177","0.0617358287132638","0.0945144650489716"
"Bezahlt","2007","(Fach-)Abitur","Staedtischer Raum","62","0.112039367365766","0.0877728237408866","0.136305910990646"
"Bezahlt","2007","(Fach-)Abitur","Laendlicher Raum","9","","",""
"Bezahlt","2007","AkademikerIn","Staedtischer Raum","44","0.0451080238484199","0.0340899878798156","0.0561260598170242"
"Bezahlt","2007","AkademikerIn","Laendlicher Raum","25","","",""
"Nicht abgegolten","2007","(noch) kein Abschluss","Staedtischer Raum","1","","",""
"Nicht abgegolten","2007","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Nicht abgegolten","2007","Hauptschule","Staedtischer Raum","131","0.116020983442532","0.0966041146895745","0.135437852195489"
"Nicht abgegolten","2007","Hauptschule","Laendlicher Raum","56","0.0977480411282307","0.073432231851695","0.122063850404766"
"Nicht abgegolten","2007","Realschule","Staedtischer Raum","196","0.144639662100333","0.125764598232707","0.163514725967958"
"Nicht abgegolten","2007","Realschule","Laendlicher Raum","137","0.128967439835828","0.108498907053415","0.14943597261824"
"Nicht abgegolten","2007","(Fach-)Abitur","Staedtischer Raum","141","0.18356428014438","0.153780430622226","0.213348129666535"
"Nicht abgegolten","2007","(Fach-)Abitur","Laendlicher Raum","40","0.172361615334665","0.124377200557849","0.220346030111481"
"Nicht abgegolten","2007","AkademikerIn","Staedtischer Raum","574","0.397848848418409","0.371864491298556","0.423833205538263"
"Nicht abgegolten","2007","AkademikerIn","Laendlicher Raum","197","0.316714311273566","0.278356053488008","0.355072569059123"
"Abgefeiert","2008","(noch) kein Abschluss","Staedtischer Raum","7","","",""
"Abgefeiert","2008","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"Abgefeiert","2008","Hauptschule","Staedtischer Raum","469","0.457258460931334","0.42662622889499","0.487890692967677"
"Abgefeiert","2008","Hauptschule","Laendlicher Raum","280","0.490790516469223","0.449678361096147","0.5319026718423"
"Abgefeiert","2008","Realschule","Staedtischer Raum","719","0.521921994788451","0.495266036652431","0.54857795292447"
"Abgefeiert","2008","Realschule","Laendlicher Raum","546","0.532283563512491","0.501767696529973","0.562799430495009"
"Abgefeiert","2008","(Fach-)Abitur","Staedtischer Raum","344","0.574354562373463","0.535775875576641","0.612933249170286"
"Abgefeiert","2008","(Fach-)Abitur","Laendlicher Raum","132","0.594665833569894","0.531353954857","0.657977712282789"
"Abgefeiert","2008","AkademikerIn","Staedtischer Raum","516","0.404287270893267","0.37794237478798","0.430632166998554"
"Abgefeiert","2008","AkademikerIn","Laendlicher Raum","241","0.445433307527273","0.403119861927488","0.487746753127058"
"Teils, teils","2008","(noch) kein Abschluss","Staedtischer Raum","6","","",""
"Teils, teils","2008","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Teils, teils","2008","Hauptschule","Staedtischer Raum","236","0.254140528663615","0.227369398474748","0.280911658852482"
"Teils, teils","2008","Hauptschule","Laendlicher Raum","142","0.259859204064007","0.223793024008138","0.295925384119875"
"Teils, teils","2008","Realschule","Staedtischer Raum","294","0.224228551886984","0.201972174946296","0.246484928827673"
"Teils, teils","2008","Realschule","Laendlicher Raum","252","0.253345022338185","0.226745181410076","0.279944863266293"
"Teils, teils","2008","(Fach-)Abitur","Staedtischer Raum","118","0.184803542189335","0.154519091619262","0.215087992759408"
"Teils, teils","2008","(Fach-)Abitur","Laendlicher Raum","33","0.132806259061521","0.0890430218077203","0.176569496315321"
"Teils, teils","2008","AkademikerIn","Staedtischer Raum","193","0.1527820446922","0.133468288226229","0.172095801158172"
"Teils, teils","2008","AkademikerIn","Laendlicher Raum","65","0.112387695589543","0.0854982903397717","0.139277100839314"
"Bezahlt","2008","(noch) kein Abschluss","Staedtischer Raum","13","","",""
"Bezahlt","2008","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"Bezahlt","2008","Hauptschule","Staedtischer Raum","178","0.17330753371511","0.15003294860795","0.19658211882227"
"Bezahlt","2008","Hauptschule","Laendlicher Raum","85","0.139113200371284","0.110653447903739","0.16757295283883"
"Bezahlt","2008","Realschule","Staedtischer Raum","118","0.100610253266916","0.0845579556405906","0.116662550893241"
"Bezahlt","2008","Realschule","Laendlicher Raum","100","0.0804036656518733","0.0637733914715182","0.0970339398322285"
"Bezahlt","2008","(Fach-)Abitur","Staedtischer Raum","52","0.0907282010858237","0.0683177074825419","0.113138694689105"
"Bezahlt","2008","(Fach-)Abitur","Laendlicher Raum","26","","",""
"Bezahlt","2008","AkademikerIn","Staedtischer Raum","62","0.0588517357256467","0.046217712318681","0.0714857591326124"
"Bezahlt","2008","AkademikerIn","Laendlicher Raum","37","0.0904708273853955","0.066049303846599","0.114892350924192"
"Nicht abgegolten","2008","(noch) kein Abschluss","Staedtischer Raum","2","","",""
"Nicht abgegolten","2008","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Nicht abgegolten","2008","Hauptschule","Staedtischer Raum","133","0.115293476689941","0.0956552070111234","0.134931746368759"
"Nicht abgegolten","2008","Hauptschule","Laendlicher Raum","61","0.110237079095486","0.0844812862387608","0.135992871952211"
"Nicht abgegolten","2008","Realschule","Staedtischer Raum","218","0.153239200057649","0.134016808189229","0.172461591926069"
"Nicht abgegolten","2008","Realschule","Laendlicher Raum","129","0.133967748497451","0.113135793373561","0.154799703621341"
"Nicht abgegolten","2008","(Fach-)Abitur","Staedtischer Raum","117","0.150113694351378","0.122244527624652","0.177982861078104"
"Nicht abgegolten","2008","(Fach-)Abitur","Laendlicher Raum","40","0.151733402516288","0.105468794979283","0.197998010053293"
"Nicht abgegolten","2008","AkademikerIn","Staedtischer Raum","562","0.384078948688886","0.357969013585983","0.410188883791789"
"Nicht abgegolten","2008","AkademikerIn","Laendlicher Raum","187","0.351708169497789","0.311055725634993","0.392360613360584"
"Abgefeiert","2009","(noch) kein Abschluss","Staedtischer Raum","7","","",""
"Abgefeiert","2009","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"Abgefeiert","2009","Hauptschule","Staedtischer Raum","388","0.444015711371619","0.410455671065959","0.477575751677279"
"Abgefeiert","2009","Hauptschule","Laendlicher Raum","242","0.507875791985063","0.463011065729118","0.552740518241009"
"Abgefeiert","2009","Realschule","Staedtischer Raum","611","0.521621850985892","0.492662519588321","0.550581182383464"
"Abgefeiert","2009","Realschule","Laendlicher Raum","525","0.553412876934049","0.521733235956547","0.585092517911551"
"Abgefeiert","2009","(Fach-)Abitur","Staedtischer Raum","316","0.551583637314464","0.511109229130536","0.592058045498391"
"Abgefeiert","2009","(Fach-)Abitur","Laendlicher Raum","111","0.581456397974688","0.513086957807083","0.649825838142294"
"Abgefeiert","2009","AkademikerIn","Staedtischer Raum","484","0.401876396859535","0.374240302876819","0.429512490842252"
"Abgefeiert","2009","AkademikerIn","Laendlicher Raum","241","0.443547650908637","0.401131923900103","0.48596337791717"
"Teils, teils","2009","(noch) kein Abschluss","Staedtischer Raum","7","","",""
"Teils, teils","2009","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Teils, teils","2009","Hauptschule","Staedtischer Raum","204","0.263708952414182","0.233945778501981","0.293472126326384"
"Teils, teils","2009","Hauptschule","Laendlicher Raum","107","0.229300197615076","0.19157480746982","0.267025587760331"
"Teils, teils","2009","Realschule","Staedtischer Raum","237","0.186708308065284","0.164117593646428","0.20929902248414"
"Teils, teils","2009","Realschule","Laendlicher Raum","227","0.280980777403772","0.252338267081314","0.309623287726229"
"Teils, teils","2009","(Fach-)Abitur","Staedtischer Raum","100","0.192015219923355","0.159959649365177","0.224070790481533"
"Teils, teils","2009","(Fach-)Abitur","Laendlicher Raum","40","0.190467872223352","0.136047563286443","0.244888181160261"
"Teils, teils","2009","AkademikerIn","Staedtischer Raum","177","0.169556990044258","0.148405171762243","0.190708808326273"
"Teils, teils","2009","AkademikerIn","Laendlicher Raum","77","0.187724859750827","0.15438565328645","0.221064066215205"
"Bezahlt","2009","(noch) kein Abschluss","Staedtischer Raum","4","","",""
"Bezahlt","2009","(noch) kein Abschluss","Laendlicher Raum","3","","",""
"Bezahlt","2009","Hauptschule","Staedtischer Raum","144","0.18117502755121","0.155159253448068","0.207190801654352"
"Bezahlt","2009","Hauptschule","Laendlicher Raum","72","0.137516660872231","0.10661072366268","0.168422598081782"
"Bezahlt","2009","Realschule","Staedtischer Raum","109","0.113027248189219","0.09467151687113","0.131382979507307"
"Bezahlt","2009","Realschule","Laendlicher Raum","90","0.0704681500123792","0.0541590087070367","0.0867772913177216"
"Bezahlt","2009","(Fach-)Abitur","Staedtischer Raum","51","0.0898892475063204","0.0666118142894133","0.113166680723227"
"Bezahlt","2009","(Fach-)Abitur","Laendlicher Raum","13","","",""
"Bezahlt","2009","AkademikerIn","Staedtischer Raum","57","0.06189198832624","0.0483095237656299","0.0754744528868501"
"Bezahlt","2009","AkademikerIn","Laendlicher Raum","31","0.0762874984172076","0.0536234295530412","0.0989515672813739"
"Nicht abgegolten","2009","(noch) kein Abschluss","Staedtischer Raum","2","","",""
"Nicht abgegolten","2009","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Nicht abgegolten","2009","Hauptschule","Staedtischer Raum","106","0.111100308662989","0.0898739227533024","0.132326694572675"
"Nicht abgegolten","2009","Hauptschule","Laendlicher Raum","56","0.12530734952763","0.0955971948938101","0.15501750416145"
"Nicht abgegolten","2009","Realschule","Staedtischer Raum","186","0.178642592759605","0.156435915974308","0.200849269544903"
"Nicht abgegolten","2009","Realschule","Laendlicher Raum","104","0.0951381956497999","0.0764412310288188","0.113835160270781"
"Nicht abgegolten","2009","(Fach-)Abitur","Staedtischer Raum","113","0.166511895255861","0.136193484723945","0.196830305787777"
"Nicht abgegolten","2009","(Fach-)Abitur","Laendlicher Raum","36","0.165858293034919","0.114309131336121","0.217407454733717"
"Nicht abgegolten","2009","AkademikerIn","Staedtischer Raum","491","0.366674624769967","0.339510931784695","0.393838317755238"
"Nicht abgegolten","2009","AkademikerIn","Laendlicher Raum","178","0.292439990923329","0.253603247693985","0.331276734152673"
"Abgefeiert","2010","(noch) kein Abschluss","Staedtischer Raum","8","","",""
"Abgefeiert","2010","(noch) kein Abschluss","Laendlicher Raum","8","","",""
"Abgefeiert","2010","Hauptschule","Staedtischer Raum","544","0.491066470099695","0.462109973197718","0.520022967001671"
"Abgefeiert","2010","Hauptschule","Laendlicher Raum","335","0.527609821729691","0.490223764130041","0.564995879329341"
"Abgefeiert","2010","Realschule","Staedtischer Raum","883","0.530823904918331","0.506340330495419","0.555307479341242"
"Abgefeiert","2010","Realschule","Laendlicher Raum","750","0.580064821338131","0.55332813010825","0.606801512568011"
"Abgefeiert","2010","(Fach-)Abitur","Staedtischer Raum","473","0.603318269957796","0.570274744003503","0.636361795912089"
"Abgefeiert","2010","(Fach-)Abitur","Laendlicher Raum","183","0.620538013015649","0.566168466409037","0.674907559622261"
"Abgefeiert","2010","AkademikerIn","Staedtischer Raum","708","0.435431169264952","0.411999562344191","0.458862776185713"
"Abgefeiert","2010","AkademikerIn","Laendlicher Raum","306","0.50097436904554","0.462085043786886","0.539863694304194"
"Teils, teils","2010","(noch) kein Abschluss","Staedtischer Raum","7","","",""
"Teils, teils","2010","(noch) kein Abschluss","Laendlicher Raum","6","","",""
"Teils, teils","2010","Hauptschule","Staedtischer Raum","250","0.200509890827973","0.177318873756879","0.223700907899067"
"Teils, teils","2010","Hauptschule","Laendlicher Raum","158","0.206067663402372","0.175777649400241","0.236357677404503"
"Teils, teils","2010","Realschule","Staedtischer Raum","314","0.187793990198421","0.168633545179191","0.20695443521765"
"Teils, teils","2010","Realschule","Laendlicher Raum","272","0.213978755823596","0.191761995042768","0.236195516604424"
"Teils, teils","2010","(Fach-)Abitur","Staedtischer Raum","142","0.184056047193164","0.15788041046835","0.210231683917978"
"Teils, teils","2010","(Fach-)Abitur","Laendlicher Raum","47","0.156042044797992","0.115381930066679","0.196702159529304"
"Teils, teils","2010","AkademikerIn","Staedtischer Raum","262","0.159835543160219","0.142517345163904","0.177153741156535"
"Teils, teils","2010","AkademikerIn","Laendlicher Raum","88","0.140324668912772","0.113310259730255","0.167339078095289"
"Bezahlt","2010","(noch) kein Abschluss","Staedtischer Raum","16","","",""
"Bezahlt","2010","(noch) kein Abschluss","Laendlicher Raum","4","","",""
"Bezahlt","2010","Hauptschule","Staedtischer Raum","238","0.205308947037987","0.181912578847402","0.228705315228573"
"Bezahlt","2010","Hauptschule","Laendlicher Raum","125","0.17249011021692","0.144197598687285","0.200782621746555"
"Bezahlt","2010","Realschule","Staedtischer Raum","182","0.109974943965184","0.0946259597754516","0.125323928154916"
"Bezahlt","2010","Realschule","Laendlicher Raum","139","0.0838330573601002","0.0688198587840486","0.0988462559361518"
"Bezahlt","2010","(Fach-)Abitur","Staedtischer Raum","85","0.0734152798077091","0.0557984466405474","0.0910321129748707"
"Bezahlt","2010","(Fach-)Abitur","Laendlicher Raum","30","0.0565922748964916","0.0307032515063659","0.0824812982866173"
"Bezahlt","2010","AkademikerIn","Staedtischer Raum","81","0.0385292149117493","0.0294332873373477","0.0476251424861508"
"Bezahlt","2010","AkademikerIn","Laendlicher Raum","37","0.0527672278333875","0.0353783432303749","0.0701561124364001"
"Nicht abgegolten","2010","(noch) kein Abschluss","Staedtischer Raum","4","","",""
"Nicht abgegolten","2010","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"Nicht abgegolten","2010","Hauptschule","Staedtischer Raum","113","0.103114692034345","0.0855000396469499","0.12072934442174"
"Nicht abgegolten","2010","Hauptschule","Laendlicher Raum","67","0.093832404651017","0.071995881409899","0.115668927892135"
"Nicht abgegolten","2010","Realschule","Staedtischer Raum","217","0.171407160918064","0.152918020696361","0.189896301139768"
"Nicht abgegolten","2010","Realschule","Laendlicher Raum","148","0.122123365478173","0.104385784351567","0.139860946604778"
"Nicht abgegolten","2010","(Fach-)Abitur","Staedtischer Raum","142","0.139210403041331","0.115828686267145","0.162592119815517"
"Nicht abgegolten","2010","(Fach-)Abitur","Laendlicher Raum","46","0.166827667289868","0.12505532420505","0.208600010374686"
"Nicht abgegolten","2010","AkademikerIn","Staedtischer Raum","669","0.366204072663079","0.343436319487105","0.388971825839054"
"Nicht abgegolten","2010","AkademikerIn","Laendlicher Raum","204","0.305933734208301","0.270093125209917","0.341774343206685"
"Abgefeiert","2011","(noch) kein Abschluss","Staedtischer Raum","13","","",""
"Abgefeiert","2011","(noch) kein Abschluss","Laendlicher Raum","11","","",""
"Abgefeiert","2011","Hauptschule","Staedtischer Raum","580","0.439276918612022","0.412564098600439","0.465989738623605"
"Abgefeiert","2011","Hauptschule","Laendlicher Raum","410","0.518939850469366","0.485251640233889","0.552628060704843"
"Abgefeiert","2011","Realschule","Staedtischer Raum","987","0.486699614267501","0.46417182251084","0.509227406024162"
"Abgefeiert","2011","Realschule","Laendlicher Raum","880","0.55520663296121","0.530818743303765","0.579594522618655"
"Abgefeiert","2011","(Fach-)Abitur","Staedtischer Raum","518","0.547384004578047","0.516140712896377","0.578627296259716"
"Abgefeiert","2011","(Fach-)Abitur","Laendlicher Raum","239","0.604049531790189","0.556419893230348","0.65167917035003"
"Abgefeiert","2011","AkademikerIn","Staedtischer Raum","883","0.447292004127598","0.425522793895524","0.469061214359671"
"Abgefeiert","2011","AkademikerIn","Laendlicher Raum","375","0.481829644023755","0.446559767286996","0.517099520760515"
"Teils, teils","2011","(noch) kein Abschluss","Staedtischer Raum","13","","",""
"Teils, teils","2011","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"Teils, teils","2011","Hauptschule","Staedtischer Raum","323","0.239915657182837","0.216931080055813","0.26290023430986"
"Teils, teils","2011","Hauptschule","Laendlicher Raum","187","0.223051689141136","0.19498323089676","0.251120147385512"
"Teils, teils","2011","Realschule","Staedtischer Raum","422","0.223902450010422","0.205114045334166","0.242690854686677"
"Teils, teils","2011","Realschule","Laendlicher Raum","309","0.183593862682836","0.164594022086993","0.202593703278679"
"Teils, teils","2011","(Fach-)Abitur","Staedtischer Raum","171","0.178285988132421","0.154260914040142","0.202311062224701"
"Teils, teils","2011","(Fach-)Abitur","Laendlicher Raum","65","0.158497418628346","0.122929422144853","0.194065415111839"
"Teils, teils","2011","AkademikerIn","Staedtischer Raum","285","0.165372253428138","0.149106395908769","0.181638110947508"
"Teils, teils","2011","AkademikerIn","Laendlicher Raum","103","0.123934231006348","0.100675559991315","0.147192902021381"
"Bezahlt","2011","(noch) kein Abschluss","Staedtischer Raum","22","","",""
"Bezahlt","2011","(noch) kein Abschluss","Laendlicher Raum","8","","",""
"Bezahlt","2011","Hauptschule","Staedtischer Raum","292","0.228987955530487","0.206372089126139","0.251603821934835"
"Bezahlt","2011","Hauptschule","Laendlicher Raum","157","0.160291926464166","0.135555342482081","0.185028510446251"
"Bezahlt","2011","Realschule","Staedtischer Raum","211","0.108457631954351","0.0944423003118843","0.122472963596818"
"Bezahlt","2011","Realschule","Laendlicher Raum","211","0.12504576965467","0.108812914370127","0.141278624939214"
"Bezahlt","2011","(Fach-)Abitur","Staedtischer Raum","119","0.103366899427922","0.0842576375724432","0.122476161283401"
"Bezahlt","2011","(Fach-)Abitur","Laendlicher Raum","40","0.0906836389833783","0.0627168534680556","0.118650424498701"
"Bezahlt","2011","AkademikerIn","Staedtischer Raum","88","0.0438987876749545","0.0349290977467652","0.0528684776031437"
"Bezahlt","2011","AkademikerIn","Laendlicher Raum","41","0.0505094157139681","0.0350514476568523","0.065967383771084"
"Nicht abgegolten","2011","(noch) kein Abschluss","Staedtischer Raum","10","","",""
"Nicht abgegolten","2011","(noch) kein Abschluss","Laendlicher Raum","5","","",""
"Nicht abgegolten","2011","Hauptschule","Staedtischer Raum","131","0.0918194686746539","0.0762766489256095","0.107362288423698"
"Nicht abgegolten","2011","Hauptschule","Laendlicher Raum","91","0.0977165339253323","0.0776960180884739","0.117737049762191"
"Nicht abgegolten","2011","Realschule","Staedtischer Raum","271","0.180940303767727","0.163589173829271","0.198291433706183"
"Nicht abgegolten","2011","Realschule","Laendlicher Raum","195","0.136153734701284","0.119323089823317","0.15298437957925"
"Nicht abgegolten","2011","(Fach-)Abitur","Staedtischer Raum","167","0.17096310786161","0.147332009181299","0.19459420654192"
"Nicht abgegolten","2011","(Fach-)Abitur","Laendlicher Raum","61","0.146769410598087","0.11230494386741","0.181233877328764"
