year,quintil_oecd,regtyp,plb0195_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,1st Quintile,Rural regions,Paid,0.06055,85,197,0.02716,0.09395
1996,2nd Quintile,Urban regions,Comp. time,0.10180,232,595,0.07749,0.12612
1996,2nd Quintile,Urban regions,Some of both,0.03942,102,595,0.02377,0.05507
1996,2nd Quintile,Urban regions,Paid,0.08437,218,595,0.06202,0.10673
1996,2nd Quintile,Urban regions,Not compensated,0.01931,43,595,0.00824,0.03037
1996,2nd Quintile,Rural regions,Comp. time,0.08592,126,345,0.05631,0.11554
1996,2nd Quintile,Rural regions,Some of both,0.04072,56,345,0.01983,0.06160
1996,2nd Quintile,Rural regions,Paid,0.08526,127,345,0.05575,0.11477
1996,2nd Quintile,Rural regions,Not compensated,0.02579,36,345,0.00904,0.04254
1996,3rd Quintile,Urban regions,Comp. time,0.13069,279,675,0.10524,0.15614
1996,3rd Quintile,Urban regions,Some of both,0.04786,107,675,0.03175,0.06398
1996,3rd Quintile,Urban regions,Paid,0.08916,216,675,0.06765,0.11067
1996,3rd Quintile,Urban regions,Not compensated,0.04073,73,675,0.02581,0.05565
1996,3rd Quintile,Rural regions,Comp. time,0.15846,235,520,0.12705,0.18988
1996,3rd Quintile,Rural regions,Some of both,0.05008,81,520,0.03131,0.06884
1996,3rd Quintile,Rural regions,Paid,0.10068,132,520,0.07479,0.12656
1996,3rd Quintile,Rural regions,Not compensated,0.03957,72,520,0.02280,0.05634
1996,4th Quintile,Urban regions,Comp. time,0.17738,382,905,0.15248,0.20229
1996,4th Quintile,Urban regions,Some of both,0.07383,159,905,0.05678,0.09088
1996,4th Quintile,Urban regions,Paid,0.09790,233,905,0.07853,0.11728
1996,4th Quintile,Urban regions,Not compensated,0.05424,131,905,0.03948,0.06901
1996,4th Quintile,Rural regions,Comp. time,0.18170,206,462,0.14650,0.21690
1996,4th Quintile,Rural regions,Some of both,0.06557,70,462,0.04297,0.08817
1996,4th Quintile,Rural regions,Paid,0.09322,117,462,0.06668,0.11976
1996,4th Quintile,Rural regions,Not compensated,0.05299,69,462,0.03254,0.07344
1996,5th Quintile,Urban regions,Comp. time,0.17650,386,901,0.15159,0.20141
1996,5th Quintile,Urban regions,Some of both,0.07261,148,901,0.05565,0.08956
1996,5th Quintile,Urban regions,Paid,0.06120,123,901,0.04554,0.07687
1996,5th Quintile,Urban regions,Not compensated,0.12451,244,901,0.10294,0.14608
1996,5th Quintile,Rural regions,Comp. time,0.18228,136,326,0.14031,0.22426
1996,5th Quintile,Rural regions,Some of both,0.07501,66,326,0.04637,0.10365
1996,5th Quintile,Rural regions,Paid,0.06907,55,326,0.04150,0.09664
1996,5th Quintile,Rural regions,Not compensated,0.09858,69,326,0.06617,0.13099
1997,1st Quintile,Urban regions,Comp. time,0.04476,90,276,0.02032,0.06920
1997,1st Quintile,Urban regions,Some of both,0.02646,62,276,0.00749,0.04543
1997,1st Quintile,Urban regions,Paid,0.02669,88,276,0.00764,0.04574
1997,1st Quintile,Urban regions,Not compensated,0.02069,36,276,0.00387,0.03752
1997,1st Quintile,Rural regions,Comp. time,0.05364,69,153,0.01782,0.08945
1997,1st Quintile,Rural regions,Some of both,0.02375,39,153,-0.00046,0.04796
1997,1st Quintile,Rural regions,Paid,0.03307,45,153,0.00464,0.06150
1997,2nd Quintile,Urban regions,Comp. time,0.07866,193,494,0.05489,0.10242
1997,2nd Quintile,Urban regions,Some of both,0.04462,109,494,0.02640,0.06285
1997,2nd Quintile,Urban regions,Paid,0.05081,135,494,0.03143,0.07020
1997,2nd Quintile,Urban regions,Not compensated,0.02794,57,494,0.01339,0.04249
1997,2nd Quintile,Rural regions,Comp. time,0.09346,144,325,0.06177,0.12516
1997,2nd Quintile,Rural regions,Some of both,0.04325,69,325,0.02110,0.06540
1997,2nd Quintile,Rural regions,Paid,0.04141,67,325,0.01971,0.06310
1997,2nd Quintile,Rural regions,Not compensated,0.03227,45,325,0.01303,0.05152
1997,3rd Quintile,Urban regions,Comp. time,0.11745,251,589,0.09142,0.14347
1997,3rd Quintile,Urban regions,Some of both,0.05515,130,589,0.03670,0.07360
1997,3rd Quintile,Urban regions,Paid,0.05759,127,589,0.03876,0.07642
1997,3rd Quintile,Urban regions,Not compensated,0.03959,81,589,0.02383,0.05535
1997,3rd Quintile,Rural regions,Comp. time,0.13322,199,428,0.10099,0.16546
1997,3rd Quintile,Rural regions,Some of both,0.06207,95,428,0.03919,0.08496
1997,3rd Quintile,Rural regions,Paid,0.06054,84,428,0.03792,0.08316
1997,3rd Quintile,Rural regions,Not compensated,0.03188,50,428,0.01521,0.04854
1997,4th Quintile,Urban regions,Comp. time,0.17280,363,800,0.14659,0.19902
1997,4th Quintile,Urban regions,Some of both,0.07731,175,800,0.05879,0.09583
1997,4th Quintile,Urban regions,Paid,0.05923,145,800,0.04286,0.07559
1997,4th Quintile,Urban regions,Not compensated,0.05792,117,800,0.04172,0.07412
1997,4th Quintile,Rural regions,Comp. time,0.20148,217,432,0.16361,0.23935
1997,4th Quintile,Rural regions,Some of both,0.07928,82,432,0.05377,0.10478
1997,4th Quintile,Rural regions,Paid,0.05759,64,432,0.03559,0.07958
1997,4th Quintile,Rural regions,Not compensated,0.05767,69,432,0.03566,0.07968
1997,5th Quintile,Urban regions,Comp. time,0.15543,322,779,0.12997,0.18089
1997,5th Quintile,Urban regions,Some of both,0.07456,147,779,0.05610,0.09302
1997,5th Quintile,Urban regions,Paid,0.03839,88,779,0.02489,0.05189
1997,5th Quintile,Urban regions,Not compensated,0.11662,222,779,0.09407,0.13918
1997,5th Quintile,Rural regions,Comp. time,0.15257,112,291,0.11118,0.19395
1997,5th Quintile,Rural regions,Some of both,0.07641,65,291,0.04584,0.10699
1997,5th Quintile,Rural regions,Paid,0.03717,31,291,0.01540,0.05894
1997,5th Quintile,Rural regions,Not compensated,0.10011,83,291,0.06556,0.13465
1998,1st Quintile,Urban regions,Comp. time,0.04859,96,304,0.02438,0.07280
1998,1st Quintile,Urban regions,Some of both,0.03307,68,304,0.01293,0.05320
1998,1st Quintile,Urban regions,Paid,0.03319,90,304,0.01302,0.05336
1998,1st Quintile,Urban regions,Not compensated,0.02735,50,304,0.00899,0.04572
1998,1st Quintile,Rural regions,Comp. time,0.05338,61,137,0.01560,0.09116
1998,1st Quintile,Rural regions,Some of both,0.03019,39,137,0.00143,0.05894
1998,1st Quintile,Rural regions,Paid,0.03316,37,137,0.00307,0.06325
1998,2nd Quintile,Urban regions,Comp. time,0.08969,203,489,0.06433,0.11504
1998,2nd Quintile,Urban regions,Some of both,0.04418,102,489,0.02595,0.06242
1998,2nd Quintile,Urban regions,Paid,0.05410,122,489,0.03403,0.07417
1998,2nd Quintile,Urban regions,Not compensated,0.02987,62,489,0.01477,0.04497
1998,2nd Quintile,Rural regions,Comp. time,0.10042,146,318,0.06733,0.13351
1998,2nd Quintile,Rural regions,Some of both,0.04753,68,318,0.02411,0.07095
1998,2nd Quintile,Rural regions,Paid,0.04431,71,318,0.02165,0.06696
1998,2nd Quintile,Rural regions,Not compensated,0.02553,33,318,0.00817,0.04290
1998,3rd Quintile,Urban regions,Comp. time,0.13215,254,544,0.10366,0.16063
1998,3rd Quintile,Urban regions,Some of both,0.04999,127,544,0.03166,0.06832
1998,3rd Quintile,Urban regions,Paid,0.04678,106,544,0.02902,0.06454
1998,3rd Quintile,Urban regions,Not compensated,0.02942,57,544,0.01521,0.04363
1998,3rd Quintile,Rural regions,Comp. time,0.13090,201,426,0.09883,0.16296
1998,3rd Quintile,Rural regions,Some of both,0.05617,84,426,0.03428,0.07806
1998,3rd Quintile,Rural regions,Paid,0.05985,83,426,0.03730,0.08240
1998,3rd Quintile,Rural regions,Not compensated,0.03941,58,426,0.02091,0.05790
1998,4th Quintile,Urban regions,Comp. time,0.17119,354,742,0.14407,0.19831
1998,4th Quintile,Urban regions,Some of both,0.07007,155,742,0.05169,0.08845
1998,4th Quintile,Urban regions,Paid,0.05771,128,742,0.04092,0.07450
1998,4th Quintile,Urban regions,Not compensated,0.05088,105,742,0.03506,0.06670
1998,4th Quintile,Rural regions,Comp. time,0.21047,224,426,0.17171,0.24923
1998,4th Quintile,Rural regions,Some of both,0.07985,91,426,0.05408,0.10562
1998,4th Quintile,Rural regions,Paid,0.04893,52,426,0.02842,0.06943
1998,4th Quintile,Rural regions,Not compensated,0.04185,59,426,0.02281,0.06088
1998,5th Quintile,Urban regions,Comp. time,0.14461,289,714,0.11879,0.17043
1998,5th Quintile,Urban regions,Some of both,0.07968,151,714,0.05980,0.09956
1998,5th Quintile,Urban regions,Paid,0.03338,62,714,0.02019,0.04656
1998,5th Quintile,Urban regions,Not compensated,0.11033,212,714,0.08733,0.13332
1998,5th Quintile,Rural regions,Comp. time,0.15044,126,272,0.10788,0.19301
1998,5th Quintile,Rural regions,Some of both,0.09212,74,272,0.05769,0.12655
1998,5th Quintile,Rural regions,Not compensated,0.09335,72,272,0.05871,0.12799
1999,1st Quintile,Urban regions,Comp. time,0.04727,121,331,0.02437,0.07016
1999,1st Quintile,Urban regions,Some of both,0.02762,62,331,0.00994,0.04531
1999,1st Quintile,Urban regions,Paid,0.03984,99,331,0.01874,0.06094
1999,1st Quintile,Urban regions,Not compensated,0.02523,49,331,0.00831,0.04215
1999,1st Quintile,Rural regions,Comp. time,0.07053,96,202,0.03513,0.10593
1999,1st Quintile,Rural regions,Some of both,0.03495,60,202,0.00956,0.06034
1999,1st Quintile,Rural regions,Paid,0.03145,46,202,0.00732,0.05558
1999,2nd Quintile,Urban regions,Comp. time,0.09763,224,526,0.07224,0.12302
1999,2nd Quintile,Urban regions,Some of both,0.04021,114,526,0.02341,0.05702
1999,2nd Quintile,Urban regions,Paid,0.04479,129,526,0.02710,0.06248
1999,2nd Quintile,Urban regions,Not compensated,0.02547,59,526,0.01199,0.03895
1999,2nd Quintile,Rural regions,Comp. time,0.12173,205,404,0.08981,0.15365
1999,2nd Quintile,Rural regions,Some of both,0.05742,87,404,0.03471,0.08014
1999,2nd Quintile,Rural regions,Paid,0.03995,69,404,0.02083,0.05907
1999,2nd Quintile,Rural regions,Not compensated,0.02393,43,404,0.00901,0.03885
1999,3rd Quintile,Urban regions,Comp. time,0.12415,274,624,0.09825,0.15004
1999,3rd Quintile,Urban regions,Some of both,0.05598,135,624,0.03793,0.07403
1999,3rd Quintile,Urban regions,Paid,0.05166,135,624,0.03428,0.06904
1999,3rd Quintile,Urban regions,Not compensated,0.03390,80,624,0.01969,0.04811
1999,3rd Quintile,Rural regions,Comp. time,0.12721,199,447,0.09628,0.15813
1999,3rd Quintile,Rural regions,Some of both,0.06517,103,447,0.04226,0.08807
1999,3rd Quintile,Rural regions,Paid,0.05423,88,447,0.03321,0.07525
1999,3rd Quintile,Rural regions,Not compensated,0.04317,57,447,0.02430,0.06203
1999,4th Quintile,Urban regions,Comp. time,0.17916,403,812,0.15276,0.20555
1999,4th Quintile,Urban regions,Some of both,0.06719,168,812,0.04996,0.08442
1999,4th Quintile,Urban regions,Paid,0.04717,118,812,0.03258,0.06176
1999,4th Quintile,Urban regions,Not compensated,0.05601,123,812,0.04018,0.07183
1999,4th Quintile,Rural regions,Comp. time,0.17232,193,406,0.13554,0.20911
1999,4th Quintile,Rural regions,Some of both,0.08023,87,406,0.05377,0.10669
1999,4th Quintile,Rural regions,Paid,0.05037,60,406,0.02907,0.07167
1999,4th Quintile,Rural regions,Not compensated,0.05094,66,406,0.02953,0.07236
1999,5th Quintile,Urban regions,Comp. time,0.15304,351,849,0.12881,0.17727
1999,5th Quintile,Urban regions,Some of both,0.07601,180,849,0.05817,0.09385
1999,5th Quintile,Urban regions,Paid,0.02784,68,849,0.01677,0.03891
1999,5th Quintile,Urban regions,Not compensated,0.11000,250,849,0.08894,0.13106
1999,5th Quintile,Rural regions,Comp. time,0.17149,133,322,0.13026,0.21273
1999,5th Quintile,Rural regions,Some of both,0.08394,71,322,0.05360,0.11427
1999,5th Quintile,Rural regions,Paid,0.03500,34,322,0.01489,0.05510
1999,5th Quintile,Rural regions,Not compensated,0.08684,84,322,0.05604,0.11765
2000,1st Quintile,Urban regions,Comp. time,0.04759,115,245,0.02088,0.07431
2000,1st Quintile,Urban regions,Some of both,0.02116,51,245,0.00310,0.03922
2000,1st Quintile,Urban regions,Paid,0.02873,79,245,0.00777,0.04969
2000,1st Quintile,Rural regions,Comp. time,0.06630,93,173,0.02912,0.10349
2000,1st Quintile,Rural regions,Some of both,0.03102,42,173,0.00511,0.05692
2000,1st Quintile,Rural regions,Paid,0.02312,38,173,0.00066,0.04558
2000,2nd Quintile,Urban regions,Comp. time,0.08690,217,487,0.06186,0.11195
2000,2nd Quintile,Urban regions,Some of both,0.04326,101,487,0.02518,0.06135
2000,2nd Quintile,Urban regions,Paid,0.04473,112,487,0.02635,0.06311
2000,2nd Quintile,Urban regions,Not compensated,0.02426,57,487,0.01058,0.03794
2000,2nd Quintile,Rural regions,Comp. time,0.11340,169,347,0.07999,0.14682
2000,2nd Quintile,Rural regions,Some of both,0.05271,78,347,0.02916,0.07626
2000,2nd Quintile,Rural regions,Paid,0.04502,66,347,0.02317,0.06686
2000,2nd Quintile,Rural regions,Not compensated,0.02175,34,347,0.00638,0.03711
2000,3rd Quintile,Urban regions,Comp. time,0.14912,301,618,0.12101,0.17723
2000,3rd Quintile,Urban regions,Some of both,0.06289,131,618,0.04373,0.08204
2000,3rd Quintile,Urban regions,Paid,0.05342,121,618,0.03568,0.07116
2000,3rd Quintile,Urban regions,Not compensated,0.03115,65,618,0.01744,0.04486
2000,3rd Quintile,Rural regions,Comp. time,0.14077,234,449,0.10856,0.17298
2000,3rd Quintile,Rural regions,Some of both,0.07912,104,449,0.05412,0.10411
2000,3rd Quintile,Rural regions,Paid,0.04223,62,449,0.02361,0.06086
2000,3rd Quintile,Rural regions,Not compensated,0.03359,49,449,0.01691,0.05028
2000,4th Quintile,Urban regions,Comp. time,0.17285,387,816,0.14689,0.19881
2000,4th Quintile,Urban regions,Some of both,0.08239,187,816,0.06352,0.10127
2000,4th Quintile,Urban regions,Paid,0.05184,118,816,0.03662,0.06706
2000,4th Quintile,Urban regions,Not compensated,0.05053,124,816,0.03549,0.06556
2000,4th Quintile,Rural regions,Comp. time,0.19939,212,415,0.16090,0.23787
2000,4th Quintile,Rural regions,Some of both,0.06563,83,415,0.04178,0.08949
2000,4th Quintile,Rural regions,Paid,0.04463,57,415,0.02474,0.06452
2000,4th Quintile,Rural regions,Not compensated,0.04887,63,415,0.02810,0.06963
2000,5th Quintile,Urban regions,Comp. time,0.17316,378,839,0.14754,0.19878
2000,5th Quintile,Urban regions,Some of both,0.07045,174,839,0.05313,0.08778
2000,5th Quintile,Urban regions,Paid,0.02964,71,839,0.01816,0.04112
2000,5th Quintile,Urban regions,Not compensated,0.10176,216,839,0.08129,0.12223
2000,5th Quintile,Rural regions,Comp. time,0.19434,137,297,0.14926,0.23942
2000,5th Quintile,Rural regions,Some of both,0.06509,51,297,0.03699,0.09319
2000,5th Quintile,Rural regions,Paid,0.03277,33,297,0.01249,0.05305
2000,5th Quintile,Rural regions,Not compensated,0.09212,76,297,0.05918,0.12507
2001,1st Quintile,Urban regions,Comp. time,0.05105,169,445,0.03058,0.07152
2001,1st Quintile,Urban regions,Some of both,0.02922,93,445,0.01355,0.04489
2001,1st Quintile,Urban regions,Paid,0.03390,124,445,0.01707,0.05074
2001,1st Quintile,Urban regions,Not compensated,0.01836,59,445,0.00587,0.03085
2001,1st Quintile,Rural regions,Comp. time,0.05915,120,281,0.03152,0.08679
2001,1st Quintile,Rural regions,Some of both,0.02224,50,281,0.00497,0.03951
2001,1st Quintile,Rural regions,Paid,0.03445,71,281,0.01309,0.05582
2001,1st Quintile,Rural regions,Not compensated,0.01889,40,281,0.00294,0.03483
2001,2nd Quintile,Urban regions,Comp. time,0.10330,347,800,0.08219,0.12440
2001,2nd Quintile,Urban regions,Some of both,0.05541,203,800,0.03955,0.07127
2001,2nd Quintile,Urban regions,Paid,0.05029,178,800,0.03513,0.06544
2001,2nd Quintile,Urban regions,Not compensated,0.01967,72,800,0.01004,0.02929
2001,2nd Quintile,Rural regions,Comp. time,0.10531,245,526,0.07905,0.13156
2001,2nd Quintile,Rural regions,Some of both,0.05447,125,526,0.03506,0.07388
2001,2nd Quintile,Rural regions,Paid,0.03969,96,526,0.02299,0.05639
2001,2nd Quintile,Rural regions,Not compensated,0.02756,60,526,0.01356,0.04157
2001,3rd Quintile,Urban regions,Comp. time,0.13332,471,1046,0.11271,0.15393
2001,3rd Quintile,Urban regions,Some of both,0.06281,245,1046,0.04810,0.07752
2001,3rd Quintile,Urban regions,Paid,0.06038,197,1046,0.04593,0.07482
2001,3rd Quintile,Urban regions,Not compensated,0.03603,133,1046,0.02473,0.04733
2001,3rd Quintile,Rural regions,Comp. time,0.15890,350,692,0.13164,0.18616
2001,3rd Quintile,Rural regions,Some of both,0.07106,150,692,0.05191,0.09022
2001,3rd Quintile,Rural regions,Paid,0.04870,111,692,0.03265,0.06475
2001,3rd Quintile,Rural regions,Not compensated,0.03732,81,692,0.02319,0.05145
2001,4th Quintile,Urban regions,Comp. time,0.16806,609,1267,0.14746,0.18866
2001,4th Quintile,Urban regions,Some of both,0.07836,282,1267,0.06355,0.09316
2001,4th Quintile,Urban regions,Paid,0.05511,189,1267,0.04254,0.06768
2001,4th Quintile,Urban regions,Not compensated,0.04903,187,1267,0.03713,0.06092
2001,4th Quintile,Rural regions,Comp. time,0.19389,372,715,0.16489,0.22289
2001,4th Quintile,Rural regions,Some of both,0.08088,153,715,0.06088,0.10088
2001,4th Quintile,Rural regions,Paid,0.04516,85,715,0.02993,0.06039
2001,4th Quintile,Rural regions,Not compensated,0.05229,105,715,0.03596,0.06861
2001,5th Quintile,Urban regions,Comp. time,0.15173,607,1461,0.13333,0.17014
2001,5th Quintile,Urban regions,Some of both,0.07737,304,1461,0.06366,0.09107
2001,5th Quintile,Urban regions,Paid,0.03214,132,1461,0.02309,0.04119
2001,5th Quintile,Urban regions,Not compensated,0.10081,418,1461,0.08537,0.11625
2001,5th Quintile,Rural regions,Comp. time,0.18637,223,483,0.15161,0.22114
2001,5th Quintile,Rural regions,Some of both,0.07191,99,483,0.04885,0.09498
2001,5th Quintile,Rural regions,Paid,0.03065,45,483,0.01526,0.04603
2001,5th Quintile,Rural regions,Not compensated,0.08721,116,483,0.06202,0.11239
2002,1st Quintile,Urban regions,Comp. time,0.04914,135,331,0.02582,0.07246
2002,1st Quintile,Urban regions,Some of both,0.01789,61,331,0.00359,0.03219
2002,1st Quintile,Urban regions,Paid,0.02969,86,331,0.01138,0.04801
2002,1st Quintile,Urban regions,Not compensated,0.01837,49,331,0.00388,0.03285
2002,1st Quintile,Rural regions,Comp. time,0.05672,108,234,0.02702,0.08642
2002,1st Quintile,Rural regions,Some of both,0.02816,52,234,0.00692,0.04940
2002,1st Quintile,Rural regions,Paid,0.02443,41,234,0.00461,0.04425
2002,1st Quintile,Rural regions,Not compensated,0.01874,33,234,0.00133,0.03616
2002,2nd Quintile,Urban regions,Comp. time,0.07942,250,605,0.05785,0.10098
2002,2nd Quintile,Urban regions,Some of both,0.04469,151,605,0.02821,0.06117
2002,2nd Quintile,Urban regions,Paid,0.04205,139,605,0.02604,0.05806
2002,2nd Quintile,Urban regions,Not compensated,0.02121,65,605,0.00972,0.03270
2002,2nd Quintile,Rural regions,Comp. time,0.10494,215,445,0.07643,0.13345
2002,2nd Quintile,Rural regions,Some of both,0.05346,114,445,0.03253,0.07438
2002,2nd Quintile,Rural regions,Paid,0.03795,73,445,0.02018,0.05573
2002,2nd Quintile,Rural regions,Not compensated,0.02373,43,445,0.00957,0.03789
2002,3rd Quintile,Urban regions,Comp. time,0.12754,403,856,0.10518,0.14990
2002,3rd Quintile,Urban regions,Some of both,0.05500,201,856,0.03972,0.07028
2002,3rd Quintile,Urban regions,Paid,0.04555,148,856,0.03158,0.05953
2002,3rd Quintile,Urban regions,Not compensated,0.03134,104,856,0.01966,0.04302
2002,3rd Quintile,Rural regions,Comp. time,0.14104,261,521,0.11113,0.17096
2002,3rd Quintile,Rural regions,Some of both,0.07540,136,521,0.05271,0.09810
2002,3rd Quintile,Rural regions,Paid,0.03352,60,521,0.01805,0.04899
2002,3rd Quintile,Rural regions,Not compensated,0.03257,64,521,0.01731,0.04782
2002,4th Quintile,Urban regions,Comp. time,0.17257,559,1124,0.15047,0.19467
2002,4th Quintile,Urban regions,Some of both,0.07413,242,1124,0.05880,0.08945
2002,4th Quintile,Urban regions,Paid,0.04298,133,1124,0.03112,0.05484
2002,4th Quintile,Urban regions,Not compensated,0.05086,190,1124,0.03801,0.06372
2002,4th Quintile,Rural regions,Comp. time,0.18649,365,689,0.15739,0.21560
2002,4th Quintile,Rural regions,Some of both,0.07308,144,689,0.05363,0.09252
2002,4th Quintile,Rural regions,Paid,0.03970,84,689,0.02511,0.05429
2002,4th Quintile,Rural regions,Not compensated,0.04553,96,689,0.02995,0.06110
2002,5th Quintile,Urban regions,Comp. time,0.17585,738,1626,0.15734,0.19436
2002,5th Quintile,Urban regions,Some of both,0.06594,295,1626,0.05388,0.07801
2002,5th Quintile,Urban regions,Paid,0.02597,124,1626,0.01824,0.03371
2002,5th Quintile,Urban regions,Not compensated,0.10265,469,1626,0.08790,0.11741
2002,5th Quintile,Rural regions,Comp. time,0.21490,295,598,0.18195,0.24785
2002,5th Quintile,Rural regions,Some of both,0.08290,119,598,0.06078,0.10502
2002,5th Quintile,Rural regions,Paid,0.02946,55,598,0.01590,0.04303
2002,5th Quintile,Rural regions,Not compensated,0.06781,129,598,0.04764,0.08798
2003,1st Quintile,Urban regions,Comp. time,0.05954,162,353,0.03482,0.08426
2003,1st Quintile,Urban regions,Some of both,0.01870,69,353,0.00455,0.03286
2003,1st Quintile,Urban regions,Paid,0.02437,75,353,0.00826,0.04048
2003,1st Quintile,Urban regions,Not compensated,0.01435,47,353,0.00192,0.02677
2003,1st Quintile,Rural regions,Comp. time,0.06957,109,193,0.03358,0.10556
2003,1st Quintile,Rural regions,Some of both,0.02180,44,193,0.00114,0.04245
2003,1st Quintile,Rural regions,Paid,0.02468,40,193,0.00273,0.04662
2003,2nd Quintile,Urban regions,Comp. time,0.09336,288,611,0.07027,0.11645
2003,2nd Quintile,Urban regions,Some of both,0.04701,139,611,0.03022,0.06381
2003,2nd Quintile,Urban regions,Paid,0.04206,129,611,0.02613,0.05798
2003,2nd Quintile,Urban regions,Not compensated,0.01903,55,611,0.00819,0.02987
2003,2nd Quintile,Rural regions,Comp. time,0.11300,224,429,0.08300,0.14299
2003,2nd Quintile,Rural regions,Some of both,0.04406,100,429,0.02462,0.06351
2003,2nd Quintile,Rural regions,Paid,0.02754,60,429,0.01204,0.04305
2003,2nd Quintile,Rural regions,Not compensated,0.01922,45,429,0.00621,0.03222
2003,3rd Quintile,Urban regions,Comp. time,0.12593,408,846,0.10356,0.14830
2003,3rd Quintile,Urban regions,Some of both,0.05735,202,846,0.04167,0.07303
2003,3rd Quintile,Urban regions,Paid,0.04310,124,846,0.02940,0.05679
2003,3rd Quintile,Urban regions,Not compensated,0.03446,112,846,0.02216,0.04676
2003,3rd Quintile,Rural regions,Comp. time,0.16315,292,553,0.13232,0.19397
2003,3rd Quintile,Rural regions,Some of both,0.06804,117,553,0.04703,0.08904
2003,3rd Quintile,Rural regions,Paid,0.03376,71,553,0.01869,0.04882
2003,3rd Quintile,Rural regions,Not compensated,0.03376,73,553,0.01869,0.04883
2003,4th Quintile,Urban regions,Comp. time,0.17224,612,1201,0.15088,0.19360
2003,4th Quintile,Urban regions,Some of both,0.07726,259,1201,0.06215,0.09237
2003,4th Quintile,Urban regions,Paid,0.04107,140,1201,0.02985,0.05230
2003,4th Quintile,Urban regions,Not compensated,0.05113,190,1201,0.03867,0.06359
2003,4th Quintile,Rural regions,Comp. time,0.21174,380,687,0.18116,0.24231
2003,4th Quintile,Rural regions,Some of both,0.07189,139,687,0.05256,0.09122
2003,4th Quintile,Rural regions,Paid,0.03700,65,687,0.02288,0.05113
2003,4th Quintile,Rural regions,Not compensated,0.04241,103,687,0.02733,0.05749
2003,5th Quintile,Urban regions,Comp. time,0.15999,823,1978,0.14383,0.17615
2003,5th Quintile,Urban regions,Some of both,0.05127,301,1978,0.04155,0.06099
2003,5th Quintile,Urban regions,Paid,0.02656,144,1978,0.01947,0.03364
2003,5th Quintile,Urban regions,Not compensated,0.11344,710,1978,0.09946,0.12742
2003,5th Quintile,Rural regions,Comp. time,0.20924,323,669,0.17839,0.24009
2003,5th Quintile,Rural regions,Some of both,0.06210,116,669,0.04380,0.08040
2003,5th Quintile,Rural regions,Paid,0.03188,49,669,0.01856,0.04521
2003,5th Quintile,Rural regions,Not compensated,0.08110,181,669,0.06040,0.10181
2004,1st Quintile,Urban regions,Comp. time,0.04486,118,315,0.02196,0.06775
2004,1st Quintile,Urban regions,Some of both,0.01737,54,315,0.00292,0.03182
2004,1st Quintile,Urban regions,Paid,0.03569,97,315,0.01517,0.05621
2004,1st Quintile,Urban regions,Not compensated,0.01453,46,315,0.00129,0.02777
2004,1st Quintile,Rural regions,Comp. time,0.05726,99,178,0.02303,0.09148
2004,1st Quintile,Rural regions,Some of both,0.02450,41,178,0.00172,0.04727
2004,1st Quintile,Rural regions,Not compensated,0.02321,38,178,0.00103,0.04540
2004,2nd Quintile,Urban regions,Comp. time,0.08972,281,607,0.06696,0.11247
2004,2nd Quintile,Urban regions,Some of both,0.04742,143,607,0.03050,0.06434
2004,2nd Quintile,Urban regions,Paid,0.03627,107,607,0.02139,0.05116
2004,2nd Quintile,Urban regions,Not compensated,0.02795,76,607,0.01483,0.04107
2004,2nd Quintile,Rural regions,Comp. time,0.11112,189,376,0.07931,0.14293
2004,2nd Quintile,Rural regions,Some of both,0.04669,95,376,0.02534,0.06805
2004,2nd Quintile,Rural regions,Paid,0.02095,51,376,0.00646,0.03545
2004,2nd Quintile,Rural regions,Not compensated,0.02501,41,376,0.00920,0.04081
2004,3rd Quintile,Urban regions,Comp. time,0.13032,409,789,0.10682,0.15383
2004,3rd Quintile,Urban regions,Some of both,0.04749,167,789,0.03264,0.06234
2004,3rd Quintile,Urban regions,Paid,0.03910,102,789,0.02557,0.05263
2004,3rd Quintile,Urban regions,Not compensated,0.03719,111,789,0.02397,0.05040
2004,3rd Quintile,Rural regions,Comp. time,0.16042,299,553,0.12980,0.19103
2004,3rd Quintile,Rural regions,Some of both,0.07219,134,553,0.05060,0.09378
2004,3rd Quintile,Rural regions,Paid,0.03498,57,553,0.01965,0.05030
2004,3rd Quintile,Rural regions,Not compensated,0.03003,63,553,0.01579,0.04426
2004,4th Quintile,Urban regions,Comp. time,0.18910,619,1145,0.16641,0.21180
2004,4th Quintile,Urban regions,Some of both,0.06779,225,1145,0.05322,0.08236
2004,4th Quintile,Urban regions,Paid,0.03117,112,1145,0.02110,0.04124
2004,4th Quintile,Urban regions,Not compensated,0.04376,189,1145,0.03191,0.05562
2004,4th Quintile,Rural regions,Comp. time,0.20040,349,639,0.16934,0.23146
2004,4th Quintile,Rural regions,Some of both,0.06274,124,639,0.04392,0.08156
2004,4th Quintile,Rural regions,Paid,0.02809,65,639,0.01527,0.04092
2004,4th Quintile,Rural regions,Not compensated,0.04525,101,639,0.02912,0.06138
2004,5th Quintile,Urban regions,Comp. time,0.16088,808,1962,0.14462,0.17714
2004,5th Quintile,Urban regions,Some of both,0.05628,289,1962,0.04608,0.06648
2004,5th Quintile,Urban regions,Paid,0.03013,136,1962,0.02257,0.03770
2004,5th Quintile,Urban regions,Not compensated,0.13148,729,1962,0.11652,0.14643
2004,5th Quintile,Rural regions,Comp. time,0.18230,313,693,0.15354,0.21107
