year,age_gr,quintil_oecd,pli0097_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,66 and older,1st Quintile,Never,0.93921,341,341,0.91381,0.96461
1999,66 and older,2nd Quintile,Never,0.89359,408,408,0.86364,0.92355
1999,66 and older,3rd Quintile,Never,0.89955,377,377,0.86916,0.92993
1999,66 and older,4th Quintile,Never,0.86309,249,249,0.82031,0.90587
1999,66 and older,5th Quintile,Never,0.83307,230,230,0.78477,0.88137
2001,17-29 y.,1st Quintile,Seldom,0.03697,42,971,0.02510,0.04885
2001,17-29 y.,1st Quintile,Never,0.93665,929,971,0.92132,0.95198
2001,17-29 y.,2nd Quintile,Seldom,0.05187,38,889,0.03729,0.06646
2001,17-29 y.,2nd Quintile,Never,0.93403,851,889,0.91771,0.95036
2001,17-29 y.,3rd Quintile,Seldom,0.04000,36,827,0.02664,0.05336
2001,17-29 y.,3rd Quintile,Never,0.94753,791,827,0.93233,0.96274
2001,17-29 y.,4th Quintile,Seldom,0.06201,52,792,0.04520,0.07882
2001,17-29 y.,4th Quintile,Never,0.91687,740,792,0.89763,0.93611
2001,17-29 y.,5th Quintile,Seldom,0.06848,36,542,0.04720,0.08976
2001,17-29 y.,5th Quintile,Never,0.89404,506,542,0.86810,0.91997
2001,30-45 y.,1st Quintile,Seldom,0.04721,50,1196,0.03518,0.05923
2001,30-45 y.,1st Quintile,Never,0.92708,1146,1196,0.91234,0.94182
2001,30-45 y.,2nd Quintile,Seldom,0.05464,80,1482,0.04307,0.06622
2001,30-45 y.,2nd Quintile,Never,0.91093,1402,1482,0.89642,0.92544
2001,30-45 y.,3rd Quintile,At least once per month,0.02109,35,1548,0.01393,0.02825
2001,30-45 y.,3rd Quintile,Seldom,0.05916,97,1548,0.04740,0.07092
2001,30-45 y.,3rd Quintile,Never,0.90043,1416,1548,0.88551,0.91535
2001,30-45 y.,4th Quintile,Seldom,0.07406,120,1491,0.06076,0.08735
2001,30-45 y.,4th Quintile,Never,0.89295,1371,1491,0.87725,0.90865
2001,30-45 y.,5th Quintile,Seldom,0.06598,112,1401,0.05297,0.07898
2001,30-45 y.,5th Quintile,Never,0.89229,1289,1401,0.87605,0.90853
2001,46-65 y.,1st Quintile,Seldom,0.04418,39,915,0.03086,0.05750
2001,46-65 y.,1st Quintile,Never,0.92855,876,915,0.91186,0.94525
2001,46-65 y.,2nd Quintile,Seldom,0.05248,63,1077,0.03916,0.06580
2001,46-65 y.,2nd Quintile,Never,0.90972,1014,1077,0.89260,0.92685
2001,46-65 y.,3rd Quintile,At least once per month,0.01974,31,1361,0.01235,0.02714
2001,46-65 y.,3rd Quintile,Seldom,0.05712,86,1361,0.04479,0.06946
2001,46-65 y.,3rd Quintile,Never,0.89879,1244,1361,0.88276,0.91482
2001,46-65 y.,4th Quintile,At least once per month,0.02312,45,1617,0.01579,0.03045
2001,46-65 y.,4th Quintile,Seldom,0.08585,137,1617,0.07219,0.09951
2001,46-65 y.,4th Quintile,Never,0.86581,1435,1617,0.84919,0.88243
2001,46-65 y.,5th Quintile,At least once per week,0.02731,55,1934,0.02004,0.03457
2001,46-65 y.,5th Quintile,At least once per month,0.02993,55,1934,0.02233,0.03752
2001,46-65 y.,5th Quintile,Seldom,0.10801,219,1934,0.09417,0.12185
2001,46-65 y.,5th Quintile,Never,0.80942,1605,1934,0.79191,0.82693
2001,66 and older,1st Quintile,Never,0.95004,675,675,0.93359,0.96649
2001,66 and older,2nd Quintile,Seldom,0.04791,43,801,0.03311,0.06271
2001,66 and older,2nd Quintile,Never,0.89238,758,801,0.87091,0.91386
2001,66 and older,3rd Quintile,Never,0.90891,664,664,0.88701,0.93082
2001,66 and older,4th Quintile,Seldom,0.08913,48,562,0.06555,0.11270
2001,66 and older,4th Quintile,Never,0.86651,514,562,0.83837,0.89465
2001,66 and older,5th Quintile,Seldom,0.08694,46,493,0.06204,0.11184
2001,66 and older,5th Quintile,Never,0.83119,447,493,0.79809,0.86429
2003,17-29 y.,1st Quintile,Seldom,0.07233,64,847,0.05488,0.08979
2003,17-29 y.,1st Quintile,Never,0.89902,783,847,0.87872,0.91932
2003,17-29 y.,2nd Quintile,Seldom,0.06439,46,753,0.04685,0.08194
2003,17-29 y.,2nd Quintile,Never,0.90987,707,753,0.88941,0.93034
2003,17-29 y.,3rd Quintile,Seldom,0.07723,55,746,0.05806,0.09640
2003,17-29 y.,3rd Quintile,Never,0.90437,691,746,0.88325,0.92549
2003,17-29 y.,4th Quintile,Seldom,0.08780,60,773,0.06784,0.10776
2003,17-29 y.,4th Quintile,Never,0.88545,713,773,0.86299,0.90792
2003,17-29 y.,5th Quintile,Seldom,0.08624,67,792,0.06668,0.10580
2003,17-29 y.,5th Quintile,Never,0.87639,725,792,0.85346,0.89933
2003,30-45 y.,1st Quintile,Seldom,0.06848,60,940,0.05233,0.08464
2003,30-45 y.,1st Quintile,Never,0.91030,880,940,0.89203,0.92858
2003,30-45 y.,2nd Quintile,Seldom,0.08942,99,1238,0.07352,0.10532
2003,30-45 y.,2nd Quintile,Never,0.89635,1139,1238,0.87936,0.91333
2003,30-45 y.,3rd Quintile,Seldom,0.09670,130,1334,0.08084,0.11257
2003,30-45 y.,3rd Quintile,Never,0.87376,1204,1334,0.85593,0.89159
2003,30-45 y.,4th Quintile,Seldom,0.09105,140,1438,0.07618,0.10593
2003,30-45 y.,4th Quintile,Never,0.87423,1298,1438,0.85708,0.89137
2003,30-45 y.,5th Quintile,At least once per month,0.02049,45,1824,0.01399,0.02700
2003,30-45 y.,5th Quintile,Seldom,0.10792,200,1824,0.09367,0.12216
2003,30-45 y.,5th Quintile,Never,0.85348,1579,1824,0.83725,0.86972
2003,46-65 y.,1st Quintile,Seldom,0.05249,37,867,0.03763,0.06734
2003,46-65 y.,1st Quintile,Never,0.92261,830,867,0.90482,0.94041
2003,46-65 y.,2nd Quintile,Seldom,0.05797,56,938,0.04301,0.07294
2003,46-65 y.,2nd Quintile,Never,0.90822,882,938,0.88973,0.92670
2003,46-65 y.,3rd Quintile,At least once per month,0.02276,34,1216,0.01437,0.03114
2003,46-65 y.,3rd Quintile,Seldom,0.10473,124,1216,0.08752,0.12195
2003,46-65 y.,3rd Quintile,Never,0.85487,1058,1216,0.83506,0.87467
2003,46-65 y.,4th Quintile,At least once per month,0.02887,48,1540,0.02050,0.03724
2003,46-65 y.,4th Quintile,Seldom,0.10776,187,1540,0.09227,0.12325
2003,46-65 y.,4th Quintile,Never,0.84478,1305,1540,0.82668,0.86287
2003,46-65 y.,5th Quintile,At least once per week,0.01973,78,2894,0.01466,0.02480
2003,46-65 y.,5th Quintile,At least once per month,0.03133,109,2894,0.02498,0.03768
2003,46-65 y.,5th Quintile,Seldom,0.14683,404,2894,0.13393,0.15973
2003,46-65 y.,5th Quintile,Never,0.79683,2303,2894,0.78216,0.81149
2003,66 and older,1st Quintile,Never,0.93938,652,652,0.92105,0.95771
2003,66 and older,2nd Quintile,Seldom,0.04932,40,854,0.03479,0.06385
2003,66 and older,2nd Quintile,Never,0.92518,814,854,0.90752,0.94284
2003,66 and older,3rd Quintile,Seldom,0.06686,52,734,0.04878,0.08494
2003,66 and older,3rd Quintile,Never,0.88993,682,734,0.86728,0.91259
2003,66 and older,4th Quintile,Seldom,0.09493,55,533,0.07002,0.11984
2003,66 and older,4th Quintile,Never,0.84782,478,533,0.81730,0.87834
2003,66 and older,5th Quintile,Seldom,0.14146,89,693,0.11549,0.16742
2003,66 and older,5th Quintile,Never,0.79897,604,693,0.76911,0.82883
2005,17-29 y.,1st Quintile,Seldom,0.06282,50,905,0.04700,0.07863
2005,17-29 y.,1st Quintile,Never,0.92961,855,905,0.91294,0.94629
2005,17-29 y.,2nd Quintile,Never,0.93340,694,694,0.91483,0.95196
2005,17-29 y.,3rd Quintile,Seldom,0.05795,36,685,0.04044,0.07546
2005,17-29 y.,3rd Quintile,Never,0.92488,649,685,0.90513,0.94464
2005,17-29 y.,4th Quintile,Seldom,0.09016,53,710,0.06908,0.11124
2005,17-29 y.,4th Quintile,Never,0.89986,657,710,0.87776,0.92196
2005,17-29 y.,5th Quintile,Seldom,0.05482,49,732,0.03832,0.07133
2005,17-29 y.,5th Quintile,Never,0.89528,683,732,0.87308,0.91748
2005,30-45 y.,1st Quintile,Seldom,0.06860,51,863,0.05173,0.08548
2005,30-45 y.,1st Quintile,Never,0.91179,812,863,0.89286,0.93073
2005,30-45 y.,2nd Quintile,Seldom,0.05435,58,1024,0.04046,0.06825
2005,30-45 y.,2nd Quintile,Never,0.91779,966,1024,0.90095,0.93462
2005,30-45 y.,3rd Quintile,Seldom,0.05895,66,1140,0.04527,0.07263
2005,30-45 y.,3rd Quintile,Never,0.91306,1074,1140,0.89670,0.92943
2005,30-45 y.,4th Quintile,Seldom,0.08506,119,1314,0.06997,0.10015
2005,30-45 y.,4th Quintile,Never,0.88759,1195,1314,0.87050,0.90467
2005,30-45 y.,5th Quintile,Seldom,0.06383,120,1605,0.05187,0.07579
2005,30-45 y.,5th Quintile,Never,0.90597,1485,1605,0.89169,0.92026
2005,46-65 y.,1st Quintile,Seldom,0.03949,31,759,0.02563,0.05336
2005,46-65 y.,1st Quintile,Never,0.92465,728,759,0.90586,0.94344
2005,46-65 y.,2nd Quintile,Seldom,0.05712,48,945,0.04232,0.07193
2005,46-65 y.,2nd Quintile,Never,0.90561,897,945,0.88696,0.92426
2005,46-65 y.,3rd Quintile,Seldom,0.09214,104,1064,0.07476,0.10953
2005,46-65 y.,3rd Quintile,Never,0.86297,960,1064,0.84230,0.88365
2005,46-65 y.,4th Quintile,At least once per month,0.02924,44,1408,0.02044,0.03805
2005,46-65 y.,4th Quintile,Seldom,0.08437,136,1408,0.06985,0.09890
2005,46-65 y.,4th Quintile,Never,0.86033,1228,1408,0.84222,0.87844
2005,46-65 y.,5th Quintile,At least once per week,0.02891,83,2682,0.02257,0.03526
2005,46-65 y.,5th Quintile,At least once per month,0.02784,74,2682,0.02161,0.03407
2005,46-65 y.,5th Quintile,Seldom,0.10160,298,2682,0.09016,0.11303
2005,46-65 y.,5th Quintile,Never,0.82840,2227,2682,0.81413,0.84267
2005,66 and older,1st Quintile,Never,0.92487,555,555,0.90292,0.94682
2005,66 and older,2nd Quintile,Seldom,0.04621,49,907,0.03254,0.05988
2005,66 and older,2nd Quintile,Never,0.92265,858,907,0.90525,0.94004
2005,66 and older,3rd Quintile,Seldom,0.07184,53,737,0.05318,0.09049
2005,66 and older,3rd Quintile,Never,0.89240,684,737,0.87002,0.91479
2005,66 and older,4th Quintile,Seldom,0.05825,50,644,0.04014,0.07635
2005,66 and older,4th Quintile,Never,0.86889,594,644,0.84280,0.89497
2005,66 and older,5th Quintile,At least once per month,0.04457,45,744,0.02973,0.05940
2005,66 and older,5th Quintile,Seldom,0.11207,77,744,0.08939,0.13476
2005,66 and older,5th Quintile,Never,0.79409,622,744,0.76502,0.82317
2007,17-29 y.,1st Quintile,Never,0.87225,808,808,0.84922,0.89528
2007,17-29 y.,2nd Quintile,Never,0.84243,617,617,0.81366,0.87120
2007,17-29 y.,3rd Quintile,Never,0.87187,599,599,0.84508,0.89866
2007,17-29 y.,4th Quintile,Never,0.88161,626,626,0.85629,0.90694
2007,17-29 y.,5th Quintile,Never,0.86055,548,548,0.83152,0.88958
2007,30-45 y.,1st Quintile,Never,0.94983,732,732,0.93401,0.96566
2007,30-45 y.,2nd Quintile,Seldom,0.03886,33,1014,0.02696,0.05076
2007,30-45 y.,2nd Quintile,Never,0.93125,981,1014,0.91566,0.94683
2007,30-45 y.,3rd Quintile,Seldom,0.05120,60,1104,0.03820,0.06421
2007,30-45 y.,3rd Quintile,Never,0.93462,1044,1104,0.92003,0.94921
2007,30-45 y.,4th Quintile,Seldom,0.06894,73,1269,0.05500,0.08289
2007,30-45 y.,4th Quintile,Never,0.90497,1196,1269,0.88883,0.92111
2007,30-45 y.,5th Quintile,Seldom,0.05148,85,1435,0.04004,0.06291
2007,30-45 y.,5th Quintile,Never,0.91688,1350,1435,0.90260,0.93117
2007,46-65 y.,1st Quintile,Never,0.93296,806,806,0.91569,0.95024
2007,46-65 y.,2nd Quintile,Seldom,0.03859,39,853,0.02566,0.05153
2007,46-65 y.,2nd Quintile,Never,0.93782,814,853,0.92161,0.95404
2007,46-65 y.,3rd Quintile,Seldom,0.07520,93,1088,0.05952,0.09088
2007,46-65 y.,3rd Quintile,Never,0.88997,995,1088,0.87137,0.90858
2007,46-65 y.,4th Quintile,Seldom,0.07363,123,1482,0.06033,0.08693
2007,46-65 y.,4th Quintile,Never,0.87834,1359,1482,0.86169,0.89499
2007,46-65 y.,5th Quintile,At least once per week,0.01902,57,2612,0.01378,0.02426
2007,46-65 y.,5th Quintile,At least once per month,0.02524,71,2612,0.01922,0.03126
2007,46-65 y.,5th Quintile,Seldom,0.08584,259,2612,0.07510,0.09659
2007,46-65 y.,5th Quintile,Never,0.84305,2225,2612,0.82909,0.85700
2007,66 and older,1st Quintile,Never,0.95002,687,687,0.93371,0.96633
2007,66 and older,2nd Quintile,Seldom,0.03501,36,957,0.02336,0.04666
2007,66 and older,2nd Quintile,Never,0.91789,921,957,0.90048,0.93529
2007,66 and older,3rd Quintile,Seldom,0.03659,43,910,0.02438,0.04879
2007,66 and older,3rd Quintile,Never,0.91928,867,910,0.90157,0.93699
2007,66 and older,4th Quintile,Seldom,0.06049,51,772,0.04366,0.07731
2007,66 and older,4th Quintile,Never,0.89508,721,772,0.87345,0.91671
2007,66 and older,5th Quintile,At least once per month,0.02915,32,837,0.01775,0.04055
2007,66 and older,5th Quintile,Seldom,0.09798,84,837,0.07783,0.11814
2007,66 and older,5th Quintile,Never,0.83375,721,837,0.80851,0.85899
2008,17-29 y.,1st Quintile,Seldom,0.04944,34,769,0.03411,0.06477
2008,17-29 y.,1st Quintile,Never,0.85540,735,769,0.83052,0.88027
2008,17-29 y.,2nd Quintile,Never,0.85863,540,540,0.82922,0.88804
2008,17-29 y.,3rd Quintile,Seldom,0.04830,35,629,0.03153,0.06506
2008,17-29 y.,3rd Quintile,Never,0.88023,594,629,0.85483,0.90562
2008,17-29 y.,4th Quintile,Seldom,0.09500,48,589,0.07130,0.11870
2008,17-29 y.,4th Quintile,Never,0.81464,541,589,0.78323,0.84604
2008,17-29 y.,5th Quintile,Never,0.87918,514,514,0.85097,0.90738
2008,30-45 y.,1st Quintile,Seldom,0.05863,40,714,0.04139,0.07588
2008,30-45 y.,1st Quintile,Never,0.92699,674,714,0.90790,0.94609
2008,30-45 y.,2nd Quintile,Seldom,0.06150,54,904,0.04583,0.07717
2008,30-45 y.,2nd Quintile,Never,0.92777,850,904,0.91089,0.94466
2008,30-45 y.,3rd Quintile,Seldom,0.07606,78,1062,0.06011,0.09202
2008,30-45 y.,3rd Quintile,Never,0.90306,984,1062,0.88525,0.92086
2008,30-45 y.,4th Quintile,Seldom,0.07809,81,1108,0.06228,0.09389
2008,30-45 y.,4th Quintile,Never,0.90160,1027,1108,0.88405,0.91914
2008,30-45 y.,5th Quintile,Seldom,0.06801,101,1263,0.05412,0.08190
2008,30-45 y.,5th Quintile,Never,0.90925,1162,1263,0.89341,0.92510
2008,46-65 y.,1st Quintile,Seldom,0.04703,36,783,0.03219,0.06187
2008,46-65 y.,1st Quintile,Never,0.92817,747,783,0.91007,0.94626
2008,46-65 y.,2nd Quintile,Seldom,0.05915,58,803,0.04282,0.07547
2008,46-65 y.,2nd Quintile,Never,0.90956,745,803,0.88971,0.92941
2008,46-65 y.,3rd Quintile,Seldom,0.07500,104,1071,0.05921,0.09078
2008,46-65 y.,3rd Quintile,Never,0.89233,967,1071,0.87375,0.91090
2008,46-65 y.,4th Quintile,At least once per month,0.01797,36,1456,0.01114,0.02479
2008,46-65 y.,4th Quintile,Seldom,0.08110,139,1456,0.06707,0.09513
2008,46-65 y.,4th Quintile,Never,0.88355,1281,1456,0.86706,0.90003
2008,46-65 y.,5th Quintile,At least once per week,0.02374,68,2466,0.01773,0.02975
2008,46-65 y.,5th Quintile,At least once per month,0.02599,85,2466,0.01971,0.03227
2008,46-65 y.,5th Quintile,Seldom,0.11200,301,2466,0.09955,0.12445
2008,46-65 y.,5th Quintile,Never,0.83551,2012,2466,0.82088,0.85015
2008,66 and older,1st Quintile,Never,0.93298,667,667,0.91399,0.95198
2008,66 and older,2nd Quintile,Seldom,0.04274,50,1005,0.03023,0.05525
2008,66 and older,2nd Quintile,Never,0.92781,955,1005,0.91180,0.94382
2008,66 and older,3rd Quintile,Seldom,0.06972,67,889,0.05297,0.08647
2008,66 and older,3rd Quintile,Never,0.87716,822,889,0.85557,0.89875
2008,66 and older,4th Quintile,Seldom,0.08897,63,680,0.06756,0.11039
2008,66 and older,4th Quintile,Never,0.87407,617,680,0.84912,0.89903
2008,66 and older,5th Quintile,At least once per month,0.03988,39,865,0.02684,0.05293
2008,66 and older,5th Quintile,Seldom,0.14952,113,865,0.12574,0.17330
2008,66 and older,5th Quintile,Never,0.77901,713,865,0.75134,0.80668
2009,17-29 y.,1st Quintile,Seldom,0.03374,34,704,0.02039,0.04708
2009,17-29 y.,1st Quintile,Never,0.88422,670,704,0.86057,0.90787
2009,17-29 y.,2nd Quintile,Never,0.83194,455,455,0.79754,0.86633
2009,17-29 y.,3rd Quintile,Never,0.88203,522,522,0.85433,0.90973
2009,17-29 y.,4th Quintile,Seldom,0.05867,42,573,0.03941,0.07793
2009,17-29 y.,4th Quintile,Never,0.86588,531,573,0.83795,0.89380
2009,17-29 y.,5th Quintile,Never,0.85807,466,466,0.82635,0.88979
2009,30-45 y.,1st Quintile,Never,0.94861,623,623,0.93126,0.96596
2009,30-45 y.,2nd Quintile,Seldom,0.04660,37,827,0.03222,0.06097
2009,30-45 y.,2nd Quintile,Never,0.93787,790,827,0.92141,0.95433
2009,30-45 y.,3rd Quintile,Seldom,0.06274,47,942,0.04724,0.07823
2009,30-45 y.,3rd Quintile,Never,0.90278,895,942,0.88385,0.92171
2009,30-45 y.,4th Quintile,Seldom,0.05462,63,1017,0.04065,0.06860
2009,30-45 y.,4th Quintile,Never,0.91806,954,1017,0.90119,0.93492
2009,30-45 y.,5th Quintile,Seldom,0.05414,67,1141,0.04100,0.06727
2009,30-45 y.,5th Quintile,Never,0.92851,1074,1141,0.91355,0.94346
2009,46-65 y.,1st Quintile,Never,0.96512,757,757,0.95204,0.97820
2009,46-65 y.,2nd Quintile,Seldom,0.04065,38,757,0.02657,0.05472
2009,46-65 y.,2nd Quintile,Never,0.91919,719,757,0.89976,0.93862
2009,46-65 y.,3rd Quintile,Seldom,0.06132,69,1017,0.04657,0.07607
2009,46-65 y.,3rd Quintile,Never,0.90271,948,1017,0.88449,0.92093
2009,46-65 y.,4th Quintile,At least once per month,0.01755,31,1379,0.01062,0.02449
2009,46-65 y.,4th Quintile,Seldom,0.09476,134,1379,0.07930,0.11023
2009,46-65 y.,4th Quintile,Never,0.86982,1214,1379,0.85205,0.88758
2009,46-65 y.,5th Quintile,At least once per week,0.02156,56,2273,0.01559,0.02753
2009,46-65 y.,5th Quintile,At least once per month,0.02332,74,2273,0.01712,0.02953
2009,46-65 y.,5th Quintile,Seldom,0.10578,216,2273,0.09314,0.11843
2009,46-65 y.,5th Quintile,Never,0.83648,1927,2273,0.82127,0.85169
2009,66 and older,1st Quintile,Never,0.91658,679,679,0.89576,0.93739
2009,66 and older,2nd Quintile,Seldom,0.03233,33,1023,0.02149,0.04318
2009,66 and older,2nd Quintile,Never,0.93865,990,1023,0.92393,0.95336
2009,66 and older,3rd Quintile,Seldom,0.03828,45,834,0.02525,0.05131
2009,66 and older,3rd Quintile,Never,0.93022,789,834,0.91292,0.94752
2009,66 and older,4th Quintile,Seldom,0.09200,57,670,0.07009,0.11390
2009,66 and older,4th Quintile,Never,0.87252,613,670,0.84725,0.89779
2009,66 and older,5th Quintile,Seldom,0.10085,72,775,0.07963,0.12206
2009,66 and older,5th Quintile,Never,0.81376,703,775,0.78634,0.84119
2011,17-29 y.,1st Quintile,Seldom,0.05352,45,1059,0.03996,0.06708
2011,17-29 y.,1st Quintile,Never,0.86842,1014,1059,0.84805,0.88879
2011,17-29 y.,2nd Quintile,Never,0.82881,696,696,0.80081,0.85682
2011,17-29 y.,3rd Quintile,Seldom,0.06048,32,590,0.04123,0.07973
2011,17-29 y.,3rd Quintile,Never,0.84548,558,590,0.81629,0.87467
2011,17-29 y.,4th Quintile,Never,0.86968,477,477,0.83943,0.89992
2011,17-29 y.,5th Quintile,Seldom,0.14080,38,417,0.10738,0.17422
2011,17-29 y.,5th Quintile,Never,0.77754,379,417,0.73758,0.81751
2011,30-45 y.,1st Quintile,Seldom,0.04562,54,1650,0.03555,0.05569
2011,30-45 y.,1st Quintile,Never,0.94499,1596,1650,0.93398,0.95599
2011,30-45 y.,2nd Quintile,Seldom,0.05864,95,1712,0.04750,0.06977
2011,30-45 y.,2nd Quintile,Never,0.92320,1617,1712,0.91058,0.93581
2011,30-45 y.,3rd Quintile,Seldom,0.05322,79,1475,0.04176,0.06468
2011,30-45 y.,3rd Quintile,Never,0.92134,1396,1475,0.90760,0.93509
2011,30-45 y.,4th Quintile,Seldom,0.06042,86,1427,0.04805,0.07278
2011,30-45 y.,4th Quintile,Never,0.90852,1341,1427,0.89355,0.92348
2011,30-45 y.,5th Quintile,Seldom,0.06786,90,1393,0.05464,0.08107
2011,30-45 y.,5th Quintile,Never,0.91637,1303,1393,0.90183,0.93092
2011,46-65 y.,1st Quintile,Seldom,0.04015,49,1067,0.02837,0.05194
2011,46-65 y.,1st Quintile,Never,0.94198,1018,1067,0.92794,0.95601
2011,46-65 y.,2nd Quintile,Seldom,0.04939,66,985,0.03585,0.06293
2011,46-65 y.,2nd Quintile,Never,0.92977,919,985,0.91380,0.94573
2011,46-65 y.,3rd Quintile,Seldom,0.09031,100,1152,0.07375,0.10687
2011,46-65 y.,3rd Quintile,Never,0.87663,1052,1152,0.85763,0.89563
2011,46-65 y.,4th Quintile,At least once per month,0.02025,31,1410,0.01290,0.02761
2011,46-65 y.,4th Quintile,Seldom,0.07630,121,1410,0.06244,0.09017
2011,46-65 y.,4th Quintile,Never,0.89276,1258,1410,0.87660,0.90891
2011,46-65 y.,5th Quintile,At least once per week,0.01939,53,2151,0.01356,0.02522
2011,46-65 y.,5th Quintile,At least once per month,0.02223,58,2151,0.01599,0.02846
2011,46-65 y.,5th Quintile,Seldom,0.10220,243,2151,0.08940,0.11501
2011,46-65 y.,5th Quintile,Never,0.84725,1797,2151,0.83205,0.86246
2011,66 and older,1st Quintile,Never,0.92559,647,647,0.90536,0.94583
2011,66 and older,2nd Quintile,Seldom,0.04989,43,913,0.03576,0.06402
2011,66 and older,2nd Quintile,Never,0.90028,870,913,0.88083,0.91972
2011,66 and older,3rd Quintile,Seldom,0.07290,58,766,0.05448,0.09132
2011,66 and older,3rd Quintile,Never,0.90178,708,766,0.88068,0.92287
2011,66 and older,4th Quintile,Seldom,0.08488,57,586,0.06229,0.10746
2011,66 and older,4th Quintile,Never,0.85946,529,586,0.83129,0.88762
2011,66 and older,5th Quintile,At least once per month,0.03107,35,754,0.01868,0.04347
2011,66 and older,5th Quintile,Seldom,0.10347,74,754,0.08172,0.12523
2011,66 and older,5th Quintile,Never,0.80552,645,754,0.77724,0.83379
2013,17-29 y.,1st Quintile,Seldom,0.10354,89,1089,0.08543,0.12164
2013,17-29 y.,1st Quintile,Never,0.75776,1000,1089,0.73230,0.78322
2013,17-29 y.,2nd Quintile,Seldom,0.08182,56,767,0.06241,0.10123
2013,17-29 y.,2nd Quintile,Never,0.76314,711,767,0.73303,0.79325
2013,17-29 y.,3rd Quintile,Seldom,0.07630,58,650,0.05587,0.09672
2013,17-29 y.,3rd Quintile,Never,0.82401,592,650,0.79472,0.85331
2013,17-29 y.,4th Quintile,Seldom,0.08746,57,555,0.06394,0.11099
2013,17-29 y.,4th Quintile,Never,0.79547,498,555,0.76189,0.82906
2013,17-29 y.,5th Quintile,Seldom,0.08505,42,418,0.05827,0.11182
2013,17-29 y.,5th Quintile,Never,0.75465,376,418,0.71335,0.79595
2013,30-45 y.,1st Quintile,Seldom,0.06508,97,1732,0.05346,0.07670
2013,30-45 y.,1st Quintile,Never,0.87491,1635,1732,0.85933,0.89050
2013,30-45 y.,2nd Quintile,Seldom,0.05322,108,1728,0.04263,0.06381
2013,30-45 y.,2nd Quintile,Never,0.90573,1620,1728,0.89195,0.91951
2013,30-45 y.,3rd Quintile,Seldom,0.06444,100,1526,0.05212,0.07677
2013,30-45 y.,3rd Quintile,Never,0.91067,1426,1526,0.89635,0.92498
2013,30-45 y.,4th Quintile,At least once per month,0.01482,31,1496,0.00869,0.02094
2013,30-45 y.,4th Quintile,Seldom,0.07689,112,1496,0.06339,0.09040
2013,30-45 y.,4th Quintile,Never,0.89218,1353,1496,0.87646,0.90790
2013,30-45 y.,5th Quintile,Seldom,0.07555,95,1323,0.06130,0.08980
2013,30-45 y.,5th Quintile,Never,0.87256,1228,1323,0.85458,0.89054
2013,46-65 y.,1st Quintile,Seldom,0.06288,82,1407,0.05019,0.07557
2013,46-65 y.,1st Quintile,Never,0.90926,1325,1407,0.89424,0.92427
2013,46-65 y.,2nd Quintile,Seldom,0.07300,100,1330,0.05902,0.08699
2013,46-65 y.,2nd Quintile,Never,0.89148,1230,1330,0.87476,0.90820
2013,46-65 y.,3rd Quintile,At least once per month,0.01883,32,1591,0.01215,0.02551
2013,46-65 y.,3rd Quintile,Seldom,0.08564,164,1591,0.07188,0.09939
2013,46-65 y.,3rd Quintile,Never,0.87925,1395,1591,0.86323,0.89527
2013,46-65 y.,4th Quintile,At least once per month,0.02437,47,1869,0.01738,0.03136
2013,46-65 y.,4th Quintile,Seldom,0.08681,185,1869,0.07404,0.09958
2013,46-65 y.,4th Quintile,Never,0.85924,1637,1869,0.84346,0.87501
2013,46-65 y.,5th Quintile,At least once per week,0.02670,85,2638,0.02055,0.03285
2013,46-65 y.,5th Quintile,At least once per month,0.02809,84,2638,0.02178,0.03439
2013,46-65 y.,5th Quintile,Seldom,0.11007,300,2638,0.09812,0.12201
2013,46-65 y.,5th Quintile,Never,0.82846,2169,2638,0.81407,0.84285
2013,66 and older,1st Quintile,Seldom,0.06803,60,804,0.05062,0.08545
2013,66 and older,1st Quintile,Never,0.89580,744,804,0.87467,0.91693
2013,66 and older,2nd Quintile,Seldom,0.06069,77,1179,0.04706,0.07433
2013,66 and older,2nd Quintile,Never,0.90097,1102,1179,0.88391,0.91803
2013,66 and older,3rd Quintile,Seldom,0.08690,98,999,0.06942,0.10437
2013,66 and older,3rd Quintile,Never,0.85960,901,999,0.83805,0.88116
2013,66 and older,4th Quintile,Seldom,0.14731,115,823,0.12308,0.17153
2013,66 and older,4th Quintile,Never,0.80430,708,823,0.77718,0.83142
2013,66 and older,5th Quintile,At least once per month,0.04064,44,946,0.02805,0.05322
2013,66 and older,5th Quintile,Seldom,0.16272,138,946,0.13918,0.18625
2013,66 and older,5th Quintile,Never,0.77084,764,946,0.74404,0.79764
2015,17-29 y.,1st Quintile,Seldom,0.03638,55,1235,0.02594,0.04683
2015,17-29 y.,1st Quintile,Never,0.88915,1180,1235,0.87163,0.90667
2015,17-29 y.,2nd Quintile,Seldom,0.04207,48,853,0.02859,0.05555
2015,17-29 y.,2nd Quintile,Never,0.85396,805,853,0.83025,0.87768
2015,17-29 y.,3rd Quintile,Never,0.86818,714,714,0.84335,0.89301
2015,17-29 y.,4th Quintile,Seldom,0.04947,34,609,0.03223,0.06670
2015,17-29 y.,4th Quintile,Never,0.84812,575,609,0.81959,0.87665
2015,17-29 y.,5th Quintile,Never,0.88841,416,416,0.85812,0.91870
2015,30-45 y.,1st Quintile,Seldom,0.04176,46,1552,0.03181,0.05172
