year,bula_h,pgisced97,pld0043,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,Bavaria,Post-secondary Non-tertiary Level,Sometimes,0.34390,89,271,0.28724,0.40056
2018,Bavaria,Post-secondary Non-tertiary Level,Seldom,0.24259,75,271,0.19146,0.29372
2018,Bavaria,Post-secondary Non-tertiary Level,Never,0.14696,46,271,0.10473,0.18920
2018,Bavaria,First Stage of Tertiary Education,Often,0.19046,43,216,0.13798,0.24295
2018,Bavaria,First Stage of Tertiary Education,Sometimes,0.29885,90,216,0.23766,0.36004
2018,Bavaria,First Stage of Tertiary Education,Seldom,0.32018,83,216,0.25781,0.38254
2018,Bavaria,Second Stage of Tertiary Education,Very often,0.04491,45,987,0.03198,0.05784
2018,Bavaria,Second Stage of Tertiary Education,Often,0.21245,199,987,0.18692,0.23799
2018,Bavaria,Second Stage of Tertiary Education,Sometimes,0.38500,381,987,0.35463,0.41538
2018,Bavaria,Second Stage of Tertiary Education,Seldom,0.26439,278,987,0.23687,0.29192
2018,Bavaria,Second Stage of Tertiary Education,Never,0.09324,84,987,0.07509,0.11139
2018,Berlin,Upper Secondary Level,Often,0.17143,65,334,0.13095,0.21191
2018,Berlin,Upper Secondary Level,Sometimes,0.24462,102,334,0.19845,0.29079
2018,Berlin,Upper Secondary Level,Seldom,0.32505,108,334,0.27475,0.37536
2018,Berlin,Upper Secondary Level,Never,0.22790,59,334,0.18284,0.27295
2018,Berlin,Second Stage of Tertiary Education,Often,0.23267,99,379,0.19008,0.27527
2018,Berlin,Second Stage of Tertiary Education,Sometimes,0.35524,155,379,0.30699,0.40349
2018,Berlin,Second Stage of Tertiary Education,Seldom,0.28950,125,379,0.24378,0.33522
2018,Brandenburg,Lower Secondary Level,Never,0.40123,34,34,0.23400,0.56846
2018,Brandenburg,Upper Secondary Level,Often,0.12111,46,490,0.09219,0.15002
2018,Brandenburg,Upper Secondary Level,Sometimes,0.33323,186,490,0.29145,0.37501
2018,Brandenburg,Upper Secondary Level,Seldom,0.31181,158,490,0.27075,0.35287
2018,Brandenburg,Upper Secondary Level,Never,0.21292,100,490,0.17663,0.24920
2018,Brandenburg,Second Stage of Tertiary Education,Sometimes,0.48344,102,172,0.40853,0.55834
2018,Brandenburg,Second Stage of Tertiary Education,Seldom,0.27140,70,172,0.20475,0.33805
2018,Mecklenburg-Western Pomerania,Upper Secondary Level,Often,0.11356,40,299,0.07754,0.14959
2018,Mecklenburg-Western Pomerania,Upper Secondary Level,Sometimes,0.35293,96,299,0.29867,0.40719
2018,Mecklenburg-Western Pomerania,Upper Secondary Level,Seldom,0.27516,95,299,0.22446,0.32587
2018,Mecklenburg-Western Pomerania,Upper Secondary Level,Never,0.24426,68,299,0.19548,0.29304
2018,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Sometimes,0.35294,56,100,0.25880,0.44707
2018,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Seldom,0.30942,44,100,0.21837,0.40048
2018,Saxony,Lower Secondary Level,Seldom,0.38826,32,67,0.27068,0.50584
2018,Saxony,Lower Secondary Level,Never,0.33462,35,67,0.22078,0.44846
2018,Saxony,Upper Secondary Level,Often,0.11328,91,813,0.09148,0.13508
2018,Saxony,Upper Secondary Level,Sometimes,0.32988,260,813,0.29754,0.36222
2018,Saxony,Upper Secondary Level,Seldom,0.32540,275,813,0.29317,0.35762
2018,Saxony,Upper Secondary Level,Never,0.20741,187,813,0.17952,0.23530
2018,Saxony,Post-secondary Non-tertiary Level,Seldom,0.46403,31,31,0.28558,0.64249
2018,Saxony,First Stage of Tertiary Education,Sometimes,0.36515,33,74,0.25470,0.47560
2018,Saxony,First Stage of Tertiary Education,Seldom,0.28107,41,74,0.17795,0.38419
2018,Saxony,Second Stage of Tertiary Education,Often,0.21230,79,404,0.17238,0.25223
2018,Saxony,Second Stage of Tertiary Education,Sometimes,0.37699,147,404,0.32968,0.42431
2018,Saxony,Second Stage of Tertiary Education,Seldom,0.29840,136,404,0.25373,0.34307
2018,Saxony,Second Stage of Tertiary Education,Never,0.08829,42,404,0.06059,0.11599
2018,Saxony-Anhalt,Upper Secondary Level,Often,0.11283,50,451,0.08360,0.14207
2018,Saxony-Anhalt,Upper Secondary Level,Sometimes,0.31615,143,451,0.27319,0.35912
2018,Saxony-Anhalt,Upper Secondary Level,Seldom,0.35752,159,451,0.31324,0.40180
2018,Saxony-Anhalt,Upper Secondary Level,Never,0.19478,99,451,0.15818,0.23137
2018,Saxony-Anhalt,Second Stage of Tertiary Education,Often,0.16243,39,194,0.11039,0.21447
2018,Saxony-Anhalt,Second Stage of Tertiary Education,Sometimes,0.27938,68,194,0.21608,0.34268
2018,Saxony-Anhalt,Second Stage of Tertiary Education,Seldom,0.43187,87,194,0.36199,0.50176
2018,Thuringa,Upper Secondary Level,Often,0.09286,47,511,0.06767,0.11805
2018,Thuringa,Upper Secondary Level,Sometimes,0.24192,135,511,0.20475,0.27908
2018,Thuringa,Upper Secondary Level,Seldom,0.36886,180,511,0.32698,0.41073
2018,Thuringa,Upper Secondary Level,Never,0.27073,149,511,0.23217,0.30930
2018,Thuringa,Second Stage of Tertiary Education,Often,0.17227,32,190,0.11843,0.22611
2018,Thuringa,Second Stage of Tertiary Education,Sometimes,0.34953,79,190,0.28155,0.41751
2018,Thuringa,Second Stage of Tertiary Education,Seldom,0.39166,79,190,0.32207,0.46125
