year,pgisced97,quintil_oecd,pld0043,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2013,First Stage of Tertiary Education,5th Quintile,Sometimes,0.42548,167,24270,0.42458,0.42639
2013,First Stage of Tertiary Education,5th Quintile,Seldom,0.36514,149,24270,0.36426,0.36602
2013,First Stage of Tertiary Education,5th Quintile,Never,0.08277,31,24270,0.08226,0.08327
2013,Second Stage of Tertiary Education,1st Quintile,Often,0.24343,70,24270,0.24249,0.24438
2013,Second Stage of Tertiary Education,1st Quintile,Sometimes,0.38090,157,24270,0.37983,0.38197
2013,Second Stage of Tertiary Education,1st Quintile,Seldom,0.30133,105,24270,0.30032,0.30234
2013,Second Stage of Tertiary Education,1st Quintile,Never,0.07434,38,24270,0.07376,0.07492
2013,Second Stage of Tertiary Education,2nd Quintile,Often,0.16276,111,24270,0.16207,0.16345
2013,Second Stage of Tertiary Education,2nd Quintile,Sometimes,0.35662,236,24270,0.35572,0.35751
2013,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.33272,173,24270,0.33184,0.33360
2013,Second Stage of Tertiary Education,2nd Quintile,Never,0.14790,67,24270,0.14724,0.14856
2013,Second Stage of Tertiary Education,3rd Quintile,Often,0.21347,171,24270,0.21284,0.21410
2013,Second Stage of Tertiary Education,3rd Quintile,Sometimes,0.39897,332,24270,0.39822,0.39972
2013,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.30665,261,24270,0.30594,0.30736
2013,Second Stage of Tertiary Education,3rd Quintile,Never,0.08091,65,24270,0.08049,0.08133
2013,Second Stage of Tertiary Education,4th Quintile,Very often,0.01732,31,24270,0.01717,0.01747
2013,Second Stage of Tertiary Education,4th Quintile,Often,0.20384,262,24270,0.20338,0.20430
2013,Second Stage of Tertiary Education,4th Quintile,Sometimes,0.39481,552,24270,0.39425,0.39537
2013,Second Stage of Tertiary Education,4th Quintile,Seldom,0.29174,389,24270,0.29122,0.29226
2013,Second Stage of Tertiary Education,4th Quintile,Never,0.09229,106,24270,0.09196,0.09262
2013,Second Stage of Tertiary Education,5th Quintile,Very often,0.03388,90,24270,0.03373,0.03402
2013,Second Stage of Tertiary Education,5th Quintile,Often,0.18700,513,24270,0.18668,0.18731
2013,Second Stage of Tertiary Education,5th Quintile,Sometimes,0.39730,1046,24270,0.39690,0.39770
2013,Second Stage of Tertiary Education,5th Quintile,Seldom,0.32190,807,24270,0.32153,0.32228
2013,Second Stage of Tertiary Education,5th Quintile,Never,0.05992,168,24270,0.05973,0.06011
2018,Pre-primary Level,3rd Quintile,Sometimes,1.00000,32,22927,1.00000,1.00000
2018,Primary Level,1st Quintile,Often,0.15675,33,22927,0.15578,0.15773
2018,Primary Level,1st Quintile,Sometimes,0.21352,64,22927,0.21242,0.21462
2018,Primary Level,1st Quintile,Seldom,0.22959,60,22927,0.22847,0.23072
2018,Primary Level,1st Quintile,Never,0.40013,75,22927,0.39882,0.40144
2018,Primary Level,2nd Quintile,Never,1.00000,31,22927,1.00000,1.00000
2018,Lower Secondary Level,1st Quintile,Very often,0.05215,44,22927,0.05186,0.05245
2018,Lower Secondary Level,1st Quintile,Often,0.10195,123,22927,0.10155,0.10235
2018,Lower Secondary Level,1st Quintile,Sometimes,0.28105,293,22927,0.28046,0.28164
2018,Lower Secondary Level,1st Quintile,Seldom,0.27752,255,22927,0.27693,0.27811
2018,Lower Secondary Level,1st Quintile,Never,0.28733,259,22927,0.28673,0.28792
2018,Lower Secondary Level,2nd Quintile,Often,0.08300,94,22927,0.08262,0.08339
2018,Lower Secondary Level,2nd Quintile,Sometimes,0.32824,216,22927,0.32759,0.32889
2018,Lower Secondary Level,2nd Quintile,Seldom,0.30487,211,22927,0.30423,0.30552
2018,Lower Secondary Level,2nd Quintile,Never,0.28388,170,22927,0.28326,0.28451
2018,Lower Secondary Level,3rd Quintile,Often,0.11546,57,22927,0.11494,0.11598
2018,Lower Secondary Level,3rd Quintile,Sometimes,0.31531,131,22927,0.31455,0.31607
2018,Lower Secondary Level,3rd Quintile,Seldom,0.31965,134,22927,0.31889,0.32042
2018,Lower Secondary Level,3rd Quintile,Never,0.24957,96,22927,0.24887,0.25028
2018,Lower Secondary Level,4th Quintile,Often,0.14388,31,22927,0.14311,0.14466
2018,Lower Secondary Level,4th Quintile,Sometimes,0.36085,85,22927,0.35979,0.36190
2018,Lower Secondary Level,4th Quintile,Seldom,0.32977,78,22927,0.32874,0.33081
2018,Lower Secondary Level,4th Quintile,Never,0.16549,44,22927,0.16468,0.16631
2018,Lower Secondary Level,5th Quintile,Sometimes,0.34069,31,22927,0.33885,0.34253
2018,Lower Secondary Level,5th Quintile,Seldom,0.65931,43,22927,0.65747,0.66115
2018,Upper Secondary Level,1st Quintile,Very often,0.04254,85,22927,0.04238,0.04271
2018,Upper Secondary Level,1st Quintile,Often,0.15106,324,22927,0.15077,0.15136
2018,Upper Secondary Level,1st Quintile,Sometimes,0.28308,659,22927,0.28271,0.28345
2018,Upper Secondary Level,1st Quintile,Seldom,0.26732,597,22927,0.26695,0.26768
2018,Upper Secondary Level,1st Quintile,Never,0.25599,508,22927,0.25564,0.25635
2018,Upper Secondary Level,2nd Quintile,Very often,0.02645,82,22927,0.02633,0.02657
2018,Upper Secondary Level,2nd Quintile,Often,0.12783,370,22927,0.12759,0.12808
2018,Upper Secondary Level,2nd Quintile,Sometimes,0.32149,888,22927,0.32114,0.32183
2018,Upper Secondary Level,2nd Quintile,Seldom,0.30865,858,22927,0.30831,0.30899
2018,Upper Secondary Level,2nd Quintile,Never,0.21558,577,22927,0.21527,0.21588
2018,Upper Secondary Level,3rd Quintile,Very often,0.03214,74,22927,0.03201,0.03227
2018,Upper Secondary Level,3rd Quintile,Often,0.15316,339,22927,0.15289,0.15343
2018,Upper Secondary Level,3rd Quintile,Sometimes,0.32259,800,22927,0.32224,0.32293
2018,Upper Secondary Level,3rd Quintile,Seldom,0.32594,790,22927,0.32559,0.32628
2018,Upper Secondary Level,3rd Quintile,Never,0.16618,367,22927,0.16590,0.16645
2018,Upper Secondary Level,4th Quintile,Very often,0.02686,58,22927,0.02674,0.02698
2018,Upper Secondary Level,4th Quintile,Often,0.16380,331,22927,0.16352,0.16408
2018,Upper Secondary Level,4th Quintile,Sometimes,0.34403,759,22927,0.34368,0.34439
2018,Upper Secondary Level,4th Quintile,Seldom,0.33926,689,22927,0.33891,0.33962
2018,Upper Secondary Level,4th Quintile,Never,0.12605,247,22927,0.12580,0.12630
2018,Upper Secondary Level,5th Quintile,Very often,0.03327,62,22927,0.03311,0.03343
2018,Upper Secondary Level,5th Quintile,Often,0.15728,237,22927,0.15696,0.15761
2018,Upper Secondary Level,5th Quintile,Sometimes,0.37105,571,22927,0.37061,0.37148
2018,Upper Secondary Level,5th Quintile,Seldom,0.30104,507,22927,0.30063,0.30145
2018,Upper Secondary Level,5th Quintile,Never,0.13736,171,22927,0.13705,0.13767
2018,Post-secondary Non-tertiary Level,1st Quintile,Often,0.32044,75,22927,0.31937,0.32152
2018,Post-secondary Non-tertiary Level,1st Quintile,Sometimes,0.30164,106,22927,0.30058,0.30270
2018,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.20243,84,22927,0.20150,0.20336
2018,Post-secondary Non-tertiary Level,1st Quintile,Never,0.17549,59,22927,0.17461,0.17637
2018,Post-secondary Non-tertiary Level,2nd Quintile,Often,0.20970,89,22927,0.20891,0.21049
2018,Post-secondary Non-tertiary Level,2nd Quintile,Sometimes,0.31890,168,22927,0.31799,0.31980
2018,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.30383,122,22927,0.30294,0.30472
2018,Post-secondary Non-tertiary Level,2nd Quintile,Never,0.16757,79,22927,0.16685,0.16830
2018,Post-secondary Non-tertiary Level,3rd Quintile,Often,0.20365,82,22927,0.20291,0.20440
2018,Post-secondary Non-tertiary Level,3rd Quintile,Sometimes,0.45068,197,22927,0.44976,0.45160
2018,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.29330,124,22927,0.29246,0.29414
2018,Post-secondary Non-tertiary Level,3rd Quintile,Never,0.05237,33,22927,0.05195,0.05278
2018,Post-secondary Non-tertiary Level,4th Quintile,Often,0.17022,66,22927,0.16953,0.17092
2018,Post-secondary Non-tertiary Level,4th Quintile,Sometimes,0.37451,162,22927,0.37361,0.37540
2018,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.28630,118,22927,0.28546,0.28714
2018,Post-secondary Non-tertiary Level,4th Quintile,Never,0.16897,55,22927,0.16827,0.16966
2018,Post-secondary Non-tertiary Level,5th Quintile,Often,0.19204,74,22927,0.19125,0.19283
2018,Post-secondary Non-tertiary Level,5th Quintile,Sometimes,0.45096,137,22927,0.44996,0.45196
2018,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.35700,118,22927,0.35604,0.35796
2018,First Stage of Tertiary Education,1st Quintile,Seldom,1.00000,34,22927,1.00000,1.00000
2018,First Stage of Tertiary Education,2nd Quintile,Often,0.12712,39,22927,0.12627,0.12797
2018,First Stage of Tertiary Education,2nd Quintile,Sometimes,0.39391,99,22927,0.39267,0.39515
2018,First Stage of Tertiary Education,2nd Quintile,Seldom,0.32091,86,22927,0.31972,0.32210
2018,First Stage of Tertiary Education,2nd Quintile,Never,0.15806,42,22927,0.15713,0.15898
2018,First Stage of Tertiary Education,3rd Quintile,Often,0.16348,59,22927,0.16271,0.16425
2018,First Stage of Tertiary Education,3rd Quintile,Sometimes,0.38298,105,22927,0.38197,0.38399
2018,First Stage of Tertiary Education,3rd Quintile,Seldom,0.30874,97,22927,0.30778,0.30970
2018,First Stage of Tertiary Education,3rd Quintile,Never,0.14480,38,22927,0.14407,0.14553
2018,First Stage of Tertiary Education,4th Quintile,Often,0.19684,48,22927,0.19609,0.19759
2018,First Stage of Tertiary Education,4th Quintile,Sometimes,0.40040,132,22927,0.39948,0.40133
2018,First Stage of Tertiary Education,4th Quintile,Seldom,0.29276,115,22927,0.29190,0.29362
2018,First Stage of Tertiary Education,4th Quintile,Never,0.11000,38,22927,0.10941,0.11059
2018,First Stage of Tertiary Education,5th Quintile,Often,0.24798,77,22927,0.24719,0.24878
2018,First Stage of Tertiary Education,5th Quintile,Sometimes,0.41736,159,22927,0.41645,0.41826
2018,First Stage of Tertiary Education,5th Quintile,Seldom,0.33466,116,22927,0.33379,0.33553
2018,Second Stage of Tertiary Education,1st Quintile,Often,0.25249,98,22927,0.25174,0.25324
2018,Second Stage of Tertiary Education,1st Quintile,Sometimes,0.35398,186,22927,0.35315,0.35481
2018,Second Stage of Tertiary Education,1st Quintile,Seldom,0.27068,109,22927,0.26991,0.27146
2018,Second Stage of Tertiary Education,1st Quintile,Never,0.12284,56,22927,0.12227,0.12341
2018,Second Stage of Tertiary Education,2nd Quintile,Very often,0.05085,32,22927,0.05049,0.05121
2018,Second Stage of Tertiary Education,2nd Quintile,Often,0.14572,111,22927,0.14514,0.14630
2018,Second Stage of Tertiary Education,2nd Quintile,Sometimes,0.34162,258,22927,0.34084,0.34240
2018,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.32586,208,22927,0.32509,0.32663
2018,Second Stage of Tertiary Education,2nd Quintile,Never,0.13594,101,22927,0.13538,0.13650
2018,Second Stage of Tertiary Education,3rd Quintile,Very often,0.03837,41,22927,0.03813,0.03862
2018,Second Stage of Tertiary Education,3rd Quintile,Often,0.20986,186,22927,0.20933,0.21038
2018,Second Stage of Tertiary Education,3rd Quintile,Sometimes,0.37911,378,22927,0.37848,0.37973
2018,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.29026,282,22927,0.28968,0.29085
2018,Second Stage of Tertiary Education,3rd Quintile,Never,0.08240,87,22927,0.08205,0.08276
2018,Second Stage of Tertiary Education,4th Quintile,Very often,0.03022,54,22927,0.03005,0.03040
2018,Second Stage of Tertiary Education,4th Quintile,Often,0.20733,279,22927,0.20692,0.20775
2018,Second Stage of Tertiary Education,4th Quintile,Sometimes,0.41301,554,22927,0.41251,0.41352
2018,Second Stage of Tertiary Education,4th Quintile,Seldom,0.29728,414,22927,0.29681,0.29775
2018,Second Stage of Tertiary Education,4th Quintile,Never,0.05215,70,22927,0.05192,0.05238
2018,Second Stage of Tertiary Education,5th Quintile,Very often,0.04199,113,22927,0.04184,0.04215
2018,Second Stage of Tertiary Education,5th Quintile,Often,0.22066,542,22927,0.22034,0.22097
2018,Second Stage of Tertiary Education,5th Quintile,Sometimes,0.39853,1018,22927,0.39816,0.39890
2018,Second Stage of Tertiary Education,5th Quintile,Seldom,0.28272,741,22927,0.28237,0.28306
2018,Second Stage of Tertiary Education,5th Quintile,Never,0.05611,137,22927,0.05593,0.05628
