year,bula_h,regtyp,hlf0178_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,North Rhine-Westphalia,Urban regions,Yes,0.83016,3365,3737,0.81812,0.84220
2017,North Rhine-Westphalia,Urban regions,No,0.16984,372,3737,0.15780,0.18188
2017,North Rhine-Westphalia,Rural regions,Yes,0.87190,80,80,0.79820,0.94560
2017,Hesse,Urban regions,Yes,0.84603,911,1007,0.82372,0.86833
2017,Hesse,Urban regions,No,0.15397,96,1007,0.13167,0.17628
2017,Hesse,Rural regions,Yes,0.79415,243,243,0.74321,0.84509
2017,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.78408,705,811,0.75574,0.81241
2017,"Rhineland-Palatinate, Saarland",Urban regions,No,0.21592,106,811,0.18759,0.24426
2017,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.69408,218,256,0.63752,0.75064
2017,"Rhineland-Palatinate, Saarland",Rural regions,No,0.30592,38,256,0.24936,0.36248
2017,Baden-Wuerttemberg,Urban regions,Yes,0.81509,1579,1780,0.79705,0.83313
2017,Baden-Wuerttemberg,Urban regions,No,0.18491,201,1780,0.16687,0.20295
2017,Baden-Wuerttemberg,Rural regions,Yes,0.88295,212,212,0.83957,0.92633
2017,Bavaria,Urban regions,Yes,0.84463,1157,1273,0.82472,0.86454
2017,Bavaria,Urban regions,No,0.15537,116,1273,0.13546,0.17528
2017,Bavaria,Rural regions,Yes,0.77271,1283,1474,0.75131,0.79411
2017,Bavaria,Rural regions,No,0.22729,191,1474,0.20589,0.24869
2017,Berlin,Urban regions,Yes,0.84916,653,722,0.82303,0.87528
2017,Berlin,Urban regions,No,0.15084,69,722,0.12472,0.17697
2017,Brandenburg,Urban regions,Yes,0.92176,54,54,0.84946,0.99406
2017,Brandenburg,Rural regions,Yes,0.66925,514,647,0.63297,0.70553
2017,Brandenburg,Rural regions,No,0.33075,133,647,0.29447,0.36703
2017,Mecklenburg-Western Pomerania,Urban regions,Yes,0.77207,51,51,0.65579,0.88835
2017,Mecklenburg-Western Pomerania,Rural regions,Yes,0.73816,274,344,0.69163,0.78469
2017,Mecklenburg-Western Pomerania,Rural regions,No,0.26184,70,344,0.21531,0.30837
2017,Saxony,Urban regions,Yes,0.78854,522,609,0.75608,0.82100
2017,Saxony,Urban regions,No,0.21146,87,609,0.17900,0.24392
2017,Saxony,Rural regions,Yes,0.79039,397,475,0.75375,0.82703
2017,Saxony,Rural regions,No,0.20961,78,475,0.17297,0.24625
2017,Saxony-Anhalt,Urban regions,Yes,0.73586,120,120,0.65664,0.81507
2017,Saxony-Anhalt,Rural regions,Yes,0.71138,373,482,0.67089,0.75188
2017,Saxony-Anhalt,Rural regions,No,0.28862,109,482,0.24812,0.32911
2017,Thuringa,Urban regions,Yes,0.76158,167,210,0.70381,0.81935
2017,Thuringa,Urban regions,No,0.23842,43,210,0.18065,0.29619
2017,Thuringa,Rural regions,Yes,0.73815,348,442,0.69712,0.77918
2017,Thuringa,Rural regions,No,0.26185,94,442,0.22082,0.30288
2018,Schleswig-Holstein,Urban regions,Yes,0.87114,262,262,0.83049,0.91179
2018,Schleswig-Holstein,Rural regions,Yes,0.84748,353,396,0.81203,0.88294
2018,Schleswig-Holstein,Rural regions,No,0.15252,43,396,0.11706,0.18797
2018,Hamburg,Urban regions,Yes,0.88574,339,339,0.85182,0.91965
2018,Lower Saxony,Urban regions,Yes,0.85077,732,796,0.82600,0.87554
2018,Lower Saxony,Urban regions,No,0.14923,64,796,0.12446,0.17400
2018,Lower Saxony,Rural regions,Yes,0.82275,916,1003,0.79910,0.84639
2018,Lower Saxony,Rural regions,No,0.17725,87,1003,0.15361,0.20090
2018,Bremen,Urban regions,Yes,0.88461,169,169,0.83630,0.93292
2018,North Rhine-Westphalia,Urban regions,Yes,0.84455,3367,3687,0.83285,0.85625
2018,North Rhine-Westphalia,Urban regions,No,0.15545,320,3687,0.14375,0.16715
2018,North Rhine-Westphalia,Rural regions,Yes,0.93441,71,71,0.87642,0.99241
2018,Hesse,Urban regions,Yes,0.84756,894,976,0.82500,0.87013
2018,Hesse,Urban regions,No,0.15244,82,976,0.12987,0.17500
2018,Hesse,Rural regions,Yes,0.81764,234,234,0.76806,0.86722
2018,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.79433,721,819,0.76663,0.82203
2018,"Rhineland-Palatinate, Saarland",Urban regions,No,0.20567,98,819,0.17797,0.23337
2018,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.72731,214,246,0.67155,0.78308
2018,"Rhineland-Palatinate, Saarland",Rural regions,No,0.27269,32,246,0.21692,0.32845
2018,Baden-Wuerttemberg,Urban regions,Yes,0.82751,1516,1684,0.80946,0.84556
2018,Baden-Wuerttemberg,Urban regions,No,0.17249,168,1684,0.15444,0.19054
2018,Baden-Wuerttemberg,Rural regions,Yes,0.84343,184,184,0.79078,0.89608
2018,Bavaria,Urban regions,Yes,0.84743,1139,1239,0.82740,0.86746
2018,Bavaria,Urban regions,No,0.15257,100,1239,0.13254,0.17260
2018,Bavaria,Rural regions,Yes,0.76954,1229,1404,0.74751,0.79158
2018,Bavaria,Rural regions,No,0.23046,175,1404,0.20842,0.25249
2018,Berlin,Urban regions,Yes,0.85636,713,785,0.83180,0.88091
2018,Berlin,Urban regions,No,0.14364,72,785,0.11909,0.16820
2018,Brandenburg,Urban regions,Yes,0.94045,63,63,0.88154,0.99936
2018,Brandenburg,Rural regions,Yes,0.75170,547,656,0.71861,0.78478
2018,Brandenburg,Rural regions,No,0.24830,109,656,0.21522,0.28139
2018,Mecklenburg-Western Pomerania,Urban regions,Yes,0.76519,54,54,0.65108,0.87931
2018,Mecklenburg-Western Pomerania,Rural regions,Yes,0.72590,286,351,0.67916,0.77263
2018,Mecklenburg-Western Pomerania,Rural regions,No,0.27410,65,351,0.22737,0.32084
2018,Saxony,Urban regions,Yes,0.83253,529,598,0.80258,0.86248
2018,Saxony,Urban regions,No,0.16747,69,598,0.13752,0.19742
2018,Saxony,Rural regions,Yes,0.80440,397,461,0.76816,0.84065
2018,Saxony,Rural regions,No,0.19560,64,461,0.15935,0.23184
2018,Saxony-Anhalt,Urban regions,Yes,0.78612,129,129,0.71509,0.85716
2018,Saxony-Anhalt,Rural regions,Yes,0.71028,372,468,0.66914,0.75142
2018,Saxony-Anhalt,Rural regions,No,0.28972,96,468,0.24858,0.33086
2018,Thuringa,Urban regions,Yes,0.83071,190,225,0.78160,0.87982
2018,Thuringa,Urban regions,No,0.16929,35,225,0.12018,0.21840
2018,Thuringa,Rural regions,Yes,0.73214,337,421,0.68979,0.77450
2018,Thuringa,Rural regions,No,0.26786,84,421,0.22550,0.31021
2019,Schleswig-Holstein,Urban regions,Yes,0.92562,288,288,0.89526,0.95598
2019,Schleswig-Holstein,Rural regions,Yes,0.88352,365,398,0.85197,0.91508
2019,Schleswig-Holstein,Rural regions,No,0.11648,33,398,0.08492,0.14803
2019,Hamburg,Urban regions,Yes,0.85985,353,353,0.82358,0.89611
2019,Lower Saxony,No answer / don't know,Yes,0.96488,31,31,0.89901,1.03075
2019,Lower Saxony,Urban regions,Yes,0.86428,716,768,0.84004,0.88852
2019,Lower Saxony,Urban regions,No,0.13572,52,768,0.11148,0.15996
2019,Lower Saxony,Rural regions,Yes,0.85610,900,970,0.83400,0.87820
2019,Lower Saxony,Rural regions,No,0.14390,70,970,0.12180,0.16600
2019,Bremen,Urban regions,Yes,0.91920,162,162,0.87711,0.96130
2019,North Rhine-Westphalia,No answer / don't know,Yes,0.86554,85,85,0.79259,0.93850
2019,North Rhine-Westphalia,Urban regions,Yes,0.86681,3463,3704,0.85587,0.87775
2019,North Rhine-Westphalia,Urban regions,No,0.13319,241,3704,0.12225,0.14413
2019,North Rhine-Westphalia,Rural regions,Yes,0.93650,73,73,0.88017,0.99283
2019,Hesse,No answer / don't know,Yes,0.95131,43,43,0.88623,1.01640
2019,Hesse,Urban regions,Yes,0.87498,919,988,0.85434,0.89561
2019,Hesse,Urban regions,No,0.12502,69,988,0.10439,0.14566
2019,Hesse,Rural regions,Yes,0.88175,245,245,0.84124,0.92227
2019,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.81436,720,803,0.78745,0.84127
2019,"Rhineland-Palatinate, Saarland",Urban regions,No,0.18564,83,803,0.15873,0.21255
2019,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.78621,211,211,0.73076,0.84166
2019,Baden-Wuerttemberg,No answer / don't know,Yes,0.83648,38,38,0.71730,0.95565
2019,Baden-Wuerttemberg,Urban regions,Yes,0.87003,1600,1714,0.85411,0.88596
2019,Baden-Wuerttemberg,Urban regions,No,0.12997,114,1714,0.11404,0.14589
2019,Baden-Wuerttemberg,Rural regions,Yes,0.86260,179,179,0.81202,0.91318
2019,Bavaria,No answer / don't know,Yes,0.90045,68,68,0.82876,0.97215
2019,Bavaria,Urban regions,Yes,0.85099,1177,1267,0.83137,0.87060
2019,Bavaria,Urban regions,No,0.14901,90,1267,0.12940,0.16863
2019,Bavaria,Rural regions,Yes,0.81706,1314,1441,0.79709,0.83703
2019,Bavaria,Rural regions,No,0.18294,127,1441,0.16297,0.20291
2019,Berlin,No answer / don't know,Yes,0.96213,61,61,0.91383,1.01043
2019,Berlin,Urban regions,Yes,0.86373,699,756,0.83925,0.88820
2019,Berlin,Urban regions,No,0.13627,57,756,0.11180,0.16075
2019,Brandenburg,Urban regions,Yes,0.94906,66,66,0.89561,1.00252
2019,Brandenburg,Rural regions,Yes,0.79577,630,713,0.76616,0.82538
2019,Brandenburg,Rural regions,No,0.20423,83,713,0.17462,0.23384
2019,Mecklenburg-Western Pomerania,Urban regions,Yes,0.82836,63,63,0.73450,0.92222
2019,Mecklenburg-Western Pomerania,Rural regions,Yes,0.74926,297,352,0.70392,0.79461
2019,Mecklenburg-Western Pomerania,Rural regions,No,0.25074,55,352,0.20539,0.29608
2019,Saxony,Urban regions,Yes,0.84184,545,603,0.81269,0.87099
2019,Saxony,Urban regions,No,0.15816,58,603,0.12901,0.18731
2019,Saxony,Rural regions,Yes,0.83457,423,479,0.80126,0.86788
2019,Saxony,Rural regions,No,0.16543,56,479,0.13212,0.19874
2019,Saxony-Anhalt,Urban regions,Yes,0.83216,142,142,0.77047,0.89385
2019,Saxony-Anhalt,Rural regions,Yes,0.71462,378,453,0.67298,0.75625
2019,Saxony-Anhalt,Rural regions,No,0.28538,75,453,0.24375,0.32702
2019,Thuringa,Urban regions,Yes,0.81215,190,190,0.75646,0.86784
2019,Thuringa,Rural regions,Yes,0.71741,342,418,0.67419,0.76063
2019,Thuringa,Rural regions,No,0.28259,76,418,0.23937,0.32581
2020,Schleswig-Holstein,Urban regions,Yes,0.94158,93,93,0.89366,0.98951
2020,Schleswig-Holstein,Rural regions,Yes,0.98276,42,42,0.94292,1.02260
2020,Hamburg,Urban regions,Yes,0.86795,66,66,0.78565,0.95025
2020,Lower Saxony,Urban regions,Yes,0.92722,154,154,0.88606,0.96838
2020,Lower Saxony,Rural regions,Yes,0.94219,158,158,0.90568,0.97870
2020,Bremen,Urban regions,Yes,0.96141,68,68,0.91528,1.00753
2020,North Rhine-Westphalia,Urban regions,Yes,0.93588,898,942,0.92023,0.95153
2020,North Rhine-Westphalia,Urban regions,No,0.06412,44,942,0.04847,0.07977
2020,Hesse,Urban regions,Yes,0.87925,182,182,0.83178,0.92672
2020,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.95644,151,151,0.92378,0.98911
2020,Baden-Wuerttemberg,Urban regions,Yes,0.87533,197,197,0.82908,0.92158
2020,Baden-Wuerttemberg,Rural regions,Yes,0.99861,34,34,0.98592,1.01130
2020,Bavaria,Urban regions,Yes,0.95969,104,104,0.92171,0.99768
2020,Bavaria,Rural regions,Yes,0.91568,150,150,0.87106,0.96029
2020,Berlin,Urban regions,Yes,0.82982,152,152,0.76988,0.88976
2020,Brandenburg,Rural regions,Yes,0.94239,63,63,0.88438,1.00039
2020,Saxony,Urban regions,Yes,0.90493,77,77,0.83899,0.97088
2020,Saxony-Anhalt,Urban regions,Yes,0.99142,35,35,0.96043,1.02242
2020,Thuringa,Urban regions,Yes,0.97959,34,34,0.93136,1.02783
2021,Schleswig-Holstein,Urban regions,Yes,0.96667,205,205,0.94204,0.99130
2021,Schleswig-Holstein,Rural regions,Yes,0.89478,279,279,0.85871,0.93085
2021,Hamburg,Urban regions,Yes,0.90897,291,291,0.87586,0.94207
2021,Lower Saxony,Urban regions,Yes,0.89805,531,531,0.87229,0.92381
2021,Lower Saxony,Rural regions,Yes,0.87241,618,664,0.84701,0.89781
2021,Lower Saxony,Rural regions,No,0.12759,46,664,0.10219,0.15299
2021,Bremen,Urban regions,Yes,0.88748,102,102,0.82586,0.94911
2021,North Rhine-Westphalia,Urban regions,Yes,0.92254,2525,2633,0.91232,0.93275
2021,North Rhine-Westphalia,Urban regions,No,0.07746,108,2633,0.06725,0.08768
2021,North Rhine-Westphalia,Rural regions,Yes,0.89614,49,49,0.80983,0.98245
2021,Hesse,Urban regions,Yes,0.90498,671,705,0.88331,0.92664
2021,Hesse,Urban regions,No,0.09502,34,705,0.07336,0.11669
2021,Hesse,Rural regions,Yes,0.91210,152,152,0.86694,0.95726
2021,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.86216,476,476,0.83116,0.89317
2021,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.76675,122,122,0.69139,0.84210
2021,Baden-Wuerttemberg,Urban regions,Yes,0.88910,1155,1219,0.87147,0.90674
2021,Baden-Wuerttemberg,Urban regions,No,0.11090,64,1219,0.09326,0.12853
2021,Baden-Wuerttemberg,Rural regions,Yes,0.88251,128,128,0.82651,0.93851
2021,Bavaria,Urban regions,Yes,0.87894,880,936,0.85803,0.89985
2021,Bavaria,Urban regions,No,0.12106,56,936,0.10015,0.14197
2021,Bavaria,Rural regions,Yes,0.83104,872,942,0.80710,0.85498
2021,Bavaria,Rural regions,No,0.16896,70,942,0.14502,0.19290
2021,Berlin,Urban regions,Yes,0.91499,626,657,0.89365,0.93633
2021,Berlin,Urban regions,No,0.08501,31,657,0.06367,0.10635
2021,Brandenburg,Urban regions,Yes,0.99807,46,46,0.98526,1.01089
2021,Brandenburg,Rural regions,Yes,0.88272,398,435,0.85245,0.91299
2021,Brandenburg,Rural regions,No,0.11728,37,435,0.08701,0.14755
2021,Mecklenburg-Western Pomerania,Urban regions,Yes,0.94488,50,50,0.88098,1.00878
2021,Mecklenburg-Western Pomerania,Rural regions,Yes,0.87820,193,193,0.83194,0.92446
2021,Saxony,Urban regions,Yes,0.88987,402,402,0.85923,0.92051
2021,Saxony,Rural regions,Yes,0.86559,308,344,0.82950,0.90169
2021,Saxony,Rural regions,No,0.13441,36,344,0.09831,0.17050
2021,Saxony-Anhalt,Urban regions,Yes,0.90372,95,95,0.84408,0.96335
2021,Saxony-Anhalt,Rural regions,Yes,0.80686,264,302,0.76226,0.85146
2021,Saxony-Anhalt,Rural regions,No,0.19314,38,302,0.14854,0.23774
2021,Thuringa,Urban regions,Yes,0.89422,146,146,0.84415,0.94428
2021,Thuringa,Rural regions,Yes,0.78544,219,256,0.73506,0.83583
2021,Thuringa,Rural regions,No,0.21456,37,256,0.16417,0.26494
