"ple0097","year","bildungsniveau","regtyp","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Private KV","2017","(Fach-)Abitur","Laendlicher Raum","93","0.0876781151925797","0.0713033367975062","0.104052893587653"
"Private KV","2017","AkademikerIn","Staedtischer Raum","1319","0.285696132646232","0.272743922502924","0.298648342789539"
"Private KV","2017","AkademikerIn","Laendlicher Raum","508","0.298106269929137","0.277137100343855","0.31907543951442"
"Weder-noch","2017","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Weder-noch","2017","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Weder-noch","2017","Hauptschule","Staedtischer Raum","","","",""
"Weder-noch","2017","Hauptschule","Laendlicher Raum","","","",""
"Weder-noch","2017","Realschule","Staedtischer Raum","","","",""
"Weder-noch","2017","Realschule","Laendlicher Raum","","","",""
"Weder-noch","2017","(Fach-)Abitur","Staedtischer Raum","","","",""
"Weder-noch","2017","(Fach-)Abitur","Laendlicher Raum","","","",""
"Weder-noch","2017","AkademikerIn","Staedtischer Raum","","","",""
"Weder-noch","2017","AkademikerIn","Laendlicher Raum","","","",""
"Gesetzliche KV","2018","(noch) kein Abschluss","Staedtischer Raum","620","0.939601027590464","0.921412736331051","0.957789318849877"
"Gesetzliche KV","2018","(noch) kein Abschluss","Laendlicher Raum","229","0.937897972911567","0.907172073476597","0.968623872346538"
"Gesetzliche KV","2018","Hauptschule","Staedtischer Raum","4003","0.954950784131909","0.948653251107519","0.961248317156298"
"Gesetzliche KV","2018","Hauptschule","Laendlicher Raum","2520","0.949131984644944","0.940727977142643","0.957535992147244"
"Gesetzliche KV","2018","Realschule","Staedtischer Raum","3375","0.907084187752161","0.897732317002684","0.916436058501638"
"Gesetzliche KV","2018","Realschule","Laendlicher Raum","2772","0.936037582802241","0.927215351793837","0.944859813810646"
"Gesetzliche KV","2018","(Fach-)Abitur","Staedtischer Raum","2616","0.884715097034802","0.873103599766267","0.896326594303337"
"Gesetzliche KV","2018","(Fach-)Abitur","Laendlicher Raum","1024","0.897987463928655","0.880230124228756","0.915744803628555"
"Gesetzliche KV","2018","AkademikerIn","Staedtischer Raum","3330","0.720729791866686","0.707759294719622","0.733700289013749"
"Gesetzliche KV","2018","AkademikerIn","Laendlicher Raum","1290","0.714208091947038","0.693082953810631","0.735333230083444"
"Private KV","2018","(noch) kein Abschluss","Staedtischer Raum","39","0.0603989724095362","0.042210681150123","0.0785872636689493"
"Private KV","2018","(noch) kein Abschluss","Laendlicher Raum","8","","",""
"Private KV","2018","Hauptschule","Staedtischer Raum","164","0.0450492158680914","0.0387516828437018","0.051346748892481"
"Private KV","2018","Hauptschule","Laendlicher Raum","106","0.0508680153550565","0.0424640078527557","0.0592720228573573"
"Private KV","2018","Realschule","Staedtischer Raum","327","0.092915812247839","0.0835639414983618","0.102267682997316"
"Private KV","2018","Realschule","Laendlicher Raum","183","0.0639624171977584","0.0551401861893539","0.072784648206163"
"Private KV","2018","(Fach-)Abitur","Staedtischer Raum","290","0.115284902965198","0.103673405696663","0.126896400233733"
"Private KV","2018","(Fach-)Abitur","Laendlicher Raum","92","0.102012536071345","0.0842551963714453","0.119769875771244"
"Private KV","2018","AkademikerIn","Staedtischer Raum","1266","0.279270208133314","0.266299710986251","0.292240705280378"
"Private KV","2018","AkademikerIn","Laendlicher Raum","467","0.285791908052962","0.264666769916556","0.306917046189369"
"Weder-noch","2018","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Weder-noch","2018","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Weder-noch","2018","Hauptschule","Staedtischer Raum","","","",""
"Weder-noch","2018","Hauptschule","Laendlicher Raum","","","",""
"Weder-noch","2018","Realschule","Staedtischer Raum","","","",""
"Weder-noch","2018","Realschule","Laendlicher Raum","","","",""
"Weder-noch","2018","(Fach-)Abitur","Staedtischer Raum","","","",""
"Weder-noch","2018","(Fach-)Abitur","Laendlicher Raum","","","",""
"Weder-noch","2018","AkademikerIn","Staedtischer Raum","","","",""
"Weder-noch","2018","AkademikerIn","Laendlicher Raum","","","",""
"Gesetzliche KV","2019","(noch) kein Abschluss","Staedtischer Raum","518","0.940087462398664","0.92036079678787","0.959814128009458"
"Gesetzliche KV","2019","(noch) kein Abschluss","Laendlicher Raum","195","0.920824661614138","0.88430540917669","0.957343914051587"
"Gesetzliche KV","2019","Hauptschule","Staedtischer Raum","3510","0.954524674313297","0.947846590780129","0.961202757846465"
"Gesetzliche KV","2019","Hauptschule","Laendlicher Raum","2283","0.951985744044351","0.943425128207412","0.960546359881289"
"Gesetzliche KV","2019","Realschule","Staedtischer Raum","3220","0.906502848160387","0.897081409939392","0.915924286381383"
"Gesetzliche KV","2019","Realschule","Laendlicher Raum","2670","0.932832144179909","0.923793272654873","0.941871015704945"
"Gesetzliche KV","2019","(Fach-)Abitur","Staedtischer Raum","2478","0.892306966816697","0.881044006784593","0.9035699268488"
"Gesetzliche KV","2019","(Fach-)Abitur","Laendlicher Raum","976","0.898346614504932","0.88048041677682","0.916212812233044"
"Gesetzliche KV","2019","AkademikerIn","Staedtischer Raum","3350","0.722881192212695","0.710401406513088","0.735360977912302"
"Gesetzliche KV","2019","AkademikerIn","Laendlicher Raum","1322","0.701866527566859","0.681335750875631","0.722397304258086"
"Private KV","2019","(noch) kein Abschluss","Staedtischer Raum","38","0.0599125376013358","0.0401858719905419","0.0796392032121297"
"Private KV","2019","(noch) kein Abschluss","Laendlicher Raum","15","","",""
"Private KV","2019","Hauptschule","Staedtischer Raum","229","0.0454753256867031","0.0387972421535354","0.0521534092198709"
"Private KV","2019","Hauptschule","Laendlicher Raum","113","0.0480142559556491","0.0394536401187105","0.0565748717925877"
"Private KV","2019","Realschule","Staedtischer Raum","448","0.0934971518396127","0.0840757136186171","0.102918590060608"
"Private KV","2019","Realschule","Laendlicher Raum","276","0.0671678558200911","0.0581289842950554","0.0762067273451268"
"Private KV","2019","(Fach-)Abitur","Staedtischer Raum","432","0.107693033183303","0.0964300731511998","0.118955993215406"
"Private KV","2019","(Fach-)Abitur","Laendlicher Raum","123","0.101653385495068","0.0837871877669559","0.11951958322318"
"Private KV","2019","AkademikerIn","Staedtischer Raum","1591","0.277118807787305","0.264639022087698","0.289598593486912"
"Private KV","2019","AkademikerIn","Laendlicher Raum","585","0.298133472433141","0.277602695741914","0.318664249124369"
"Weder-noch","2019","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Weder-noch","2019","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Weder-noch","2019","Hauptschule","Staedtischer Raum","","","",""
"Weder-noch","2019","Hauptschule","Laendlicher Raum","","","",""
"Weder-noch","2019","Realschule","Staedtischer Raum","","","",""
"Weder-noch","2019","Realschule","Laendlicher Raum","","","",""
"Weder-noch","2019","(Fach-)Abitur","Staedtischer Raum","","","",""
"Weder-noch","2019","(Fach-)Abitur","Laendlicher Raum","","","",""
"Weder-noch","2019","AkademikerIn","Staedtischer Raum","","","",""
"Weder-noch","2019","AkademikerIn","Laendlicher Raum","","","",""
"Gesetzliche KV","2020","(noch) kein Abschluss","Staedtischer Raum","1297","0.935482285018769","0.92239661297971","0.948567957057828"
"Gesetzliche KV","2020","(noch) kein Abschluss","Laendlicher Raum","537","0.92456384860722","0.90255264753359","0.94657504968085"
"Gesetzliche KV","2020","Hauptschule","Staedtischer Raum","3866","0.9535598602986","0.947088450965646","0.960031269631553"
"Gesetzliche KV","2020","Hauptschule","Laendlicher Raum","2372","0.949963942297947","0.9413659962164","0.958561888379493"
"Gesetzliche KV","2020","Realschule","Staedtischer Raum","3094","0.914024862855514","0.904693681858923","0.923356043852105"
"Gesetzliche KV","2020","Realschule","Laendlicher Raum","2532","0.937778274080656","0.928756597928698","0.946799950232613"
"Gesetzliche KV","2020","(Fach-)Abitur","Staedtischer Raum","3221","0.895497032496525","0.885512410750899","0.905481654242151"
"Gesetzliche KV","2020","(Fach-)Abitur","Laendlicher Raum","1195","0.919184201018257","0.904345530175397","0.934022871861116"
"Gesetzliche KV","2020","AkademikerIn","Staedtischer Raum","4169","0.726382437823054","0.714763991846635","0.738000883799473"
"Gesetzliche KV","2020","AkademikerIn","Laendlicher Raum","1497","0.722468329292339","0.703032406730039","0.741904251854639"
"Private KV","2020","(noch) kein Abschluss","Staedtischer Raum","57","0.0645177149812312","0.0514320429421718","0.0776033870202905"
"Private KV","2020","(noch) kein Abschluss","Laendlicher Raum","16","","",""
"Private KV","2020","Hauptschule","Staedtischer Raum","196","0.0464401397014003","0.0399687303684467","0.0529115490343538"
"Private KV","2020","Hauptschule","Laendlicher Raum","98","0.0500360577020533","0.0414381116205069","0.0586340037835998"
"Private KV","2020","Realschule","Staedtischer Raum","373","0.0859751371444857","0.0766439561478944","0.0953063181410769"
"Private KV","2020","Realschule","Laendlicher Raum","222","0.0622217259193441","0.0532000497673865","0.0712434020713018"
"Private KV","2020","(Fach-)Abitur","Staedtischer Raum","385","0.104502967503475","0.0945183457578486","0.114487589249101"
"Private KV","2020","(Fach-)Abitur","Laendlicher Raum","101","0.0808157989817433","0.0659771281388842","0.0956544698246025"
"Private KV","2020","AkademikerIn","Staedtischer Raum","1487","0.273617562176946","0.261999116200527","0.285236008153365"
"Private KV","2020","AkademikerIn","Laendlicher Raum","542","0.277531670707661","0.258095748145361","0.296967593269961"
"Weder-noch","2020","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Weder-noch","2020","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Weder-noch","2020","Hauptschule","Staedtischer Raum","","","",""
"Weder-noch","2020","Hauptschule","Laendlicher Raum","","","",""
"Weder-noch","2020","Realschule","Staedtischer Raum","","","",""
"Weder-noch","2020","Realschule","Laendlicher Raum","","","",""
"Weder-noch","2020","(Fach-)Abitur","Staedtischer Raum","","","",""
"Weder-noch","2020","(Fach-)Abitur","Laendlicher Raum","","","",""
"Weder-noch","2020","AkademikerIn","Staedtischer Raum","","","",""
"Weder-noch","2020","AkademikerIn","Laendlicher Raum","","","",""
