year,quintil_oecd_hh,rentown,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,4th Quintile,Tenant,Slightly Expensive,0.17628,131,713,0.14829,0.20427
1998,5th Quintile,Tenant,Very Inexpensive,0.10078,49,445,0.07278,0.12879
1998,5th Quintile,Tenant,Inexpensive,0.20634,107,445,0.16870,0.24399
1998,5th Quintile,Tenant,Reasonable,0.39890,192,445,0.35335,0.44444
1998,5th Quintile,Tenant,Slightly Expensive,0.18940,97,445,0.15295,0.22585
1999,1st Quintile,Tenant,Very Inexpensive,0.07443,76,1190,0.05951,0.08935
1999,1st Quintile,Tenant,Inexpensive,0.21208,264,1190,0.18884,0.23532
1999,1st Quintile,Tenant,Reasonable,0.40953,510,1190,0.38157,0.43748
1999,1st Quintile,Tenant,Slightly Expensive,0.22746,294,1190,0.20363,0.25129
1999,1st Quintile,Tenant,Too Expensive,0.02591,46,1190,0.01688,0.03494
1999,2nd Quintile,Tenant,Very Inexpensive,0.09291,79,946,0.07440,0.11142
1999,2nd Quintile,Tenant,Inexpensive,0.23441,233,946,0.20740,0.26142
1999,2nd Quintile,Tenant,Reasonable,0.42072,449,946,0.38924,0.45219
1999,2nd Quintile,Tenant,Slightly Expensive,0.16930,185,946,0.14539,0.19321
1999,3rd Quintile,Tenant,Very Inexpensive,0.08820,67,782,0.06831,0.10809
1999,3rd Quintile,Tenant,Inexpensive,0.23928,215,782,0.20936,0.26920
1999,3rd Quintile,Tenant,Reasonable,0.42042,359,782,0.38580,0.45504
1999,3rd Quintile,Tenant,Slightly Expensive,0.16000,141,782,0.13429,0.18572
1999,4th Quintile,Tenant,Very Inexpensive,0.08617,62,638,0.06438,0.10796
1999,4th Quintile,Tenant,Inexpensive,0.25274,169,638,0.21899,0.28649
1999,4th Quintile,Tenant,Reasonable,0.38940,287,638,0.35154,0.42727
1999,4th Quintile,Tenant,Slightly Expensive,0.18665,120,638,0.15639,0.21690
1999,5th Quintile,Tenant,Very Inexpensive,0.07987,38,429,0.05419,0.10555
1999,5th Quintile,Tenant,Inexpensive,0.19332,103,429,0.15591,0.23074
1999,5th Quintile,Tenant,Reasonable,0.42454,193,429,0.37771,0.47137
1999,5th Quintile,Tenant,Slightly Expensive,0.20371,95,429,0.16555,0.24186
2000,1st Quintile,Tenant,Very Inexpensive,0.06378,116,1922,0.05285,0.07471
2000,1st Quintile,Tenant,Inexpensive,0.23953,483,1922,0.22044,0.25861
2000,1st Quintile,Tenant,Reasonable,0.41361,848,1922,0.39158,0.43563
2000,1st Quintile,Tenant,Slightly Expensive,0.18529,401,1922,0.16791,0.20266
2000,1st Quintile,Tenant,Too Expensive,0.03198,74,1922,0.02411,0.03985
2000,2nd Quintile,Tenant,Very Inexpensive,0.07271,116,1636,0.06012,0.08530
2000,2nd Quintile,Tenant,Inexpensive,0.25488,450,1636,0.23376,0.27601
2000,2nd Quintile,Tenant,Reasonable,0.42770,730,1636,0.40372,0.45168
2000,2nd Quintile,Tenant,Slightly Expensive,0.15296,295,1636,0.13551,0.17041
2000,2nd Quintile,Tenant,Too Expensive,0.02427,45,1636,0.01681,0.03173
2000,3rd Quintile,Tenant,Very Inexpensive,0.07723,107,1291,0.06266,0.09180
2000,3rd Quintile,Tenant,Inexpensive,0.24831,342,1291,0.22473,0.27188
2000,3rd Quintile,Tenant,Reasonable,0.40551,580,1291,0.37872,0.43230
2000,3rd Quintile,Tenant,Slightly Expensive,0.18593,262,1291,0.16470,0.20716
2000,4th Quintile,Tenant,Very Inexpensive,0.10059,114,1042,0.08231,0.11886
2000,4th Quintile,Tenant,Inexpensive,0.21825,258,1042,0.19316,0.24334
2000,4th Quintile,Tenant,Reasonable,0.42223,482,1042,0.39222,0.45223
2000,4th Quintile,Tenant,Slightly Expensive,0.16873,188,1042,0.14597,0.19148
2000,5th Quintile,Tenant,Very Inexpensive,0.07630,64,705,0.05669,0.09591
2000,5th Quintile,Tenant,Inexpensive,0.23860,189,705,0.20711,0.27008
2000,5th Quintile,Tenant,Reasonable,0.40684,316,705,0.37055,0.44312
2000,5th Quintile,Tenant,Slightly Expensive,0.17203,136,705,0.14415,0.19991
2001,1st Quintile,Tenant,Very Inexpensive,0.05720,101,1732,0.04626,0.06814
2001,1st Quintile,Tenant,Inexpensive,0.23568,427,1732,0.21569,0.25567
2001,1st Quintile,Tenant,Reasonable,0.42169,780,1732,0.39842,0.44495
2001,1st Quintile,Tenant,Slightly Expensive,0.18878,364,1732,0.17034,0.20721
2001,1st Quintile,Tenant,Too Expensive,0.02652,60,1732,0.01895,0.03408
2001,2nd Quintile,Tenant,Very Inexpensive,0.07505,106,1476,0.06160,0.08850
2001,2nd Quintile,Tenant,Inexpensive,0.25653,388,1476,0.23424,0.27881
2001,2nd Quintile,Tenant,Reasonable,0.44126,689,1476,0.41592,0.46660
2001,2nd Quintile,Tenant,Slightly Expensive,0.15679,261,1476,0.13824,0.17535
2001,2nd Quintile,Tenant,Too Expensive,0.01974,32,1476,0.01264,0.02684
2001,3rd Quintile,Tenant,Very Inexpensive,0.07345,92,1166,0.05847,0.08843
2001,3rd Quintile,Tenant,Inexpensive,0.23143,301,1166,0.20721,0.25565
2001,3rd Quintile,Tenant,Reasonable,0.44734,567,1166,0.41879,0.47590
2001,3rd Quintile,Tenant,Slightly Expensive,0.16403,206,1166,0.14277,0.18529
2001,4th Quintile,Tenant,Very Inexpensive,0.08293,93,931,0.06520,0.10065
2001,4th Quintile,Tenant,Inexpensive,0.23458,251,931,0.20734,0.26181
2001,4th Quintile,Tenant,Reasonable,0.41406,430,931,0.38240,0.44571
2001,4th Quintile,Tenant,Slightly Expensive,0.15306,157,931,0.12992,0.17620
2001,5th Quintile,Tenant,Very Inexpensive,0.07567,56,652,0.05535,0.09598
2001,5th Quintile,Tenant,Inexpensive,0.22057,156,652,0.18872,0.25242
2001,5th Quintile,Tenant,Reasonable,0.43401,320,652,0.39593,0.47208
2001,5th Quintile,Tenant,Slightly Expensive,0.17769,120,652,0.14832,0.20705
2002,1st Quintile,Tenant,Very Inexpensive,0.05557,90,1613,0.04438,0.06675
2002,1st Quintile,Tenant,Inexpensive,0.23488,403,1613,0.21419,0.25557
2002,1st Quintile,Tenant,Reasonable,0.39487,684,1613,0.37101,0.41873
2002,1st Quintile,Tenant,Slightly Expensive,0.19848,360,1613,0.17901,0.21795
2002,1st Quintile,Tenant,Too Expensive,0.04643,76,1613,0.03616,0.05670
2002,2nd Quintile,Tenant,Very Inexpensive,0.06733,91,1318,0.05380,0.08087
2002,2nd Quintile,Tenant,Inexpensive,0.24280,348,1318,0.21964,0.26595
2002,2nd Quintile,Tenant,Reasonable,0.43770,611,1318,0.41091,0.46449
2002,2nd Quintile,Tenant,Slightly Expensive,0.17458,235,1318,0.15408,0.19508
2002,2nd Quintile,Tenant,Too Expensive,0.02179,33,1318,0.01390,0.02967
2002,3rd Quintile,Tenant,Very Inexpensive,0.07065,80,1115,0.05560,0.08569
2002,3rd Quintile,Tenant,Inexpensive,0.22668,283,1115,0.20209,0.25127
2002,3rd Quintile,Tenant,Reasonable,0.45559,548,1115,0.42634,0.48483
2002,3rd Quintile,Tenant,Slightly Expensive,0.15416,204,1115,0.13295,0.17537
2002,4th Quintile,Tenant,Very Inexpensive,0.08365,88,939,0.06593,0.10137
2002,4th Quintile,Tenant,Inexpensive,0.23809,243,939,0.21083,0.26534
2002,4th Quintile,Tenant,Reasonable,0.41542,448,939,0.38389,0.44696
2002,4th Quintile,Tenant,Slightly Expensive,0.15684,160,939,0.13357,0.18011
2002,5th Quintile,Tenant,Very Inexpensive,0.09294,93,884,0.07379,0.11209
2002,5th Quintile,Tenant,Inexpensive,0.20980,222,884,0.18294,0.23665
2002,5th Quintile,Tenant,Reasonable,0.44552,440,884,0.41273,0.47830
2002,5th Quintile,Tenant,Slightly Expensive,0.13624,129,884,0.11361,0.15886
2005,1st Quintile,Tenant,Very Inexpensive,0.04542,71,1564,0.03509,0.05574
2005,1st Quintile,Tenant,Inexpensive,0.22193,365,1564,0.20133,0.24253
2005,1st Quintile,Tenant,Reasonable,0.43184,720,1564,0.40728,0.45640
2005,1st Quintile,Tenant,Slightly Expensive,0.19173,343,1564,0.17222,0.21125
2005,1st Quintile,Tenant,Too Expensive,0.04673,65,1564,0.03627,0.05719
2005,2nd Quintile,Tenant,Very Inexpensive,0.07430,88,1219,0.05957,0.08903
2005,2nd Quintile,Tenant,Inexpensive,0.23056,289,1219,0.20690,0.25421
2005,2nd Quintile,Tenant,Reasonable,0.43909,588,1219,0.41122,0.46696
2005,2nd Quintile,Tenant,Slightly Expensive,0.15709,214,1219,0.13665,0.17752
2005,2nd Quintile,Tenant,Too Expensive,0.02767,40,1219,0.01846,0.03688
2005,3rd Quintile,Tenant,Very Inexpensive,0.05474,65,965,0.04038,0.06910
2005,3rd Quintile,Tenant,Inexpensive,0.22667,240,965,0.20024,0.25310
2005,3rd Quintile,Tenant,Reasonable,0.44519,486,965,0.41381,0.47656
2005,3rd Quintile,Tenant,Slightly Expensive,0.16337,174,965,0.14003,0.18670
2005,4th Quintile,Tenant,Very Inexpensive,0.06083,58,820,0.04446,0.07719
2005,4th Quintile,Tenant,Inexpensive,0.20768,186,820,0.17989,0.23546
2005,4th Quintile,Tenant,Reasonable,0.45616,428,820,0.42205,0.49027
2005,4th Quintile,Tenant,Slightly Expensive,0.16557,148,820,0.14011,0.19103
2005,5th Quintile,Tenant,Very Inexpensive,0.05714,62,779,0.04083,0.07344
2005,5th Quintile,Tenant,Inexpensive,0.21347,189,779,0.18467,0.24226
2005,5th Quintile,Tenant,Reasonable,0.46152,398,779,0.42649,0.49655
2005,5th Quintile,Tenant,Slightly Expensive,0.14003,130,779,0.11565,0.16442
2006,1st Quintile,Tenant,Very Inexpensive,0.04435,81,1664,0.03446,0.05425
2006,1st Quintile,Tenant,Inexpensive,0.21530,384,1664,0.19555,0.23506
2006,1st Quintile,Tenant,Reasonable,0.44090,767,1664,0.41704,0.46476
2006,1st Quintile,Tenant,Slightly Expensive,0.19824,363,1664,0.17908,0.21741
2006,1st Quintile,Tenant,Too Expensive,0.04453,69,1664,0.03461,0.05444
2006,2nd Quintile,Tenant,Very Inexpensive,0.06428,90,1328,0.05108,0.07748
2006,2nd Quintile,Tenant,Inexpensive,0.23722,347,1328,0.21433,0.26011
2006,2nd Quintile,Tenant,Reasonable,0.42925,606,1328,0.40262,0.45588
2006,2nd Quintile,Tenant,Slightly Expensive,0.16840,243,1328,0.14826,0.18853
2006,2nd Quintile,Tenant,Too Expensive,0.03169,42,1328,0.02226,0.04111
2006,3rd Quintile,Tenant,Very Inexpensive,0.05713,74,1070,0.04322,0.07104
2006,3rd Quintile,Tenant,Inexpensive,0.22754,273,1070,0.20241,0.25267
2006,3rd Quintile,Tenant,Reasonable,0.42940,524,1070,0.39973,0.45907
2006,3rd Quintile,Tenant,Slightly Expensive,0.18033,199,1070,0.15728,0.20338
2006,4th Quintile,Tenant,Very Inexpensive,0.06500,61,893,0.04882,0.08118
2006,4th Quintile,Tenant,Inexpensive,0.22228,225,893,0.19499,0.24956
2006,4th Quintile,Tenant,Reasonable,0.41346,430,893,0.38114,0.44578
2006,4th Quintile,Tenant,Slightly Expensive,0.18603,177,893,0.16049,0.21157
2006,5th Quintile,Tenant,Very Inexpensive,0.05802,59,810,0.04191,0.07413
2006,5th Quintile,Tenant,Inexpensive,0.22567,193,810,0.19687,0.25448
2006,5th Quintile,Tenant,Reasonable,0.46798,425,810,0.43360,0.50237
2006,5th Quintile,Tenant,Slightly Expensive,0.14718,133,810,0.12277,0.17160
2007,1st Quintile,Tenant,Very Inexpensive,0.05277,94,1555,0.04165,0.06389
2007,1st Quintile,Tenant,Inexpensive,0.20075,344,1555,0.18084,0.22067
2007,1st Quintile,Tenant,Reasonable,0.44591,731,1555,0.42120,0.47062
2007,1st Quintile,Tenant,Slightly Expensive,0.19709,320,1555,0.17731,0.21686
2007,1st Quintile,Tenant,Too Expensive,0.05053,66,1555,0.03964,0.06142
2007,2nd Quintile,Tenant,Very Inexpensive,0.06383,82,1275,0.05041,0.07726
2007,2nd Quintile,Tenant,Inexpensive,0.23907,323,1275,0.21565,0.26250
2007,2nd Quintile,Tenant,Reasonable,0.43012,595,1275,0.40294,0.45731
2007,2nd Quintile,Tenant,Slightly Expensive,0.15826,231,1275,0.13822,0.17830
2007,2nd Quintile,Tenant,Too Expensive,0.03275,44,1275,0.02298,0.04252
2007,3rd Quintile,Tenant,Very Inexpensive,0.06538,65,964,0.04976,0.08099
2007,3rd Quintile,Tenant,Inexpensive,0.20669,248,964,0.18111,0.23226
2007,3rd Quintile,Tenant,Reasonable,0.44959,470,964,0.41817,0.48101
2007,3rd Quintile,Tenant,Slightly Expensive,0.16639,181,964,0.14287,0.18992
2007,4th Quintile,Tenant,Very Inexpensive,0.07514,70,832,0.05722,0.09307
2007,4th Quintile,Tenant,Inexpensive,0.20542,193,832,0.17795,0.23289
2007,4th Quintile,Tenant,Reasonable,0.43203,415,832,0.39835,0.46571
2007,4th Quintile,Tenant,Slightly Expensive,0.16689,154,832,0.14154,0.19225
2007,5th Quintile,Tenant,Very Inexpensive,0.05616,47,715,0.03927,0.07305
2007,5th Quintile,Tenant,Inexpensive,0.22479,174,715,0.19417,0.25541
2007,5th Quintile,Tenant,Reasonable,0.44208,361,715,0.40565,0.47851
2007,5th Quintile,Tenant,Slightly Expensive,0.15049,133,715,0.12426,0.17671
2008,1st Quintile,Tenant,Very Inexpensive,0.06999,97,1473,0.05696,0.08303
2008,1st Quintile,Tenant,Inexpensive,0.20846,336,1473,0.18771,0.22921
2008,1st Quintile,Tenant,Reasonable,0.43635,692,1473,0.41101,0.46168
2008,1st Quintile,Tenant,Slightly Expensive,0.19672,291,1473,0.17641,0.21703
2008,1st Quintile,Tenant,Too Expensive,0.04231,57,1473,0.03203,0.05259
2008,2nd Quintile,Tenant,Very Inexpensive,0.05810,72,1159,0.04463,0.07157
2008,2nd Quintile,Tenant,Inexpensive,0.24921,318,1159,0.22430,0.27413
2008,2nd Quintile,Tenant,Reasonable,0.42834,532,1159,0.39983,0.45684
2008,2nd Quintile,Tenant,Slightly Expensive,0.17213,206,1159,0.15039,0.19388
2008,2nd Quintile,Tenant,Too Expensive,0.02213,31,1159,0.01366,0.03061
2008,3rd Quintile,Tenant,Very Inexpensive,0.07358,79,951,0.05698,0.09018
2008,3rd Quintile,Tenant,Inexpensive,0.20696,234,951,0.18120,0.23273
2008,3rd Quintile,Tenant,Reasonable,0.41434,440,951,0.38302,0.44567
2008,3rd Quintile,Tenant,Slightly Expensive,0.19265,198,951,0.16757,0.21773
2008,4th Quintile,Tenant,Very Inexpensive,0.06318,50,748,0.04574,0.08063
2008,4th Quintile,Tenant,Inexpensive,0.23698,193,748,0.20649,0.26748
2008,4th Quintile,Tenant,Reasonable,0.43437,381,748,0.39882,0.46991
2008,4th Quintile,Tenant,Slightly Expensive,0.14866,124,748,0.12315,0.17418
2008,5th Quintile,Tenant,Very Inexpensive,0.06072,53,658,0.04246,0.07898
2008,5th Quintile,Tenant,Inexpensive,0.24342,157,658,0.21061,0.27624
2008,5th Quintile,Tenant,Reasonable,0.42323,326,658,0.38545,0.46101
2008,5th Quintile,Tenant,Slightly Expensive,0.15587,122,658,0.12813,0.18361
2009,1st Quintile,Tenant,Very Inexpensive,0.05582,90,1413,0.04385,0.06780
2009,1st Quintile,Tenant,Inexpensive,0.22565,352,1413,0.20384,0.24745
2009,1st Quintile,Tenant,Reasonable,0.42569,637,1413,0.39990,0.45148
2009,1st Quintile,Tenant,Slightly Expensive,0.18922,286,1413,0.16879,0.20965
2009,1st Quintile,Tenant,Too Expensive,0.03855,48,1413,0.02851,0.04859
2009,2nd Quintile,Tenant,Very Inexpensive,0.07358,87,1111,0.05822,0.08894
2009,2nd Quintile,Tenant,Inexpensive,0.21517,277,1111,0.19099,0.23934
2009,2nd Quintile,Tenant,Reasonable,0.43681,511,1111,0.40763,0.46599
2009,2nd Quintile,Tenant,Slightly Expensive,0.17714,205,1111,0.15468,0.19960
2009,2nd Quintile,Tenant,Too Expensive,0.02630,31,1111,0.01688,0.03571
2009,3rd Quintile,Tenant,Very Inexpensive,0.06353,58,846,0.04708,0.07997
2009,3rd Quintile,Tenant,Inexpensive,0.22980,225,846,0.20144,0.25817
2009,3rd Quintile,Tenant,Reasonable,0.43901,412,846,0.40555,0.47247
2009,3rd Quintile,Tenant,Slightly Expensive,0.16352,151,846,0.13858,0.18846
2009,4th Quintile,Tenant,Very Inexpensive,0.05972,50,715,0.04234,0.07710
2009,4th Quintile,Tenant,Inexpensive,0.20392,158,715,0.17436,0.23347
2009,4th Quintile,Tenant,Reasonable,0.48378,386,715,0.44712,0.52044
2009,4th Quintile,Tenant,Slightly Expensive,0.15814,121,715,0.13137,0.18490
2009,5th Quintile,Tenant,Very Inexpensive,0.06657,49,607,0.04672,0.08642
2009,5th Quintile,Tenant,Inexpensive,0.24073,152,607,0.20669,0.27477
2009,5th Quintile,Tenant,Reasonable,0.39845,291,607,0.35947,0.43743
2009,5th Quintile,Tenant,Slightly Expensive,0.17529,115,607,0.14502,0.20556
2010,1st Quintile,Tenant,Very Inexpensive,0.07051,176,2613,0.06069,0.08033
2010,1st Quintile,Tenant,Inexpensive,0.21191,636,2613,0.19624,0.22758
2010,1st Quintile,Tenant,Reasonable,0.43546,1126,2613,0.41644,0.45447
2010,1st Quintile,Tenant,Slightly Expensive,0.20757,556,2613,0.19201,0.22312
2010,1st Quintile,Tenant,Too Expensive,0.02952,119,2613,0.02303,0.03601
2010,2nd Quintile,Tenant,Very Inexpensive,0.06371,132,1690,0.05206,0.07536
2010,2nd Quintile,Tenant,Inexpensive,0.22414,445,1690,0.20425,0.24403
2010,2nd Quintile,Tenant,Reasonable,0.44003,766,1690,0.41635,0.46370
2010,2nd Quintile,Tenant,Slightly Expensive,0.17451,295,1690,0.15641,0.19261
2010,2nd Quintile,Tenant,Too Expensive,0.02005,52,1690,0.01336,0.02673
2010,3rd Quintile,Tenant,Very Inexpensive,0.07673,105,1097,0.06097,0.09249
2010,3rd Quintile,Tenant,Inexpensive,0.21908,296,1097,0.19459,0.24356
2010,3rd Quintile,Tenant,Reasonable,0.42786,501,1097,0.39856,0.45715
2010,3rd Quintile,Tenant,Slightly Expensive,0.17280,195,1097,0.15042,0.19519
2010,4th Quintile,Tenant,Very Inexpensive,0.06998,71,866,0.05298,0.08698
2010,4th Quintile,Tenant,Inexpensive,0.22649,207,866,0.19860,0.25439
2010,4th Quintile,Tenant,Reasonable,0.42125,423,866,0.38835,0.45416
2010,4th Quintile,Tenant,Slightly Expensive,0.18203,165,866,0.15631,0.20774
2010,5th Quintile,Tenant,Very Inexpensive,0.07984,62,703,0.05979,0.09989
2010,5th Quintile,Tenant,Inexpensive,0.22550,178,703,0.19459,0.25642
2010,5th Quintile,Tenant,Reasonable,0.42412,344,703,0.38756,0.46068
2010,5th Quintile,Tenant,Slightly Expensive,0.15658,119,703,0.12970,0.18346
2011,1st Quintile,Tenant,Very Inexpensive,0.06195,199,3026,0.05336,0.07054
2011,1st Quintile,Tenant,Inexpensive,0.24790,762,3026,0.23252,0.26329
2011,1st Quintile,Tenant,Reasonable,0.42161,1289,3026,0.40401,0.43921
2011,1st Quintile,Tenant,Slightly Expensive,0.18720,633,3026,0.17330,0.20110
2011,1st Quintile,Tenant,Too Expensive,0.03587,143,3026,0.02924,0.04250
2011,2nd Quintile,Tenant,Very Inexpensive,0.06040,156,1978,0.04990,0.07090
2011,2nd Quintile,Tenant,Inexpensive,0.23005,515,1978,0.21150,0.24860
2011,2nd Quintile,Tenant,Reasonable,0.43855,893,1978,0.41668,0.46042
2011,2nd Quintile,Tenant,Slightly Expensive,0.15485,347,1978,0.13891,0.17080
2011,2nd Quintile,Tenant,Too Expensive,0.03286,67,1978,0.02500,0.04071
2011,3rd Quintile,Tenant,Very Inexpensive,0.08596,145,1409,0.07132,0.10060
2011,3rd Quintile,Tenant,Inexpensive,0.20261,333,1409,0.18161,0.22360
2011,3rd Quintile,Tenant,Reasonable,0.43675,685,1409,0.41084,0.46265
2011,3rd Quintile,Tenant,Slightly Expensive,0.17328,246,1409,0.15351,0.19305
2011,4th Quintile,Tenant,Very Inexpensive,0.08361,105,1082,0.06711,0.10011
2011,4th Quintile,Tenant,Inexpensive,0.21611,262,1082,0.19157,0.24065
2011,4th Quintile,Tenant,Reasonable,0.46305,544,1082,0.43332,0.49277
2011,4th Quintile,Tenant,Slightly Expensive,0.15675,171,1082,0.13508,0.17843
2011,5th Quintile,Tenant,Very Inexpensive,0.07465,69,801,0.05643,0.09286
2011,5th Quintile,Tenant,Inexpensive,0.22454,199,801,0.19562,0.25345
2011,5th Quintile,Tenant,Reasonable,0.43506,401,801,0.40071,0.46941
2011,5th Quintile,Tenant,Slightly Expensive,0.14760,132,801,0.12302,0.17218
2012,1st Quintile,Tenant,Very Inexpensive,0.05874,195,2982,0.05030,0.06718
2012,1st Quintile,Tenant,Inexpensive,0.23684,750,2982,0.22158,0.25210
2012,1st Quintile,Tenant,Reasonable,0.44839,1322,2982,0.43054,0.46625
2012,1st Quintile,Tenant,Slightly Expensive,0.17253,566,2982,0.15897,0.18610
2012,1st Quintile,Tenant,Too Expensive,0.03836,149,2982,0.03146,0.04525
2012,2nd Quintile,Tenant,Very Inexpensive,0.06152,142,1972,0.05091,0.07213
2012,2nd Quintile,Tenant,Inexpensive,0.23239,544,1972,0.21375,0.25104
2012,2nd Quintile,Tenant,Reasonable,0.44163,894,1972,0.41970,0.46355
2012,2nd Quintile,Tenant,Slightly Expensive,0.17238,328,1972,0.15571,0.18906
2012,2nd Quintile,Tenant,Too Expensive,0.02698,64,1972,0.01983,0.03414
2012,3rd Quintile,Tenant,Very Inexpensive,0.08170,132,1407,0.06738,0.09601
2012,3rd Quintile,Tenant,Inexpensive,0.25230,422,1407,0.22960,0.27500
2012,3rd Quintile,Tenant,Reasonable,0.40428,638,1407,0.37863,0.42993
2012,3rd Quintile,Tenant,Slightly Expensive,0.16455,215,1407,0.14517,0.18394
2012,4th Quintile,Tenant,Very Inexpensive,0.08225,96,1009,0.06529,0.09922
2012,4th Quintile,Tenant,Inexpensive,0.21758,268,1009,0.19211,0.24305
2012,4th Quintile,Tenant,Reasonable,0.45037,495,1009,0.41966,0.48109
2012,4th Quintile,Tenant,Slightly Expensive,0.14122,150,1009,0.11972,0.16272
2012,5th Quintile,Tenant,Very Inexpensive,0.08042,60,772,0.06123,0.09962
2012,5th Quintile,Tenant,Inexpensive,0.23526,204,772,0.20532,0.26521
2012,5th Quintile,Tenant,Reasonable,0.44169,398,772,0.40664,0.47675
2012,5th Quintile,Tenant,Slightly Expensive,0.13376,110,772,0.10973,0.15778
2013,1st Quintile,Tenant,Very Inexpensive,0.05745,203,3570,0.04981,0.06508
2013,1st Quintile,Tenant,Inexpensive,0.24126,825,3570,0.22722,0.25530
2013,1st Quintile,Tenant,Reasonable,0.45009,1647,3570,0.43377,0.46641
2013,1st Quintile,Tenant,Slightly Expensive,0.17726,718,3570,0.16473,0.18979
2013,1st Quintile,Tenant,Too Expensive,0.03317,177,3570,0.02730,0.03905
2013,2nd Quintile,Tenant,Very Inexpensive,0.06874,180,2464,0.05875,0.07873
2013,2nd Quintile,Tenant,Inexpensive,0.24657,677,2464,0.22955,0.26359
2013,2nd Quintile,Tenant,Reasonable,0.44056,1103,2464,0.42096,0.46017
2013,2nd Quintile,Tenant,Slightly Expensive,0.15799,424,2464,0.14359,0.17239
2013,2nd Quintile,Tenant,Too Expensive,0.02849,80,2464,0.02192,0.03505
2013,3rd Quintile,Tenant,Very Inexpensive,0.06940,125,1573,0.05684,0.08197
2013,3rd Quintile,Tenant,Inexpensive,0.24802,436,1573,0.22667,0.26936
2013,3rd Quintile,Tenant,Reasonable,0.43037,718,1573,0.40590,0.45485
2013,3rd Quintile,Tenant,Slightly Expensive,0.13852,253,1573,0.12144,0.15559
2013,3rd Quintile,Tenant,Too Expensive,0.02253,41,1573,0.01519,0.02987
2013,4th Quintile,Tenant,Very Inexpensive,0.09701,127,1164,0.08000,0.11402
2013,4th Quintile,Tenant,Inexpensive,0.23453,302,1164,0.21018,0.25888
2013,4th Quintile,Tenant,Reasonable,0.44030,583,1164,0.41177,0.46883
2013,4th Quintile,Tenant,Slightly Expensive,0.12097,152,1164,0.10223,0.13971
2013,5th Quintile,Tenant,Very Inexpensive,0.08513,86,854,0.06640,0.10386
2013,5th Quintile,Tenant,Inexpensive,0.28123,237,854,0.25106,0.31141
2013,5th Quintile,Tenant,Reasonable,0.38644,397,854,0.35376,0.41911
2013,5th Quintile,Tenant,Slightly Expensive,0.14726,134,854,0.12348,0.17104
2014,1st Quintile,Tenant,Very Inexpensive,0.06304,195,2874,0.05415,0.07192
2014,1st Quintile,Tenant,Inexpensive,0.24582,683,2874,0.23008,0.26156
2014,1st Quintile,Tenant,Reasonable,0.41256,1246,2874,0.39456,0.43056
2014,1st Quintile,Tenant,Slightly Expensive,0.20135,614,2874,0.18669,0.21601
2014,1st Quintile,Tenant,Too Expensive,0.03591,136,2874,0.02910,0.04271
2014,2nd Quintile,Tenant,Very Inexpensive,0.08280,181,2138,0.07111,0.09448
2014,2nd Quintile,Tenant,Inexpensive,0.25341,564,2138,0.23497,0.27185
2014,2nd Quintile,Tenant,Reasonable,0.43510,959,2138,0.41408,0.45612
2014,2nd Quintile,Tenant,Slightly Expensive,0.15756,373,2138,0.14211,0.17300
2014,2nd Quintile,Tenant,Too Expensive,0.01958,61,2138,0.01371,0.02546
2014,3rd Quintile,Tenant,Very Inexpensive,0.10390,159,1456,0.08822,0.11958
2014,3rd Quintile,Tenant,Inexpensive,0.27362,441,1456,0.25071,0.29653
2014,3rd Quintile,Tenant,Reasonable,0.41793,642,1456,0.39258,0.44327
2014,3rd Quintile,Tenant,Slightly Expensive,0.14767,214,1456,0.12944,0.16590
2014,4th Quintile,Tenant,Very Inexpensive,0.08334,119,1145,0.06732,0.09935
2014,4th Quintile,Tenant,Inexpensive,0.28954,339,1145,0.26326,0.31582
2014,4th Quintile,Tenant,Reasonable,0.44291,524,1145,0.41413,0.47170
2014,4th Quintile,Tenant,Slightly Expensive,0.12112,163,1145,0.10221,0.14002
2014,5th Quintile,Tenant,Very Inexpensive,0.10373,90,826,0.08293,0.12454
2014,5th Quintile,Tenant,Inexpensive,0.27103,222,826,0.24070,0.30136
2014,5th Quintile,Tenant,Reasonable,0.44704,393,826,0.41311,0.48097
2014,5th Quintile,Tenant,Slightly Expensive,0.13588,121,826,0.11249,0.15926
