year,bula_h,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,Baden-Wuerttemberg,Just Right,0.74770,600,792,0.71743,0.77796
1996,Baden-Wuerttemberg,A Bit Too Large,0.09138,52,792,0.07130,0.11146
1996,Bavaria,A Bit Too Small,0.14152,138,829,0.11778,0.16527
1996,Bavaria,Just Right,0.71210,619,829,0.68126,0.74294
1996,Bavaria,A Bit Too Large,0.11296,72,829,0.09140,0.13452
1996,Berlin,A Bit Too Small,0.23359,77,271,0.18312,0.28406
1996,Berlin,Just Right,0.65549,194,271,0.59881,0.71218
1996,Brandenburg,A Bit Too Small,0.16661,56,264,0.12158,0.21165
1996,Brandenburg,Just Right,0.72463,208,264,0.67065,0.77862
1996,Mecklenburg-Western Pomerania,A Bit Too Small,0.19228,39,179,0.13439,0.25018
1996,Mecklenburg-Western Pomerania,Just Right,0.71942,140,179,0.65342,0.78543
1996,Saxony,A Bit Too Small,0.15792,89,523,0.12663,0.18920
1996,Saxony,Just Right,0.70576,393,523,0.66667,0.74486
1996,Saxony,A Bit Too Large,0.09311,41,523,0.06818,0.11804
1996,Saxony-Anhalt,A Bit Too Small,0.18718,70,290,0.14221,0.23215
1996,Saxony-Anhalt,Just Right,0.68277,220,290,0.62911,0.73643
1996,Thuringa,A Bit Too Small,0.14253,51,290,0.10222,0.18284
1996,Thuringa,Just Right,0.76366,239,290,0.71468,0.81264
1997,Schleswig-Holstein,Just Right,0.62273,93,93,0.52369,0.72178
1997,Hamburg,Just Right,0.73024,56,56,0.61294,0.84754
1997,Lower Saxony,A Bit Too Small,0.12711,72,510,0.09817,0.15605
1997,Lower Saxony,Just Right,0.72540,381,510,0.68663,0.76418
1997,Lower Saxony,A Bit Too Large,0.12459,57,510,0.09589,0.15328
1997,Bremen,Just Right,0.77793,41,41,0.64912,0.90673
1997,North Rhine-Westphalia,Much Too Small,0.01836,39,1252,0.01092,0.02580
1997,North Rhine-Westphalia,A Bit Too Small,0.15594,221,1252,0.13583,0.17604
1997,North Rhine-Westphalia,Just Right,0.70138,888,1252,0.67601,0.72674
1997,North Rhine-Westphalia,A Bit Too Large,0.11215,104,1252,0.09466,0.12963
1997,Hesse,A Bit Too Small,0.15633,82,419,0.12152,0.19115
1997,Hesse,Just Right,0.72252,306,419,0.67960,0.76545
1997,Hesse,A Bit Too Large,0.09071,31,419,0.06318,0.11825
1997,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.15532,59,327,0.11600,0.19464
1997,"Rhineland-Palatinate, Saarland",Just Right,0.75636,268,327,0.70976,0.80296
1997,Baden-Wuerttemberg,A Bit Too Small,0.14606,145,814,0.12178,0.17033
1997,Baden-Wuerttemberg,Just Right,0.73689,609,814,0.70662,0.76716
1997,Baden-Wuerttemberg,A Bit Too Large,0.10328,60,814,0.08236,0.12420
1997,Bavaria,A Bit Too Small,0.14927,143,819,0.12485,0.17369
1997,Bavaria,Just Right,0.70155,604,819,0.67019,0.73291
1997,Bavaria,A Bit Too Large,0.12078,72,819,0.09844,0.14311
1997,Berlin,A Bit Too Small,0.24094,71,272,0.19002,0.29185
1997,Berlin,Just Right,0.65703,201,272,0.60051,0.71355
1997,Brandenburg,A Bit Too Small,0.17397,62,266,0.12832,0.21961
1997,Brandenburg,Just Right,0.68345,204,266,0.62745,0.73945
1997,Mecklenburg-Western Pomerania,Just Right,0.71526,141,141,0.64051,0.79002
1997,Saxony,A Bit Too Small,0.16401,89,524,0.13227,0.19574
1997,Saxony,Just Right,0.71316,389,524,0.67440,0.75193
1997,Saxony,A Bit Too Large,0.09673,46,524,0.07139,0.12206
1997,Saxony-Anhalt,A Bit Too Small,0.14285,51,292,0.10265,0.18306
1997,Saxony-Anhalt,Just Right,0.74424,241,292,0.69411,0.79437
1997,Thuringa,A Bit Too Small,0.16188,49,290,0.11941,0.20435
1997,Thuringa,Just Right,0.76163,241,290,0.71250,0.81075
1998,Schleswig-Holstein,Just Right,0.66780,130,130,0.58652,0.74908
1998,Hamburg,Just Right,0.60167,60,60,0.47675,0.72659
1998,Lower Saxony,A Bit Too Small,0.13471,82,583,0.10697,0.16244
1998,Lower Saxony,Just Right,0.70024,427,583,0.66302,0.73746
1998,Lower Saxony,A Bit Too Large,0.14302,74,583,0.11457,0.17146
1998,Bremen,Just Right,0.65846,39,39,0.50768,0.80924
1998,North Rhine-Westphalia,Much Too Small,0.02728,55,1426,0.01882,0.03573
1998,North Rhine-Westphalia,A Bit Too Small,0.14342,234,1426,0.12522,0.16162
1998,North Rhine-Westphalia,Just Right,0.71912,1028,1426,0.69579,0.74246
1998,North Rhine-Westphalia,A Bit Too Large,0.09609,109,1426,0.08079,0.11139
1998,Hesse,A Bit Too Small,0.13682,75,458,0.10531,0.16833
1998,Hesse,Just Right,0.74067,343,458,0.70049,0.78086
1998,Hesse,A Bit Too Large,0.08694,40,458,0.06111,0.11277
1998,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.14863,63,387,0.11314,0.18412
1998,"Rhineland-Palatinate, Saarland",Just Right,0.71263,283,387,0.66748,0.75777
1998,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.09706,41,387,0.06753,0.12659
1998,Baden-Wuerttemberg,A Bit Too Small,0.11827,134,887,0.09701,0.13954
1998,Baden-Wuerttemberg,Just Right,0.74688,672,887,0.71825,0.77551
1998,Baden-Wuerttemberg,A Bit Too Large,0.11238,81,887,0.09158,0.13318
1998,Bavaria,A Bit Too Small,0.13285,151,929,0.11101,0.15469
1998,Bavaria,Just Right,0.71925,695,929,0.69034,0.74817
1998,Bavaria,A Bit Too Large,0.10347,83,929,0.08387,0.12307
1998,Berlin,A Bit Too Small,0.24782,76,281,0.19724,0.29839
1998,Berlin,Just Right,0.64667,205,281,0.59068,0.70266
1998,Brandenburg,A Bit Too Small,0.15538,53,285,0.11325,0.19752
1998,Brandenburg,Just Right,0.71761,232,285,0.66525,0.76997
1998,Mecklenburg-Western Pomerania,A Bit Too Small,0.16632,37,186,0.11266,0.21998
1998,Mecklenburg-Western Pomerania,Just Right,0.70062,149,186,0.63462,0.76662
1998,Saxony,A Bit Too Small,0.14337,85,567,0.11449,0.17224
1998,Saxony,Just Right,0.70766,417,567,0.67019,0.74513
1998,Saxony,A Bit Too Large,0.12249,65,567,0.09548,0.14950
1998,Saxony-Anhalt,A Bit Too Small,0.16027,59,344,0.12145,0.19910
1998,Saxony-Anhalt,Just Right,0.69162,252,344,0.64275,0.74050
1998,Saxony-Anhalt,A Bit Too Large,0.12322,33,344,0.08844,0.15801
1998,Thuringa,A Bit Too Small,0.11382,45,346,0.08030,0.14733
1998,Thuringa,Just Right,0.76261,262,346,0.71772,0.80751
1998,Thuringa,A Bit Too Large,0.11453,39,346,0.08092,0.14813
1999,Schleswig-Holstein,Just Right,0.72769,131,131,0.65117,0.80421
1999,Hamburg,Just Right,0.70023,62,62,0.58525,0.81520
1999,Lower Saxony,A Bit Too Small,0.11557,79,584,0.08962,0.14152
1999,Lower Saxony,Just Right,0.71554,436,584,0.67892,0.75216
1999,Lower Saxony,A Bit Too Large,0.14136,69,584,0.11308,0.16964
1999,Bremen,Just Right,0.69066,37,37,0.53967,0.84165
1999,North Rhine-Westphalia,Much Too Small,0.02023,38,1399,0.01285,0.02761
1999,North Rhine-Westphalia,A Bit Too Small,0.14053,228,1399,0.12232,0.15875
1999,North Rhine-Westphalia,Just Right,0.73414,1028,1399,0.71098,0.75730
1999,North Rhine-Westphalia,A Bit Too Large,0.09767,105,1399,0.08211,0.11323
1999,Hesse,A Bit Too Small,0.17489,87,447,0.13963,0.21014
1999,Hesse,Just Right,0.69759,317,447,0.65496,0.74021
1999,Hesse,A Bit Too Large,0.10054,43,447,0.07263,0.12845
1999,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.11386,52,389,0.08226,0.14547
1999,"Rhineland-Palatinate, Saarland",Just Right,0.73842,295,389,0.69469,0.78215
1999,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.11909,42,389,0.08686,0.15132
1999,Baden-Wuerttemberg,A Bit Too Small,0.12358,127,844,0.10136,0.14579
1999,Baden-Wuerttemberg,Just Right,0.73836,641,844,0.70869,0.76803
1999,Baden-Wuerttemberg,A Bit Too Large,0.10589,76,844,0.08512,0.12666
1999,Bavaria,A Bit Too Small,0.16549,160,924,0.14152,0.18947
1999,Bavaria,Just Right,0.72997,688,924,0.70132,0.75861
1999,Bavaria,A Bit Too Large,0.09108,76,924,0.07252,0.10964
1999,Berlin,A Bit Too Small,0.23293,69,273,0.18269,0.28316
1999,Berlin,Just Right,0.67338,204,273,0.61764,0.72911
1999,Brandenburg,A Bit Too Small,0.12940,43,281,0.09009,0.16872
1999,Brandenburg,Just Right,0.78335,238,281,0.73509,0.83160
1999,Mecklenburg-Western Pomerania,A Bit Too Small,0.13979,32,179,0.08885,0.19074
1999,Mecklenburg-Western Pomerania,Just Right,0.75303,147,179,0.68968,0.81638
1999,Saxony,A Bit Too Small,0.15184,94,569,0.12233,0.18135
1999,Saxony,Just Right,0.74600,428,569,0.71020,0.78180
1999,Saxony,A Bit Too Large,0.09030,47,569,0.06673,0.11387
1999,Saxony-Anhalt,A Bit Too Small,0.11594,46,315,0.08052,0.15135
1999,Saxony-Anhalt,Just Right,0.76369,269,315,0.71670,0.81068
1999,Thuringa,A Bit Too Small,0.13878,47,322,0.10096,0.17660
1999,Thuringa,Just Right,0.78332,275,322,0.73825,0.82839
2000,Schleswig-Holstein,A Bit Too Small,0.13057,49,396,0.09734,0.16380
2000,Schleswig-Holstein,Just Right,0.75296,309,396,0.71043,0.79549
2000,Schleswig-Holstein,A Bit Too Large,0.10152,38,396,0.07174,0.13131
2000,Hamburg,A Bit Too Small,0.23071,47,169,0.16701,0.29442
2000,Hamburg,Just Right,0.64627,122,169,0.57397,0.71857
2000,Lower Saxony,A Bit Too Small,0.12550,128,1046,0.10542,0.14559
2000,Lower Saxony,Just Right,0.71380,777,1046,0.68639,0.74120
2000,Lower Saxony,A Bit Too Large,0.12753,141,1046,0.10730,0.14775
2000,Bremen,Just Right,0.74829,86,86,0.65602,0.84055
2000,North Rhine-Westphalia,Much Too Small,0.01791,57,2722,0.01292,0.02289
2000,North Rhine-Westphalia,A Bit Too Small,0.13866,391,2722,0.12568,0.15165
2000,North Rhine-Westphalia,Just Right,0.73513,2023,2722,0.71855,0.75172
2000,North Rhine-Westphalia,A Bit Too Large,0.09782,251,2722,0.08665,0.10898
2000,Hesse,A Bit Too Small,0.14314,140,864,0.11978,0.16651
2000,Hesse,Just Right,0.74303,650,864,0.71388,0.77219
2000,Hesse,A Bit Too Large,0.07951,74,864,0.06146,0.09756
2000,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.14231,112,756,0.11739,0.16723
2000,"Rhineland-Palatinate, Saarland",Just Right,0.70691,556,756,0.67444,0.73938
2000,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.12587,88,756,0.10221,0.14953
2000,Baden-Wuerttemberg,Much Too Small,0.01706,32,1517,0.01054,0.02358
2000,Baden-Wuerttemberg,A Bit Too Small,0.12921,222,1517,0.11232,0.14609
2000,Baden-Wuerttemberg,Just Right,0.76743,1154,1517,0.74616,0.78869
2000,Baden-Wuerttemberg,A Bit Too Large,0.07609,109,1517,0.06274,0.08944
2000,Bavaria,Much Too Small,0.02351,40,1788,0.01649,0.03054
2000,Bavaria,A Bit Too Small,0.11491,212,1788,0.10012,0.12969
2000,Bavaria,Just Right,0.75966,1380,1788,0.73985,0.77947
2000,Bavaria,A Bit Too Large,0.09425,156,1788,0.08071,0.10780
2000,Berlin,A Bit Too Small,0.24250,117,488,0.20443,0.28057
2000,Berlin,Just Right,0.65362,338,488,0.61136,0.69588
2000,Berlin,A Bit Too Large,0.06556,33,488,0.04357,0.08754
2000,Brandenburg,A Bit Too Small,0.13827,74,519,0.10854,0.16799
2000,Brandenburg,Just Right,0.75597,411,519,0.71898,0.79295
2000,Brandenburg,A Bit Too Large,0.07206,34,519,0.04979,0.09433
2000,Mecklenburg-Western Pomerania,A Bit Too Small,0.13779,48,279,0.09727,0.17830
2000,Mecklenburg-Western Pomerania,Just Right,0.73991,231,279,0.68834,0.79148
2000,Saxony,A Bit Too Small,0.12094,123,904,0.09967,0.14220
2000,Saxony,Just Right,0.76089,694,904,0.73307,0.78871
2000,Saxony,A Bit Too Large,0.09520,87,904,0.07606,0.11435
2000,Saxony-Anhalt,A Bit Too Small,0.10918,61,528,0.08255,0.13581
2000,Saxony-Anhalt,Just Right,0.77111,413,528,0.73524,0.80698
2000,Saxony-Anhalt,A Bit Too Large,0.10986,54,528,0.08316,0.13656
2000,Thuringa,A Bit Too Small,0.10374,64,527,0.07768,0.12980
2000,Thuringa,Just Right,0.80995,417,527,0.77642,0.84348
2000,Thuringa,A Bit Too Large,0.07402,46,527,0.05164,0.09639
2001,Schleswig-Holstein,A Bit Too Small,0.11399,42,331,0.07970,0.14828
2001,Schleswig-Holstein,Just Right,0.79155,289,331,0.74772,0.83538
2001,Hamburg,A Bit Too Small,0.24204,45,160,0.17546,0.30862
2001,Hamburg,Just Right,0.63476,115,160,0.55992,0.70960
2001,Lower Saxony,A Bit Too Small,0.12807,124,921,0.10647,0.14966
2001,Lower Saxony,Just Right,0.68782,670,921,0.65787,0.71776
2001,Lower Saxony,A Bit Too Large,0.14583,127,921,0.12302,0.16864
2001,Bremen,Just Right,0.68851,70,70,0.57923,0.79778
2001,North Rhine-Westphalia,Much Too Small,0.02125,52,2452,0.01554,0.02696
2001,North Rhine-Westphalia,A Bit Too Small,0.12593,324,2452,0.11280,0.13907
2001,North Rhine-Westphalia,Just Right,0.74595,1848,2452,0.72871,0.76318
2001,North Rhine-Westphalia,A Bit Too Large,0.09800,228,2452,0.08623,0.10977
2001,Hesse,A Bit Too Small,0.13655,118,750,0.11196,0.16114
2001,Hesse,Just Right,0.74019,557,750,0.70878,0.77160
2001,Hesse,A Bit Too Large,0.09556,75,750,0.07451,0.11662
2001,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.11299,89,691,0.08937,0.13662
2001,"Rhineland-Palatinate, Saarland",Just Right,0.71521,514,691,0.68153,0.74888
2001,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.13111,88,691,0.10593,0.15630
2001,Baden-Wuerttemberg,A Bit Too Small,0.15349,222,1324,0.13407,0.17292
2001,Baden-Wuerttemberg,Just Right,0.74341,1004,1324,0.71987,0.76694
2001,Baden-Wuerttemberg,A Bit Too Large,0.07967,98,1324,0.06507,0.09426
2001,Bavaria,A Bit Too Small,0.12900,208,1570,0.11241,0.14559
2001,Bavaria,Just Right,0.76114,1227,1570,0.74004,0.78224
2001,Bavaria,A Bit Too Large,0.08991,135,1570,0.07576,0.10407
2001,Berlin,A Bit Too Small,0.22813,109,464,0.18991,0.26636
2001,Berlin,Just Right,0.66512,321,464,0.62213,0.70811
2001,Berlin,A Bit Too Large,0.07533,34,464,0.05129,0.09937
2001,Brandenburg,A Bit Too Small,0.11520,63,481,0.08664,0.14377
2001,Brandenburg,Just Right,0.76168,378,481,0.72356,0.79979
2001,Brandenburg,A Bit Too Large,0.08856,40,481,0.06314,0.11398
2001,Mecklenburg-Western Pomerania,A Bit Too Small,0.10513,34,259,0.06771,0.14256
2001,Mecklenburg-Western Pomerania,Just Right,0.79142,225,259,0.74185,0.84100
2001,Saxony,A Bit Too Small,0.11497,101,837,0.09335,0.13660
2001,Saxony,Just Right,0.78233,672,837,0.75435,0.81030
2001,Saxony,A Bit Too Large,0.08577,64,837,0.06679,0.10475
2001,Saxony-Anhalt,A Bit Too Small,0.10925,57,496,0.08176,0.13673
2001,Saxony-Anhalt,Just Right,0.75027,378,496,0.71213,0.78840
2001,Saxony-Anhalt,A Bit Too Large,0.13270,61,496,0.10281,0.16259
2001,Thuringa,A Bit Too Small,0.09840,57,487,0.07191,0.12488
2001,Thuringa,Just Right,0.81163,391,487,0.77687,0.84640
2001,Thuringa,A Bit Too Large,0.07929,39,487,0.05527,0.10331
2002,Schleswig-Holstein,A Bit Too Small,0.12347,52,385,0.09056,0.15637
2002,Schleswig-Holstein,Just Right,0.73848,291,385,0.69452,0.78243
2002,Schleswig-Holstein,A Bit Too Large,0.11134,42,385,0.07988,0.14280
2002,Hamburg,A Bit Too Small,0.22703,50,178,0.16531,0.28874
2002,Hamburg,Just Right,0.64065,128,178,0.56996,0.71133
2002,Lower Saxony,A Bit Too Small,0.14449,136,982,0.12249,0.16649
2002,Lower Saxony,Just Right,0.65194,702,982,0.62214,0.68175
2002,Lower Saxony,A Bit Too Large,0.15900,144,982,0.13612,0.18188
2002,Bremen,Just Right,0.73926,79,79,0.64183,0.83670
2002,North Rhine-Westphalia,Much Too Small,0.02224,59,2587,0.01655,0.02792
2002,North Rhine-Westphalia,A Bit Too Small,0.12991,347,2587,0.11695,0.14287
2002,North Rhine-Westphalia,Just Right,0.71926,1874,2587,0.70194,0.73658
2002,North Rhine-Westphalia,A Bit Too Large,0.11237,267,2587,0.10020,0.12454
2002,North Rhine-Westphalia,Much Too Large,0.01622,40,2587,0.01135,0.02109
2002,Hesse,A Bit Too Small,0.14785,147,825,0.12362,0.17209
2002,Hesse,Just Right,0.68563,573,825,0.65393,0.71733
2002,Hesse,A Bit Too Large,0.12185,105,825,0.09952,0.14419
2002,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.11584,80,697,0.09207,0.13962
2002,"Rhineland-Palatinate, Saarland",Just Right,0.67905,508,697,0.64437,0.71373
2002,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.15861,109,697,0.13147,0.18575
2002,Baden-Wuerttemberg,Much Too Small,0.02066,37,1437,0.01331,0.02802
2002,Baden-Wuerttemberg,A Bit Too Small,0.14815,225,1437,0.12978,0.16653
2002,Baden-Wuerttemberg,Just Right,0.72195,1033,1437,0.69877,0.74512
2002,Baden-Wuerttemberg,A Bit Too Large,0.10054,142,1437,0.08499,0.11610
2002,Bavaria,Much Too Small,0.02086,37,1699,0.01407,0.02766
2002,Bavaria,A Bit Too Small,0.13798,250,1699,0.12157,0.15438
2002,Bavaria,Just Right,0.72351,1233,1699,0.70223,0.74478
2002,Bavaria,A Bit Too Large,0.10628,179,1699,0.09163,0.12094
2002,Berlin,A Bit Too Small,0.21129,106,477,0.17462,0.24797
2002,Berlin,Just Right,0.68622,339,477,0.64453,0.72791
2002,Berlin,A Bit Too Large,0.06858,32,477,0.04588,0.09129
2002,Brandenburg,A Bit Too Small,0.13947,70,489,0.10873,0.17021
2002,Brandenburg,Just Right,0.74995,376,489,0.71153,0.78837
2002,Brandenburg,A Bit Too Large,0.09164,43,489,0.06604,0.11724
2002,Mecklenburg-Western Pomerania,A Bit Too Small,0.11444,35,249,0.07481,0.15406
2002,Mecklenburg-Western Pomerania,Just Right,0.78726,214,249,0.73633,0.83820
2002,Saxony,A Bit Too Small,0.10200,90,822,0.08130,0.12270
2002,Saxony,Just Right,0.76452,654,822,0.73550,0.79354
2002,Saxony,A Bit Too Large,0.09766,78,822,0.07735,0.11796
2002,Saxony-Anhalt,A Bit Too Small,0.11279,55,497,0.08495,0.14063
2002,Saxony-Anhalt,Just Right,0.76813,391,497,0.73099,0.80527
2002,Saxony-Anhalt,A Bit Too Large,0.10613,51,497,0.07902,0.13323
2002,Thuringa,A Bit Too Small,0.07855,54,488,0.05466,0.10245
2002,Thuringa,Just Right,0.83593,394,488,0.80304,0.86882
2002,Thuringa,A Bit Too Large,0.07813,40,488,0.05430,0.10197
2003,Schleswig-Holstein,A Bit Too Small,0.12430,43,362,0.09027,0.15834
2003,Schleswig-Holstein,Just Right,0.76614,282,362,0.72247,0.80980
2003,Schleswig-Holstein,A Bit Too Large,0.08238,37,362,0.05402,0.11074
2003,Hamburg,A Bit Too Small,0.22641,45,158,0.16094,0.29187
2003,Hamburg,Just Right,0.59889,113,158,0.52222,0.67555
2003,Lower Saxony,A Bit Too Small,0.13621,119,947,0.11435,0.15807
2003,Lower Saxony,Just Right,0.66375,686,947,0.63365,0.69386
2003,Lower Saxony,A Bit Too Large,0.16630,142,947,0.14257,0.19002
2003,Bremen,Just Right,0.63710,68,68,0.52196,0.75224
2003,North Rhine-Westphalia,Much Too Small,0.01982,47,2497,0.01435,0.02529
2003,North Rhine-Westphalia,A Bit Too Small,0.13455,346,2497,0.12117,0.14794
2003,North Rhine-Westphalia,Just Right,0.71968,1805,2497,0.70206,0.73730
2003,North Rhine-Westphalia,A Bit Too Large,0.10963,260,2497,0.09738,0.12189
2003,North Rhine-Westphalia,Much Too Large,0.01631,39,2497,0.01134,0.02128
2003,Hesse,A Bit Too Small,0.16740,146,777,0.14113,0.19367
2003,Hesse,Just Right,0.67849,533,777,0.64562,0.71135
2003,Hesse,A Bit Too Large,0.12149,98,777,0.09850,0.14447
2003,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.11268,77,692,0.08910,0.13625
2003,"Rhineland-Palatinate, Saarland",Just Right,0.68575,504,692,0.65114,0.72036
2003,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.15485,111,692,0.12787,0.18182
2003,Baden-Wuerttemberg,Much Too Small,0.02259,32,1389,0.01477,0.03041
2003,Baden-Wuerttemberg,A Bit Too Small,0.15768,217,1389,0.13851,0.17686
2003,Baden-Wuerttemberg,Just Right,0.71203,1002,1389,0.68821,0.73585
2003,Baden-Wuerttemberg,A Bit Too Large,0.10228,138,1389,0.08634,0.11822
2003,Bavaria,Much Too Small,0.02075,32,1628,0.01383,0.02768
2003,Bavaria,A Bit Too Small,0.14240,241,1628,0.12542,0.15938
2003,Bavaria,Just Right,0.72129,1184,1628,0.69950,0.74308
2003,Bavaria,A Bit Too Large,0.10240,171,1628,0.08767,0.11713
2003,Berlin,A Bit Too Small,0.21251,104,474,0.17564,0.24937
2003,Berlin,Just Right,0.67393,330,474,0.63168,0.71617
2003,Berlin,A Bit Too Large,0.08288,40,474,0.05804,0.10773
2003,Brandenburg,A Bit Too Small,0.15223,75,488,0.12032,0.18414
2003,Brandenburg,Just Right,0.73390,365,488,0.69465,0.77315
2003,Brandenburg,A Bit Too Large,0.09232,48,488,0.06661,0.11803
2003,Mecklenburg-Western Pomerania,Just Right,0.81264,222,222,0.76119,0.86408
2003,Saxony,A Bit Too Small,0.11696,94,826,0.09503,0.13889
2003,Saxony,Just Right,0.78966,664,826,0.76185,0.81747
2003,Saxony,A Bit Too Large,0.07541,68,826,0.05739,0.09342
2003,Saxony-Anhalt,A Bit Too Small,0.11683,55,481,0.08809,0.14556
2003,Saxony-Anhalt,Just Right,0.76012,374,481,0.72192,0.79832
2003,Saxony-Anhalt,A Bit Too Large,0.10613,52,481,0.07858,0.13369
2003,Thuringa,A Bit Too Small,0.10207,52,472,0.07473,0.12941
2003,Thuringa,Just Right,0.78439,375,472,0.74725,0.82153
2003,Thuringa,A Bit Too Large,0.10053,45,472,0.07337,0.12768
2004,Schleswig-Holstein,A Bit Too Small,0.12413,44,326,0.08828,0.15998
2004,Schleswig-Holstein,Just Right,0.77881,282,326,0.73368,0.82393
2004,Hamburg,A Bit Too Small,0.20004,40,158,0.13746,0.26261
2004,Hamburg,Just Right,0.64949,118,158,0.57485,0.72412
2004,Lower Saxony,A Bit Too Small,0.11773,99,948,0.09720,0.13825
2004,Lower Saxony,Just Right,0.68677,712,948,0.65723,0.71631
2004,Lower Saxony,A Bit Too Large,0.15586,137,948,0.13275,0.17896
2004,Bremen,Just Right,0.71871,70,70,0.61262,0.82480
2004,North Rhine-Westphalia,Much Too Small,0.01570,34,2392,0.01072,0.02068
2004,North Rhine-Westphalia,A Bit Too Small,0.12186,306,2392,0.10874,0.13497
2004,North Rhine-Westphalia,Just Right,0.74299,1784,2392,0.72547,0.76050
2004,North Rhine-Westphalia,A Bit Too Large,0.10841,268,2392,0.09594,0.12087
2004,Hesse,A Bit Too Small,0.17626,135,752,0.14900,0.20351
2004,Hesse,Just Right,0.67953,519,752,0.64616,0.71291
2004,Hesse,A Bit Too Large,0.11724,98,752,0.09423,0.14025
2004,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.11104,81,676,0.08733,0.13474
2004,"Rhineland-Palatinate, Saarland",Just Right,0.70201,488,676,0.66751,0.73652
2004,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.15128,107,676,0.12425,0.17832
2004,Baden-Wuerttemberg,Much Too Small,0.02422,31,1340,0.01598,0.03245
2004,Baden-Wuerttemberg,A Bit Too Small,0.13572,198,1340,0.11738,0.15407
2004,Baden-Wuerttemberg,Just Right,0.72791,977,1340,0.70407,0.75174
2004,Baden-Wuerttemberg,A Bit Too Large,0.10467,134,1340,0.08827,0.12106
2004,Bavaria,A Bit Too Small,0.13132,217,1557,0.11453,0.14810
2004,Bavaria,Just Right,0.71587,1157,1557,0.69346,0.73827
2004,Bavaria,A Bit Too Large,0.12456,183,1557,0.10815,0.14096
2004,Berlin,A Bit Too Small,0.18888,92,472,0.15353,0.22423
2004,Berlin,Just Right,0.69811,334,472,0.65665,0.73957
2004,Berlin,A Bit Too Large,0.08572,46,472,0.06044,0.11101
2004,Brandenburg,A Bit Too Small,0.12836,58,472,0.09815,0.15857
2004,Brandenburg,Just Right,0.77188,377,472,0.73398,0.80977
2004,Brandenburg,A Bit Too Large,0.07401,37,472,0.05037,0.09766
2004,Mecklenburg-Western Pomerania,A Bit Too Small,0.10453,32,245,0.06614,0.14292
2004,Mecklenburg-Western Pomerania,Just Right,0.78632,213,245,0.73489,0.83776
2004,Saxony,A Bit Too Small,0.10817,88,798,0.08660,0.12973
2004,Saxony,Just Right,0.77653,625,798,0.74761,0.80546
2004,Saxony,A Bit Too Large,0.08744,85,798,0.06783,0.10705
2004,Saxony-Anhalt,A Bit Too Small,0.10771,52,475,0.07980,0.13562
2004,Saxony-Anhalt,Just Right,0.77838,372,475,0.74099,0.81578
2004,Saxony-Anhalt,A Bit Too Large,0.10719,51,475,0.07934,0.13505
2004,Thuringa,A Bit Too Small,0.11689,60,475,0.08796,0.14581
2004,Thuringa,Just Right,0.79607,379,475,0.75980,0.83235
2004,Thuringa,A Bit Too Large,0.07715,36,475,0.05313,0.10117
2005,Schleswig-Holstein,A Bit Too Small,0.12308,42,348,0.08852,0.15765
2005,Schleswig-Holstein,Just Right,0.74500,274,348,0.69914,0.79087
2005,Schleswig-Holstein,A Bit Too Large,0.09654,32,348,0.06546,0.12761
2005,Hamburg,A Bit Too Small,0.22602,43,158,0.16060,0.29145
2005,Hamburg,Just Right,0.66916,115,158,0.59555,0.74276
2005,Lower Saxony,A Bit Too Small,0.11838,95,912,0.09741,0.13936
2005,Lower Saxony,Just Right,0.67726,673,912,0.64690,0.70762
2005,Lower Saxony,A Bit Too Large,0.16474,144,912,0.14066,0.18883
2005,Bremen,Just Right,0.73749,66,66,0.63052,0.84446
2005,North Rhine-Westphalia,A Bit Too Small,0.12913,308,2338,0.11553,0.14272
2005,North Rhine-Westphalia,Just Right,0.74278,1749,2338,0.72506,0.76050
2005,North Rhine-Westphalia,A Bit Too Large,0.10730,250,2338,0.09475,0.11985
2005,North Rhine-Westphalia,Much Too Large,0.01038,31,2338,0.00627,0.01449
2005,Hesse,A Bit Too Small,0.17365,124,743,0.14639,0.20090
2005,Hesse,Just Right,0.68987,534,743,0.65659,0.72315
2005,Hesse,A Bit Too Large,0.11230,85,743,0.08958,0.13502
2005,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.12641,81,656,0.10096,0.15186
2005,"Rhineland-Palatinate, Saarland",Just Right,0.73080,495,656,0.69683,0.76477
2005,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.11596,80,656,0.09144,0.14048
2005,Baden-Wuerttemberg,A Bit Too Small,0.14566,193,1280,0.12633,0.16499
