year,bula_h,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,Thuringa,A Bit Too Small,0.09368,67,622,0.07076,0.11660
2019,Thuringa,Just Right,0.77229,478,622,0.73930,0.80527
2019,Thuringa,A Bit Too Large,0.11322,77,622,0.08830,0.13814
2020,Schleswig-Holstein,Much Too Small,0.00555,49,674,-0.00006,0.01116
2020,Schleswig-Holstein,A Bit Too Small,0.10614,78,674,0.08287,0.12941
2020,Schleswig-Holstein,Just Right,0.66143,471,674,0.62568,0.69718
2020,Schleswig-Holstein,A Bit Too Large,0.18166,76,674,0.15253,0.21079
2020,Hamburg,A Bit Too Small,0.12604,72,385,0.09285,0.15924
2020,Hamburg,Just Right,0.75928,313,385,0.71652,0.80204
2020,Lower Saxony,Much Too Small,0.00754,67,1810,0.00355,0.01153
2020,Lower Saxony,A Bit Too Small,0.09417,238,1810,0.08071,0.10763
2020,Lower Saxony,Just Right,0.66489,1214,1810,0.64314,0.68664
2020,Lower Saxony,A Bit Too Large,0.19025,243,1810,0.17216,0.20834
2020,Lower Saxony,Much Too Large,0.04315,48,1810,0.03378,0.05251
2020,Bremen,A Bit Too Small,0.22946,43,189,0.16936,0.28957
2020,Bremen,Just Right,0.59263,146,189,0.52239,0.66286
2020,North Rhine-Westphalia,Much Too Small,0.01490,223,4351,0.01130,0.01850
2020,North Rhine-Westphalia,A Bit Too Small,0.10370,681,4351,0.09464,0.11276
2020,North Rhine-Westphalia,Just Right,0.71240,2956,4351,0.69895,0.72585
2020,North Rhine-Westphalia,A Bit Too Large,0.13392,410,4351,0.12380,0.14404
2020,North Rhine-Westphalia,Much Too Large,0.03507,81,4351,0.02960,0.04054
2020,Hesse,Much Too Small,0.02148,55,1346,0.01373,0.02923
2020,Hesse,A Bit Too Small,0.13151,234,1346,0.11345,0.14957
2020,Hesse,Just Right,0.66337,871,1346,0.63812,0.68863
2020,Hesse,A Bit Too Large,0.15588,155,1346,0.13649,0.17526
2020,Hesse,Much Too Large,0.02776,31,1346,0.01898,0.03654
2020,"Rhineland-Palatinate, Saarland",Much Too Small,0.00391,47,1022,0.00008,0.00774
2020,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.10144,133,1022,0.08293,0.11996
2020,"Rhineland-Palatinate, Saarland",Just Right,0.68600,711,1022,0.65753,0.71446
2020,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.15972,131,1022,0.13724,0.18219
2020,Baden-Wuerttemberg,Much Too Small,0.01079,75,1963,0.00622,0.01536
2020,Baden-Wuerttemberg,A Bit Too Small,0.12853,306,1963,0.11373,0.14334
2020,Baden-Wuerttemberg,Just Right,0.71185,1358,1963,0.69181,0.73189
2020,Baden-Wuerttemberg,A Bit Too Large,0.13035,224,1963,0.11545,0.14525
2020,Bavaria,Much Too Small,0.01708,110,2890,0.01236,0.02181
2020,Bavaria,A Bit Too Small,0.11696,438,2890,0.10524,0.12868
2020,Bavaria,Just Right,0.68512,1934,2890,0.66818,0.70206
2020,Bavaria,A Bit Too Large,0.15838,362,2890,0.14507,0.17170
2020,Bavaria,Much Too Large,0.02245,46,2890,0.01705,0.02785
2020,Berlin,Much Too Small,0.02249,54,1024,0.01341,0.03158
2020,Berlin,A Bit Too Small,0.16510,220,1024,0.14235,0.18785
2020,Berlin,Just Right,0.71222,670,1024,0.68447,0.73996
2020,Berlin,A Bit Too Large,0.09307,80,1024,0.07527,0.11087
2020,Brandenburg,A Bit Too Small,0.09313,94,720,0.07189,0.11437
2020,Brandenburg,Just Right,0.79510,555,720,0.76560,0.82461
2020,Brandenburg,A Bit Too Large,0.09953,71,720,0.07764,0.12141
2020,Mecklenburg-Western Pomerania,A Bit Too Small,0.10975,40,358,0.07733,0.14218
2020,Mecklenburg-Western Pomerania,Just Right,0.78247,283,358,0.73968,0.82527
2020,Mecklenburg-Western Pomerania,A Bit Too Large,0.09986,35,358,0.06876,0.13096
2020,Saxony,A Bit Too Small,0.14270,143,1045,0.12148,0.16392
2020,Saxony,Just Right,0.71284,796,1045,0.68540,0.74029
2020,Saxony,A Bit Too Large,0.12072,106,1045,0.10096,0.14048
2020,Saxony-Anhalt,A Bit Too Small,0.10041,87,595,0.07624,0.12458
2020,Saxony-Anhalt,Just Right,0.72400,436,595,0.68805,0.75994
2020,Saxony-Anhalt,A Bit Too Large,0.13665,72,595,0.10903,0.16427
2020,Thuringa,A Bit Too Small,0.10540,78,605,0.08091,0.12989
2020,Thuringa,Just Right,0.78347,457,605,0.75062,0.81631
2020,Thuringa,A Bit Too Large,0.09382,70,605,0.07056,0.11707
2021,Schleswig-Holstein,A Bit Too Small,0.09279,65,478,0.06675,0.11882
2021,Schleswig-Holstein,Just Right,0.68202,343,478,0.64023,0.72381
2021,Schleswig-Holstein,A Bit Too Large,0.16520,70,478,0.13188,0.19853
2021,Hamburg,A Bit Too Small,0.13251,49,273,0.09222,0.17280
2021,Hamburg,Just Right,0.74262,224,273,0.69066,0.79458
2021,Lower Saxony,Much Too Small,0.01044,39,1211,0.00471,0.01617
2021,Lower Saxony,A Bit Too Small,0.09144,152,1211,0.07520,0.10768
2021,Lower Saxony,Just Right,0.68088,809,1211,0.65462,0.70715
2021,Lower Saxony,A Bit Too Large,0.17051,166,1211,0.14932,0.19170
2021,Lower Saxony,Much Too Large,0.04673,45,1211,0.03484,0.05862
2021,Bremen,Just Right,0.75307,69,69,0.65058,0.85557
2021,North Rhine-Westphalia,Much Too Small,0.01123,100,2685,0.00724,0.01521
2021,North Rhine-Westphalia,A Bit Too Small,0.11325,380,2685,0.10127,0.12524
2021,North Rhine-Westphalia,Just Right,0.70254,1836,2685,0.68525,0.71984
2021,North Rhine-Westphalia,A Bit Too Large,0.14432,318,2685,0.13103,0.15762
2021,North Rhine-Westphalia,Much Too Large,0.02865,51,2685,0.02234,0.03496
2021,Hesse,Much Too Small,0.01580,38,844,0.00738,0.02421
2021,Hesse,A Bit Too Small,0.10932,136,844,0.08825,0.13038
2021,Hesse,Just Right,0.67980,551,844,0.64831,0.71130
2021,Hesse,A Bit Too Large,0.17003,119,844,0.14467,0.19539
2021,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.08669,88,597,0.06410,0.10929
2021,"Rhineland-Palatinate, Saarland",Just Right,0.68164,422,597,0.64424,0.71904
2021,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.18619,87,597,0.15494,0.21745
2021,Baden-Wuerttemberg,Much Too Small,0.01529,40,1351,0.00875,0.02184
2021,Baden-Wuerttemberg,A Bit Too Small,0.09864,176,1351,0.08274,0.11455
2021,Baden-Wuerttemberg,Just Right,0.70652,910,1351,0.68223,0.73082
2021,Baden-Wuerttemberg,A Bit Too Large,0.15523,189,1351,0.13591,0.17454
2021,Baden-Wuerttemberg,Much Too Large,0.02431,36,1351,0.01610,0.03253
2021,Bavaria,Much Too Small,0.01374,41,1879,0.00847,0.01900
2021,Bavaria,A Bit Too Small,0.10839,263,1879,0.09433,0.12245
2021,Bavaria,Just Right,0.68134,1260,1879,0.66027,0.70242
2021,Bavaria,A Bit Too Large,0.16265,270,1879,0.14596,0.17934
2021,Bavaria,Much Too Large,0.03388,45,1879,0.02570,0.04206
2021,Berlin,Much Too Small,0.03165,44,650,0.01818,0.04511
2021,Berlin,A Bit Too Small,0.16070,135,650,0.13244,0.18895
2021,Berlin,Just Right,0.68111,399,650,0.64525,0.71697
2021,Berlin,A Bit Too Large,0.11840,72,650,0.09354,0.14325
2021,Brandenburg,A Bit Too Small,0.08033,45,457,0.05538,0.10528
2021,Brandenburg,Just Right,0.75247,340,457,0.71286,0.79208
2021,Brandenburg,A Bit Too Large,0.14003,72,457,0.10818,0.17188
2021,Mecklenburg-Western Pomerania,Just Right,0.74731,192,233,0.69139,0.80323
2021,Mecklenburg-Western Pomerania,A Bit Too Large,0.10680,41,233,0.06706,0.14654
2021,Saxony,A Bit Too Small,0.11048,99,743,0.08792,0.13304
2021,Saxony,Just Right,0.74412,566,743,0.71273,0.77552
2021,Saxony,A Bit Too Large,0.12279,78,743,0.09918,0.14641
2021,Saxony-Anhalt,A Bit Too Small,0.07809,53,381,0.05111,0.10507
2021,Saxony-Anhalt,Just Right,0.73102,277,381,0.68644,0.77561
2021,Saxony-Anhalt,A Bit Too Large,0.16866,51,381,0.13101,0.20630
2021,Thuringa,A Bit Too Small,0.09365,50,404,0.06521,0.12210
2021,Thuringa,Just Right,0.73351,304,404,0.69035,0.77668
2021,Thuringa,A Bit Too Large,0.14104,50,404,0.10706,0.17502
2022,Schleswig-Holstein,A Bit Too Small,0.11659,105,672,0.09230,0.14087
2022,Schleswig-Holstein,Just Right,0.66173,468,672,0.62593,0.69753
2022,Schleswig-Holstein,A Bit Too Large,0.18256,99,672,0.15333,0.21179
2022,Hamburg,A Bit Too Small,0.13561,90,448,0.10387,0.16735
2022,Hamburg,Just Right,0.74414,321,448,0.70369,0.78459
2022,Hamburg,A Bit Too Large,0.08778,37,448,0.06155,0.11402
2022,Lower Saxony,Much Too Small,0.00915,54,1776,0.00472,0.01358
2022,Lower Saxony,A Bit Too Small,0.10867,249,1776,0.09419,0.12315
2022,Lower Saxony,Just Right,0.64142,1151,1776,0.61911,0.66373
2022,Lower Saxony,A Bit Too Large,0.19756,276,1776,0.17903,0.21608
2022,Lower Saxony,Much Too Large,0.04320,46,1776,0.03374,0.05266
2022,Bremen,A Bit Too Small,0.25073,35,134,0.17707,0.32439
2022,Bremen,Just Right,0.59796,99,134,0.51463,0.68129
2022,North Rhine-Westphalia,Much Too Small,0.02203,163,4326,0.01765,0.02640
2022,North Rhine-Westphalia,A Bit Too Small,0.12780,720,4326,0.11785,0.13776
2022,North Rhine-Westphalia,Just Right,0.67421,2835,4326,0.66024,0.68818
2022,North Rhine-Westphalia,A Bit Too Large,0.14779,523,4326,0.13722,0.15837
2022,North Rhine-Westphalia,Much Too Large,0.02817,85,4326,0.02323,0.03310
2022,Hesse,Much Too Small,0.02216,48,1347,0.01430,0.03002
2022,Hesse,A Bit Too Small,0.13508,232,1347,0.11682,0.15334
2022,Hesse,Just Right,0.61987,850,1347,0.59394,0.64580
2022,Hesse,A Bit Too Large,0.18928,186,1347,0.16836,0.21021
2022,Hesse,Much Too Large,0.03361,31,1347,0.02398,0.04324
2022,"Rhineland-Palatinate, Saarland",Much Too Small,0.01157,32,943,0.00474,0.01840
2022,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.08497,133,943,0.06716,0.10278
2022,"Rhineland-Palatinate, Saarland",Just Right,0.67372,637,943,0.64378,0.70366
2022,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.17321,141,943,0.14904,0.19738
2022,Baden-Wuerttemberg,Much Too Small,0.02352,67,2383,0.01743,0.02960
2022,Baden-Wuerttemberg,A Bit Too Small,0.14518,412,2383,0.13103,0.15933
2022,Baden-Wuerttemberg,Just Right,0.64043,1530,2383,0.62116,0.65970
2022,Baden-Wuerttemberg,A Bit Too Large,0.16314,332,2383,0.14830,0.17797
2022,Baden-Wuerttemberg,Much Too Large,0.02774,42,2383,0.02114,0.03433
2022,Bavaria,Much Too Small,0.02176,86,3213,0.01671,0.02680
2022,Bavaria,A Bit Too Small,0.12359,534,3213,0.11221,0.13497
2022,Bavaria,Just Right,0.65857,2109,3213,0.64217,0.67497
2022,Bavaria,A Bit Too Large,0.16870,424,3213,0.15575,0.18166
2022,Bavaria,Much Too Large,0.02738,60,3213,0.02174,0.03302
2022,Berlin,Much Too Small,0.02522,64,1204,0.01636,0.03408
2022,Berlin,A Bit Too Small,0.18437,307,1204,0.16246,0.20628
2022,Berlin,Just Right,0.66314,743,1204,0.63643,0.68985
2022,Berlin,A Bit Too Large,0.11125,90,1204,0.09348,0.12902
2022,Brandenburg,A Bit Too Small,0.11991,125,736,0.09643,0.14340
2022,Brandenburg,Just Right,0.73355,521,736,0.70159,0.76552
2022,Brandenburg,A Bit Too Large,0.11129,90,736,0.08855,0.13403
2022,Mecklenburg-Western Pomerania,A Bit Too Small,0.11580,61,420,0.08516,0.14644
2022,Mecklenburg-Western Pomerania,Just Right,0.71700,310,420,0.67387,0.76013
2022,Mecklenburg-Western Pomerania,A Bit Too Large,0.14630,49,420,0.11246,0.18013
2022,Saxony,Much Too Small,0.01670,38,1329,0.00981,0.02359
2022,Saxony,A Bit Too Small,0.12667,199,1329,0.10878,0.14456
2022,Saxony,Just Right,0.71991,952,1329,0.69576,0.74406
2022,Saxony,A Bit Too Large,0.11929,140,1329,0.10186,0.13672
2022,Saxony-Anhalt,A Bit Too Small,0.13958,118,681,0.11353,0.16562
2022,Saxony-Anhalt,Just Right,0.66959,480,681,0.63424,0.70494
2022,Saxony-Anhalt,A Bit Too Large,0.15516,83,681,0.12794,0.18237
2022,Thuringa,A Bit Too Small,0.09270,87,581,0.06909,0.11630
2022,Thuringa,Just Right,0.72748,430,581,0.69125,0.76372
2022,Thuringa,A Bit Too Large,0.13048,64,581,0.10307,0.15789
