year,quintil_oecd_hh,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,2nd Quintile,A Bit Too Large,0.07933,164,2139,0.06787,0.09078
2004,3rd Quintile,Much Too Small,0.01659,37,2160,0.01120,0.02197
2004,3rd Quintile,A Bit Too Small,0.13395,301,2160,0.11959,0.14832
2004,3rd Quintile,Just Right,0.72234,1591,2160,0.70345,0.74123
2004,3rd Quintile,A Bit Too Large,0.11561,231,2160,0.10212,0.12909
2004,4th Quintile,A Bit Too Small,0.11839,300,2215,0.10493,0.13185
2004,4th Quintile,Just Right,0.73245,1630,2215,0.71401,0.75089
2004,4th Quintile,A Bit Too Large,0.12872,285,2215,0.11477,0.14267
2004,5th Quintile,A Bit Too Small,0.11955,321,2929,0.10780,0.13130
2004,5th Quintile,Just Right,0.68907,2097,2929,0.67230,0.70583
2004,5th Quintile,A Bit Too Large,0.16576,455,2929,0.15229,0.17923
2004,5th Quintile,Much Too Large,0.01899,56,2929,0.01404,0.02393
2005,1st Quintile,Much Too Small,0.02621,46,1959,0.01914,0.03329
2005,1st Quintile,A Bit Too Small,0.17632,351,1959,0.15944,0.19320
2005,1st Quintile,Just Right,0.73441,1444,1959,0.71485,0.75397
2005,1st Quintile,A Bit Too Large,0.05719,118,1959,0.04691,0.06748
2005,2nd Quintile,Much Too Small,0.01735,35,2050,0.01169,0.02300
2005,2nd Quintile,A Bit Too Small,0.12398,270,2050,0.10971,0.13825
2005,2nd Quintile,Just Right,0.75724,1575,2050,0.73867,0.77580
2005,2nd Quintile,A Bit Too Large,0.09230,170,2050,0.07977,0.10483
2005,3rd Quintile,A Bit Too Small,0.14778,315,2034,0.13236,0.16321
2005,3rd Quintile,Just Right,0.72037,1525,2034,0.70086,0.73988
2005,3rd Quintile,A Bit Too Large,0.10018,194,2034,0.08713,0.11323
2005,4th Quintile,A Bit Too Small,0.12422,273,2162,0.11032,0.13813
2005,4th Quintile,Just Right,0.71914,1610,2162,0.70019,0.73809
2005,4th Quintile,A Bit Too Large,0.13568,279,2162,0.12124,0.15011
2005,5th Quintile,A Bit Too Small,0.11531,302,2828,0.10354,0.12709
2005,5th Quintile,Just Right,0.69925,2037,2828,0.68234,0.71615
2005,5th Quintile,A Bit Too Large,0.15951,426,2828,0.14601,0.17301
2005,5th Quintile,Much Too Large,0.02199,63,2828,0.01659,0.02740
2006,1st Quintile,Much Too Small,0.03817,66,2076,0.02992,0.04641
2006,1st Quintile,A Bit Too Small,0.14136,316,2076,0.12637,0.15635
2006,1st Quintile,Just Right,0.74695,1552,2076,0.72824,0.76566
2006,1st Quintile,A Bit Too Large,0.06877,142,2076,0.05788,0.07966
2006,2nd Quintile,Much Too Small,0.01591,34,2199,0.01068,0.02114
2006,2nd Quintile,A Bit Too Small,0.14561,323,2199,0.13086,0.16036
2006,2nd Quintile,Just Right,0.73434,1640,2199,0.71588,0.75281
2006,2nd Quintile,A Bit Too Large,0.09536,202,2199,0.08308,0.10764
2006,3rd Quintile,Much Too Small,0.01645,34,2382,0.01134,0.02156
2006,3rd Quintile,A Bit Too Small,0.14091,324,2382,0.12694,0.15489
2006,3rd Quintile,Just Right,0.70142,1706,2382,0.68304,0.71980
2006,3rd Quintile,A Bit Too Large,0.12338,282,2382,0.11017,0.13659
2006,3rd Quintile,Much Too Large,0.01785,36,2382,0.01253,0.02316
2006,4th Quintile,A Bit Too Small,0.12239,297,2463,0.10945,0.13534
2006,4th Quintile,Just Right,0.72279,1825,2463,0.70511,0.74047
2006,4th Quintile,A Bit Too Large,0.12771,304,2463,0.11453,0.14089
2006,4th Quintile,Much Too Large,0.01680,37,2463,0.01172,0.02188
2006,5th Quintile,A Bit Too Small,0.11267,310,3034,0.10141,0.12392
2006,5th Quintile,Just Right,0.67356,2126,3034,0.65687,0.69025
2006,5th Quintile,A Bit Too Large,0.17489,513,3034,0.16137,0.18841
2006,5th Quintile,Much Too Large,0.02880,85,3034,0.02285,0.03476
2007,1st Quintile,Much Too Small,0.02739,50,1950,0.02014,0.03464
2007,1st Quintile,A Bit Too Small,0.15818,314,1950,0.14198,0.17438
2007,1st Quintile,Just Right,0.74978,1470,1950,0.73055,0.76901
2007,1st Quintile,A Bit Too Large,0.05844,116,1950,0.04803,0.06886
2007,2nd Quintile,Much Too Small,0.02113,38,2080,0.01494,0.02731
2007,2nd Quintile,A Bit Too Small,0.13988,303,2080,0.12497,0.15479
2007,2nd Quintile,Just Right,0.73925,1569,2080,0.72038,0.75813
2007,2nd Quintile,A Bit Too Large,0.08482,170,2080,0.07285,0.09680
2007,3rd Quintile,A Bit Too Small,0.13851,307,2158,0.12393,0.15309
2007,3rd Quintile,Just Right,0.71475,1604,2158,0.69569,0.73380
2007,3rd Quintile,A Bit Too Large,0.12383,247,2158,0.10993,0.13774
2007,4th Quintile,A Bit Too Small,0.13026,300,2320,0.11656,0.14396
2007,4th Quintile,Just Right,0.70767,1661,2320,0.68915,0.72618
2007,4th Quintile,A Bit Too Large,0.14309,325,2320,0.12884,0.15734
2007,4th Quintile,Much Too Large,0.01526,34,2320,0.01027,0.02025
2007,5th Quintile,A Bit Too Small,0.10164,290,2815,0.09047,0.11280
2007,5th Quintile,Just Right,0.69128,1964,2815,0.67421,0.70835
2007,5th Quintile,A Bit Too Large,0.17803,486,2815,0.16390,0.19217
2007,5th Quintile,Much Too Large,0.02634,75,2815,0.02042,0.03226
2008,1st Quintile,Much Too Small,0.01970,42,1849,0.01336,0.02604
2008,1st Quintile,A Bit Too Small,0.15732,292,1849,0.14072,0.17392
2008,1st Quintile,Just Right,0.73621,1389,1849,0.71612,0.75631
2008,1st Quintile,A Bit Too Large,0.07276,126,1849,0.06091,0.08460
2008,2nd Quintile,A Bit Too Small,0.13725,268,1941,0.12193,0.15256
2008,2nd Quintile,Just Right,0.74029,1482,1941,0.72078,0.75980
2008,2nd Quintile,A Bit Too Large,0.08906,160,1941,0.07639,0.10174
2008,2nd Quintile,Much Too Large,0.01681,31,1941,0.01109,0.02253
2008,3rd Quintile,A Bit Too Small,0.11498,268,2139,0.10146,0.12850
2008,3rd Quintile,Just Right,0.73326,1577,2139,0.71451,0.75200
2008,3rd Quintile,A Bit Too Large,0.12019,259,2139,0.10640,0.13397
2008,3rd Quintile,Much Too Large,0.01802,35,2139,0.01238,0.02366
2008,4th Quintile,A Bit Too Small,0.12370,266,2090,0.10958,0.13782
2008,4th Quintile,Just Right,0.69066,1491,2090,0.67084,0.71049
2008,4th Quintile,A Bit Too Large,0.15166,289,2090,0.13627,0.16704
2008,4th Quintile,Much Too Large,0.02357,44,2090,0.01706,0.03007
2008,5th Quintile,A Bit Too Small,0.11338,260,2674,0.10136,0.12540
2008,5th Quintile,Just Right,0.66828,1856,2674,0.65043,0.68613
2008,5th Quintile,A Bit Too Large,0.18317,485,2674,0.16851,0.19783
2008,5th Quintile,Much Too Large,0.03042,73,2674,0.02391,0.03693
2009,1st Quintile,Much Too Small,0.03276,56,1767,0.02446,0.04106
2009,1st Quintile,A Bit Too Small,0.15206,279,1767,0.13532,0.16881
2009,1st Quintile,Just Right,0.73358,1312,1767,0.71296,0.75420
2009,1st Quintile,A Bit Too Large,0.06958,120,1767,0.05771,0.08144
2009,2nd Quintile,A Bit Too Small,0.14208,255,1830,0.12608,0.15808
2009,2nd Quintile,Just Right,0.73176,1393,1830,0.71146,0.75207
2009,2nd Quintile,A Bit Too Large,0.09722,182,1830,0.08365,0.11080
2009,3rd Quintile,A Bit Too Small,0.13613,264,1923,0.12080,0.15146
2009,3rd Quintile,Just Right,0.70056,1371,1923,0.68008,0.72103
2009,3rd Quintile,A Bit Too Large,0.13327,255,1923,0.11807,0.14846
2009,3rd Quintile,Much Too Large,0.01764,33,1923,0.01175,0.02352
2009,4th Quintile,A Bit Too Small,0.13977,258,2044,0.12474,0.15481
2009,4th Quintile,Just Right,0.68163,1469,2044,0.66143,0.70183
2009,4th Quintile,A Bit Too Large,0.14692,273,2044,0.13157,0.16227
2009,4th Quintile,Much Too Large,0.02491,44,2044,0.01815,0.03167
2009,5th Quintile,A Bit Too Small,0.11371,246,2461,0.10117,0.12626
2009,5th Quintile,Just Right,0.64553,1656,2461,0.62663,0.66444
2009,5th Quintile,A Bit Too Large,0.19903,483,2461,0.18325,0.21481
2009,5th Quintile,Much Too Large,0.03392,76,2461,0.02676,0.04107
2010,1st Quintile,Much Too Small,0.03167,226,3143,0.02555,0.03780
2010,1st Quintile,A Bit Too Small,0.16403,754,3143,0.15108,0.17697
2010,1st Quintile,Just Right,0.71079,1965,3143,0.69494,0.72665
2010,1st Quintile,A Bit Too Large,0.07670,167,3143,0.06739,0.08600
2010,1st Quintile,Much Too Large,0.01681,31,3143,0.01231,0.02130
2010,2nd Quintile,Much Too Small,0.01262,94,2890,0.00855,0.01669
2010,2nd Quintile,A Bit Too Small,0.13162,571,2890,0.11929,0.14395
2010,2nd Quintile,Just Right,0.73400,1990,2890,0.71789,0.75011
2010,2nd Quintile,A Bit Too Large,0.10818,235,2890,0.09685,0.11950
2010,3rd Quintile,Much Too Small,0.00718,45,2555,0.00390,0.01045
2010,3rd Quintile,A Bit Too Small,0.13698,451,2555,0.12364,0.15031
2010,3rd Quintile,Just Right,0.70608,1764,2555,0.68841,0.72374
2010,3rd Quintile,A Bit Too Large,0.12291,251,2555,0.11018,0.13565
2010,3rd Quintile,Much Too Large,0.02686,44,2555,0.02059,0.03313
2010,4th Quintile,A Bit Too Small,0.13230,365,2424,0.11881,0.14579
2010,4th Quintile,Just Right,0.67525,1683,2424,0.65661,0.69390
2010,4th Quintile,A Bit Too Large,0.16362,326,2424,0.14889,0.17835
2010,4th Quintile,Much Too Large,0.02322,50,2424,0.01722,0.02921
2010,5th Quintile,A Bit Too Small,0.11178,293,2681,0.09985,0.12371
2010,5th Quintile,Just Right,0.66278,1856,2681,0.64488,0.68068
2010,5th Quintile,A Bit Too Large,0.18249,465,2681,0.16787,0.19712
2010,5th Quintile,Much Too Large,0.03756,67,2681,0.03037,0.04476
2011,1st Quintile,Much Too Small,0.02477,177,3676,0.01975,0.02980
2011,1st Quintile,A Bit Too Small,0.16597,791,3676,0.15394,0.17800
2011,1st Quintile,Just Right,0.73165,2511,3676,0.71732,0.74597
2011,1st Quintile,A Bit Too Large,0.06638,197,3676,0.05833,0.07442
2011,2nd Quintile,Much Too Small,0.01420,105,3411,0.01023,0.01817
2011,2nd Quintile,A Bit Too Small,0.12325,606,3411,0.11221,0.13428
2011,2nd Quintile,Just Right,0.72817,2360,3411,0.71323,0.74310
2011,2nd Quintile,A Bit Too Large,0.11874,303,3411,0.10788,0.12960
2011,2nd Quintile,Much Too Large,0.01565,37,3411,0.01148,0.01981
2011,3rd Quintile,Much Too Small,0.00985,66,3221,0.00644,0.01327
2011,3rd Quintile,A Bit Too Small,0.12694,528,3221,0.11544,0.13844
2011,3rd Quintile,Just Right,0.71429,2251,3221,0.69868,0.72989
2011,3rd Quintile,A Bit Too Large,0.12524,324,3221,0.11381,0.13668
2011,3rd Quintile,Much Too Large,0.02367,52,3221,0.01842,0.02892
2011,4th Quintile,Much Too Small,0.00912,44,3061,0.00575,0.01248
2011,4th Quintile,A Bit Too Small,0.12240,407,3061,0.11079,0.13402
2011,4th Quintile,Just Right,0.67857,2119,3061,0.66202,0.69512
2011,4th Quintile,A Bit Too Large,0.16674,432,3061,0.15354,0.17995
2011,4th Quintile,Much Too Large,0.02317,59,3061,0.01784,0.02850
2011,5th Quintile,A Bit Too Small,0.11784,370,3171,0.10661,0.12906
2011,5th Quintile,Just Right,0.64656,2120,3171,0.62992,0.66321
2011,5th Quintile,A Bit Too Large,0.19364,601,3171,0.17989,0.20740
2011,5th Quintile,Much Too Large,0.03250,80,3171,0.02633,0.03867
2012,1st Quintile,Much Too Small,0.02931,149,3569,0.02377,0.03484
2012,1st Quintile,A Bit Too Small,0.15064,740,3569,0.13890,0.16238
2012,1st Quintile,Just Right,0.73359,2473,3569,0.71909,0.74810
2012,1st Quintile,A Bit Too Large,0.07429,207,3569,0.06569,0.08290
2012,2nd Quintile,Much Too Small,0.01701,89,3310,0.01260,0.02141
2012,2nd Quintile,A Bit Too Small,0.11419,535,3310,0.10335,0.12503
2012,2nd Quintile,Just Right,0.73533,2355,3310,0.72030,0.75036
2012,2nd Quintile,A Bit Too Large,0.11868,286,3310,0.10766,0.12969
2012,2nd Quintile,Much Too Large,0.01480,45,3310,0.01069,0.01892
2012,3rd Quintile,Much Too Small,0.01695,64,3197,0.01247,0.02142
2012,3rd Quintile,A Bit Too Small,0.13849,499,3197,0.12651,0.15046
2012,3rd Quintile,Just Right,0.69339,2224,3197,0.67740,0.70937
2012,3rd Quintile,A Bit Too Large,0.12993,351,3197,0.11827,0.14159
2012,3rd Quintile,Much Too Large,0.02125,59,3197,0.01625,0.02625
2012,4th Quintile,Much Too Small,0.00677,39,3028,0.00385,0.00969
2012,4th Quintile,A Bit Too Small,0.11687,383,3028,0.10542,0.12831
2012,4th Quintile,Just Right,0.69077,2099,3028,0.67430,0.70723
2012,4th Quintile,A Bit Too Large,0.16174,453,3028,0.14862,0.17485
2012,4th Quintile,Much Too Large,0.02386,54,3028,0.01842,0.02930
2012,5th Quintile,A Bit Too Small,0.08761,296,3137,0.07772,0.09751
2012,5th Quintile,Just Right,0.68399,2165,3137,0.66772,0.70026
2012,5th Quintile,A Bit Too Large,0.18720,576,3137,0.17355,0.20085
2012,5th Quintile,Much Too Large,0.03518,100,3137,0.02873,0.04163
2013,1st Quintile,Much Too Small,0.03443,234,4214,0.02893,0.03994
2013,1st Quintile,A Bit Too Small,0.16927,916,4214,0.15795,0.18060
2013,1st Quintile,Just Right,0.72760,2855,4214,0.71416,0.74104
2013,1st Quintile,A Bit Too Large,0.06308,209,4214,0.05574,0.07042
2013,2nd Quintile,Much Too Small,0.01862,110,3858,0.01435,0.02289
2013,2nd Quintile,A Bit Too Small,0.12526,676,3858,0.11481,0.13570
2013,2nd Quintile,Just Right,0.73769,2750,3858,0.72381,0.75158
2013,2nd Quintile,A Bit Too Large,0.10460,288,3858,0.09494,0.11425
2013,2nd Quintile,Much Too Large,0.01383,34,3858,0.01014,0.01752
2013,3rd Quintile,Much Too Small,0.01371,85,3387,0.00979,0.01763
2013,3rd Quintile,A Bit Too Small,0.11554,499,3387,0.10477,0.12630
2013,3rd Quintile,Just Right,0.69451,2347,3387,0.67899,0.71002
2013,3rd Quintile,A Bit Too Large,0.14845,397,3387,0.13647,0.16043
2013,3rd Quintile,Much Too Large,0.02779,59,3387,0.02226,0.03333
2013,4th Quintile,A Bit Too Small,0.11050,439,3085,0.09944,0.12157
2013,4th Quintile,Just Right,0.70715,2181,3085,0.69109,0.72321
2013,4th Quintile,A Bit Too Large,0.15761,421,3085,0.14475,0.17047
2013,4th Quintile,Much Too Large,0.01941,44,3085,0.01454,0.02428
2013,5th Quintile,A Bit Too Small,0.08708,318,3237,0.07737,0.09679
2013,5th Quintile,Just Right,0.67016,2227,3237,0.65396,0.68636
2013,5th Quintile,A Bit Too Large,0.19349,583,3237,0.17988,0.20710
2013,5th Quintile,Much Too Large,0.04313,109,3237,0.03613,0.05013
2014,1st Quintile,Much Too Small,0.03766,189,3434,0.03129,0.04403
2014,1st Quintile,A Bit Too Small,0.15768,690,3434,0.14549,0.16987
2014,1st Quintile,Just Right,0.72624,2365,3434,0.71132,0.74115
2014,1st Quintile,A Bit Too Large,0.07469,190,3434,0.06589,0.08348
2014,2nd Quintile,Much Too Small,0.02020,114,3280,0.01539,0.02502
2014,2nd Quintile,A Bit Too Small,0.13621,561,3280,0.12447,0.14795
2014,2nd Quintile,Just Right,0.71169,2311,3280,0.69619,0.72720
2014,2nd Quintile,A Bit Too Large,0.11771,294,3280,0.10668,0.12875
2014,3rd Quintile,Much Too Small,0.00998,55,3106,0.00649,0.01348
2014,3rd Quintile,A Bit Too Small,0.11973,476,3106,0.10831,0.13115
2014,3rd Quintile,Just Right,0.67973,2134,3106,0.66332,0.69614
2014,3rd Quintile,A Bit Too Large,0.16182,386,3106,0.14887,0.17477
2014,3rd Quintile,Much Too Large,0.02874,55,3106,0.02287,0.03462
2014,4th Quintile,Much Too Small,0.01201,37,2923,0.00806,0.01596
2014,4th Quintile,A Bit Too Small,0.11386,384,2923,0.10234,0.12538
2014,4th Quintile,Just Right,0.68342,2028,2923,0.66655,0.70028
2014,4th Quintile,A Bit Too Large,0.16700,419,2923,0.15347,0.18052
2014,4th Quintile,Much Too Large,0.02372,55,2923,0.01820,0.02924
2014,5th Quintile,A Bit Too Small,0.09361,328,2993,0.08318,0.10405
2014,5th Quintile,Just Right,0.66986,2005,2993,0.65301,0.68671
2014,5th Quintile,A Bit Too Large,0.18998,558,2993,0.17592,0.20403
2014,5th Quintile,Much Too Large,0.04144,102,2993,0.03430,0.04858
2015,1st Quintile,Much Too Small,0.03794,215,3520,0.03163,0.04425
2015,1st Quintile,A Bit Too Small,0.14641,707,3520,0.13473,0.15809
2015,1st Quintile,Just Right,0.73056,2399,3520,0.71590,0.74522
2015,1st Quintile,A Bit Too Large,0.07503,199,3520,0.06633,0.08374
2015,2nd Quintile,Much Too Small,0.01772,112,3383,0.01328,0.02217
2015,2nd Quintile,A Bit Too Small,0.12150,566,3383,0.11049,0.13252
2015,2nd Quintile,Just Right,0.71263,2372,3383,0.69737,0.72788
2015,2nd Quintile,A Bit Too Large,0.12942,295,3383,0.11810,0.14073
2015,2nd Quintile,Much Too Large,0.01873,38,3383,0.01416,0.02330
2015,3rd Quintile,Much Too Small,0.01286,58,3015,0.00884,0.01688
2015,3rd Quintile,A Bit Too Small,0.10267,436,3015,0.09184,0.11351
2015,3rd Quintile,Just Right,0.71955,2138,3015,0.70351,0.73558
2015,3rd Quintile,A Bit Too Large,0.14102,339,3015,0.12860,0.15345
2015,3rd Quintile,Much Too Large,0.02390,44,3015,0.01844,0.02935
2015,4th Quintile,Much Too Small,0.01134,33,2824,0.00743,0.01525
2015,4th Quintile,A Bit Too Small,0.11148,364,2824,0.09987,0.12309
2015,4th Quintile,Just Right,0.68746,1989,2824,0.67036,0.70456
2015,4th Quintile,A Bit Too Large,0.16944,391,2824,0.15560,0.18328
2015,4th Quintile,Much Too Large,0.02028,47,2824,0.01508,0.02548
2015,5th Quintile,A Bit Too Small,0.09176,288,2953,0.08135,0.10218
2015,5th Quintile,Just Right,0.66902,2023,2953,0.65205,0.68600
2015,5th Quintile,A Bit Too Large,0.18942,541,2953,0.17528,0.20355
2015,5th Quintile,Much Too Large,0.04351,101,2953,0.03615,0.05087
2016,1st Quintile,Much Too Small,0.03537,511,5171,0.03033,0.04040
2016,1st Quintile,A Bit Too Small,0.15969,1108,5171,0.14971,0.16968
2016,1st Quintile,Just Right,0.72528,3354,5171,0.71312,0.73745
2016,1st Quintile,A Bit Too Large,0.07269,198,5171,0.06562,0.07977
2016,2nd Quintile,Much Too Small,0.01509,86,3008,0.01073,0.01945
2016,2nd Quintile,A Bit Too Small,0.10693,459,3008,0.09588,0.11798
2016,2nd Quintile,Just Right,0.74868,2202,3008,0.73318,0.76419
2016,2nd Quintile,A Bit Too Large,0.11712,261,3008,0.10563,0.12861
2016,3rd Quintile,Much Too Small,0.00881,41,2739,0.00531,0.01231
2016,3rd Quintile,A Bit Too Small,0.11409,373,2739,0.10218,0.12600
2016,3rd Quintile,Just Right,0.70790,1984,2739,0.69086,0.72493
2016,3rd Quintile,A Bit Too Large,0.13804,291,2739,0.12512,0.15096
2016,3rd Quintile,Much Too Large,0.03116,50,2739,0.02465,0.03767
2016,4th Quintile,A Bit Too Small,0.11877,336,2630,0.10641,0.13114
2016,4th Quintile,Just Right,0.68550,1869,2630,0.66775,0.70325
2016,4th Quintile,A Bit Too Large,0.16798,382,2630,0.15369,0.18227
2016,4th Quintile,Much Too Large,0.01930,43,2630,0.01404,0.02455
2016,5th Quintile,A Bit Too Small,0.09351,278,2732,0.08259,0.10443
2016,5th Quintile,Just Right,0.64463,1807,2732,0.62668,0.66258
2016,5th Quintile,A Bit Too Large,0.21128,550,2732,0.19597,0.22659
2016,5th Quintile,Much Too Large,0.04339,97,2732,0.03575,0.05103
2017,Not included in this version of the questionnaire,Just Right,0.56894,35,35,0.40248,0.73541
2017,1st Quintile,Much Too Small,0.04698,558,5618,0.04145,0.05251
2017,1st Quintile,A Bit Too Small,0.14343,1165,5618,0.13427,0.15260
2017,1st Quintile,Just Right,0.74000,3684,5618,0.72853,0.75148
2017,1st Quintile,A Bit Too Large,0.05704,211,5618,0.05097,0.06310
2017,2nd Quintile,Much Too Small,0.01570,97,3325,0.01147,0.01993
2017,2nd Quintile,A Bit Too Small,0.12216,515,3325,0.11103,0.13330
2017,2nd Quintile,Just Right,0.73307,2395,3325,0.71803,0.74811
2017,2nd Quintile,A Bit Too Large,0.10911,273,3325,0.09851,0.11971
2017,2nd Quintile,Much Too Large,0.01996,45,3325,0.01520,0.02471
2017,3rd Quintile,Much Too Small,0.00979,46,3104,0.00633,0.01325
2017,3rd Quintile,A Bit Too Small,0.08924,394,3104,0.07920,0.09927
2017,3rd Quintile,Just Right,0.73215,2242,3104,0.71657,0.74773
2017,3rd Quintile,A Bit Too Large,0.14177,370,3104,0.12950,0.15405
2017,3rd Quintile,Much Too Large,0.02705,52,3104,0.02134,0.03276
2017,4th Quintile,Much Too Small,0.01102,39,3036,0.00731,0.01473
2017,4th Quintile,A Bit Too Small,0.10993,361,3036,0.09880,0.12106
2017,4th Quintile,Just Right,0.69348,2137,3036,0.67708,0.70988
2017,4th Quintile,A Bit Too Large,0.16008,441,3036,0.14703,0.17313
2017,4th Quintile,Much Too Large,0.02549,58,3036,0.01988,0.03110
2017,5th Quintile,A Bit Too Small,0.08598,298,3065,0.07605,0.09590
2017,5th Quintile,Just Right,0.64908,2048,3065,0.63218,0.66598
2017,5th Quintile,A Bit Too Large,0.21694,619,3065,0.20235,0.23154
2017,5th Quintile,Much Too Large,0.03997,100,3065,0.03304,0.04691
2018,Not included in this version of the questionnaire,Just Right,0.73650,95,95,0.64745,0.82556
2018,1st Quintile,Much Too Small,0.04596,481,5364,0.04035,0.05156
2018,1st Quintile,A Bit Too Small,0.15863,1146,5364,0.14885,0.16841
2018,1st Quintile,Just Right,0.72599,3470,5364,0.71405,0.73792
2018,1st Quintile,A Bit Too Large,0.06086,236,5364,0.05446,0.06726
2018,1st Quintile,Much Too Large,0.00857,31,5364,0.00610,0.01103
2018,2nd Quintile,Much Too Small,0.01292,96,3416,0.00914,0.01671
2018,2nd Quintile,A Bit Too Small,0.10881,526,3416,0.09836,0.11925
2018,2nd Quintile,Just Right,0.75656,2509,3416,0.74217,0.77096
2018,2nd Quintile,A Bit Too Large,0.10942,285,3416,0.09895,0.11989
2018,3rd Quintile,Much Too Small,0.01073,57,2991,0.00704,0.01443
2018,3rd Quintile,A Bit Too Small,0.09517,365,2991,0.08466,0.10569
2018,3rd Quintile,Just Right,0.71226,2158,2991,0.69603,0.72848
2018,3rd Quintile,A Bit Too Large,0.15826,368,2991,0.14518,0.17135
2018,3rd Quintile,Much Too Large,0.02357,43,2991,0.01814,0.02901
2018,4th Quintile,Much Too Small,0.00938,32,2896,0.00587,0.01289
2018,4th Quintile,A Bit Too Small,0.10842,341,2896,0.09710,0.11975
2018,4th Quintile,Just Right,0.68356,2019,2896,0.66662,0.70051
2018,4th Quintile,A Bit Too Large,0.17600,452,2896,0.16213,0.18987
2018,4th Quintile,Much Too Large,0.02263,52,2896,0.01722,0.02805
2018,5th Quintile,A Bit Too Small,0.08342,294,2986,0.07350,0.09334
2018,5th Quintile,Just Right,0.66673,2023,2986,0.64982,0.68364
2018,5th Quintile,A Bit Too Large,0.20896,578,2986,0.19438,0.22355
2018,5th Quintile,Much Too Large,0.03501,91,2986,0.02842,0.04161
2019,1st Quintile,Much Too Small,0.03641,452,5022,0.03123,0.04159
2019,1st Quintile,A Bit Too Small,0.14629,1032,5022,0.13651,0.15606
2019,1st Quintile,Just Right,0.74725,3328,5022,0.73523,0.75928
2019,1st Quintile,A Bit Too Large,0.06304,210,5022,0.05632,0.06976
2019,2nd Quintile,Much Too Small,0.01926,94,3131,0.01444,0.02407
2019,2nd Quintile,A Bit Too Small,0.12072,444,3131,0.10931,0.13214
2019,2nd Quintile,Just Right,0.73156,2300,3131,0.71604,0.74709
2019,2nd Quintile,A Bit Too Large,0.11666,293,3131,0.10542,0.12791
2019,3rd Quintile,Much Too Small,0.01051,37,2891,0.00679,0.01423
2019,3rd Quintile,A Bit Too Small,0.10787,378,2891,0.09656,0.11918
2019,3rd Quintile,Just Right,0.70597,2052,2891,0.68936,0.72258
2019,3rd Quintile,A Bit Too Large,0.14758,369,2891,0.13465,0.16051
2019,3rd Quintile,Much Too Large,0.02807,55,2891,0.02204,0.03409
2019,4th Quintile,A Bit Too Small,0.09581,301,2901,0.08510,0.10653
2019,4th Quintile,Just Right,0.69210,2081,2901,0.67530,0.70890
2019,4th Quintile,A Bit Too Large,0.17972,456,2901,0.16575,0.19370
2019,4th Quintile,Much Too Large,0.02555,63,2901,0.01981,0.03129
2019,5th Quintile,A Bit Too Small,0.07601,342,4329,0.06812,0.08391
2019,5th Quintile,Just Right,0.67250,2941,4329,0.65852,0.68648
2019,5th Quintile,A Bit Too Large,0.20544,873,4329,0.19340,0.21747
2019,5th Quintile,Much Too Large,0.04344,173,4329,0.03737,0.04952
2020,Not included in this version of the questionnaire,Just Right,0.79180,139,139,0.72405,0.85954
2020,1st Quintile,Much Too Small,0.03014,587,6049,0.02583,0.03444
2020,1st Quintile,A Bit Too Small,0.16083,1280,6049,0.15157,0.17009
2020,1st Quintile,Just Right,0.72625,3941,6049,0.71502,0.73749
2020,1st Quintile,A Bit Too Large,0.07237,241,6049,0.06584,0.07890
2020,2nd Quintile,Much Too Small,0.01566,100,3491,0.01154,0.01978
2020,2nd Quintile,A Bit Too Small,0.12024,533,3491,0.10945,0.13103
2020,2nd Quintile,Just Right,0.73499,2527,3491,0.72034,0.74963
2020,2nd Quintile,A Bit Too Large,0.11071,293,3491,0.10030,0.12112
2020,2nd Quintile,Much Too Large,0.01840,38,3491,0.01394,0.02286
2020,3rd Quintile,A Bit Too Small,0.11283,388,2859,0.10123,0.12443
2020,3rd Quintile,Just Right,0.71059,2095,2859,0.69397,0.72722
2020,3rd Quintile,A Bit Too Large,0.14343,333,2859,0.13058,0.15628
2020,3rd Quintile,Much Too Large,0.02626,43,2859,0.02040,0.03213
2020,4th Quintile,Much Too Small,0.00859,32,2866,0.00521,0.01197
2020,4th Quintile,A Bit Too Small,0.10180,328,2866,0.09072,0.11287
2020,4th Quintile,Just Right,0.69222,1994,2866,0.67532,0.70913
2020,4th Quintile,A Bit Too Large,0.16525,438,2866,0.15165,0.17885
2020,4th Quintile,Much Too Large,0.03215,74,2866,0.02569,0.03861
2020,5th Quintile,A Bit Too Small,0.08682,326,3718,0.07777,0.09587
2020,5th Quintile,Just Right,0.65018,2475,3718,0.63485,0.66552
2020,5th Quintile,A Bit Too Large,0.21406,773,3718,0.20088,0.22725
2020,5th Quintile,Much Too Large,0.04444,144,3718,0.03782,0.05107
2021,1st Quintile,Much Too Small,0.02809,270,3214,0.02238,0.03381
2021,1st Quintile,A Bit Too Small,0.15234,671,3214,0.13991,0.16476
2021,1st Quintile,Just Right,0.72719,2107,3214,0.71179,0.74259
2021,1st Quintile,A Bit Too Large,0.08241,166,3214,0.07290,0.09191
2021,2nd Quintile,Much Too Small,0.01697,82,2342,0.01174,0.02220
2021,2nd Quintile,A Bit Too Small,0.10994,370,2342,0.09726,0.12261
2021,2nd Quintile,Just Right,0.71310,1649,2342,0.69478,0.73142
2021,2nd Quintile,A Bit Too Large,0.13362,241,2342,0.11984,0.14741
