year,hhtyp,rentown,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,Couple without children,Tenant,A Bit Too Small,0.14886,185,1217,0.12885,0.16887
1998,Couple without children,Tenant,Just Right,0.75540,949,1217,0.73124,0.77956
1998,Couple without children,Tenant,A Bit Too Large,0.07187,83,1217,0.05735,0.08639
1998,Single parent,Owner,Just Right,0.73674,82,82,0.64083,0.83265
1998,Single parent,Tenant,A Bit Too Small,0.27236,83,291,0.22112,0.32360
1998,Single parent,Tenant,Just Right,0.61110,208,291,0.55499,0.66721
1998,Couple with children,Owner,A Bit Too Small,0.14484,175,1337,0.12596,0.16371
1998,Couple with children,Owner,Just Right,0.74541,1047,1337,0.72205,0.76877
1998,Couple with children,Owner,A Bit Too Large,0.08873,115,1337,0.07348,0.10398
1998,Couple with children,Tenant,Much Too Small,0.05942,89,1398,0.04702,0.07182
1998,Couple with children,Tenant,A Bit Too Small,0.28471,405,1398,0.26105,0.30838
1998,Couple with children,Tenant,Just Right,0.62533,859,1398,0.59995,0.65071
1998,Couple with children,Tenant,A Bit Too Large,0.02998,45,1398,0.02103,0.03892
1998,Multi-generational household,Owner,Just Right,0.69704,42,42,0.55637,0.83770
1998,Other Combinations,Owner,Just Right,0.75302,58,58,0.64106,0.86498
1998,Other Combinations,Tenant,Just Right,0.64962,56,56,0.52353,0.77571
1999,Single-person household,Owner,Just Right,0.68672,248,343,0.63756,0.73588
1999,Single-person household,Owner,A Bit Too Large,0.25158,95,343,0.20559,0.29757
1999,Single-person household,Tenant,A Bit Too Small,0.14157,173,1230,0.12208,0.16107
1999,Single-person household,Tenant,Just Right,0.75098,952,1230,0.72680,0.77516
1999,Single-person household,Tenant,A Bit Too Large,0.08076,105,1230,0.06553,0.09600
1999,Couple without children,Owner,A Bit Too Small,0.04487,38,890,0.03126,0.05848
1999,Couple without children,Owner,Just Right,0.77080,709,890,0.74317,0.79843
1999,Couple without children,Owner,A Bit Too Large,0.17290,143,890,0.14804,0.19776
1999,Couple without children,Tenant,A Bit Too Small,0.17426,216,1226,0.15302,0.19550
1999,Couple without children,Tenant,Just Right,0.74792,925,1226,0.72361,0.77224
1999,Couple without children,Tenant,A Bit Too Large,0.06470,85,1226,0.05092,0.07847
1999,Single parent,Owner,Just Right,0.78058,88,88,0.69361,0.86754
1999,Single parent,Tenant,A Bit Too Small,0.26248,79,308,0.21326,0.31170
1999,Single parent,Tenant,Just Right,0.67174,229,308,0.61921,0.72427
1999,Couple with children,Owner,A Bit Too Small,0.15574,181,1369,0.13652,0.17495
1999,Couple with children,Owner,Just Right,0.75139,1088,1369,0.72848,0.77429
1999,Couple with children,Owner,A Bit Too Large,0.08253,100,1369,0.06795,0.09711
1999,Couple with children,Tenant,Much Too Small,0.05034,77,1329,0.03858,0.06210
1999,Couple with children,Tenant,A Bit Too Small,0.28747,382,1329,0.26313,0.31181
1999,Couple with children,Tenant,Just Right,0.63827,837,1329,0.61243,0.66412
1999,Couple with children,Tenant,A Bit Too Large,0.02191,33,1329,0.01403,0.02978
1999,Multi-generational household,Owner,Just Right,0.73229,41,41,0.59508,0.86951
2000,Single-person household,Owner,Just Right,0.70212,595,831,0.67101,0.73323
2000,Single-person household,Owner,A Bit Too Large,0.20350,184,831,0.17611,0.23089
2000,Single-person household,Owner,Much Too Large,0.05901,52,831,0.04298,0.07504
2000,Single-person household,Tenant,Much Too Small,0.02134,50,2374,0.01553,0.02716
2000,Single-person household,Tenant,A Bit Too Small,0.14063,330,2374,0.12664,0.15461
2000,Single-person household,Tenant,Just Right,0.76357,1814,2374,0.74647,0.78067
2000,Single-person household,Tenant,A Bit Too Large,0.07219,180,2374,0.06178,0.08261
2000,Couple without children,Owner,A Bit Too Small,0.03575,64,1949,0.02751,0.04400
2000,Couple without children,Owner,Just Right,0.76405,1515,1949,0.74519,0.78290
2000,Couple without children,Owner,A Bit Too Large,0.18522,370,1949,0.16796,0.20247
2000,Couple without children,Tenant,Much Too Small,0.01551,31,1959,0.01004,0.02099
2000,Couple without children,Tenant,A Bit Too Small,0.14985,283,1959,0.13404,0.16566
2000,Couple without children,Tenant,Just Right,0.76556,1519,1959,0.74679,0.78432
2000,Couple without children,Tenant,A Bit Too Large,0.06713,126,1959,0.05604,0.07821
2000,Single parent,Owner,Just Right,0.73951,152,186,0.67626,0.80275
2000,Single parent,Owner,A Bit Too Large,0.17143,34,186,0.11712,0.22574
2000,Single parent,Tenant,A Bit Too Small,0.23504,127,514,0.19834,0.27173
2000,Single parent,Tenant,Just Right,0.68221,387,514,0.64192,0.72250
2000,Couple with children,Owner,A Bit Too Small,0.12844,293,2520,0.11537,0.14151
2000,Couple with children,Owner,Just Right,0.78615,2050,2520,0.77014,0.80217
2000,Couple with children,Owner,A Bit Too Large,0.07425,177,2520,0.06402,0.08449
2000,Couple with children,Tenant,Much Too Small,0.05141,109,2061,0.04187,0.06094
2000,Couple with children,Tenant,A Bit Too Small,0.30787,624,2061,0.28793,0.32780
2000,Couple with children,Tenant,Just Right,0.61683,1279,2061,0.59584,0.63782
2000,Couple with children,Tenant,A Bit Too Large,0.02268,49,2061,0.01625,0.02910
2000,Multi-generational household,Owner,Just Right,0.79457,97,97,0.71375,0.87539
2000,Other Combinations,Owner,Just Right,0.81316,64,64,0.71691,0.90941
2000,Other Combinations,Tenant,Just Right,0.78340,59,59,0.67738,0.88941
2001,Single-person household,Owner,Just Right,0.67521,512,742,0.64149,0.70893
2001,Single-person household,Owner,A Bit Too Large,0.24669,198,742,0.21565,0.27772
2001,Single-person household,Owner,Much Too Large,0.03844,32,742,0.02460,0.05228
2001,Single-person household,Tenant,A Bit Too Small,0.14751,309,2105,0.13236,0.16266
2001,Single-person household,Tenant,Just Right,0.75972,1625,2105,0.74147,0.77798
2001,Single-person household,Tenant,A Bit Too Large,0.07466,171,2105,0.06343,0.08589
2001,Couple without children,Owner,A Bit Too Small,0.04564,77,1742,0.03584,0.05544
2001,Couple without children,Owner,Just Right,0.75350,1345,1742,0.73325,0.77374
2001,Couple without children,Owner,A Bit Too Large,0.18445,320,1742,0.16623,0.20267
2001,Couple without children,Tenant,A Bit Too Small,0.14737,266,1766,0.13083,0.16391
2001,Couple without children,Tenant,Just Right,0.77496,1399,1766,0.75548,0.79444
2001,Couple without children,Tenant,A Bit Too Large,0.05791,101,1766,0.04702,0.06881
2001,Single parent,Owner,Just Right,0.71795,138,172,0.65051,0.78540
2001,Single parent,Owner,A Bit Too Large,0.18992,34,172,0.13113,0.24871
2001,Single parent,Tenant,A Bit Too Small,0.23349,115,472,0.19529,0.27170
2001,Single parent,Tenant,Just Right,0.68495,357,472,0.64300,0.72690
2001,Couple with children,Owner,A Bit Too Small,0.12727,269,2303,0.11365,0.14088
2001,Couple with children,Owner,Just Right,0.79170,1885,2303,0.77511,0.80829
2001,Couple with children,Owner,A Bit Too Large,0.07094,149,2303,0.06046,0.08143
2001,Couple with children,Tenant,Much Too Small,0.06528,107,1827,0.05395,0.07661
2001,Couple with children,Tenant,A Bit Too Small,0.26696,494,1827,0.24667,0.28725
2001,Couple with children,Tenant,Just Right,0.64255,1177,1827,0.62057,0.66453
2001,Couple with children,Tenant,A Bit Too Large,0.02521,49,1827,0.01802,0.03240
2001,Multi-generational household,Owner,Just Right,0.82708,94,94,0.75022,0.90394
2001,Other Combinations,Owner,Just Right,0.78141,53,53,0.66908,0.89375
2001,Other Combinations,Tenant,Just Right,0.74141,45,45,0.61204,0.87079
2002,Single-person household,Owner,Just Right,0.65930,486,728,0.62485,0.69376
2002,Single-person household,Owner,A Bit Too Large,0.24294,192,728,0.21177,0.27412
2002,Single-person household,Owner,Much Too Large,0.05626,50,728,0.03951,0.07301
2002,Single-person household,Tenant,Much Too Small,0.02267,50,2149,0.01638,0.02897
2002,Single-person household,Tenant,A Bit Too Small,0.14015,294,2149,0.12547,0.15483
2002,Single-person household,Tenant,Just Right,0.74225,1617,2149,0.72375,0.76075
2002,Single-person household,Tenant,A Bit Too Large,0.08726,188,2149,0.07532,0.09919
2002,Couple without children,Owner,A Bit Too Small,0.04688,95,2053,0.03774,0.05603
2002,Couple without children,Owner,Just Right,0.72103,1485,2053,0.70162,0.74043
2002,Couple without children,Owner,A Bit Too Large,0.20265,414,2053,0.18526,0.22004
2002,Couple without children,Owner,Much Too Large,0.02761,59,2053,0.02052,0.03470
2002,Couple without children,Tenant,Much Too Small,0.01898,35,1824,0.01272,0.02525
2002,Couple without children,Tenant,A Bit Too Small,0.14767,277,1824,0.13139,0.16396
2002,Couple without children,Tenant,Just Right,0.74891,1386,1824,0.72900,0.76881
2002,Couple without children,Tenant,A Bit Too Large,0.07899,126,1824,0.06661,0.09137
2002,Single parent,Owner,Just Right,0.61916,137,182,0.54842,0.68990
2002,Single parent,Owner,A Bit Too Large,0.23823,45,182,0.17617,0.30030
2002,Single parent,Tenant,A Bit Too Small,0.24259,118,457,0.20324,0.28193
2002,Single parent,Tenant,Just Right,0.67700,339,457,0.63408,0.71992
2002,Couple with children,Owner,A Bit Too Small,0.14922,363,2592,0.13550,0.16294
2002,Couple with children,Owner,Just Right,0.75583,2020,2592,0.73929,0.77237
2002,Couple with children,Owner,A Bit Too Large,0.07911,209,2592,0.06871,0.08950
2002,Couple with children,Tenant,Much Too Small,0.06153,99,1748,0.05026,0.07280
2002,Couple with children,Tenant,A Bit Too Small,0.27766,489,1748,0.25665,0.29866
2002,Couple with children,Tenant,Just Right,0.62972,1105,1748,0.60708,0.65236
2002,Couple with children,Tenant,A Bit Too Large,0.02968,55,1748,0.02172,0.03763
2002,Multi-generational household,Owner,Just Right,0.80693,87,87,0.72351,0.89036
2002,Other Combinations,Owner,Just Right,0.77547,57,57,0.66618,0.88476
2002,Other Combinations,Tenant,Just Right,0.85582,46,46,0.75318,0.95845
2003,Single-person household,Owner,Just Right,0.64380,495,757,0.60966,0.67794
2003,Single-person household,Owner,A Bit Too Large,0.25583,203,757,0.22473,0.28694
2003,Single-person household,Owner,Much Too Large,0.05863,59,757,0.04188,0.07537
2003,Single-person household,Tenant,Much Too Small,0.02224,45,2101,0.01593,0.02854
2003,Single-person household,Tenant,A Bit Too Small,0.14365,291,2101,0.12865,0.15865
2003,Single-person household,Tenant,Just Right,0.73740,1575,2101,0.71858,0.75622
2003,Single-person household,Tenant,A Bit Too Large,0.08997,190,2101,0.07773,0.10221
2003,Couple without children,Owner,A Bit Too Small,0.04879,91,2016,0.03939,0.05820
2003,Couple without children,Owner,Just Right,0.73425,1462,2016,0.71496,0.75353
2003,Couple without children,Owner,A Bit Too Large,0.19735,424,2016,0.17997,0.21473
2003,Couple without children,Owner,Much Too Large,0.01941,39,2016,0.01339,0.02543
2003,Couple without children,Tenant,A Bit Too Small,0.15462,280,1768,0.13777,0.17148
2003,Couple without children,Tenant,Just Right,0.74747,1357,1768,0.72721,0.76773
2003,Couple without children,Tenant,A Bit Too Large,0.07892,131,1768,0.06635,0.09149
2003,Single parent,Owner,Just Right,0.65522,139,139,0.57592,0.73452
2003,Single parent,Tenant,A Bit Too Small,0.25867,123,475,0.21924,0.29809
2003,Single parent,Tenant,Just Right,0.68208,352,475,0.64016,0.72400
2003,Couple with children,Owner,A Bit Too Small,0.15797,340,2474,0.14359,0.17234
2003,Couple with children,Owner,Just Right,0.74741,1935,2474,0.73028,0.76453
2003,Couple with children,Owner,A Bit Too Large,0.08110,199,2474,0.07034,0.09186
2003,Couple with children,Tenant,Much Too Small,0.05333,86,1614,0.04237,0.06430
2003,Couple with children,Tenant,A Bit Too Small,0.28065,453,1614,0.25872,0.30258
2003,Couple with children,Tenant,Just Right,0.62928,1021,1614,0.60571,0.65286
2003,Couple with children,Tenant,A Bit Too Large,0.03439,54,1614,0.02550,0.04328
2003,Multi-generational household,Owner,Just Right,0.74920,65,65,0.64299,0.85540
2003,Other Combinations,Owner,Just Right,0.75811,45,45,0.63157,0.88464
2003,Other Combinations,Tenant,Just Right,0.78306,39,39,0.65201,0.91411
2004,Single-person household,Owner,A Bit Too Small,0.04489,31,798,0.03052,0.05927
2004,Single-person household,Owner,Just Right,0.66350,519,798,0.63069,0.69630
2004,Single-person household,Owner,A Bit Too Large,0.23741,194,798,0.20787,0.26695
2004,Single-person household,Owner,Much Too Large,0.05338,54,798,0.03777,0.06899
2004,Single-person household,Tenant,Much Too Small,0.01817,42,2037,0.01237,0.02397
2004,Single-person household,Tenant,A Bit Too Small,0.13314,255,2037,0.11838,0.14790
2004,Single-person household,Tenant,Just Right,0.75779,1557,2037,0.73918,0.77640
2004,Single-person household,Tenant,A Bit Too Large,0.08391,183,2037,0.07187,0.09595
2004,Couple without children,Owner,A Bit Too Small,0.04044,88,1989,0.03178,0.04910
2004,Couple without children,Owner,Just Right,0.73871,1442,1989,0.71940,0.75803
2004,Couple without children,Owner,A Bit Too Large,0.20514,422,1989,0.18739,0.22290
2004,Couple without children,Owner,Much Too Large,0.01484,37,1989,0.00953,0.02016
2004,Couple without children,Tenant,A Bit Too Small,0.14128,268,1786,0.12512,0.15744
2004,Couple without children,Tenant,Just Right,0.76635,1395,1786,0.74672,0.78598
2004,Couple without children,Tenant,A Bit Too Large,0.07221,123,1786,0.06021,0.08422
2004,Single parent,Owner,Just Right,0.70714,133,172,0.63893,0.77535
2004,Single parent,Owner,A Bit Too Large,0.21323,39,172,0.15184,0.27462
2004,Single parent,Tenant,A Bit Too Small,0.22670,109,456,0.18823,0.26517
2004,Single parent,Tenant,Just Right,0.69515,347,456,0.65285,0.73745
2004,Couple with children,Owner,A Bit Too Small,0.14395,313,2394,0.12989,0.15802
2004,Couple with children,Owner,Just Right,0.74688,1873,2394,0.72946,0.76430
2004,Couple with children,Owner,A Bit Too Large,0.09190,208,2394,0.08033,0.10348
2004,Couple with children,Tenant,Much Too Small,0.05322,77,1516,0.04192,0.06452
2004,Couple with children,Tenant,A Bit Too Small,0.26479,407,1516,0.24257,0.28700
2004,Couple with children,Tenant,Just Right,0.64263,982,1516,0.61850,0.66676
2004,Couple with children,Tenant,A Bit Too Large,0.03736,50,1516,0.02781,0.04690
2004,Multi-generational household,Owner,Just Right,0.82016,58,58,0.72046,0.91986
2004,Other Combinations,Owner,Just Right,0.77959,46,46,0.65847,0.90070
2004,Other Combinations,Tenant,Just Right,0.79709,36,36,0.66386,0.93033
2005,Single-person household,Owner,A Bit Too Small,0.05112,39,807,0.03592,0.06633
2005,Single-person household,Owner,Just Right,0.64282,508,807,0.60974,0.67590
2005,Single-person household,Owner,A Bit Too Large,0.25617,215,807,0.22604,0.28631
2005,Single-person household,Owner,Much Too Large,0.04988,45,807,0.03485,0.06491
2005,Single-person household,Tenant,Much Too Small,0.01488,36,2081,0.00968,0.02009
2005,Single-person household,Tenant,A Bit Too Small,0.14419,293,2081,0.12909,0.15929
2005,Single-person household,Tenant,Just Right,0.74917,1575,2081,0.73054,0.76780
2005,Single-person household,Tenant,A Bit Too Large,0.08580,177,2081,0.07376,0.09783
2005,Couple without children,Owner,A Bit Too Small,0.04111,79,1966,0.03233,0.04988
2005,Couple without children,Owner,Just Right,0.73105,1448,1966,0.71144,0.75065
2005,Couple without children,Owner,A Bit Too Large,0.19810,378,1966,0.18048,0.21573
2005,Couple without children,Owner,Much Too Large,0.02940,61,1966,0.02193,0.03687
2005,Couple without children,Tenant,A Bit Too Small,0.16102,268,1696,0.14352,0.17851
2005,Couple without children,Tenant,Just Right,0.75668,1309,1696,0.73625,0.77711
2005,Couple without children,Tenant,A Bit Too Large,0.06496,119,1696,0.05323,0.07669
2005,Single parent,Owner,Just Right,0.70831,138,175,0.64078,0.77585
2005,Single parent,Owner,A Bit Too Large,0.18877,37,175,0.13063,0.24692
2005,Single parent,Tenant,A Bit Too Small,0.21485,108,457,0.17715,0.25255
2005,Single parent,Tenant,Just Right,0.69284,349,457,0.65050,0.73519
2005,Couple with children,Owner,A Bit Too Small,0.14612,302,2251,0.13153,0.16072
2005,Couple with children,Owner,Just Right,0.76239,1782,2251,0.74480,0.77997
2005,Couple with children,Owner,A Bit Too Large,0.07368,167,2251,0.06289,0.08448
2005,Couple with children,Tenant,Much Too Small,0.03855,54,1416,0.02852,0.04858
2005,Couple with children,Tenant,A Bit Too Small,0.26270,378,1416,0.23977,0.28563
2005,Couple with children,Tenant,Just Right,0.66504,931,1416,0.64045,0.68963
2005,Couple with children,Tenant,A Bit Too Large,0.03337,53,1416,0.02401,0.04273
2005,Multi-generational household,Owner,Just Right,0.82399,56,56,0.72335,0.92464
2005,Other Combinations,Owner,Just Right,0.77241,39,39,0.63910,0.90572
2005,Other Combinations,Tenant,Just Right,0.85318,39,39,0.74064,0.96571
2006,Single-person household,Owner,A Bit Too Small,0.03868,37,948,0.02640,0.05096
2006,Single-person household,Owner,Just Right,0.61179,576,948,0.58076,0.64283
2006,Single-person household,Owner,A Bit Too Large,0.28159,269,948,0.25294,0.31023
2006,Single-person household,Owner,Much Too Large,0.06156,66,948,0.04625,0.07687
2006,Single-person household,Tenant,Much Too Small,0.01836,39,2310,0.01289,0.02384
2006,Single-person household,Tenant,A Bit Too Small,0.13339,301,2310,0.11952,0.14725
2006,Single-person household,Tenant,Just Right,0.75317,1766,2310,0.73559,0.77076
2006,Single-person household,Tenant,A Bit Too Large,0.08637,204,2310,0.07492,0.09783
2006,Couple without children,Owner,A Bit Too Small,0.04844,96,2304,0.03967,0.05721
2006,Couple without children,Owner,Just Right,0.71385,1636,2304,0.69539,0.73231
2006,Couple without children,Owner,A Bit Too Large,0.20931,505,2304,0.19270,0.22593
2006,Couple without children,Owner,Much Too Large,0.02833,67,2304,0.02155,0.03510
2006,Couple without children,Tenant,A Bit Too Small,0.15877,289,1819,0.14197,0.17557
2006,Couple without children,Tenant,Just Right,0.74603,1396,1819,0.72602,0.76603
2006,Couple without children,Tenant,A Bit Too Large,0.07611,134,1819,0.06392,0.08830
2006,Single parent,Owner,Just Right,0.67313,154,198,0.60763,0.73863
2006,Single parent,Owner,A Bit Too Large,0.21971,44,198,0.16189,0.27753
2006,Single parent,Tenant,A Bit Too Small,0.20136,108,501,0.16621,0.23651
2006,Single parent,Tenant,Just Right,0.71346,393,501,0.67383,0.75309
2006,Couple with children,Owner,A Bit Too Small,0.14157,303,2332,0.12742,0.15572
2006,Couple with children,Owner,Just Right,0.76084,1840,2332,0.74352,0.77816
2006,Couple with children,Owner,A Bit Too Large,0.07903,189,2332,0.06808,0.08998
2006,Couple with children,Tenant,Much Too Small,0.06334,78,1456,0.05083,0.07586
2006,Couple with children,Tenant,A Bit Too Small,0.27078,390,1456,0.24794,0.29361
2006,Couple with children,Tenant,Just Right,0.63894,945,1456,0.61426,0.66362
2006,Couple with children,Tenant,A Bit Too Large,0.02676,43,1456,0.01847,0.03505
2006,Multi-generational household,Owner,Just Right,0.82015,58,58,0.72044,0.91985
2006,Other Combinations,Owner,Just Right,0.70663,45,45,0.57210,0.84117
2006,Other Combinations,Tenant,Just Right,0.80839,33,33,0.67203,0.94476
2007,Single-person household,Owner,A Bit Too Small,0.04284,37,894,0.02956,0.05613
2007,Single-person household,Owner,Just Right,0.62967,552,894,0.59800,0.66134
2007,Single-person household,Owner,A Bit Too Large,0.26801,249,894,0.23896,0.29706
2007,Single-person household,Owner,Much Too Large,0.05682,56,894,0.04164,0.07201
2007,Single-person household,Tenant,Much Too Small,0.01237,32,2193,0.00774,0.01700
2007,Single-person household,Tenant,A Bit Too Small,0.14267,316,2193,0.12803,0.15731
2007,Single-person household,Tenant,Just Right,0.75104,1651,2193,0.73294,0.76914
2007,Single-person household,Tenant,A Bit Too Large,0.08618,194,2193,0.07443,0.09793
2007,Couple without children,Owner,A Bit Too Small,0.04478,90,2163,0.03606,0.05350
2007,Couple without children,Owner,Just Right,0.71667,1551,2163,0.69767,0.73566
2007,Couple without children,Owner,A Bit Too Large,0.21558,468,2163,0.19824,0.23291
2007,Couple without children,Owner,Much Too Large,0.02080,54,2163,0.01478,0.02681
2007,Couple without children,Tenant,A Bit Too Small,0.15631,272,1677,0.13892,0.17370
2007,Couple without children,Tenant,Just Right,0.75563,1277,1677,0.73506,0.77620
2007,Couple without children,Tenant,A Bit Too Large,0.07453,128,1677,0.06196,0.08711
2007,Single parent,Owner,Just Right,0.76254,154,186,0.70122,0.82385
2007,Single parent,Owner,A Bit Too Large,0.13312,32,186,0.08416,0.18207
2007,Single parent,Tenant,A Bit Too Small,0.23854,112,454,0.19929,0.27779
2007,Single parent,Tenant,Just Right,0.67025,342,454,0.62695,0.71354
2007,Couple with children,Owner,A Bit Too Small,0.14383,278,2188,0.12913,0.15854
2007,Couple with children,Owner,Just Right,0.75552,1718,2188,0.73751,0.77354
2007,Couple with children,Owner,A Bit Too Large,0.08316,192,2188,0.07159,0.09473
2007,Couple with children,Tenant,Much Too Small,0.04316,45,1348,0.03231,0.05401
2007,Couple with children,Tenant,A Bit Too Small,0.26211,369,1348,0.23862,0.28559
2007,Couple with children,Tenant,Just Right,0.66489,894,1348,0.63968,0.69010
2007,Couple with children,Tenant,A Bit Too Large,0.02984,40,1348,0.02075,0.03893
2007,Multi-generational household,Owner,Just Right,0.74268,49,49,0.61901,0.86635
2007,Other Combinations,Owner,Just Right,0.70283,36,36,0.55142,0.85424
2008,Single-person household,Owner,A Bit Too Small,0.04931,40,895,0.03512,0.06350
2008,Single-person household,Owner,Just Right,0.59378,525,895,0.56158,0.62597
2008,Single-person household,Owner,A Bit Too Large,0.28241,258,895,0.25290,0.31192
2008,Single-person household,Owner,Much Too Large,0.07184,72,895,0.05491,0.08876
2008,Single-person household,Tenant,A Bit Too Small,0.13474,274,2030,0.11988,0.14960
2008,Single-person household,Tenant,Just Right,0.75072,1569,2030,0.73190,0.76955
2008,Single-person household,Tenant,A Bit Too Large,0.09219,187,2030,0.07960,0.10478
2008,Couple without children,Owner,A Bit Too Small,0.03707,81,2104,0.02899,0.04514
2008,Couple without children,Owner,Just Right,0.71948,1501,2104,0.70028,0.73869
2008,Couple without children,Owner,A Bit Too Large,0.20982,460,2104,0.19242,0.22722
2008,Couple without children,Owner,Much Too Large,0.03231,62,2104,0.02475,0.03987
2008,Couple without children,Tenant,A Bit Too Small,0.14767,233,1589,0.13022,0.16512
2008,Couple without children,Tenant,Just Right,0.75120,1229,1589,0.72993,0.77246
2008,Couple without children,Tenant,A Bit Too Large,0.07926,127,1589,0.06597,0.09254
2008,Single parent,Owner,Just Right,0.73488,135,167,0.66773,0.80203
2008,Single parent,Owner,A Bit Too Large,0.11223,32,167,0.06421,0.16024
2008,Single parent,Tenant,A Bit Too Small,0.23251,104,439,0.19295,0.27208
2008,Single parent,Tenant,Just Right,0.66549,335,439,0.62130,0.70968
2008,Couple with children,Owner,A Bit Too Small,0.13186,251,2035,0.11715,0.14656
2008,Couple with children,Owner,Just Right,0.76226,1604,2035,0.74376,0.78076
2008,Couple with children,Owner,A Bit Too Large,0.08492,180,2035,0.07280,0.09703
2008,Couple with children,Tenant,Much Too Small,0.03952,37,1187,0.02843,0.05061
2008,Couple with children,Tenant,A Bit Too Small,0.28362,326,1187,0.25797,0.30928
2008,Couple with children,Tenant,Just Right,0.64017,789,1187,0.61286,0.66749
2008,Couple with children,Tenant,A Bit Too Large,0.03343,35,1187,0.02320,0.04366
2008,Multi-generational household,Owner,Just Right,0.82861,47,47,0.71971,0.93752
2009,Single-person household,Owner,A Bit Too Small,0.04628,33,864,0.03226,0.06029
2009,Single-person household,Owner,Just Right,0.62457,523,864,0.59226,0.65688
2009,Single-person household,Owner,A Bit Too Large,0.25846,242,864,0.22925,0.28767
2009,Single-person household,Owner,Much Too Large,0.07069,66,864,0.05359,0.08779
2009,Single-person household,Tenant,Much Too Small,0.01483,32,1959,0.00948,0.02019
2009,Single-person household,Tenant,A Bit Too Small,0.14017,265,1959,0.12479,0.15555
2009,Single-person household,Tenant,Just Right,0.74838,1490,1959,0.72916,0.76760
2009,Single-person household,Tenant,A Bit Too Large,0.08928,172,1959,0.07665,0.10192
2009,Couple without children,Owner,A Bit Too Small,0.05639,91,1998,0.04627,0.06651
2009,Couple without children,Owner,Just Right,0.67797,1387,1998,0.65747,0.69846
2009,Couple without children,Owner,A Bit Too Large,0.23225,453,1998,0.21373,0.25077
2009,Couple without children,Owner,Much Too Large,0.03293,67,1998,0.02511,0.04076
2009,Couple without children,Tenant,A Bit Too Small,0.16039,225,1514,0.14190,0.17889
2009,Couple without children,Tenant,Just Right,0.73143,1150,1514,0.70910,0.75377
2009,Couple without children,Tenant,A Bit Too Large,0.08371,139,1514,0.06975,0.09767
2009,Single parent,Owner,Just Right,0.67444,125,163,0.60228,0.74660
2009,Single parent,Owner,A Bit Too Large,0.14210,38,163,0.08833,0.19586
2009,Single parent,Tenant,A Bit Too Small,0.23894,100,385,0.19629,0.28160
2009,Single parent,Tenant,Just Right,0.63602,285,385,0.58789,0.68414
2009,Couple with children,Owner,A Bit Too Small,0.15073,247,1882,0.13456,0.16690
2009,Couple with children,Owner,Just Right,0.71920,1446,1882,0.69889,0.73950
2009,Couple with children,Owner,A Bit Too Large,0.10386,189,1882,0.09008,0.11765
2009,Couple with children,Tenant,Much Too Small,0.04921,45,1086,0.03634,0.06208
2009,Couple with children,Tenant,A Bit Too Small,0.28654,306,1086,0.25964,0.31345
2009,Couple with children,Tenant,Just Right,0.62956,693,1086,0.60082,0.65830
2009,Couple with children,Tenant,A Bit Too Large,0.03431,42,1086,0.02348,0.04514
2009,Multi-generational household,Owner,Just Right,0.74982,37,37,0.60834,0.89131
2010,Single-person household,Owner,A Bit Too Small,0.05230,34,856,0.03738,0.06722
2010,Single-person household,Owner,Just Right,0.61785,513,856,0.58528,0.65042
2010,Single-person household,Owner,A Bit Too Large,0.25182,233,856,0.22272,0.28091
2010,Single-person household,Owner,Much Too Large,0.07765,76,856,0.05971,0.09558
2010,Single-person household,Tenant,A Bit Too Small,0.13750,246,1800,0.12159,0.15342
2010,Single-person household,Tenant,Just Right,0.73838,1367,1800,0.71807,0.75869
2010,Single-person household,Tenant,A Bit Too Large,0.10265,187,1800,0.08863,0.11668
2010,Couple without children,Owner,A Bit Too Small,0.04764,79,1911,0.03809,0.05720
2010,Couple without children,Owner,Just Right,0.69008,1337,1911,0.66934,0.71082
2010,Couple without children,Owner,A Bit Too Large,0.22424,431,1911,0.20554,0.24295
2010,Couple without children,Owner,Much Too Large,0.03804,64,1911,0.02946,0.04662
2010,Couple without children,Tenant,A Bit Too Small,0.16630,213,1430,0.14700,0.18561
2010,Couple without children,Tenant,Just Right,0.73649,1091,1430,0.71365,0.75933
2010,Couple without children,Tenant,A Bit Too Large,0.08147,126,1430,0.06729,0.09566
2010,Single parent,Owner,Just Right,0.71989,286,364,0.67369,0.76608
2010,Single parent,Owner,A Bit Too Large,0.18050,78,364,0.14093,0.22006
2010,Single parent,Tenant,Much Too Small,0.04805,98,1432,0.03697,0.05913
2010,Single parent,Tenant,A Bit Too Small,0.26250,396,1432,0.23970,0.28529
2010,Single parent,Tenant,Just Right,0.62688,864,1432,0.60183,0.65194
2010,Single parent,Tenant,A Bit Too Large,0.05012,74,1432,0.03882,0.06143
2010,Couple with children,Owner,Much Too Small,0.00755,46,3022,0.00447,0.01064
2010,Couple with children,Owner,A Bit Too Small,0.16018,493,3022,0.14710,0.17326
2010,Couple with children,Owner,Just Right,0.73402,2257,3022,0.71827,0.74978
2010,Couple with children,Owner,A Bit Too Large,0.08722,226,3022,0.07716,0.09729
2010,Couple with children,Tenant,Much Too Small,0.05217,233,2657,0.04371,0.06063
2010,Couple with children,Tenant,A Bit Too Small,0.27196,911,2657,0.25504,0.28888
2010,Couple with children,Tenant,Just Right,0.62420,1440,2657,0.60578,0.64262
2010,Couple with children,Tenant,A Bit Too Large,0.04357,73,2657,0.03581,0.05134
